[00:00:00.089 --> 00:00:01.070]  GAMER CONDITIONING!
[02:26:20.066 --> 02:26:26.609]  He's sort of a dummy and always has been just a mediocre intellect, but likes to think that he's really smart.
[02:26:26.609 --> 02:26:28.690]  But Clapper was over all 17 agencies.
[02:26:28.690 --> 02:26:29.590]  He was really able to
[02:26:30.831 --> 02:26:34.474]  Yeah, Clapper is a much more devious character.
[02:26:34.474 --> 02:26:42.941]  And was, excuse me, instrumental in helping... Who does he work for, from your sources, or what makes him tick?
[02:26:42.941 --> 02:26:46.263]  I mean, we know that Brennan's a communist and just is an idiot.
[02:26:46.263 --> 02:26:48.405]  What makes Clapper tick?
[02:26:48.405 --> 02:26:50.927]  Clapper is just very much a self-server.
[02:26:50.927 --> 02:26:53.209]  And serving his own interests.
[02:26:53.209 --> 02:26:59.114]  And he figured that there was a political benefit to be derived by hitching his wagon to the Hillary Clinton train.
[02:27:00.897 --> 02:27:02.439]  But that has failed him.
[02:27:02.439 --> 02:27:04.120]  How could they get themselves out of this?
[02:27:04.120 --> 02:27:05.161]  I keep saying last question.
[02:27:05.161 --> 02:27:07.463]  You're a smart guy, though.
[02:27:07.463 --> 02:27:08.885]  Couldn't they sue for peace with Trump?
[02:27:08.885 --> 02:27:11.507]  But I guess they can't be trusted.
[02:27:11.507 --> 02:27:12.849]  Suing for peace won't be an option.
[02:27:12.849 --> 02:27:17.753]  What they're going to try to do is claim that if Trump goes forward with this, he's going to damage U.S.
[02:27:17.753 --> 02:27:18.794]  intelligence and U.S.
[02:27:18.794 --> 02:27:21.657]  security by exposing intelligence sources and methods.
[02:27:21.657 --> 02:27:24.580]  They're going to try to hide behind that and play that card.
[02:27:25.851 --> 02:27:28.193]  So, bottom line, we're in for some major fireworks.
[02:27:28.193 --> 02:27:30.075]  I would call this the most critical time in U.S.
[02:27:30.075 --> 02:27:31.716]  history since its founding.
[02:27:31.716 --> 02:27:33.418]  You think that's an accurate statement?
[02:27:33.418 --> 02:27:34.318]  Yeah, no, I think so.
[02:27:34.318 --> 02:27:45.428]  The next three months are going to be extremely crucial, because the report from Inspector General Horowitz is coming out, and then Trump is supposed to start declassifying all of this information.
[02:27:45.428 --> 02:27:47.430]  And when it comes, it's going to be a flood.
[02:27:47.430 --> 02:27:51.813]  All right, Larry C. Johnson, I wish you, I mean, I know you linked some sites of your work.
[02:27:51.813 --> 02:27:52.614]  How do people find you?
[02:27:52.614 --> 02:27:53.275]  You're a smart guy.
[02:27:54.488 --> 02:27:59.630]  Yeah, I blog at Pat Lang's blog, Six Semper Tyrannis, as you pointed out.
[02:27:59.630 --> 02:28:04.211]  Pat used to be the head of the Defense Intelligence Agency's Middle East Division.
[02:28:04.211 --> 02:28:06.712]  He set up the Arabic program at West Point.
[02:28:06.712 --> 02:28:11.893]  He is really one of the leading scholars in the United States on U.S.-Arab relations.
[02:28:11.893 --> 02:28:14.774]  And so I'm just proud to be able to write at his blog.
[02:28:14.774 --> 02:28:18.835]  So Six Semper Tyrannis, Six Semper Tyrannis, that's Latin, folks.
[02:28:18.835 --> 02:28:20.796]  Larry C. Johnson, thank you for all the time, sir.
[02:28:20.796 --> 02:28:21.256]  God bless you.
[02:28:22.205 --> 02:28:23.145]  Okay, thank you, Alex.
[02:28:23.145 --> 02:28:23.705]  Bye-bye.
[02:28:23.705 --> 02:28:24.285]  Thank you.
[02:28:24.285 --> 02:28:27.206]  There's no doubt, folks, we're all in this together now.
[02:28:27.206 --> 02:28:34.147]  This is crazy town, crazy town, crazy town.
[02:28:34.147 --> 02:28:37.288]  They all went on the news and said two and a half years ago they spied on Trump.
[02:28:37.288 --> 02:28:38.328]  They had the proof he was a Russian.
[02:28:38.328 --> 02:28:39.568]  Then they said they didn't do it.
[02:28:39.568 --> 02:28:40.768]  They've been spying on me.
[02:28:40.768 --> 02:28:42.749]  Came out in the news.
[02:28:42.749 --> 02:28:44.209]  And again, I go back to it.
[02:28:44.209 --> 02:28:46.889]  When you get around their operatives, they're like mental patients.
[02:28:46.889 --> 02:28:49.390]  They're like SJWs with guns.
[02:28:51.769 --> 02:28:52.429]  Hold her up.
[02:28:52.429 --> 02:28:55.070]  Stay with us.
[02:28:55.070 --> 02:28:59.630]  If you're trying to quit drinking or doing too many drugs, listen to me.
[02:28:59.630 --> 02:29:01.711]  You don't know me and we'll never meet.
[02:29:01.711 --> 02:29:03.451]  I had a problem like you once.
[02:29:03.451 --> 02:29:09.992]  I drank and used to party a little too much till it got out of control and almost ruined my life.
[02:29:09.992 --> 02:29:15.073]  I realized I needed help to fix my problem before it totally destroyed me.
[02:29:15.073 --> 02:29:19.774]  If you've tried to fix your drinking and drug problem and you know you can't do it alone,
[02:29:20.234 --> 02:29:23.335]  You need to call the National Treatment Advisors.
[02:29:23.335 --> 02:29:30.336]  They'll immerse you into a 30-day program to replace your old habits with new habits and totally change your life.
[02:29:30.336 --> 02:29:35.538]  And if you have PPO private health insurance, the entire program may be covered.
[02:29:35.538 --> 02:29:38.818]  Fix your problem right now before it gets any worse.
[02:29:38.818 --> 02:29:39.779]  Get clean.
[02:29:39.779 --> 02:29:41.599]  Call now and learn more.
[02:29:41.599 --> 02:29:41.639]  800-506-6740.
[02:29:45.640 --> 02:29:46.100]  800-506-6740 That's 800-506-6740
[02:29:56.204 --> 02:30:02.809]  It's time to show them what a real alpha male looks like with one of our most powerful products ever made, Alpha Power.
[02:30:02.809 --> 02:30:06.271]  As you age, your body can lose testosterone over time.
[02:30:06.271 --> 02:30:15.177]  With the incredible ingredients in this formula, we can help you beat the test of time and assist in restoring that lost energy and mood that comes with time and age.
[02:30:15.177 --> 02:30:23.283]  Alpha Power's incredible ingredients can help you boost your sports performance or enhance your day-to-day life with ease while encouraging hormonal balance.
[02:30:23.943 --> 02:30:29.365]  Perfect by itself or with super male vitality in the true alpha male path.
[02:30:29.365 --> 02:30:36.588]  Alpha Power can help boost performance, help maintain normal testosterone levels, support healthy cholesterol and more.
[02:30:36.588 --> 02:30:40.289]  Let Alpha Power help bring you to the peak of your optimal health.
[02:30:40.289 --> 02:30:43.330]  Don't fall short on energy in the fight against tyranny.
[02:30:43.330 --> 02:30:47.372]  Show the world what a true alpha male looks like today with Alpha Power.
[02:30:47.372 --> 02:30:49.873]  Head to InfoWarsStore.com today.
[02:30:55.788 --> 02:30:59.931]  We all know that the outside toxins in the water is a serious health issue.
[02:30:59.931 --> 02:31:06.976]  InfoWars is proud to sell incredible filters, but it's almost impossible to keep up with every faucet, shower, and sink in your home.
[02:31:06.976 --> 02:31:11.800]  That's why we're bringing you something to provide clean water for your whole house with one system.
[02:31:11.800 --> 02:31:18.685]  The Pro-Pure Whole House Water Filtration System is an advanced four-stage compact filtration system
[02:31:19.105 --> 02:31:25.130]  that will provide water filtration for your entire home, removing 220 plus contaminants from your water.
[02:31:25.130 --> 02:31:34.717]  It's compact in size, easy to install and maintain, and keeps fluoride and other dangerous toxins out of your water supply and away from you and your family.
[02:31:34.717 --> 02:31:41.802]  With its broad spectrum contaminant reduction, you'll only need this one filter for clean and refreshing water all over your home.
[02:31:42.182 --> 02:31:54.930]  Head to infowarsstore.com and whether it's your first water filtration purchase or you're looking to replace your current rundown systems, it's time to go big and go home with the Pro-Pure Whole House Filtration System today!
[02:31:56.624 --> 02:32:03.948]  I want to salute and commend every man, woman, and child that has supported this broadcast over the years and that has stood with us.
[02:32:03.948 --> 02:32:07.050]  And I want to thank all of our sponsors and all of our affiliates.
[02:32:07.050 --> 02:32:08.671]  But I'll tell you like it is.
[02:32:08.671 --> 02:32:11.352]  You've seen the unmitigated attack we've been under.
[02:32:11.352 --> 02:32:12.853]  You're our only sponsors.
[02:32:12.853 --> 02:32:19.317]  And when you don't buy the products that are absolutely the best out there, we aren't able to continue on.
[02:32:19.317 --> 02:32:21.818]  So remember, you are the InfoWar.
[02:32:21.818 --> 02:32:23.619]  I'm not the leader, you are the leader.
[02:32:23.619 --> 02:32:25.200]  When you take action, nothing stops you.
[02:32:25.600 --> 02:32:31.003]  We've got giant specials running right now at InfoWarsStore.com that are unprecedented.
[02:32:31.003 --> 02:32:38.448]  And if you go there and buy great products that you already need from across the board, it funds the second American Revolution worldwide.
[02:32:38.448 --> 02:32:41.570]  So I want to thank you for your support, and I want to encourage you again.
[02:32:41.570 --> 02:32:46.493]  Go to InfoWarsStore.com for whatever the product is you need.
[02:32:46.493 --> 02:32:49.635]  We have thousands of them, and it makes this all possible.
[02:32:49.635 --> 02:32:51.757]  Thank you for making InfoWars possible.
[02:32:51.757 --> 02:32:52.217]  God bless you.
[02:32:59.753 --> 02:33:20.247]  You're listening to the Alex Jones Show.
[02:33:20.247 --> 02:33:23.609]  Man, I love my job.
[02:33:23.609 --> 02:33:27.432]  Live from Austin, Texas, it's Alex Jones.
[02:33:29.360 --> 02:33:31.381]  I'm high as a kite on freedom!
[02:33:31.381 --> 02:33:33.501]  Woo!
[02:33:33.501 --> 02:33:36.102]  We are in a real war, folks.
[02:33:36.102 --> 02:33:38.423]  Not some chicken-you-know-what war.
[02:33:38.423 --> 02:33:43.424]  Not some garbage globalist war, but a real war to restore the republic.
[02:33:43.424 --> 02:33:49.046]  And all my bones, all my ancestors, all my spirit says, you're doing good, boy.
[02:33:49.046 --> 02:33:51.147]  We want more.
[02:33:51.147 --> 02:33:52.727]  We want it now.
[02:33:52.727 --> 02:33:54.387]  Here's all the power.
[02:33:54.387 --> 02:33:55.968]  Ha ha ha ha!
[02:33:56.943 --> 02:34:02.086]  Everything these little chicken crap globalists seek, they'll never have because they're trash.
[02:34:02.086 --> 02:34:08.709]  They're not gonna get power because they don't deserve it, and I don't want the power, and neither do you.
[02:34:08.709 --> 02:34:11.570]  But you're not gonna let them run your life, are you?
[02:34:11.570 --> 02:34:16.493]  They think they control you, that they're gonna tell you what to think and what to do, but they're not.
[02:34:16.493 --> 02:34:18.274]  Let's crank up some more of this great classical music.
[02:34:23.982 --> 02:34:25.063]  Are we getting Millie Weaver on?
[02:34:25.063 --> 02:34:31.405]  I got stacks of incredible news and information and so much more, but let me tell you the real joy of this sucker.
[02:34:31.405 --> 02:34:34.587]  That's staying on the air in the face of the globalists.
[02:34:34.587 --> 02:34:42.611]  You know, if I went over all the things they've done to us and all the things I haven't told you about this week and all the stuff that happens...
[02:34:43.992 --> 02:34:47.535]  I just always see one door closes, another door opens.
[02:34:47.535 --> 02:34:54.479]  And it's our mission to stay in the 2020 election and to get Trump back in, to keep his feet to the fire, to restore the republic.
[02:34:54.479 --> 02:34:57.361]  And I tend to keep M4s going after that because there will always be work to do.
[02:34:57.361 --> 02:35:03.285]  But I would love to retire like Bilbo Baggins.
[02:35:03.285 --> 02:35:07.268]  The ring of Mordor carrying around in my pocket is not a very fun thing to do.
[02:35:07.268 --> 02:35:08.809]  Let's just leave it at that.
[02:35:10.258 --> 02:35:16.303]  I just want to halfway get the country back on even keel so it's not total crisis mode.
[02:35:16.303 --> 02:35:26.991]  But I can't recede into the shadows, even though I've done 25 years of this, because they are literally trying to destroy me every minute, every second.
[02:35:26.991 --> 02:35:30.894]  Now listen, and I've said this a hundred times, I'll say it again, do you understand
[02:35:33.152 --> 02:35:38.513]  That I would never sell you something that I didn't think was the best and that I don't use.
