[00:00:00.345 --> 00:00:01.546]  Sue him!
[02:37:19.630 --> 02:37:22.532]  Exact same food, packaged at the same time.
[02:37:22.532 --> 02:37:25.394]  They got their factory going where this stuff's like a week old.
[02:37:25.394 --> 02:37:27.895]  It lasts 25 years.
[02:37:27.895 --> 02:37:33.799]  It's totally sealed inside these big vacuum-packed plastic containers, and then sub-containers within it.
[02:37:33.799 --> 02:37:38.001]  They've got the best packaging, the highest quality food, and it is some of the most competitive.
[02:37:38.001 --> 02:37:40.003]  Cheap crud costs as much as this.
[02:37:41.306 --> 02:37:42.547]  That people totally discount.
[02:37:42.547 --> 02:37:47.912]  This is quality food, a lot of calories, what I chose for my family, doing a lot of research.
[02:37:47.912 --> 02:37:50.734]  Because I could have three or four horrible foods companies here.
[02:37:50.734 --> 02:37:54.217]  And I just won't have the bad mojo, the bad karma, whatever you want to call it.
[02:37:54.217 --> 02:37:56.879]  And I know in Hinduism there's all these things, bad karma, it's just karma.
[02:37:56.879 --> 02:37:57.980]  I don't really believe.
[02:37:57.980 --> 02:37:58.921]  You reap what you sow.
[02:37:58.921 --> 02:38:02.103]  Let's use a Bible allegory.
[02:38:02.103 --> 02:38:03.765]  I am a superstitious person.
[02:38:03.765 --> 02:38:05.106]  I will not screw anybody over.
[02:38:06.144 --> 02:38:10.170]  In fact, even my enemies now, I just expose them and try to fight the big enemies.
[02:38:10.170 --> 02:38:12.614]  Little enemies, I just let them attack me because I just feel sorry for them.
[02:38:12.614 --> 02:38:15.338]  They're such fallen, weak, pathetic people.
[02:38:15.338 --> 02:38:17.501]  I'm not bragging saying I'm some great guy.
[02:38:17.501 --> 02:38:19.484]  It's just that's why I've been so blessed, I know, is that...
[02:38:20.839 --> 02:38:25.661]  I don't try to do people right because of that metaphysical rule.
[02:38:25.661 --> 02:38:27.902]  I am just like that to begin with.
[02:38:27.902 --> 02:38:31.843]  But even if you were a bad person, you wouldn't want to screw people over because it comes back on you.
[02:38:31.843 --> 02:38:33.204]  That's all I'm telling you.
[02:38:33.204 --> 02:38:35.065]  And people don't seem to understand that.
[02:38:35.065 --> 02:38:36.725]  They just don't seem to know that.
[02:38:36.725 --> 02:38:44.309]  What I'm saying is, whether it's our nutraceuticals, or whether it's storable food, or whether it's water filtration systems, we try to bring you the very best.
[02:38:44.309 --> 02:38:47.690]  And if something better for the price than ProPure G2 comes out,
[02:38:49.443 --> 02:38:51.843]  And is the same price or just a little bit more?
[02:38:51.843 --> 02:38:54.264]  I'm going to advertise that.
[02:38:54.264 --> 02:39:03.226]  I found some filters that I think are as good as the G2 system and are comparably priced, so I'm going to be adding those in the next week.
[02:39:03.226 --> 02:39:05.546]  Next week.
[02:39:05.546 --> 02:39:06.066]  To the site.
[02:39:06.066 --> 02:39:15.188]  I mean, it's like we got like eight or nine, I guess it's more than that now, companies of non-GMO, high-quality heirloom seeds.
[02:39:15.188 --> 02:39:15.308]  And
[02:39:16.431 --> 02:39:23.154]  We've got just a whole bunch of companies there, and we get the lowest prices in contracts with folks because I want to be the InfoWars Seed Center.
[02:39:23.154 --> 02:39:29.417]  I want to sell the widest variety of high-quality seeds at the lowest price that we can legally give you.
[02:39:29.417 --> 02:39:34.179]  By legally, again, you have to sign contracts because we'll go so low that we're so competitive.
[02:39:34.179 --> 02:39:40.102]  So, InfoWarsStore.com, InfoWarsLife.com, a lot of different specials right now.
[02:39:40.102 --> 02:39:41.383]  If you missed any of them, you can call.
[02:39:42.725 --> 02:39:46.007]  Our great crew, until 6 o'clock every night, like 8 a.m.
[02:39:46.007 --> 02:39:49.508]  to 6 o'clock, answers the phones, then it goes to an answering service.
[02:39:49.508 --> 02:40:01.033]  If they're knowledgeable, right here in Austin, Texas, they can answer your questions and take your order, but I think our crew, obviously, is in-house, so they're even more informed.
[02:40:01.033 --> 02:40:01.273]  888-253-3139.
[02:40:01.273 --> 02:40:02.554]  888-253-3139.
[02:40:02.554 --> 02:40:08.096]  We can answer all your questions and tip on different specials that are available, but Super Bowl Vitality is now back in.
[02:40:08.096 --> 02:40:11.418]  Okay, we've only got, in this hour, about 20 minutes left, so I need to move now.
[02:40:15.063 --> 02:40:27.767]  A lot of times, news comes together in a confluence, or I guess you could call it an aligning of the stars, and then you really take a deep breath and go, my gosh, it really is that bad.
[02:40:27.767 --> 02:40:30.368]  The government has been hijacked by foreign banks.
[02:40:30.368 --> 02:40:31.749]  They brag about this at Davos.
[02:40:31.749 --> 02:40:36.551]  They brag about it, you know, in official UN documents that we've covered.
[02:40:36.551 --> 02:40:38.491]  They're flooding the West with open borders.
[02:40:38.491 --> 02:40:39.972]  They're destabilizing.
[02:40:39.972 --> 02:40:42.313]  They're taking a lot of problems of societal breakdown.
[02:40:43.576 --> 02:40:54.443]  Showing some bad cops, projecting it on to police in general, to create a revolution against the police that the feds will guide and control, that will then be used to federalize the police.
[02:40:54.443 --> 02:40:57.585]  And then that's an admitted strategy by Al Sharpton.
[02:40:57.585 --> 02:41:01.927]  I talked about it years ago, but he's gotten up on TV, we played the clips, and just admitted it.
[02:41:01.927 --> 02:41:03.028]  George Soros admits it.
[02:41:03.028 --> 02:41:05.169]  He's done this in other countries too.
[02:41:05.169 --> 02:41:06.630]  Like Ukraine.
[02:41:06.630 --> 02:41:10.592]  So we're in a very dangerous situation.
[02:41:10.592 --> 02:41:11.213]  And they're moving.
[02:41:12.759 --> 02:41:24.568]  And Dr. Paul Craig Roberts, former top Reagan administration official, Wall Street Journal editor, concurred that yes, they're going to a new level of persecution of whistleblowers, journalists.
[02:41:24.568 --> 02:41:26.709]  They are moving to go after the Poles.
[02:41:26.709 --> 02:41:41.020]  They've indicted their chief of staff, a number two person, for giving money to a political candidate, which they then claim endorsed Rand Paul.
[02:41:42.762 --> 02:41:47.665]  They run political campaigns, they fund libertarians, they raise the money.
[02:41:47.665 --> 02:41:52.068]  This is how they've written the laws, where the feds can interpret it.
[02:41:52.068 --> 02:41:58.252]  If you stick a stamp on sideways wire fraud, people have been indicted for that.
[02:41:58.252 --> 02:42:05.997]  So that's why when I ran for office for like a week, I started talking to lawyers and looking, I ran for state rep, I started looking at the law, it was like, they'll just put me in jail, there's no way to follow this.
[02:42:09.332 --> 02:42:10.753]  That's where all this is going.
[02:42:10.753 --> 02:42:34.364]  And then, when in governments in history, when governments create new police units and put their political officers over them, that's because they know there's different camps in the FBI, different camps in the Federal Marshals, different camps in the Commerce Department, different camps in the SEC, FTC, and they can't get
[02:42:35.928 --> 02:42:42.636]  Those units to go and frame Ron Paul, Rand Paul, Alex Jones, Matt Drudge, Joseph Farah.
[02:42:42.636 --> 02:42:45.720]  I mean, these are people that are being targeted.
[02:42:45.720 --> 02:42:49.024]  Governor Abbott, his Attorney General has been indicted.
[02:42:49.024 --> 02:42:50.266]  I told you about that before it happened.
[02:42:52.850 --> 02:42:58.253]  And I happen to know that the governor's honorable and is doing this because he cares about Texas and the country.
[02:42:58.253 --> 02:43:08.818]  I happen to know, Ron Paul, these people don't want to go up against these criminals, but they're men, they love their families, and they just will not bow to this evil.
[02:43:10.379 --> 02:43:16.163]  And they hope there's enough political pressure as they get indicted that people understand that this is like Nazi Germany.
[02:43:16.163 --> 02:43:17.784]  When Hitler started arresting people in 36, 37, 38.
[02:43:17.784 --> 02:43:19.145]  Then they start wars.
[02:43:19.145 --> 02:43:21.987]  Look what they're doing with Russia.
[02:43:21.987 --> 02:43:25.410]  Look how they're funding Al-Qaeda and ISIS.
[02:43:25.410 --> 02:43:30.413]  And so they brought in, and this is all on the Justice Department website, the Southern Poverty Law Center, the ADL.
[02:43:30.413 --> 02:43:33.035]  There's an hour and a half C-SPAN video of this.
[02:43:33.035 --> 02:43:34.296]  We're going to play some clips right now.
[02:43:34.296 --> 02:43:35.757]  We'll have more tomorrow.
[02:43:35.757 --> 02:43:36.518]  But so much of it.
[02:43:39.904 --> 02:43:42.665]  And we just had an article just go up.
[02:43:42.665 --> 02:43:47.326]  DOJ official praises Southern Primary Law Center's work in combating domestic terrorism.
[02:43:47.326 --> 02:43:54.728]  SPLC says it has placed its groups, including conservative Christian groups, on its hate list based on their beliefs.
[02:43:54.728 --> 02:43:57.449]  That's actually a CNS news report.
[02:43:57.449 --> 02:44:01.530]  So we've been covering this and now some folks are actually covering it.
[02:44:01.530 --> 02:44:04.691]  But they say that they get their directives from the UN
[02:44:06.317 --> 02:44:08.298]  Obama administration and U.N.
[02:44:08.298 --> 02:44:14.280]  announced global police force to fight extremism in U.S.
[02:44:14.280 --> 02:44:15.781]  and then that was two weeks ago.
[02:44:15.781 --> 02:44:16.501]  This is today.
[02:44:16.501 --> 02:44:29.726]  Justice Department creates domestic terrorism unit outside of the FBI to liaison directly with your local police departments and then they're directed by the Southern Poverty Law Center and ADL.
[02:44:30.816 --> 02:44:39.701]  Who put out literature to police departments saying if someone has a get us out of the UN sticker on their car, go ahead and arrest them.
[02:44:39.701 --> 02:44:41.142]  Chances are they're a terrorist.
[02:44:41.142 --> 02:44:44.483]  That's a quote.
[02:44:44.483 --> 02:44:49.326]  And they're arresting people for rebel flags in Georgia and charging them with terrorism.
[02:44:49.326 --> 02:44:54.289]  Saying the rebel flag hurt someone's feelings.
[02:44:54.289 --> 02:44:57.791]  I mean, this is Nazi Germany, this is Soviet Russia level stuff.
[02:44:58.635 --> 02:45:03.238]  The question is, are they going to roll it out big time?
[02:45:03.238 --> 02:45:10.243]  So, it's federalization of police, it's globalization of police, it's new special units that are purely political.
[02:45:11.676 --> 02:45:14.097]  It will accompany false flags to demonize us.
[02:45:14.097 --> 02:45:15.457]  It's very dangerous.
[02:45:15.457 --> 02:45:17.038]  Now, I've got five clips here.
[02:45:17.038 --> 02:45:22.240]  It'll take at least five minutes the next hour to get to all this when I hand the baton to Rob Dubin.
[02:45:22.240 --> 02:45:24.340]  Let's go to the homegrown extremist part.
[02:45:24.340 --> 02:45:26.661]  This is at George Washington University.
[02:45:26.661 --> 02:45:38.605]  Named after the founder who they say, Associated Press, you can pull this up, founding fathers wouldn't be included in today's military and George Washington would be seen as an extremist today and was a bad person.
[02:45:39.844 --> 02:45:46.470]  So they're at the university, they want to take down George Washington statues, that's been called for.
[02:45:46.470 --> 02:45:49.634]  They hate the American flag as well.
[02:45:49.634 --> 02:45:52.476]  These are extreme radicals.
[02:45:52.476 --> 02:45:59.263]  And they now run the show, and they're now going to be in all your local departments persecuting police that don't get on board with this.
[02:45:59.263 --> 02:46:01.505]  I mean, this is really, this is a takeover.
[02:46:01.505 --> 02:46:04.048]  I just got chills.
[02:46:05.202 --> 02:46:11.445]  And again, it's not saying it's going to happen next week or next month, it's just the rollout is intensifying.
[02:46:11.445 --> 02:46:13.686]  The good news is these people have been exposed.
[02:46:13.686 --> 02:46:19.908]  So they're cornered rats, they're going for everything with Hail Marys, but they got a chance of catching the ball in the end zone.
[02:46:19.908 --> 02:46:21.509]  I mean, they could win.
[02:46:21.509 --> 02:46:25.611]  This is like sudden death overtime NFL, folks.
[02:46:25.611 --> 02:46:28.412]  I mean, we're in the fight, but man, we are in a fight.
[02:46:29.798 --> 02:46:31.799]  Let's go ahead and go to the homegrown extremist.
[02:46:31.799 --> 02:46:33.640]  And again, Joe Biden's been at these meetings.
[02:46:33.640 --> 02:46:35.641]  It's got the Attorney General there.
[02:46:35.641 --> 02:46:40.284]  And it's truly sickening how they mix Islamic terror that they're funding in with Patriot groups.
[02:46:40.284 --> 02:46:40.624]  Here it is.
[02:46:41.809 --> 02:46:51.614]  So while we address that evolving international threat of violent extremism, we have not and cannot lose sight of the domestic terrorism threat posed by violent extremists.
[02:46:51.614 --> 02:46:57.656]  Terror and extremism do not always originate elsewhere or take place outside our borders.
