[00:00:16.067 --> 00:00:16.231]  Hmm.
[01:52:49.925 --> 01:52:55.266]  Are the number of new Ebola cases declining or are they just hiding the actual cases that are out there?
[01:52:55.446 --> 01:52:55.946]  Exactly.
[01:52:55.966 --> 01:52:58.987]  Reported Ebola cases are declining.
[01:53:08.598 --> 01:53:10.460]  And exactly what did they do to keep it from spreading?
[01:53:10.500 --> 01:53:16.805]  I thought they brought six people back here and did not follow quarantine procedures.
[01:53:16.825 --> 01:53:17.926]  What did that guy say, Biggs?
[01:53:17.946 --> 01:53:22.470]  We went to that press conference and he was like, I'm just going to stick my hand in this bowl of Ebola.
[01:53:22.830 --> 01:53:24.391]  I'm just going to rub it all in this Ebola.
[01:53:24.451 --> 01:53:26.914]  If I don't have a cut in my hand, I'm not going to get it.
[01:53:27.314 --> 01:53:29.276]  Zero chance.
[01:53:29.296 --> 01:53:32.999]  People started getting sick and falling out dead and all that kind of stuff is wild.
[01:53:33.991 --> 01:53:38.355]  It's not like when you sweat, your pores open up in your hands and kind of take something in.
[01:53:38.395 --> 01:53:39.537]  That's not going to happen.
[01:53:39.557 --> 01:53:40.137]  That's crazy.
[01:53:40.357 --> 01:53:41.358]  There's zero chance.
[01:53:42.520 --> 01:53:49.567]  I mean, how crazy was it that Ebola was everywhere and then literally stopped being reported on overnight?
[01:53:49.827 --> 01:53:53.991]  And no thanks to them, because they followed no procedure, followed all the protocols.
[01:53:54.872 --> 01:53:56.474]  Now, one year doesn't make a trend.
[01:53:57.520 --> 01:53:58.061]  But this does.
[01:53:58.081 --> 01:53:59.904]  See, this is the thing.
[01:53:59.924 --> 01:54:04.130]  He said he's going to do this without the Congress because he's got the EPA to work with him.
[01:54:04.231 --> 01:54:12.423]  He's got his executive orders, he's got the EPA's bureaucratic regulations that they create which supersede the laws of Congress because Congress isn't doing anything.
[01:54:13.211 --> 01:54:21.122]  So this is why some of his stuff this year is really more important than typically because he's not going to follow the usual checks and balances of the Constitution.
[01:54:21.583 --> 01:54:27.631]  And here, Mark Moreno of Climate Depot, we're talking about one one-hundredth of a degree.
[01:54:27.891 --> 01:54:30.095]  It's not even, you can't even actually measure it.
[01:54:31.002 --> 01:54:35.206]  And only 38% said that they thought it was heating.
[01:54:35.226 --> 01:54:37.288]  It's not even a consensus.
[01:54:37.408 --> 01:54:43.874]  Yeah, Drudge, a couple of days afterward they came out and they said, we're really disappointed in how they reported this because it's only 38% accurate.
[01:54:46.616 --> 01:54:47.917]  So 60% of the time, it's right.
[01:54:47.937 --> 01:54:48.477]  All the time.
[01:54:48.837 --> 01:54:51.458]  And these wildfires are burning U.S.
[01:54:51.558 --> 01:54:55.120]  acres because they don't allow people to take care of their land.
[01:54:55.140 --> 01:54:55.560]  That's right.
[01:54:55.580 --> 01:55:00.502]  We have all these federal areas set aside that they don't let people set up fire berms.
[01:55:00.542 --> 01:55:05.725]  There's all kinds of things you can do to take care of your land to mitigate wildfires, but they don't let anybody onto the land.
[01:55:05.785 --> 01:55:08.646]  They don't let you take out standing dead trees.
[01:55:08.686 --> 01:55:12.288]  They don't let you take out falling dead trees, and that's why these areas like Yellowstone
[01:55:12.728 --> 01:55:13.449]  Burn so quickly?
[01:55:13.530 --> 01:55:16.475]  Why Bastrop, just outside of Austin, burned so quickly?
[01:55:16.495 --> 01:55:26.431]  And then they come back after the fact and tell people in the communities, clear out the dead wood that's fallen on your own property, but they won't do it on the lands that they control.
[01:55:27.998 --> 01:55:31.200]  That American leadership drives Internet of Collections.
[01:55:31.220 --> 01:55:45.231]  This picture of this woman, this young girl, it was just today that we had another revelation of the EPA putting diesel fumes, feeding diesel fumes directly to children, what was it, 10 to 17 or something like that, in California.
[01:55:45.891 --> 01:55:49.573]  We've already reported on how they did that in North Carolina to adults.
[01:55:49.614 --> 01:55:57.839]  They'd selected for people with respiratory and heart conditions, and the EPA gave them levels that were more than 70 times what the EPA said were fatal.
[01:55:59.080 --> 01:55:59.840]  They fed that to them.
[01:56:01.301 --> 01:56:04.063]  But don't put a fire in your fireplace to heat your home.
[01:56:04.864 --> 01:56:09.647]  That's damaging to the environment, but we're gonna just go ahead and make people breathe diesel fumes.
[01:56:09.807 --> 01:56:10.067]  Yes.
[01:56:10.327 --> 01:56:11.848]  And call it a scientific experiment.
[01:56:15.669 --> 01:56:19.490]  As Americans, we respect human dignity even when we're threatened.
[01:56:20.030 --> 01:56:21.311]  Oh boy.
[01:56:21.651 --> 01:56:23.732]  Unless you get hit with one of our drones.
[01:56:23.912 --> 01:56:24.812]  Okay, now hold on.
[01:56:24.852 --> 01:56:26.152]  He's talking about torture.
[01:56:26.633 --> 01:56:32.375]  It was my understanding before he got elected, he was going to shut down Guantanamo Bay and all these other horrific practices.
[01:56:32.395 --> 01:56:35.816]  And now we even have Dianne Feinstein, who I'm not a fan of at all.
[01:56:35.856 --> 01:56:37.036]  She's playing lip service to him.
[01:56:37.056 --> 01:56:39.477]  But even she's talking about these torture reports now.
[01:56:40.057 --> 01:56:46.201]  The Obama administration and the Justice Department did everything they could to keep everything that the CIA had done quiet.
[01:56:47.121 --> 01:56:54.385]  He is always looking for things to blame on the Bush administration, but he will cover for everything that the Bush administration did in terms of CIA torture.
[01:56:54.686 --> 01:56:58.928]  They did not want any of that to come out, even though we got a highly redacted report.
[01:56:58.948 --> 01:57:01.209]  The only reason we got that was because the CIA
[01:57:02.665 --> 01:57:06.887]  Got Dianne Feinstein and her staffers angry because she found out they were spying on her.
[01:57:07.007 --> 01:57:10.329]  Yeah, that's fine when they spy on us, but I think it was like a CBS interview.
[01:57:10.369 --> 01:57:11.930]  She's like, a drone was looking at me.
[01:57:11.970 --> 01:57:13.111]  I'm like, I'm sure it didn't want to.
[01:57:13.131 --> 01:57:16.753]  And it was a little slap on the wrist, basically, of the torture report.
[01:57:17.373 --> 01:57:18.114]  Like, there you go.
[01:57:18.154 --> 01:57:19.995]  Here's just a little taste of what they were doing.
[01:57:20.715 --> 01:57:20.895]  Yeah.
[01:57:21.255 --> 01:57:23.576]  And then they wrote their own report and said we exonerate ourselves.
[01:57:23.876 --> 01:57:24.477]  Right.
[01:57:24.657 --> 01:57:28.058]  They had a huge website rolled out the very next day.
[01:57:37.608 --> 01:57:39.209]  We're six years into your administration.
[01:57:39.229 --> 01:57:40.891]  Why don't you close it down?
[01:57:41.331 --> 01:57:42.792]  He says it every year.
[01:57:43.132 --> 01:57:44.974]  He's got that pen, all he's got to do is sign the paper.
[01:57:44.994 --> 01:57:46.575]  Yeah, you got your hand in your phone.
[01:57:46.755 --> 01:57:47.856]  You know, Air Force One?
[01:57:48.216 --> 01:57:49.557]  Use your phone, use your pen.
[01:57:49.577 --> 01:57:54.461]  He's been treating prisoners for... You know, it's still Bush's fault.
[01:57:54.561 --> 01:57:59.325]  You know, apparently this late, you know, second term, it's still Bush's fault that Guantanamo Bay is up and running.
[01:57:59.465 --> 01:58:00.606]  We've, we gotta close it.
[01:58:01.326 --> 01:58:03.508]  I'm just gonna keep on releasing all these high-level al-Qaeda guys.
[01:58:03.588 --> 01:58:06.210]  I'm gonna say that every year, that it needs to be closed and I'll close it.
[01:58:07.173 --> 01:58:09.074]  Six years in, still using that.
[01:58:36.338 --> 01:58:39.902]  How are you strengthening privacy?
[01:58:41.123 --> 01:58:41.984]  For themselves?
[01:58:42.065 --> 01:58:43.486]  We put whistleblowers in jail.
[01:58:43.947 --> 01:58:44.327]  Oh, okay.
[01:58:45.068 --> 01:58:48.732]  They make private government about what they're doing a lot more stronger.
[01:58:48.772 --> 01:58:50.554]  What they do is they just spy on us.
[01:58:50.814 --> 01:58:52.156]  Yeah.
[01:58:52.676 --> 01:58:54.018]  I'm from the government.
[01:58:54.098 --> 01:58:55.219]  Don't ask me any questions.
[01:58:57.066 --> 01:59:01.411]  This is the part where he's going to pretend that they're going to put restrictions on corporations sharing your data.
[01:59:01.811 --> 01:59:08.879]  When in reality he's pushing for the Cyber Intelligence Sharing Protection Act again, CISPA for the third time.
[01:59:09.399 --> 01:59:10.320]  That's the reality.
[01:59:10.661 --> 01:59:17.889]  He's trying to give the same corporations legal immunity if they share your data and spy on the government for them and share their data with the government.
[01:59:19.082 --> 01:59:19.623]  Right.
[01:59:19.783 --> 01:59:25.187]  He wants to encourage them sharing with the government.
[01:59:25.428 --> 01:59:32.754]  And for those of you who watched the nightly news tonight, we played that 11 minute clip from some of Alex's movies in the early 2000s.
[01:59:33.214 --> 01:59:37.458]  Martial Law, Rise of the Police State, Police State 3, Total Enslavement, and then a little bit of Police State 2.
[01:59:38.439 --> 01:59:42.923]  He was talking about everything that's going on right now, back then.
[01:59:43.263 --> 01:59:43.984]  Even before that.
[01:59:44.124 --> 01:59:46.566]  He just happened to put in a documentary by then.
[01:59:46.846 --> 01:59:56.394]  Yeah, he was talking about the surveillance blimps, and they just launched the first one that's going, just this year they launched the first surveillance blimp that's going to be looking right into your home.
[01:59:56.494 --> 02:00:04.081]  Yeah, but the general that's overseeing the project says, I promise you we're not going to be staring at you, we're not going to be watching you as you drive up and down the road.
[02:00:04.802 --> 02:00:09.085]  It's for your protection, we're trying to monitor the east coast so missiles don't come in.
[02:00:09.125 --> 02:00:09.726]  Oh yeah, right.
[02:00:10.026 --> 02:00:11.827]  Yeah, they put that blimp in the sky.
[02:00:11.907 --> 02:00:15.908]  It was for intercontinental ballistic missiles or something like that.
[02:00:15.928 --> 02:00:17.149]  It wasn't to surveil people.
[02:00:17.489 --> 02:00:18.409]  Too bad we didn't think of that.
[02:00:18.429 --> 02:00:21.671]  But even though it was in Wired Magazine that will spy on you through your dishwasher.
[02:00:22.271 --> 02:00:24.232]  Too bad we didn't think of that during the Cold War, right?
[02:00:24.252 --> 02:00:29.614]  Well, in the next 10 years, almost every American family is going to have up to 50 different items in their home that will be spying on them.
[02:00:29.634 --> 02:00:30.114]  Yeah, cruise missiles.
[02:00:30.134 --> 02:00:31.815]  Yeah, we got a whole lot of those coming over here.
[02:00:33.055 --> 02:00:35.276]  Yeah, it's a daily thing.
[02:00:35.356 --> 02:00:44.237]  The North Korean cruise missiles actually swim across the ocean before they get here.
[02:00:44.737 --> 02:00:49.018]  I'm sorry, all this comedy on network television we're watching right now is just bringing it out of me.
[02:00:49.838 --> 02:00:51.099]  Time to unleash Team America.
[02:00:51.119 --> 02:00:52.719]  I still think the cynics are wrong.
[02:01:01.221 --> 02:01:03.182]  I still believe that we are one people.
[02:01:26.127 --> 02:01:31.851]  Our newest officers at West Point, Annapolis, Colorado Springs, New London.
[02:01:33.993 --> 02:01:35.414]  Our newest fast food workers.
[02:01:35.434 --> 02:01:38.396]  In Newtown.
[02:01:40.077 --> 02:01:40.738]  Newtown?
[02:01:40.878 --> 02:01:42.379]  Yeah, you gotta throw that in there.
[02:01:43.500 --> 02:01:44.160]  In West Virginia.
[02:01:46.462 --> 02:01:50.104]  I've watched Americans beat back adversity from the Gulf Coast to the Great Plains.
[02:01:51.225 --> 02:01:52.686]  From Midwest assembly lines.
[02:01:53.006 --> 02:01:54.748]  But also beat back your false flags.
[02:01:56.485 --> 02:02:03.332]  I've seen something like gay marriage go from a wedge issue, used to drive us apart, to a story of freedom.
[02:02:03.392 --> 02:02:04.173]  Didn't he?
[02:02:04.213 --> 02:02:08.097]  Gay marriage at the beginning of his term, or before he got elected?
[02:02:08.338 --> 02:02:10.560]  Well, he was hesitant to support it, I believe.
[02:02:10.780 --> 02:02:11.261]  Yeah, he was.
[02:02:17.756 --> 02:02:18.857]  I think that's a San Antonio man.
[02:02:18.877 --> 02:02:22.199]  So now the Supreme Court is going to decide that for everybody.
[02:02:22.219 --> 02:02:27.282]  And of course, they're going to force that definition on 50% of people who oppose it.
