[00:00:00.379 --> 00:00:00.544]  Let's go.
[02:27:02.168 --> 02:27:03.448]  Yeah, it's time to arrest them all.
[02:27:03.528 --> 02:27:03.989]  I agree.
[02:27:04.489 --> 02:27:05.729]  Forced labor camps.
[02:27:05.829 --> 02:27:06.710]  I'm sick of these people.
[02:27:08.243 --> 02:27:10.324]  Look, she's got a constitution.
[02:27:10.705 --> 02:27:13.427]  Sir, look, I found it!
[02:27:14.528 --> 02:27:20.533]  They act like the moron villains in Time Bandits or something that live in hell.
[02:27:21.014 --> 02:27:21.875]  Master!
[02:27:23.616 --> 02:27:25.238]  I mean, they are so dumb.
[02:27:25.318 --> 02:27:26.779]  And most cops aren't that dumb.
[02:27:27.059 --> 02:27:27.700]  But it doesn't matter.
[02:27:27.740 --> 02:27:31.003]  They're recruiting the biggest idiots on the planet.
[02:27:32.705 --> 02:27:34.487]  They're just so stupid they're invincible!
[02:27:35.087 --> 02:27:36.608]  You can't intellectually reach out to them.
[02:27:36.829 --> 02:27:38.770]  You can't explain their own constitution to them.
[02:27:39.030 --> 02:27:40.252]  They think it's a demon!
[02:27:40.492 --> 02:27:43.955]  They think they find a rattlesnake in the back of her trunk.
[02:27:46.585 --> 02:27:49.487]  We can't be doing wrong running a checkpoint.
[02:27:49.867 --> 02:27:51.107]  It's routine.
[02:27:51.408 --> 02:27:53.769]  We use the word routine.
[02:27:54.389 --> 02:27:56.510]  It's a routine forced inoculation.
[02:27:57.371 --> 02:27:59.292]  It's a routine, Jocelyn Elders.
[02:27:59.952 --> 02:28:03.254]  A Surgeon General wants to teach five-year-olds how to masturbate.
[02:28:03.674 --> 02:28:12.038]  To have a creepy woman in a, you know, in a naval outfit on TV telling teachers to reach down and help kids masturbate?
[02:28:12.258 --> 02:28:13.459]  There's nothing wrong there.
[02:28:15.080 --> 02:28:20.844]  There's nothing wrong telling five-year-olds that they've now got a bathroom if they want to be a girl or a boy.
[02:28:21.164 --> 02:28:22.024]  There's nothing wrong.
[02:28:22.044 --> 02:28:23.946]  There's nothing wrong in having U.S.
[02:28:24.026 --> 02:28:29.349]  Army soldiers marching red high heels to teach them how to be feminist.
[02:28:29.429 --> 02:28:30.890]  I mean, what in the world?
[02:28:31.150 --> 02:28:33.632]  It's all just how much can they make us do?
[02:28:33.912 --> 02:28:35.653]  How many orders can they give us?
[02:28:36.094 --> 02:28:38.475]  What won't we not do when we're ordered to do it?
[02:28:40.156 --> 02:28:44.059]  We're going to go to break and come back and go to your phone calls and more here today.
[02:28:45.225 --> 02:28:46.706]  I'll see if Pat showed up to the studio.
[02:28:46.726 --> 02:28:47.426]  He wasn't here earlier.
[02:28:48.387 --> 02:28:50.949]  He's here to tell his whole story briefly and then we'll go to your phone calls.
[02:28:52.530 --> 02:28:54.111]  Briefly, I didn't even plug last hour.
[02:28:54.131 --> 02:28:55.732]  I was so busy arguing with Ventura.
[02:28:58.214 --> 02:29:03.195]  But before I do go any further, if you want Super Metal Vitality, we've got it back in stock.
[02:29:03.756 --> 02:29:05.056]  Very, very high quality.
[02:29:05.876 --> 02:29:07.897]  We've got Silver Bullet, we've got all these other great products.
[02:29:08.477 --> 02:29:11.398]  The bad news is Deep Cleanse will sell out today.
[02:29:11.838 --> 02:29:14.839]  Also, Survival Shield Nascent I9X2 will sell out.
[02:29:15.379 --> 02:29:29.166]  In the next week at Current Sales Projections, we're trying to get more in, but it could be as much as two months until we get more Survival Shield, Nascent Ion X2, the Total Game Changer, the Good Halogen, the amazing things, the stuff for me and my family are just incredible.
[02:29:29.666 --> 02:29:36.709]  And at the end of the week, we've got a stop offering in at the lowest price ever from MyPatriotSupply at InfoWarsStore.com.
[02:29:36.949 --> 02:29:44.013]  When you get InfoWars Select, their highest quality, newest, freshest, best meals, the best deal out there, InfoWars
[02:29:44.873 --> 02:29:51.776]  Store.com or info or select.com or 888-253-3139.
[02:29:52.116 --> 02:29:53.617]  Now is the time to get storable food.
[02:29:53.637 --> 02:29:55.158]  The elite are stockpiling it.
[02:29:55.398 --> 02:29:58.700]  I hope we don't have to use it, but you've got to be prepared in these crazy times.
[02:29:59.300 --> 02:30:00.220]  We're on the march.
[02:30:00.700 --> 02:30:02.301]  The Empire's on the run.
[02:30:03.242 --> 02:30:05.903]  Alex Jones and the GCN Radio Network.
[02:30:09.912 --> 02:30:12.115]  Kid Daniels, InfoWars.com.
[02:30:12.175 --> 02:30:15.059]  Did you know that Pope Francis has strong ties to communism?
[02:30:15.300 --> 02:30:21.549]  Francis is a member of the Jesuits who developed the so-called liberation theology, which many have labeled Christianized Marxism.
[02:30:21.769 --> 02:30:25.915]  They're the reason why communism and socialism has persevered for so long in Latin America.
[02:30:26.195 --> 02:30:32.098]  And it's not a coincidence that Cuba's current leader, Raul Castro, praised Pope Francis for his anti-capitalist stance.
[02:30:32.358 --> 02:30:35.059]  Castro, like Francis, was also brought up by the Jesuits.
[02:30:35.359 --> 02:30:40.622]  Starting to make sense now why Francis is constantly calling for carbon taxes and more government?
[02:30:40.842 --> 02:30:43.583]  And also, did you know the recent reconciliation between the U.S.
[02:30:43.623 --> 02:30:46.865]  and Cuba was spearheaded by Pope Francis to the benefit of Castro?
[02:30:47.125 --> 02:30:55.249]  Vatican researcher Leo Zagami wrote an excellent article on InfoWars.com entitled, Vatican Flag to Fly Over the New World Order, which breaks it all down.
[02:30:55.469 --> 02:30:56.550]  It's now more clear than ever.
[02:30:56.570 --> 02:30:59.311]  The globalists have launched a planetary destabilization plan.
[02:31:15.080 --> 02:31:18.681]  Here at the InfoWars operation, we hope and pray that this is not the case.
[02:31:18.961 --> 02:31:22.822]  But the signs of things deteriorating around the world are unmistakable.
[02:31:22.982 --> 02:31:29.603]  For many years, I've been working with MyPatriotSupply, and we have now developed a private label called InfoWars Select.
[02:31:29.763 --> 02:31:34.524]  Look, it's important to have firearms and water filtration during a collapse, but you've also got to have food.
[02:31:34.564 --> 02:31:42.426]  InfoWars Select is a wide variety of their highest quality packages at the lowest price they have ever offered before.
[02:31:42.566 --> 02:31:42.986]  We're good to go.
[02:32:09.517 --> 02:32:12.720]  When cells become toxic, they die early and aging sets in.
[02:32:13.020 --> 02:32:21.026]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[02:32:21.267 --> 02:32:26.291]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[02:32:26.691 --> 02:32:28.993]  You want the best that's out there at the lowest price anywhere?
[02:32:29.213 --> 02:32:31.014]  We now have the synergistic solution.
[02:32:31.335 --> 02:32:35.518]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[02:32:39.515 --> 02:32:43.717]  Used since before the days of the Roman Empire to support the body's natural systems.
[02:32:43.897 --> 02:32:47.859]  Introducing the new Infowarslife.com oil of oregano formulation.
[02:32:48.039 --> 02:32:52.821]  We have now procured the most high quality and potent forms of oregano oil on the market.
[02:32:53.001 --> 02:32:57.524]  Extracted directly from the wild herb and sealed in easy to use capsules.
[02:32:57.664 --> 02:33:00.985]  You will no longer need to endure the burning of liquid oregano on the tongue.
[02:33:01.125 --> 02:33:04.447]  Now available in our limited first run at Infowarslife.com.
[02:33:04.587 --> 02:33:06.408]  That's Infowarslife.com or call 888-253-3139.
[02:33:24.133 --> 02:33:30.155]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[02:33:30.835 --> 02:33:37.657]  It's Alex Jones.
[02:33:39.238 --> 02:33:49.201]  Remember five years ago they told you it'd be 2025 till driverless cars hit major roads in towns across the world.
[02:33:49.981 --> 02:33:53.402]  Well now driverless pods are already hitting public roads.
[02:33:55.097 --> 02:34:20.045]  That's right, ladies and gentlemen, and sex reassessment is latest company benefit in push for equality, as they add the chemicals of the food and water to further confuse the public sexuality, moving us towards an asexual system where, you know what, there can be no sexualism, there can be no culture of any type, everything's just gray, or you're offending someone else.
[02:34:20.828 --> 02:34:28.673]  Who would have ever thought, as from Bloomberg Business, that they would actually now be saying, ban the word mother and father, husband and wife, boy and girl.
[02:34:29.373 --> 02:34:34.156]  You see, it moves from accept everyone to you can't be a man or a woman.
[02:34:34.436 --> 02:34:36.998]  That hurts somebody else's feelings.
[02:34:40.222 --> 02:34:41.363]  It's not tolerance.
[02:34:41.523 --> 02:34:46.708]  It's not like I'm tolerant of the, you know, LD Leather Daddy on South Park.
[02:34:47.729 --> 02:34:54.376]  It's that, it's that in the future that'll be banned too because it's hurtful of someone who doesn't know Lemmy Lynx.
[02:34:55.077 --> 02:34:58.500]  I mean, this is, that's my buddy Pat, so I'm starting to joke around.
[02:34:58.800 --> 02:35:00.460]  I gotta stop right there, bro.
[02:35:00.520 --> 02:35:02.461]  Pat and his wife are really good friends of mine.
[02:35:03.341 --> 02:35:07.562]  We go out to Barton Springs, you know, go out on the lake, you name it.
[02:35:07.582 --> 02:35:08.102]  Good friends of mine.
[02:35:08.122 --> 02:35:09.282]  He's also my personal trainer.
[02:35:09.302 --> 02:35:11.023]  You see the terrible job he's been doing.
[02:35:11.043 --> 02:35:12.963]  He's been gone for three and a half weeks every few years.
[02:35:13.663 --> 02:35:19.965]  Pat takes off for a few days, for a few weeks, and he's gonna be telling you about his experience in Eastern Europe with the
[02:35:21.025 --> 02:35:21.446]  Immigrants.
[02:35:21.466 --> 02:35:23.230]  Oh, I'm sorry, that's not the word I'm supposed to use now.
[02:35:23.531 --> 02:35:24.553]  The migrants.
[02:35:24.974 --> 02:35:26.056]  The refugees.
[02:35:26.336 --> 02:35:28.321]  We'll be talking to Pat here in just a moment.
[02:35:29.201 --> 02:35:32.964]  Again, more of the news breaking on InfoWars.com.
[02:35:33.604 --> 02:35:36.726]  There is quite a bit of it right up there that's very important.
[02:35:37.407 --> 02:35:41.129]  Russian Marines are battling ISIS now officially in Syria.
[02:35:41.189 --> 02:35:45.132]  That is red-linked by Kit Daniels up on InfoWars.com.
[02:35:45.973 --> 02:35:51.837]  We also, again, have Obama supporters signing a petition to nuke North Korea.
[02:35:52.497 --> 02:35:57.200]  That is linked up on DrugsReport.com on the left-hand side as well.
[02:36:00.509 --> 02:36:10.976]  Pat Riley joins us in studio because this morning I was working out with him and he started talking about what he saw with the refugees.
[02:36:11.876 --> 02:36:17.500]  And I said, you know, you sent me a lot of great photos, texted me a lot of great photos.
[02:36:17.540 --> 02:36:22.183]  I'm certainly envious of Croatia, certainly envious of how beautiful Turkey is.
[02:36:22.644 --> 02:36:28.287]  I've seen footage before when we sent a film crew to Turkey to cover Bilderberg of what it looks like there.
[02:36:28.307 --> 02:36:29.008]  I mean, it looks like
[02:36:29.994 --> 02:36:36.101]  Looks like Tantoween meets East Texas meets Canada.
[02:36:36.141 --> 02:36:39.465]  I mean, just the weird way the different landscapes come together.
[02:36:39.606 --> 02:36:40.306]  Wild stuff.
[02:36:40.326 --> 02:36:43.050]  But that's not, unfortunately, while you're here with us, Pat.
[02:36:45.228 --> 02:37:02.721]  Repeat to the viewers and listeners out there what you experienced on your trip, what you saw, what the locals in Turkey said, because we have footage we can show in the background while you're talking of the news media saying a father and his children were going to commit suicide on the tracks.
[02:37:03.121 --> 02:37:05.603]  They were all so upset that they couldn't be let into Hungary.
[02:37:06.143 --> 02:37:08.405]  Well, it turns out he was throwing them onto the tracks.
[02:37:09.125 --> 02:37:12.227]  Or their baby will drown and then they position it for the news cameras?
[02:37:12.587 --> 02:37:13.828]  Who knows what really happened?
[02:37:14.248 --> 02:37:20.592]  I mean, this is professional-level guilt-tripping that's going on when the Middle East isn't taking any of these refugees.
[02:37:21.032 --> 02:37:23.493]  Saudi Arabia started all these wars, all these invasions.
[02:37:23.813 --> 02:37:25.414]  They've not taken one single person.
[02:37:25.675 --> 02:37:27.356]  They've got trillions and trillions of dollars.
[02:37:27.376 --> 02:37:31.278]  They buy everybody, basically, that dropped bombs on Yemen gets a $300,000 new Bentley.
[02:37:33.539 --> 02:37:36.562]  You know, why don't they give $300,000 Bentleys to the immigrants?
[02:37:36.902 --> 02:37:39.124]  We're sick of being told we've got to pay for it all.
[02:37:39.404 --> 02:37:48.512]  So thanks for coming in to repeat the amazing story where you saw someone faking suicide if they didn't get more money and it was totally rigged.
