[00:00:00.009 --> 00:00:01.601]  Alex Jones Show.
[02:02:31.072 --> 02:02:46.183]  PBS is supported by these people, and so if you want to have Myoppa 21 on PBS, it'll never happen, because it exposes these foundations for the things of very eugenic
[02:02:46.903 --> 02:02:48.824]  present and past background.
[02:02:49.224 --> 02:02:56.609]  So there's very few mediums that really want to talk about black genocide and eugenics and will do it objectively.
[02:02:57.089 --> 02:03:08.876]  And so I thank God for your program and I pray that you continue doing what you're doing and just thankful for the spiritual connection that we've had and when it comes to Black Life Matters.
[02:03:08.896 --> 02:03:11.598]  If people want to support what we're doing, you can go to the website.
[02:03:12.078 --> 02:03:13.619]  Our mailing address is on there.
[02:03:14.159 --> 02:03:16.961]  But everyone can do something.
[02:03:17.001 --> 02:03:22.564]  You may not do what I do, but there's something we can do to expose this darkness.
[02:03:23.345 --> 02:03:40.675]  America needs to recognize that we have 56 million babies whose blood is crying out from the ground, and after a while, God visits innocent blood, and He asks the question, where is your brother?
[02:03:41.235 --> 02:03:45.217]  And so we're going to be posed with that question sometime in the near future.
[02:03:45.937 --> 02:03:56.341]  And our hearts need to be able to say we've done everything we can within the scope and within the resources that we have to stop this genocide to stop.
[02:03:56.801 --> 02:03:58.762]  And yes, all black life
[02:03:59.282 --> 02:04:03.947]  I believe I probably saved more white babies than black.
[02:04:04.288 --> 02:04:14.759]  But our focus is on the African American community and the deception that is being carried by African American leadership, which has been disgraceful.
[02:04:14.839 --> 02:04:17.342]  They are guilty of gross negligence of the worst kind.
[02:04:17.902 --> 02:04:21.263]  And we're going to continue to expose it as much as we possibly can.
[02:04:21.883 --> 02:04:25.444]  And I'll be praying for that rally in Austin on tomorrow.
[02:04:25.724 --> 02:04:27.485]  Grateful for that effort.
[02:04:27.925 --> 02:04:34.007]  And I pray that this is something, as it has proven, it connects the dots, especially with those students.
[02:04:34.047 --> 02:04:34.507]  So pray for us.
[02:04:34.527 --> 02:04:34.987]  Well, I'm just blessed.
[02:04:35.007 --> 02:04:35.767]  Well, thank you, sir.
[02:04:35.827 --> 02:04:36.767]  And it's a 201 Eastman White.
[02:04:39.128 --> 02:04:40.369]  Tomorrow, 11 to 2.
[02:04:40.409 --> 02:04:44.171]  And absolutely, and thank God, Jakari Jackson's parents didn't abort him.
[02:04:44.211 --> 02:04:45.892]  What a great human he is, great reporter.
[02:04:46.412 --> 02:04:48.133]  He'll be out there leading the whole operation.
[02:04:48.733 --> 02:04:51.575]  Jakari Jackson flying back tonight from Cleveland.
[02:04:52.095 --> 02:04:57.919]  It's so important, folks, that you understand what's really driving abortion in this country and worldwide.
[02:04:57.979 --> 02:04:59.880]  Pastor Clennard Childress, blackgenocide.org.
[02:05:00.580 --> 02:05:02.164]  Thank you so much and God bless you, sir.
[02:05:02.184 --> 02:05:03.687]  Appreciate you so much.
[02:05:03.807 --> 02:05:04.248]  Continue.
[02:05:04.529 --> 02:05:05.291]  Appreciate you too.
[02:05:05.471 --> 02:05:06.453]  He's got a quote on his site.
[02:05:06.473 --> 02:05:09.440]  The most dangerous place for an African American is in the womb.
[02:05:12.403 --> 02:05:17.845]  The hashtag Black Lives Matter is being used by demonstrators all across the country.
[02:05:18.206 --> 02:05:21.027]  But why should it be capped with the actions of police?
[02:05:21.267 --> 02:05:25.449]  What if it was expanded to include another area where lives are being lost?
[02:05:25.829 --> 02:05:26.329]  Abortion.
[02:05:26.629 --> 02:05:31.992]  It wasn't that long ago that New York reported it had more black babies aborted than born.
[02:05:32.592 --> 02:05:39.517]  With this in mind, join the Black Lives Matter demonstration this Thursday, May 21st from 11 a.m.
[02:05:39.557 --> 02:05:40.357]  to 2 p.m.
[02:05:40.838 --> 02:05:44.560]  at the Planned Parenthood on Ben White Boulevard in South Austin.
[02:05:45.140 --> 02:05:49.623]  The demonstration will be aired live on the nationally syndicated Alex Jones Show.
[02:05:50.144 --> 02:05:56.328]  Make your own Black Lives Matter signs and join us this Thursday, May 21st from 11 a.m.
[02:05:56.388 --> 02:05:57.148]  to 2 p.m.
[02:05:57.509 --> 02:06:02.332]  at the Planned Parenthood located at 201 East Ben White Boulevard in Austin.
[02:06:03.072 --> 02:06:07.814]  Be sure to use the public right-of-way, and let's put truth into action.
[02:06:09.655 --> 02:06:10.515]  Hey, how you doing, Alex?
[02:06:10.615 --> 02:06:11.035]  Good, brother.
[02:06:11.175 --> 02:06:12.896]  Just recently started using your products.
[02:06:13.136 --> 02:06:14.677]  Everything you said about them is correct.
[02:06:14.857 --> 02:06:18.898]  Me and my wife both use a lot of them, and it's made a lot of changes in our lives here.
[02:06:18.918 --> 02:06:21.459]  Well, thank you, brother, because it also funds our operation.
[02:06:21.499 --> 02:06:23.760]  But doing that, I know I've got to have the highest quality.
[02:06:23.920 --> 02:06:31.763]  Super Mill Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[02:06:32.103 --> 02:06:35.187]  We do the super male and the super female vitality.
[02:06:35.348 --> 02:06:36.849]  Big changes, a lot of energy.
[02:06:36.869 --> 02:06:39.773]  We've gotten off the cheap energy drinks, energy shots.
[02:06:39.913 --> 02:06:41.295]  Saving a ton of money there.
[02:06:41.575 --> 02:06:44.059]  Sourced from powerful organic herbs.
[02:06:44.299 --> 02:06:47.363]  Harvested around the planet and then concentrated.
[02:06:47.623 --> 02:06:49.224]  Or maximum potency.
[02:06:49.404 --> 02:06:59.550]  They want to stun and dumb down and energy drinks and stuff just cover that up for a while, but then burn you out in my experience, whereas stuff that gets your glands naturally going goes right to the source.
[02:06:59.630 --> 02:07:01.371]  So, it's pretty exciting and I love it.
[02:07:01.411 --> 02:07:08.355]  Visit InfoWarsLife.com today to secure your super male vitality and other powerful products from InfoWars Life.
[02:07:09.636 --> 02:07:10.196]  I want more candy!
[02:07:10.216 --> 02:07:11.297]  I want more video games!
[02:07:11.357 --> 02:07:11.497]  Mine!
[02:07:11.557 --> 02:07:11.717]  Mine!
[02:07:12.077 --> 02:07:12.578]  Mine!
[02:07:12.878 --> 02:07:22.263]  And it's that type of behavior that spurred me to do the research to develop a true nutraceutical formula that was designed to smooth out and help children focus.
[02:07:22.623 --> 02:07:25.185]  All of our children are hit with modern mind control.
[02:07:25.325 --> 02:07:28.667]  Television, music, fast food, GMOs, sugars, you name it.
[02:07:28.867 --> 02:07:34.890]  Young humans have not yet developed their nervous system and are being hammered daily by globulous concoctions.
[02:07:35.190 --> 02:07:37.712]  It's no wonder they can't focus and calm down.
[02:07:37.912 --> 02:07:40.033]  And then are put on dangerous psychotropic drugs.
[02:07:40.333 --> 02:07:46.497]  Working with my team, we set out to find the best formula with the highest quality ingredients that children would actually like and take.
[02:07:46.697 --> 02:07:54.181]  We worked with the leading manufacturer in nutritional supplements that are safe for children to bring you the most affordable and powerful calming formula out there.
[02:07:54.442 --> 02:08:01.726]  Introducing ChildEase with herbs and calming extracts like chamomile and lemon balm and essential nutrients that taste great.
[02:08:01.986 --> 02:08:05.428]  Obtain your ChildEase today at InfoWarsLife.com.
[02:08:05.588 --> 02:08:07.289]  That's ChildEase exclusively.
[02:08:08.189 --> 02:08:33.864]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[02:08:33.964 --> 02:08:35.425]  It's Alex Jones.
[02:08:45.387 --> 02:08:49.099]  We've had Alex Newman on when he's covering international UN conferences.
[02:08:49.119 --> 02:08:51.286]  We've had him on to cover...
[02:08:54.395 --> 02:08:58.956]  UN operations, the TPP and more, and we'll hit some of that at the bottom of the hour.
[02:08:59.576 --> 02:09:03.117]  But we're really focusing in quite a bit this week on the war on humanity.
[02:09:03.577 --> 02:09:05.258]  How we're being socially engineered.
[02:09:05.278 --> 02:09:08.958]  We know we're being engineered, and it's not good engineering.
[02:09:09.018 --> 02:09:15.580]  It's wrecking ball engineering to get us out of the way, to get us out of the decision-making process to break up our families.
[02:09:16.360 --> 02:09:23.105]  I played a AT&T ad where the dad is a bumbling idiot and the mother watches him with surveillance cameras and automated locks.
[02:09:23.505 --> 02:09:24.446]  He's basically a prisoner.
[02:09:25.386 --> 02:09:26.087]  And all their ads.
[02:09:26.107 --> 02:09:28.228]  We're going to have a special report tomorrow.
[02:09:28.789 --> 02:09:30.230]  I'm going to go over for the nightly news.
[02:09:30.270 --> 02:09:30.990]  I'll air it tomorrow.
[02:09:31.290 --> 02:09:33.692]  Where, I mean, we've got more than 10 ads.
[02:09:34.212 --> 02:09:37.254]  I saw 10 up on a screen and do, showed me a few of them.
[02:09:37.935 --> 02:09:40.096]  Every one of them, the men are bumbling idiots.
[02:09:41.477 --> 02:09:42.638]  This is education.
[02:09:42.678 --> 02:09:43.739]  This is re-education.
[02:09:45.060 --> 02:09:46.461]  Kind of like Hillary's fun camps.
[02:09:47.381 --> 02:09:52.725]  I was telling some family this weekend about Hillary giving a speech a few months ago saying, we need to send men to fun camps.
[02:09:54.546 --> 02:09:56.567]  And they said she didn't say that, so I pulled the clip up.
[02:09:56.627 --> 02:09:58.068]  Yeah, she said that.
[02:09:58.168 --> 02:09:59.769]  Crimes of the educators.
[02:10:00.810 --> 02:10:04.673]  How utopians are using government schools to destroy America's children.
[02:10:05.873 --> 02:10:08.335]  Samuel Blumenfeld and Alex Newman.
[02:10:10.083 --> 02:10:16.308]  And Alex Newman writes for the newamerican.com, excellent magazine, just impeccable research.
[02:10:16.828 --> 02:10:20.311]  He is an international journalist, educator, author, and consultant.
[02:10:21.392 --> 02:10:27.457]  He writes for a wide array of publications in the United States and abroad, World Net Daily, you name it.
[02:10:28.398 --> 02:10:30.459]  And he's also a frequent guest here on this broadcast.
[02:10:30.479 --> 02:10:31.420]  He's on five or six times.
[02:10:32.361 --> 02:10:34.002]  And we really appreciate him coming on.
[02:10:34.062 --> 02:10:35.463]  We carry this book.
[02:10:36.280 --> 02:10:55.035]  So when you purchase it, you find the Infowar, you find a great investigative journalist like Alex Newman, who keeps breaking huge stories and helping fight the globalists, and you get a book that you can donate to your library after you read it, or give to the teachers at your local school, because the average teacher doesn't understand why everything's failing.
[02:10:55.814 --> 02:11:01.096]  Well, now they want to corporatize education and bring in, quote, the reform that's just globalist standardized.
[02:11:01.136 --> 02:11:04.137]  As bad as the public schools are, there's a larger plan behind that as well.
[02:11:04.658 --> 02:11:06.038]  So crimes of the educators.
[02:11:08.579 --> 02:11:12.421]  A compelling case that America's public education system must undergo radical change.
[02:11:12.841 --> 02:11:15.802]  Ron Paul, former congressman and presidential candidate, had to say that.
[02:11:15.862 --> 02:11:16.623]  That's on the cover.
[02:11:17.163 --> 02:11:18.263]  So Alex Newman joins us.
[02:11:18.283 --> 02:11:19.344]  But before we go any further,
[02:11:21.135 --> 02:11:28.379]  Obviously, Alex, the propaganda has gone from being a 10 to an 11, to quote Spinal Tap.
[02:11:28.919 --> 02:11:33.501]  But why don't you just make the whole dial, you know, actually just go up to 10 and it's higher, but it goes to 11.
[02:11:34.942 --> 02:11:35.842]  They are at about 110% right now.
[02:11:38.300 --> 02:11:39.401]  I think they're overheating.
[02:11:40.421 --> 02:11:43.542]  I think it's causing a backlash, and the globalists aren't that stupid.
