[00:00:00.009 --> 00:00:01.175]  The Alex Jones Show!
[01:48:56.722 --> 01:49:05.669]  Just like with the Lord of the Rings, the analogy that the king has been replaced by this steward who now wants to keep himself and his progeny permanently entrenched as the king.
[01:49:05.709 --> 01:49:07.010]  That's what the return of the king was about.
[01:49:07.070 --> 01:49:10.673]  Throwing this guy out who is the unfaithful steward who usurped the authority.
[01:49:11.013 --> 01:49:12.434]  People can understand what
[01:49:13.695 --> 01:49:20.038]  The caller was just talking about, but first they need to understand that this is an illegitimate government saying they derive their power from the Constitution.
[01:49:20.298 --> 01:49:24.820]  We are going to restore the Constitution just as the King was restored in Lord of the Rings.
[01:49:24.840 --> 01:49:26.181]  We're going to put the Rifle King back.
[01:49:27.145 --> 01:49:32.469]  That's right, and that's we the people under God, not under the state, not under a permanent dictatorship.
[01:49:32.990 --> 01:49:44.899]  Because, you know, it says Romans 13, well, even if you take the fake extrapolation that modern churches do, like Hitler did, and say submit to government, well, our government is for, of, and by the people, so when you violate the Constitution, the Bill of Rights,
[01:49:45.780 --> 01:49:46.321]  I don't know.
[01:49:59.980 --> 01:50:16.653]  They did create a parallel system for themselves to operate and a parallel system of law going back to basically Roman ship law, Roman commerce law is the globalist duplicate that the British were following that they've kind of segued us onto.
[01:50:17.093 --> 01:50:18.494]  It's actually even older than our law.
[01:50:18.834 --> 01:50:19.735]  Yeah, I understand.
[01:50:20.235 --> 01:50:23.138]  But it's only for people that aren't slaves or a part of the establishment.
[01:50:23.778 --> 01:50:30.302]  I understand, but there's a public document out there, a constitution that lays out how we would like to see the government run.
[01:50:30.782 --> 01:50:32.564]  They swear that they have allegiance to it.
[01:50:32.604 --> 01:50:34.705]  That's where they say they get their power from it.
[01:50:34.945 --> 01:50:38.387]  So we need to hold that up and we need to say, this is how the constitution works.
[01:50:38.567 --> 01:50:40.088]  These people are frauds.
[01:50:41.369 --> 01:50:42.190]  Let's come back and flesh that.
[01:50:42.210 --> 01:50:43.670]  What I'm saying is, I understand.
[01:50:43.730 --> 01:50:45.512]  I'm saying they're parallel fraud.
[01:50:46.172 --> 01:50:46.312]  Right.
[01:50:46.392 --> 01:50:46.672]  Okay.
[01:50:46.892 --> 01:50:47.453]  Oh, absolutely.
[01:50:48.223 --> 01:50:53.755]  Say they get their authority from the Constitution, so yes, they are under that, even if they want to try to jump back and forth and play games.
[01:50:54.035 --> 01:50:55.097]  Stay with us, ladies and gentlemen.
[01:51:08.297 --> 01:51:11.219]  This hour brought to you by InfidelBodyArmor.com.
[01:51:11.279 --> 01:51:15.021]  When it hits the fan, don't be left without the body armor that will save your life.
[01:51:15.041 --> 01:51:18.563]  With prices starting at just $374.99 and ships free.
[01:51:18.743 --> 01:51:21.145]  Get yours at InfidelBodyArmor.com.
[01:51:21.245 --> 01:51:22.506]  Just won't quit.
[01:51:23.166 --> 01:51:25.247]  Hi, Ted Anderson with Midas Resources.
[01:51:25.487 --> 01:51:30.030]  Is it time to convert paper 401ks and IRAs to solid gold and silver yet?
[01:51:30.190 --> 01:51:31.771]  Get our 10 Reasons book free.
[01:51:31.951 --> 01:51:32.252]  Call 800-686-2237.
[01:51:32.272 --> 01:51:32.452]  That's 800-686-2237.
[01:51:38.195 --> 01:51:39.396]  You know about RVs.
[01:51:39.596 --> 01:51:40.837]  You've heard about bunkers.
[01:51:41.057 --> 01:51:43.618]  But surviving is not recreation.
[01:51:43.818 --> 01:51:46.339]  And man wasn't made to live underground.
[01:51:46.560 --> 01:51:48.581]  Introducing Survivalist Camps.
[01:51:48.721 --> 01:51:57.205]  The ultimate fully functional off-the-grid survival bug-out house that's mobile, well-equipped, and custom-built to outlast any other RV or trailer.
[01:51:57.425 --> 01:52:00.227]  Go to survivalistcamps.com to learn more.
[01:52:00.427 --> 01:52:02.628]  That's survivalistcamps.com.
[01:52:02.768 --> 01:52:04.950]  Providing your basic needs to survive.
[01:52:05.370 --> 01:52:06.670]  survivalistcamps.com
[01:52:07.871 --> 01:52:14.819]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[01:52:15.079 --> 01:52:24.489]  At InfoWars Life, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[01:52:24.690 --> 01:52:27.693]  You don't have to be a doctor to know, the fall and winter months
[01:52:27.913 --> 01:52:28.113]  I think?
[01:52:49.713 --> 01:52:54.699]  Now more than ever, it's important to stock up on high quality Silver Bullet from InfoWarsLife.com.
[01:52:54.959 --> 01:52:57.742]  No survival chest is complete without Silver Bullet.
[01:52:58.022 --> 01:53:02.467]  Secure your Silver Bullet today at InfoWarsLife.com or by calling toll free 888-253-3139.
[01:53:02.487 --> 01:53:02.848]  Silver Bullet.
[01:53:07.483 --> 01:53:10.884]  Last year, in the Nevada desert, one family took a stand for freedom.
[01:53:11.304 --> 01:53:15.606]  Numana Food Storage was the first and only company to support the rights of the Bundys.
[01:53:15.806 --> 01:53:21.707]  While others stood down, Numana took donations and provided storable foods to the men at Bunkerville.
[01:53:22.248 --> 01:53:28.790]  Founded by patriots who believe in liberty, Numana Food Storage is GMO-free, great tasting, and easy to prepare.
[01:53:29.250 --> 01:53:29.970]  Food is freedom!
[01:53:30.410 --> 01:53:32.551]  Buy Numana today at powerprepper.com.
[01:53:32.931 --> 01:53:36.492]  Numana, food storage you'll love to eat, at powerprepper.com.
[01:53:36.972 --> 01:53:37.692]  Harvest Right.
[01:53:37.812 --> 01:53:43.575]  The makers of the only in-home freeze dryer would like to present to you their greenhouses that double as emergency shelters.
[01:53:43.855 --> 01:53:45.735]  Their greenhouses simply snap together.
[01:53:45.855 --> 01:53:46.636]  No tools needed.
[01:53:46.956 --> 01:53:49.177]  As a greenhouse, it will stand for decades.
[01:53:49.417 --> 01:53:54.018]  It's incredibly strong, long-lasting, and it can be quickly put up or taken down.
[01:53:54.279 --> 01:53:56.839]  It is also ideal when used as an emergency shelter.
[01:53:57.220 --> 01:54:03.882]  Learn more about this great greenhouse and the money you can save over the big box store prices at HarvestRight.com.
[01:54:04.142 --> 01:54:05.443]  That's HarvestRight.com.
[01:54:21.384 --> 01:54:23.946]  There's a lot of other news that we haven't even gotten to yet.
[01:54:23.986 --> 01:54:25.968]  Alex Jones here back live coming to you from the road.
[01:54:25.988 --> 01:54:27.990]  David Knight is co-hosting with me, doing a great job.
[01:54:28.390 --> 01:54:32.774]  They're in Austin, Texas at the InfoWars.com News Center.
[01:54:33.843 --> 01:54:34.885]  Coming up, Top G.O.
[01:54:34.925 --> 01:54:40.916]  Pierce says it's time to dissolve the ATF, but take the agency and basically put it under the DEA.
[01:54:40.996 --> 01:54:42.298]  Careful what you wish for.
[01:54:43.763 --> 01:54:44.423]  Also, U.S.
[01:54:44.443 --> 01:54:48.544]  sends heavily armored groups to Baltic states to deter Russia.
[01:54:49.264 --> 01:54:50.024]  That's AFP.
[01:54:50.064 --> 01:54:51.665]  This is escalating very, very quickly.
[01:54:51.685 --> 01:54:57.606]  We'll get into the latest with the Iran deal and a bunch of other news that I haven't even gotten to yet.
[01:54:58.546 --> 01:55:07.068]  And then, at about 40 after the debut of Rex Jones, I mean, you've seen a few of the reports he's done without releasing his name over the years or without showing his face.
[01:55:07.948 --> 01:55:10.150]  But I tell you, I was not involved in this production.
[01:55:11.210 --> 01:55:17.374]  Rex pretty much directed it with his cousin, my first cousin, Buckley Hammond, who's been working in the offices for 20 years.
[01:55:17.994 --> 01:55:20.496]  Actually, Buckley's been working with us since before I ever started InfoWars.
[01:55:20.776 --> 01:55:23.237]  He helped me launch it, and then he was gone for 12 years and just came back.
[01:55:23.718 --> 01:55:26.459]  But Rex pretty much wrote and directed this.
[01:55:27.060 --> 01:55:28.781]  It comes off, it's a really good report.
[01:55:28.801 --> 01:55:30.261]  It comes off pretty mainstream-y, though.
[01:55:30.962 --> 01:55:31.702]  Very news-y.
[01:55:31.782 --> 01:55:32.963]  It shows both sides of it.
[01:55:33.403 --> 01:55:35.505]  I wanted to just see what my 12-year-old son would do.
[01:55:36.585 --> 01:55:37.046]  I don't think so.
[01:55:56.744 --> 01:55:57.004]  I don't
[01:56:19.306 --> 01:56:21.048]  That's what he's into more than ever I was.
[01:56:21.348 --> 01:56:26.632]  He's going to be a much better version, much better latest adaptation of the Infowarrior.
[01:56:27.053 --> 01:56:28.114]  And I'm very, very proud of him.
[01:56:28.154 --> 01:56:29.094]  I'm not pushing him to do it.
[01:56:29.435 --> 01:56:30.616]  He has a lot of passion for it.
[01:56:30.936 --> 01:56:32.517]  So that's coming up in the next hour.
[01:56:33.058 --> 01:56:34.819]  We're going to go to Mark in Oregon.
[01:56:35.962 --> 01:56:40.708]  And Jason, and Robert, and Gerald, and Rob, and others here.
[01:56:41.049 --> 01:56:42.571]  Bam, bam, bam, quick comments.
[01:56:42.951 --> 01:56:44.573]  Briefly, we are Lister-supported.
[01:56:45.654 --> 01:56:54.125]  We're going to sell out of the Ancient Defense because we're giving a free bottle of that high-quality product when you purchase two bottles of the X2 Nation Iodine and stock up on that.
[01:56:55.186 --> 01:57:00.089]  And we are also selling out of that very, very quickly, probably a few days left of that.
[01:57:00.469 --> 01:57:07.013]  Infowarslife.com, and you're purchased as from the operation in our defense of the unborn, the defense of the Second Amendment.
[01:57:07.193 --> 01:57:10.194]  It's very important to support us, and I know you are, so God bless you.
[01:57:10.574 --> 01:57:15.397]  And DNA Force, we have low-end stuff that's super high quality, like Ancient Defense.
[01:57:15.497 --> 01:57:22.101]  It's $14.95 because the ingredients aren't very expensive, so we can give you a really good price on high-quality organic stuff that's known to boost immunity.
[01:57:22.941 --> 01:57:26.282]  But then we've got the super high-end, where it was $150-something bucks.
[01:57:27.023 --> 01:57:29.764]  Leading competitors are $300 to $600 for something similar.
[01:57:30.304 --> 01:57:35.746]  So this is a Rolls-Royce or Ferrari product at a Ford Explorer price.
[01:57:35.786 --> 01:57:36.506]  Still high quality.
[01:57:37.106 --> 01:57:38.767]  Well, we slashed prices down.
[01:57:39.487 --> 01:57:41.728]  First it was $150-something, then to $130-something.
[01:57:42.408 --> 01:57:43.549]  It was getting close to selling out.
[01:57:43.569 --> 01:57:44.609]  It's a very popular product.
[01:57:44.669 --> 01:57:45.449]  One of our best sellers.
[01:57:45.669 --> 01:57:46.570]  Helps fund the operation.
[01:57:47.210 --> 01:57:50.797]  My dad had an idea with Dr. Group to put out something that was just Rolls-Royce level.
[01:57:51.238 --> 01:57:51.598]  We did it.
[01:57:51.618 --> 01:57:52.500]  It's been very popular.
[01:57:52.660 --> 01:57:54.524]  It's now 90, what is it today?
[01:57:54.544 --> 01:57:56.648]  90, because I came up with this last week, 94,
[01:57:58.923 --> 01:58:06.485]  47, 30% off the already discounted price to try out a bottle of DNA Force and see what it does for you and the small profit we make.
[01:58:06.505 --> 01:58:09.026]  Because one ingredient in here is like 50 bucks.
[01:58:09.726 --> 01:58:11.566]  One ingredient we added to this is like 50 bucks a bottle.
[01:58:11.726 --> 01:58:21.109]  Gentlemen, just to give you an idea, I mean this is just, just, the people that manufacture this for us, one of the most fancy, you know, best places in the country, said they've never seen anybody do something like this.
[01:58:22.142 --> 01:58:23.403]  They just said it is over.
[01:58:23.903 --> 01:58:28.545]  People go to clinics, basically, richy-rich folks, to get stuff like this for 600 bucks a month.
[01:58:28.785 --> 01:58:29.025]  Okay?
[01:58:29.305 --> 01:58:29.845]  Similar things.
[01:58:29.866 --> 01:58:35.208]  I mean, I gotta buy this stuff from, you know, Japanese Mitsubishi in the U.S.
[01:58:35.228 --> 01:58:36.128]  in huge labs.
