[00:00:00.563 --> 00:00:01.823]  What's his name?
[02:23:00.515 --> 02:23:08.519]  Thousands of people seeking home security get ripped off every day and the home security industry wants you to believe that's your only option.
[02:23:08.519 --> 02:23:14.002]  They've got hordes of salesmen out there trying to scare you into signing one of their long-term contracts.
[02:23:14.002 --> 02:23:18.905]  You get stuck writing huge checks month after month with no way out.
[02:23:18.905 --> 02:23:22.427]  It's robbery by contract and it can cost you thousands.
[02:23:22.427 --> 02:23:24.848]  But there's a better way to protect your home.
[02:23:24.848 --> 02:23:26.669]  SimpliSafe Home Security.
[02:23:26.669 --> 02:23:28.310]  SimpliSafe has no contracts.
[02:23:28.670 --> 02:23:29.230]  None!
[02:23:29.230 --> 02:23:32.052]  You'll get award-winning 24-7 protection.
[02:23:32.052 --> 02:23:37.376]  Security professionals watching over your home, ready to instantly send police to the rescue.
[02:23:37.376 --> 02:23:42.299]  For just $14.99 per month, that's less than half what most companies charge.
[02:23:42.299 --> 02:23:44.200]  Protect your home the smart way.
[02:23:44.200 --> 02:23:51.905]  Visit SimpliSafeDefense.com today for an exclusive 10% offer and get a free keychain remote worth $25.
[02:23:51.905 --> 02:23:54.847]  Only when you go to SimpliSafeDefense.com.
[02:23:54.847 --> 02:23:56.668]  SimpliSafeDefense.com.
[02:24:04.514 --> 02:24:07.957]  Well, we're having some great discussions during the breaks, and I want to recap it all.
[02:24:07.957 --> 02:24:09.879]  You got cut off by the break.
[02:24:09.879 --> 02:24:14.704]  You were finishing up with Jade Helm, what its three-pronged attack was.
[02:24:14.704 --> 02:24:18.468]  Then you were bringing up Vladimir Putin, then you brought up Germany during the break.
[02:24:18.468 --> 02:24:21.691]  Jim Mars, best-selling authors here with us in the studio.
[02:24:21.691 --> 02:24:22.692]  Please continue, Jim.
[02:24:23.659 --> 02:24:26.503]  Well, there's so much to talk about and so many places to go.
[02:24:26.503 --> 02:24:37.696]  I think the encouraging thing and I think maybe the thing your listeners most want to hear is going back to where we're saying there is such dramatic changes taking place in the world today.
[02:24:39.197 --> 02:24:55.142]  And we don't always get the proper slant of it and again back to the point that we may even have enough people in this country today who are well intentioned and have a foot in common sense and would like to get this country back on even keel.
[02:24:55.142 --> 02:25:05.406]  But the problem is there's no tipping point because they don't realize that there's other people who think like them because you never hear these things in the conventional mass media.
[02:25:06.736 --> 02:25:14.264]  Only people like Alex and some others try to bring you the real news.
[02:25:14.264 --> 02:25:17.488]  For example, the whole thing going on in the Ukraine.
[02:25:18.137 --> 02:25:18.417]  A lot of
[02:25:36.633 --> 02:25:43.259]  And then Texas does say we want to secede and then the United States said, you know, say, look, you can't do that.
[02:25:54.757 --> 02:25:57.838]  And they would come and try to stop us, right?
[02:25:57.838 --> 02:26:00.079]  Well, it's the same thing over there.
[02:26:00.079 --> 02:26:13.143]  We set up this separatist movement, we armed them, we egged them on, and now when Russia says, you've always been a part of Russia, you can't do this, now all of a sudden we're turning them into the aggressors.
[02:26:13.143 --> 02:26:19.365]  And the people that run our country are running hundreds of groups inside Russia, trying to overthrow it!
[02:26:19.365 --> 02:26:21.145]  I mean, super aggressive!
[02:26:21.145 --> 02:26:21.625]  Right.
[02:26:21.625 --> 02:26:23.386]  So Russia's not starting the fight here,
[02:26:25.805 --> 02:26:29.790]  And now look at the immigrant waves and the open borders and what's happening to Europe.
[02:26:29.790 --> 02:26:33.654]  You made the comment during the break that, quote, Germany's being destroyed.
[02:26:33.654 --> 02:26:38.960]  I went horseback riding with some folks and some of them were from Bavaria, Germany.
[02:26:38.960 --> 02:26:47.029]  They spoke really good English and they were saying that Germany basically is gone already and that the socialists are breaking its back on purpose.
[02:26:48.362 --> 02:26:54.165]  And after they make it work there and in the rest of Europe, then they'll double down over here.
[02:26:54.165 --> 02:26:56.006]  Although they've made pretty good headway.
[02:26:56.006 --> 02:26:58.787]  Why does the left love radicalism so much?
[02:26:58.787 --> 02:27:02.249]  No, no, the left loves socialism, okay?
[02:27:02.249 --> 02:27:05.150]  At which the radical form was communism, alright?
[02:27:05.150 --> 02:27:15.135]  But socially, the reason that the New World Order wants to have socialism is because on any social program, okay, no matter how benevolent it is,
[02:27:15.835 --> 02:27:19.618]  To be truly effective, you've got to have central authority.
[02:27:19.618 --> 02:27:20.238]  Okay?
[02:27:20.238 --> 02:27:24.101]  So that it all happens efficiently and effectively.
[02:27:24.101 --> 02:27:30.165]  And once you've got that central authority, then the rich 1% know they can buy it up and they can take over the world.
[02:27:30.165 --> 02:27:31.666]  It's easy to take over a central system.
[02:27:31.666 --> 02:27:32.327]  I totally agree.
[02:27:32.327 --> 02:27:34.108]  And Carol Quigley wrote a book about that, admitting it.
[02:27:34.108 --> 02:27:34.648]  Tragedy and Hope.
[02:27:35.689 --> 02:27:38.832]  Why are the socialists so allied with radical Islam?
[02:27:38.832 --> 02:27:40.473]  We were against the Iraq war.
[02:27:40.473 --> 02:27:41.394]  We were against all this.
[02:27:41.394 --> 02:27:43.055]  We're not anti-Islam ourselves.
[02:27:43.055 --> 02:27:45.397]  We know there's non-radical forms of it.
[02:27:45.397 --> 02:27:52.443]  Why is the West funding radical Islam and now shipping them into Europe?
[02:27:52.443 --> 02:27:58.288]  Order out of chaos.
[02:27:58.288 --> 02:28:01.391]  Before you can bring order out of chaos, first you have to create chaos.
[02:28:02.133 --> 02:28:09.640]  So they go into countries, like the United States, that at one point was pretty homogenous, even though it was a country of immigrants.
[02:28:09.640 --> 02:28:11.522]  People came from every country in the world.
[02:28:11.522 --> 02:28:12.723]  All over the world they came here.
[02:28:12.723 --> 02:28:13.524]  And they came together.
[02:28:13.524 --> 02:28:16.327]  They had some problems, but they didn't get stirred up against each other.
[02:28:16.327 --> 02:28:17.388]  Well, what did they do first?
[02:28:17.388 --> 02:28:18.128]  They learned English.
[02:28:18.829 --> 02:28:20.510]  Yeah, they wanted to be Americans.
[02:28:20.510 --> 02:28:22.331]  And then they learned American history.
[02:28:22.331 --> 02:28:24.513]  And then they learned our laws and our Constitution.
[02:28:24.513 --> 02:28:28.035]  And then they would go and stand in long lines and take lessons.
[02:28:28.035 --> 02:28:30.537]  And that's because we whooped the butt of the biggest empire.
[02:28:30.537 --> 02:28:31.697]  We had the lowest taxes.
[02:28:31.697 --> 02:28:32.598]  We weren't perfect.
[02:28:32.598 --> 02:28:34.079]  But you could be left alone.
[02:28:34.079 --> 02:28:40.663]  And whether it was people from Japan or Italy, they wanted to get out of the caste system where you couldn't move above your group you were born in.
[02:28:40.663 --> 02:28:43.165]  That's what America was about, was a level playing field.
[02:28:43.405 --> 02:28:44.285]  Exactly.
[02:28:44.285 --> 02:28:50.888]  And we've probably never actually had that in reality, but we've come close and at least we've paid lip service to it.
[02:28:50.888 --> 02:28:52.609]  And globalism is the opposite.
[02:28:52.609 --> 02:28:54.950]  And so they came in, they had to break that up.
[02:28:54.950 --> 02:29:02.233]  They had to break it up, keep us conflicted and fighting with each other all the time so that they can advance their agendas, right?
[02:29:02.233 --> 02:29:02.934]  Beautifully said.
[02:29:02.934 --> 02:29:05.335]  We've got a long 18-minute segment coming up.
[02:29:06.440 --> 02:29:07.881]  You could always cover a thousand things.
[02:29:07.881 --> 02:29:11.525]  I'm seeing Abdul wants you to co-host with him for 30 minutes to the next hour before Leanne comes in.
[02:29:11.525 --> 02:29:12.626]  But what else do you want to cover?
[02:29:12.626 --> 02:29:16.850]  When we come back, like last time, I think I'm going to get my lunch out because I forgot to eat breakfast.
[02:29:16.850 --> 02:29:20.833]  I think I'm going to go in there and eat lunch and just give you the floor for about 15 minutes to host.
[02:29:20.833 --> 02:29:21.554]  What do you think?
[02:29:21.554 --> 02:29:23.116]  Well, what do you want to do?
[02:29:23.116 --> 02:29:32.024]  I would like to explain how Russia, our supposedly this big aggressive force, actually voluntarily pulled their troops out of Eastern Europe.
[02:29:33.510 --> 02:29:36.472]  Well, let's talk about how we broke the deal with Russia.
[02:29:36.472 --> 02:29:36.992]  Absolutely.
[02:29:36.992 --> 02:29:40.494]  And with the China situation, I think that's a little more ambiguous.
[02:29:40.494 --> 02:29:45.818]  And we'll talk about domestic issues, where Jim Mars thinks things are going.
[02:29:45.818 --> 02:29:47.859]  The report from Mars, straight ahead.
[02:29:47.859 --> 02:29:49.020]  And we'll give you his website.
[02:29:49.020 --> 02:29:50.561]  Get ready for that.
[02:29:50.561 --> 02:29:53.102]  The Empire's on the run.
[02:29:53.102 --> 02:29:55.784]  Alex Jones and the GCN Radio Network.
[02:30:00.211 --> 02:30:07.616]  Hey, do you want to keep up to date with what is going on in the world without logging into the internet ghettos of Facebook and Twitter?
[02:30:07.616 --> 02:30:10.798]  Then subscribe to the InfoWars Insider.
[02:30:10.798 --> 02:30:13.260]  It's our underground email newsletter.
[02:30:13.260 --> 02:30:18.043]  And it's our daily digest of the day's most important stories and so much more.
[02:30:18.323 --> 02:30:24.247]  In it, you will find exclusive articles that appear nowhere else on InfoWars.com.
[02:30:24.247 --> 02:30:36.936]  Email subscribers will also receive unique video messages from Alex Jones, insider videos, and special insider discounts, which you will get before they go live to the rest of our readers.
[02:30:36.936 --> 02:30:39.057]  It's the online beacon of truth.
[02:30:39.057 --> 02:30:44.621]  Unlike the globalists pushing garbage that you will find on other online publications, sign up
[02:30:44.741 --> 02:30:50.890]  Today, and start getting your InfoWars Underground Insider delivered to your email every day.
[02:30:50.890 --> 02:30:59.443]  I'm Darren McBreen with InfoWars.com, and on behalf of the entire team here at the Central Texas Command Center, we thank you for your support.
[02:30:59.944 --> 02:31:03.445]  When cells become toxic, they die early and aging sets in.
[02:31:03.445 --> 02:31:11.706]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[02:31:11.706 --> 02:31:17.128]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[02:31:17.128 --> 02:31:19.648]  You want the best that's out there at the lowest price anywhere?
[02:31:19.648 --> 02:31:21.749]  We now have the synergistic solution.
[02:31:21.749 --> 02:31:25.949]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[02:31:29.818 --> 02:31:30.939]  BrainForce is here.
[02:31:30.939 --> 02:31:33.141]  Ladies and gentlemen, I've been on this the last few months.
[02:31:33.141 --> 02:31:38.144]  You've probably noticed I've been more focused, less brain fog, more energy, and it's because of BrainForce.
[02:31:38.144 --> 02:31:41.427]  There's always hidden additives in your food, even organic food has hidden additives.
[02:31:41.427 --> 02:31:44.909]  Staring at the computer all day, working, doing good, you're still damaging your brain.
[02:31:44.909 --> 02:31:46.891]  Ultimately, we've all been dumbed down to some degree.
[02:31:46.891 --> 02:31:48.992]  It doesn't have stimulus, it doesn't have garbage in it.
[02:31:48.992 --> 02:31:51.014]  It has natural things that do it clean.
[02:31:51.014 --> 02:31:56.598]  You will find BrainForce and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[02:31:59.640 --> 02:32:03.504]  As any regular listener knows, I don't script what I have to say.
[02:32:03.504 --> 02:32:08.148]  I do my research, and then I tell it like it is, and let the chips fall where they may.
[02:32:08.148 --> 02:32:09.929]  And I'm going to do that right now.
[02:32:09.929 --> 02:32:15.574]  I have never, in my 20 years on air, seen a time where it's more important to be prepared.
[02:32:15.574 --> 02:32:20.319]  Even most mainline analysts are now saying, we've entered this critical juncture.
[02:32:20.319 --> 02:32:22.140]  We've got to get prepared.
[02:32:22.140 --> 02:32:24.903]  Everyone knows I'm obsessed with win-win situations.
[02:32:25.103 --> 02:32:36.627]  And the high-quality storable foods at InfoWarsSelect.com are powered by MyPatriot Supply and are the highest quality, the freshest, and have the best pricing that we could find anywhere.
[02:32:36.627 --> 02:32:44.150]  And finally, until October 31st, 2015, all InfoWars Select storable foods purchases will receive 10% off and free shipping.
[02:32:45.851 --> 02:32:48.933]  Free shipping on storable food is unprecedented.
[02:32:48.933 --> 02:32:56.159]  Secure your InfoWars Select storable foods discounted at InfoWarsStore.com or by calling toll-free 888-253-3139.
