[00:00:00.190 --> 00:00:01.838]  Offend Liberty Worldwide!
[02:07:18.048 --> 02:07:26.114]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[02:07:26.434 --> 02:07:31.120]  We have now managed to secure the sought-after beans in a highly customized blend.
[02:07:31.320 --> 02:07:38.008]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at InfoWarsLife.com.
[02:07:38.108 --> 02:07:45.196]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[02:07:45.256 --> 02:07:52.158]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[02:07:52.298 --> 02:07:56.660]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[02:07:56.780 --> 02:08:06.303]  Available in original or with our immune support infusion blend, you will be supporting a free press, all the while enjoying a truly great-tasting cup of my favorite coffee.
[02:08:06.463 --> 02:08:08.164]  Available at Infowarslife.com.
[02:08:19.236 --> 02:08:30.739]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones on the GCN Radio Network.
[02:08:37.061 --> 02:08:41.342]  Well, we're ready for the wild man from Motor City down here in Texas to call in.
[02:08:41.382 --> 02:08:42.342]  Ted Nugent's on the road.
[02:08:42.362 --> 02:08:43.843]  He'll be calling in any minute.
[02:08:44.873 --> 02:08:51.039]  I shot up the bat symbol yesterday and said I want to get Ted Nugent on, and they called us last night, so he should be calling at any time.
[02:08:51.219 --> 02:08:55.122]  Ted Nugent on serious censorship of the Second Amendment.
[02:08:56.463 --> 02:08:57.664]  Censorship in media.
[02:08:58.385 --> 02:08:59.326]  Very, very clear.
[02:08:59.846 --> 02:09:01.748]  We'll be breaking that down here in just a moment.
[02:09:02.529 --> 02:09:08.394]  Then, coming up, Frankenvirus emerges from Siberia's frozen wasteland.
[02:09:08.714 --> 02:09:11.637]  World Bank chief economist warns Feds delay rate rise.
[02:09:13.306 --> 02:09:13.606]  U.S.
[02:09:13.626 --> 02:09:17.989]  moves to block Russian military buildup in Syria to fight ISIS.
[02:09:19.810 --> 02:09:20.931]  Simply insane.
[02:09:21.011 --> 02:09:21.992]  That's all coming up.
[02:09:22.532 --> 02:09:31.438]  The Ayatollah Khomeini says Israel won't survive the next 25 years after getting the peace deal and says basically that America is the great Satan.
[02:09:32.199 --> 02:09:33.099]  I just don't get it.
[02:09:34.020 --> 02:09:35.921]  So that's all coming up.
[02:09:37.981 --> 02:09:42.925]  One of our most popular nutraceuticals is back in its knockout.
[02:09:43.386 --> 02:09:47.970]  It was sold out for three months, and I know why.
[02:09:48.070 --> 02:09:48.911]  It's 1995.
[02:09:49.011 --> 02:09:53.375]  A bottle of melatonin or valerian root is that much at this dosage level.
[02:09:53.795 --> 02:10:01.963]  This is 10 ingredients fused together to really give you restful, deep sleep, the key to so much, the key to health, and I challenge you.
[02:10:02.063 --> 02:10:04.085]  You're not groggy when you wake up from it, at least I'm not.
[02:10:05.109 --> 02:10:14.882]  Again, it's got a 4.8 review out of 5 stars, unheard of at Power Reviews and other third-party sites at InfoWarsLife.com.
[02:10:15.623 --> 02:10:23.113]  So, Knockout is back in stock, and your purchase helps fund this operation, and the reporters, and the nightly news, and the satellites, and all the rest of it.
[02:10:24.676 --> 02:10:29.840]  In our tireless defense of the Republic and the guest and the info that we promote here.
[02:10:30.280 --> 02:10:30.780]  So thank you.
[02:10:30.840 --> 02:10:31.501]  It's a win-win.
[02:10:31.541 --> 02:10:32.421]  High quality products.
[02:10:32.842 --> 02:10:33.982]  And you support the broadcast.
[02:10:34.523 --> 02:10:35.764]  Finally, it's back in.
[02:10:35.804 --> 02:10:39.166]  A limited supply of LiverShield to do the gallbladder cleanse.
[02:10:39.766 --> 02:10:41.407]  And we've got experts on how to do it.
[02:10:41.447 --> 02:10:42.208]  It's very easy to do.
[02:10:42.248 --> 02:10:45.830]  A six-day cleanse where you just do LiverShield by itself and it detoxifies a lot.
[02:10:46.311 --> 02:10:47.872]  Infowarslife.com.
[02:10:48.312 --> 02:10:52.155]  That's going to sell out the next day or two because we only have a limited supply in.
[02:10:52.535 --> 02:10:53.296]  It's so hard to make.
[02:10:53.996 --> 02:10:55.997]  To concentrate the herbs, to get the organic herbs.
[02:10:56.037 --> 02:11:02.799]  We have a week or two supply left, depending on how it sells, of the deep cleanse that cleanses the whole body.
[02:11:03.540 --> 02:11:07.581]  Simply amazing, with all the toxins in our environment, it's so important to cleanse the body.
[02:11:10.322 --> 02:11:11.383]  So, it is key.
[02:11:12.645 --> 02:11:15.786]  That you continue to support the Infowar with the high-quality products.
[02:11:16.067 --> 02:11:17.927]  We have a new shirt that is a best-seller.
[02:11:18.328 --> 02:11:20.489]  We printed some up right here in America two weeks ago.
[02:11:20.529 --> 02:11:21.189]  They sold out.
[02:11:21.649 --> 02:11:29.313]  So the truck just arrived from our factory yesterday with an even bigger order in all sizes of Hillary for Prison 2016.
[02:11:29.793 --> 02:11:38.297]  Now this has been going on for six months, but we just jumped on the bandwagon, made our own shirt, and Joe Biggs wore his out downtown last weekend.
[02:11:38.337 --> 02:11:40.018]  People went crazy supporting it.
[02:11:41.232 --> 02:11:42.393]  Some people didn't like it.
[02:11:42.653 --> 02:11:47.677]  I'm going to go downtown the next few days wearing a Hillary for Prison shirt as well.
[02:11:47.877 --> 02:11:51.179]  On the back it says Legalize Freedom, Infowars.com.
[02:11:51.559 --> 02:11:53.481]  So it is certainly a game changer.
[02:11:57.643 --> 02:12:05.169]  Now, joining us, joining us via the telephone is the one, the only NRA board member,
[02:12:06.690 --> 02:12:13.395]  Multi-platinum artist, the Motor City Madman, transplanted down here to Texas and we love it.
[02:12:14.035 --> 02:12:14.956]  That's Ted Nugent.
[02:12:15.516 --> 02:12:26.624]  And we just had on Deputy Pittman, who he's endorsed for sheriff down in Harris County, on with us as we fight to take back our local governments and to defend the Second Amendment.
[02:12:27.024 --> 02:12:29.826]  But the reason Ted Nugent is joining us, tednugent.com,
[02:12:31.651 --> 02:12:35.313]  I was aware of this a few years ago, but I wasn't aware of how widespread it was.
[02:12:35.794 --> 02:12:38.595]  I have a lot of friends with History Channel and Discovery Channel shows.
[02:12:40.076 --> 02:12:47.161]  I myself host several shows on History Channel and Discovery Channel dealing with unsolved mysteries, America's Book of Secrets.
[02:12:47.861 --> 02:12:53.244]  I've been a guest host of Brad Metzler's show on America's Secrets as well.
[02:12:53.284 --> 02:12:57.167]  I mean, I'm on currently five shows on History and Discovery.
[02:12:57.607 --> 02:13:00.669]  I can't talk about Inside Baseball because you have to sign
[02:13:02.168 --> 02:13:04.550]  That's basically non-disclosures when you're part of these shows.
[02:13:05.130 --> 02:13:14.577]  But I've been part of gun shows that were produced back when Sandy Hook happened, and they know the hottest shows on history and discovery.
[02:13:15.077 --> 02:13:19.360]  Hands down are stuff like Duck Dynasty, which is of course on A&E.
[02:13:20.081 --> 02:13:26.666]  I was also offered, and I know that some top folks are involved in it, in a show to replace Duck Dynasty.
[02:13:27.857 --> 02:13:33.962]  So they know that is the top show on any channel, A&E, I don't care what it is.
[02:13:35.122 --> 02:13:41.527]  You want popular, libertarian, constitutional, John Wayne, guns, rock and roll, freedom.
[02:13:41.807 --> 02:13:42.548]  It's what America is.
[02:13:42.908 --> 02:13:43.889]  Everybody watches it.
[02:13:43.949 --> 02:13:46.971]  Black, white, Hispanic, liberal, conservative.
[02:13:48.112 --> 02:13:50.754]  And I know, and we're going to Ted Nugent here in a moment, but he just joined us.
[02:13:51.394 --> 02:13:56.178]  I know what he's saying is true because I have experienced it with a whole separate show.
[02:13:57.264 --> 02:14:00.686]  That they wanted me to host, and I said, I think this will be cancelled.
[02:14:00.786 --> 02:14:01.667]  I've seen it before.
[02:14:02.107 --> 02:14:06.630]  I'll be a guest, and if it gets picked up, then I'll be a regular on it, because I'm too busy.
[02:14:08.431 --> 02:14:16.256]  And sure enough, they shot a TV show for one of these networks of high-powered guns, you name it, stuff blowing up, cars jumping things.
[02:14:16.316 --> 02:14:17.277]  I mean, super exciting.
[02:14:19.266 --> 02:14:19.867]  And guess what?
[02:14:20.187 --> 02:14:20.888]  They didn't air it.
[02:14:21.088 --> 02:14:24.551]  Even though it cost four million dollars to film six episodes.
[02:14:25.331 --> 02:14:26.913]  Okay, so I'm giving you some inside baseball.
[02:14:26.933 --> 02:14:28.775]  I'm not going to say any more because I don't want to get sued.
[02:14:30.015 --> 02:14:34.319]  Now Verizon TV drops the Sportsman Channel, their most popular channel.
[02:14:35.159 --> 02:14:36.921]  And Ted Nugent is exposing it.
[02:14:36.981 --> 02:14:38.782]  This is part of killing the culture.
[02:14:39.323 --> 02:14:48.330]  I have a London Telegraph article, the new James Bond is lectured in the new novels and not this movie but the next, by women and quote, gays the whole time.
[02:14:48.530 --> 02:14:53.695]  Well I'm not against women and gays, the point is, everything is a socialist brainwashing message now.
[02:14:54.395 --> 02:14:57.357]  And so, if they can't beat you, they just shut you off.
[02:14:57.397 --> 02:14:59.958]  See, you don't get ratings then become the top show.
[02:15:00.278 --> 02:15:02.419]  You get ratings, you get thrown off TV.
[02:15:02.719 --> 02:15:07.662]  Or you get SWAT teamed, like Ted Nugent has when he does his shoots by local socialists.
[02:15:07.962 --> 02:15:11.104]  So I'm gonna shut up now and give him the floor and skip this network break.
[02:15:11.404 --> 02:15:12.124]  I can't help it.
[02:15:12.385 --> 02:15:15.686]  Joining us is Ted Nugent to break down some of this.
[02:15:15.706 --> 02:15:22.310]  But I wanted to give you some background here that I have experienced this and others I know have experienced it.
[02:15:22.930 --> 02:15:31.252]  That they don't want libertarian or pro-american messages or conservative messages on television, even though it's a big hit.
[02:15:31.532 --> 02:15:32.933]  Ted Nugent, am I accurate?
[02:15:33.693 --> 02:15:34.413]  Absolutely, Alex.
[02:15:34.473 --> 02:15:40.935]  I bring you freedom-drenched and freedom-threatened greetings from the beautiful hill country of Texas.
[02:15:41.015 --> 02:15:45.236]  And I'd just like to shout out, loud and proud, Hillary for Prison 2016.
[02:15:46.857 --> 02:15:47.717]  Absolutely, brother.
[02:15:47.737 --> 02:15:51.518]  You gave a wonderful, as always, accurate background to
[02:15:52.666 --> 02:16:09.799]  One of the issues, I mean, my God, Alex, the number of freedom-abusing, freedom-destroying, fundamental transformation, abuse of power, and corruption, and fraud, and deceit, and anti-Americanism that runs amuck in this country from the president on down,
[02:16:10.479 --> 02:16:15.545]  It breaks the hearts of good Americans by the hour across this country.
[02:16:15.605 --> 02:16:32.644]  So the main point of my phone call today, obviously I'm high on elk meat right now because I just got back from Colorado where I'm celebrating the natural instinct of the hunting season, but I have to earn that joy and that positive
[02:16:33.144 --> 02:16:37.365]  That buoyancy, that American, you know, we the people dream.
[02:16:37.425 --> 02:16:44.326]  I have to earn it by exposing the bad and the ugly, as you do every day, in order to celebrate as much good as possible.
[02:16:44.906 --> 02:16:56.108]  What Verizon has done is they have taken the Sportsman's Channel that has more than three times, what I understand, many, many times the radiance of, shall we say, Al Jazeera.
[02:16:56.448 --> 02:17:01.629]  Boy, there's a real pro-American, pro-freedom voice if I ever squashed one.
[02:17:02.170 --> 02:17:11.091]  And Verizon has cancelled Sportsman's Channel, which is just a pure, honest, down-to-earth, nature, God's creation celebration.
[02:17:11.864 --> 02:17:33.195]  of the natural hunting season that culminates with Thanksgiving where hundreds of millions of Americans, they thank you God for your renewable pantry of life-sustaining wildlife protein and obviously there's other natural resources but when Verizon cancels Sportsman's Channel, it's a direct result
