[00:00:08.140 --> 00:00:09.542]  Bilderberg, 2015.
[01:50:22.338 --> 01:50:25.540]  That's why we have other websites as backups.
[01:50:25.540 --> 01:50:29.743]  Because really all InfoWars and Prison Planet are is launch points.
[01:50:29.743 --> 01:50:34.347]  So third-party groups like Facebook, Twitter, and others can't censor us when we launch.
[01:50:35.563 --> 01:50:38.725]  That's something everybody else should do, is spread the word about this broadcast.
[01:50:38.725 --> 01:50:44.829]  Also, shoot your own videos, or take other videos, edit them together with info you think is important, and post it.
[01:50:44.829 --> 01:50:51.593]  We need more people firing, firing, firing, firing on the globalists in the info war, and just never stop.
[01:50:51.593 --> 01:50:54.815]  And we're going to go up over the top on these people, and we're going to look down, they're going to be defeated.
[01:50:54.815 --> 01:50:59.118]  They're going to be Nuremberg trials, and they're going to get taken up to the gallows.
[01:50:59.118 --> 01:50:59.999]  We're going to hang them high.
[01:51:01.343 --> 01:51:05.449]  Communist China freely allows the sale of bulletproof armor plates, while our U.S.
[01:51:05.449 --> 01:51:08.653]  politicians argue from banning Americans from owning body armor.
[01:51:08.653 --> 01:51:10.275]  Does that sound right to you?
[01:51:10.275 --> 01:51:13.620]  Arm your American body at InfidelBodyArmor.com.
[01:51:13.620 --> 01:51:15.122]  Infidel Body Armor.
[01:51:15.122 --> 01:51:16.244]  Just won't quit.
[01:51:17.045 --> 01:51:19.227]  Hi, Ted Anderson with Midas Resources.
[01:51:19.227 --> 01:51:23.913]  Is it time to convert paper 401ks and IRAs to solid gold and silver yet?
[01:51:23.913 --> 01:51:25.695]  Get our 10 Reasons book free.
[01:51:25.695 --> 01:51:25.995]  Call 800-686-2237.
[01:51:25.995 --> 01:51:26.176]  That's 800-686-2237.
[01:51:32.236 --> 01:51:33.057]  This is Dan Pilla.
[01:51:33.057 --> 01:51:34.838]  Do you have the IRS money you can't pay?
[01:51:34.838 --> 01:51:36.479]  Are tax debts crippling you?
[01:51:36.479 --> 01:51:39.321]  I've defended people from the IRS for over 30 years.
[01:51:39.321 --> 01:51:41.602]  I've helped thousands and I can help you too.
[01:51:41.602 --> 01:51:46.125]  I wrote the book on IRS settlement and I'm telling you there's no such thing as a hopeless case.
[01:51:46.125 --> 01:51:50.068]  Call 800-34-NO-TAX to finally get free of IRS debt.
[01:51:50.068 --> 01:51:53.831]  With the IRS's new programs, there's never been a better time to solve your problem.
[01:51:53.831 --> 01:51:54.271]  Call 800-34-NO-TAX.
[01:51:54.271 --> 01:51:55.892]  That's 800-34-NO-TAX or my website, danpilla.com.
[01:52:01.246 --> 01:52:03.868]  Hunters, anglers, campers and survivalists.
[01:52:03.868 --> 01:52:04.949]  Get back to nature.
[01:52:04.949 --> 01:52:12.135]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[01:52:12.135 --> 01:52:15.517]  Slingbow products are compact and models start from just $17.98.
[01:52:15.517 --> 01:52:19.000]  They're perfect for your bug out bag or storing in your vehicle.
[01:52:19.000 --> 01:52:23.123]  Give yourself and your loved ones the excitement and tradition of slingbow.
[01:52:23.123 --> 01:52:27.647]  A new frontier in archery and truly modern twist on this primitive survival tool.
[01:52:27.647 --> 01:52:30.289]  Feel the thrill only at slingbow.com.
[01:52:31.122 --> 01:52:32.563]  What are you listening to?
[01:52:32.563 --> 01:52:35.345]  Have you tried the Alex Jones 24-7 Listen Line?
[01:52:35.345 --> 01:52:36.066]  It's easy.
[01:52:36.066 --> 01:52:38.788]  Just punch in 1-605-562-6120.
[01:52:38.788 --> 01:52:42.130]  No apps, no data, no internet needed.
[01:52:42.130 --> 01:52:44.692]  And no extra cost if you have unlimited minutes.
[01:52:44.692 --> 01:52:45.652]  Call now.
[01:52:45.652 --> 01:52:48.454]  1-605-562-6120.
[01:52:48.454 --> 01:52:50.836]  Now you can listen to Alex Jones when you want.
[01:52:50.836 --> 01:52:53.938]  Bookmark the Alex Jones 24-7 Listen Line number today.
[01:52:54.979 --> 01:52:55.319]  1-6-0-5-5-6-2-6-1-2-0.
[01:52:55.319 --> 01:53:00.824]  1-6-0-5-5-6-2-6-1-2-0.
[01:53:00.824 --> 01:53:05.128]  30dayfoodsupply.com has a special offer just for GCN listeners.
[01:53:05.128 --> 01:53:15.778]  Mention GCN when you order, and we'll send you a free bag of Oregon Trail Foods' new vegan burger, a $9 value, with your order of our 30-day food supply, still only $99.
[01:53:15.778 --> 01:53:19.081]  In addition, with every six-month supply purchased,
[01:53:19.361 --> 01:53:19.561]  I think?
[01:53:37.875 --> 01:53:38.135]  I think so.
[01:54:05.080 --> 01:54:07.842]  Don't call your name out my window, I'm leaving.
[01:54:07.842 --> 01:54:12.886]  I won't even turn my head.
[01:54:12.886 --> 01:54:18.910]  Don't call my name out your window, I'm leaving.
[01:54:18.910 --> 01:54:20.992]  I won't even turn my head.
[01:54:20.992 --> 01:54:23.794]  Don't send your kin, folks.
[01:54:23.794 --> 01:54:28.618]  Don't send your kin, folks, to give me no talking.
[01:54:28.618 --> 01:54:29.818]  I'll be gone.
[01:54:29.818 --> 01:54:31.600]  I'll be gone, like I said.
[01:54:34.244 --> 01:54:35.805]  Just lay there in your bed.
[01:54:35.805 --> 01:54:39.388]  Remember listening to this when I was a kid right along with my dad?
[01:54:49.795 --> 01:54:52.196]  My mom's great, so they never had that kind of relationship.
[01:54:52.196 --> 01:54:53.496]  Let me tell you.
[01:54:53.496 --> 01:54:56.738]  You grow up, and you learn these songs are based on reality.
[01:54:56.738 --> 01:55:01.639]  Don't send your kinfolks around to give you no talking to.
[01:55:01.639 --> 01:55:06.421]  Just lay there in your bed and keep your mouth shut till I'm gone.
[01:55:06.421 --> 01:55:07.021]  Oh, man.
[01:55:07.021 --> 01:55:11.863]  When the song goes on, I'll be out there untangling my mind.
[01:55:11.863 --> 01:55:15.365]  And, you know, the allegory is the Bilderberg Group.
[01:55:15.365 --> 01:55:18.686]  This evil succubus
[01:55:20.060 --> 01:55:24.522]  Attached to humanity that is just involved in so much horrible stuff.
[01:55:24.522 --> 01:55:28.685]  I mean, just Henry Kissinger.
[01:55:28.685 --> 01:55:34.027]  Zbigniew Brzezinski wrote in one of his books, I forget which one, I read like five books he wrote.
[01:55:34.027 --> 01:55:39.050]  You can pull the quotes up online where he said, yeah, I'm very proud of the fact that, of what the Khmer Rouge did.
[01:55:39.050 --> 01:55:42.572]  And, you know, the best part was, is I manipulated them into killing everybody.
[01:55:42.572 --> 01:55:44.253]  I didn't kill them myself, so I'm innocent.
[01:55:44.926 --> 01:55:52.650]  It's like this weird, sick... Of course, he's saying he's behind it, but then bragging to the elite how he did it and protected himself.
[01:55:52.650 --> 01:56:05.917]  They're all about not getting the blame, not... That's why they have boards and globalist groups and international laws and no one knows exactly who did it or how it happened, so no one gets the blame.
[01:56:05.917 --> 01:56:09.319]  We're not fighting Napoleon or Hitler.
[01:56:09.319 --> 01:56:09.959]  We can see them.
[01:56:12.534 --> 01:56:20.577]  We're just fighting big swarms of corporate con artists who are run by eugenicists at the top.
[01:56:20.577 --> 01:56:32.661]  I'm just going to go over this with Gerald Cilente, the Dow Jones Industrial Average, the West Coast of North America to be slammed by 2016 with 80% as much Fukushima radiation as Japan.
[01:56:32.661 --> 01:56:38.103]  Clearing your browser history can be deemed destruction of justice in the US.
[01:56:38.103 --> 01:56:38.463]  It's just...
[01:56:39.793 --> 01:56:42.935]  I think what's really getting to me is, like I said earlier, it's out in the open now.
[01:56:42.935 --> 01:56:47.719]  I mean, I knew this stuff before, you knew this stuff, but now they're titrating the dose.
[01:56:47.719 --> 01:56:58.126]  That's where he gets my poison in small amounts and build it up until they develop an immunity or resistance to it, become tolerant.
[01:56:58.126 --> 01:57:05.271]  And they've just built the poison level up so high, where now, I mean, they could start barbecuing children on the White House lawn.
[01:57:05.271 --> 01:57:07.653]  I mean, maybe that would wake people up.
[01:57:07.653 --> 01:57:09.034]  Like the New York Times a few years ago.
[01:57:12.128 --> 01:57:19.733]  Paul Walsh is like, look at this, they admit in the New York Times the UN rounds up the African villagers and kills them to create a carbon sink so they can build a factory nearby.
[01:57:19.733 --> 01:57:29.880]  This is good news, it's coming out, and I said, and Paul's as smart as I am, or smarter, but I said, Paul, they're putting it in the paper to condition you to accept it.
[01:57:29.880 --> 01:57:34.763]  That, oh yeah, the UN just lines up people and murders them, but they're liberals, so it's okay.
[01:57:39.179 --> 01:57:45.965]  Briefly, I mentioned last hour, we're funded by the high quality products at InfoWarsStore.com and InfoWarsLife.com.
[01:57:45.965 --> 01:57:54.754]  And we have the ProPure G2 Filter Pitcher System, the entire system for 20% off.
[01:57:54.754 --> 01:57:57.637]  It's normally like $69.
[01:57:57.637 --> 01:57:58.457]  It's $55.95 right now.
[01:57:58.457 --> 01:58:03.082]  That is the biggest true percentage off anything we've ever offered.
[01:58:04.141 --> 01:58:07.784]  We just keep lowering prices, trailblazing.
[01:58:07.784 --> 01:58:11.508]  We had to go to the manufacturer and get signed off because I have a contract.
[01:58:11.508 --> 01:58:13.149]  I can't go below a certain amount.
[01:58:13.149 --> 01:58:14.530]  We have the lowest prices already.
[01:58:14.530 --> 01:58:19.995]  So when you tell like we're Walmart, we raise it 30% one week and then lower it 20% the next week and tell you it's a sale.
[01:58:19.995 --> 01:58:21.477]  When we got a sale, it's a sale.
[01:58:22.546 --> 01:58:30.989]  And your purchase, this is a great way to get a high-quality filter that cuts off fluoride, glyphosate, reduces or removes thousands of different chemicals that are in different water supplies.
[01:58:30.989 --> 01:58:32.669]  You're insane if you're not filtering.
[01:58:32.669 --> 01:58:34.530]  This is the time to get the Pitcher.
[01:58:34.530 --> 01:58:35.350]  It's portable.
[01:58:35.350 --> 01:58:37.391]  I think it's the best bang for your buck out there.
[01:58:37.391 --> 01:58:39.111]  Infowarsstore.com or 888-253-3139.
[01:58:39.111 --> 01:58:40.452]  For an hour, 70 seconds away.
[01:58:40.452 --> 01:58:41.792]  You are listening to GCN.
[01:58:41.792 --> 01:58:42.612]  Visit GCNlive.com today.
[01:58:50.888 --> 01:58:54.411]  When cells become toxic, they die early and aging sets in.
[01:58:54.411 --> 01:59:02.656]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[01:59:02.656 --> 01:59:08.060]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[01:59:08.060 --> 01:59:10.602]  You want the best that's out there at the lowest price anywhere?
[01:59:10.602 --> 01:59:12.723]  We now have the synergistic solution.
[01:59:12.723 --> 01:59:16.906]  Secure your DNA force today at InfoWarsLife.com or call toll free 888-253-3139.
[01:59:20.800 --> 01:59:21.780]  Alex Jones here.
[01:59:21.780 --> 01:59:31.084]  For the last two years, I've been working with top doctors, nutritionists, and chemists to design a nutraceutical formulation that has truly life-changing health benefits.
[01:59:31.084 --> 01:59:34.885]  Introducing the all-new Ancient Defense Herbal Immunity Blend.
[01:59:34.885 --> 01:59:43.228]  Experience the benefits of combining over 14 ancient herbs and extracts with exciting new advances in nutraceutical science.
[01:59:43.228 --> 01:59:45.528]  Visit Infowarslife.com or call 1-888-253-3139.
[01:59:45.528 --> 01:59:46.569]  That's Infowarslife.com.
[01:59:53.394 --> 02:00:06.918]  You're listening to the Alex Jones Show.
[02:00:06.918 --> 02:00:08.238]  Big Brother.
[02:00:08.238 --> 02:00:09.999]  Mainstream media.
[02:00:09.999 --> 02:00:11.759]  Government cover-ups.
[02:00:11.759 --> 02:00:13.340]  You want answers?
[02:00:13.340 --> 02:00:14.100]  Well, so does he.
[02:00:14.864 --> 02:00:19.066]  He's Alex Jones on the GCN Radio Network.
[02:00:19.066 --> 02:00:27.169]  And now, live from Austin, Texas, Alex Jones.
[02:00:27.169 --> 02:00:43.937]  The alleged pedo-bear, Dennis Hasterts, out of the headlines now, but you notice they got him for withdrawing his own after-tax money to pay off one of his alleged
[02:00:44.895 --> 02:00:50.658]  Molestation victims.
[02:00:50.658 --> 02:00:57.081]  Now, you look at those laws, they can be applied towards scumbags.
[02:00:57.081 --> 02:01:01.543]  But, they're generally applied against innocent people, and that's come out in the news.
[02:01:01.543 --> 02:01:14.490]  They just had hearings three months ago in Congress about the IRS targeting hundreds of thousands of innocent people a year, just grabbing their bank accounts, you name it, if they made small withdrawals or lots of small deposits, even though they could say each deposit was from the cash of the day.
[02:01:17.162 --> 02:01:19.043]  From the restaurant.
[02:01:19.043 --> 02:01:25.528]  Now there's no law there, there's just a regulation they can interpret.
[02:01:25.528 --> 02:01:36.737]  And we know the Boston bombing is as phony as a leprechaun from Pluto riding a rainbow pony unicorn.
[02:01:36.737 --> 02:01:40.540]  Drawn by 14 Santa Clauses.
[02:01:40.540 --> 02:01:43.062]  On a sleigh of unattainium.
[02:01:43.062 --> 02:01:45.664]  With a beautiful Hillary Clinton jumping over the moon.
