[00:00:03.322 --> 00:00:05.182]  Gear up!
[02:14:54.696 --> 02:15:08.830]  And so the, one of the soldiers is telling them, or one of the officers, I'm sorry, is uh... They're having him pull over for further interrogation.
[02:15:08.830 --> 02:15:12.414]  These are the ones that keep filming!
[02:15:12.414 --> 02:15:13.375]  Why aren't they scared?
[02:15:18.510 --> 02:15:27.237]  We're going to be breaking all this down and some developments with Cobra, the private military security force.
[02:15:27.237 --> 02:15:30.139]  Well, they had a picture of your license plate, so they were obviously filming.
[02:15:30.139 --> 02:15:32.161]  They had my passport photo.
[02:15:32.161 --> 02:15:36.424]  Yeah, but they said it's very impolite and bad, bad, bad behavior.
[02:15:36.424 --> 02:15:38.306]  I'm going to put this back on me.
[02:15:38.306 --> 02:15:43.630]  That you film them, Rob.
[02:15:43.630 --> 02:15:45.832]  Rob, you've been directed over to the side of the road, correct?
[02:15:50.040 --> 02:15:51.903]  I don't believe they're getting my feed.
[02:15:51.903 --> 02:15:55.547]  We're getting intermediate feed from them.
[02:15:55.547 --> 02:15:57.330]  Skype just disconnected.
[02:15:57.330 --> 02:15:59.092]  Let's try to reconnect with them.
[02:15:59.092 --> 02:16:00.174]  Joe Biggs watching this.
[02:16:00.174 --> 02:16:03.398]  You've been over in Germany and Austria when you were in the military.
[02:16:03.398 --> 02:16:04.660]  What do you make of their behavior?
[02:16:05.683 --> 02:16:06.924]  It's pretty intense.
[02:16:06.924 --> 02:16:21.338]  The thing that makes me worry a bit is the fact that, like you said earlier, you're making this analogy comparing COBRA to FBI, and I found some documents that pretty much states right here that they are a mixture of much like America's FBI hostage team.
[02:16:21.338 --> 02:16:23.460]  Are they private or are they... Federal.
[02:16:25.423 --> 02:16:26.084]  Because U.S.
[02:16:26.084 --> 02:16:29.445]  media and other media just simply said they were private security.
[02:16:29.445 --> 02:16:30.346]  They're federal.
[02:16:30.346 --> 02:16:32.226]  Yeah, they are a federal group.
[02:16:32.226 --> 02:16:37.029]  And then you were reading out of a German newspaper where they admit that they're at a castle where they used to torture people.
[02:16:37.029 --> 02:16:41.311]  Yeah, it's called the Schönau Castle, and it's around... Document cam on that, guys.
[02:16:41.311 --> 02:16:42.652]  It's around Vienna.
[02:16:42.652 --> 02:16:46.433]  It's 19 miles south of the ancient Austrian capital.
[02:16:46.433 --> 02:16:53.177]  It's a 60-room castle surrounded by a 70-acre wooded park and surrounded by a 15-foot high wall.
[02:16:53.877 --> 02:16:54.418]  In that area.
[02:16:54.418 --> 02:16:58.842]  And a lot of people said it's a center for spies and brainwashing.
[02:16:58.842 --> 02:17:03.788]  So this is an area where they... This is a mainstream newspaper saying torture, brainwashing, you name it.
[02:17:03.788 --> 02:17:04.729]  From back in 1972.
[02:17:04.729 --> 02:17:06.491]  So you've got this document over here.
[02:17:06.491 --> 02:17:07.532]  That's where they're based now.
[02:17:07.532 --> 02:17:07.692]  Yeah.
[02:17:08.353 --> 02:17:11.175]  And that's the castle that they, uh, when I was able to do some research on.
[02:17:11.175 --> 02:17:15.978]  And so now it's a shadowy federal group that they claim is also does private security.
[02:17:15.978 --> 02:17:19.441]  I guess that's their argument because they're for Bilderberg, but really it's the government doing it.
[02:17:19.441 --> 02:17:22.623]  Uh, and then it's linked back to a torture castle.
[02:17:22.623 --> 02:17:22.963]  Yeah.
[02:17:22.963 --> 02:17:25.765]  So I guess Cobra is probably named after these guys.
[02:17:25.765 --> 02:17:27.486]  They're not naming themselves after Cobra.
[02:17:27.486 --> 02:17:28.027]  Yeah.
[02:17:28.027 --> 02:17:29.328]  I guess we found the real Cobra.
[02:17:29.328 --> 02:17:30.048]  Yeah.
[02:17:30.048 --> 02:17:30.609]  Cobra!
[02:17:31.109 --> 02:17:34.410]  Cobra currency will defeat the press!
[02:17:34.410 --> 02:17:38.751]  How dare you try to film our operations!
[02:17:38.751 --> 02:17:43.593]  I've brought world leaders here to pledge allegiance to Cobra!
[02:17:43.593 --> 02:17:48.174]  The Americans will soon go under TPP control!
[02:17:48.174 --> 02:17:49.595]  Sorry.
[02:17:49.595 --> 02:17:51.375]  We have Rob Dood on the phone now.
[02:17:51.375 --> 02:17:53.716]  Rob Dood, go ahead.
[02:17:53.716 --> 02:17:55.997]  Yes, right now they're searching through the car.
[02:17:55.997 --> 02:17:58.597]  This is a full court press.
[02:17:58.597 --> 02:18:00.138]  We haven't been searched like this before.
[02:18:01.916 --> 02:18:07.862]  So, uh, this is, I guess this is what it's like in a free country.
[02:18:07.862 --> 02:18:14.329]  Ask them, say, is Austria free or did it go back under the Soviet Union when we weren't looking?
[02:18:14.329 --> 02:18:15.911]  I think, I think they can hear you now.
[02:18:15.911 --> 02:18:16.952]  I have you on speakerphone.
[02:18:17.671 --> 02:18:19.452]  Attention from the United States!
[02:18:19.452 --> 02:18:25.035]  The world is seeing you engage in police state activities and violating the right of the press.
[02:18:25.035 --> 02:18:27.216]  Your harassment is being duly noted.
[02:18:27.216 --> 02:18:31.798]  You're violating the Geneva Convention and your own federal and state laws.
[02:18:31.798 --> 02:18:35.380]  Guarding the criminal Bilderberg group from the light of day.
[02:18:35.380 --> 02:18:39.422]  We know you've been harassing our reporters and trying to violate their right to gather information.
[02:18:40.302 --> 02:18:45.204]  So I'm here as Alex Jones communicating with you to simply let us engage in the First Amendment.
[02:18:45.204 --> 02:18:46.425]  You know who we are.
[02:18:46.425 --> 02:18:48.206]  You know we don't have criminal records.
[02:18:48.206 --> 02:18:51.227]  You know we simply gather information as legitimate press.
[02:18:51.227 --> 02:18:59.431]  So I would ask you to simply stop harassing our reporters that are trying to do their job.
[02:18:59.431 --> 02:19:02.052]  Why do you do host us?
[02:19:02.052 --> 02:19:03.853]  We do not host you.
[02:19:03.853 --> 02:19:07.034]  We love you from America.
[02:19:07.034 --> 02:19:07.894]  Lots of love.
[02:19:14.583 --> 02:19:19.627]  There's a nice gentleman over here who's hearing everything you're saying and he seems to be nodding in approval.
[02:19:19.627 --> 02:19:23.250]  He probably thinks he's a crazy goblin on the other line.
[02:19:23.250 --> 02:19:24.872]  He wouldn't be too far off.
[02:19:24.872 --> 02:19:28.535]  Anyways, uh, dude, what else is going on now?
[02:19:28.535 --> 02:19:30.356]  Uh, right now they're going through our stuff.
[02:19:30.356 --> 02:19:32.378]  I'm still sitting in the car.
[02:19:32.378 --> 02:19:33.979]  Um, I haven't popped out yet.
[02:19:33.979 --> 02:19:35.020]  They haven't asked me to get out.
[02:19:42.677 --> 02:19:44.978]  Josh is disclosing our location for them.
[02:19:44.978 --> 02:19:45.958]  We're being all up front.
[02:19:45.958 --> 02:19:47.739]  I've got to skip this network break.
[02:19:47.739 --> 02:19:54.942]  Folks, just support us at InfoWareStore.com, GCNLive.com, because we lose a lot of money when we skip these breaks, but got to do it with our reporters.
[02:19:54.942 --> 02:19:55.922]  They're live on the ground.
[02:19:55.922 --> 02:19:58.924]  Rob, dude, tell us what else is happening.
[02:19:58.924 --> 02:20:03.265]  So, Josh is explaining to them right now where we're staying.
[02:20:03.265 --> 02:20:08.408]  We have fully, they've pulled us over.
[02:20:08.408 --> 02:20:09.248]  We've pulled the car up.
[02:20:09.248 --> 02:20:10.428]  They were looking in the trunk.
[02:20:12.841 --> 02:20:21.771]  I don't know, I think, I think journalism, I don't know, is journalism illegal?
[02:20:21.771 --> 02:20:23.292]  He's not answering me.
[02:20:23.292 --> 02:20:30.500]  Tell him that we want to be his Liebling and his Liebschen.
[02:20:30.500 --> 02:20:31.521]  I think I know what that means.
[02:20:34.909 --> 02:20:37.891]  Yeah, I'm trying to just be nice and give these guys the benefit of the doubt.
[02:20:37.891 --> 02:20:39.072]  Look, we're just press.
[02:20:39.072 --> 02:20:41.174]  They're to cover an international conference.
[02:20:41.174 --> 02:20:42.475]  It's not illegal.
[02:20:42.475 --> 02:20:44.957]  The world is seeing this is a police state.
[02:20:44.957 --> 02:20:46.418]  You've already come to our hotel.
[02:20:46.418 --> 02:20:49.440]  We came to talk to you, but notice they don't talk to us.
[02:20:49.440 --> 02:20:52.842]  They just continue to act like it's dirty and it's bad to cover the press.
[02:20:52.842 --> 02:20:56.745]  Tell them to look up Canada and the firestorm that got started when they arrested me.
[02:20:56.745 --> 02:20:59.667]  I'm going to pop out real quick.
[02:20:59.667 --> 02:21:00.448]  Unless they're done.
[02:21:00.448 --> 02:21:02.129]  Let's see if they're... You can try to.
[02:21:02.129 --> 02:21:04.091]  Well, no, they're probably going to send somebody else over to talk to you now.
[02:21:04.960 --> 02:21:08.142]  Y'all had, um, I don't know who came to our hotel today.
[02:21:08.142 --> 02:21:09.363]  They were looking for me.
[02:21:09.363 --> 02:21:11.104]  We went down to the police station.
[02:21:11.104 --> 02:21:12.225]  Okay.
[02:21:12.225 --> 02:21:14.907]  And, uh, anyway, we're on, uh, live via cell phone now.
[02:21:14.907 --> 02:21:25.395]  It's not video or anything, but they were, um, so basically we're just, we went down to the police station and talked to them and now we're here and I don't know.
[02:21:25.395 --> 02:21:26.696]  We're not trying to mess with anybody.
[02:21:26.696 --> 02:21:29.137]  We just don't want to be messed with doing our job.
[02:21:29.137 --> 02:21:31.039]  That's, that's kind of how we feel.
[02:21:31.039 --> 02:21:31.359]  Thank you.
[02:21:31.359 --> 02:21:31.919]  We're finished.
[02:21:31.919 --> 02:21:32.700]  We're finished.
[02:21:32.700 --> 02:21:33.220]  Okay.
[02:21:33.220 --> 02:21:33.520]  All right.
[02:21:33.520 --> 02:21:34.121]  Y'all have a good day.
[02:21:35.137 --> 02:21:35.517]  Be safe.
[02:21:35.517 --> 02:21:35.938]  Thank you.
[02:21:35.938 --> 02:21:38.760]  Have a good one.
[02:21:38.760 --> 02:21:40.641]  And tell them Hail Cobra!
[02:21:40.641 --> 02:21:44.904]  I'm not going to say Hail Cobra.
[02:21:44.904 --> 02:21:47.005]  Hail Cobra!
[02:21:47.005 --> 02:21:47.726]  Good!
[02:21:47.726 --> 02:21:48.586]  Good!
[02:21:48.586 --> 02:21:49.267]  Very nice!
[02:21:49.267 --> 02:21:50.047]  Did you like that one?
[02:21:50.047 --> 02:21:51.848]  Yeah.
[02:21:51.848 --> 02:21:55.071]  These guys seem to be... I don't know how the communication is.
[02:21:55.071 --> 02:21:58.333]  They did have... Did they give you our passports back?
[02:22:02.659 --> 02:22:05.041]  Yeah, I think we need our passports and the booking papers.
[02:22:05.041 --> 02:22:06.402]  No, no, no, no.
[02:22:06.402 --> 02:22:06.982]  Oh, no, here they are.
[02:22:06.982 --> 02:22:08.583]  They're back here.
[02:22:08.583 --> 02:22:08.703]  Okay.
[02:22:08.703 --> 02:22:09.764]  Here, we're good.
[02:22:09.764 --> 02:22:10.305]  We're good.
[02:22:10.305 --> 02:22:18.030]  Okay, I just want to make sure they gave us our passports and our... This booking paper, this is probably the most important printout I've ever printed out.
[02:22:18.030 --> 02:22:23.294]  Out of all the printouts I've done at InfoWars, this booking paper has saved our butts many a time.
[02:22:25.697 --> 02:22:29.742]  Just by showing that we're staying up the hill, they allow us to continue.
[02:22:29.742 --> 02:22:33.346]  Well, let's just stop right there.
[02:22:33.346 --> 02:22:36.210]  They would love to stop you, but they know it'll make a major incident.
[02:22:36.960 --> 02:22:41.103]  But let's just stop right there and think about where we are in America and in the world.
[02:22:41.103 --> 02:22:44.726]  There's a globalist meeting of 150 people meeting.
[02:22:44.726 --> 02:22:48.689]  It's already in the British news that it's totalitarian, that it's illegal.
[02:22:48.689 --> 02:22:51.571]  It's in the German news saying it's very suspect.
[02:22:51.571 --> 02:22:59.697]  And they've got checkpoints miles and miles away from a private hotel checking everybody three days before it officially kicks off.
[02:22:59.697 --> 02:23:01.339]  We're now two and a half days.
[02:23:01.339 --> 02:23:05.382]  They've had these checkpoints for over a week and a half, the press reports, in Austria
[02:23:07.267 --> 02:23:11.910]  This shows the totalitarianism that this group's trying to put out worldwide.
[02:23:11.910 --> 02:23:16.832]  And they're on record, they're the ones behind victim disarmament.
[02:23:16.832 --> 02:23:19.414]  They're the ones behind open borders.
[02:23:19.414 --> 02:23:21.475]  They're the ones behind carbon taxes.
[02:23:21.475 --> 02:23:23.376]  They're the ones behind it all.
[02:23:23.376 --> 02:23:27.958]  And I want you guys to now continue on to your hotel, continue driving on cell phone.
[02:23:27.958 --> 02:23:32.140]  I want to have you co-host with us here from Austria, Rob Dew and Josh Owens.
[02:23:32.140 --> 02:23:34.962]  But first, you got something else to add?
[02:23:36.206 --> 02:23:41.951]  Well, I just want to say, where they have the second new checkpoint now, this is still a through road.
[02:23:41.951 --> 02:23:44.373]  This is not the only road going to the hotel.
[02:23:44.373 --> 02:23:48.857]  They have a spot that they could block off that is another three miles up the road here.
[02:23:50.225 --> 02:23:51.406]  That wouldn't bother anybody.
[02:23:51.406 --> 02:23:52.827]  It wouldn't get in anybody's business.
[02:23:52.827 --> 02:23:54.289]  They wouldn't be searching people.
[02:23:54.289 --> 02:23:58.432]  And they would still have plenty of room to set up a security perimeter.
[02:23:58.432 --> 02:24:04.257]  It's not like... But why do they even set it up for a private group that's not important according to our media?
[02:24:04.257 --> 02:24:05.538]  There you go.
[02:24:05.538 --> 02:24:09.682]  Why don't they just have security at the hotel and at its front gate?
[02:24:09.682 --> 02:24:13.986]  It's about harassing everyone so we can't even aim cameras at the building.
[02:24:15.499 --> 02:24:16.760]  Yeah, we can't even get to the public.
[02:24:16.760 --> 02:24:19.260]  So the media can say it doesn't exist.
[02:24:19.260 --> 02:24:20.060]  Exactly.
[02:24:20.060 --> 02:24:23.161]  So they can play the public like a bunch of idiots.
[02:24:23.161 --> 02:24:32.163]  We've gone to talk to two different police groups, the one downtown, they were very rude to us, and then the ones up here, who I guess just rifled through our stuff.
[02:24:32.163 --> 02:24:34.344]  Josh, what did they actually look through?
[02:24:34.344 --> 02:24:36.104]  They opened up the trunk and everything, right?
