[00:00:00.009 --> 00:00:01.439]  The Alex Jones Show!
[02:17:08.637 --> 02:17:10.338]  Taking our video at gunpoint.
[02:17:13.380 --> 02:17:17.364]  I mean, in the old days under Clinton, folks, if I tried to go to an urban warfare drill in a major city,
[02:17:18.228 --> 02:17:30.117]  And try to cover it, they'd break in our hotel rooms, they'd sabotage our cars, uh, they would, uh, they put something in my drink, gave me a migraine headache for 12 hours.
[02:17:34.220 --> 02:17:35.561]  And it was just funny to them.
[02:17:35.981 --> 02:17:38.283]  And you'd be like, oh, the Navy SEALs are wonderful, the Delta Force are great.
[02:17:38.924 --> 02:17:40.405]  There are a lot of great people in there.
[02:17:40.825 --> 02:17:45.509]  But I'm telling you, the ones that work directly under the President, whatever, they call them squadrons,
[02:17:47.101 --> 02:17:51.544]  Folks, they're involved in murdering people domestically, shipping drugs in, renditions.
[02:17:51.744 --> 02:17:57.989]  I mean, they take some of the best people in the country and they just test them and test them until they'll do anything.
[02:17:58.029 --> 02:18:05.814]  And they put them on drugs, they put them on steroids, they put them on growth hormone, they put them on all sorts of weird stuff, and they just completely whack them out of their minds.
[02:18:06.454 --> 02:18:08.756]  And I wouldn't be surprised if this being put out
[02:18:10.578 --> 02:18:14.583]  Because they were going to set Delta Force up or something and have them do some hijackings.
[02:18:14.643 --> 02:18:23.434]  I mean, even at the end of one day in September, they got an Academy Award that came out like in 2003 about the Munich situation.
[02:18:24.448 --> 02:18:35.238]  With the Munich Olympic Games back in the 70s, they admit that, just at the end, that, oh, the Germans staged a hijacking to release the terrorists because it turned out they'd been working for them the whole time.
[02:18:35.678 --> 02:18:38.100]  That whole thing was staged at the Munich Olympics!
[02:18:38.881 --> 02:18:41.103]  And they just admit at the end of it, it's all fake!
[02:18:45.933 --> 02:18:58.179]  But they did something else now in the last five years with IS, which was the payoff to Saudi Arabia, who from 1901 to 1933 was given the entire Middle East from nothing by British intelligence.
[02:19:00.500 --> 02:19:01.721]  They didn't even have Saudi Arabia.
[02:19:04.722 --> 02:19:10.065]  They now created a real army and have turned them loose and protected them and have given them missiles
[02:19:11.187 --> 02:19:15.788]  Anti-aircraft missiles and have them inside the United States.
[02:19:20.850 --> 02:19:31.972]  Ready to start shooting down jet airliners, pumping chlorine gas down high-rises, burning up bridges, blowing things up, attacking police departments.
[02:19:32.473 --> 02:19:33.753]  All hell's gonna break loose.
[02:19:34.233 --> 02:19:36.073]  And you think, well logically they'll just say arm the people.
[02:19:36.133 --> 02:19:37.954]  No, they're gonna say take our guns when it happens.
[02:19:39.724 --> 02:19:41.425]  I mean, I can really see what they're getting set up.
[02:19:41.445 --> 02:19:48.832]  We're going to go to Christopher, Corey, Rex, Dean, Matthew, and others straight ahead.
[02:19:49.412 --> 02:19:52.054]  But I told you I would get into the rest of the story on that.
[02:19:52.575 --> 02:19:53.976]  But man, this government's evil.
[02:19:54.316 --> 02:20:00.081]  The people running this government have it out for you and your family.
[02:20:01.322 --> 02:20:03.764]  They want to have a civil war where we fight the general government.
[02:20:03.804 --> 02:20:05.186]  The general government's like the public.
[02:20:06.010 --> 02:20:07.251]  They don't know what's going on.
[02:20:07.271 --> 02:20:11.494]  I mean, compared to the public, they do, but... We use mobile devices right against our bodies every day.
[02:20:11.694 --> 02:20:18.219]  But growing scientific evidence has emerged showing serious health risks associated with exposure to EMF radiation emitted from these devices.
[02:20:18.319 --> 02:20:22.663]  The solution is DefenderShield, the most effective mobile radiation shielding ever developed.
[02:20:22.763 --> 02:20:28.507]  DefenderShield blocks virtually 100% of EMF radiation from cell phones, tablets, and laptops, and starts at just $64.99.
[02:20:28.727 --> 02:20:31.949]  Buy now at DefenderShield.com.
[02:20:31.990 --> 02:20:33.791]  For 10% off, use promo code GCN.
[02:20:34.031 --> 02:20:37.543]  Defendershield.com, the worldwide leader in mobile radiation shielding.
[02:20:38.530 --> 02:20:46.476]  There are hundreds of silver products on the market today, but there's nothing like the astonishing health benefits of the multi-patented One Silver Solution.
[02:20:46.636 --> 02:20:52.400]  Boost your immune system at a great price with our Silver Solution liquid, starting at $12.95 a bottle.
[02:20:52.520 --> 02:20:55.182]  Now available in regular and extra strength.
[02:20:55.403 --> 02:20:57.664]  That's half the price of the leading competitors.
[02:20:57.844 --> 02:21:03.409]  Call 844-USE-SILVER for your free catalog, or go to onesilversolution.com.
[02:21:03.649 --> 02:21:05.450]  Onesilversolution.com.
[02:21:05.590 --> 02:21:07.792]  There is only one silver solution.
[02:21:08.172 --> 02:21:12.435]  At 30dayfoodsupply.com, we get a lot of questions, and here are some of the answers.
[02:21:12.835 --> 02:21:15.657]  Our products are naturally low in salt, a quarter of many others.
[02:21:16.018 --> 02:21:23.083]  At $6.77 per pound, dehydrated weight, or 277 calories per dollar, we're one of the least expensive in the industry.
[02:21:23.423 --> 02:21:26.385]  Everything is non-GMO and MSG free.
[02:21:26.685 --> 02:21:28.566]  We gladly make free substitutions.
[02:21:28.907 --> 02:21:30.488]  Most orders ship the next business day.
[02:21:31.729 --> 02:21:38.094]  $99 is our everyday price at both 800-700-2184 and 30dayfoodsupply.com.
[02:21:38.435 --> 02:21:45.641]  Our meals are naturally high in fiber, carbs, and protein, and we put a high value on your privacy, and we never use high-pressure sales.
[02:21:46.161 --> 02:21:49.343]  Everything is packaged and shipped from our plant in Southern Oregon.
[02:21:49.663 --> 02:21:51.884]  Call 800-700-2184 and purchase our 30-day, 90-serving emergency food supply for only $99.
[02:21:52.204 --> 02:21:54.045]  And $10 ships your entire order to the lower 48.
[02:21:54.105 --> 02:21:56.366]  Visit the website 30dayfoodsupply.com or call 800-700-2184 30dayfoodsupply.com
[02:22:08.271 --> 02:22:11.472]  Young people are supposed to be full of energy and recover quickly from exercise.
[02:22:11.812 --> 02:22:15.034]  Their age should give them a great advantage to feeling good all the time.
[02:22:15.414 --> 02:22:21.036]  However, young people of today are dealing with the same nutrient-deficient food as everyone else in America.
[02:22:21.356 --> 02:22:23.357]  So it does not matter whether you are 15 or 85.
[02:22:23.457 --> 02:22:26.999]  If your biochemistry is off, you cannot feel your best.
[02:22:27.159 --> 02:22:29.339]  Listen to the real-world results of James.
[02:22:29.720 --> 02:22:31.440]  My name is James Ashley.
[02:22:31.600 --> 02:22:32.161]  I'm 25 years old.
[02:22:32.581 --> 02:22:35.522]  At the end of a tiring work shift, I used to not do much around the house.
[02:22:35.782 --> 02:22:45.911]  Since I started taking the new Technology Enhance One World Way after work, I have so much energy when I get home that I'm able to take long walks, do chores, and even honey to-do lists from the wife.
[02:22:46.152 --> 02:22:50.696]  It's plenty enough energy to get things done around the house and time to settle down before bedtime.
[02:22:50.856 --> 02:22:54.920]  This whey protein gives me outstanding amount of long-lasting feel-good energy.
[02:22:55.260 --> 02:22:58.243]  I'm astonished of how great this product makes me feel.
[02:22:58.763 --> 02:23:00.327]  Call 888-988-3325 or visit OneWorldWay.com.
[02:23:00.387 --> 02:23:01.109]  That's OneWorld, W-H-E-Y.com.
[02:23:09.033 --> 02:23:12.775]  Thousands of people seeking home security get ripped off every day.
[02:23:12.995 --> 02:23:16.776]  And the home security industry wants you to believe that's your only option.
[02:23:17.036 --> 02:23:22.219]  They've got hordes of salesmen out there trying to scare you into signing one of their long-term contracts.
[02:23:22.519 --> 02:23:27.121]  You get stuck writing huge checks month after month with no way out.
[02:23:27.401 --> 02:23:30.622]  It's robbery by contract and it can cost you thousands.
[02:23:30.922 --> 02:23:33.003]  But there's a better way to protect your home.
[02:23:33.363 --> 02:23:34.904]  SimpliSafe Home Security.
[02:23:35.184 --> 02:23:36.805]  SimpliSafe has no contracts.
[02:23:37.185 --> 02:23:37.485]  None!
[02:23:37.746 --> 02:23:40.307]  You'll get award-winning 24-7 protection.
[02:23:40.568 --> 02:23:45.631]  Security professionals watching over your home, ready to instantly send police to the rescue.
[02:23:45.892 --> 02:23:50.595]  For just $14.99 per month, that's less than half what most companies charge.
[02:23:50.815 --> 02:23:52.496]  Protect your home the smart way.
[02:23:52.717 --> 02:23:59.341]  Visit SimpliSafeDefense.com today for an exclusive 10% offer and get a free keychain remote worth $25.
[02:24:00.422 --> 02:24:03.024]  Only when you go to SimpliSafeDefense.com.
[02:24:03.364 --> 02:24:05.186]  SimpliSafeDefense.com.
[02:24:10.010 --> 02:24:15.558]  All the leaves are brown And the sky is gray
[02:24:20.265 --> 02:24:22.086]  Paul Watson will host the fourth hour.
[02:24:22.106 --> 02:24:25.569]  Again, three hours of the Alex Jones Show, and then a fourth hour of Overdrive.
[02:24:25.629 --> 02:24:29.291]  I host it sometimes, where we rotate through the different hosts and different reporters.
[02:24:30.272 --> 02:24:49.885]  And Paul's going to be getting more into the new identity politics of cutting your arms and legs off, or your genitals off, or gouging your eyeballs out, or pouring Drano in them, or having all your teeth ripped out with pliers, or other sickening demonic things, all part of mainlining mental illness, and saying, you've got to accept it, and maybe your eyes should be gouged out.
[02:24:51.530 --> 02:24:53.933]  So should I do a satire piece where I pour Drano in my eyes?
[02:24:53.953 --> 02:24:54.975]  I mean, not real Drano?
[02:24:56.197 --> 02:24:58.941]  And then just roll around the ground going, I'm trendy, I'm more trendy than you?
[02:24:59.021 --> 02:24:59.942]  Maybe that's the answer.
[02:25:00.823 --> 02:25:03.067]  Maybe I'm crazy that I don't want to pour Drano in my eyes.
[02:25:04.952 --> 02:25:05.853]  It's just unbelievable.
[02:25:06.213 --> 02:25:12.078]  I'll get more into TPP, more on the new National Police Force run by the UN to target extremists, veterans, gun owners.
[02:25:12.118 --> 02:25:12.999]  That's mainstream news.
[02:25:13.039 --> 02:25:13.599]  Can't make it up.
[02:25:14.260 --> 02:25:15.701]  But right now, let's continue with the calls.
[02:25:15.721 --> 02:25:17.903]  We're doing a pretty good job here on the Ring of Dangers today.
[02:25:17.923 --> 02:25:20.485]  Let's go to Christopher in North Dakota.
[02:25:20.505 --> 02:25:21.586]  You're on The Year Worldwide.
[02:25:22.807 --> 02:25:23.368]  Hey, Alex.
[02:25:23.528 --> 02:25:25.990]  Thanks for everything you do.
[02:25:26.230 --> 02:25:26.530]  Thank you.
[02:25:26.550 --> 02:25:27.511]  Can I ask you a question, sir?
[02:25:27.531 --> 02:25:28.232]  Do you have eyes?
[02:25:29.940 --> 02:25:30.060]  Yeah.
[02:25:30.080 --> 02:25:33.841]  Man, you know, I've thought about it, but I like to be able to see in the gifts that God has blessed me with.
[02:26:00.680 --> 02:26:03.622]  Yeah, he's trying to keep me blind, that's for sure.
[02:26:03.722 --> 02:26:05.043]  Hey, no worries.
[02:26:05.063 --> 02:26:09.006]  So I just have a point and a couple of factoids to help base it.
[02:26:09.026 --> 02:26:15.510]  But, you know, with this gun control they're calling for, let's take it back down to the public schools, which our government is teaching our children.
[02:26:32.192 --> 02:26:33.873]  The ones that say the kids belong to them?
[02:26:33.913 --> 02:26:35.434]  What about those wonderful places?
[02:26:36.895 --> 02:26:47.981]  So, if your child skips school or misses too much school, who is the one that's called to court and made to pay the fines and possibly sentenced to jail?
[02:26:48.201 --> 02:26:49.101]  Mommy and Daddy!
[02:26:50.282 --> 02:26:51.062]  That is correct.
[02:26:51.583 --> 02:27:00.187]  So, when it comes all down to it, if your child has gone out and committed a mass murder,
[02:27:01.607 --> 02:27:07.711]  Basically, you as a parent have failed to teach your child humanity and respect for all forms of life.
[02:27:08.171 --> 02:27:11.714]  You know, but the government will not allow you to discipline your child.
[02:27:12.094 --> 02:27:17.498]  And if you try to take your child to get a second opinion for their health, they're going to send CPS to come get them.
[02:27:17.518 --> 02:27:25.563]  Yeah, this is another guy that lived in his mother's basement with the Oregon shooting who hated Christians, who was biracial.
