[00:00:06.583 --> 00:00:08.144]  Oh, baby!
[01:56:56.277 --> 01:56:56.858]  What is it?
[01:56:56.858 --> 01:56:59.681]  Rusty Rockets.
[01:56:59.681 --> 01:57:05.186]  Is there any other places on the web people should visit other than that and your TV site?
[01:57:06.118 --> 01:57:08.500]  Nah, that's all cool for me, mate.
[01:57:08.500 --> 01:57:12.742]  I already follow you and stuff, but let's keep this dialogue going and I hope I see you in Austin.
[01:57:37.720 --> 01:57:44.968]  Well, whilst Hitler's actions were deplorable, it's not his extremism that is terrifying, it's his mundanity.
[01:57:44.968 --> 01:57:53.417]  He was just a normal man created by a number of geopolitical, economic, and religious circumstances at the time.
[01:57:53.917 --> 01:58:03.022]  Yeah, of course Versailles and the anti-Semitism that was very prominent in that part of Europe at that time.
[01:58:03.022 --> 01:58:07.344]  But now, in those days, it was clear what evil was.
[01:58:07.344 --> 01:58:08.645]  Ah, evil is Adolf Hitler.
[01:58:08.985 --> 01:58:13.107]  Now evil comes dressed in the white of Ronald McDonald.
[01:58:13.107 --> 01:58:15.949]  Now evil is hidden behind the Apple logo.
[01:58:15.949 --> 01:58:21.132]  Now evil is indecipherable in derivative bundles and in dispossessed millions.
[01:58:21.132 --> 01:58:25.075]  So, again, it's about the narrative and the way we're told stories.
[01:58:25.075 --> 01:58:25.615]  Exactly.
[01:58:25.615 --> 01:58:31.198]  It knows how to hide and deciphering it, and knowing what evil is, is really the answer.
[01:58:31.198 --> 01:58:35.761]  Russell Brand, thank you so much, and I look forward to hopefully meeting you when you're in Austin in a few weeks.
[01:58:35.761 --> 01:58:36.882]  I'll be at your show regardless.
[01:58:37.671 --> 01:58:38.452]  Stay in touch, Alex.
[01:58:38.452 --> 01:58:40.995]  I can't wait to see you.
[01:58:40.995 --> 01:58:44.259]  Thank you for listening to GCN.
[01:58:44.259 --> 01:58:46.201]  Visit GCNlive.com today.
[01:58:50.259 --> 01:58:53.782]  When cells become toxic, they die early and aging sets in.
[01:58:53.782 --> 01:59:02.028]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[01:59:02.028 --> 01:59:07.432]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[01:59:07.432 --> 01:59:09.974]  You want the best that's out there at the lowest price anywhere?
[01:59:09.974 --> 01:59:12.075]  We now have the synergistic solution.
[01:59:12.075 --> 01:59:16.258]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[01:59:20.325 --> 01:59:23.967]  The government's Department of Homeland Security is buying up loads of ammo.
[01:59:23.967 --> 01:59:28.248]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[01:59:28.248 --> 01:59:30.029]  Can you put two and two together?
[01:59:30.029 --> 01:59:37.892]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds, is reasonably priced, and fully legal.
[01:59:37.892 --> 01:59:39.033]  But for how long?
[01:59:39.033 --> 01:59:45.676]  Go to InfidelBodyArmor.com, spelled I-N-F-I-D-E-L BodyArmor.com.
[01:59:45.676 --> 01:59:48.477]  Infidel Body Armor just won't quit.
[01:59:52.432 --> 01:59:55.037]  You're listening to The Alex Jones Show.
[02:00:06.636 --> 02:00:07.938]  Big Brother.
[02:00:07.938 --> 02:00:09.700]  Mainstream media.
[02:00:09.700 --> 02:00:11.463]  Government cover-ups.
[02:00:11.463 --> 02:00:13.045]  You want answers?
[02:00:13.045 --> 02:00:14.607]  Well, so does he.
[02:00:14.607 --> 02:00:18.793]  He's Alex Jones on the GCN Radio Network.
[02:00:18.793 --> 02:00:22.839]  And now, live from Austin, Texas, Alex Jones.
[02:00:27.585 --> 02:00:29.448]  Alex Newman of the newamericanmagazine.com.
[02:00:29.448 --> 02:00:35.356]  I'm going to take a few final calls for you right now, but any other points you want to make about the U.N.
[02:00:35.356 --> 02:00:38.901]  Treaty, a little Christmas gift that Obama says is a little mint by Fiat?
[02:00:40.672 --> 02:00:47.678]  Yeah, one thing that I think is important for people to understand, the UN is more of a tool of the globalists than a danger in and of itself.
[02:00:47.678 --> 02:00:54.823]  But with that said, withdrawing from the United Nations and defunding the United Nations would set the globalists back decades.
[02:00:54.823 --> 02:00:59.947]  They're thinking to use the United Nations as the nucleus of this global tyranny that they're trying to impose.
[02:00:59.947 --> 02:01:00.828]  And they're doing it on all
[02:01:00.888 --> 02:01:01.348]  We're good to go.
[02:01:24.301 --> 02:01:24.862]  And that's what it is.
[02:01:24.862 --> 02:01:26.103]  That's what really exposes the UN.
[02:01:26.103 --> 02:01:28.065]  They never criticize dictators and horrible regimes.
[02:01:28.065 --> 02:01:30.608]  It's always Christians, family groups, private property.
[02:01:44.957 --> 02:01:53.167]  And then it's a bunch of corrupt billionaires on top of it, like George Soros, telling someone that makes $100,000 a year how they're a greedy pig.
[02:01:53.167 --> 02:01:55.951]  Leon in Utah, thanks for holding your own the year with Alex Newman.
[02:01:57.438 --> 02:01:58.439]  Hey, Alex.
[02:01:58.439 --> 02:02:03.222]  Hey, Mr. Newman and fellow patriotic citizen of the United States.
[02:02:03.222 --> 02:02:06.425]  I have a few things that I want to just point out real quick.
[02:02:06.425 --> 02:02:08.787]  I mean, what are we supposed to do, guys?
[02:02:08.787 --> 02:02:10.368]  What do we, what's the plan?
[02:02:10.368 --> 02:02:22.677]  I mean, overall, we can see that things are, you know, they're expanding in a way that's beyond our comprehension in terms of they want to just, you know, knock on our doors and say, hand over your guns, you know.
[02:02:22.677 --> 02:02:26.060]  We know that people are going to stand their grounds and we know that
[02:02:26.440 --> 02:02:32.605]  You know, people are going to defend themselves, and it's going to be a bloodbath, to be honest with you.
[02:02:32.605 --> 02:02:40.090]  It's something that we all have to understand, and many people, I feel like they lack discipline because they don't listen.
[02:02:40.090 --> 02:02:42.913]  They're not aware of the things that are going on around us.
[02:02:42.913 --> 02:02:51.159]  I mean, just a couple of days ago, I guess, you know, Russia, or even today, they're threatening that, you know, they're saying that America's sounding off the drum for World War III.
[02:02:51.852 --> 02:02:56.335]  I mean, you can obviously tell that things are, they're not right here.
[02:02:56.335 --> 02:02:59.117]  And I mean, we know that violent protests take us nowhere.
[02:02:59.117 --> 02:03:04.740]  Um, and you know, they obviously don't agree with, uh, self protection.
[02:03:04.740 --> 02:03:06.701]  And, uh, so what, what, what's the plan?
[02:03:06.701 --> 02:03:14.086]  What do we, what kind of action are we supposed to take aside from petitioning and, you know, and, uh, you know, protests?
[02:03:14.086 --> 02:03:15.847]  What, what, what, what's the answer here?
[02:03:18.055 --> 02:03:19.897]  Me what they can do.
[02:03:19.897 --> 02:03:22.560]  I always say, first of all, resist calls for violence.
[02:03:22.560 --> 02:03:27.224]  Most of the time those are probably going to be coming from federal provocateurs and globalists anyways.
[02:03:27.224 --> 02:03:29.466]  Resist calls to just divide and conquer.
[02:03:29.466 --> 02:03:30.447]  It's not about race.
[02:03:30.447 --> 02:03:31.909]  It's not about class.
[02:03:31.909 --> 02:03:32.890]  It's not about any of these things.
[02:03:32.890 --> 02:03:33.190]  It's about
[02:03:33.530 --> 02:03:39.354]  Globalist criminals versus the people of the United States, their liberties, and all that is right and good in the world.
[02:03:39.354 --> 02:03:42.176]  Now in terms of what to do, we have a lot of tools available to us.
[02:03:42.176 --> 02:03:44.297]  One of the most important is educating our communities.
[02:03:44.297 --> 02:03:50.101]  We still have our free speech, we still have the internet, so we can get the information out and that is going to be key.
[02:03:50.101 --> 02:03:55.805]  We have the ballot box, we can vote bad politicians who don't obey their oath of office out of office.
[02:03:55.805 --> 02:03:56.346]  We have the
[02:03:57.253 --> 02:03:58.273]  That's right.
[02:03:58.273 --> 02:04:07.937]  If the people become motivated and highly active and know what's happening, if all of you become media folks in your own area, or activists, or jury activists, whatever the case is, there's no way the globalists can be successful.
[02:04:07.937 --> 02:04:08.958]  If you just point people
[02:04:24.264 --> 02:04:31.547]  At New American Magazine, or Infowars.com, or WorldNetDaily.com, or PrisonPlanet.com, or DrudgeReport.com.
[02:04:31.547 --> 02:04:35.649]  Not that any of us are perfect, but we're promoting basic information.
[02:04:35.649 --> 02:04:43.273]  Thomas Jefferson said that if you've got an informed public, and you've got free information, and you've got good information, that tyranny will vanish like phantoms at dawn.
[02:04:44.053 --> 02:04:44.854]  That's what's happening.
[02:04:44.854 --> 02:04:46.696]  And we're starting to see a lot of victories.
[02:04:46.696 --> 02:04:48.978]  Congress has a 7% approval rating.
[02:04:48.978 --> 02:04:51.480]  We just have to go to the next level to hold their feet to the fire.
[02:04:51.480 --> 02:04:53.682]  Alex Newman, we'll watch this treaty closely.
[02:04:53.682 --> 02:04:55.024]  Thank you so much.
[02:04:55.024 --> 02:04:56.185]  Thank you for having me, Alex.
[02:04:56.185 --> 02:04:56.565]  You bet.
[02:04:56.565 --> 02:04:59.268]  We'll be back with Gerald Cilente, the top trends forecaster.
[02:05:01.095 --> 02:05:07.758]  When you're out on the road, the last place you want to be is on the road.
[02:05:07.758 --> 02:05:12.900]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[02:05:12.900 --> 02:05:21.624]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[02:05:21.624 --> 02:05:25.685]  They sew pride in every stitch.
[02:05:25.685 --> 02:05:27.766]  Guarantee you love the way they fit.
[02:05:32.393 --> 02:05:41.916]  We turn jeans inside out.
[02:05:41.916 --> 02:05:43.697]  Diamond Gusset Jeans.
[02:05:43.697 --> 02:05:46.578]  Made in the USA with unparalleled quality.
[02:05:46.578 --> 02:05:50.819]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection.
[02:05:50.819 --> 02:05:53.200]  So you can ride all day with confidence.
