[00:00:00.649 --> 00:00:05.070]  This is truly an Emergency Saturday Broadcast.
[01:40:27.321 --> 01:40:40.738]  I think it's certainly a good excuse, if you've been hit with a charge like this, to say, OK, all of my buddies that I claimed that I was going to testify on behalf of, I'm just not able to do that right now.
[01:40:42.466 --> 01:40:44.046]  Maybe.
[01:40:44.046 --> 01:40:57.370]  It makes me pine for the days of jury nullification in this country, because if the feds are manipulating charges to silence potential witnesses or to cover their tracks, we ought to be able to say to jurors, you decide both the facts and the law.
[01:40:57.370 --> 01:41:04.912]  And when the government starts playing pocket pool with justice and starts hiding the truth from jurors, jurors ought to be able to ask questions of what's going on here.
[01:41:04.912 --> 01:41:11.054]  Here's my question to the doc who will join us again on Monday, and Norm Pattis where we've got some more to say and some news hidden after he leaves.
[01:41:12.805 --> 01:41:20.367]  What about, because you've talked to your sources, I've talked to mine, high-level Justice Department, former, but very recently in, saying this is unprecedented.
[01:41:20.367 --> 01:41:21.347]  It's a domestic rollout.
[01:41:21.347 --> 01:41:22.727]  The American people are terrorists.
[01:41:22.727 --> 01:41:27.288]  It's an attempt basically to unofficially ban the Republican Party and say it's terrorist.
[01:41:27.288 --> 01:41:32.269]  And then Biden's even giving speeches going, I don't think the Republican Party will exist in 2024.
[01:41:32.269 --> 01:41:36.390]  And you've got McConnell saying, hey, don't brand your opposition terrorist.
[01:41:36.390 --> 01:41:37.170]  This is crazy.
[01:41:37.170 --> 01:41:40.871]  So I think Republicans are finally getting that the Democrats know that they've
[01:41:41.494 --> 01:41:42.615]  Lost the public's will.
[01:41:42.615 --> 01:41:44.556]  There's been a major political realignment.
[01:41:44.556 --> 01:41:49.119]  Doesn't mean Republicans are our saviors, but my God, the Democrats have gone to seed.
[01:41:49.119 --> 01:41:52.181]  They're on foreign payrolls with the Chinese, communists, and others.
[01:41:52.181 --> 01:41:55.724]  And I don't think, just like Venezuela, people tried to vote out Hugo Chavez.
[01:41:55.724 --> 01:41:56.484]  You saw what happened.
[01:41:56.484 --> 01:41:59.206]  I mean, this is a real authoritarian takeover.
[01:41:59.206 --> 01:42:05.950]  Not just shutting conservatives and nationalists off the internet, now taking their businesses, their bank accounts, taking them off cable TV.
[01:42:05.950 --> 01:42:08.632]  I mean, you can see that it's already here.
[01:42:08.632 --> 01:42:09.813]  And now I've got a stack of news.
[01:42:09.813 --> 01:42:10.914]  We'll show it for the Professor Leafs.
[01:42:11.914 --> 01:42:16.899]  With them literally saying, we're in a civil war.
[01:42:16.899 --> 01:42:19.441]  We need to arrest all the Republicans.
[01:42:19.441 --> 01:42:23.585]  The former Deputy Director of the FBI said all the Republicans are basically terrorists.
[01:42:23.585 --> 01:42:24.946]  This is apocalyptic.
[01:42:24.946 --> 01:42:31.251]  You've got the Attorney General, you quoted, if you don't even know you're in a conspiracy, but you hate it, you're going to jail.
[01:42:31.251 --> 01:42:32.572]  That's not in the statutes yet.
[01:42:34.822 --> 01:42:36.804]  You know, I was stunned.
[01:42:36.804 --> 01:42:43.830]  I hadn't paid any attention to what Merrick Garland said on the anniversary of the January 6th event and it was brought to my attention just the other night.
[01:42:43.830 --> 01:42:46.333]  So I looked at it and I was in shock.
[01:42:46.333 --> 01:42:48.114]  I'd always felt bad for Garland.
[01:42:48.114 --> 01:42:53.119]  I thought that his vote or his nomination of the Supreme Court was at least owed the courtesy of a vote and it was...
[01:42:53.719 --> 01:42:55.540]  Cowardly, not to give him one.
[01:42:55.540 --> 01:43:06.003]  But when I saw him shaking in his boots, as it were, in fake rage on national television, basically calling everybody who didn't agree with him a terrorist, I thought he was unhinged.
[01:43:06.003 --> 01:43:12.746]  So I called a friend of mine who recently had been in the Justice Department at a senior position, and I said, what's your take on this guy?
[01:43:12.746 --> 01:43:13.966]  Is he out of his mind?
[01:43:13.966 --> 01:43:18.447]  And how do you unknowingly participate in a conspiracy?
[01:43:18.447 --> 01:43:19.908]  That makes zero sense.
[01:43:19.908 --> 01:43:21.388]  That sounds worse than 1984.
[01:43:21.388 --> 01:43:21.909]  Yeah, no, it is.
[01:43:21.909 --> 01:43:22.949]  It just can't happen.
[01:43:23.249 --> 01:43:26.390]  And there's a scienter, a mental state requirement to conspiracy.
[01:43:26.390 --> 01:43:28.231]  It's what's known as a specific intent crime.
[01:43:28.231 --> 01:43:31.512]  You have to have the conscious objective to join in a criminal enterprise.
[01:43:31.512 --> 01:43:33.212]  You don't do that unknowingly.
[01:43:33.212 --> 01:43:33.852]  Period.
[01:43:33.852 --> 01:43:36.933]  In order to commit a crime in the United States, two things are necessary.
[01:43:36.933 --> 01:43:39.734]  You have to have a prohibited, you have to have a mental state first of all.
[01:43:40.174 --> 01:43:43.116]  A culpable mental state, and you have to commit a prohibited act.
[01:43:43.116 --> 01:43:44.957]  What's a culpable mental state?
[01:43:44.957 --> 01:43:48.598]  Intent in some crimes, recklessness in others, there is criminal negligence.
[01:43:48.598 --> 01:43:53.561]  But unknowing, not doing anything, is not going to support a conspiracy charge.
[01:43:55.802 --> 01:43:56.462]  Well, he does.
[01:43:56.462 --> 01:43:57.843]  He really did.
[01:43:57.843 --> 01:44:02.345]  So this friend of mine said, look, the mainstream media is not covering this.
[01:44:02.345 --> 01:44:05.046]  He knows this friend of mine that I work for, Mr. Jones.
[01:44:05.046 --> 01:44:06.806]  He's no supporter of Mr. Jones.
[01:44:06.806 --> 01:44:08.987]  But he said, you guys got to get the word out.
[01:44:08.987 --> 01:44:11.628]  The media needs to cover this.
[01:44:11.628 --> 01:44:16.870]  The criminalization of dissent appears to be on the Justice Department's menu.
[01:44:16.870 --> 01:44:20.151]  So this is an unprecedented power grab.
[01:44:20.151 --> 01:44:21.452]  Darren, why do you think this is happening?
[01:44:22.657 --> 01:44:30.783]  Well, I mean, the larger context of it for the false narrative of January 6th and otherwise is to advance this domestic war on terror.
[01:44:30.783 --> 01:44:33.845]  I think that's been clear for a long time.
[01:44:33.845 --> 01:44:52.079]  And so January 6th, to the extent that they can frame it as this Trump insurrection and not the Fed's erection, which fundamentally I think it actually was, they can effectively smear over half the country as potential or de facto domestic terrorists.
[01:44:52.768 --> 01:45:02.016]  And therefore marshal the full weight and force of the American national security apparatus to silence and crush them.
[01:45:02.016 --> 01:45:02.877]  Perfectly said.
[01:45:02.877 --> 01:45:07.041]  So the outlawing of your opposition, the classic authoritarian move.
[01:45:07.041 --> 01:45:07.221]  Yep.
[01:45:10.259 --> 01:45:11.099]  Indeed.
[01:45:11.099 --> 01:45:11.579]  All right, Doc.
[01:45:11.579 --> 01:45:12.379]  Finish up on that point.
[01:45:12.379 --> 01:45:13.220]  I shouldn't have interrupted.
[01:45:13.220 --> 01:45:15.100]  Then we're going to let you go, and I'll talk to you Monday.
[01:45:15.100 --> 01:45:17.020]  We really appreciate your work at Revolver News.
[01:45:17.020 --> 01:45:26.582]  Well, I think I've said all that I wanted to say on that, but I look forward to coming on Monday and further discussing some of these cases.
[01:45:26.582 --> 01:45:29.783]  Well, let me ask you this, because you really get my... Go ahead.
[01:45:29.783 --> 01:45:30.463]  Yep.
[01:45:30.463 --> 01:45:31.963]  You really get my attention, though.
[01:45:31.963 --> 01:45:39.105]  Are you predicting that they're going to try to get some of these people to now lie about us to get out of jail?
[01:45:41.152 --> 01:45:42.413]  I wouldn't be surprised.
[01:45:42.413 --> 01:45:52.781]  I think that's one possible avenue that they can use to justify why they're not ultimately pursuing the seditious conspiracy charge to trial and conviction.
[01:45:52.781 --> 01:45:54.802]  All right, doctor.
[01:45:54.802 --> 01:45:55.383]  Thank you so much.
[01:45:55.383 --> 01:45:59.486]  In the case of Stuart Rhodes, I think the others are a different story.
[01:45:59.486 --> 01:46:01.387]  So I'm talking specifically about Rhodes.
[01:46:02.930 --> 01:46:10.520]  Yeah, because most people on Oath Keepers are great folks, and I think Stuart's still innocent until proven guilty, and we're going to have to suss all this out.
[01:46:10.520 --> 01:46:12.062]  Thank you so much.
[01:46:12.062 --> 01:46:12.843]  Thank you.
[01:46:12.843 --> 01:46:13.164]  Thank you.
[01:46:13.860 --> 01:46:16.742]  All right, Norm, I really appreciate you spending so much time with us.
[01:46:16.742 --> 01:46:19.704]  I'm going to try to give you the floor right now, because I'm always interrupting.
[01:46:19.704 --> 01:46:20.684]  You have so much to say.
[01:46:20.684 --> 01:46:24.387]  And then I've got some articles and things I want to go over here with you.
[01:46:24.387 --> 01:46:27.609]  But I mean, this is just an unprecedented, surreal time to be alive for me.
[01:46:27.609 --> 01:46:29.250]  I know that personally.
[01:46:29.250 --> 01:46:33.792]  And just the news today of MyPillow getting their banks taken away because of the FBI.
[01:46:33.792 --> 01:46:36.194]  I mean, I've heard the report, the bankers saying it.
[01:46:36.814 --> 01:46:42.939]  And all of this, and you've got DirecTV taking off OAN like a week, it was about a week ago.
[01:46:42.939 --> 01:46:45.521]  Biden said they shouldn't be on TV, to take them down.
[01:46:45.521 --> 01:46:50.624]  I mean, I guess he just says, I don't, who will rid me of this terrible person?
[01:46:50.624 --> 01:46:54.767]  I guess it goes back to Shakespeare's rendition of Julius Caesar.
[01:46:54.767 --> 01:46:56.589]  I mean, this is really obvious what's going on.
[01:46:56.997 --> 01:47:03.745]  First they came for Alex Jones, then they came for my pillow, then they went for One American News, and they'll come for you next.
[01:47:03.745 --> 01:47:06.369]  That's how I feel.
[01:47:06.369 --> 01:47:11.295]  If we are all terrorists, unless we toe the party line, that's a dystopia.
[01:47:13.397 --> 01:47:24.732]  You know, you and I may disagree about some of the vaccine politics, but my view is people have a right to consent or not about what gets pushed into their bodies, and the government ought not to have the right to tell people you must do it.
[01:47:24.732 --> 01:47:32.061]  But there is a republic of virtue taking place, and there is a new requirement for orthodoxy, and the Bill of Rights is threatened.
[01:47:32.821 --> 01:47:39.903]  There's a fascinating new book that just came out involving the new Civil War by Stephen Marsh, M-A-R-C-H-E.
[01:47:39.903 --> 01:47:41.824]  I encourage all of you to read it.
[01:47:41.824 --> 01:47:42.864]  It's a light read.
[01:47:42.864 --> 01:47:48.306]  I read it on an airplane ride on the way here from the East Coast to Mr. Jones' office.
[01:47:48.306 --> 01:47:58.549]  Marsh is a Canadian author, and one of the things he said in the book is, you know, maybe we need to have a new constitutional convention in the United States.
[01:47:58.549 --> 01:48:01.770]  Now that might have sounded like good news to you.
[01:48:02.430 --> 01:48:06.074]  But I think what Marsh meant is we needed to abandon the Bill of Rights.
[01:48:06.074 --> 01:48:17.304]  That the Bill of Rights stands now as a principal barrier to what's necessary for collective action in the name of existential threats, in his view, such as climate change and so forth.
[01:48:17.304 --> 01:48:19.186]  But here's the agenda.
