[00:00:00.089 --> 00:00:02.291]  The Liberal World Order!
[01:55:36.186 --> 01:55:38.607]  I mean, you already talked to it, but let's get right to it.
[01:55:39.667 --> 01:55:51.850]   Yeah, the aim is to give other Uh, counties, other municipalities, other folks that are suffering the confidence and the ability to declare that same sort of emergency, uh, same clear, same point of, uh, invasion.
[01:55:52.330 --> 01:56:02.773]  And hopefully that will build and force Governor Abbott to, to employ those, those forces under his, uh, commander in chief status under the Texas constitution, article four, section seven.
[01:56:03.273 --> 01:56:07.394]  And then we can actually have a border, at least in Texas that is protected.
[01:56:07.414 --> 01:56:15.003]   Uh, I'd also like to see the state of Texas enter into more Compacts under the Compacts Clause with states like Florida,
[01:56:15.003 --> 01:56:20.944]   Arizona, and then really from a security standpoint have the states, we the people, act
[01:56:20.944 --> 01:56:24.524]   outside the confines of the federal government but within the confines.
[01:56:24.524 --> 01:56:27.524]   Well that's right because of a power vacuum they're not doing their job, it's up to us
[01:56:27.524 --> 01:56:29.284]  under the federal system to do this.
[01:56:29.683 --> 01:56:31.684]  And for those that don't know, the U.N.
[01:56:31.724 --> 01:56:34.485]  says most dangerous border in the world totally collapsed.
[01:56:34.545 --> 01:56:36.305]  Mexican president says U.S.
[01:56:36.325 --> 01:56:38.206]  government's lost control by design.
[01:56:38.246 --> 01:56:40.827]  I mean, it's on record, it's got to be done.
[01:56:40.867 --> 01:56:42.428]  We can't just keep waiting for Washington.
[01:56:42.768 --> 01:56:45.749]  What do you think Abbott should do under this emergency if he does what's right?
[01:56:46.744 --> 01:57:00.815]  I think Abbott should do what Dwight D. Eisenhower did in the 1950s and deploy the entire Texas National Guard and enter into compacts with other states to rebut and shut down the border completely.
[01:57:00.835 --> 01:57:01.976]  I'm sympathetic.
[01:57:02.603 --> 01:57:05.445]  To people that want to come to the greatest country in the history of the world.
[01:57:06.045 --> 01:57:12.349]  I truly am, but I'm also sympathetic to the American citizens and we have to put the rights of the citizens above the rights of non-citizens.
[01:57:12.389 --> 01:57:15.731]  Well sure, the lockdowns, the globalist programs meant to collapse the borders.
[01:57:16.151 --> 01:57:18.292]  It's not going to help these people to flood us and collapse.
[01:57:18.613 --> 01:57:20.454]  We've got to control our border or we're not a country.
[01:57:21.514 --> 01:57:21.774]  Right.
[01:57:21.834 --> 01:57:23.295]  If you don't have a border, you don't have a nation.
[01:57:23.315 --> 01:57:27.718]  I mean, when I was a young man reading Michael Savage books, I learned that.
[01:57:28.400 --> 01:57:28.820]  Absolutely.
[01:57:28.640 --> 01:57:33.359]   borders, language and culture, it's very important that we have our border and if the federal
[01:57:33.359 --> 01:57:34.960]  government's not going to do it, and that's a misnomer.
[01:57:34.960 --> 01:57:40.079]   I mean, the federal government doesn't have this all-encompassing right to defend all
[01:57:40.079 --> 01:57:41.079]  international borders.
[01:57:41.079 --> 01:57:42.079]  I mean, that's a misnomer.
[01:57:42.079 --> 01:57:46.880]   In the Constitution, they have a right for the naturalization and immigration process.
[01:57:46.880 --> 01:57:48.359]  That doesn't include security.
[01:57:48.359 --> 01:57:49.359]  So we're taking this out of the conversation.
[01:57:49.359 --> 01:57:52.679]   So doesn't a citizen of your house being robbed by an illegal alien or by a citizen have a
[01:57:52.679 --> 01:57:54.359]  right to defend?
[01:57:54.359 --> 01:57:55.400]  Absolutely.
[01:57:55.400 --> 01:57:59.119]   You always have an inherent right to self-defense and that's, you know, taking on my national
[01:57:59.119 --> 01:58:03.600]   security law background and my background as a Navy JAG and operational law, that's
[01:58:04.575 --> 01:58:05.476]  I put it in that space.
[01:58:05.496 --> 01:58:07.177]  This is a national security law issue.
[01:58:07.597 --> 01:58:09.638]  This isn't an immigration and naturalization issue.
[01:58:09.658 --> 01:58:12.080]  This is a security issue.
[01:58:12.600 --> 01:58:17.964]  And as you know, the states, all powers not delegated to the federal government are reserved to the states.
[01:58:18.144 --> 01:58:18.724]  We the people.
[01:58:18.784 --> 01:58:21.586]  Police power is reserved to the states.
[01:58:21.606 --> 01:58:21.986]  10th Amendment.
[01:58:22.787 --> 01:58:23.147]  Correct.
[01:58:23.507 --> 01:58:27.710]  In the 10th Amendment, we have a right and a responsibility to defend our state, defend our border.
[01:58:27.974 --> 01:58:30.774]   defend our citizens. And it starts right there at the county level.
[01:58:30.774 --> 01:58:34.534]   County, the founders, this is why the founders were so brilliant.
[01:58:34.534 --> 01:58:37.893]   I mean, that's why we have the county sheriffs and the precincts and everything
[01:58:37.893 --> 01:58:40.653]  is is meant to be local government checks and balances.
[01:58:40.653 --> 01:58:43.253]  That's right. And we have forgotten that over time.
[01:58:43.253 --> 01:58:46.253]   And it's time we remind the American people and something like this
[01:58:46.253 --> 01:58:50.734]   to act within our lawful means and lawful abilities within the Constitution
[01:58:51.529 --> 01:58:53.849]  Well, Jonathan Houlihan, stay there one more segment.
[01:58:53.929 --> 01:59:02.971]  Congratulations with all the organizations and you and the great counties coming together, citizens, county citizens defending freedom, because you're getting a lot of attention right now.
[01:59:03.691 --> 01:59:07.612]  They're not just increasing the cost of energy and food.
[01:59:09.502 --> 01:59:11.723]  They've collapsed the third world into the United States.
[01:59:12.263 --> 01:59:13.423]  It's replacement migration.
[01:59:13.643 --> 01:59:17.944]  A giant group of underclass, permanent underclass taking control.
[01:59:18.825 --> 01:59:19.965]  They're exploiting these people.
[01:59:22.086 --> 01:59:26.607]  A lawyer who's heavily involved in this and a former veteran, Jonathan Houlihan, is joining us.
[01:59:27.127 --> 01:59:32.709]  Since I heard about this a few days ago when we were trying to line you up for the show, it has gotten a lot of attention all over big news.
[01:59:32.749 --> 01:59:36.846]   That is a Huge success right now, Jonathan.
[01:59:36.886 --> 01:59:42.130]  But again, for those that don't know what's happening, particularly on the Texas border, Arizona's bad as well.
[01:59:42.871 --> 01:59:44.272]  This press conference at 3 p.m.
[01:59:44.332 --> 01:59:47.294]  today, Owen Shorter is going to be covering it during the War Room, 3 p.m.
[01:59:47.314 --> 01:59:47.714]  Central.
[01:59:49.516 --> 01:59:50.637]  Give it to us with both guns.
[01:59:50.677 --> 01:59:52.178]  How bad is it for people that don't know?
[01:59:52.558 --> 01:59:57.602]  The U.N., I showed it earlier, says the most dangerous border in the world, bar none.
[02:00:00.404 --> 02:00:01.385]  It's absolutely out of control.
[02:00:01.404 --> 02:00:05.465]   Like I said earlier, I've been to Iraq and Afghanistan on their borders and it reminds
[02:00:05.465 --> 02:00:06.465]  me of that.
[02:00:06.465 --> 02:00:07.465]  It's a war zone.
[02:00:07.465 --> 02:00:08.465]  I mean, people are fleeing.
[02:00:08.465 --> 02:00:11.184]  They have nowhere to go in a lot of circumstances.
[02:00:11.184 --> 02:00:15.583]   It's a lot of our most vulnerable American citizens are suffering and bearing the brunt
[02:00:15.583 --> 02:00:16.583]  of it.
[02:00:16.583 --> 02:00:22.024]   We have non-governmental organizations that are funding this in a lot of ways, like certain
[02:00:22.024 --> 02:00:25.344]   groups like Catholic Charities are actually incentivized by the federal government to
[02:00:25.344 --> 02:00:31.904]   bring in a lot of these illegal aliens by warring them in federal contracts.
[02:00:31.904 --> 02:00:35.663]   So you can imagine the pull that's coming in from the United States.
[02:00:35.663 --> 02:00:38.943]  It's coming from not just Mexico, but south of the border.
[02:00:38.947 --> 02:00:43.091]  I mean, they're apprehending people from China, Iran, Iraq.
[02:00:43.191 --> 02:00:44.612]  Oh, whole groups of Afghans.
[02:00:44.692 --> 02:00:46.473]  I saw a number out of the State Department last week.
[02:00:47.074 --> 02:00:49.636]  25% of Central America now lives in the U.S.
[02:00:50.762 --> 02:00:55.667]  So, and a lot of these people are gotaways, or they don't even know who they are.
[02:00:55.687 --> 02:00:58.069]  I mean, this is a national security nightmare.
[02:00:58.450 --> 02:00:59.851]  You don't know who's entering your country.
[02:00:59.891 --> 02:01:09.841]  You don't know... We go through TSA checkpoints to fly from Austin to New York, or from New York to Albuquerque, or Albuquerque to St.
[02:01:09.881 --> 02:01:12.664]  Paul, but there's nothing at the border.
[02:01:13.851 --> 02:01:17.931]   Again, putting the rights of the non-citizen above the rights of the American citizen.
[02:01:17.931 --> 02:01:22.530]   And think about in Texas, we have really high property taxes and you hear people complaining
[02:01:22.530 --> 02:01:23.530]  about all the time.
[02:01:23.530 --> 02:01:25.811]  So I try and make those connections for people.
[02:01:25.811 --> 02:01:30.370]   Well, the reason we have bonds, the reason we have highway bonds, school bonds, hospital
[02:01:30.370 --> 02:01:32.931]  bonds, all this infrastructure, additional infrastructure.
[02:01:32.701 --> 02:01:38.539]   we have to buy is because non-citizens that haven't paid into the system are coming in.
[02:01:38.539 --> 02:01:43.740]   So it's not just, it is a huge national security issue, but it's also just fundamental fairness
[02:01:43.740 --> 02:01:45.740]  about putting the rights of American citizens.
[02:01:45.740 --> 02:01:49.420]   And this is really just new welfare people to be brainwashed and controlled.
[02:01:49.420 --> 02:01:53.420]   I mean, any day you go to the border now, it's just solid masses pouring across.
[02:01:53.420 --> 02:01:58.060]   Yeah, and they have us, what bothers me the most about it is the smile on their face,
[02:01:58.060 --> 02:02:01.020]  that they know that the rule of law is broken down.
[02:02:01.241 --> 02:02:02.242]  There's no consequence.
[02:02:03.122 --> 02:02:08.246]  And you've got the leftist NGOs in charge of the Border Patrol now managing the giant facilities.
[02:02:08.266 --> 02:02:08.887]  We've been down there.
[02:02:09.547 --> 02:02:12.289]  Literally, former Soros group heads run all this now.
[02:02:13.490 --> 02:02:16.372]  Yeah, when I was in Roma, we were right there on the border.
[02:02:16.392 --> 02:02:19.034]  I was there with Colonel Allen West when he was running for governor.
[02:02:19.475 --> 02:02:31.801]   And we saw just a line of folks coming up and actually the Texas National Guard They had radios, they were talking with the coyotes, they were allowing them to come over, they were helping them out of the boats, which is a crime, by the way, under Title VIII.
[02:02:32.701 --> 02:02:36.345]  And then they were ushering them up to the NGOs.
[02:02:36.385 --> 02:02:41.149]  You've got the bureaucrats in charge of the Border Patrol directing the human smuggling right in front of you.
[02:02:41.910 --> 02:02:43.171]  Yeah, it's absolutely a travesty.
[02:02:43.211 --> 02:02:50.858]  And it's clear to see from anybody that's been in the military what's going on, they'll send a whole mass of family units across with children.
[02:02:51.226 --> 02:02:52.588]  They sent them out a hundred at a time.
[02:02:53.069 --> 02:02:59.198]  Down the river you have the fentanyl and the other things being smuggled in areas where the Border Patrol is tied up.
[02:02:59.859 --> 02:03:03.705]  And everyone I know including me has friends and family that died of fentanyl.
[02:03:03.786 --> 02:03:06.370]  I mean we're literally being chemical weaponed by it.
[02:03:07.810 --> 02:03:08.831]  Yeah, that's the invasion.
[02:03:09.071 --> 02:03:17.580]  And if you go back to the CCP book, Unconventional Warfare, then it's clear this is part of the drug war.
[02:03:17.640 --> 02:03:25.168]  It's part of the, you know, the CCP gets opioid chemicals and fentanyl chemicals into the hands of the cartels, they smuggle them across.
[02:03:25.528 --> 02:03:29.889]   So it's part of this larger kind of cold war between the United States and China.
[02:03:29.889 --> 02:03:34.927]   And George Soros DA's in every major city, almost every major city, including Austin,
[02:03:34.927 --> 02:03:38.927]   where I live, lets them go the next day. You're found with backpacks of fentanyl,
[02:03:38.927 --> 02:03:41.488]  enough to kill 20,000 people and you're let go like that.
[02:03:41.488 --> 02:03:47.168]   Yeah, and I feel bad for Attorney General Kim Pax in a lot of ways because he's almost helpless
[02:03:47.168 --> 02:03:52.047]   to prosecute these corrupt county officials because, you know, he falls in the executive
[02:03:52.047 --> 02:03:58.847]   branch of the Texas government and he doesn't have statewide authority to go and prosecute.
[02:03:59.038 --> 02:04:00.319]  So what do we need to do, Jonathan?
[02:04:00.900 --> 02:04:02.761]  We need to make a big noise about this.
[02:04:03.262 --> 02:04:05.764]  We need to get more counties to join, more cities to join.
[02:04:06.165 --> 02:04:10.489]  We need to point out that this is literally the collapse of the U.S.
[02:04:10.509 --> 02:04:12.271]  What else do we do?
[02:04:12.311 --> 02:04:13.132]  You are absolutely correct.
