[00:00.000 --> 00:20.800]  Infowars, the most banned network in the world.
[2:42:50.400 --> 2:43:00.240]  the entire hold on hold on hold on steve quill incredible information think about a world without
[2:43:00.240 --> 2:43:06.880]  info wars just take a moment and sit back and think about all the incredible guests and callers
[2:43:06.880 --> 2:43:14.320]  and stories we've broken together this family that is info wars think about how info wars is cited by
[2:43:14.320 --> 2:43:20.880]  joe rogan and tucker carlson and bolson aro and other foreign leaders like nigel farage as being
[2:43:20.880 --> 2:43:29.440]  the main impetus towards firing up their main base to defeat the new world order the only reason
[2:43:29.440 --> 2:43:35.280]  humanity's still in the fight today is because the viewers and listeners of this broadcast
[2:43:35.280 --> 2:43:41.920]  have taken action and supported the show i don't take the credit i give you the credit the credit
[2:43:41.920 --> 2:43:46.960]  and now info wars is facing its darkest hours it isn't going to give up without your support we
[2:43:46.960 --> 2:43:54.000]  can be shut down please go to save info wars dot com today save info wars dot com today and donate
[2:43:54.000 --> 2:44:02.800]  for our legal defense fund ladies and gentlemen the biggest sale of 2022 is now live at info war
[2:44:02.800 --> 2:44:09.840]  store dot com it's the info war store super sale 40 to 50 off all products in the store
[2:44:09.840 --> 2:44:16.240]  survival shield x3 sold out for almost six months back in stock 50 percent off brain force ultra
[2:44:16.240 --> 2:44:22.480]  back in stock 50 percent off brain force plus back in stock 50 percent off dna force plus back
[2:44:22.480 --> 2:44:27.200]  in stock 50 percent off fizzing magnesium both of the highest quality types of magnesium nobody
[2:44:27.200 --> 2:44:32.480]  else has got that 50 percent off organic greens fiber caps highest quality 50 percent off super
[2:44:32.480 --> 2:44:37.200]  mill vitality field of vitality 50 percent off ultimate creole back in stock 40 percent off
[2:44:37.200 --> 2:44:42.400]  knockout sleep support 40 percent off it goes on and on vitamin d three gummies 40 percent off
[2:44:42.400 --> 2:44:47.520]  vasovics 40 percent off open fish oil 40 percent off you need to do this for your immune system
[2:44:47.520 --> 2:44:52.400]  is falling winter plus it funds the info war thank you for your support the only way you lose is not
[2:44:52.400 --> 2:44:57.200]  going to info war store dot com and getting 40 to 50 percent off on all these amazing products
[2:44:57.200 --> 2:45:03.360]  the biggest sale of 2022 is now live it's only running in the last week of september and the
[2:45:03.360 --> 2:45:08.960]  first week of october dozens of our best selling products are finally back in stock and they're
[2:45:08.960 --> 2:45:15.520]  40 to 50 percent off across the board and the most important of them all is survival shield x3
[2:45:15.520 --> 2:45:21.520]  all three types of the very best iodine documented to not just boost your libido your stamina your
[2:45:21.520 --> 2:45:26.880]  health your energy your cells your immune system but to overall give you more energy it's the
[2:45:26.880 --> 2:45:34.320]  foundation of everything from energy to fertility x3 50 percent off is finally back in stock
[2:45:34.320 --> 2:45:39.040]  exclusively at info war store dot com you've heard the callers you've seen the rave reviews
[2:45:39.040 --> 2:45:45.360]  now experience x3 for yourself exclusively at info war store dot com 50 percent off and while
[2:45:45.360 --> 2:45:49.200]  you're there check out some of the other great products that are finally back in stock and massively
[2:45:49.200 --> 2:45:54.880]  discounted as well part of the info war store super sale running for two weeks only again
[2:45:54.880 --> 2:46:02.240]  x3 back in stock 50 percent off by the will of god and by god working through you and your support
[2:46:02.240 --> 2:46:07.760]  info wars continues to persevere against the tax never before seen in the western world
[2:46:07.760 --> 2:46:12.160]  against independent media thanks for keeping me in the fight and over the years you have come to
[2:46:12.160 --> 2:46:17.200]  the table you have stepped to the plate so many times and kept info wars and free speech on the
[2:46:17.200 --> 2:46:22.320]  air and i thank you but now i have my own legal bills that have reached the point that i can't
[2:46:22.320 --> 2:46:27.680]  pay them now need your support so if you want to keep this operation moving forward if you want to
[2:46:27.680 --> 2:46:34.560]  back me this fight against the globalist please visit save info wars dot com and save info wars
[2:46:34.560 --> 2:46:41.440]  dot com takes you to a url that gives him go for direct alex jones legal defense fund this whole
[2:46:41.440 --> 2:46:46.800]  phase of their attacks four years in the making is almost over and right at the end we're not giving
[2:46:46.800 --> 2:46:52.240]  up we're not giving in but we could give out so please if you support we're doing i want to fight
[2:46:52.240 --> 2:46:59.040]  for liberty and freedom and just in the future go to save info wars dot com today leading a frontal
[2:46:59.040 --> 2:47:17.440]  assault on the lies of the new world order it's alex jones
[2:47:20.480 --> 2:47:25.200]  there's so much huge news unfolding in the world i'm not even talked about
[2:47:25.200 --> 2:47:31.520]  they said the first five minutes the show i spent like 20 seconds on it the show trials
[2:47:31.520 --> 2:47:35.280]  run by the democrats while i was already found guilty for questioning sandia where they lied
[2:47:35.280 --> 2:47:39.040]  of everything i said and did the lawyers asked yesterday and i've actually got the paperwork
[2:47:39.040 --> 2:47:46.960]  for the lawyers here my lawyers they actually asked for 8.25 billion just on the first charge
[2:47:46.960 --> 2:47:53.520]  of reputational loss they asked for an unlimited amount on emotional distress and then a cup of
[2:47:53.520 --> 2:47:59.840]  false advertising claim that nothing to do with with with with with sandy hook that all our advertising
[2:47:59.840 --> 2:48:03.840]  is criminal they asked for billions there i don't have two million dollars in the bank so it's a
[2:48:03.840 --> 2:48:08.480]  joke at the end of the day with all this nuclear war information the rest of it but it shows how
[2:48:08.480 --> 2:48:13.840]  desperate they are plus connecticut and texas are capped at five million dollars they want that number
[2:48:14.400 --> 2:48:20.160]  to scare people say how are you handling all this i'm 10 000 worried about nuclear war i'm not
[2:48:20.160 --> 2:48:24.800]  even one percent worried about this bs ladies and gentlemen but i'm still going to cover some of
[2:48:24.800 --> 2:48:28.480]  those it's so interesting at the start of the next hour ever steve qual leaves us but what do they
[2:48:28.480 --> 2:48:34.640]  say in there in the texas trial in the connecticut they're like he tells you the water's poisonous
[2:48:34.640 --> 2:48:41.760]  and sells water filters as if it's a manipulation it'd be like if prospectors were going into the
[2:48:41.760 --> 2:48:47.200]  condyce or something 150 years ago and they said hey you might want to buy a coat before you go there
[2:48:47.200 --> 2:48:51.760]  and i'm selling coats you know the trails for the gold mine i mean you need a coat you need boots
[2:48:51.760 --> 2:48:56.320]  you need a pickaxe uh the question is this is a good coat is it a good pickaxe and damn right it is
[2:48:56.880 --> 2:49:01.840]  as if it's a manipulation we overtly say the water's full of toxins you better be filtering your
[2:49:01.840 --> 2:49:07.920]  water here are several brands of top rated water filtration systems at prepare today dot com we
[2:49:07.920 --> 2:49:13.040]  openly say the world's getting more unstable you need a satellite dongle or a satellite phone
[2:49:13.040 --> 2:49:17.360]  i've got one yeah we're selling it to you to keep us on air we have them we believe in it
[2:49:18.160 --> 2:49:22.880]  it's like you know i hate to be gross here but if you were being forced to the navy or something
[2:49:22.880 --> 2:49:27.520]  in some you know right of passage to be with some prostitute that's got gonorrhea you better wear
[2:49:27.520 --> 2:49:34.960]  a condom you know we are literally here just warning people about what's going on and then
[2:49:34.960 --> 2:49:39.600]  trying to get you prepared for what we see happening i told you two and a half years ago
[2:49:39.600 --> 2:49:44.720]  buy swarable food food prices are going to double now they have it's all over the news that most
[2:49:44.720 --> 2:49:49.040]  water systems are full of toxic poisons now you should be filtering it we saw the highest rated
[2:49:49.040 --> 2:49:52.640]  that's what you got to check everybody needs water filter but isn't the highest rated
[2:49:52.640 --> 2:49:56.480]  prepare today dot com high quality swarble food ready to ship the lowest prices you're going to
[2:49:56.480 --> 2:50:01.600]  find but i got to tell you they've been a sponsor they've been trying to get me to even plug on
[2:50:01.600 --> 2:50:05.920]  air i've been so busy i haven't but now it's reminded what steve quill was coming on today
