[00:00.000 --> 00:18.000]  Infowars. Tomorrow's news. Today.
[2:18:35.160 --> 2:18:50.160]  At a very rare sale of 10% off site wide, not just affordable food, but survival and preparedness items is happening right now. 10% off at preparetoday.com and on top of it, any order above $99 gets free shipping.
[2:18:50.160 --> 2:18:56.160]  That is a huge part of the cost of affordable food. So go to preparedtoday.com and protect yourself and your family while you still can.
[2:18:56.160 --> 2:19:05.160]  Ladies and gentlemen, if millions of people get this book, our funding problems will be over and it's starting to happen. That's why I said, yeah, go to infowarstore.com, get the book and start shipping in a couple weeks.
[2:19:05.160 --> 2:19:11.160]  The Great Reset and the War for the World. But I said go to Amazon because it's the number one book chart in the world.
[2:19:11.160 --> 2:19:19.160]  And if it goes to number one, not a political, not of history, not of U.S. history, it's already number one over 40 categories like political science, you name it.
[2:19:19.160 --> 2:19:32.160]  40 plus categories is number one. Ladies and gentlemen, drum roll, please, of books in the world. The Great Reset and the War for the World is 1, 2, 3, 4, 5, 6, 7, 8, 9.
[2:19:32.160 --> 2:19:43.160]  We are now number nine in the world. Woo! This is major. This is political. This could fund our war chest. Just go to amazon.com, everybody.
[2:19:43.160 --> 2:19:51.160]  And by 10 copies, send this blueprint to the Death Star and the New World Order. Because you read this, you know their whole plan, how to stop them.
[2:19:51.160 --> 2:20:16.160]  It's not the Great Reset and the War for the World now. It's going to go to number one. What do you make of that?
[2:20:16.160 --> 2:20:36.160]  We're getting right into it, you know, globalism versus nationalism. This is the question. And in the last second when I said that, I believe it's my opinion that the three pillars of the globalist business model are and always have been the same.
[2:20:36.160 --> 2:20:52.160]  You have slavery, the slave trade, the drug trade, and piracy. And, you know, something very, very manipulative has taken place or took place post-World War II when they used Hitler as the ultimate scapegoat.
[2:20:52.160 --> 2:21:09.160]  Not to say that Hitler wasn't an evil man and didn't do atrocious things. It's just to say that it's very clear looking back and retrospect that the shift around international politics used Hitler in a very advantageous way.
[2:21:09.160 --> 2:21:24.160]  And let me, let's just go through some of them. The slave trade and people will say, oh, right wingers make this, you know, have this problem as well and go, oh, you're not enslaved today. You should be thankful you live in America.
[2:21:24.160 --> 2:21:36.160]  America is the greatest country on earth and you have privilege beyond belief and imagine living in some third world country where you live in a hut and you, you know, drink water with my father.
[2:21:36.160 --> 2:21:55.160]  Sorry, that's a bad right-winger voice. I'm, you know, not trying to be condescending, but it's frustrating because we can't let the opposition frame the way that we look and speak at issues because it hinders our ability to spread a genuine ministry
[2:21:55.160 --> 2:22:13.160]  and to open up our tent for genuine growth, not for salacious talking points and rhetoric, no, genuine growth. And that's what I've always respected about Alex Jones is although some of the things may sound crazy, you can tell
[2:22:13.160 --> 2:22:29.160]  from the process of thought that Alex is really trying to understand these things at a nuanced and detailed level. And if you don't want to understand these things at a nuanced and detailed level, then you have decided and conceded to be a fool.
[2:22:29.160 --> 2:22:48.160]  I'm not willing to be a fool. Alex isn't willing to be a fool. Many people who watch Info Wars are not willing to be fools. But I think in general, at mass, many people want to have an emotional, an emotional investment in political conversations
[2:22:48.160 --> 2:23:01.160]  and aren't willing to look at the nuance and that that's a big issue. So you have people say, you should feel privileged to live in America. No, America is not the greatest country on earth or in history because of its practice.
[2:23:01.160 --> 2:23:15.160]  It's because of its ideals. There's a difference between ideals and the application of the problem with the liberal establishment and the Democrat platform or the Marxist platform or the globalist platform or the New World Order,
[2:23:15.160 --> 2:23:29.160]  is that they presume that the very fundamental ideals of America are illegitimate and that's where the distinct line in the sand should be drawn.
[2:23:29.160 --> 2:23:45.160]  Anybody, like Abandoned, for example, or Alex Jordan, all of us have strong critiques about how the application of power or institutions is used in this country to undermine American citizenship.
[2:23:45.160 --> 2:24:03.160]  And I say that because, I mean, let's look at the slave trade and many people go, oh, you're not slaves, especially me as a black man. They'll go, don't say you're a slave or all of the athletes who equate, you know, let's say, the unequal distribution of ownership and pro sports.
[2:24:03.160 --> 2:24:10.160]  You're not a slave. You make millions of dollars. I won't care at the post office. I can barely keep my lights on. That's not the athlete's fault.
[2:24:10.160 --> 2:24:20.160]  Okay, grow some balls, go down to your city hall, knock on some doors, organize some political campaigns. 65% of you don't even vote out there.
[2:24:20.160 --> 2:24:33.160]  There's more people who have an opinion on the Internet than vote in this country. So I'm not, you know, I hear these complaints online, you know, through the airwaves and I look at them with a side eye because I go,
[2:24:33.160 --> 2:24:42.160]  more people complaining than actually doing something like running for office, you know, will the Uniparty cheat me? Did they cheat me? Probably.
[2:24:42.160 --> 2:24:49.160]  Is the fixed hand from the vote? Yeah, okay, but we don't resign. This movement isn't a resignationist movement.
[2:24:49.160 --> 2:25:02.160]  We don't resign from the things that have become corrupted. We fix them. We go in, we roll our sleeves up, we put our hands in the mud, and we mine out what we need to mine out in order to move forward.
[2:25:02.160 --> 2:25:16.160]  So slavery, for example, well, you're not slaves. All that happened in this country was that we went from being slaves and chains to wage slaves.
[2:25:16.160 --> 2:25:33.160]  And the scope of slavery expanded from being blacks, predominantly blacks, to all the working class. Very simple. Very simple maneuver. Oh, no more chains.
[2:25:33.160 --> 2:25:49.160]  Oh, there's a movement, there's a political movement coming that, that has convinced or manufactured a consent that the chain, the brutality of slavery is no longer acceptable.
[2:25:49.160 --> 2:25:59.160]  Fine. Fine, we'll take the chains away. That's not a, that's not a problem. As long as the result is still the same. And the result is still the same.
[2:25:59.160 --> 2:26:13.160]  And you are a wage slave. If you work at the post office, you're a wage slave. If you are, you know, if you're a teacher, in some respects, the teachers unions are rough too, but you're a wage slave, a police officer, you're a wage slave.
[2:26:13.160 --> 2:26:22.160]  The working class have become wage slaves under a globalist initiative, which really was put in place post World War II. You go back, you look at the Bretton Woods Conference.
[2:26:22.160 --> 2:26:31.160]  The Bretton Woods Conference gave birth to what would become the World Bank and the IMF. Many people don't even know about the Bretton Woods Conference.
[2:26:31.160 --> 2:26:50.160]  I'm just giving you things to go look at. So the slave trade has changed. That's one narrative that has been slightly, slightly, you know, amended to achieve the same result, but, but, but confused the average American citizen.
[2:26:50.160 --> 2:27:15.160]  How about the drug trade as the next example? And yeah, I mean, the drug trade is same as it's always been other than, you know, the new form of the drug trade is the manufactured digital online, online user experience intended to mainline dopamine.
[2:27:15.160 --> 2:27:25.160]  Okay, formally known as the Internet now referred to as the Internet of Things, the Fourth Industrial Revolution, the Great Reset, so on and so forth.
[2:27:25.160 --> 2:27:35.160]  But we can trace it. It's the same model. Let's go all the way back to the opium wars, right, the opium war that we fought against China that we're still fighting against China.
[2:27:35.160 --> 2:27:52.160]  And actually, they're paying us back for it right now. Have all the fentanyl you want, America, and your, and your, and your globalist sellout, uniparty elites in DC and on Wall Street, they're more than willing to open your borders to as much fentanyl as you, as you can possibly take.
[2:27:52.160 --> 2:28:04.160]  That's warfare by that's that's warfare by asymmetrical means, right, because the death of a culture, the destruction of a culture is better than the destruction of army and one usually precludes the other.
[2:28:04.160 --> 2:28:09.160]  So we got the slave trade has been shifted, we got the drug trade that's been shifted.
[2:28:09.160 --> 2:28:21.160]  And the final one is piracy. This is the business my piracy is the same as it's always been before it was nautical conquest, we show up on your shores, we kill as many people as we need to, we take your natural resources.
[2:28:21.160 --> 2:28:37.160]  And now we wage wars to an international collaborative in pursuit of democracy, social justice and environmentalism. Globalism, that's globalism, got nothing to do with Jews, got nothing to do with anti Semitism.
[2:28:37.160 --> 2:28:45.160]  It's a very structured business model that has people from all nationalities, colors and creeds from here to Beijing.
