[00:00:00.069 --> 00:00:01.751]  This is InfoWars, right?
[01:48:25.276 --> 01:48:27.598]  We just bought some sex on Instagram.
[01:48:27.598 --> 01:48:28.899]  We just sold some sex.
[01:48:28.899 --> 01:48:32.221]  We use sex to sell a product, but we don't like Balenciaga.
[01:48:32.221 --> 01:48:32.822]  Shut up!
[01:48:33.562 --> 01:48:34.323]  Shut up!
[01:48:34.323 --> 01:48:36.425]  I'm throwing the tablets right now.
[01:48:36.425 --> 01:48:37.005]  Shut up!
[01:48:37.005 --> 01:48:44.111]  Instagram is about prostitution, and everyone involved in any version of the sex business is as bad as the pedophiles.
[01:48:44.111 --> 01:48:46.133]  So everyone, shut up!
[01:48:46.133 --> 01:48:46.293]  Yeah.
[01:48:47.495 --> 01:48:48.096]  I'm listening.
[01:48:48.096 --> 01:48:48.977]  Yeah.
[01:48:48.977 --> 01:48:55.424]  So think of all the thousands of topics we can cover in the limited time we have as you're about to get on a plane and go back to another state and do some new stuff.
[01:48:55.424 --> 01:48:56.705]  What else is on your radar?
[01:48:56.705 --> 01:48:57.566]  Because there's a lot.
[01:48:57.566 --> 01:48:59.048]  What do you think about the Ukraine war?
[01:48:59.048 --> 01:49:00.870]  What do you think about the devaluation of the dollar?
[01:49:00.870 --> 01:49:02.592]  What do you think about FTX and Bitcoin?
[01:49:02.592 --> 01:49:03.453]  There's so many topics.
[01:49:06.195 --> 01:49:11.237]  Well, yeah, in terms of Ukraine and Russia, I haven't really seen so much of that in the news.
[01:49:11.237 --> 01:49:12.678]  I'm, of course, pro-Putin.
[01:49:12.678 --> 01:49:14.939]  I'm very pro-Russia.
[01:49:14.939 --> 01:49:15.940]  I am also.
[01:49:15.940 --> 01:49:18.101]  Let's go, yeah.
[01:49:18.101 --> 01:49:24.083]  You know, you see that this is just an extension of the United States' neocon establishment, New World Order-type stuff.
[01:49:24.083 --> 01:49:27.305]  What does Putin say about America's value system?
[01:49:27.865 --> 01:49:40.974]  So, he said in his speech when he annexed those two breakaway provinces and he annexed the Donbass, he said in his speech that we have totally abandoned traditional values, traditional faith, and that we've actually embraced full-on Satanism.
[01:49:40.974 --> 01:49:41.814]  And he's totally right.
[01:49:41.814 --> 01:49:43.015]  Well, it's true.
[01:49:43.015 --> 01:49:44.496]  America's embracing Satanism.
[01:49:44.496 --> 01:49:46.598]  But Jesus is alive.
[01:49:47.566 --> 01:49:49.769]  And these things are going to pull.
[01:49:49.769 --> 01:49:51.871]  It's a movement.
[01:49:51.871 --> 01:49:54.594]  God, the devil is a defeated foe.
[01:49:54.594 --> 01:49:57.517]  We're not even going to speak any of that into existence.
[01:49:57.517 --> 01:50:05.265]  God runs the world and it's freedom fighters for Christ like us today that are going to stop it right now and say, we got to start here.
[01:50:05.265 --> 01:50:07.167]  Each one of us, we are the church.
[01:50:08.106 --> 01:50:10.087]  We are the priests of our homes.
[01:50:10.087 --> 01:50:14.450]  All the men's are the priests of their homes and everyone is the body of Christ and we start here.
[01:50:14.450 --> 01:50:34.064]  Sin, it's like we're a glass of water and sin is like throwing acid and used plastic and stepped on bugs in a glass and then you want to pour some water in and it tastes bad so what you want to cover it with an alcohol flavor or with some food coloring or with a sexy outfit or something and then you want to just keep on drinking that sin and
[01:50:34.404 --> 01:50:34.644]  Thank you.
[01:50:54.304 --> 01:51:05.832]  The newer version, the amended Constitution that me and Nick are rewriting and working on right now, and the ideas of purifying our system because we need will and expertise.
[01:51:05.832 --> 01:51:06.573]  Well, let's talk about that.
[01:51:06.573 --> 01:51:08.694]  You say you're going to run for president in 2024.
[01:51:08.694 --> 01:51:13.297]  I'm not, Alex, you're really good at stating things in a way that you get you sued.
[01:51:13.297 --> 01:51:14.238]  So.
[01:51:14.238 --> 01:51:16.399]  No, I thought you're announcing for president, right?
[01:51:16.399 --> 01:51:19.281]  No, I'm not announcing.
[01:51:19.281 --> 01:51:19.462]  Alex.
[01:51:20.322 --> 01:51:21.923]  Love you, love you, love you.
[01:51:21.923 --> 01:51:33.391]  What I'm saying with the conversation that we're having about a possible 2024 walk and a victory at the office.
[01:51:33.391 --> 01:51:42.758]  America, I'm putting everything on the line for the truth to bring you a cleaner system.
[01:51:42.758 --> 01:51:46.501]  Our system has been dirtied and muddied and destroyed.
[01:51:47.299 --> 01:51:56.636]  I am not the oldest, I am not the most knowledgeable Christian, and I'm not the most knowledgeable politician, but I am truthful.
[01:51:56.636 --> 01:51:59.941]  I'm nobody's hard- No, no, I believe that what I was trying to get to is what is your platform?
[01:52:00.970 --> 01:52:03.451]  And you text me your platform, it makes a lot of sense.
[01:52:03.451 --> 01:52:09.533]  Well, it starts here with the Bible, and we're going to work through this with our designers.
[01:52:09.533 --> 01:52:14.795]  We're going to approach America like Steve Jobs approached Apple.
[01:52:14.795 --> 01:52:22.298]  We are the youngest startup in history, but we're the world power because of our military, and mainly because of our naval force.
[01:52:22.298 --> 01:52:26.700]  And it shows how smart and how powerful Americans are.
[01:52:26.700 --> 01:52:29.521]  The engineering, the sheer engineering, we invented Apple,
[01:52:30.041 --> 01:52:39.804]  We have the strongest military, and now we have to take that same type of sensibility, take it out of Wall Street's hands, and give it to the people.
[01:52:39.804 --> 01:52:47.087]  That engineering mind that created the trams, that made Disney, that made Pixar, that made Lucasfilms, that made Apple.
[01:52:47.087 --> 01:52:57.430]  That engineering mind, these minds that we have, are going to be brought together to cure America, and then we will influence the rest of the world into
[01:52:58.190 --> 01:53:18.700]  Higher consciousness and into peace and I agree we were given that birthright and somehow it's been lost I'm gonna talk about that and after you leave soon We're gonna have Owen and everybody else myself stay here and continue on and take calls as long as you can stay and I gotta go soon But I wanted to bring in Owen Schroeder and Ali Alexander who helped get you here for their take and any questions They've got for yay because you guys have great questions great comments.
[01:53:18.700 --> 01:53:21.241]  So Owen Schroeder and Ali Alexander
[01:53:22.381 --> 01:53:33.006]  I'll hold my questions for Ye later, because I kind of want to come in, because we have a lot of eyes on this transmission right now, and there's a lot of people sharing their opinions on the internet with this right now.
[01:53:33.006 --> 01:53:43.131]  And so I kind of just want to, you know, I just want to take a step back and just say, look, we're in a difficult realm with what we're doing here today, trying to balance fun and seriousness, because we are serious people.
[01:53:43.131 --> 01:53:45.852]  We have serious missions and goals, but we also want to have fun.
[01:53:45.852 --> 01:53:46.713]  We don't want to hate life.
[01:53:46.713 --> 01:53:49.014]  We want to enjoy life, and we want other people to enjoy life.
[01:53:49.574 --> 01:53:56.698]  And when I see the response on the internet from the haters and the people getting angry today, I'm just a little perturbed.
[01:53:56.698 --> 01:53:58.339]  Let Ye speak!
[01:53:58.339 --> 01:53:59.360]  Let the man speak!
[01:53:59.360 --> 01:54:03.062]  You may not agree with what he has to say, but why don't you want him to speak?
[01:54:03.062 --> 01:54:03.802]  I don't get it.
[01:54:03.802 --> 01:54:05.183]  Same thing with Alex Jones.
[01:54:05.183 --> 01:54:07.164]  Why don't you want Alex to speak?
[01:54:07.164 --> 01:54:08.905]  What is wrong with you?
[01:54:08.905 --> 01:54:09.745]  Why are you so angry?
[01:54:09.745 --> 01:54:11.486]  Why are you so serious all the time?
[01:54:11.486 --> 01:54:13.327]  If you don't like what they say, tune it out.
[01:54:13.327 --> 01:54:14.508]  But here's what gets me, Alex.
[01:54:14.508 --> 01:54:15.068]  This is what bothers me.
[01:54:16.369 --> 01:54:18.992]  It's bothered me with the attacks on you over the years.
[01:54:18.992 --> 01:54:21.715]  It bothers me with the attacks we see on Ye today.
[01:54:21.715 --> 01:54:27.522]  Whether you agree with everything he said or disagree with everything he said, let's get our priorities straight here, okay?
[01:54:27.522 --> 01:54:31.646]  If you're upset with what Kanye West has said today, let me remind you that Kanye West...
[01:54:33.328 --> 01:54:34.989]  Let me correct that.
[01:54:34.989 --> 01:54:35.570]  Yay.
[01:54:35.570 --> 01:54:43.295]  If you're upset with anything Yay has said here today, Yay is not the person in Chicago shooting people every night, teenagers, innocent people dying.
[01:54:43.295 --> 01:54:45.376]  Yay is not the person in D.C.
[01:54:45.376 --> 01:54:48.218]  in Congress selling this country out for decades.
[01:54:48.218 --> 01:54:53.982]  Yay is not the person with big pharma that's killed millions of people with their products.
[01:54:53.982 --> 01:54:59.225]  It's all come out in court that still has influence to mandate their products on the people.
[01:54:59.225 --> 01:55:00.666]  That's not Yay.
[01:55:00.666 --> 01:55:03.188]  Yay is not the one that's lying to us
[01:55:03.288 --> 01:55:04.169]  That's right.
[01:55:22.330 --> 01:55:25.792]  And I don't even think you have the capability to enjoy life anymore.
[01:55:25.792 --> 01:55:28.213]  And you need to take a serious look and reflection in the mirror.
[01:55:28.213 --> 01:55:29.313]  Well, they're against free will.
[01:55:29.313 --> 01:55:32.055]  They're against free open discussion, which shows they're evil.
[01:55:32.055 --> 01:55:36.417]  And anyone going along with censoring somebody's speech is a fraud and enemy of the people.
[01:55:36.417 --> 01:55:45.861]  But we are, the people are not evil, it's Satan that controls the people and puts demonic blocks so when you see the truth in front of you, you can't even hold the truth.
[01:55:46.321 --> 01:55:47.603]  Like, it's demonic blocks.
[01:55:47.603 --> 01:55:51.968]  I can go to Kim and say, hey, put your family first.
[01:55:51.968 --> 01:55:53.831]  You have someone who loves you.
[01:55:53.831 --> 01:55:54.672]  Put us first.
[01:55:54.672 --> 01:55:55.993]  Put your children's first.
[01:55:55.993 --> 01:55:59.938]  And it's demonic blocks bringing her into traumatic
[01:56:01.380 --> 01:56:02.601]  You know, everything.
[01:56:02.601 --> 01:56:03.941]  She was pushing to the sex tape.
[01:56:03.941 --> 01:56:09.223]  She's pushing to saying that she had sex with Pete Davidson in front of a fireplace.
[01:56:09.223 --> 01:56:11.204]  Hulu does not love you, Kim.
[01:56:11.204 --> 01:56:12.764]  Disney does not love you, Kim.
[01:56:12.764 --> 01:56:13.765]  Come home, Kim.
[01:56:13.765 --> 01:56:15.085]  Come home to Christ.
[01:56:15.085 --> 01:56:15.805]  Go to God.
[01:56:15.805 --> 01:56:16.586]  Go to Jesus.
[01:56:16.586 --> 01:56:20.567]  Because you saying you might not ever or marry somebody great.
[01:56:20.567 --> 01:56:23.088]  Go, go marry Tom Brady, whatever you want to do.
[01:56:23.088 --> 01:56:25.249]  But get married and use your platform
[01:56:25.689 --> 01:56:25.949]  I think?
[01:56:45.203 --> 01:56:47.604]  Making people mad, outraged, going out on the street.
[01:56:47.604 --> 01:56:48.625]  We're so outraged.
[01:56:48.625 --> 01:56:53.027]  But you're not doing anything yourself to change it and follow God and follow Christ.
[01:56:53.027 --> 01:56:56.108]  We haven't said anything against the Word of God today.
[01:56:56.108 --> 01:56:57.869]  God says, love everyone.
[01:56:57.869 --> 01:57:04.913]  So if I say, I love the Zionists that cancelled my account, then I can say, I love, I did not consent.
[01:57:04.913 --> 01:57:06.233]  I do love Hitler.
[01:57:06.233 --> 01:57:07.374]  I do love the Zionists.
[01:57:07.674 --> 01:57:09.275]  I love everyone.
[01:57:09.275 --> 01:57:12.658]  The Zionist cannot tell me who I can love and not love.
[01:57:12.658 --> 01:57:13.938]  I don't think like that.
[01:57:13.938 --> 01:57:16.820]  I think more like someone that's on the spectrum.
[01:57:16.820 --> 01:57:21.003]  Since that's what they want to claim, well let me be on the spectrum of love because love is the answer.
[01:57:21.003 --> 01:57:22.084]  But that's a good t-shirt.
[01:57:22.084 --> 01:57:23.325]  I love Hitler.
[01:57:23.325 --> 01:57:24.005]  That's a bar.
[01:57:24.005 --> 01:57:24.466]  I'm joking.
[01:57:26.767 --> 01:57:29.428]  I love Zionists too.
[01:57:29.428 --> 01:57:30.628]  I love Zionists.
[01:57:30.628 --> 01:57:31.448]  We love everyone.
[01:57:31.448 --> 01:57:34.229]  You're just saying love humanity and stop getting past the labels.
[01:57:34.229 --> 01:57:35.129]  Love is the key.
[01:57:35.129 --> 01:57:39.450]  Everyone's promoting this loathing and it's time to promote love.
[01:57:39.450 --> 01:57:39.790]  God.
[01:57:39.790 --> 01:57:40.230]  No, I hear you.
[01:57:40.230 --> 01:57:42.210]  Let's bring in Ali Alexander who helped get this done.
[01:57:42.210 --> 01:57:44.771]  Ali, I've known you for years, but this is quite the broadcast.
[01:57:44.771 --> 01:57:48.071]  This is definitely, so far in 2022, the biggest broadcast of the year.
[01:57:48.071 --> 01:57:49.172]  This is it.
[01:57:49.172 --> 01:57:50.892]  Yeah, don't put this on me, Ricky Bobby.
[01:57:52.875 --> 01:57:53.635]  That's right.
[01:57:53.635 --> 01:57:55.016]  You're not first, you're last.
[01:57:55.016 --> 01:57:56.557]  Come on, Ali, you're on air.
[01:57:56.557 --> 01:57:57.397]  Give us your take on this.
[01:57:57.397 --> 01:57:58.878]  No, no, I mean, this is great.
[01:57:58.878 --> 01:58:04.141]  Look, I love everybody on screen and I love them and I like them and I frankly, I endorse them.
[01:58:04.141 --> 01:58:06.422]  And I think that what Owen said is absolutely right.
[01:58:06.422 --> 01:58:09.864]  It's like you can look at this interview and you can be triggered.
[01:58:09.864 --> 01:58:12.325]  You know, you can engage your ego and say,
[01:58:13.705 --> 01:58:16.866]  Ye endorsed genocide when he didn't.
[01:58:16.866 --> 01:58:27.569]  You can look at this broadcast and say Nicholas French is a 23, 24 year old, you know, secret dog whistling KKK Nazi, but that's also not the case.
[01:58:27.569 --> 01:58:33.411]  You could say that Alex Jones and Orrin Schroer are actually platforming hate, but that's not what's going on at all.
[01:58:33.411 --> 01:58:40.073]  And I think what's powerful about this broadcast, I really think that we're making narrative history, is that we're breaking the Overton window.
[01:58:40.453 --> 01:58:43.075]  The Republican establishment sold us out.
