[00:00:00.089 --> 00:00:00.570]  Red alert.
[01:46:09.944 --> 01:46:11.586]  Man, I just want to get you in Congress.
[01:46:11.686 --> 01:46:14.730]  Wow, you make, I mean, you're absolutely right.
[01:46:14.750 --> 01:46:15.290]  You're dead on.
[01:46:15.310 --> 01:46:20.957]  You got a great way of just authoritatively laying it out so simply, whereas I tend to extrapolate forever.
[01:46:21.497 --> 01:46:22.078]  Keep going here.
[01:46:23.840 --> 01:46:29.066]  Yeah, well, I mean, look, again, I said that the crisis and let's let's let's take a step back.
[01:46:29.935 --> 01:46:32.436]  The crisis is really spiritual, right?
[01:46:32.496 --> 01:46:36.036]  But we do have to delineate between the spiritual and the political.
[01:46:36.877 --> 01:46:40.197]  And when I first came onto the public scene, I was a mental health advocate.
[01:46:40.237 --> 01:46:44.218]  I battled the NBA and this sort of global corporatocracy about mental health policy.
[01:46:44.618 --> 01:46:59.613]   That was 10 years ago when only people like you and a few select others were talking about globalism, a global corporate community and the Economics-only conservatism and this sort of business-first money-by-any-means model and method.
[01:46:59.673 --> 01:47:06.137]  But when I was doing that, I sort of saw the psychological and mental health as divorced from the political.
[01:47:06.417 --> 01:47:09.079]  I thought that the political was beneath me, right?
[01:47:09.540 --> 01:47:15.844]  I thought that mental health and the psychological was so much deeper that I could ignore the politics.
[01:47:16.644 --> 01:47:18.871]  But in reality, I was mistaken.
[01:47:18.911 --> 01:47:20.034]  I was bravely mistaken.
[01:47:20.315 --> 01:47:24.548]  Because when the political is potent, it has a profound impact on the psychological.
[01:47:25.129 --> 01:47:32.493]  And I think that's what we're seeing in this country, and I think that's how globalists have been able to sort of mobilize this liberal American movement.
[01:47:32.513 --> 01:47:33.814]  That's right, they take our pride.
[01:47:33.954 --> 01:47:38.296]  They tell us pride in America is bad and dirty, but who are we?
[01:47:38.316 --> 01:47:39.076]  We're not Americans.
[01:47:39.457 --> 01:47:53.224]  They get us to not take on our birthright, to then be alone and hate ourselves, so they can give us the new download, which isn't some new pride or better system, but is that we're all at each other's throats, and we're all scum, and everything's over, and then we believe that and die.
[01:47:56.266 --> 01:47:58.947]  And the biggest lies hide behind the greatest truth, right?
[01:47:59.187 --> 01:48:02.148]  And I think America's original sin was slavery.
[01:48:02.368 --> 01:48:03.829]  And I'm a black man, obviously.
[01:48:04.249 --> 01:48:05.369]  But I believe in America.
[01:48:05.470 --> 01:48:16.113]  And I think, actually, a lot of Republicans, and we've talked about this before, a lot of Republicans and people on the right, conservatives, miss when they say racism is no longer an issue in this country.
[01:48:16.153 --> 01:48:16.874]  No, it's an issue.
[01:48:16.914 --> 01:48:17.934]  It's a profound issue.
[01:48:18.894 --> 01:48:29.477]  The issue is that neoliberal racism is more profound than any racism we've ever experienced in this country, and it's able to mask itself behind the caricature that they put on the right and on the Republicans.
[01:48:30.598 --> 01:49:00.035]   And the prime example of that, as a black man, sitting here with you today in front of your audience, There is no greater sign of racism in this country than for a bunch of affluent, metropolitan, neoliberal whites to want to make this unilateral decision that America is dead, American citizenship isn't worth it, and although black people may have not been fairly compensated in the first iteration of the American dream, we should give ours up for their new global dream.
[01:49:00.216 --> 01:49:00.816]  I mean, that's racist.
[01:49:02.077 --> 01:49:10.822]  That's paternalistic, low-expectation, low-worth bigotry in its most pure form.
[01:49:11.062 --> 01:49:11.422]  Exactly.
[01:49:11.442 --> 01:49:23.549]  Instead of taking on the birthright that you fought for that's yours right at the moment we were actually getting it, now you hate it and say it's not yours like you're... and you throw it off a cliff and then join Klaus Schwab, the most greedy, murderous scumbag we've ever seen.
[01:49:23.569 --> 01:49:42.570]   And Ilhan Omar and AOC And many other puppets who fit the criteria to build this sort of front or use black people as this front for intersectionality, which is, you know, the church of LGBTQ and the Brotherhood of Globalism.
[01:49:42.970 --> 01:49:57.407]   These are the people who they strategically place and use their identity as a calling card to the sheep and the people who Are, uh, let's say headline reading tacitly, uh, Democrat, Democratic participants.
[01:49:58.167 --> 01:50:00.489]  We got a real leader joining us, Royce White.
[01:50:00.529 --> 01:50:01.950]  Find him at RoyceWhite.us.
[01:50:02.270 --> 01:50:03.171]  He's running for Congress.
[01:50:03.211 --> 01:50:05.833]  If you don't back him for Congress, you're part of the problem.
[01:50:06.193 --> 01:50:06.774]  We'll be right back.
[01:50:06.794 --> 01:50:07.174]  Stay with us.
[01:50:09.015 --> 01:50:11.757]  Napoleon started a war with Russia and got defeated.
[01:50:11.957 --> 01:50:12.598]  So did Hitler.
[01:50:12.618 --> 01:50:15.700]  And now Russia is fighting again.
[01:50:16.521 --> 01:50:17.681]  Probably not going to go too well.
[01:50:18.082 --> 01:50:30.751]   Joining us is somebody that He's already been really successful fighting for human rights and was a trailblazer in the NBA, not pushing a bunch of division and George Soros crap, but mental health and standing up for the Uyghurs and you name it.
[01:50:30.771 --> 01:50:31.871]  Now he's an MMA fighter.
[01:50:32.331 --> 01:50:33.331]  I really like Royce White.
[01:50:33.351 --> 01:50:36.672]  I've known who he was for years, but once I got him on, really impressed.
[01:50:36.752 --> 01:50:37.933]  I know leadership when I see it.
[01:50:38.013 --> 01:50:38.273]  I know.
[01:50:39.053 --> 01:50:41.314]  Not a diamond in the rough, but a diamond right there.
[01:50:41.594 --> 01:50:42.314]  That's what we need.
[01:50:42.794 --> 01:50:43.794]  And you know, women are great.
[01:50:43.834 --> 01:50:45.215]  I hope we get a bunch of women in Congress.
[01:50:45.235 --> 01:50:47.895]  But at the end of the day, we need men to be men again.
[01:50:47.915 --> 01:50:52.877]  Can you imagine Congress full of men like Royce White at RoyceWhite.us?
[01:50:53.037 --> 01:50:58.298]  Can you imagine black, white, Hispanic, old, young, I don't give a damn, but men again?
[01:50:58.999 --> 01:51:03.848]  We need men to stand up and realize it's their responsibility to be leaders.
[01:51:04.268 --> 01:51:05.310]  It's a genetic fact.
[01:51:05.811 --> 01:51:08.956]  The whole enemy attack is about denying the office of men.
[01:51:09.397 --> 01:51:11.501]  And women have their office, and women can do anything they want!
[01:51:13.576 --> 01:51:14.637]  Women want men to lead.
[01:51:14.717 --> 01:51:18.218]  They don't, on average, want a bunch of power to be running stuff.
[01:51:18.598 --> 01:51:23.541]  And any system that sells women being in charge, it doesn't really want women in charge.
[01:51:23.581 --> 01:51:25.201]  It wants people they can push around and charge.
[01:51:25.621 --> 01:51:31.844]  So in the time we've got left in this segment, Royce, and I want to get you back for a full podcast, cover any topics you want for an hour, two hours.
[01:51:31.864 --> 01:51:37.367]  I'm going to start doing more and more of the Joe Rogan style, long form interviews I did 20 years ago and stopped a few years ago.
[01:51:38.227 --> 01:51:42.169]  But Royce White, what else do you want to impart in the eight minutes we have left for the listeners?
[01:51:44.940 --> 01:51:52.106]  Yeah, I think that I want to stress again, like I did in one of our previous episodes about this righteous and divine war.
[01:51:52.507 --> 01:52:03.677]  The central reason why I'm very drawn to getting involved and jumping into the political arenas is one, we're in a crisis of citizenship, but it's just very concerning to me.
[01:52:04.404 --> 01:52:33.642]  As an average, everyday American who comes from a blue-collar family and a Christian and a Catholic, that our mainstream political establishment has basically tried to create, promote, and sustain a culture, a social culture, that suggests Jesus Christ and Christianity are anti-Semitic, homophobic, transphobic, xenophobic, and racist.
[01:52:34.344 --> 01:52:45.314]  I mean, and some people, whether or not you believe in God or Christianity, may not understand that the attack on Christianity and the Bible is a bigger global agenda, number one.
[01:52:45.735 --> 01:52:52.261]  But it's an attack right at the heart of the United States Constitution, because if you get rid of the Bible, then the Constitution is out.
[01:52:53.161 --> 01:52:56.745]  So, you know, these are the real dynamics and culture wars that are going on.
[01:52:56.765 --> 01:53:00.128]   And I said that there's a Keep laying it on us then.
[01:53:00.047 --> 01:53:06.407]   and a spiritual crisis, but there's also a culture war that's full, you know, full go.
[01:53:06.407 --> 01:53:10.487]  And the attack on Christianity is the best symbol of it.
[01:53:10.487 --> 01:53:15.726]   And the crisis of femininity, I think, has been pulled out of this sort of attack and
[01:53:15.726 --> 01:53:19.807]  demonization of Christianity.
[01:53:19.807 --> 01:53:22.447]  Keep laying it on us, then.
[01:53:22.447 --> 01:53:31.246]   I mean, I think, you know, the central liberal ethos, you could say, is an unholy alliance
[01:53:31.246 --> 01:53:40.007]   where you got your technocratic scientism overlords and beta males who see the best
[01:53:40.007 --> 01:53:50.407]   way to sort of insulate themselves with an unexpected populace was to go after this intersectionality
[01:53:50.407 --> 01:53:52.407]  propaganda.
[01:53:52.424 --> 01:53:56.185]  And the best people to use or partner with was the liberal white woman.
[01:53:57.564 --> 01:54:11.493]  And then, by way of, attached to the LGBTQ movement, and then ultimately used black people as the calling card, because of a history of, a true and genuine history of oppression.
[01:54:11.553 --> 01:54:11.913]  Absolutely.
[01:54:11.953 --> 01:54:20.639]  They steal the crimes that have been done to black folks and their families, and literally put blackface on their corporate, world government, neoliberal takeover.
[01:54:20.659 --> 01:54:25.963]  Is that fair to say the left puts on blackface for all their corporations and systems to, like, hide who they really are?
[01:54:28.449 --> 01:54:29.069]  Absolutely.
[01:54:29.109 --> 01:54:33.310]  And the worst part about it is it's very, very obvious.
[01:54:34.791 --> 01:55:00.145]   And the way you can tell what makes it so obvious is any black person for all of their pandering and propaganda and promotion of an idea like Black Lives Matter, let's say, any black person who deviates from the political agenda, who thinks for themselves, Who loves this country, who wants to be a Christian, an unapologetic Christian, is automatically ostracized and attacked.
[01:55:00.605 --> 01:55:05.147]  And they are the party, they are the cultural movement that says we can't attack, shame or bully.
[01:55:06.068 --> 01:55:06.688]  But they do it.
[01:55:07.048 --> 01:55:16.662]   And so, you know, what we have to understand is that The problem in America, really, is not between the two parties.
[01:55:16.722 --> 01:55:19.203]  The problem is the ever-expanding middle.
[01:55:19.743 --> 01:55:27.586]  And the liberals have been able to hijack the ever-expanding middle through the media industrial complex and by grabbing a hold of the legacy institutions.
[01:55:27.606 --> 01:55:28.026]  Well, that's right.
[01:55:28.046 --> 01:55:32.007]  While we're all losing our incomes and our future, they've got us fighting with each other.
[01:55:33.388 --> 01:55:45.851]   Well, they've been able to create a makeshift Generic template for your average American voter who just doesn't know any better, right?
[01:55:46.471 --> 01:55:47.472]  Hey, you don't want to be racist?
[01:55:47.492 --> 01:55:48.573]  Well, vote for Democrats then.
[01:55:49.454 --> 01:55:53.717]  Let me raise this, because you're a big, tough guy, MMA, NBA player.
[01:55:54.438 --> 01:55:55.139]  You're an alpha male.
[01:55:56.420 --> 01:56:00.784]  I'm an alpha male as well, and I believe I've got a job to do, and I'm confident in the rest of it.
[01:56:01.184 --> 01:56:05.428]  Growing up and being around a bunch of other big alpha males that were tougher than me made me feel big and strong.
[01:56:06.499 --> 01:56:10.924]  But I notice beta liberals, they get threatened by it and want to extinct it.
[01:56:10.984 --> 01:56:16.344]   So what's the difference between males that feel strong around other strong males, and it makes you feel stronger,
[01:56:16.344 --> 01:56:20.724]   makes you want to be stronger, versus the left that's so threatened by male vigor
[01:56:20.724 --> 01:56:22.304]  that we need to get to the next level?
[01:56:22.304 --> 01:56:26.903]   Or real femininity, they're at war with women, saying a big fat drag queen is a woman.
[01:56:26.903 --> 01:56:29.064]  No, that's not a woman, that's not a goddess.
[01:56:29.064 --> 01:56:32.503]  This is a god, these women are like God's little G.
[01:56:32.503 --> 01:56:38.343]   Like they say in the Viggo Mortensen's movie, The Road, it's like this child, this ugly world is a god.
[01:56:38.343 --> 01:56:42.584]   It's got the potential to all this power, and it's like men have incredible power,
