[00:00:00.000 --> 00:00:03.480]  [SIRENS]
[01:29:03.565 --> 01:29:06.988]  This is absolutely essential for everybody that wants to be self-sufficient.
[01:29:08.850 --> 01:29:09.951]  Man, Ezra LeVant.
[01:29:10.151 --> 01:29:10.472]  Wow.
[01:29:10.672 --> 01:29:12.974]  I mean, there's not more important work, folks.
[01:29:14.189 --> 01:29:20.912]  Because that guy's literally trying to haul our bacon out of a world government depopulation takeover!
[01:29:22.873 --> 01:29:24.313]  And the great darkness is coming.
[01:29:26.094 --> 01:29:31.556]  I've told you folks, I don't tell you stuff to sit there and just try to get clicks and views.
[01:29:31.896 --> 01:29:33.477]  All that's going to do is put my ass in prison.
[01:29:34.657 --> 01:29:36.278]  I don't tell you stuff for no reason.
[01:29:36.598 --> 01:29:38.159]  I tell you because it's what I believe and know.
[01:29:39.642 --> 01:29:43.985]  And those damn psychos love to monologue and love to brag about what they're going to do.
[01:29:44.485 --> 01:29:45.606]  That's basic criminology.
[01:29:45.686 --> 01:29:49.068]  And the great blackout is what's coming next.
[01:29:50.690 --> 01:29:59.876]  Schwab and all of them have said they're going to cut the power in regional tests first, already did it last year, and then hit you with the big one.
[01:30:02.758 --> 01:30:04.439]  Because they stole the world's resources.
[01:30:05.049 --> 01:30:07.031]  And they have nothing but disdain for you and your family.
[01:30:07.431 --> 01:30:09.413]  You know, it's kind of sad that Hollywood collapsed.
[01:30:09.433 --> 01:30:10.313]  I'm going to go to your calls.
[01:30:11.875 --> 01:30:13.917]  Because we were worshipping the globalists.
[01:30:13.937 --> 01:30:15.238]  They actually wanted to keep us alive.
[01:30:15.798 --> 01:30:24.966]  But as soon as people got out of the trance and left Hollywood, which was healthy and good, because Hollywood was injecting evil, they wanted to kill us with propaganda and have us submit.
[01:30:25.026 --> 01:30:30.270]  But as soon as we broke with that, they went, hit them with the real stuff, baby.
[01:30:30.811 --> 01:30:33.173]  Race war, division, all this crap.
[01:30:34.381 --> 01:30:37.484]  I don't care if a baby's pink or white or brown or black.
[01:30:37.885 --> 01:30:38.325]  I love it.
[01:30:38.526 --> 01:30:39.366]  I want to empower it.
[01:30:39.487 --> 01:30:40.207]  I'm not killing it.
[01:30:41.809 --> 01:30:43.511]  And God's watching us, ladies and gentlemen.
[01:30:44.232 --> 01:30:46.274]  So I don't like the new world order.
[01:30:46.294 --> 01:30:47.335]  I don't like going up against them.
[01:30:47.735 --> 01:30:49.257]  I don't want to get killed or put in prison.
[01:30:49.938 --> 01:30:51.639]  But man, God's watching me right now.
[01:30:51.660 --> 01:30:53.562]  And I just like, I'll do whatever you say.
[01:30:54.864 --> 01:30:57.585]  I'll prosecute this fight all the way to the end, whatever the cost is.
[01:30:58.226 --> 01:31:00.567]  But I do selfishly wish people would just wake up.
[01:31:00.967 --> 01:31:04.228]  I mean, do you gotta see the next level of this before you wake up?
[01:31:04.288 --> 01:31:05.049]  The FEMA camps?
[01:31:05.349 --> 01:31:06.229]  The power outages?
[01:31:06.590 --> 01:31:07.690]  You wanna be starving to death?
[01:31:07.890 --> 01:31:11.552]  You'll never get... You can wake up one day, you don't have power for a year.
[01:31:11.872 --> 01:31:13.173]  You never hear Alex Jones again.
[01:31:13.793 --> 01:31:15.454]  The only memory of Alex Jones is in your head.
[01:31:15.474 --> 01:31:18.715]  It's like a memory of your grandma.
[01:31:19.676 --> 01:31:20.876]  Joe Rogan won't be on the air.
[01:31:21.156 --> 01:31:22.317]  This is all gonna be done.
[01:31:24.343 --> 01:31:27.126]  And then we don't want to fight, but it's going to be a resource fight.
[01:31:27.406 --> 01:31:30.629]  And we're going to be fighting the robots and everything else they got ready.
[01:31:31.289 --> 01:31:35.373]  Because once this war kicks off, they're going to open up all those bases and all those facilities.
[01:31:35.733 --> 01:31:39.737]  You're going to be dealing with helicopters and drones and nerve gas attacks.
[01:31:40.137 --> 01:31:41.559]  I mean, it's not going to be pretty, folks.
[01:31:43.200 --> 01:31:45.943]  And that's the strong people that are going to be fighting for their lives.
[01:31:47.458 --> 01:31:48.639]  I've done my work, folks.
[01:31:48.659 --> 01:31:52.562]  I already knew I already passed the line of my complete operation.
[01:31:53.283 --> 01:31:54.724]  Everything else is gravy at this point.
[01:31:55.465 --> 01:31:57.346]  But I, as a man, am ready to die.
[01:31:58.267 --> 01:31:59.989]  I, as a man, know how real this is.
[01:32:00.689 --> 01:32:01.370]  This isn't talk.
[01:32:02.351 --> 01:32:07.155]  And I just think for all of you out there, you need to get right with God right now because this is real.
[01:32:08.629 --> 01:32:10.090]  They're using our industry.
[01:32:10.430 --> 01:32:14.832]  They're using the fact that we have complex delivery systems to control us.
[01:32:15.372 --> 01:32:21.595]  And they don't want to control us just to run us, or like the old days, have sex with all our women.
[01:32:22.015 --> 01:32:24.236]  That was the old genetic thing was, you know, promote your genetics.
[01:32:25.337 --> 01:32:26.718]  This is to kill your ass.
[01:32:27.558 --> 01:32:28.358]  This ain't human.
[01:32:28.999 --> 01:32:30.720]  This is an alien attack.
[01:32:31.960 --> 01:32:35.722]  And you can put whatever face you want on that, it's anti-human.
[01:32:37.691 --> 01:32:46.673]  All right, we've got a special guest joining us, Derek Sloan, who's a member of Parliament and has been an outspoken critic of the Globalist and what they're doing.
[01:32:48.353 --> 01:32:49.673]  And we're going to talk to him here in a few minutes.
[01:32:49.693 --> 01:32:53.134]  We're getting him on right now, but let's go to a few calls for folks holding.
[01:32:54.034 --> 01:32:55.354]  I appreciate you all holding.
[01:32:55.374 --> 01:32:56.414]  Who's been holding the longest?
[01:32:56.854 --> 01:32:58.695]  That would be Ben in Toronto.
[01:32:59.015 --> 01:33:01.735]  Ben, thank you for joining us for this historical transmission.
[01:33:03.535 --> 01:33:06.316]  Wow, yeah, it's great to, it's an honor to talk to you, man.
[01:33:08.197 --> 01:33:08.537]  Love you.
[01:33:08.557 --> 01:33:14.700]  Yeah, I was with the convoy from Niagara Falls to back to Hamilton.
[01:33:14.740 --> 01:33:17.661]  I got to drive and like seeing everyone on the overpasses was crazy.
[01:33:17.681 --> 01:33:21.603]  It was like the first hope we've had really in like two years in Canada.
[01:33:25.065 --> 01:33:32.808]  It's funny, like a week before I made a banner, this 10 foot banner that said Honk if Trudeau should be in jail before I even knew about the truck convoy.
[01:33:32.868 --> 01:33:42.862]   So after I drove from Niagara Falls back to Hamilton, I went and hung it up on the closest overpass and literally everyone was honking and giving thumbs up.
[01:33:43.423 --> 01:33:44.065]  It was pretty amazing.
[01:33:46.943 --> 01:34:02.169]  Well brother, this is history happening right now, and I just cannot impress on everybody, whether you're in Mexico, or you're in Brazil, or you're in Tanzania, or whether you're in Japan or Russia, or whether you're in Saudi Arabia, this is a global attack against humanity.
[01:34:02.749 --> 01:34:05.871]  Every country under the lockdown attacks is us.
[01:34:06.651 --> 01:34:12.453]  So when Canada's under attack, or Australia's under attack, or Germany's under attack, we're under attack.
[01:34:12.473 --> 01:34:13.154]  Does that make sense?
[01:34:13.994 --> 01:34:14.194]  Oh yeah.
[01:34:14.693 --> 01:34:17.655]  Yeah, I'm going to head to Ottawa probably tomorrow, actually.
[01:34:17.995 --> 01:34:21.158]  Like, hopefully around the time when Sockboy comes out of quarantine.
[01:34:21.178 --> 01:34:23.800]  Because I feel like there'll be a lot of action going on there.
[01:34:23.820 --> 01:34:25.901]  I don't even know if I'll be able to get into Ottawa.
[01:34:25.921 --> 01:34:26.602]  No, no, I agree.
[01:34:26.642 --> 01:34:28.663]  People shouldn't feel bad they can't get in now.
[01:34:28.944 --> 01:34:30.465]  People should just head to Ottawa.
[01:34:30.505 --> 01:34:34.868]  Head to Ottawa in the next month and never let it in, peacefully exposing them.
[01:34:34.888 --> 01:34:35.809]  Thank you so much, Ben.
[01:34:36.149 --> 01:34:37.190]  Great points from Toronto.
[01:34:38.024 --> 01:34:38.865]  More calls coming up.
[01:34:39.205 --> 01:34:43.008]  Derek Sloan is a father, a husband, lawyer, and freedom fighter.
[01:34:43.588 --> 01:34:46.270]  A former elected member of Parliament and patriotic Canadian.
[01:34:46.511 --> 01:34:48.852]  I've seen many of his videos battling tyranny.
[01:34:49.293 --> 01:34:59.140]  Derek got involved in politics because of his concern for his children and the kind of country and province they're going to inherit from Doug Ford, who is a total monster, and Justin Trudeau.
[01:34:59.681 --> 01:35:04.564]  Ontario is a province where freedom of speech is spoken but not practiced.
[01:35:05.005 --> 01:35:06.426]  A province crippled by debt.
[01:35:06.486 --> 01:35:14.769]   A province where an empty Impotent clicks and hollow virtues signaling not effective governance shape our policies.
[01:35:15.069 --> 01:35:16.730]  This has to change.
[01:35:16.770 --> 01:35:19.833]  Derek Sloan, OntarioParty.ca.
[01:35:20.393 --> 01:35:22.235]  All right, sir, thank you for joining us.
[01:35:22.275 --> 01:35:24.196]  Historic things happening right now.
[01:35:24.616 --> 01:35:32.983]  I could ask a hundred questions, but what do you want to say as a Canadian, as all liberty-loving eyes in the world are on Ottawa right now?
[01:35:34.218 --> 01:35:35.718]  Listen, it's phenomenal to see.
[01:35:36.318 --> 01:35:53.062]  Even though it's negative, it was negative 25 Celsius this morning, it's almost like Woodstock, but it's with 100,000 Canadians with Canadian flags, and I've seen many American flags too, taped to hockey sticks, coming up to the Parliament Hill here to protest what we've been seeing.
[01:35:53.502 --> 01:35:58.583]  It's almost like everything from the last two years is breaking loose, and we're seeing real movement.
[01:36:02.284 --> 01:36:03.225]  How big is this?
[01:36:03.305 --> 01:36:06.489]  Because reports are over a million people are now descending on the Capitol.
[01:36:06.810 --> 01:36:08.071]  Where do you see this going?
[01:36:08.392 --> 01:36:09.693]  What's going to happen with Trudeau?
[01:36:10.495 --> 01:36:13.639]  Klaus Schwab's on TV bragging he owns her prime minister.
[01:36:13.659 --> 01:36:16.422]  You know, we think about Russians or Chinese infiltration.
[01:36:16.703 --> 01:36:18.265]  What about corporate infiltration?
[01:36:18.525 --> 01:36:19.587]  What about the Great Reset?
[01:36:21.088 --> 01:36:22.450]  Listen, it is big.
[01:36:22.470 --> 01:36:23.712]  I mean, it's tough to say.
[01:36:23.792 --> 01:36:25.354]  I was out in the crowds all afternoon.
[01:36:25.774 --> 01:36:28.778]  It's certainly many tens of thousands of people.
[01:36:28.878 --> 01:36:29.859]  I would say certainly over 100,000.
[01:36:29.899 --> 01:36:32.362]  And that's just where I was.
[01:36:32.442 --> 01:36:33.824]  Obviously, this is a big city.
[01:36:34.565 --> 01:36:34.905]  You're right.
[01:36:34.945 --> 01:36:40.532]   There's many interests at play right now in the world that are acting against Average people.
[01:36:40.632 --> 01:36:41.412]  Average Americans.
[01:36:41.512 --> 01:36:42.273]  Average Canadians.
[01:36:42.713 --> 01:36:45.955]  And I think many Canadians and others are starting to wake up.
[01:36:46.396 --> 01:36:50.799]  I don't think, you know, this is the day that the Berlin Wall, so to speak, will fall.
[01:36:50.819 --> 01:36:53.921]  But I think this is, we're on that path.
[01:36:54.501 --> 01:36:56.663]  And, you know, soon enough we'll see major changes.
[01:36:59.830 --> 01:37:10.962]  A lot of folks have criticized Canadians in the last 22 months putting up with this, but now it seems once they woke up, it's been a bigger event than we even saw in Australia or Europe or UK.
[01:37:12.584 --> 01:37:15.227]  Tell us about the Canadian psyche and where you think this is going.
