[00:00:00.349 --> 00:00:02.210]  Emergency Tuesday broadcast.
[01:57:58.601 --> 01:58:04.705]  I know you don't like to speculate, but just as a guy that's been around the block a few times, gut level, where do you think this goes?
[01:58:05.146 --> 01:58:06.246]  Who do you think is most concerned?
[01:58:06.266 --> 01:58:09.789]  Because I remember things like Jim Comey testifying to Congress.
[01:58:10.709 --> 01:58:11.770]  I never talked to the press.
[01:58:12.190 --> 01:58:13.271]  I'm not involved in leaking.
[01:58:13.311 --> 01:58:17.654]  And later, well, I did call the head of a major university so he could tell the press.
[01:58:18.034 --> 01:58:18.975]  Well, that's the same thing.
[01:58:19.035 --> 01:58:19.896]  I'm a mafia boss.
[01:58:20.396 --> 01:58:23.997]  And I tell my underling to go have somebody killed, I'm just as guilty.
[01:58:24.017 --> 01:58:28.659]  So I don't get how Comey tells Congress, I never leaked, I just leaked through somebody else.
[01:58:28.679 --> 01:58:29.439]  That doesn't make sense.
[01:58:31.960 --> 01:58:42.104]  Well, look, John Durham would have been unwise to have filed the document that he did last Friday, laying all this out.
[01:58:42.404 --> 01:58:45.265]  A, if he couldn't prove it, and B, if he wasn't prepared to prove it.
[01:58:45.868 --> 01:58:54.859]  Because he doesn't really need to go through this just to prove that this fellow Michael Sussman told a lie to the then General Counsel of the FBI.
[01:58:55.079 --> 01:59:01.847]  You know, there's one thing about prosecutors, and this is good and bad, they always like to prove their worth.
[01:59:01.867 --> 01:59:12.766]   I mean, it is the rare prosecutor That spends a fortune, that's Durham, that spends a fortune in government money to investigate, and then doesn't indict.
[01:59:13.286 --> 01:59:17.167]  Because then he's got to justify, what the hell did you spend all that money on?
[01:59:17.187 --> 01:59:26.569]  So you're saying they have their case, just like a mafia case, they're going after the Clinton lawyer, and then to Clinton, and then to Obama, Brennan, all the deep state players.
[01:59:27.649 --> 01:59:31.430]  I think there's a rational argument to support that, Alex.
[01:59:31.450 --> 01:59:32.610]  You said it better than I could.
[01:59:33.891 --> 01:59:42.478]  Look, just in those days when I made these allegations about the Brits spying on Trump, well, there's Jim Clapper in the middle.
[01:59:42.958 --> 01:59:56.769]  Now he skated, he lied under oath when he was asked by a liberal Democratic Senator Wyden from Oregon, does the government spy on Americans?
[01:59:56.949 --> 01:59:57.669]  And he said, no.
[01:59:58.632 --> 02:00:07.654]  And then he said, not wittingly, and then about a month or so later he, in a letter, apologized and admitted he had lied under oath and they decided not to prosecute him.
[02:00:08.014 --> 02:00:18.117]  That event was well more than five years ago, but that was public perjury over information that we all knew he was lying about.
[02:00:18.177 --> 02:00:21.458]  The questioner, Senator Wyden, knew he was lying about it.
[02:00:21.498 --> 02:00:24.778]  Anybody that followed Edward Snowden knew that he was lying about it.
[02:00:25.279 --> 02:00:31.014]   But here's what I was saying before your Producers put up the photograph of Jim Clapper.
[02:00:33.216 --> 02:00:42.842]  The concept that prosecutors need to justify their worth is well known in the legal community.
[02:00:43.202 --> 02:00:46.004]  Durham is a lifelong prosecutor.
[02:00:46.444 --> 02:00:51.267]  I don't think he would have put that stuff out there last Friday if he didn't intend to demonstrate it.
[02:00:52.468 --> 02:01:02.451]   And if Sussman pleads guilty, Then Durham's only forum in which to demonstrate this will be a trial against somebody else whom he has yet to indict.
[02:01:03.467 --> 02:01:13.636]  And the whole question is statute of limitations, but if you get into ongoing, you know they were spying after that, that will lead to the later spying during the four years of Trump, and then now it's a bunch of other investigations.
[02:01:14.016 --> 02:01:18.660]  Judge Andrew Napolitano is on fire, and is the Phoenix vindicated?
[02:01:18.700 --> 02:01:19.801]  I mean, wow!
[02:01:19.821 --> 02:01:24.965]  I remember when he came out and said they were spying on Trump with evidence, I said, that guy's not going to be on air very long, and he wasn't.
[02:01:25.265 --> 02:01:29.549]  But he is still on air, and regrowing his show, and we really support him and appreciate him.
[02:01:29.729 --> 02:01:30.650]  We'll be right back, stay with us.
[02:01:32.915 --> 02:01:37.641]  Well, you know, I admire people that are male, female, black, white, Hispanic, Asian, old, young.
[02:01:37.661 --> 02:01:38.301]  But you know who they are?
[02:01:38.942 --> 02:01:40.003]  They're the trailblazers.
[02:01:40.044 --> 02:01:40.824]  They're the mavericks.
[02:01:40.844 --> 02:01:50.236]  They're the people that time and time again I watch it and listen to or observe in life who are being truthful, that are being honest, and that really know what they're talking about.
[02:01:50.316 --> 02:01:51.177]  That's who I admire.
[02:01:51.946 --> 02:01:53.628]  More and more, though, the corporate media is dying.
[02:01:54.129 --> 02:01:58.814]  Even Fox's ratings are down, but nothing compared to CNN, with 100,000 viewers on average, MSNBC.
[02:01:59.375 --> 02:02:01.017]  Because people know that's not genuine.
[02:02:01.337 --> 02:02:07.204]  It's okay if we make mistakes sometimes, but the people know we're trying to tell them the truth because we respect them.
[02:02:08.105 --> 02:02:09.366]  Because we respect ourselves.
[02:02:10.047 --> 02:02:15.714]   And Judge Andrew Napolitano Got phased out because that was the move he made.
[02:02:16.354 --> 02:02:18.896]  Telling the truth when everybody else knew Trump was being spied on.
[02:02:19.217 --> 02:02:20.758]  They bragged they were spying on him.
[02:02:20.818 --> 02:02:21.639]  Oh, we know he's a Russian.
[02:02:21.659 --> 02:02:22.339]  We're spying on him.
[02:02:22.359 --> 02:02:23.801]  Napolitano's like, boom, I gotcha.
[02:02:25.556 --> 02:02:28.356]  goes and looks it up, goes after him, they come after him.
[02:02:28.356 --> 02:02:33.336]   So people want men and women to do the right things, but then when we do the right things,
[02:02:33.336 --> 02:02:38.516]   some people don't back us. So I know you don't want to talk about yourself all day, Judge Napolitano,
[02:02:38.516 --> 02:02:43.595]   but any other points about the Durham investigation, how big this is, other key angles? And then
[02:02:43.595 --> 02:02:48.067]   I just want to ask you in closing, in the 10 minutes we have left or nine minutes we have left,
[02:02:48.067 --> 02:02:53.636]   just in general, your view on vaccine mandates and open borders and Biden's low approval rating
[02:02:53.636 --> 02:02:58.815]   and just any other, I mean, because I could talk to you for 10 hours about things happening in the
[02:02:58.815 --> 02:03:03.315]   world and just your view of where humanity is right now, Judge.
[02:03:03.538 --> 02:03:19.279]   Well, Alex, you know, you and I have been friends for years and I have admired your work for years, and you also have suffered At the hands of people who press buttons in the world because you've not hesitated to tell the truth.
[02:03:19.859 --> 02:03:26.780]  And I think the overwhelming majority of the people watching and listening to us now would agree with what I just said about you.
[02:03:26.840 --> 02:03:29.981]  You are a hero to many, many, many people.
[02:03:30.061 --> 02:03:31.922]  Your ratings are astronomical.
[02:03:32.362 --> 02:03:38.643]  And that's because you always say what you believe to be the truth and you have the means with which to back it up.
[02:03:39.318 --> 02:03:49.665]  You know, other than what I said about knowing the prosecutorial mindset and knowing that John Durham has that mindset, he needs to justify himself.
[02:03:49.745 --> 02:04:04.715]  I really don't think he's going to stop at the indictment of Michael Sussman, Hillary Clinton's former campaign lawyer, for what's considered a low-level crime, because the punishment is often not even incarceration.
[02:04:06.098 --> 02:04:07.458]  Lying to the FBI.
[02:04:07.518 --> 02:04:17.781]  If you lie to the FBI and send them on a wild goose chase and they spent a fortune chasing down your lie, well then they're going to come after you very aggressively.
[02:04:18.081 --> 02:04:24.942]  But if the FBI knows at the moment you lied to them that it was a lie, then they're not going to come after you aggressively.
[02:04:25.822 --> 02:04:27.743]  Unless they have nothing else to come after you for.
[02:04:28.303 --> 02:04:32.704]  So during the Reagan administration, there's a famous arrest on a Brooklyn street corner.
[02:04:33.624 --> 02:04:42.607]  Uh, in the years and the days when we used to have phone booths, uh, the FBI had cornered a major Colombian drug dealer, uh, but they had no evidence.
[02:04:42.667 --> 02:04:46.188]  They knew in their hearts who he was, but they had no evidence with which to arrest him.
[02:04:46.548 --> 02:04:50.649]  He got out of the phone booth and an FBI agent went up to him and said, Hey buddy, what's your name?
[02:04:51.069 --> 02:04:53.230]  And he said, Nancy Reagan.
[02:04:54.430 --> 02:04:56.171]  And they arrested him for lying to the FBI.
[02:04:58.154 --> 02:05:03.480]  That led to the acquisition of evidence against him and a prosecution and a lifetime sentence.
[02:05:04.040 --> 02:05:11.068]  But without some hook on which to hang their hats, which came out of his own mouth, they wouldn't have been able to do it.
[02:05:11.128 --> 02:05:22.901]   On the other hand, if they want to frame you, as you know they can and have done, as they did to Martha Stewart, as they would try to do to you, Uh, then your best bet is not to talk to them.
[02:05:23.501 --> 02:05:26.622]  Okay, I'm glad you raised that, because that's a question I meant to ask you and I'd forgotten.
[02:05:26.942 --> 02:05:28.122]  What do you make of January 6th?
[02:05:28.222 --> 02:05:29.082]  I've been subpoenaed.
[02:05:29.883 --> 02:05:32.243]  We offered them, hey, you want my emails, want all my text messages?
[02:05:32.503 --> 02:05:39.665]  I'll give you written statement answers, but I'm not going to have you twist this into a perjury trap, and they just didn't do that, so now they may give me immunity.
[02:05:40.005 --> 02:05:41.006]  I don't even know anything.
[02:05:41.046 --> 02:05:43.686]  I wasn't, I mean, we tried to have peaceful demonstrations.
[02:05:43.746 --> 02:05:45.247]  What do you make of this January 6th?
[02:05:46.287 --> 02:05:58.677]  And now they've got the new terrorism directive by the president saying questioning elections or questioning lockdowns is terror, and then Trudeau's declared a civil emergency, and they're going to grab bank accounts without court orders.
[02:05:59.017 --> 02:06:01.099]  What do you make of this climate?
[02:06:02.860 --> 02:06:04.582]  Well, the climate is reprehensible.
[02:06:04.682 --> 02:06:07.724]  It's totalitarianism on steroids.
[02:06:08.265 --> 02:06:17.963]   You and our mutual friend and colleague, in my case, a boyhood friend, Roger Stone, Did the right thing when the committee summons you.
[02:06:18.023 --> 02:06:24.225]  Don't play footsie with them the way Mark Meadows was a decent, decent human being.
[02:06:24.285 --> 02:06:26.765]  I've known Mark since his early days in Congress.
[02:06:27.186 --> 02:06:28.326]  Don't play footsie with them.
[02:06:28.346 --> 02:06:33.527]  Don't give them some things and then decide to throw up your hands if you don't like the questions they're answering you.
[02:06:33.808 --> 02:06:38.029]  Don't answer a single question except who you are and how they can reach you.
[02:06:38.069 --> 02:06:41.150]  That's the way you and Roger Stone dealt with it.
[02:06:41.650 --> 02:06:44.851]  In terms of Trudeau, he's just as bad as his father.
[02:06:46.584 --> 02:06:48.225]  There's no national emergency.
[02:06:48.305 --> 02:07:01.172]  The statute itself defines national emergency as one where the government is unable to protect the security and freedom of Canada, not one in which the roads are clogged.
[02:07:02.133 --> 02:07:14.240]  But that statute, which he has triggered, gives him tremendous power, as you say, to arrest without warrant or evidence and without preferring charges against the people arrested.
