[00:00:00.049 --> 00:00:01.670]  Breaking bombshell!
[01:55:34.261 --> 01:55:37.582]   the first installment, Mind Wars, Spirit Wars, 'cause if you ain't got that together,
[01:55:37.582 --> 01:55:39.023]  you're not gonna win the fight.
[01:55:39.023 --> 01:55:41.742]  And this is, they are so scared of this.
[01:55:41.742 --> 01:55:45.902]   And now Elon Musk is talking about mind viruses and how to unload 'em and get rid of 'em
[01:55:45.902 --> 01:55:47.822]  and dial into the infinite.
[01:55:47.822 --> 01:55:51.523]   I mean, this is really, people always know, we're tomorrow's news today.
[01:55:51.523 --> 01:55:54.943]  Well, this is next year, next decade's news today, folks.
[01:55:54.943 --> 01:55:57.983]   And it funds the info war and it builds a new infrastructure
[01:55:57.983 --> 01:56:02.582]   and it helps and empowers you and all of us together a true 360 win.
[01:56:02.706 --> 01:56:04.507]  An absolute total 360 win.
[01:56:04.767 --> 01:56:07.228]  So Jake Ducey, a lot's happened since we launched this.
[01:56:07.248 --> 01:56:08.088]  It's been a huge success.
[01:56:08.108 --> 01:56:10.909]  I want to thank everybody that was part of it to help build the foundation.
[01:56:11.189 --> 01:56:14.691]  And now for those that couldn't afford it, 50% off for 72 hours.
[01:56:15.331 --> 01:56:17.092]  Tell us about the censorship and what's been going on.
[01:56:18.425 --> 01:56:23.507]  Yeah, you know, I think this is the censorship special, is what this is.
[01:56:23.607 --> 01:56:29.288]  So we've had, just woke up in the morning, all of a sudden the course is just no longer available.
[01:56:29.368 --> 01:56:33.650]  Facebook shutting it down, online video hosting platform shutting it down.
[01:56:34.010 --> 01:56:38.691]  And the reason is, is because there's three things that are being pushed with the agenda right now.
[01:56:39.131 --> 01:56:47.414]  And one is to shut down thought, two is to shut down spiritual awakening, and number three is to shut down empowerment and hope.
[01:56:47.854 --> 01:56:50.654]  Reset Wars is a blueprint to do that.
[01:56:50.654 --> 01:56:55.753]   We've seen some amazing things happen, like this course has really changed a lot of people's lives.
[01:56:55.753 --> 01:56:57.713]  It's 50% off for a limited time.
[01:56:57.713 --> 01:56:59.154]  It's resetwars.com.
[01:56:59.154 --> 01:57:03.654]   And the next thing is, we started to look at Alex doing a book.
[01:57:03.745 --> 01:57:12.168]  I mean, imagine Alex doing a mass market breakdown of The Great Reset and imagine that being the number one New York Times bestseller book.
[01:57:12.408 --> 01:57:15.569]  And what we found out is publishers were very afraid to do it.
[01:57:16.050 --> 01:57:23.331]   And if you want to see Alex as the number one bestselling book out there in the world breaking down the Great Reset
[01:57:23.331 --> 01:57:25.230]  and exposing the agenda.
[01:57:25.230 --> 01:57:31.411]   We have an opportunity to do that and we have a publisher that is willing to bite the bullet
[01:57:31.411 --> 01:57:37.950]   but wants to see social proof and see how much people care about what's happening with
[01:57:37.950 --> 01:57:40.351]  the Great Reset and the Reset Wars.
[01:57:40.351 --> 01:57:44.391]   That's right, because they go after any organization, obviously the Alex Jones book, Neil Strauss,
[01:57:44.391 --> 01:57:45.391]  everybody wants to do it.
[01:57:45.525 --> 01:57:47.186]  One of the best-selling authors of all time.
[01:57:47.566 --> 01:57:48.787]  You know, hundreds of millions of books sold.
[01:57:50.228 --> 01:57:51.129]  All hell was pulled out.
[01:57:51.149 --> 01:57:54.252]  So anybody that bites the bullet is literally going to war with the globalists.
[01:57:54.272 --> 01:57:54.832]  But you said it.
[01:57:55.472 --> 01:57:58.715]  They don't want empowerment, which the opposite is hopelessness.
[01:57:59.015 --> 01:58:00.196]  They want hopelessness.
[01:58:00.637 --> 01:58:02.458]  And this isn't just giving you hope, folks.
[01:58:02.738 --> 01:58:05.140]  This is literally showing you what they've done to you.
[01:58:06.863 --> 01:58:08.724]  We all have this fake ego they built.
[01:58:08.744 --> 01:58:14.566]  We all have this fake construct that even though you get rid of most of it, bad things happen, you're stressed out, you're tired, it kind of grows again.
[01:58:14.826 --> 01:58:16.147]  But you're always shrinking it down.
[01:58:16.167 --> 01:58:17.787]  You never get rid of it because we're not Christ-like.
[01:58:17.827 --> 01:58:18.708]  We're not perfect.
[01:58:19.268 --> 01:58:21.889]  And my son watched Reset Wars and it's helped him so much.
[01:58:21.949 --> 01:58:23.690]  Rex is great, way better than I was at 19.
[01:58:24.990 --> 01:58:37.267]  He has issues, he gets mad, he gets into that construct and literally he watched Reset Wars and it's helped him transcend it because it helps you focus for seven hours on this artificial thing they've created that they make you.
[01:58:37.627 --> 01:58:39.610]  This is the technology they don't want people to have.
[01:58:41.457 --> 01:58:51.929]  Yeah, and you know what's crazy, Alex, is obviously I've been a big fan of your work for a long time, and I've seen just from the news cycle, the censorship that's happened to you over the years.
[01:58:52.330 --> 01:59:07.244]   But it's another thing to see it happen firsthand with Reset Wars, and it shows you that what they fear most is actually the thought, the spiritual awakening, and the empowerment and hope.
[01:59:07.424 --> 01:59:15.108]  I don't know if you saw that beautiful clip of the truckers that were voting to continue the blockade, and they were doing a very powerful prayer.
[01:59:15.628 --> 01:59:16.629]  It gave me the chills watching that.
[01:59:16.649 --> 01:59:20.511]  And by the way, we have prayers in this because that's what's empowering.
[01:59:20.571 --> 01:59:21.071]  It's real.
[01:59:21.131 --> 01:59:22.872]  I say real heartfelt prayers in this.
[01:59:23.052 --> 01:59:28.515]  There's a whole section on the power of prayer, which they know is real, and they want churches shut down, they want prayers shut down.
[01:59:30.151 --> 01:59:40.256]  Exactly, and that's why they came, that's why Jesus was so scary to them, because he was teaching the awakening, because this is a dark agenda about controlling consciousness.
[01:59:40.296 --> 01:59:48.901]  So it's ResetWars.com, 72 hours, it's 50% off, we're putting together the social proof on a sense, this is the censorship special.
[01:59:49.301 --> 01:59:50.461]  They don't want this up.
[01:59:50.521 --> 01:59:52.022]  We just had the video pulled down.
[01:59:52.302 --> 02:00:00.925]  We're putting together the social proof to get a publisher for Alex to put together a number one New York Times best-selling book to expose the Great Reset.
[02:00:00.965 --> 02:00:05.746]  So if you want to see that happen, head to ResetWars.com right now and sign up.
[02:00:05.906 --> 02:00:10.688]  It's 50% off for a very limited time, and we're going to have some big things coming.
[02:00:11.028 --> 02:00:17.133]   I mean, I just think about what are they going to do if Alex has a number one New York Times best-selling book.
[02:00:17.153 --> 02:00:18.535]  I mean, you talk about censorship before.
[02:00:18.555 --> 02:00:19.857]  Well, let's be clear.
[02:00:20.037 --> 02:00:23.862]  Out of the last ten Amazon bestsellers, they've all been great reset books.
[02:00:23.902 --> 02:00:24.984]  Robert Kennedy Jr., others.
[02:00:25.304 --> 02:00:25.985]  We promoted those.
[02:00:26.025 --> 02:00:26.546]  We sell those.
[02:00:26.606 --> 02:00:27.007]  It's wonderful.
[02:00:27.307 --> 02:00:29.530]  But we need a book that really boils it down.
[02:00:29.550 --> 02:00:30.171]  The books are excellent.
[02:00:30.191 --> 02:00:30.852]  I've read three of them.
[02:00:31.612 --> 02:00:36.835]  But we need one that absolutely just devastates the whole story, the whole thing.
[02:00:36.855 --> 02:00:40.657]  We've got it all ready, and that's how the Lord works in mysterious ways.
[02:00:40.737 --> 02:00:42.038]  ResetWars.com.
[02:00:42.378 --> 02:00:48.941]  You are building the genesis of the next human level of victory when you support us, and we're doing this all together.
[02:00:49.201 --> 02:00:52.183]  So ResetWars.com, 50% off right now.
[02:00:52.223 --> 02:00:53.103]  You've got to see the course.
[02:00:53.524 --> 02:00:55.665]  Go there, be part of this, and show it to your family.
[02:00:55.685 --> 02:00:56.185]  We'll be right back.
[02:00:57.346 --> 02:00:57.967]  All right, folks.
[02:00:58.767 --> 02:01:02.851]  Jake Ducey, best-selling author, researcher, really helped me put together Reset Wars.
[02:01:03.812 --> 02:01:06.035]  He's really fighting to get our information out on so many levels.
[02:01:06.956 --> 02:01:11.380]  A real angel when it comes to that is going to be hosting the fourth hour today ahead of the War Room at 3 p.m.
[02:01:11.400 --> 02:01:11.740]  Central.
[02:01:11.780 --> 02:01:13.202]  But I just want to be clear about something.
[02:01:14.921 --> 02:01:21.104]  I don't bring you things that are hype and BS, but if you don't take action on the information, it doesn't have any power.
[02:01:21.384 --> 02:01:28.047]  We have the seeds of destiny, but if the soil isn't there, if the water isn't there, if the sun isn't there, and that's you.
[02:01:29.248 --> 02:01:42.654]  We've got the seeds, you've got seeds as well, that's why you're here, it's all the same mission, but we have to plant the seeds, it has to have good soil, and it has to have sunlight and water, like Christ talks about, some of the seeds go on the rocks, and you know, some sprout up and get burned by the sun.
[02:01:43.034 --> 02:01:44.035]  It's got to be just right.
[02:01:45.017 --> 02:01:47.838]  And InfoWars has hit just right through God's plan.
[02:01:48.778 --> 02:01:53.019]  And so if you get excited, that's why they're banning and censoring Reset Wars.
[02:01:53.919 --> 02:02:00.080]  And if you get excited about this and believe it because it's real and put it into action and get others to, it's a chain reaction.
[02:02:00.860 --> 02:02:04.681]  And we've hit the chain reaction over and over again, all glory goes to Christ.
[02:02:05.241 --> 02:02:07.662]  But it's got to be you taking action.
[02:02:08.202 --> 02:02:09.182]  So get it.
[02:02:10.422 --> 02:02:10.862]  Watch it.
[02:02:11.082 --> 02:02:11.703]  Research it.
[02:02:12.003 --> 02:02:13.024]  We love the reviews.
[02:02:13.644 --> 02:02:14.865]  And share it with others.
[02:02:14.925 --> 02:02:16.126]  ResetWars.com.
[02:02:16.286 --> 02:02:17.426]  It's 50% off.
[02:02:17.486 --> 02:02:20.308]  And yes, we have to charge for it because they're trying to shut us down.
[02:02:20.328 --> 02:02:21.509]  We have to have our own infrastructure.
[02:02:21.749 --> 02:02:23.230]  We have to pay more for banking.
[02:02:23.250 --> 02:02:25.672]  We have to go through hell and build our own.
[02:02:25.732 --> 02:02:26.752]  I mean, folks, we're building.
[02:02:26.892 --> 02:02:35.257]  I'm not going to let the enemy know what we're doing, but obviously, I let you in on a little bit yesterday and just explained some things.
[02:02:36.298 --> 02:02:37.519]  But this is a real war.
[02:02:38.360 --> 02:02:41.042]  And we can win this together, but we need your support.
[02:02:41.082 --> 02:02:43.284]  Plus, you need this information together.
[02:02:43.524 --> 02:02:45.266]  And most of this you already know at a spiritual level.
[02:02:45.386 --> 02:02:49.329]  It's going to reaffirm it and help you focus it, if you give it your time and energy.
[02:02:50.270 --> 02:02:51.511]  So that's what this is all about.
[02:02:51.551 --> 02:02:55.354]  ResetWars.com, 50% off right now.
