[00:00:00.169 --> 00:00:01.450]  Is the pandemic over?
[01:43:43.093 --> 01:43:58.905]  It's well known that breathing through your nose when you're sleeping is, it's much better for your sleep pattern, it helps you get the REM sleep, it helps you stay asleep, and it's just, you want to breathe through your mouth, you don't want to breathe through your, you don't want to breathe through your mouth, you want to breathe through your nose while you're sleeping.
[01:43:58.925 --> 01:44:01.867]  In fact, some people tape their mouth shut to make sure that they can do this.
[01:44:02.955 --> 01:44:03.696]  Why am I telling you that?
[01:44:03.736 --> 01:44:10.701]  Well, when you have the seasonal distress and you have the congestion, it's impossible to sleep without breathing through your mouth.
[01:44:10.982 --> 01:44:12.863]  And it's, I mean, isn't it obnoxious and annoying?
[01:44:12.883 --> 01:44:18.067]  I have the secret to relief here, folks.
[01:44:19.168 --> 01:44:22.111]  Eucalyptus oil from Infowarsstore.com.
[01:44:22.171 --> 01:44:23.412]  Now, you're thinking, what?
[01:44:24.505 --> 01:44:28.428]  It's well known that eucalyptus helps open up your nasal passageways.
[01:44:28.488 --> 01:44:35.532]  Folks, I'm telling you, I went to bed last night and I was so congested, I mean, I couldn't breathe through my nose at all.
[01:44:35.572 --> 01:44:37.373]  Like, it was impossible.
[01:44:37.413 --> 01:44:38.694]  I couldn't breathe through my nose.
[01:44:39.254 --> 01:44:44.418]  And I laid down in bed and I was kind of tossing and turning and I was like, I can't, I'm not going to be able to sleep.
[01:44:45.258 --> 01:44:46.179]  I can't breathe here.
[01:44:47.711 --> 01:44:59.664]  And I remembered a trick that I learned and I just forgot about it, but I have the organic eucalyptus essential oils from InfoWareStore.com in my bedroom bathroom because I remember I learned this.
[01:45:00.045 --> 01:45:08.774]   Folks, if you're suffering from congestion before you want to go to bed, Take the organic eucalyptus oil from Infowarsstore.com.
[01:45:09.114 --> 01:45:16.541]  I just put a handful of it in my hand, you know, just a little hand puddle, we'll call it, and I just rub it.
[01:45:16.901 --> 01:45:25.789]  I just rub it like this all over my chest, and I mean within minutes, I'm breathing again through my nose and fell right asleep.
[01:45:27.443 --> 01:45:28.303]  Incredible relief.
[01:45:29.044 --> 01:45:37.087]  And is it not one of the most obnoxious things to try to sleep when your nose is congested and your nasal passageways are congested?
[01:45:37.127 --> 01:45:38.668]  Is it one of the hardest things?
[01:45:38.828 --> 01:45:39.528]  Restless sleep?
[01:45:39.568 --> 01:45:40.469]  You can't get to sleep?
[01:45:40.529 --> 01:45:41.509]  It sucks!
[01:45:42.470 --> 01:45:47.752]  So I'm telling you folks, Pollen Block for instant relief for seasonal distress is the best you're going to find.
[01:45:49.215 --> 01:45:54.799]  And if you're having trouble with congestion when you go to sleep, try the eucalyptus essential oil.
[01:45:55.000 --> 01:45:55.860]  Folks, it's so cheap.
[01:45:56.461 --> 01:45:57.442]  What is it, $15?
[01:45:58.603 --> 01:46:04.507]  It's so cheap for this fully organic, USDA organic eucalyptus.
[01:46:06.088 --> 01:46:14.255]  And you just rub it on your chest right before you go to bed, and you will be breathing through your nose within minutes.
[01:46:15.016 --> 01:46:16.417]  Within minutes.
[01:46:17.884 --> 01:46:30.290]  I'm telling you guys, this is like, we should probably even sell a combo pack of one of our sleep support formulas with eucalyptus essential oils.
[01:46:31.170 --> 01:46:34.132]  Because I'm telling you man, it just, it puts you right to sleep.
[01:46:34.512 --> 01:46:36.273]  And I think, do we sell lavender too?
[01:46:37.113 --> 01:46:38.794]  We might sell lavender oil too.
[01:46:39.735 --> 01:46:41.916]  While I'm on this plug, we're gonna do a deep plug here.
[01:46:41.936 --> 01:46:43.316]  We're going, this is a deep cut.
[01:46:43.436 --> 01:46:46.098]  You're going into InfoWars store deep cut plugs now.
[01:46:47.355 --> 01:46:49.897]  Lavender also well known to help with sleep, folks.
[01:46:50.617 --> 01:46:56.741]  If you're somebody like me that has trouble kind of calming down your mind, do we sell lavender, guys?
[01:46:56.801 --> 01:46:57.302]  I can't see.
[01:46:58.834 --> 01:46:59.835]  This screen's too far away.
[01:46:59.875 --> 01:47:01.736]  I don't have my other screen on, so we might not have it.
[01:47:02.217 --> 01:47:03.398]  But we should probably get some of that.
[01:47:03.438 --> 01:47:13.405]  But we should sell eucalyptus with a sleep aid, because I'm telling you, man, it just helps you so much open those nasal passageways and just get good breathing as you fall asleep.
[01:47:13.505 --> 01:47:14.326]  I'd give it a shot.
[01:47:14.966 --> 01:47:16.127]  Infowarsstore.com.
[01:47:16.147 --> 01:47:20.070]  And of course, it's your support there that keeps us on the air.
[01:47:20.451 --> 01:47:22.993]  All right, let's quickly do this before we go to this break.
[01:47:24.073 --> 01:47:26.636]  Joe Biden has asked about the situation in Taiwan last night.
[01:47:26.656 --> 01:47:30.540]  This has been a disaster for the White House, flip-flopping back and forth on their strategy.
[01:47:30.980 --> 01:47:34.980]   and they had to do it again after Joe Biden said this on 60 Minutes.
[01:47:34.980 --> 01:47:44.980]   13. What should Chinese President Xi know about your commitment to Taiwan?
[01:47:45.318 --> 01:47:48.460]  We agree with what we signed on to a long time ago.
[01:47:49.261 --> 01:47:53.923]  And that there's a one China policy and Taiwan makes their own judgments about their independence.
[01:47:54.564 --> 01:47:57.945]  We are not moving, we're not encouraging their being independent.
[01:47:58.065 --> 01:47:59.806]  We're not, that's their decision.
[01:48:00.387 --> 01:48:01.147]  But would U.S.
[01:48:01.207 --> 01:48:02.468]  forces defend the island?
[01:48:02.888 --> 01:48:05.529]  Yes, if in fact there was an unprecedented attack.
[01:48:06.109 --> 01:48:09.370]  After our interview, a White House official told us U.S.
[01:48:09.470 --> 01:48:11.511]  policy has not changed.
[01:48:12.111 --> 01:48:13.331]  Officially, the U.S.
[01:48:13.431 --> 01:48:21.354]  will not say whether American forces would defend Taiwan, but the Commander-in-Chief had a view of his own.
[01:48:21.854 --> 01:48:25.315]  So, unlike Ukraine, to be clear, sir, U.S.
[01:48:25.355 --> 01:48:26.575]  forces, U.S.
[01:48:26.635 --> 01:48:30.617]  men and women, would defend Taiwan in the event of a Chinese invasion?
[01:48:31.157 --> 01:48:31.377]  Yes.
[01:48:32.790 --> 01:48:40.654]  You know, it's frustrating that InfoWars is the only place that's going to tell you what's going on here, but think about it like this.
[01:48:40.734 --> 01:48:42.294]  Joe Biden is not the President, folks.
[01:48:43.055 --> 01:48:48.637]  When he says something on 60 Minutes and then the White House has to correct him, that tells you he's not in charge.
[01:48:50.018 --> 01:48:52.479]  And so, whatever you might think about the U.S.
[01:48:52.499 --> 01:48:57.181]  need to get involved with Taiwan, you also need to understand that the U.S.
[01:48:57.241 --> 01:48:59.562]  is currently at war with Russia, folks, in Ukraine.
[01:48:59.902 --> 01:49:00.723]  That's what's going on.
[01:49:01.744 --> 01:49:07.689]  So what are we about to be strung out in a war with Russia and with China?
[01:49:08.049 --> 01:49:11.691]  And how do you think that's going to go with the current leadership in our military?
[01:49:12.072 --> 01:49:13.233]  It's not good news, folks.
[01:49:14.093 --> 01:49:21.159]  All right, we've still got news to cover here on the Alex Jones Show plus Gerald Cilente in the fourth hour.
[01:49:22.079 --> 01:49:25.522]  But first, here's a quick message from Alex Jones.
[01:49:26.650 --> 01:49:28.752]  There are several ways to support this broadcast.
[01:49:29.392 --> 01:49:35.837]  And the biggest is by getting the fourth coin at 1776coin.com or patriotcollectibles.com.
[01:49:36.257 --> 01:49:37.518]  That is the man in the arena.
[01:49:38.179 --> 01:49:39.259]  Got a gladiator on the back.
[01:49:39.299 --> 01:49:42.442]  It's got Teddy Roosevelt on the front.
[01:49:43.556 --> 01:50:04.469]  It's the fourth coin, and just like NPR does, where they'll sell a ball cap for 50 bucks and a t-shirt for 100 bucks or whatever, this has a big markup on it because it's a piece of history, limited edition coin, to fundraise and fight the Democratic Party lawsuits and to keep us on air and to be successfully profitable in this bankruptcy so we stay on air.
[01:50:04.489 --> 01:50:05.129]  Do you understand?
[01:50:05.409 --> 01:50:06.310]  That's where we're at.
[01:50:06.989 --> 01:50:08.050]  So thank you for your support.
[01:50:08.150 --> 01:50:09.091]  I know we're in a depression.
[01:50:09.452 --> 01:50:10.133]  I know it's hard.
[01:50:10.433 --> 01:50:17.441]  It's your choice whether you want to keep us on air or not, but everybody should go to 1776coin.com right now and get the coin.
[01:50:18.242 --> 01:50:20.884]  It's a piece of history and you'll know you put up a fight.
[01:50:22.206 --> 01:50:30.163]   There's nowhere where you can more easily Make a donation and get a piece of history and a coin and know that you were part of the fight.
[01:50:31.324 --> 01:50:36.489]  You cannot find a place, and it's God's will that did this, not me, where we have more effect.
[01:50:36.549 --> 01:50:37.690]  We have world leaders listening.
[01:50:37.930 --> 01:50:39.392]  We have all the big podcasters listening.
[01:50:39.712 --> 01:50:41.474]  Everything we talked about 20 years ago has come true.
[01:50:41.734 --> 01:50:42.835]  Our credibility is incredibly high.
[01:50:44.423 --> 01:50:49.086]  That's why the enemies of freedom are in a rage, ladies and gentlemen, to shut us down.
[01:50:49.106 --> 01:50:51.047]  So get the Teddy Roosevelt coin now.
[01:50:51.347 --> 01:50:53.388]  When they're gone, they're gone.
[01:50:53.649 --> 01:50:56.370]  1776coin.com or patriotcollectibles.com.
[01:50:56.390 --> 01:51:01.173]  You can also get signed fundraiser books, only place to get them, at infowarshore.com.
[01:51:01.193 --> 01:51:02.474]  The Great Reset and War for the World.
[01:51:02.794 --> 01:51:07.737]  You also have unsigned copies at infowarshore.com if you just want copies to give friends and family.
[01:51:07.757 --> 01:51:08.958]  I get a signed copy for yourself.
[01:51:09.458 --> 01:51:11.459]  And then do your Christmas shopping and be done with it.
[01:51:11.499 --> 01:51:12.019]  Months ahead.
[01:51:12.319 --> 01:51:13.140]  Don't fight the crowds.
[01:51:13.160 --> 01:51:14.020]  Don't fight all the crap.
[01:51:14.260 --> 01:51:15.801]  This is do or die time, folks.
[01:51:15.821 --> 01:51:16.761]  And I'm going to explain it again.
[01:51:16.781 --> 01:51:22.024]  If you let the new world order take over, if you let them continue their design collapse, it's here.
[01:51:22.044 --> 01:51:22.644]  It's not coming.
[01:51:23.224 --> 01:51:25.685]  You're going to wish later you'd done something now.
[01:51:28.447 --> 01:51:31.648]  So there you go, ladies and gentlemen, it's the latest collectible coin.
[01:51:32.608 --> 01:51:39.622]   You can go directly to 1776coin.com or Infowarestore.com to get your hands on this Collectible.
[01:51:39.802 --> 01:51:40.183]  All right.
[01:51:40.943 --> 01:51:43.664]  A little bit more here on the Biden News Front.
[01:51:45.485 --> 01:51:49.888]  Big tech ramps up censorship in wake of Biden's white supremacy summit.
[01:51:50.108 --> 01:51:55.811]  And so, you know, they're going to do a whole summit on white people because, you know, they're racists.
[01:51:57.212 --> 01:52:04.916]  And this is already after the FBI whistleblowers have come forward saying that the FBI's number one agenda is to get white people.
[01:52:06.900 --> 01:52:07.961]  So, uh, yeah.
[01:52:08.501 --> 01:52:10.303]  Trump supporters, white people, Christians.
[01:52:11.924 --> 01:52:25.735]  That's objective number one, two, and three on our corrupt government's list, on our tyrannical, fascistic, totalitarian government's list that is controlled by the Democrat Party right now.
[01:52:26.716 --> 01:52:30.399]  And even though there is no white supremacy that's out there, that's a threat to anybody.
[01:52:31.656 --> 01:52:32.858]  That's their number one concern.
[01:52:32.878 --> 01:52:43.972]  And so if they can't find any white supremacists, then they'll manufacture the cause like Jussie Smollett or some of these other hate crime hoaxers that we have out there.
[01:52:45.856 --> 01:52:48.258]  And they're going to be looking at your video games.
[01:52:48.898 --> 01:52:55.442]  DHS to spend almost $700,000 of taxpayers' money on studying extremism in video gaming.
[01:52:55.522 --> 01:52:59.164]  Yes, that's the problem here, is people playing video games.
[01:52:59.244 --> 01:53:01.146]  That's what Americans are threatened by.
[01:53:01.166 --> 01:53:03.407]  Extremism in video gaming.
[01:53:03.507 --> 01:53:09.891]  Because, you know, those teenagers playing online might have used a racial slur.
[01:53:10.812 --> 01:53:12.433]  Ooh, look out.
[01:53:14.477 --> 01:53:18.960]  A teenager playing Madden online or Call of Duty might have said, Fag!
[01:53:19.340 --> 01:53:20.241]  Oh my gosh!
[01:53:22.462 --> 01:53:33.448]  You know, this whole thing is so hilarious to me, because it's treated like a criminal act now, if a white person says the N-word.
[01:53:34.749 --> 01:53:46.803]   And while, I mean, I think the common conclusion to land on here is we believe in free speech, There's all kinds of offensive words out there that if you run around saying, people aren't going to like you.
[01:53:47.443 --> 01:53:48.444]  And might be fighting words.
[01:53:49.904 --> 01:53:52.706]  And so you can choose whether you want to say that or not.
[01:53:53.306 --> 01:53:55.367]  You can choose whether you want to be portrayed as a jerk or not.
