[00:00:00.009 --> 00:00:00.909]  Not safe here.
[02:11:23.060 --> 02:11:27.642]  You're not a soldier pulling me and my family over and shining lights in my face and, where you going?
[02:11:27.682 --> 02:11:28.202]  What you doing?
[02:11:28.483 --> 02:11:31.965]  Go to North Korea if that's what you think protecting people is, okay?
[02:11:32.005 --> 02:11:33.445]  I'm gonna try to explain that to you.
[02:11:34.026 --> 02:11:36.167]  Alright, I said I'd get to it and I'm already getting to it.
[02:11:41.050 --> 02:11:45.292]  One of the biggest news stories out there the last few days is this asteroid.
[02:11:46.618 --> 02:11:48.940]  An asteroid half the size of a U.S.
[02:11:49.080 --> 02:11:57.767]  football field will pass between Earth and orbiting satellites next week, sparing the human race from the fate suffered by dinosaurs, NASA says.
[02:11:57.787 --> 02:11:59.468]  We have a NASA video we're going to go to in a moment.
[02:11:59.808 --> 02:12:04.792]  The 150-foot diameter asteroid, named 2012 DA14, will pass about 17,000 miles above Earth on February 15th.
[02:12:04.832 --> 02:12:06.453]  That sounds far away.
[02:12:06.473 --> 02:12:07.634]  That is like grazing us.
[02:12:15.220 --> 02:12:20.221]  Lower than the orbit of some satellites, and the closest recorded approach of an object of its size.
[02:12:20.641 --> 02:12:21.641]  Closest recorded.
[02:12:22.201 --> 02:12:27.702]  It will travel 7.8 kilometers a second, or 17,400 miles an hour.
[02:12:28.342 --> 02:12:35.124]  See, it's not just that these big iron or nickel meteorites are deadly because of their size, it's their speed, folks.
[02:12:35.724 --> 02:12:38.024]  Or about eight times the speed of a rifle shot.
[02:12:38.044 --> 02:12:40.085]  I'm sorry, I said four times earlier, from memory.
[02:12:40.445 --> 02:12:42.225]  NASA scientists said yesterday,
[02:12:43.573 --> 02:12:45.335]  No Earth impact is possible.
[02:12:45.355 --> 02:12:50.059]  We're going to play a clip from a NASA Jet Propulsion Laboratory that does all the computer calculations.
[02:12:51.000 --> 02:12:52.541]  And I'm sure they're right.
[02:12:53.362 --> 02:12:56.705]  The point is that if it was going to be hitting us, they won't be telling you.
[02:12:57.226 --> 02:13:01.389]  They would just know that people are going to see it coming in on their telescopes.
[02:13:01.910 --> 02:13:04.732]  Most new objects are planets, Kuiper Belt.
[02:13:05.813 --> 02:13:19.358]  Asteroids, you name it, are found by amateur astronomers because there are just millions of people now with pretty powerful telescopes, I'm one of them, who go out and are looking at the night sky and then finding things.
[02:13:21.139 --> 02:13:25.641]  So, I'm not saying this is happening, but if it was, we'd be in trouble.
[02:13:25.681 --> 02:13:29.122]  And I've always said, we need Earth defense.
[02:13:30.680 --> 02:13:34.023]  And some have called for this, but not under the UN.
[02:13:34.043 --> 02:13:47.053]  A country like the United States needs to put it out in deep orbit and have a treaty and maybe have a camera, you know, there on it, wiring back so everybody knows it's not a weapons system.
[02:13:47.073 --> 02:13:51.517]  The problem is it violates treaties because you can swing it back around and aim it at the earth.
[02:13:53.177 --> 02:13:54.578]  But they've already got that.
[02:13:56.579 --> 02:14:04.365]  I don't normally follow this argument that we've already got drones, we're already watching you, go ahead and accept that you have no privacy.
[02:14:05.385 --> 02:14:10.209]  See, I don't follow that argument of, okay, we did conquer you, so just sit down and shut up.
[02:14:11.269 --> 02:14:16.073]  A, we're not conquered, our own government can't hold Baghdad because it's not our government, they're a bunch of crooks.
[02:14:18.394 --> 02:14:22.017]  There's many examples, but when I say they've already got space-based weapons,
[02:14:23.163 --> 02:14:33.031]  Space is so completely classified, but I've talked to some of the top people involved, Dr. Bob Bowman and others, and it's on record that over 80% of all shuttle operations were classified military.
[02:14:33.491 --> 02:14:40.797]  They've got particle beams, DU, SABOs, smart pebble, brilliant pebble.
[02:14:42.579 --> 02:14:49.905]  The only reason Dr. Bowman could tell me about this is he said that the scientists and the heads of NASA are so arrogant
[02:14:51.098 --> 02:14:57.922]  That he said, I can only tell you this and where it's at because they said it on C-SPAN here and they said it there and they violated national security.
[02:14:58.222 --> 02:15:06.487]  But he said in the 1970s, this is at the whole 9-11 event in 2006 in California that was on C-SPAN.
[02:15:06.507 --> 02:15:09.288]  I'm back there eating lunch with him and everybody's out of the room.
[02:15:09.528 --> 02:15:11.269]  Nobody wants to talk to a top rocket scientist.
[02:15:11.289 --> 02:15:11.870]  They're all too busy.
[02:15:11.890 --> 02:15:13.311]  I want to talk to Charlie Sheen.
[02:15:14.211 --> 02:15:16.512]  And I've got him and I go, look, just tell me, tell me, tell me.
[02:15:16.532 --> 02:15:18.113]  I know they got space planes, black men.
[02:15:18.173 --> 02:15:19.014]  And he just looked and he said, look,
[02:15:19.654 --> 02:15:25.497]  When Star Wars didn't exist, there were robot craft with D.U.
[02:15:26.698 --> 02:15:31.440]  Sabos that could decapitate all the world leaders on Earth in a matter of hours.
[02:15:33.701 --> 02:15:40.365]  And he said, the only reason I can tell you that is because this person, that person, and this person all said it separately and he gave me the record of where it was.
[02:15:41.172 --> 02:15:58.346]  And he said, that is as high classified as it gets, what I just told you, but I can tell you it because these idiots, and one of them in a debate with him on C-SPAN, another C-SPAN show, screwed up and said, well you know that's not true because of the, you know, ZRQX9 program.
[02:15:58.886 --> 02:16:03.910]  I mean, and Bowman was there in the late seventies and the early eighties before they even announced it.
[02:16:04.211 --> 02:16:06.593]  I mean, in the seventies they had
[02:16:08.647 --> 02:16:14.530]  Drone remote control spacecraft with DU meteor guns on board.
[02:16:14.790 --> 02:16:16.971]  Can you imagine what they've got now?
[02:16:17.332 --> 02:16:25.216]  See, I mean, you see some article about, I saw one Wednesday going, yes, in fact, pull it up, it's London Telegraph, you can do it, but I've got to get these videos here.
[02:16:29.198 --> 02:16:35.141]  They're like, yes, the government is going to install black boxes in all telecommunications companies to track everything you do in live time.
[02:16:35.361 --> 02:16:36.082]  They did that 30 years ago.
[02:16:37.867 --> 02:16:42.790]  It's in the 96 Telecommunications Act that they upgraded them with 9 billion dollars here!
[02:16:43.351 --> 02:16:50.715]  Of course I knew every phone company had the NSA in it, and I always said that, and whistleblowers came out and said, the phone company is the NSA.
[02:16:51.035 --> 02:16:51.396]  Yes!
[02:16:51.836 --> 02:16:52.196]  Yes!
[02:16:52.536 --> 02:17:00.862]  The big NSA bases are the spies all dialed in, listening to what you're doing, and computer algorithms, and pulling up what you said, there's total recordings of it.
[02:17:03.564 --> 02:17:05.905]  I mean, they got, they had 35 years ago.
[02:17:09.673 --> 02:17:22.839]  They had robots that could kill every leader on Earth in a matter of hours, with 100-pound sabots that they fire off the back of a rocket that goes up to 30, 40, 50,000 miles an hour, like this meteor.
[02:17:23.959 --> 02:17:27.080]  And it doesn't matter if you're two miles under a mountain, you're dead.
[02:17:28.241 --> 02:17:28.941]  You're dead.
[02:17:29.061 --> 02:17:31.702]  I mean, pinpoint precision, right through the rock.
[02:17:32.423 --> 02:17:32.843]  You're dead.
[02:17:35.578 --> 02:17:37.319]  That's why the globalists are so arrogant.
[02:17:37.339 --> 02:17:38.339]  But here's the deal, globalists.
[02:17:38.379 --> 02:17:39.899]  I'm going to skip this network break.
[02:17:39.919 --> 02:17:40.639]  This is so important.
[02:17:41.360 --> 02:17:43.100]  I'm going to give you guys a little news flash here.
[02:17:44.321 --> 02:17:46.141]  You're not in control of yourselves.
[02:17:46.201 --> 02:17:49.842]  Man, I can look at top globalists who actually have power.
[02:17:49.922 --> 02:17:56.164]  And you guys are on megalomaniac, narcissistic power trips, loving the sound of your own voice.
[02:17:59.076 --> 02:18:01.057]  And you're not in control of all this stuff.
[02:18:01.097 --> 02:18:02.438]  Yeah, you're in control of us.
[02:18:02.779 --> 02:18:04.220]  You ain't in control of yourself.
[02:18:04.840 --> 02:18:05.460]  Comprende?
[02:18:05.480 --> 02:18:07.722]  I mean, does that get across to you?
[02:18:08.202 --> 02:18:12.865]  Go watch Forbidden Planet if you want to understand, okay?
[02:18:14.246 --> 02:18:16.008]  Dr. Morpheus thought he was in control.
[02:18:16.308 --> 02:18:17.529]  He was not in control.
[02:18:18.669 --> 02:18:19.830]  And you're not in control.
[02:18:20.130 --> 02:18:22.152]  And you better get yourself in control.
[02:18:23.368 --> 02:18:25.250]  I know you're so evil and so dark, you're not.
[02:18:25.450 --> 02:18:29.414]  But your mid-level and high-level people, look, you know this is going to a bad place.
[02:18:29.434 --> 02:18:30.395]  We've got to stop these people.
[02:18:32.117 --> 02:18:33.678]  Come hell or high water, we've got to stop them.
[02:18:34.039 --> 02:18:40.665]  Now, let's go ahead and go to the video here of, and it turns out that, it turns out, ladies and gentlemen, that
[02:18:41.937 --> 02:18:50.482]  Space Command has dispatched a spacecraft, and the asteroid is on a collision course with Earth, and that they're hoping to take it out with some boosters.
[02:18:50.502 --> 02:19:04.389]  They're going to fire at it and have mounted on the side to direct it away, but they've got to get the booster rockets up to the speed to be able to come up against it at 17,400 miles an hour to land, to then thrust it out away from the Earth.
[02:19:05.029 --> 02:19:06.270]  And we've got live feed of that.
[02:19:06.310 --> 02:19:07.371]  We're going to it right now.
[02:19:07.431 --> 02:19:07.771]  Here it is.
[02:19:25.081 --> 02:19:26.082]  April is coming up.
[02:19:28.484 --> 02:19:30.585]  April 1st, joke early.
[02:19:32.427 --> 02:19:47.138]  No, no, the asteroids, the asteroids, uh, 17,000 miles away is where it's going to pass, and they've got all the trajectory and stuff, and I hope they're right, and they're moving at 17,400 miles an hour, and there was space command out there dealing with it.
[02:19:48.536 --> 02:19:51.140]  Before that video was even available.
[02:19:52.582 --> 02:19:56.608]  Before they had video games like that in like, what was it, like 1982 or something?
[02:19:56.708 --> 02:19:57.149]  Asteroids?
[02:19:57.509 --> 02:19:58.511]  They had real...
[02:19:59.753 --> 02:20:01.054]  Weapon systems in space, 1979.
[02:20:01.574 --> 02:20:12.723]  So the year that was out, the Pentagon had a bunch of Black Manta attack craft in low orbit flying around with a DU weapons.
[02:20:12.743 --> 02:20:14.064]  Can you imagine what they've got now?
[02:20:14.284 --> 02:20:17.366]  Okay, let's go to the real NASA video saying that there's no threat, no big deal.
[02:20:17.626 --> 02:20:22.430]  By the way, my enemies will cut that joke out and say that actually said the asteroid was going to kill us, but I don't care, whatever.
[02:20:23.330 --> 02:20:25.052]  Okay, okay, Perky, go ahead.
[02:20:32.225 --> 02:20:40.829]  Asteroid 2012 DA14 is an object about half the size of a football field in diameter that is going to pass very close to the Earth on February 15th.
[02:20:41.530 --> 02:20:51.575]  Coming from the south to the north, it actually gets to within 17,200 miles of the Earth's surface and will pass interior to the geosynchronous satellites and the GPS satellites.
[02:20:52.015 --> 02:20:57.118]  But there's really no chance of the asteroid hitting the Earth and very little chance it will hit a satellite.
[02:21:00.754 --> 02:21:05.897]  Although this object gets very close to the Earth on February 15th, it's fairly small as asteroids go.
[02:21:05.917 --> 02:21:09.239]  I didn't know that Ted Anderson did the voiceovers for the Jet Propulsion Laboratory.
[02:21:09.319 --> 02:21:17.884]  But if you have been located in Eastern Europe, Asia, Australia, and you know where to look, and you have a pair of binoculars, it will indeed be visible.
[02:21:18.565 --> 02:21:24.869]  The asteroid was discovered by a group of Spanish astronomers in La Sagra Observatory in southern Spain.
[02:21:29.318 --> 02:21:37.705]  An object the size of DA14 actually impacted the Earth on June 30th, 1908, the so-called Tunguska event.
[02:21:38.646 --> 02:21:45.512]  An object about 30 or 40 meters came down into the Earth's atmosphere and exploded, leveling trees for 820 square miles.
[02:21:47.830 --> 02:21:53.774]  The close approach of this object 2012 DA14 on February 15th is nothing to worry about.
[02:21:53.794 --> 02:21:59.659]  Its orbit is very well known, we know exactly where it's going to go, and it cannot hit the Earth.
[02:22:03.021 --> 02:22:16.411]  Twenty years ago, we probably wouldn't have found this object, but now NASA's observing the skies nightly and picking up these objects and we track them for a hundred years into the future and see if any of them make interesting close-Earth approaches.
[02:22:16.591 --> 02:22:25.798]  Not only because of the threat issue, but because these objects are important for science, they're important for future resources, as well as threats.
[02:22:26.138 --> 02:22:27.619]  Okay, so, there you go.
[02:22:28.340 --> 02:22:40.790]  If you're a radio listener, again, I made the joke that the asteroid is going to hit the Earth, and they'd send a spaceship up to shoot it down, and I played video from the 1979 game.
[02:22:43.832 --> 02:22:44.753]  Was it Space Invaders?
[02:22:44.793 --> 02:22:45.594]  No, it's Asteroid.
[02:22:47.375 --> 02:22:49.037]  Hey, do you have the game Asteroids?
