[00:00:00.109 --> 00:00:00.469]  Brother.
[02:00:44.225 --> 02:00:45.427]  Senators are thanking CNN.
[02:00:45.487 --> 02:00:47.428]  I mean, they are just a pack of scum.
[02:00:48.650 --> 02:00:49.811]  I kind of love that name, Shooter.
[02:00:52.196 --> 02:00:55.781]  All right, ladies and gentlemen, let's go back to Mike Adams.
[02:00:55.841 --> 02:00:59.987]  Mike, again, I've been not critical of Bitcoin.
[02:01:00.007 --> 02:01:03.852]  I like the idea, just the whole way it's been put out there like a cult.
[02:01:04.633 --> 02:01:06.395]  My gut told me, don't be involved in it.
[02:01:07.697 --> 02:01:15.804]  And now that's happened, but it's like I said 2012 nothing was gonna happen and of course I had a hard call to make but I'm still bad because I said nothing was gonna happen with it.
[02:01:17.125 --> 02:01:21.328]  So what do you predict now with Bitcoin in closing and thanks for joining us on short notice.
[02:01:21.729 --> 02:01:29.916]  What do you predict now is going to happen and then how do we then get other real alternate digital currencies that we do need?
[02:01:30.896 --> 02:01:34.338]  Well, first of all, this reinforces the importance of having physical gold.
[02:01:34.978 --> 02:01:37.039]  So, the gold bugs are right.
[02:01:38.079 --> 02:01:40.740]  Gold can't evaporate overnight if you have it in your possession.
[02:01:40.780 --> 02:01:42.501]  So, number one, this is very pro-gold.
[02:01:43.101 --> 02:01:49.544]  Secondly, I am a proponent of the idea of cryptocurrencies, peer-to-peer decentralized currencies.
[02:01:50.064 --> 02:01:55.267]  Bitcoin, I'm calling it a failed experiment at this point, but it's not the end of
[02:01:56.367 --> 02:01:57.127]  Virtual currencies.
[02:01:57.447 --> 02:02:04.249]  I think there are going to be more attempts, more, you know, Bitcoin 2.0, other things that will be attempted, and maybe a lot more successful.
[02:02:04.289 --> 02:02:05.410]  And I hope they are, by the way.
[02:02:05.470 --> 02:02:07.370]  I think the central banks need competition.
[02:02:08.011 --> 02:02:22.535]  But right now, at this point, I have warned everybody that Bitcoin currently is a zero-sum game, almost a scheme at this point, because for someone to win at Bitcoin, someone else has to lose.
[02:02:23.772 --> 02:02:25.113]  Everybody can't win all together.
[02:02:25.513 --> 02:02:32.535]  So if you think that you're smarter than everyone else who's buying bitcoins, then by all means go ahead and risk your life savings at it.
[02:02:33.036 --> 02:02:34.156]  But chances are you're not.
[02:02:34.896 --> 02:02:46.701]  And what we're really seeing with bitcoin is that this younger generation hasn't learned the lessons of the dot-com bubble, which did crash and did burst and did lose 99% of many people's entire life savings.
[02:02:47.281 --> 02:02:52.723]  This younger generation didn't live through that and they haven't seen it and they think they've discovered some new galactic
[02:02:53.243 --> 02:02:55.904]  You know, loophole through which everybody can become wealthy.
[02:02:55.944 --> 02:03:00.807]  I mean, one reason the Chinese are investing in this so much is that they don't invest in it because they're gullible.
[02:03:01.147 --> 02:03:04.368]  The general public, that's a big thing in China, is to ride bubbles.
[02:03:04.749 --> 02:03:09.411]  They've got one for an herb right now that supposedly can, you know, help you with swine flu or something.
[02:03:10.011 --> 02:03:13.673]  So, I mean, you know, a lot of this was China pumping into it as well.
[02:03:13.733 --> 02:03:14.854]  I agree with you on that front.
[02:03:14.894 --> 02:03:21.537]  Now, are you declaring that it's going to be dead soon, pretty much, or are you saying it's now just going to be a pure casino?
[02:03:22.788 --> 02:03:25.088]  It is already a pure casino at this point.
[02:03:25.448 --> 02:03:35.050]  Until it comes back to traditional valuations, which I would say would be something well under $10 a Bitcoin, then I would warn people away from it.
[02:03:35.310 --> 02:03:37.671]  Now, I know there are a lot of people talking up Bitcoin.
[02:03:37.991 --> 02:03:41.231]  Most of those people have Bitcoins, and they have everything at stake.
[02:03:41.631 --> 02:03:46.272]  The Bitcoin exchange makes money off transactions, so they want to spin everything as good news.
[02:03:46.552 --> 02:03:50.593]  They call yesterday's crash that they're a victim of their own success.
[02:03:50.973 --> 02:03:52.754]  They call it a success that it crashed.
[02:03:53.214 --> 02:03:56.335]  I call that a loss of a billion dollars in valuation.
[02:03:56.375 --> 02:04:06.099]  So, people, put your money where it really counts, which would be some gold, some farmland, maybe food production technologies, maybe some affordable foods, firearms, ammo.
[02:04:06.499 --> 02:04:08.260]  That can't disappear overnight.
[02:04:08.280 --> 02:04:09.220]  Skills, skills.
[02:04:09.480 --> 02:04:10.181]  Absolutely.
[02:04:10.561 --> 02:04:11.501]  Be smart, people.
[02:04:11.541 --> 02:04:13.522]  Don't be suckered into the latest bubble.
[02:04:14.858 --> 02:04:17.520]  Well, look, I think overall it's a good idea.
[02:04:17.620 --> 02:04:20.502]  I've been very suspicious of the whole nebulous nature of it from the beginning.
[02:04:22.063 --> 02:04:23.484]  And we'll see what happens.
[02:04:23.524 --> 02:04:24.785]  So far you've been dead on.
[02:04:25.686 --> 02:04:26.726]  And we'll see what happens.
[02:04:26.746 --> 02:04:30.009]  But, I mean, as for gold, they are manipulating it on purpose now.
[02:04:30.609 --> 02:04:32.490]  And over 12 years it only goes up.
[02:04:32.810 --> 02:04:34.291]  We've been proven right long term.
[02:04:34.771 --> 02:04:37.613]  So we'll see if we're proven right on this long term as well.
[02:04:37.873 --> 02:04:43.095]  NaturalNews.com is where you find more of Mike Adams' great work and he graciously lets us repost it at Infowars.com.
[02:04:43.376 --> 02:04:44.236]  Mike, thank you so much.
[02:04:44.656 --> 02:04:45.076]  Thank you, Alex.
[02:04:45.677 --> 02:04:49.819]  Ladies and gentlemen, Shooter Jennings straight ahead on the other side of this break.
[02:04:50.259 --> 02:04:51.680]  And an update on the gun grabbing.
[02:04:54.767 --> 02:04:57.489]  Alex Jones here with a message to fellow freedom lovers.
[02:04:57.790 --> 02:05:02.594]  The prognosis for the entire planetary economic system runs from bad to worse.
[02:05:02.794 --> 02:05:09.980]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[02:05:10.100 --> 02:05:15.524]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[02:05:15.744 --> 02:05:19.467]  These are items that I did research on, that I personally use.
[02:05:19.767 --> 02:05:24.291]  We've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[02:05:24.491 --> 02:05:29.715]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[02:05:29.955 --> 02:05:33.038]  Strategic Relocation 3rd Edition by Joel Scalzin.
[02:05:33.178 --> 02:05:35.440]  When Disaster Strikes by Matthew Stein.
[02:05:35.700 --> 02:05:40.265]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[02:05:40.465 --> 02:05:42.907]  Hand cranked shortwave AM FM radios.
[02:05:43.347 --> 02:05:50.374]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[02:05:50.554 --> 02:05:51.595]  We're getting prepared.
[02:05:51.835 --> 02:05:52.236]  Are you?
[02:05:52.496 --> 02:05:53.277]  Infowarshop.com
[02:05:55.239 --> 02:05:58.300]  You prepare by purchasing gold, food, and firearms.
[02:05:58.640 --> 02:06:04.102]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[02:06:04.702 --> 02:06:07.903]  When you're sleeping or away from home, who's watching out for intruders?
[02:06:08.583 --> 02:06:09.844]  Check out SimpliSafe.
[02:06:10.164 --> 02:06:14.045]  It's a new do-it-yourself home security system that is completely wireless.
[02:06:14.625 --> 02:06:16.666]  Go to GetSimpliSafe.com.
[02:06:17.344 --> 02:06:19.728]  SimpliSafe is independent and off the grid.
[02:06:20.068 --> 02:06:23.874]  It runs on battery power, so even if the grid goes down, you're protected.
[02:06:24.435 --> 02:06:30.584]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit or shed.
[02:06:31.105 --> 02:06:32.627]  Get SimpliSafe.com
[02:06:33.408 --> 02:06:37.632]  SimplySafe is also ridiculously easy to install yourself in under 20 minutes.
[02:06:38.093 --> 02:06:40.275]  So there's no need to let a stranger into your home.
[02:06:40.795 --> 02:06:44.378]  If you move or need to relocate, you can take the system with you wherever you go.
[02:06:44.899 --> 02:06:51.325]  You aren't always at home, but SimplySafe will stand guard, protecting your property 24 hours a day, 7 days a week.
[02:06:51.906 --> 02:06:54.068]  Again, that's GetSimplySafe.com
[02:06:54.708 --> 02:06:56.349]  Introducing Pro-1.
[02:06:56.589 --> 02:07:00.112]  All of your filtration in one system, portable, on-the-go.
[02:07:00.252 --> 02:07:04.655]  No more do you have two or three filters to just reduce sodium fluoride.
[02:07:04.795 --> 02:07:10.779]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[02:07:10.899 --> 02:07:21.706]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals all in one filter element.
[02:07:21.906 --> 02:07:24.508]  It is the only one that does it and out of the gate.
[02:07:24.728 --> 02:07:28.169]  Yes, we have it discounted at 10% off with promo code WATER.
[02:07:28.369 --> 02:07:45.354]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[02:07:45.674 --> 02:07:50.995]  Get your ProPure with the new Pro1 filter today at infoworkstore.com or by calling 888-253-3139.
[02:08:03.226 --> 02:08:04.928]  The Alex Jones Show.
[02:08:05.348 --> 02:08:08.291]  Because there is a war on for your mind.
[02:08:10.312 --> 02:08:13.195]  Stepped off of the train in this town.
[02:08:13.275 --> 02:08:16.598]  They look kinda strange, kinda rough all around.
[02:08:17.178 --> 02:08:21.422]  You don't know what I've been through, but you better not stare.
[02:08:21.462 --> 02:08:23.484]  Better watch your mouth, boy.
[02:08:33.817 --> 02:08:38.722]  I'm just looking for some brothers in arms and a woman with the long dark hair.
[02:09:04.739 --> 02:09:12.370]  Well the album's out and it is climbing up the charts and he's kicking off his new tour here in Central Texas tonight in San Marcos.
[02:09:12.830 --> 02:09:21.382]  Shooter Jennings, whose music is in a police state for the rise of FEMA, came out a few years ago, which I've got to say, as I said earlier,
[02:09:21.462 --> 02:09:22.883]  I mean, how many stars are in music?
[02:09:22.923 --> 02:09:23.523]  Five stars?
[02:09:23.863 --> 02:09:24.463]  Twenty stars?
[02:09:24.503 --> 02:09:26.644]  I mean, it is as good as it gets.
[02:09:26.664 --> 02:09:27.404]  But what do you expect?
[02:09:27.424 --> 02:09:28.525]  He's a chip off the old block.
[02:09:28.845 --> 02:09:31.566]  Waylon Jennings' son, here in studio with us.
[02:09:31.586 --> 02:09:34.047]  First time I've had a chance to actually meet him in person.
[02:09:34.087 --> 02:09:37.108]  Talked to him on the phone and on the air quite a few times before.
[02:09:37.528 --> 02:09:42.370]  He also collaborated with Stephen King, of all people, also on some of the intros on the last album.
[02:09:42.390 --> 02:09:45.891]  The new album is out and it's available on iTunes and everywhere else.
[02:09:46.591 --> 02:09:47.792]  It's great country.
[02:09:48.433 --> 02:09:50.535]  The other life available right now.
[02:09:50.575 --> 02:09:55.662]  We're gonna be playing some clips of that and we're gonna talk about politics and the world He's sitting right there.
[02:09:55.682 --> 02:09:59.788]  We're going to him here in just a moment, but the big fight on the Second Amendment
[02:10:01.452 --> 02:10:02.053]  Give it up!
[02:10:02.453 --> 02:10:04.715]  Biden says it's time to get rid of the Second Amendment.
[02:10:05.055 --> 02:10:06.036]  Filibuster fails.
[02:10:06.076 --> 02:10:10.540]  Gun bill clears Senate hurdle for national registration and the persecution of gun owners.
[02:10:10.960 --> 02:10:15.043]  As our City Councilman said, first we're going to register and then we're going to confiscate your guns right here in Austin.
[02:10:15.424 --> 02:10:18.406]  Democratic Senator thanks CNN for its support in gun debate.
[02:10:18.766 --> 02:10:20.147]  Biden thanks MSNBC.
[02:10:21.268 --> 02:10:25.311]  Uh, and Senators says background checks could allow Holder to create gun registry.
[02:10:25.331 --> 02:10:26.091]  They already do, folks.
