[00:00:00.309 --> 00:00:00.991]  Wednesday live.
[01:51:55.224 --> 01:51:57.045]  Because she wants that power and control.
[01:51:57.065 --> 01:52:03.105]   And Klaus Schwab says, We will cut off their food, we will control them, and they will accept the Great Reset.
[01:52:03.365 --> 01:52:09.747]  They think the public's so stupid that when the lights go off this winter that Biden won't get the blame.
[01:52:09.767 --> 01:52:11.608]  But even if he gets the blame, he'll go away.
[01:52:12.128 --> 01:52:13.188]  He's the puppet, you see.
[01:52:14.289 --> 01:52:14.809]  He'll go away.
[01:52:15.149 --> 01:52:25.812]  Meanwhile, when we come back, they say they're going to cut our power off and take your cars to save you from racism.
[01:52:26.542 --> 01:52:27.827]  Yes, ladies and gentlemen.
[01:52:28.389 --> 01:52:31.562]  Not just the racist roads, but racist trees.
[01:52:32.495 --> 01:52:33.195]  And there's more.
[01:52:33.775 --> 01:52:37.356]  Now, it doesn't make sense that that's, you know, it's meant to be mentally ill.
[01:52:37.776 --> 01:52:38.656]  And you think that's crazy.
[01:52:38.696 --> 01:52:40.337]  Well, you grew up in a half sane world.
[01:52:40.637 --> 01:52:49.879]  Your children are being taught in almost all the public schools and many private schools literally that they're bad because they're white or literally they're owed something and a victim because they're black.
[01:52:50.239 --> 01:52:53.800]  But don't worry, the big mega corporations, they're going to save you.
[01:52:54.080 --> 01:52:57.141]  They're taking all your real rights and replacing them with made up crap.
[01:52:58.941 --> 01:53:01.722]  Welcome back, ladies and gentlemen, I'm going to hit the key right now.
[01:53:04.887 --> 01:53:08.028]  And again, I don't feel worthy to be bringing you this information.
[01:53:09.089 --> 01:53:18.253]  I can't believe how out in the open it is, how they admit it's what they're doing, how they admit it's meant to consolidate and totally take control for megacorporations and meant to starve billions of people to death.
[01:53:18.273 --> 01:53:24.356]  And then they're going to use the people fleeing the starvation to then take us over in replacement migration.
[01:53:24.456 --> 01:53:32.860]  I mean, this is total war by the managerial class against the people at the behest of the psychotic ruling.
[01:53:33.894 --> 01:53:34.314]  Globalist.
[01:53:34.334 --> 01:53:38.615]  You know that big COP26 global climate conference they just had in Europe?
[01:53:39.836 --> 01:53:41.616]  With the 400 private jets that flew to it?
[01:53:42.636 --> 01:53:48.058]  Where Obama gave a speech about how you shouldn't be allowed to even have heating in your house, but he's got seven houses and everything.
[01:53:48.118 --> 01:53:49.098]  I mean, it's just a sick joke.
[01:53:49.498 --> 01:53:49.938]  Report!
[01:53:50.538 --> 01:54:00.181]  A group of diesel gas generators are hidden from public view behind screens at the hashtag COP26 climate conference.
[01:54:01.832 --> 01:54:04.153]  Why did they use wind or solar to power the event?
[01:54:05.074 --> 01:54:06.895]  They're only going to cut your power off, folks.
[01:54:08.796 --> 01:54:11.698]  Big article on InfoWars.com from ZeroHedge.com.
[01:54:11.818 --> 01:54:14.840]  A severe blast of Arctic cold could impact U.S.
[01:54:14.900 --> 01:54:15.400]  next week.
[01:54:16.781 --> 01:54:24.546]  Weather observer Electroverse is forecasting a severe blast of Arctic air to encompass parts of the U.S.
[01:54:24.566 --> 01:54:26.327]  lower 48 beginning late next week.
[01:54:28.795 --> 01:54:33.159]  And of course, they're pointing out that we need the feds to up the amount of energy we can use.
[01:54:33.199 --> 01:54:41.906]  But have you heard the governor of Texas and others go and complain and even point out that the feds wouldn't up the amount of power that the generators could do?
[01:54:42.527 --> 01:54:43.368]  And why is that there?
[01:54:43.408 --> 01:54:46.610]  And why is Texas under this greenhouse gas carbon crap?
[01:54:48.732 --> 01:54:48.953]  No.
[01:54:49.873 --> 01:54:50.414]  Not a word.
[01:54:51.795 --> 01:55:01.362]  It's because he's been given huge awards and huge amounts of money from the windmill, boondoggle, scam operations of T. Boone Pickens.
[01:55:03.644 --> 01:55:04.284]  Here's another one.
[01:55:05.585 --> 01:55:08.207]  Buddha judge is right, says the London Independent.
[01:55:08.347 --> 01:55:09.929]  America's roads are racist.
[01:55:10.389 --> 01:55:13.111]  Ted Cruz and Tucker Carlson are pretending to misunderstand.
[01:55:14.990 --> 01:55:23.317]  American Medical Association pushes pro-critical race theory materials in health equity guide, and they gaslight you and say it doesn't exist when you don't want it.
[01:55:24.217 --> 01:55:27.980]  DOG launches probe into racist sewage.
[01:55:28.040 --> 01:55:28.661]  I'm not joking.
[01:55:29.021 --> 01:55:29.862]  RT reports the U.S.
[01:55:29.882 --> 01:55:40.710]  Department of Justice has launched our first ever environmental justice investigation, looking into companies on behalf of black residents in rural Loudoun County, Alabama, about the disparate impact on waste disposal.
[01:55:42.088 --> 01:55:51.056]  Sanitation is a basic human right, and no one in the United States should be exposed to the risk of illness and other serious harm because of inadequate access to safe and effective sewage management.
[01:55:52.117 --> 01:56:08.011]  As they try to shut off our infrastructure, as the Feds pass laws to put all these high-tech scrubbers on the water systems, but then add deadly toxins in on top of it, bankrupting these systems that break, then if there's any sewage overflow or problems, well, the Feds will just indict somebody.
[01:56:10.265 --> 01:56:14.067]  It's all part of weighing the system down till it breaks.
[01:56:14.288 --> 01:56:21.652]  And then here is the UN putting out a report on how they're going to use the credit cards to force you, it's already begun, to pay carbon taxes.
[01:56:23.774 --> 01:56:26.796]  Our understanding of the impact of reshaping all commercial activity on Earth.
[01:56:27.596 --> 01:56:33.680]  The economy provides leading impact data services for individual corporations to help educate, engage, and reduce environmental impact.
[01:56:34.300 --> 01:56:35.181]  Lifestyle impact.
[01:56:35.794 --> 01:56:44.261]  Transaction impact, corporate impact, product impact, surveillance of what you buy and what you do to begin the taxing of it via its carbon system.
[01:56:44.281 --> 01:56:45.502]  Go read it from the UN right here.
[01:56:45.522 --> 01:56:52.147]  It's all being rolled out.
[01:56:55.130 --> 01:57:00.374]  Oh, surveillance and Big Brother's never been so sexy as it is now.
[01:57:01.675 --> 01:57:02.235]  Here's another one.
[01:57:02.676 --> 01:57:11.283]   Africa to become a testing ground For TrustStamp vaccine record and payment system.
[01:57:11.683 --> 01:57:16.445]  It's the TrustStamp digital app, which will soon be a chip.
[01:57:16.986 --> 01:57:23.409]  This is all being reported with all your biometric data in it, and they're rolling it out on poor people first, ladies and gentlemen.
[01:57:25.310 --> 01:57:29.032]  Africa becomes the first testing ground for TrustStamp vaccine record and payment system.
[01:57:29.605 --> 01:57:30.906]  And Utah has announced it here.
[01:57:31.406 --> 01:57:36.509]  ID2020 and the Partners Launch Program provide digital ID with vaccines.
[01:57:36.749 --> 01:57:37.569]  Oh my goodness!
[01:57:40.511 --> 01:57:43.352]  Mastercard joins Blockchain Digital Identity Alliance.
[01:57:44.133 --> 01:57:46.114]  ID2020 to begin the carbon tax.
[01:57:47.615 --> 01:57:50.096]  Personal carbon allowance revisited.
[01:57:50.476 --> 01:57:52.637]  Nature Journal of Sustainability.
[01:57:52.677 --> 01:57:54.038]  It's all in here.
[01:57:55.046 --> 01:57:59.890]  Welcome to the CO2 monitoring credit card that cuts you off at your carbon max.
[01:58:02.813 --> 01:58:04.515]  Personal carbon allowances.
[01:58:08.038 --> 01:58:12.482]  Oh, the global methane pledge to tax humans for your methane.
[01:58:13.619 --> 01:58:16.101]  And cows, even though it's part of the atmosphere and a good gas.
[01:58:16.562 --> 01:58:17.663]  No, no, no, no, no.
[01:58:17.743 --> 01:58:18.844]  Everything carbon's bad.
[01:58:19.144 --> 01:58:24.849]  This is from the UN and from Biden signing the Global Methane Pledge.
[01:58:25.329 --> 01:58:26.811]  And here's all the countries that signed it.
[01:58:27.231 --> 01:58:28.452]  But notice they're not going to follow it.
[01:58:28.472 --> 01:58:37.180]  It's only going to be Western countries that insert large tubes up the rear ends of cows to collect the methane and then pump it back into mine shafts.
[01:58:37.853 --> 01:58:47.238]  Because it's so deadly when animals producing methane has always been part of the atmosphere and is needed on the earth to actually trap heat on the earth so we don't have a new ice age.
[01:58:48.658 --> 01:58:51.060]  But by listing that, they're able to come out with everything.
[01:58:51.080 --> 01:58:55.582]  And then here it is, the Global Methane Pledge on the UN's website.
[01:58:57.765 --> 01:59:05.167]  Where you can learn about how evil this is and how they're going to stop that evil gas that comes out of insects, humans, fish, everything.
[01:59:05.207 --> 01:59:05.888]  It's just so evil.
[01:59:06.328 --> 01:59:07.828]  But oh, what's good is silicon.
[01:59:07.888 --> 01:59:08.488]  It's wonderful.
[01:59:08.969 --> 01:59:14.510]  Biden unveils new rules to curb methane, a potent greenhouse gas from oil and gas operations.
[01:59:14.990 --> 01:59:16.751]  And your farm, Washington Post.
[01:59:17.291 --> 01:59:18.151]  Yes, can't allow it.
[01:59:18.291 --> 01:59:20.812]  Oh, but the big companies, they'll still operate.
[01:59:20.852 --> 01:59:25.334]  They'll pay the tax to themselves, to one of their subsidiaries, and then everybody else gets shut down.
[01:59:25.374 --> 01:59:25.894]  See how it works?
[01:59:27.509 --> 01:59:30.972]  Joint US-EU press release on global methane pledge.
[01:59:32.292 --> 01:59:32.473]  U.N.
[01:59:32.493 --> 01:59:35.955]  to sharply cut methane pollution that threatens the climate and the public health.
[01:59:36.115 --> 01:59:36.575]  Oh, yes.
[01:59:37.096 --> 01:59:37.776]  There's too many of us.
[01:59:37.796 --> 01:59:39.017]  You want to kill us, but this will save us.
[01:59:39.317 --> 01:59:44.601]  EPA's proposal to reduce climate and health-harming pollution from the oil and natural gas industry.
[01:59:45.001 --> 01:59:48.084]  But I'm now moving against carbon dioxide and methane.
[01:59:49.144 --> 01:59:52.006]  Those evil plants can't get that evil carbon dioxide they need.
[01:59:52.086 --> 01:59:52.507]  No, no, no.
[01:59:54.201 --> 01:59:58.484]  And it goes on, and on, and on, and on, and on.
[02:00:01.046 --> 02:00:02.928]  And of course, what's the great reset do?
[02:00:03.048 --> 02:00:05.470]  Oh, all these folks that want to take a poison shot?
[02:00:05.789 --> 02:00:09.029]   Now you know why the shot's so toxic, 'cause they could have just set up a World ID
[02:00:09.029 --> 02:00:14.109]   with a placebo, but they wanted to hurt a bunch of folks, so smart people all get fired or quit their jobs,
[02:00:14.109 --> 02:00:18.149]  and everything breaks down again as well.
[02:00:18.149 --> 02:00:25.550]   Here's an example, New York City fire truck availability down to 55% manpower shortages due to vaccine mandate.
[02:00:25.550 --> 02:00:32.069]   New York firefighters, and now up to half of major utility worker groups are being fired
[02:00:32.069 --> 02:00:33.668]  because they won't take the shot.
[02:00:33.518 --> 02:00:39.360]  And so now when the ice comes and the regular storms and there's power outages, you'll be in the dark two or three times longer.
[02:00:39.661 --> 02:00:40.921]  Just getting used to that.
[02:00:41.301 --> 02:00:44.263]  After all, what's Biden's new comptroller nominee say?
[02:00:44.623 --> 02:00:46.304]  We want you to go bankrupt.
[02:00:46.344 --> 02:00:47.004]  That's a quote.
[02:00:47.604 --> 02:00:49.805]  Because then we can dictate total control.
[02:00:50.185 --> 02:00:51.546]  Oh, but here's the clip of Obama.
[02:00:52.660 --> 02:00:56.042]  Obama, owner of giant Martha's Vineyard and six other houses.
[02:00:56.603 --> 02:01:01.466]  There is one thing that should transcend our day-to-day politics, and that's climate change.
[02:01:01.506 --> 02:01:01.806]  Yes.
[02:01:02.466 --> 02:01:05.909]  Yes, just, you know, we are all gonna die if we don't let you run our lives.
[02:01:07.710 --> 02:01:17.796]  And they just distract everyone with racism investigations, while the global lockdowns killed 25 million extra people, and counting most of them Africans.
[02:01:18.257 --> 02:01:21.218]  But, oh, it doesn't matter because the corporations all have black spokespersons.
[02:01:21.238 --> 02:01:21.839]  That's what matters.
[02:01:22.709 --> 02:01:25.050]  The black folks are doing really great, ladies and gentlemen.
