[00:00:00.134 --> 00:00:00.955]  This is our chance
[01:56:02.184 --> 01:56:04.906]  When we look at some of these riots, where did these riots occur?
[01:56:05.446 --> 01:56:06.607]  We had, uh, who was it?
[01:56:06.807 --> 01:56:08.688]  Catherine, uh, what was her name?
[01:56:09.008 --> 01:56:10.789]  Um, she was mapping out.
[01:56:11.009 --> 01:56:17.492]  Catherine Austin Fitz mapped out where all these riots occurred, and they seem to be in close vicinity with the Fed banks.
[01:56:17.732 --> 01:56:23.255]  That's right, and also matches, have you seen these Level 4 and Level 5 maps of what's open and what isn't?
[01:56:23.555 --> 01:56:24.816]  The maps match that too.
[01:56:25.136 --> 01:56:27.017]  Whatever they want to buy doesn't get to open.
[01:56:27.377 --> 01:56:28.237]  But whatever they want- Yes.
[01:56:28.557 --> 01:56:29.158]  That's crazy.
[01:56:30.579 --> 01:56:32.680]  Trump created opportunity zones for the black community.
[01:56:33.281 --> 01:56:34.382]  And what did these people do?
[01:56:34.642 --> 01:56:39.226]  They destroyed the black community, and now people are going to come in and buy these properties.
[01:56:39.686 --> 01:56:43.009]  This incoming administration is going to destroy the black community even further.
[01:56:44.410 --> 01:56:47.292]  Elaborate on that, because I looked at those maps, it's actually true.
[01:56:47.712 --> 01:56:54.378]  They literally chose those areas for Antifa to attack, which I've got documents two years ago where they tell Antifa what to attack.
[01:56:55.519 --> 01:56:56.921]  It's predatory real estate.
[01:56:57.001 --> 01:57:04.449]  They come in, they destroy the properties, it lowers the value, then they get to come in and buy up the property and gentrify the area.
[01:57:05.069 --> 01:57:07.091]  Democrats have been doing this since redlining.
[01:57:07.252 --> 01:57:10.295]  This is something that's in their playbook.
[01:57:11.283 --> 01:57:12.904]  But who was the one destroying black business?
[01:57:12.924 --> 01:57:16.286]  It was Antifa, under the guise of Black Lives Matter sometimes.
[01:57:16.346 --> 01:57:18.228]  We saw that with Darren Sills out in Ferguson.
[01:57:18.448 --> 01:57:22.070]  These agents come in, co-opt your movement, and then destroy your community.
[01:57:22.230 --> 01:57:23.891]  So bottom line, they're just predators.
[01:57:23.911 --> 01:57:26.413]  If you want to know how they're operating, just whatever gives them more power.
[01:57:26.833 --> 01:57:28.975]  They don't care if it ruins society, that's who they are.
[01:57:28.995 --> 01:57:30.536]  Alright, final segment, both of you gentlemen.
[01:57:30.896 --> 01:57:34.398]  Really excited to have Ho-Tep Jesus and Uncle Ho-Tep with us today.
[01:57:34.438 --> 01:57:35.999]  We'll tell you about their websites as well.
[01:57:36.400 --> 01:57:38.041]  I know this, I'm getting on an airplane tonight.
[01:57:38.101 --> 01:57:38.981]  I'm going to D.C.
[01:57:39.422 --> 01:57:40.482]  and this is going to be historic.
[01:57:40.502 --> 01:57:41.483]  I hope to see you there.
[01:57:41.503 --> 01:57:42.104]  We'll be right back.
[01:57:43.725 --> 01:57:48.728]  All right, I just got a funny message from the White House coordinator and I sent him the video.
[01:57:49.829 --> 01:57:51.470]  But it's all the porta-potties being delivered.
[01:57:52.871 --> 01:57:54.472]  They're on the news saying there's no porta-potties.
[01:57:54.492 --> 01:57:55.332]  Don't come to D.C.
[01:57:55.352 --> 01:57:58.975]  because they know conservatives don't want to like piss on the ground or whatever.
[01:58:00.009 --> 01:58:01.470]  It's all lies, folks.
[01:58:01.550 --> 01:58:02.391]  It's all insanity.
[01:58:03.091 --> 01:58:05.253]  Imagine the revolution got stopped because we didn't have port-a-potties.
[01:58:05.273 --> 01:58:06.594]  That's going to come up after our guest leaves us.
[01:58:07.454 --> 01:58:09.836]  Uncle Ho-Tep, and of course, Ho-Tep Jesus, are here with us.
[01:58:10.577 --> 01:58:12.118]  Gentlemen, I watch your show all the time.
[01:58:12.158 --> 01:58:13.078]  You're kicking ass here today.
[01:58:13.179 --> 01:58:16.841]  You're being very subdued and gentlemanly, unlike Alex Jones does on other shows.
[01:58:16.861 --> 01:58:17.742]  They're more obnoxious.
[01:58:18.222 --> 01:58:24.287]  But hit us with a shotgun of what else, you know, your top ten things, your most important, your gut-level instinct.
[01:58:24.887 --> 01:58:29.728]  Your orders from headquarters, because I respect you guys, I like you guys, and I want to hear what your true grit is.
[01:58:29.748 --> 01:58:31.268]  What do you want to say to the people?
[01:58:31.548 --> 01:58:32.729]  Let's go to Uncle Hotep first.
[01:58:34.409 --> 01:58:46.471]  Hey, if you're like me, and you got kids at home, and they're not going to school, they're doing school at home, you know the president who wanted to send them back to school, right?
[01:58:46.991 --> 01:58:51.592]  You know the president who wanted to get people back to work and open up the economy, right?
[01:58:52.573 --> 01:58:54.313]  My kid's driving crazy right now.
[01:58:54.955 --> 01:58:59.337]  She's not doing as well in school as she's doing right now.
[01:58:59.377 --> 01:59:01.397]  She's not doing well at home as she was doing in school.
[01:59:01.437 --> 01:59:02.138]  Mine are the same.
[01:59:02.198 --> 01:59:02.618]  Keep going.
[01:59:02.658 --> 01:59:02.998]  You're right.
[01:59:04.318 --> 01:59:07.199]  We gotta... Stand up for who you want to stand up for.
[01:59:07.259 --> 01:59:08.940]  Stand up for what's right!
[01:59:09.100 --> 01:59:10.421]  You want your kids to go back to school?
[01:59:10.441 --> 01:59:11.741]  You better stand up now!
[01:59:12.141 --> 01:59:12.841]  I'm telling you!
[01:59:13.102 --> 01:59:15.542]  Please help Uncle Hotev out!
[01:59:15.582 --> 01:59:16.883]  She's driving me crazy!
[01:59:16.903 --> 01:59:17.623]  You know what I mean?
[01:59:17.723 --> 01:59:22.525]  But it's more about that... You gotta help the school out because the kids will do better in school.
[01:59:23.393 --> 01:59:26.035]  They're not built for this working from home, you know?
[01:59:26.095 --> 01:59:28.317]  It's hard enough for adults to do it, you know?
[01:59:28.357 --> 01:59:30.438]  So, we gotta get these kids back in school.
[01:59:30.458 --> 01:59:31.899]  We gotta get back to normal.
[01:59:32.760 --> 01:59:33.961]  We gotta get back to normal.
[01:59:34.141 --> 01:59:35.002]  We gotta do what's right.
[01:59:35.482 --> 01:59:37.904]  And that starts when Bill Gates gets his ass arrested.
[01:59:38.164 --> 01:59:39.945]  This whole thing's an anti-human agenda.
[01:59:41.647 --> 01:59:42.447]  It definitely is.
[01:59:42.507 --> 01:59:43.208]  It definitely is.
[01:59:43.268 --> 01:59:47.171]  You know, they're really trying to hose us down and they're hurting us.
[01:59:47.991 --> 01:59:52.915]  It's impeding our progress for the future by hurting our students, our kids like this.
[01:59:53.376 --> 01:59:54.316]  This gotta stop.
[01:59:55.317 --> 01:59:55.857]  Damn right.
[01:59:56.157 --> 01:59:58.358]  Making little babies wear masks, Coach Epp?
[01:59:59.398 --> 02:00:00.299]  Yeah.
[02:00:00.999 --> 02:00:01.979]  Look at history.
[02:00:02.119 --> 02:00:08.222]  Look at every single moment you've ever been taught about that was a turning point in our history of our country.
[02:00:09.482 --> 02:00:12.824]  Some of them, some of us, we weren't alive during these turning points.
[02:00:12.964 --> 02:00:13.744]  Well, you know what?
[02:00:14.284 --> 02:00:19.546]  You're alive right now at one of the most important moments of American history.
[02:00:19.967 --> 02:00:20.867]  That is right now.
[02:00:21.610 --> 02:00:26.097]  Right in front of your face, you are seeing them turn us into China.
[02:00:26.558 --> 02:00:28.100]  China, as Trump would say.
[02:00:28.441 --> 02:00:30.023]  They are literally turning us into China.
[02:00:30.444 --> 02:00:32.947]  They did with the mask, found out we was compliant.
[02:00:33.468 --> 02:00:35.191]  Next thing you know, you know what they're gonna do?
[02:00:35.491 --> 02:00:36.473]  They're gonna microchip you.
[02:00:36.873 --> 02:00:40.695]  Not only that, they're gonna microchip you without your say-so.
[02:00:41.035 --> 02:00:43.016]  They'll slide it right into one of these vaccines.
[02:00:43.397 --> 02:00:49.480]  Bill Gates got the, uh, 666 patent for the vaccine ready to put the, uh, microchip right in you.
[02:00:49.740 --> 02:00:52.201]  They're gonna track you like a little Wi-Fi computer.
[02:00:52.762 --> 02:00:57.464]  They're gonna connect your ass to the Wi-Fi, follow you around.
[02:00:58.285 --> 02:01:01.146]  The other thing China does is they got the social credit system.
[02:01:01.186 --> 02:01:03.207]  Bloomberg just said they want to do the same thing here.
[02:01:03.227 --> 02:01:05.989]  They want to tie your credit history
[02:01:06.584 --> 02:01:11.287]  They want to tie your credit history to your browsing history on your mobile device.
[02:01:11.307 --> 02:01:12.688]  I don't want to interrupt you, but you're damn right.
[02:01:12.708 --> 02:01:13.429]  I'm glad you brought this up.
[02:01:14.269 --> 02:01:15.670]  They admit China's the model.
[02:01:15.710 --> 02:01:17.932]  They admit, they're not even denying this now.
[02:01:17.992 --> 02:01:19.192]  They admit what you're saying is true.
[02:01:20.053 --> 02:01:20.333]  Yeah.
[02:01:20.553 --> 02:01:21.694]  You got Jack Ma.
[02:01:22.034 --> 02:01:22.995]  Jack Ma's missing.
[02:01:23.976 --> 02:01:25.657]  Another billionaire got locked up.
[02:01:26.117 --> 02:01:27.518]  China is locking up people.
[02:01:27.558 --> 02:01:30.440]  If you look at China, you're going to see what America's going to become.
[02:01:30.980 --> 02:01:31.821]  It's slowly happening.
[02:01:31.841 --> 02:01:35.223]  I remember when we used to joke around and say, ha, look at the Chinese people, they wear masks.
[02:01:35.523 --> 02:01:36.324]  Well, look at us now.
[02:01:37.210 --> 02:01:38.030]  Everybody's walking around.
[02:01:38.050 --> 02:01:42.671]  I love the people that are going into establishments and they're protesting.
[02:01:43.792 --> 02:01:44.412]  That's beautiful.
[02:01:44.632 --> 02:01:45.172]  That's what you need.
[02:01:45.252 --> 02:01:47.493]  I saw somebody say, well, that's a private business.
[02:01:48.013 --> 02:01:49.893]  It's not in the private businesses business plan.
[02:01:49.953 --> 02:01:53.754]  Well, that's like saying black people can't eat at a lunch counter because it's a private business.
[02:01:53.974 --> 02:01:55.315]  That's BS, man.
[02:01:55.335 --> 02:01:57.595]  It's discriminatory.
[02:01:57.635 --> 02:02:00.536]  They're trying to make us accept their control to have entrance.
[02:02:00.696 --> 02:02:02.237]  Everybody should have equal access.
[02:02:02.297 --> 02:02:03.157]  It's tyranny.
[02:02:03.956 --> 02:02:04.656]  Well, here's the thing.
[02:02:05.276 --> 02:02:07.617]  It's not in their business plan to wear masks.
[02:02:07.697 --> 02:02:10.697]  They don't say, oh, we'll make more money if we make people wear masks.
[02:02:10.757 --> 02:02:10.937]  No.
[02:02:11.198 --> 02:02:13.218]  This is coming down from the government mandates.
[02:02:13.238 --> 02:02:14.258]  From the UN.
[02:02:14.318 --> 02:02:14.978]  From the UN.
[02:02:15.919 --> 02:02:16.259]  Yes.
[02:02:16.679 --> 02:02:20.500]  So when people are bucking against this, it's against the establishment.
[02:02:20.520 --> 02:02:21.320]  It's against the system.
[02:02:21.360 --> 02:02:22.380]  It's against the oligarchs.
[02:02:22.420 --> 02:02:24.800]  It's the people that want to turn us into trans humans.
[02:02:25.861 --> 02:02:27.701]  Why do you think the whole trans thing was happening?
[02:02:27.961 --> 02:02:31.982]  That was the... You see now, they're trying to turn A-men into A-women.
[02:02:32.904 --> 02:02:39.246]  They're trying to destroy everything you thought was real, and give you a new sense of reality.
[02:02:40.266 --> 02:02:41.546]  Virtual reality.
[02:02:41.726 --> 02:02:43.087]  You ain't gonna know what is what.
[02:02:43.107 --> 02:02:45.347]  This is why this is a pivotal moment in history right now.
[02:02:45.367 --> 02:02:48.768]  You're either gonna be a part of history, or you're gonna be a slave on a plantation.
[02:02:48.808 --> 02:02:49.769]  That's where we at right now.
[02:02:50.809 --> 02:02:52.029]  I totally agree, my friends.
[02:02:52.189 --> 02:02:53.110]  Wow, powerful.
[02:02:54.090 --> 02:02:56.150]  Uncle Hotep, other points on what he just said?
[02:02:57.811 --> 02:02:58.191]  He's right.
[02:02:58.331 --> 02:03:01.612]  You know, there's the A man versus A woman, like,
[02:03:02.435 --> 02:03:05.457]  They're changing reality right before our eyes.
[02:03:05.617 --> 02:03:09.779]  And like, when are we going to stand up and say, hey, enough's enough?
[02:03:10.019 --> 02:03:11.080]  You know, stop.
[02:03:11.700 --> 02:03:12.020]  Stop.
[02:03:12.580 --> 02:03:15.222]  You know, that day is tomorrow.
[02:03:15.662 --> 02:03:16.783]  That day is the 6th.
[02:03:17.223 --> 02:03:19.664]  That should be the day like, hey, we've had enough.
[02:03:20.245 --> 02:03:21.405]  We had enough of this.
[02:03:21.905 --> 02:03:24.567]  They're trying to... We're going to be...
[02:03:25.416 --> 02:03:27.158]  Just like China's the model.
[02:03:27.178 --> 02:03:28.499]  We're just going to be like China.
[02:03:28.859 --> 02:03:35.564]  You know, and if that's what the American people want, and that's what we accept, then I guess that's what's going to happen.
