[00:00:00.289 --> 00:00:01.090]  Thursday Live!
[01:47:53.665 --> 01:47:58.849]  Royal families in general have played their part, but they're entering a new phase.
[01:48:00.180 --> 01:48:11.871]  Well, you said 20 years ago on my show they want to turn us into computers.
[01:48:11.911 --> 01:48:17.617]  Now, all these globalists say, well, we're going to transcend and merge the machines, and now they're going to basically force this.
[01:48:17.637 --> 01:48:19.959]  Now they're talking about microchips in the troops.
[01:48:20.019 --> 01:48:21.361]  I mean, it's just all out there.
[01:48:22.121 --> 01:48:24.162]  You're a famous goalie, you used to do sports for the BBC.
[01:48:24.242 --> 01:48:33.385]  If you had to score this as a football game or a cricket match or a US football match, I mean, where's Team Humanity versus Team Satan?
[01:48:35.305 --> 01:48:37.006]  Well, I think we're a few goals down.
[01:48:37.786 --> 01:48:43.128]  But I played a few games where we were a few goals down and we ended up winning.
[01:48:44.028 --> 01:48:49.630]  And you know, this global cult
[01:48:50.356 --> 01:48:54.940]  I mean, the consciousness that is this global cult is actually terrified.
[01:48:55.020 --> 01:48:55.701]  It really is.
[01:48:55.721 --> 01:48:57.142]  Oh, we're all powerful.
[01:48:57.202 --> 01:48:58.683]  No, no, you're terrified.
[01:48:59.164 --> 01:49:08.752]  You know, the global cult-controlled Silicon Valley does not censor people in their back bedrooms putting on information.
[01:49:08.772 --> 01:49:11.074]  They were so powerful they wouldn't be trying to suppress everything.
[01:49:12.065 --> 01:49:13.166]  They wouldn't even bother.
[01:49:13.186 --> 01:49:13.906]  We're all powerful.
[01:49:13.926 --> 01:49:14.946]  We don't care what they say.
[01:49:14.986 --> 01:49:15.687]  But they do.
[01:49:15.787 --> 01:49:18.228]  They're terrified because they know.
[01:49:18.248 --> 01:49:25.990]  So we have to take our power, stop complying, come together, love each other, have positive energy, love God, and that will lift us above their transmission.
[01:49:26.251 --> 01:49:28.912]  David Icke, incredible interview again.
[01:49:29.232 --> 01:49:33.493]  Tell us about the name of the new show you're launching with your son, who's a great filmmaker, Friday Mornings.
[01:49:34.254 --> 01:49:36.214]  Well, it's my son's show, Gareth.
[01:49:36.414 --> 01:49:37.775]  It's called Right Now.
[01:49:38.596 --> 01:49:44.719]  And it's looking at events, as the name suggests, that are happening right now, keeping up with events.
[01:49:44.739 --> 01:49:44.960]  All right.
[01:49:44.980 --> 01:49:46.721]  You've got an amazing channel also.
[01:49:46.741 --> 01:49:48.301]  Just my little censorship at Bandot Video.
[01:49:48.381 --> 01:49:49.482]  Hope all your fans will go there.
[01:49:49.502 --> 01:49:50.663]  David, amazing interview.
[01:49:51.043 --> 01:49:52.003]  And we really appreciate you.
[01:49:52.083 --> 01:49:53.224]  Look forward to seeing you tomorrow morning.
[01:49:53.884 --> 01:49:54.305]  Fantastic.
[01:49:54.365 --> 01:49:56.026]  Bandot Video is fantastic.
[01:49:56.046 --> 01:49:57.586]  The numbers you get on there are amazing.
[01:49:57.867 --> 01:49:59.127]  Well, it's the listener spreading the word.
[01:49:59.187 --> 01:50:00.408]  Bandot Video, the David Icke channel.
[01:50:00.428 --> 01:50:00.948]  All right.
[01:50:00.968 --> 01:50:01.348]  Thank you, David.
[01:50:01.368 --> 01:50:01.889]  What an icon.
[01:50:01.909 --> 01:50:02.249]  We love you.
[01:50:02.569 --> 01:50:02.889]  All right.
[01:50:02.969 --> 01:50:06.131]  We'll be right back on the other side with all the latest breaking news.
[01:50:06.151 --> 01:50:07.632]  And Owen Schroer, please stay with us.
[01:50:08.885 --> 01:50:13.106]  You know, there's a few other stories I've never told listeners because they're so insane and so crazy.
[01:50:14.367 --> 01:50:20.249]  John the Revelator put him in an elevator, sent him up to the higher ground.
[01:50:20.269 --> 01:50:21.729]  This is a song.
[01:50:22.249 --> 01:50:23.910]  They demonize it, but they know it's true.
[01:50:37.571 --> 01:50:38.072]  Listen to this.
[01:50:38.473 --> 01:50:43.121]  Depeche Mode, great band, says John the Revelator stole God from the Muslims?
[01:50:44.563 --> 01:50:48.330]  Islam didn't exist for hundreds and hundreds of years after Christianity.
[01:51:07.836 --> 01:51:14.780]  Anyways, I told that story around a lot of Satanist, a lot of occult stuff, a lot of crazy stuff growing up in the suburbs of Dallas.
[01:51:15.961 --> 01:51:21.184]  But right before I ended up, my dad sold his two dental offices and moved out because my mom already wanted to live in Austin.
[01:51:22.665 --> 01:51:24.105]  I was never messing with the cops.
[01:51:24.266 --> 01:51:25.386]  They were dealing drugs.
[01:51:25.546 --> 01:51:26.727]  A bunch of them got busted.
[01:51:28.028 --> 01:51:28.948]  They would pull me over.
[01:51:28.988 --> 01:51:29.148]  I was 16.
[01:51:29.288 --> 01:51:29.949]  They had a car.
[01:51:29.969 --> 01:51:31.250]  They'd pull my friends over before that.
[01:51:31.310 --> 01:51:32.550]  I'd say, I've seen you deal drugs.
[01:51:32.570 --> 01:51:33.291]  What have you been pulling us over?
[01:51:33.311 --> 01:51:33.671]  Leave us alone.
[01:51:33.691 --> 01:51:35.052]  They would get so mad, take me to jail.
[01:51:36.212 --> 01:51:41.977]  And they'd actually call our family lawyer and said, Alex doesn't end up hung in the jail cell if you don't leave town and stop.
[01:51:43.178 --> 01:51:44.580]  And it took a few months for us to move.
[01:51:45.561 --> 01:51:51.466]  And they even sent an informant to our house, a kid I knew right before he left, going, please buy marijuana for me right now.
[01:51:51.486 --> 01:51:53.127]  And I don't even smoke marijuana very often.
[01:51:53.147 --> 01:51:54.168]  I don't want to buy marijuana from you.
[01:51:54.508 --> 01:51:57.992]  So it was really weird, but it's like interdimensional, the devil, you know, all this weird stuff.
[01:51:58.412 --> 01:52:00.394]  I'm not sure how it worked, but they really wanted to get me.
[01:52:02.009 --> 01:52:08.655]  And so I'm driving over to her girlfriend's house, drop her off one afternoon, and the cops pull me over and they go, Alex, we just want to talk to you.
[01:52:08.695 --> 01:52:09.556]  Come with us, get in the car.
[01:52:09.596 --> 01:52:11.998]  So they take me like some, what they call a substation.
[01:52:12.038 --> 01:52:14.540]  It wasn't a substation, it was probably some crack house they ran, I don't know.
[01:52:15.100 --> 01:52:17.102]  And like I said, they're like, get in this room.
[01:52:17.622 --> 01:52:20.064]  I'm sitting there, I'm like, hey, I'm moving out, I don't want any trouble, blah, blah, blah.
[01:52:20.965 --> 01:52:22.146]  And this is a true story, folks.
[01:52:22.166 --> 01:52:23.027]  I told David Ike's story.
[01:52:23.047 --> 01:52:23.887]  I'll just go ahead and tell the story.
[01:52:24.568 --> 01:52:31.012]  And this corrupt cop that hated me for years, who owned like bars and ran hookers, I later learned, and got busted for it.
[01:52:31.912 --> 01:52:35.074]  He goes, Alex, he's a white guy with a handlebar mustache.
[01:52:35.715 --> 01:52:36.615]  He goes, I forget his name.
[01:52:36.655 --> 01:52:38.677]  He goes, Alex, I think you're really tough.
[01:52:38.697 --> 01:52:39.737]  Like, you're this big devil.
[01:52:39.757 --> 01:52:40.878]  I'm not a devil.
[01:52:40.898 --> 01:52:41.319]  I'm a powerful.
[01:52:41.339 --> 01:52:41.779]  Oh, yeah.
[01:52:41.859 --> 01:52:43.800]  And they're like, they turn the lights down.
[01:52:44.040 --> 01:52:46.542]  There's a big mirror wall in, I guess, some other room.
[01:52:46.582 --> 01:52:47.302]  It was a two-way mirror.
[01:52:47.322 --> 01:52:47.583]  I don't know.
[01:52:47.603 --> 01:52:47.763]  He goes,
[01:52:48.646 --> 01:52:49.367]  You think you're tough?
[01:52:49.387 --> 01:52:51.588]  Go ahead and show me how powerful, what a demon you are.
[01:52:51.608 --> 01:52:54.291]  And I'm like, I'm not a demon, because I guess I get really mad and fight people.
[01:52:55.311 --> 01:52:56.993]  They thought I was a devil worshiper, basically.
[01:52:57.493 --> 01:52:59.195]  And I go, OK, you guys, whatever.
[01:52:59.395 --> 01:53:00.335]  You need to let me go now.
[01:53:00.355 --> 01:53:01.176]  I don't know what your problem is.
[01:53:01.216 --> 01:53:01.637]  I told you.
[01:53:02.177 --> 01:53:02.938]  He goes, no, no, look.
[01:53:02.978 --> 01:53:04.499]  And I remember he twisted his belt.
[01:53:04.519 --> 01:53:05.460]  He wasn't wearing a police uniform.
[01:53:05.480 --> 01:53:06.621]  It was a straight uniform.
[01:53:06.641 --> 01:53:07.621]  It was like a science fiction movie.
[01:53:07.962 --> 01:53:11.504]  He twisted something on his belt, and his eyes went green in the mirror.
[01:53:12.205 --> 01:53:13.266]  And I went, oh, that's fake.
[01:53:13.346 --> 01:53:14.106]  Is that lasers?
[01:53:14.146 --> 01:53:15.147]  And they got really pissed.
[01:53:15.187 --> 01:53:16.888]  They said, get out of here, Jones, blah, blah.
[01:53:17.288 --> 01:53:19.490]  And I don't think he was a demon that had green eyes.
[01:53:19.690 --> 01:53:22.772]  I think, because now we know about technology, they're 30, 40 years ahead.
[01:53:23.252 --> 01:53:26.815]  You see, like, the etched mirrors where they can have, like, spots where things come up.
[01:53:27.075 --> 01:53:28.676]  They project lasers behind those.
[01:53:28.696 --> 01:53:30.197]  Because he, like, I remember how he did it.
[01:53:30.217 --> 01:53:34.240]  He went like this and got right in the spot and then hit a button on his belt and did it.
[01:53:34.640 --> 01:53:38.563]  So what I'm saying is, is David Icke right that it's aliens and all this stuff?
[01:53:38.783 --> 01:53:41.905]  Or is it the CIA Project Blue Beam doing weird stuff?
[01:53:42.986 --> 01:53:47.388]  Because that's all magicians do, is you've got a table with a rabbit under it, and you've got a hat.
[01:53:47.448 --> 01:53:48.729]  You go, oh look, I've got a rabbit in my hat.
[01:53:48.749 --> 01:53:51.050]  But really, you reach through a compartment and pull a rabbit out.
[01:53:51.531 --> 01:53:53.932]  It's not magic, it's trickery.
[01:53:55.433 --> 01:53:59.676]  So, I mean, I didn't tell the full story there, but they got so pissed when I picked it up.
[01:54:01.069 --> 01:54:04.270]  If he'd been out in the field and his eyes turned green, I'd have been like, okay, this is real, but no.
[01:54:04.730 --> 01:54:06.111]  Look, look right there.
[01:54:06.371 --> 01:54:07.351]  Oh, look, show us, show it.
[01:54:08.171 --> 01:54:09.272]  Show us who you are.
[01:54:09.352 --> 01:54:11.672]  I guess Satanists are into looking into mirrors.
[01:54:12.112 --> 01:54:15.433]  They see Soros' house, all these black mirrors in the dark, and it opens up dimensions.
[01:54:15.453 --> 01:54:16.974]  They think, I don't know, I've read about it.
[01:54:17.854 --> 01:54:19.895]  I'm like, okay, I'm standing in front of him, he goes, well, watch this.
[01:54:20.922 --> 01:54:21.603]  Look at my eyes.
[01:54:22.523 --> 01:54:25.345]  And I look, and he went, psst, and the eyes go green.
[01:54:25.805 --> 01:54:26.846]  And I remember that.
[01:54:26.946 --> 01:54:29.768]  And I know that sounds crazy, because these people are crazy!
[01:54:30.449 --> 01:54:32.170]  And they're messing with people, folks.
[01:54:32.190 --> 01:54:33.211]  That was MKUltra.
[01:54:33.871 --> 01:54:39.775]  Before that, MKUltra, MKNaomi, they would drug people up, dress up in devil outfits, use holograms.
[01:54:40.016 --> 01:54:42.437]  Yeah, Seattle, exactly this year, or last year.
[01:54:43.678 --> 01:54:45.780]  That's real video of real
[01:54:47.355 --> 01:54:53.599]  Holograms that were projected over the Space Needle, and a lot of people went crazy.
[01:54:53.979 --> 01:54:55.280]  It looks like aliens have invaded.
[01:54:56.000 --> 01:54:57.021]  So that's what really happened.
[01:54:57.061 --> 01:54:58.301]  So, it doesn't matter.
[01:54:58.401 --> 01:54:59.582]  David Icke's been accurate.
[01:55:00.443 --> 01:55:01.783]  Is his perspective wrong?
[01:55:02.404 --> 01:55:03.384]  I don't know if it's aliens.
[01:55:03.464 --> 01:55:05.766]  I don't know what it is, but the globalists act like aliens.
[01:55:06.426 --> 01:55:09.228]  They're creating all these genetically engineered creatures that never existed before.
[01:55:09.548 --> 01:55:11.329]  Those are aliens on our planet.
[01:55:13.553 --> 01:55:15.594]  Why was the police not already dealing drugs?
[01:55:15.714 --> 01:55:16.635]  Why were they into all that?
[01:55:16.735 --> 01:55:17.775]  I don't know what they were doing.
