[00:00:00.000 --> 00:00:10.000]  [BLANK_AUDIO]
[01:37:12.344 --> 01:37:12.765]  All right.
[01:37:13.606 --> 01:37:13.886]  Yeah.
[01:37:17.129 --> 01:37:18.030]  And that's their cult.
[01:37:19.171 --> 01:37:25.017]  And now William Shatner comes back down from Earth and says, I'm sorry about the great cataclysm that's coming, but we've got to save the Earth.
[01:37:25.297 --> 01:37:26.258]  It's so fragile.
[01:37:26.298 --> 01:37:27.279]  I mean, I'm sorry.
[01:37:29.221 --> 01:37:33.969]  I mean, the Earth's going to be gone, we're all going to be dead in 2030, says AOC.
[01:37:33.809 --> 01:37:39.048]   and I mean I talked to the scientists I can't tell you it's classified but we're all gonna
[01:37:39.048 --> 01:37:50.248]  be dead if we don't do exactly what they say.
[01:37:50.277 --> 01:37:52.617]  I mean, there's so much damn news here where they're killing us with the shots.
[01:37:52.657 --> 01:37:53.838]  I mean, it's all totally confirmed.
[01:37:53.858 --> 01:37:54.638]  Now, we knew it was.
[01:37:54.878 --> 01:37:55.638]  We had experts on it.
[01:37:55.658 --> 01:37:56.959]  It was all confirmed, and now it happened.
[01:37:57.039 --> 01:37:58.679]  I mean, and we're just now normalized.
[01:37:58.799 --> 01:37:59.180]  Oh, yeah!
[01:37:59.540 --> 01:38:00.840]  Doubles your chances of dying.
[01:38:00.900 --> 01:38:02.661]  Almost all the dead and dying took the shot.
[01:38:02.901 --> 01:38:04.081]  Destroys your immune system.
[01:38:04.141 --> 01:38:05.281]  Gives you ADE.
[01:38:06.102 --> 01:38:08.202]  Double the chances of getting sick if you take the shot.
[01:38:08.403 --> 01:38:09.323]  That's just up front.
[01:38:09.643 --> 01:38:10.423]  Gives you COVID.
[01:38:11.243 --> 01:38:12.624]  All over the world, the same graphs.
[01:38:16.741 --> 01:38:17.822]  And, oh, you'll get cancelled.
[01:38:17.862 --> 01:38:19.823]  Oh, Big Pharma won't come after you if you say too much.
[01:38:20.063 --> 01:38:21.564]  Well, how much should you put on there?
[01:38:21.664 --> 01:38:22.064]  I don't know.
[01:38:22.104 --> 01:38:22.944]  How much should you put on there?
[01:38:23.124 --> 01:38:23.745]  These other shows.
[01:38:24.005 --> 01:38:25.405]  I mean, people see what's happening to me.
[01:38:26.026 --> 01:38:27.827]  They go, yeah, we see what's happening to you, man.
[01:38:27.847 --> 01:38:28.227]  We don't know.
[01:38:28.267 --> 01:38:28.907]  We want to go all the way.
[01:38:29.087 --> 01:38:29.908]  I mean, we know you're right.
[01:38:30.208 --> 01:38:30.608]  Oh, really?
[01:38:30.688 --> 01:38:31.349]  Go all the way?
[01:38:31.369 --> 01:38:33.650]  You're all going to be frickin' dead if you don't stop this!
[01:38:34.370 --> 01:38:35.931]  Oh, Alex, you've got more courage than we've got.
[01:38:35.971 --> 01:38:36.691]  I got courage?
[01:38:36.711 --> 01:38:37.752]  This is the opposite of courage!
[01:38:39.380 --> 01:38:42.602]  You think I'm gonna sign on to this to go live in some bunker while they kill everybody?
[01:38:42.622 --> 01:38:44.503]  You think that sounds like a happy place to be?
[01:38:44.743 --> 01:38:45.624]  Even if they let me live?
[01:38:46.064 --> 01:38:48.145]  No, I'll stay right here on the surface.
[01:38:48.205 --> 01:38:49.206]  I'm gonna fight these people.
[01:38:50.466 --> 01:38:53.008]  And that means fighting them with information and the truth.
[01:38:53.308 --> 01:38:58.711]  Not shining up your guns and getting ready for a war with the police that are as big a target as we are.
[01:39:00.523 --> 01:39:01.884]  No, this is a spiritual choice.
[01:39:02.124 --> 01:39:11.612]  This is a choice of facing the facts and saying no to the system and withdrawing your support from it now before it bankrupts you and starves you out to make you sign on and capitulate.
[01:39:11.792 --> 01:39:22.401]  Because before they kill you, they want you to sign on and sterilize your kids and capitulate and cut yourself off from God so they metaphysically are allowed to come in and get you and tear you limb from limb.
[01:39:22.421 --> 01:39:23.983]  Because there's rules to this.
[01:39:26.053 --> 01:39:26.613]  So no.
[01:39:27.554 --> 01:39:31.016]  I do this out of extreme selfishness for my soul.
[01:39:31.356 --> 01:39:33.157]  Extreme selfishness.
[01:39:33.677 --> 01:39:34.557]  That's why I do this.
[01:39:34.657 --> 01:39:35.838]  Not because I'm a hero.
[01:39:36.138 --> 01:39:38.419]  And that's the great trick you people don't get out there.
[01:39:40.901 --> 01:39:42.061]  You don't understand.
[01:39:42.802 --> 01:39:44.102]  The devil's a loser.
[01:39:44.442 --> 01:39:45.923]  This thing is not good.
[01:39:46.203 --> 01:39:47.744]  You shouldn't want to be with this.
[01:39:48.544 --> 01:39:51.106]  Oh, but you get to go up in a spaceship because you're part of it.
[01:39:52.687 --> 01:39:53.247]  What a joke.
[01:39:55.717 --> 01:39:59.480]  And yes, I love people, and yes, I have empathy, and yes, I love God, and I don't want to kill people.
[01:39:59.761 --> 01:40:07.207]  But I can also tell you that if I was a sociopath, I would choose God over Satan.
[01:40:07.387 --> 01:40:15.855]  I mean, how does Satanist choose the devil when it's a total failure and a betrayal, and that they themselves are idiots?
[01:40:18.337 --> 01:40:20.039]  Because they're missing something.
[01:40:21.618 --> 01:40:25.521]  And they want to take us down with them, and you've got to understand that.
[01:40:27.243 --> 01:40:28.744]  These people are seeking after power.
[01:40:28.784 --> 01:40:30.165]  They know nothing about power.
[01:40:30.425 --> 01:40:32.267]  They cannot even imagine real power.
[01:40:32.907 --> 01:40:33.668]  They could never.
[01:40:34.388 --> 01:40:35.809]  You want eternal life?
[01:40:36.130 --> 01:40:37.050]  You want to kill everybody?
[01:40:37.091 --> 01:40:40.153]  Could some entity promise you eternal life if you kill everybody?
[01:40:40.353 --> 01:40:42.355]  You have eternal life, you dumbass!
[01:40:43.376 --> 01:40:47.259]  You live through the species, and you live at a higher level as spiritual energy.
[01:40:49.249 --> 01:40:50.510]  And the enemy knows that.
[01:40:50.651 --> 01:40:51.992]  They just want to be God.
[01:40:52.292 --> 01:40:56.176]  They don't want to sit here and have this body go and be part of that.
[01:40:56.277 --> 01:41:10.777]   And no, they want the control because they want to be God They are in rebellion against our Creator.
[01:41:10.611 --> 01:41:11.432]  It's very simple.
[01:41:12.227 --> 01:41:14.829]  You look at the stars at night, you look at the universe, I'm with that.
[01:41:14.950 --> 01:41:15.450]  You understand?
[01:41:15.530 --> 01:41:21.416]  I'm not with Bill Gates and Fauci and Peter Daszak and Oprah Winfrey and Ted Turner.
[01:41:21.856 --> 01:41:22.396]  You understand?
[01:41:22.797 --> 01:41:24.298]  I'm not with them.
[01:41:24.318 --> 01:41:28.262]  Because they're at war against everything God made.
[01:41:28.762 --> 01:41:34.668]  Everything beautiful, everything good, everything clean, everything that regenerates, everything that has the Genesis profile.
[01:41:35.569 --> 01:41:36.870]  They are against Eden.
[01:41:38.114 --> 01:41:41.717]  They're against the perfection of what God created in God's system.
[01:41:42.577 --> 01:41:46.800]  And the free will we were given to accept that perfection and be part of that perfection.
[01:41:47.020 --> 01:41:47.921]  Total completion.
[01:41:48.381 --> 01:41:49.943]  They don't want to be complete.
[01:41:50.483 --> 01:41:51.384]  They are fallen.
[01:41:51.604 --> 01:41:52.464]  They are failed.
[01:41:52.624 --> 01:41:53.925]  And they want to take you with them.
[01:41:54.186 --> 01:41:55.627]  I can repeat that a thousand more times.
[01:41:56.127 --> 01:42:02.492]  Let's hear Joe Rogan speaking to the pathetic slave, the so-called doctor, the mouth of CNN.
[01:42:02.712 --> 01:42:06.474]  They're suppressing all the real treatments, engaging in crimes against humanity.
[01:42:06.514 --> 01:42:06.875]  Here it is.
[01:42:07.810 --> 01:42:12.294]  You're lying at your network about people taking human drugs versus drugs for the veterinarian.
[01:42:12.334 --> 01:42:14.817]  Calling it a horse dewormer is not a flattering thing, I get that.
[01:42:14.837 --> 01:42:15.557]  It's a lie.
[01:42:15.918 --> 01:42:23.365]  It's a lie on a news network, and it's a lie that's a willing... that's a lie that they're conscious of.
[01:42:23.685 --> 01:42:24.666]  It's not a mistake.
[01:42:24.966 --> 01:42:25.166]  Yeah.
[01:42:25.447 --> 01:42:28.850]  They're unfavorably framing it as veterinary medicine.
[01:42:29.151 --> 01:42:30.772]  Well, the FDA put this thing out.
[01:42:30.812 --> 01:42:31.373]  You saw that.
[01:42:31.793 --> 01:42:33.295]  Did you see that thing that the FDA put out?
[01:42:33.655 --> 01:42:35.177]  What did the FDA put out?
[01:42:35.758 --> 01:42:37.139]  It was a tweet, and it was snarky.
[01:42:37.420 --> 01:42:37.860]  I admit it.
[01:42:38.140 --> 01:42:39.302]  They said, you are not a horse.
[01:42:39.342 --> 01:42:40.102]  You are not a cow.
[01:42:40.122 --> 01:42:41.544]  Stop taking this stuff, or something like that.
[01:42:41.544 --> 01:42:46.588]  Why would you say that when you're talking about a drug that's been given out to billions and billions of people?
[01:42:46.929 --> 01:42:51.813]  A drug that was responsible for one of the inventors of it winning the Nobel Prize in 2015.
[01:42:53.555 --> 01:42:57.638]  A drug that has been shown to stop viral replication in vitro.
[01:42:57.978 --> 01:42:59.079]  You know that, right?
[01:42:59.360 --> 01:43:01.962]  Why would they lie and say that's horse dewormer?
[01:43:02.062 --> 01:43:03.623]  I can afford people medicine, motherfucker.
[01:43:04.624 --> 01:43:05.665]  This is ridiculous.
[01:43:06.065 --> 01:43:06.926]  It's just a lie.
[01:43:06.946 --> 01:43:12.809]  I don't think anyone is... But don't you think that a lie like that is dangerous on a news network when you know that they know they're lying?
[01:43:13.069 --> 01:43:15.471]  You know that they know that I took medicine.
[01:43:15.791 --> 01:43:16.451]  Like, here it is.
[01:43:18.032 --> 01:43:18.793]  This is ivermectin.
[01:43:18.853 --> 01:43:19.133]  You got it.
[01:43:19.153 --> 01:43:19.753]  This is it right here.
[01:43:19.953 --> 01:43:20.614]  Somebody gave it to me.
[01:43:21.714 --> 01:43:23.155]  All right, hang on.
[01:43:23.435 --> 01:43:25.757]  The thing is, we're going so fast.
[01:43:25.797 --> 01:43:28.718]  I feel like I'm missing... So you think that's a problem?
[01:43:28.919 --> 01:43:30.800]  That your news network lies?
[01:43:33.246 --> 01:43:34.347]  Dude, what did they say?
[01:43:34.487 --> 01:43:37.208]  They lied and said I was taking horse dewormer.
[01:43:37.248 --> 01:43:44.033]  First of all, it was prescribed to me by a doctor, along with a bunch of other medications.
[01:43:44.073 --> 01:43:51.057]  If you got a human pill, because there were people that were taking the veterinary medication, and you're not, obviously.
[01:43:51.117 --> 01:43:53.419]  You got it from a doctor, so it shouldn't be called that.
[01:43:53.619 --> 01:43:56.041]  Ivermectin can be a very effective medication.
[01:43:56.761 --> 01:43:57.882]  For parasitic disease.
[01:43:57.982 --> 01:44:02.385]  And as you say, it's probably, you know, I think, what, a quarter billion people have taken it around the world?
[01:44:02.845 --> 01:44:03.366]  More.
[01:44:03.566 --> 01:44:03.986]  Way more.
[01:44:04.586 --> 01:44:04.967]  Way more.
[01:44:05.027 --> 01:44:06.488]  Billions of people have taken it.
[01:44:06.688 --> 01:44:07.729]  Can I just come back to the one?
[01:44:07.809 --> 01:44:09.950]  I want to talk about two things on the ledger.
[01:44:09.970 --> 01:44:10.851]  No, no, no.
[01:44:11.091 --> 01:44:21.218]  Before we get to that, does it bother you that the news network you work for out and out lied, just outright lied about me taking horse dewormer?
[01:44:21.978 --> 01:44:22.719]  They shouldn't have said that.
[01:44:22.799 --> 01:44:23.519]  Why did they do that?
[01:44:23.619 --> 01:44:24.000]  I don't know.
[01:44:25.086 --> 01:44:31.591]  All right, so that is Joe Rogan owning the slime at CNN and just destroying Gupta, which is good.
[01:44:31.611 --> 01:44:32.071]  He deserves it.
[01:44:32.091 --> 01:44:33.352]  That man has a lot of blood on his hands.
[01:44:33.372 --> 01:44:36.174]  I don't say that to score a point on Gupta.
[01:44:36.234 --> 01:44:36.875]  I wish he didn't.
[01:44:37.335 --> 01:44:38.116]  He can always repent.
[01:44:38.176 --> 01:44:39.877]  If he means it, he can be cleansed.
[01:44:39.997 --> 01:44:40.558]  I'm serious.
[01:44:41.138 --> 01:44:49.785]  But he's gotten up there and made fun of people about hydroxychloroquine and ivermectin and zinc and vitamin D. And he's pushed the poison shots and said that they'll protect you.
[01:44:49.825 --> 01:44:52.447]  And now the wheels are all off that it was all a lie.
[01:44:54.411 --> 01:44:55.571]  People go, oh Alex, we're winning!
[01:44:55.871 --> 01:44:57.672]  It's coming out, it's all a big lie!
[01:44:57.772 --> 01:44:58.972]  What did I tell you a year and a half ago?
[01:45:00.452 --> 01:45:03.193]  You gotta think outside the box and look at it wide spectrum.
