[00:00:00.329 --> 00:00:01.449]  So there's today's headline.
[01:41:58.124 --> 01:42:01.567]  But I know we're already working on Part 3 right now, and Part 2 is getting close to be done.
[01:42:01.887 --> 01:42:02.328]  Get Part 1.
[01:42:02.608 --> 01:42:03.569]  It ships out in two weeks.
[01:42:03.789 --> 01:42:07.612]  Get a free copy of Endgame at infowarestore.com, covidland.com.
[01:42:08.712 --> 01:42:10.192]  Welcome back to the Alex Jones Show.
[01:42:11.033 --> 01:42:18.214]  We have the two men that are behind the amazing five-part series, part one out now, that is COVIDLAND.
[01:42:18.274 --> 01:42:20.515]  COVIDLAND.com takes you right to InfoWare store.
[01:42:20.535 --> 01:42:24.395]  And I'm very honored to be involved in the production of the film and to be the main place you can get it.
[01:42:24.936 --> 01:42:27.476]  Obviously, it's going to be put out later at Bandot Video and everywhere else.
[01:42:27.496 --> 01:42:28.876]  It's going to be heavily censored and blocked.
[01:42:29.196 --> 01:42:33.797]  That's why DVDs are key with expanded information to make copies and get around the censors.
[01:42:34.218 --> 01:42:38.819]   Because you can sit there and see globalist propaganda over and over again, they got
[01:42:38.819 --> 01:42:39.409]  to reapply it.
[01:42:39.409 --> 01:42:43.489]   Once you see how the trick works and how they put the pressure on, take the pressure off,
[01:42:43.489 --> 01:42:46.779]  that's a psychological trauma-based mind control system.
[01:42:46.779 --> 01:42:51.930]   People can get out of it by seeing the whole paradigm, like seeing a hidden image or a subliminal
[01:42:51.930 --> 01:42:57.170]   image. Once you see it, you can't unsee it. So our job is easy if we just take action.
[01:42:57.350 --> 01:42:59.653]  Hell is already here, and it's going to get a lot worse if we don't.
[01:43:00.094 --> 01:43:03.859]  So, gentlemen, in the time we have in this hour, you guys are both very well spoken.
[01:43:03.879 --> 01:43:07.484]  I'll give you the floor here, Paul Wittenberg and Liberty Man, the backer of the film.
[01:43:07.504 --> 01:43:09.206]  You've got a bunch of great clips.
[01:43:09.226 --> 01:43:10.788]  You've got over 50 people in the film.
[01:43:12.150 --> 01:43:12.991]  You guys tell us about it.
[01:43:14.394 --> 01:43:14.634]  All right.
[01:43:14.674 --> 01:43:17.958]  Yeah, I wanted to just tell your audience just a little bit about the project.
[01:43:18.078 --> 01:43:21.982]  We started shooting this back in December of 2020.
[01:43:23.123 --> 01:43:25.225]  And so we have been going strong since then.
[01:43:25.265 --> 01:43:30.951]  We have interviewed 50 people for this series and traveled to 16 different states.
[01:43:30.971 --> 01:43:34.374]  So this is not just some shoddy production that we have put out.
[01:43:35.095 --> 01:43:37.858]  We have invested a ton of money and a ton of time.
[01:43:38.328 --> 01:43:47.315]  Into this production to really just, uh, you know, be the seminal film, uh, to just wake up masses of people.
[01:43:47.395 --> 01:43:49.196]  And I got a copy of it right here.
[01:43:49.276 --> 01:43:50.837]  It's COVID land guys.
[01:43:50.857 --> 01:43:52.839]  You can get it on band video.
[01:43:52.899 --> 01:43:54.180]  It's fantastic film.
[01:43:55.541 --> 01:43:56.802]  That I'm very proud of.
[01:43:56.922 --> 01:44:03.566]  So I appreciate you, Alex, letting us be on your show today and to talk about it.
[01:44:04.167 --> 01:44:05.748]  I know you guys do have some clips.
[01:44:06.008 --> 01:44:08.370]  I don't know if we want to show those now, but... Yeah, we will.
[01:44:08.390 --> 01:44:10.071]  But listen, you need to stop thanking me, brother.
[01:44:10.091 --> 01:44:14.294]  You have a big film crew, super awesome cameras.
[01:44:14.634 --> 01:44:15.815]  Look how great your studio is.
[01:44:15.835 --> 01:44:17.236]  They need to come help me set up mine.
[01:44:17.696 --> 01:44:18.777]  You're a great filmmaker.
[01:44:18.817 --> 01:44:20.618]  Your backer put in so much money to do this.
[01:44:20.638 --> 01:44:21.499]  I don't know how much he spent.
[01:44:22.329 --> 01:44:24.191]  So this is for everybody.
[01:44:24.251 --> 01:44:29.117]  This is the antidote to this alien, evil, anti-human, antichrist takeover.
[01:44:29.157 --> 01:44:31.079]  So yeah, we got a bunch of clips here.
[01:44:31.099 --> 01:44:31.900]  Let's play the first clip.
[01:44:32.821 --> 01:44:33.662]  This is from part one.
[01:44:34.303 --> 01:44:35.805]  This is Robert Kennedy Jr.
[01:44:36.686 --> 01:44:39.950]  How you're supposed to conduct a vaccine study versus what they did.
[01:44:41.329 --> 01:44:45.833]  You want to have a double-blind, randomized placebo testing.
[01:44:45.933 --> 01:45:00.326]  What that means is you give 20,000 people the vaccine when it comes to phase 2, phase 3 trials, and you give 20,000 people a placebo, and then you really look at health outcomes for a long period of time, not four weeks.
[01:45:01.787 --> 01:45:05.930]  A lot of these injuries, the autoimmune injuries, you're not going to see in four weeks.
[01:45:06.010 --> 01:45:08.252]  The cancers, you're not going to see in four weeks.
[01:45:08.953 --> 01:45:15.558]  And many of the neurological injuries, you won't see for four weeks if the experience with other vaccines is instructive.
[01:45:16.799 --> 01:45:25.986]  You look at the other vaccines that are currently in the schedule, and there's about 400 injuries, illnesses, chronic illnesses that are listed.
[01:45:26.957 --> 01:45:27.357]  That's right.
[01:45:27.377 --> 01:45:28.618]  Then they say, oh, it's safe and effective.
[01:45:28.638 --> 01:45:29.218]  Trust the science.
[01:45:29.238 --> 01:45:30.218]  Here's Andrew Wegfeld.
[01:45:30.638 --> 01:45:31.519]  Totally vindicated now.
[01:45:31.539 --> 01:45:33.620]  They admit the study claiming he was wrong was a fraud.
[01:45:34.400 --> 01:45:35.840]  Here is Andrew Wegfeld in the film.
[01:45:36.461 --> 01:45:44.044]  So the placebo that they have used, that the FDA has allowed them to use, has often been another vaccine.
[01:45:45.244 --> 01:45:50.006]  A vaccine with a known adverse reaction profile that's causing death and damage in its own right.
[01:45:51.141 --> 01:46:03.108]  That it's the aluminum, as an adjuvant in the vaccine, a known neurotoxin, a known immunotoxin, a known poison in human beings, that is in the supposedly inert placebo.
[01:46:03.589 --> 01:46:05.029]  Totally inappropriate.
[01:46:05.070 --> 01:46:06.931]  This is not good science.
[01:46:06.991 --> 01:46:08.552]  It is not science at all.
[01:46:09.511 --> 01:46:21.595]  It is an effort to cover up the true adverse reaction rates to these vaccines so that they can get through the low barrier of constraints put there by the FDA and onto the market.
[01:46:21.695 --> 01:46:22.956]  That is the only concern.
[01:46:23.456 --> 01:46:23.876]  That's right.
[01:46:24.056 --> 01:46:26.117]  They were in trouble and it came out years ago.
[01:46:26.137 --> 01:46:29.198]  Their own scientists wanted to stop the vaccines at the UN.
[01:46:29.218 --> 01:46:31.398]  That was the 2019 December meeting in Switzerland.
[01:46:31.758 --> 01:46:35.180]  And then right as that was going on, they released this to now be the savers.
[01:46:35.200 --> 01:46:36.060]  Can you guys speak to that?
[01:46:39.042 --> 01:46:43.163]  Well, it's amazing how big pharma found Jesus when COVID came along, right?
[01:46:43.943 --> 01:46:44.284]  Oh, yes.
[01:46:47.044 --> 01:46:52.726]  You know, even taking what the FDA corruption is, is way out in the open now.
[01:46:52.746 --> 01:46:59.588]  I mean, the recent letter that was sent by the two executives that resigned, that's quite something.
[01:47:01.149 --> 01:47:08.831]  We now see them ramming through approvals, even when the expert panels are declining to approve certain drugs.
[01:47:09.633 --> 01:47:15.578]  You know, we saw with Pfizer, for instance, they started giving the vaccine to the control group before the trials were complete.
[01:47:17.779 --> 01:47:20.141]  The corruptions, it's just really out in the open.
[01:47:21.322 --> 01:47:24.225]  You know, Wakefield's talking about aluminum as an adjuvant.
[01:47:24.365 --> 01:47:26.927]  That's sort of yesterday's vaccine.
[01:47:26.947 --> 01:47:30.289]  You know, they're now putting even crazier things in these shots.
[01:47:31.550 --> 01:47:34.152]  Things that are really hidden in plain sight, which are much more toxic.
[01:47:38.394 --> 01:47:46.803]  And so, yeah, it really got the jump on us with this and we're working hard to, you know, is that Mark Twain quote, right?
[01:47:46.863 --> 01:47:51.407]  Which is, the Lyle travel halfway around the world before the truth puts its pants on.
[01:47:52.849 --> 01:47:56.052]  We've got a lot of catch up and informing people to do here.
[01:47:57.073 --> 01:47:58.975]  Because, and time is of the essence.
[01:47:59.115 --> 01:48:00.016]  A lot of people are getting hurt.
[01:48:01.561 --> 01:48:02.442]  Well, that's the thing.
[01:48:02.882 --> 01:48:11.507]  People ask, well, how are they going to then have people getting sick and dying, especially when natural cold viruses come along and they have this horrible autoimmune response to it because it's so similar and they die.
[01:48:11.527 --> 01:48:14.549]  They're just going to say it's the unvaccinated with new variants.
[01:48:14.589 --> 01:48:15.269]  They're already doing it.
[01:48:15.569 --> 01:48:17.330]  We could predict they'd do that a year and a half ago.
[01:48:17.350 --> 01:48:18.311]  Now it's already happening.
[01:48:18.791 --> 01:48:21.693]  And the people that have taken the shots have like Stockholm syndrome, a lot of them.
[01:48:21.933 --> 01:48:25.795]  But I am seeing a lot of them understanding when they were told, wait, these shots didn't help me.
[01:48:25.835 --> 01:48:26.456]  I took the shots.
[01:48:26.476 --> 01:48:27.136]  I got to take more.
[01:48:27.516 --> 01:48:27.977]  Well, wait.
[01:48:28.057 --> 01:48:29.738]  I mean, so I am seeing that.
[01:48:31.124 --> 01:48:32.785]  How much hope do you guys have right now?
[01:48:36.308 --> 01:48:40.210]  It depends on what side of the bed I wake up on, really.
[01:48:40.430 --> 01:48:41.551]  I see both sides of it.
[01:48:41.771 --> 01:48:45.354]  I see the side where a lot's baked into the cake at this point.
[01:48:46.234 --> 01:48:47.715]  There's a lot of vaccine injury.
[01:48:48.356 --> 01:48:50.998]  A lot still to be realized, really.
[01:48:51.778 --> 01:48:55.901]  You can't have this much of the population taking something that's this damaging to their health.
[01:48:56.886 --> 01:49:05.911]  You can look at what Dr. Robert Young has recently put on his blog showing microscopy of people's red blood cells, what it's doing to people's blood.
[01:49:07.052 --> 01:49:12.175]  And the fruits of that are going to continue to unfold for a time.
[01:49:12.936 --> 01:49:17.458]  And we've seen without even a real health crisis, how people can be whipped into a panic.
[01:49:17.518 --> 01:49:19.820]  So what happens when there's a real health crisis?
[01:49:20.860 --> 01:49:31.174]   People have been so conditioned to outsource their thinking And to listen to the experts and the scientists and the officials and not think for themselves.
[01:49:31.634 --> 01:49:38.397]  And so there's just so many people that are in that CNN camp, if you will, they're going to take us for a ride.
[01:49:39.017 --> 01:49:43.939]  But on the other side, Alex, we can't give up hope and we have to fight the good fight.
[01:49:44.520 --> 01:49:50.022]  And there are a lot of people, I mean, sometimes when I'm feeling a little bit down, I'll go to Twitter.
[01:49:51.025 --> 01:49:58.424]  And there are just amazing people on Twitter that and the memes are, are just completely nail it.
[01:49:59.356 --> 01:50:05.720]  In terms of calling out the fallacies and the contradictions and all the silliness that goes on.
[01:50:06.100 --> 01:50:06.841]  And that's right.
