[00:00:00.229 --> 00:00:01.850]  The world is rejecting the globalists.
[01:51:21.005 --> 01:51:24.346]  Is this on the news?
[01:51:24.366 --> 01:51:24.946]  I'm not sure.
[01:51:24.966 --> 01:51:27.387]  Right now it's just talk.
[01:51:27.427 --> 01:51:28.107]  It's just hearsay.
[01:51:28.547 --> 01:51:29.947]  And that's how authoritarianism works.
[01:51:30.548 --> 01:51:32.948]  A year ago is when we might not let you go to stores.
[01:51:33.008 --> 01:51:35.269]  Now it's, oh, we are going to basically lock you up.
[01:51:35.309 --> 01:51:35.929]  We need mandates.
[01:51:35.949 --> 01:51:37.770]  I mean, this is all over the world with the UN directing it.
[01:51:38.210 --> 01:51:39.270]  Yep, exactly.
[01:51:39.891 --> 01:51:40.891]  What does your family think of this?
[01:51:41.907 --> 01:51:43.968]  Um, I mean, they're still not going to get vaccinated.
[01:51:43.988 --> 01:51:47.469]  You know, they're going to do everything they can to avoid, avoid all that.
[01:51:47.849 --> 01:51:50.749]  You know, it's to them, it's a life or death, a matter of life and death.
[01:51:51.770 --> 01:51:56.271]  And, uh, you know, well, my point is this is an assault on people.
[01:51:56.351 --> 01:51:57.191]  This is experimental.
[01:51:57.231 --> 01:52:00.152]  It violates international and national law.
[01:52:00.692 --> 01:52:01.812]  And it's got all these side effects.
[01:52:01.832 --> 01:52:04.553]  Now they admit the PCR test is fake and all these side effects.
[01:52:04.613 --> 01:52:07.854]  And then it turns out India is not even 10% vaccinated because they know what's going on.
[01:52:09.264 --> 01:52:10.225]  Yeah, exactly.
[01:52:10.845 --> 01:52:12.026]  There's no proof.
[01:52:12.086 --> 01:52:13.927]  There's no proof that this is helping anyone.
[01:52:15.008 --> 01:52:17.029]  A lot of people are dying.
[01:52:17.369 --> 01:52:20.791]  You can't even really look up the death rate.
[01:52:20.951 --> 01:52:27.536]  If you try to look up online how many people have died from the vaccine, it's hard to even find a straight answer.
[01:52:27.596 --> 01:52:28.276]  Here's an example.
[01:52:28.336 --> 01:52:29.697]  Last week, it's an official graph.
[01:52:30.137 --> 01:52:32.559]  The mayor of Austin put a graph up saying 100% of Austin
[01:52:34.680 --> 01:52:37.102]  By the fall, we'll be in intensive care.
[01:52:37.602 --> 01:52:39.103]  Well, I thought half of Austin took the shot.
[01:52:39.704 --> 01:52:40.745]  Everybody else doesn't take it.
[01:52:41.025 --> 01:52:46.849]  It's a way to terrorize and have total control and make us take in our bodies what they want, when they want, and it's all based on giant lies.
[01:52:47.830 --> 01:52:50.772]  Yeah, people that are refusing the vaccine are being put into camps.
[01:52:51.813 --> 01:53:01.861]  These facilities that are, you know, trying to separate the people that think for themselves and the people that are manipulated by
[01:53:03.103 --> 01:53:07.024]  Their government, you know, it's a crazy thing.
[01:53:07.304 --> 01:53:09.665]  And I feel like it's not the last of it.
[01:53:09.685 --> 01:53:17.388]  I feel like it's going to spread, you know, hopefully it gets hopefully people catch on, you know, and and start thinking for themselves.
[01:53:17.908 --> 01:53:21.249]  But honestly, I don't think that's going to happen anytime soon.
[01:53:22.110 --> 01:53:25.051]  I think media has complete control of everyone at this point.
[01:53:25.071 --> 01:53:29.152]  And it's a it's a wild world.
[01:53:29.452 --> 01:53:31.753]  How surreal is it to get calls from your family like that?
[01:53:34.164 --> 01:53:35.424]  I mean, it's hard to believe, honestly.
[01:53:35.444 --> 01:53:38.025]  It's hard to believe that that's happening in Scandinavia.
[01:53:41.566 --> 01:53:47.048]  I've been to Denmark, and it seems to be a pretty free state for the most part.
[01:53:47.088 --> 01:53:52.029]  But to hear that that's happening in a place where I have friends and family living, it's hard to believe.
[01:53:52.370 --> 01:53:59.192]  Well, the Rockefeller Foundation in the last 50 years studied things and figured out the way to have an authoritarian takeover would be a virus or a medical tyranny.
[01:54:00.572 --> 01:54:01.173]  Yeah, I buy that. 100%.
[01:54:25.444 --> 01:54:25.864]  I think that's it.
[01:54:44.352 --> 01:54:47.934]  Tell people to think for themselves, you know, look things up, just don't don't trust media.
[01:54:48.595 --> 01:54:53.158]  And, you know, don't don't put poison in your body if you don't, if you're not sure what it is.
[01:54:53.178 --> 01:54:54.539]  That's damn good advice.
[01:54:54.559 --> 01:54:57.781]  You were saying your family's really concerned about the side effects, which I think are the main effects.
[01:54:58.301 --> 01:54:58.721]  Exactly.
[01:54:59.122 --> 01:55:03.584]  Yeah, it's I mean, that's that's exactly why they're they're advising everybody to get it.
[01:55:03.625 --> 01:55:09.028]  It's not if they cared about your health, they wouldn't motivate you with donuts and free tacos for getting vaccinated.
[01:55:09.428 --> 01:55:09.949]  Absolutely.
[01:55:09.969 --> 01:55:11.790]  I mean, you see how beautiful everything is out here.
[01:55:13.030 --> 01:55:17.634]  And folks have to understand to protect all the freedom our forebears fought for, we've got to stand up now in my view.
[01:55:18.775 --> 01:55:19.236]  Absolutely.
[01:55:19.256 --> 01:55:20.297]  Thanks for talking to us, sir.
[01:55:24.059 --> 01:55:25.260]  The situation is absolutely tragic.
[01:55:25.280 --> 01:55:31.727]  You can see behind me, through this car, Croix-Rouge Française, COVID center, COVID parking, COVID reception.
[01:55:31.807 --> 01:55:47.342]  It is here that we take a certain number of young people who are in contact, who are positive, and that we place here in these centers of this establishment, which is an agricultural establishment that has been reconverted for the occasion
[01:55:48.143 --> 01:55:49.024]  A kind of golden prison.
[01:55:49.144 --> 01:55:52.166]  With, as you can see, delimitations everywhere.
[01:55:52.206 --> 01:55:54.929]  With young people who are not allowed to go out.
[01:55:55.589 --> 01:55:58.171]  Who are completely isolated from the rest of the establishment.
[01:55:59.212 --> 01:56:03.836]  There is, over there, on the other side, it seems, young people, very young people.
[01:56:03.976 --> 01:56:06.938]  It's a holiday resort that would be in the right part, over there.
[01:56:08.061 --> 01:56:12.665]  So if it was so dangerous, why would we put young people right next to Covid cases and positive cases?
[01:56:13.025 --> 01:56:19.250]  In any case, the positive cases here, the Covid cases, are not allowed to go out, are not allowed to see their families.
[01:56:20.591 --> 01:56:25.355]  So going out, it's a pain in the ass, but you'll see the report we did, and we're going there right now.
[01:56:25.375 --> 01:56:26.696]  I'll take you with me.
[01:56:26.756 --> 01:56:31.260]  And so they're locked up here?
[01:56:33.802 --> 01:56:34.062]  Covid?
[01:56:34.462 --> 01:56:34.622]  Yes.
[01:56:35.143 --> 01:56:36.623]  Covid is a quarantine zone.
[01:56:36.723 --> 01:56:40.664]  It was requested by the state to create a quarantine zone for people who come back from vacation.
[01:56:40.704 --> 01:56:42.005]  And is it free of charge or not?
[01:56:42.085 --> 01:56:42.425]  No, no, no.
[01:56:42.525 --> 01:56:42.685]  No?
[01:56:42.745 --> 01:56:43.085]  No, no.
[01:56:43.185 --> 01:56:44.986]  No, no, even La Colonie gave us one.
[01:56:45.066 --> 01:56:47.846]  It's not free of charge.
[01:56:47.866 --> 01:56:48.287]  Really?
[01:56:48.327 --> 01:56:49.647]  No, it's... But why?
[01:56:49.667 --> 01:56:50.487]  Because of Covid.
[01:56:50.787 --> 01:56:51.087]  What Covid?
[01:56:51.188 --> 01:56:53.228]  We see that there is a Covid.
[01:56:53.288 --> 01:56:56.029]  Here, you have to follow the arrows.
[01:56:56.049 --> 01:56:56.809]  Come back.
[01:57:07.538 --> 01:57:08.120]  Are you ok?
[01:57:09.964 --> 01:57:10.305]  Yes, I'm fine.
[01:57:10.766 --> 01:57:11.227]  What's your name?
[01:57:11.267 --> 01:57:12.029]  What's your name?
[01:57:12.069 --> 01:57:12.810]  What's your name?
[01:57:12.830 --> 01:57:13.251]  What's your name?
[01:57:13.271 --> 01:57:13.933]  What's your name?
[01:57:16.178 --> 01:57:20.479]  So, we call people who are in contact with Covid-plus.
[01:57:20.519 --> 01:57:21.300]  Okay.
[01:57:21.680 --> 01:57:23.000]  What does Covid-plus mean?
[01:57:23.040 --> 01:57:25.741]  Covid-plus means that they are positive.
[01:57:26.221 --> 01:57:27.261]  They are positive?
[01:57:27.281 --> 01:57:27.381]  Yes.
[01:57:27.641 --> 01:57:33.323]  For example, if there are three Covid-plus, they must not get mixed up.
[01:57:33.363 --> 01:57:36.423]  So they sleep here, in the rooms?
[01:57:38.604 --> 01:57:42.845]  Yes, in rooms, because there's an internet.
[01:57:43.025 --> 01:57:46.345]  So they sleep in separate rooms.
[01:57:46.385 --> 01:57:51.206]  And then they can go out to do sports, but with the mask on.
[01:57:51.226 --> 01:57:53.106]  So they're young, for the most part, right?
[01:57:53.146 --> 01:57:53.567]  How old are they?
[01:57:53.807 --> 01:57:56.787]  Yes, yes, there we have one, I was between 21 and 25 years old.
[01:57:57.127 --> 01:57:59.228]  There are no younger ones?
[01:57:59.288 --> 01:58:01.348]  No, not at the moment.
[01:58:01.448 --> 01:58:02.388]  There are no younger ones?
[01:58:02.408 --> 01:58:07.509]  Because it seems that here there are young people who are also much younger.
[01:58:08.566 --> 01:58:08.706]  No.
[01:58:08.867 --> 01:58:13.010]  And they have the right to see their parents and everything?
[01:58:13.570 --> 01:58:13.730]  No.
[01:58:14.191 --> 01:58:15.472]  They don't have the right to see their parents?
[01:58:15.672 --> 01:58:15.732]  No.
[01:58:15.752 --> 01:58:17.353]  So they're isolated from their parents, in fact?
[01:58:17.854 --> 01:58:17.994]  Yes.
[01:58:18.054 --> 01:58:19.635]  And they're placed here by the prefecture?
[01:58:19.775 --> 01:58:20.456]  Yes, exactly.
[01:58:20.616 --> 01:58:23.378]  It's the prefecture that decides to take them and place them here?
[01:58:23.418 --> 01:58:24.038]  Yes, exactly.
[01:58:24.119 --> 01:58:27.001]  And how do they react, in fact?
[01:58:27.081 --> 01:58:28.282]  Are they cut off from their parents?
[01:58:28.302 --> 01:58:31.004]  They don't see their parents, they don't see their family?
[01:58:31.024 --> 01:58:34.367]  When they're young adults, it's not so good, yes.
[01:58:34.387 --> 01:58:36.368]  How long do they stay here on average, then?
[01:58:37.742 --> 01:58:38.362]  Well, one week.
[01:58:38.402 --> 01:58:39.403]  There's one week left?
[01:58:40.003 --> 01:58:40.204]  Yes.
[01:58:40.284 --> 01:58:41.404]  And then they come out?
[01:58:41.424 --> 01:58:41.785]  They come out.
[01:58:41.865 --> 01:58:44.286]  And there's nothing left?
[01:58:44.346 --> 01:58:45.427]  And then there are tests.
[01:58:45.487 --> 01:58:50.550]  Oh yeah, you have to do the tests and if... You have to do the tests and if they're negative, they can leave.
