[00:00:01.348 --> 00:00:02.509]  The corrupt U.S.
[02:20:25.117 --> 02:20:26.678]  No, he's repeating what he did in 2016.
[02:20:28.755 --> 02:20:32.116]  And the problem is, is that he's got snakes in the woodshed.
[02:20:32.776 --> 02:20:33.936]  He's got snakes in the woodshed.
[02:20:34.176 --> 02:20:49.880]  And unless he can get rid of some of these, you know, and again, when we look at who, well, his campaign chief and PAC leader is working for a company that's owned by a DEI-embracing WEF partner that hates America.
[02:20:50.140 --> 02:20:51.621]  How is that good?
[02:20:51.761 --> 02:20:56.002]  And this is so important because Trump did this eight years ago.
[02:20:56.082 --> 02:20:57.462]  We've got to stop it now.
[02:20:58.732 --> 02:21:02.175]  If we, the people, don't make this loud.
[02:21:02.235 --> 02:21:03.456]  This is why I called you, Alex.
[02:21:03.536 --> 02:21:14.225]  Oh, Tom, I know the globalists, when I would just talk to Trump and they would go, hey, they're so scared because he's not a bad guy of him and hearing this, we need to light a fire under his ass.
[02:21:15.188 --> 02:21:15.669]  Yeah, we do.
[02:21:15.969 --> 02:21:16.349]  Yeah, we do.
[02:21:16.369 --> 02:21:20.173]  Because if Trump hears from We The People, all he's got to do is look at this, right?
[02:21:20.773 --> 02:21:30.362]  It's not hard to look and see, hey, you're working for me, you're running my campaign, but you're also working for a company that represents leftist groups, globalist groups all over the place.
[02:21:30.382 --> 02:21:40.732]  And, you know, I'm looking at some of my endorsements and, you know, now, you know, we're... And again, there's Mother Jones attacking the black lady you talked about, and then Trump moves in to kick her out.
[02:21:41.877 --> 02:21:46.443]  Yeah, well, and the thing about it is, is I doubt Trump even knew what was going on.
[02:21:46.543 --> 02:21:47.104]  Of course he didn't.
[02:21:47.184 --> 02:21:47.545]  Yeah.
[02:21:48.085 --> 02:21:51.310]  I mean, I studied 10 hours a day and I barely knew about this.
[02:21:52.231 --> 02:21:54.354]  I knew a little bit about it, but yeah, it's crazy.
[02:21:55.245 --> 02:21:59.546]  Yeah, so like this is where it's like you and I, we get tips, right?
[02:22:00.267 --> 02:22:02.487]  And those tips lead us to finding these things.
[02:22:02.807 --> 02:22:05.388]  But if we don't do that, there's no way we can know.
[02:22:05.588 --> 02:22:07.069]  This guy's got to run the free world.
[02:22:07.109 --> 02:22:08.469]  Trump is trying to run the free world.
[02:22:08.549 --> 02:22:10.210]  He's got to rely on his advisors.
[02:22:10.550 --> 02:22:14.111]  So if you were a globalist, and you wanted to screw Trump over, what do you do?
[02:22:14.611 --> 02:22:16.012]  Well, you aren't going to buy Trump off.
[02:22:16.052 --> 02:22:16.953]  He's not for sale.
[02:22:17.413 --> 02:22:20.735]  But you can get his advisors, maybe, if he's got the wrong ones.
[02:22:21.055 --> 02:22:27.339]  So you position the right person to be in the right spot to have the right influence or to limit influence or to get, you know, to do this or that.
[02:22:27.759 --> 02:22:29.660]  And that's what appears to be happening here.
[02:22:30.100 --> 02:22:39.206]  You know, you've got someone in there who is, again, anytime I see WEF tied to anyone, I'm suspect.
[02:22:39.966 --> 02:22:42.968]  And when you're working for a company that's owned by a WEF partner,
[02:22:44.344 --> 02:22:45.224]  That is terrifying.
[02:22:45.524 --> 02:22:57.969]  So I think what we've got here is we've got a clear case, and we need the citizen journalists to start looking at the people around Trump, and we have to start ferreting them out and saying, you know, Mr. President, we, the people, we've got your back.
[02:22:58.549 --> 02:22:59.350]  We're helping you.
[02:22:59.610 --> 02:23:00.830]  We want to show you who we are.
[02:23:03.109 --> 02:23:03.890]  You can't.
[02:23:03.950 --> 02:23:04.830]  I always want to get you on.
[02:23:04.870 --> 02:23:07.732]  You're too busy to come on, but you wanted to come on days ago and I had to read what you sent.
[02:23:07.752 --> 02:23:10.153]  I know it was important, but now you're on.
[02:23:10.233 --> 02:23:13.215]  I want to explain to listeners, this is not a big issue.
[02:23:13.275 --> 02:23:14.296]  It's not a side issue.
[02:23:14.356 --> 02:23:16.017]  It's not a medium issue.
[02:23:17.658 --> 02:23:19.419]  Everybody knows Trump got screwed.
[02:23:19.439 --> 02:23:20.359]  They put in bad people.
[02:23:20.419 --> 02:23:20.900]  Some were good.
[02:23:20.920 --> 02:23:22.000]  They went after Flynn and others.
[02:23:22.361 --> 02:23:23.301]  This is everything.
[02:23:23.661 --> 02:23:32.086]  So the whole game plan should be getting the vote out, not thinking we're invincible like the Q-Tards say, getting Trump in, but also
[02:23:33.086 --> 02:23:43.468]  Going ape beforehand to identify the bad guys because as I said earlier, I didn't try to write myself into the story, 60 minute shows about me being mean to Fiona Hill.
[02:23:44.869 --> 02:23:48.590]  They are so scared of us identifying them.
[02:23:49.970 --> 02:23:50.990]  They are so scared.
[02:23:51.190 --> 02:23:58.392]  I remember headlines, AP, General Kelly, his chief of staff's main job is keeping Trump away from Alex Jones.
[02:23:59.696 --> 02:24:01.317]  It's not because I'm some rocket scientist.
[02:24:01.697 --> 02:24:02.598]  I'm some badass.
[02:24:02.938 --> 02:24:08.261]  It's that I actually research and know who's who, and I'm exposing them.
[02:24:08.301 --> 02:24:10.142]  So they do not want this exposed.
[02:24:10.602 --> 02:24:14.524]  This is our Achilles heel, but it's also their Achilles heel is what you're saying.
[02:24:16.185 --> 02:24:21.828]  Fellow fan or football fan or NBA fan, it's fun, but it doesn't mean anything, but you better know the players or it's not interesting.
[02:24:22.288 --> 02:24:24.849]  We better learn the players real fast is what you're saying.
[02:24:25.890 --> 02:24:27.971]  We better, and I'm just going to tell you.
[02:24:28.766 --> 02:24:30.947]  The mainstream media isn't going to do this homework.
[02:24:31.987 --> 02:24:38.670]  What we need is we need citizen journalists, we need the podcasters, we need the guys who do the actual investigative work, because there's no investigative work.
[02:24:39.330 --> 02:24:42.451]  The thing that you've got to understand about Omnicorp and Mercury
[02:24:43.346 --> 02:24:46.270]  Is that these guys control the media, right?
[02:24:46.370 --> 02:24:55.422]  If you want to get on CNN or Fox News, you go through a PR firm that's probably owned or controlled by an Omnicorp or someone like that, right?
[02:24:55.983 --> 02:24:58.146]  These guys are the ones that are running the show.
[02:24:58.747 --> 02:25:00.148]  And remember,
[02:25:00.829 --> 02:25:05.411]  Remember, the same guys running Omnicorp are running BlackRock, are running everything else.
[02:25:05.831 --> 02:25:09.253]  So, I mean, the money flows, it's one big circular pool.
[02:25:09.393 --> 02:25:14.875]  And they know how executives are, whether it's the head of a law firm, or head of a school, or head of a factory.
[02:25:15.235 --> 02:25:16.416]  You count on your people.
[02:25:16.496 --> 02:25:19.377]  If they're working against you, you're not in charge.
[02:25:19.557 --> 02:25:22.118]  And that's Trump's biggest Achilles heel, is he's not a politician.
[02:25:23.248 --> 02:25:24.969]  Yeah, and that's absolutely right.
[02:25:25.449 --> 02:25:29.590]  And so what they're doing is they're trying to just make sure they're undercutting him by doing this.
[02:25:29.950 --> 02:25:31.831]  But this is ultimately the key.
[02:25:32.351 --> 02:25:35.912]  If we can start undermining the control of these, you know what?
[02:25:36.052 --> 02:25:40.653]  I never thought I would find something that gave me more censored than I am with the COVID stuff.
[02:25:41.274 --> 02:25:45.895]  It's like Ronald McDaniel, you know, control of the neocons, controlled vibe.
[02:25:47.379 --> 02:25:49.740]  Mitt Romney, we identified her, we got rid of her.
[02:25:49.820 --> 02:25:54.142]  It's great that Trump's got a good RNC head, but now you've got to get everyone below them.
[02:25:55.082 --> 02:26:02.486]  Yeah, well, and like I said, I've never seen anything where I've gotten more censorship quicker than when I start dropping Uniparty truths.
[02:26:02.926 --> 02:26:05.607]  When I start dropping, it's even worse than COVID.
[02:26:05.687 --> 02:26:08.088]  I didn't think there could be anything worse than COVID.
[02:26:08.108 --> 02:26:10.369]  COVID's a program, you're attacking the actual structure.
[02:26:11.274 --> 02:26:12.395]  Yeah, yeah.
[02:26:12.415 --> 02:26:13.776]  So Tom, I'm going to stop interrupting.
[02:26:13.796 --> 02:26:14.476]  Explain that.
[02:26:14.917 --> 02:26:21.121]  You're getting more heat now exposing their actual power grid, which is why I said to you, they go ape when we do this.
[02:26:22.082 --> 02:26:22.402]  Oh yeah.
[02:26:22.982 --> 02:26:25.204]  Yeah, this is going to... So I'll tell you.
[02:26:25.584 --> 02:26:28.026]  So I started out in a while back, I exposed to Arnold's.
[02:26:28.046 --> 02:26:31.048]  Do you know the Arnold's, Alex?
[02:26:31.268 --> 02:26:33.850]  The Arnold's are Laura and John Arnold out of Houston.
[02:26:34.443 --> 02:26:34.663]  Yes.
[02:26:35.204 --> 02:26:49.813]  So, the Arnolds are billionaires out of Houston, and we've had numerous reports of them funding Republicans or funding candidates to run as Republican so that they could basically take seats or pull anyone away.
[02:26:50.053 --> 02:26:55.497]  If you are pro-God, family, country, mega-America first, they'll fund your opponent.
[02:26:56.019 --> 02:26:58.221]  In a primary, or wherever else, or whatever.
[02:26:58.622 --> 02:27:05.249]  If you sell out, fine, you'll go to... But they do like these other billionaires, and they use these influence operations like this.
[02:27:05.629 --> 02:27:11.996]  What's occurring right now is that these globalists, these billionaires, these megacorporations, they run the show.
[02:27:13.358 --> 02:27:17.282]  If you're a Republican and you don't toe the line, they will fully fund
[02:27:18.374 --> 02:27:20.115]  Someone in a primary to run against you.
[02:27:20.195 --> 02:27:31.642]  And then they will ask on their Democrat list that the Democrats cross lines and vote in the Rhino so that the Rhino doesn't have any chance or so that the actual Republican doesn't have any chance of winning.
[02:27:31.923 --> 02:27:35.605]  So you end up getting Democrats sitting in Republican seats with an R by their name.
[02:27:36.249 --> 02:27:37.470]  That explains Congress.
[02:27:37.570 --> 02:27:45.056]  And we've seen 10 members of Congress, at least, I think it's 12 now, quit once they couldn't run the Republicans into the reef.
[02:27:45.696 --> 02:27:49.299]  They just quit, showing they were Democrat operatives in place.
[02:27:50.320 --> 02:27:53.082]  Yeah, and there's no question about this.
[02:27:53.482 --> 02:28:00.047]  We should be full bore, as big as censorship, as big as everything, focusing on infiltration of the Republican Party.
[02:28:00.087 --> 02:28:03.090]  And they are so, Tom, you're right, they are so scared of this.
[02:28:04.573 --> 02:28:12.178]  This is the single most important work that I've done, and I say that in light of all the work that I did on COVID, which is life or death on a global scale.
[02:28:13.079 --> 02:28:16.221]  That's saying a lot, because you don't toot your horn, but you've been devastating.
[02:28:16.241 --> 02:28:18.782]  I mean, you've done a great job.
[02:28:18.822 --> 02:28:19.462]  Well, thank you.
[02:28:19.503 --> 02:28:20.463]  I appreciate that, Alex.
[02:28:20.703 --> 02:28:26.047]  This is so vital to get out there, because you've got to understand all of the stuff that we're talking about.
[02:28:26.567 --> 02:28:31.470]  Have you asked yourself why, with all the election fraud in 2020, that the Republicans won't pass anything?
[02:28:32.153 --> 02:28:41.179]  Have you ever asked yourself why, in 2016, when Donald Trump had a Republican House, a Republican Senate, and his top priority was repealing Obamacare, that he couldn't?
[02:28:42.159 --> 02:28:51.065]  Have you asked yourself why you got the Republicans waving Ukraine flags after they passed this nonsense from Mike Johnson?
[02:28:52.206 --> 02:28:54.467]  This Uniparty issue... Stay there.
[02:28:54.567 --> 02:28:54.967]  Stay there.
[02:28:55.007 --> 02:28:55.628]  Let's talk about it.
[02:28:57.287 --> 02:28:58.749]  Ladies and gentlemen, it is back.
[02:28:58.949 --> 02:29:06.477]  Vitamin Mineral Fusion, the platinum standard of advanced multivitamin formulas, has returned to InfoWarsStore.com.
[02:29:06.557 --> 02:29:15.226]  After being out of stock for months, there's no better time to make sure that you're boosting your natural systems and getting your essential vitamins and minerals and nutrients than with Vitamin Mineral Fusion.
[02:29:15.527 --> 02:29:16.828]  We don't live in a perfect world.
[02:29:16.888 --> 02:29:19.311]  Our diets no longer contain everything that we need.
[02:29:19.651 --> 02:29:27.738]  So instead of spending huge amounts of money and time trying to make up for the lack of nutrition in your diet, just get Vitamin Mineral Fusion and you're good to go.
[02:29:27.818 --> 02:29:29.040]  InfoWarsStore.com.
[02:29:29.080 --> 02:29:30.040]  Vitamin Mineral Fusion.
[02:29:30.321 --> 02:29:31.161]  It's back in stock.
[02:29:31.302 --> 02:29:32.322]  It will sell out quickly.
[02:29:32.342 --> 02:29:33.704]  It's one of our most popular products.
[02:29:33.984 --> 02:29:36.626]  So make sure you go now to InfoWarsStore.com.
