[00:00:00.287 --> 00:00:00.647]  Jump into it.
[01:58:08.085 --> 01:58:10.725]  They've been forced to indict him.
[01:58:10.945 --> 01:58:11.965]  Alex, quick thing on that.
[01:58:12.646 --> 01:58:27.530]  The criminal complaint acknowledges that he engaged in quote-unquote felonious behavior, but among the mitigating factors that they cite is, oh, this poor guy was a victim of all these conspiracy theories.
[01:58:27.590 --> 01:58:28.310]  It's pretty remarkable.
[01:58:28.330 --> 01:58:29.151]  Well, he was, though.
[01:58:29.311 --> 01:58:29.831]  He was.
[01:58:29.871 --> 01:58:30.691]  He absolutely was.
[01:58:30.731 --> 01:58:33.092]  Why didn't you answer my question?
[01:58:33.152 --> 01:58:33.972]  Why were people writing
[01:58:37.814 --> 01:58:45.820]  I want to just quickly answer the question about, your question basically, if he was an asset, why did they go after their own asset?
[01:58:45.840 --> 01:58:46.921]  Why would they indict their own asset?
[01:58:47.201 --> 01:58:48.262]  That happens all the time.
[01:58:48.402 --> 01:58:54.827]  In fact, that's almost the norm, that ultimately when the assets... In the mafia, when they have undercover people, they'll indict them just as a cover.
[01:58:54.867 --> 01:58:58.269]  When the assets become liabilities, they indict them.
[01:58:58.570 --> 01:59:02.032]  In fact, we don't have to go too far into the past to get a case of that.
[01:59:02.412 --> 01:59:04.514]  There is the Michigan Fednapping case.
[01:59:04.514 --> 01:59:05.274]  I think you need a better argument.
[01:59:05.294 --> 01:59:06.114]  Really fast, really fast.
[01:59:06.134 --> 01:59:07.555]  I haven't been able to get my point.
[01:59:30.820 --> 01:59:35.383]  So, you're saying that Ray Epps is a federal agent... Well, I didn't say that.
[01:59:35.483 --> 01:59:37.784]  I said he was acting on behalf of the third party.
[01:59:37.864 --> 01:59:39.785]  He's an inauthentic actor on January 6th.
[01:59:39.805 --> 01:59:41.346]  Even though there's no evidence of this.
[01:59:41.706 --> 01:59:47.550]  And then you're saying he's turning around and he's suing Fox News for defamation, which is going to open up...
[01:59:48.110 --> 01:59:56.340]  All sorts of cans of worms with discovery that he's going to have to provide legally in front of a court.
[01:59:56.400 --> 02:00:00.145]  You think that if he was a federal agent he'd be suing Fox News for defamation?
[02:00:00.165 --> 02:00:05.832]  They know they control the jurisdiction but he did say in a text message that day during and I orchestrated the attack.
[02:00:06.693 --> 02:00:08.695]  You think he's going to sue for defamation?
[02:00:08.896 --> 02:00:12.841]  He was driving to his nephew that asked him if he was there.
[02:00:12.861 --> 02:00:13.902]  And he said, I orchestrated it.
[02:00:13.942 --> 02:00:15.344]  He said, I orchestrated it.
[02:00:15.564 --> 02:00:16.225]  To his nephew.
[02:00:18.148 --> 02:00:21.853]  Why would a federal agent text such incriminating evidence to his nephew?
[02:00:22.013 --> 02:00:23.174]  Why wasn't he indicted before?
[02:00:24.013 --> 02:00:27.097]  We made him the centerpiece of that congressional hearings.
[02:00:27.137 --> 02:00:28.258]  He was all over the news.
[02:00:28.538 --> 02:00:33.484]  They were forced to do it thanks to Tugger Carlson and Professor Darren Beattie's work.
[02:00:33.724 --> 02:00:36.046]  Wait, why do you trust Tugger Carlson when he said he lied to you?
[02:00:37.148 --> 02:00:39.249]  Tucker Carlson said Sidney Powell was crazy.
[02:00:39.549 --> 02:00:45.071]  Tucker Carlson left Fox News because he didn't believe the election fraud claims, that he was being forced to push on TV because of Trump.
[02:00:45.271 --> 02:00:46.912]  Why would you trust Tucker Carlson, of all people?
[02:00:46.952 --> 02:00:48.813]  Tucker, early on, thought it was wrong.
[02:00:48.873 --> 02:00:50.273]  Now he says he was wrong about that.
[02:00:50.293 --> 02:00:51.934]  Now he says he thinks the elections are crazy.
[02:00:52.014 --> 02:00:55.035]  Let me answer your question about the discovery.
[02:00:55.075 --> 02:00:57.696]  When a lawsuit goes away, the answers change.
[02:00:57.836 --> 02:01:00.597]  Listen, whether you're right or wrong, you have a right to question the elections.
[02:01:00.897 --> 02:01:02.038]  The Democrats do all the time.
[02:01:02.078 --> 02:01:03.198]  No one wants to take that right from you.
[02:01:03.258 --> 02:01:03.798]  Brian, you were saying?
[02:01:03.959 --> 02:01:04.119]  Yes.
[02:01:05.399 --> 02:01:06.060]  I didn't say that.
[02:01:06.100 --> 02:01:06.620]  I didn't say that.
[02:01:06.720 --> 02:01:07.181]  It was me.
[02:01:31.403 --> 02:01:31.583]  I think?
[02:01:46.811 --> 02:01:47.592]  Islamic Terrorism
[02:02:16.391 --> 02:02:19.794]  By the way, if I can just add a nice little colorful detail there.
[02:02:20.215 --> 02:02:27.082]  The author of the Ray Epps puff piece that asked none of the questions that would get to the core of his involvement there.
[02:02:27.102 --> 02:02:29.124]  It's a total puff piece, you can read it yourself.
[02:02:29.464 --> 02:02:38.133]  The author of that, his previous work, includes the CIA authorized account of the Sinaloa cartel.
[02:02:38.393 --> 02:02:43.616]  Yeah, the idea of the New York Times doing clean-up work for the deep states is insane.
[02:02:43.636 --> 02:02:44.897]  What Glenn Greenwald was saying is key.
[02:02:45.218 --> 02:02:46.238]  I remember the New York Times headline.
[02:02:46.258 --> 02:02:47.279]  They can pull it up in there.
[02:02:47.519 --> 02:02:49.480]  We're not showing videos or clips.
[02:02:49.500 --> 02:02:50.481]  It would be too much here.
[02:02:50.501 --> 02:02:53.123]  I remember the New York Times headline like 15 years ago.
[02:02:53.143 --> 02:02:58.907]  97% of Islamic terror plots were hatched and run by the FBI.
[02:02:58.947 --> 02:02:59.547]  That was the headline.
[02:02:59.667 --> 02:03:00.947]  We're getting so far away from the point, though.
[02:03:00.967 --> 02:03:06.028]  Including the first World Trade Center bombing, by the way, which is... Alex, Alex, Alex, just one really quick thing.
[02:03:06.208 --> 02:03:10.029]  You said Ray Epps was one of the last to be charged.
[02:03:10.769 --> 02:03:12.270]  He isn't the last to be charged.
[02:03:12.330 --> 02:03:14.310]  There's 1,200 people that have been charged.
[02:03:14.330 --> 02:03:14.750]  1,250, I believe.
[02:03:14.770 --> 02:03:16.430]  Who said he's the last to be charged?
[02:03:16.630 --> 02:03:17.171]  Who said that?
[02:03:17.311 --> 02:03:18.711]  Alex said they waited three years.
[02:03:18.751 --> 02:03:19.731]  Yeah, they waited three years.
[02:03:19.791 --> 02:03:20.751]  That's insignificant.
[02:03:20.771 --> 02:03:25.592]  Do you realize that they're still indicting people and they expect that they're probably going to... I mean, I was going to keep putting words in my mouth.
[02:03:25.632 --> 02:03:26.372]  They had puff pieces.
[02:03:26.432 --> 02:03:26.793]  He was on ABC.
[02:03:26.833 --> 02:03:28.033]  No, no, let me finish my point, Alex.
[02:03:28.073 --> 02:03:28.693]  Oh my God.
[02:03:29.133 --> 02:03:32.574]  So, do you realize that they're still indicting people?
[02:03:32.614 --> 02:03:34.675]  There's likely going to be hundreds of people still indicted.
[02:03:34.955 --> 02:03:39.796]  Ray Epps didn't get any less a sentence than anybody else that did anything like him.
[02:03:39.816 --> 02:03:43.657]  Well, first of all, they could have hit him with more serious charges than they did.
[02:03:43.697 --> 02:03:44.237]  He addressed me.
[02:03:44.577 --> 02:03:48.598]  What charge do you recommend?
[02:03:48.658 --> 02:03:49.999]  What charge would have been a fair charge?
[02:03:50.019 --> 02:03:51.179]  May I respond to what you said?
[02:03:51.199 --> 02:03:51.979]  Yeah, let Alex respond.
[02:03:52.059 --> 02:03:53.320]  I want to hear Darren's response.
[02:03:53.420 --> 02:03:54.080]  My God!
[02:03:54.660 --> 02:04:00.905]  The man is like a chicken with his head cut off for three days, including the day of the event, running around saying, go in the Capitol.
[02:04:00.945 --> 02:04:02.326]  He's ramming signs into people.
[02:04:02.666 --> 02:04:05.309]  He testifies, I orchestrated this attack.
[02:04:05.769 --> 02:04:07.030]  He did not testify, though.
[02:04:07.090 --> 02:04:09.492]  And then, there was a Jan 6th committee.
[02:04:09.632 --> 02:04:11.153]  They asked about this text message, he said, I did that.
[02:04:11.173 --> 02:04:13.395]  Text, yeah, the text, he didn't testify that he orchestrated it.
[02:04:13.415 --> 02:04:15.236]  No, he testified to the Jan 6th committee!
[02:04:15.256 --> 02:04:16.718]  They sent the message to his nephew, yes.
[02:04:16.738 --> 02:04:18.519]  No, he testified to the Jan... No, he didn't.
[02:04:18.539 --> 02:04:20.140]  That he orchestrated it to the Jan 6th committee?
[02:04:20.240 --> 02:04:20.420]  He's...
[02:04:21.221 --> 02:04:24.405]  You keep interrupting me because you can't... You're not telling the truth.
[02:04:24.485 --> 02:04:25.906]  I'm Michael Jordan slamming on you?
[02:04:26.447 --> 02:04:28.769]  And what's going to happen is, everybody's going to get this clip.
[02:04:29.430 --> 02:04:31.072]  He testified to the Jan 6th Committee.
[02:04:31.392 --> 02:04:33.334]  They said, is this your text message?
[02:04:33.354 --> 02:04:33.615]  Yes.
[02:04:33.675 --> 02:04:34.415]  He said yes.
[02:04:34.636 --> 02:04:36.358]  I told my nephew, I orchestrated it.
[02:04:36.578 --> 02:04:37.078]  Now stop.
[02:04:37.419 --> 02:04:38.139]  Let me finish my point.
[02:04:39.471 --> 02:04:41.913]  Thank you for being honest with us.
[02:04:42.153 --> 02:04:43.454]  You keep acting honest!
[02:04:44.035 --> 02:04:45.656]  He said I orchestrated it!
[02:04:46.117 --> 02:04:49.399]  You keep acting like... He testified that he said to his nephew that he said that.
[02:04:49.439 --> 02:04:49.780]  Yes!
[02:04:49.980 --> 02:04:51.381]  In a text message.
[02:04:51.501 --> 02:04:52.482]  And he did orchestrate it.
[02:04:52.502 --> 02:04:53.203]  He did testify.
[02:04:53.363 --> 02:04:55.985]  So the point is you keep acting like my victory is a failure.
[02:04:56.385 --> 02:04:58.067]  Where's the evidence that he orchestrated it?
[02:04:58.107 --> 02:04:59.027]  I'd love to see that.
[02:04:59.047 --> 02:04:59.608]  He said it!
[02:04:59.808 --> 02:05:00.809]  To his nephew!
[02:05:00.889 --> 02:05:04.772]  I text my friend's things all the time that are embellishments.
[02:05:05.253 --> 02:05:06.714]  Let me finish my point.
[02:05:07.662 --> 02:05:11.603]  They're all over every major corporate channel saying this poor little baby.
[02:05:12.103 --> 02:05:16.225]  They're saying he was a fed or an operative or a provocateur for some NGO.
[02:05:16.645 --> 02:05:17.745]  He didn't do anything wrong.
[02:05:18.085 --> 02:05:22.286]  And when it got so obvious, they finally indicted him with a slap on the wrist.
[02:05:22.747 --> 02:05:25.687]  And then you're sitting here saying he didn't testify.
[02:05:25.707 --> 02:05:27.148]  He just testified.
[02:05:27.168 --> 02:05:28.348]  Whoa.
[02:05:28.408 --> 02:05:31.029]  No, he said he didn't testify that he orchestrated.
[02:05:31.069 --> 02:05:34.450]  He testified that he sent that text to his nephew.
[02:05:34.470 --> 02:05:35.290]  That he orchestrated it.
[02:05:35.330 --> 02:05:36.691]  But no, then they asked him.
[02:05:37.771 --> 02:05:41.292]  Alex, then they asked him if he actually orchestrated it, what was his answer?
[02:05:41.312 --> 02:05:46.715]  Uh, in the transcript he said, uh... It wasn't that he orchestrated it.
[02:05:47.155 --> 02:05:50.076]  So if I send somebody a message saying a bank is robbed, I robbed the bank!
[02:05:50.116 --> 02:05:52.897]  Have you ever embellished a text message to anybody that you know?
[02:05:52.917 --> 02:05:57.739]  Like you, like maybe not, maybe not you, I can't see you doing that, but maybe...
[02:05:58.779 --> 02:06:00.600]  Actually, I'm kind of understanding.
[02:06:00.961 --> 02:06:02.382]  Alex, you start bringing up a good point.
[02:06:02.462 --> 02:06:07.705]  If I send a text message saying I robbed the bank, can I get charged with robbing a bank if I didn't do it?
[02:06:07.905 --> 02:06:08.626]  If they got evidence.
[02:06:08.806 --> 02:06:09.707]  Exactly!
[02:06:09.947 --> 02:06:10.387]  Exactly!
[02:06:10.427 --> 02:06:10.987]  They need the evidence!
[02:06:11.047 --> 02:06:13.089]  It's not like he's there saying go into the building.
[02:06:13.169 --> 02:06:16.551]  It's not like he's there saying go into the building and ramming signs.
[02:06:16.571 --> 02:06:16.991]  You're right.
[02:06:17.212 --> 02:06:19.073]  He's not there saying go in for three days.
[02:06:19.373 --> 02:06:20.714]  He's not there ramming signs.
[02:06:20.954 --> 02:06:21.374]  You're right.
[02:06:21.434 --> 02:06:22.255]  Ray Epps is innocent.
[02:06:22.475 --> 02:06:24.076]  He's not there ramming signs.
[02:06:24.096 --> 02:06:27.418]  Can we get back to my question?
[02:06:27.458 --> 02:06:28.379]  You guys are indefensible.
[02:06:28.579 --> 02:06:31.922]  My question is, what should Ray Epps have been charged with?
[02:06:32.082 --> 02:06:36.866]  What law did he break that, instead of what he was charged with, I think, was obstructing the proceeding?
[02:06:36.967 --> 02:06:37.527]  Let him respond!
[02:06:37.607 --> 02:06:39.108]  No, he was not charged with that.
[02:06:39.168 --> 02:06:40.209]  That's the interesting thing.
[02:06:40.249 --> 02:06:41.290]  He was charged with what was it?
[02:06:41.330 --> 02:06:49.097]  He was not charged with obstruction of an official proceeding, which would have been a very easy charge and a fairly typical felony charge given to us.
[02:06:49.137 --> 02:06:49.618]  Exactly.
[02:06:49.658 --> 02:06:52.240]  So, wait, wait, let me answer this comprehensively.
[02:06:52.941 --> 02:06:53.741]  So, first of all,
[02:06:54.782 --> 02:07:08.849]  It's extremely strange, given how conspicuous and egregious and concentrated his behavior was, that he somehow was able to avoid the obstruction of official proceeding charge, number one.
