[00:00:00.169 --> 00:00:00.929]  How you doing Alex?
[01:50:46.907 --> 01:50:54.186]   I have different views from you about what's going on, but here we are.
[01:50:54.186 --> 01:50:55.186]  I started broadcasting.
[01:50:55.186 --> 01:50:57.266]  Well, you can say whatever views are.
[01:50:57.266 --> 01:50:58.426]  I just think you're a great guy.
[01:50:58.426 --> 01:51:00.146]  I know we debated a few things.
[01:51:00.146 --> 01:51:03.067]  You're more of a UFO guy sometimes, whatever.
[01:51:03.067 --> 01:51:04.547]  But just what is your view, Greg?
[01:51:04.547 --> 01:51:05.746]  You're not censored right now.
[01:51:05.746 --> 01:51:07.626]  I know Greg Erstin, 29 years.
[01:51:07.626 --> 01:51:10.626]  Greg, I would talk to you probably in 20 years or 15 years.
[01:51:10.983 --> 01:51:12.783]  What is your view on what's happening in the world right now?
[01:51:16.825 --> 01:51:25.907]  Well, in 2020, the globalists did a global takeover of the planet in 2020.
[01:51:26.508 --> 01:51:31.789]  While everybody was looking for toilet paper, they completely missed that it was a global takeover.
[01:51:32.349 --> 01:51:33.770]  Well, they're going to do it again.
[01:51:35.166 --> 01:51:36.706]  They're going to take over again.
[01:51:36.886 --> 01:51:38.367]  It could be a cyber attack.
[01:51:38.467 --> 01:51:40.327]  It could be a million things.
[01:51:40.827 --> 01:51:43.048]  But they are coming after us.
[01:51:43.328 --> 01:51:44.648]  No doubt about it.
[01:51:46.929 --> 01:51:48.489]  So, we're here talking.
[01:51:48.309 --> 01:51:55.309]  What do you want to say about the world right now?
[01:51:55.309 --> 01:51:58.029]  I think that's pretty much it for now, Alex.
[01:51:58.852 --> 01:51:59.472]  Alright, Greg.
[01:51:59.492 --> 01:52:00.532]  Well, I miss you, buddy.
[01:52:01.172 --> 01:52:03.113]  And so, send me a private message on X, okay?
[01:52:07.697 --> 01:52:08.818]  All righty then.
[01:52:09.939 --> 01:52:11.901]  Man, I knew that guy like 29 years ago.
[01:52:12.321 --> 01:52:14.563]  Some of the first shows I did was with Greg Erickson.
[01:52:15.063 --> 01:52:16.184]  Great guy, great guy.
[01:52:16.905 --> 01:52:17.926]  It's so good to hear his voice.
[01:52:18.446 --> 01:52:20.267]  You know, as you get older, you get more nostalgic.
[01:52:20.428 --> 01:52:22.870]  It's just like, it's just so great to hear his voice.
[01:52:22.890 --> 01:52:26.272]  All right, we tried like seven, eight people before Greg Erickson got on.
[01:52:27.253 --> 01:52:28.114]  Let's try it again.
[01:52:28.134 --> 01:52:29.795]  We're here on Spaces on X.
[01:52:32.117 --> 01:52:33.978]  We got Chase Geiser running the console.
[01:52:34.018 --> 01:52:34.999]  Who's up next, Chase?
[01:52:35.079 --> 01:52:36.779]  Alright, we are gonna try good logic.
[01:52:36.819 --> 01:52:39.301]  I think we solved our little technical issue, our little hiccup there.
[01:52:39.321 --> 01:52:39.821]  Good logic.
[01:52:39.861 --> 01:52:41.362]  Try to unmute yourself and speak.
[01:52:41.402 --> 01:52:42.622]  We should be able to hear you now.
[01:52:43.943 --> 01:52:44.843]  Is my audio good now?
[01:52:45.584 --> 01:52:45.904]  All good.
[01:52:47.159 --> 01:52:47.919]  All right, finally.
[01:52:48.499 --> 01:52:57.602]  All right, so I'm a New York attorney turned conservative podcaster, and I was covering this bill yesterday and breaking it down, and I want to separate some fact from fiction.
[01:52:57.622 --> 01:53:06.665]  I want to start by pointing out that the Uniparty never lets a good crisis go to waste because they saw that the southern border is something that even Democrats are freaking about.
[01:53:06.685 --> 01:53:11.925]   So they said, let's create a bill calling it "Emergency Southern Border Crisis" and
[01:53:11.925 --> 01:53:16.524]  use that as an opportunity to send $60 billion to Ukraine.
[01:53:16.524 --> 01:53:19.164]  How those two are related, God only knows.
[01:53:19.164 --> 01:53:22.965]   Or I guess Congress can figure that out, because like I said, never let a good crisis go to
[01:53:22.965 --> 01:53:23.965]  waste.
[01:53:23.965 --> 01:53:27.805]  But this bill is such a disaster.
[01:53:27.805 --> 01:53:31.364]   But there's one red herring that I think the right is complaining about, where they talk
[01:53:31.364 --> 01:53:33.724]  about the 5,000 people per day.
[01:53:33.724 --> 01:53:34.724]  That is a red herring.
[01:53:34.724 --> 01:53:36.724]  and I want to separate fact from fiction.
[01:53:36.721 --> 01:53:50.745]  The only thing that the left is correct about when they talk about this bill is that it would go into effect right away because they say we'll count the last six calendar days and and it could theoretically go into and if there was 5,000 day coming in there in that case the bill would come in.
[01:53:51.125 --> 01:53:53.385]  That's the only thing that's actually accurate.
[01:53:53.545 --> 01:53:55.566]  Nothing else they're saying about this bill is accurate.
[01:53:55.606 --> 01:53:56.986]  This is how terrible it is.
[01:53:57.507 --> 01:54:14.912]   They say that it can only the Emergency Powers Act to shut down the border Still must allow 1,400 people minimum to cross per day with no maximum, which theoretically means they can keep letting in 5,000, 7,000 people a day.
[01:54:15.172 --> 01:54:16.993]  It literally puts no maximum on it.
[01:54:17.013 --> 01:54:30.568]   Even if they did put a maximum on it, which is not anywhere in the bill, the fact is that they say you can only have this bill be in effect for year, for eight months out of the second year, and for six
[01:54:30.568 --> 01:54:35.068]   months out of the third year. It's like we must keep our border open for a certain
[01:54:35.068 --> 01:54:35.927]  number of months per year.
[01:54:35.927 --> 01:54:41.287]   But it also says, it also says anytime the president wants to say the
[01:54:41.287 --> 01:54:44.168]  emergency's over, he can do whatever he wants.
[01:54:44.168 --> 01:54:48.488]  A hundred percent, hundred percent.
[01:54:46.567 --> 01:54:50.070]  Although it seems to imply that he can only do it for 45 day periods at a time.
[01:54:50.491 --> 01:54:55.235]  That he has the power to just take it off whenever he wants for 45 days at a time.
[01:54:55.575 --> 01:55:05.864]  The point being, and this is the humiliating thing, because if this actually was any kind of shutdown, you have to ask yourself, why do we need a new bill to shut down the border?
[01:55:06.224 --> 01:55:09.227]  We already have laws on the books that are designed to shut down the border.
[01:55:09.547 --> 01:55:17.491]   All this bill does is it's an admission That this government, this administration, has the power to shut down the border.
[01:55:17.811 --> 01:55:19.872]  They just don't want to.
[01:55:20.192 --> 01:55:21.232]  They hate you.
[01:55:21.452 --> 01:55:23.173]  They don't care about you.
[01:55:23.413 --> 01:55:24.874]  No, I totally agree.
[01:55:24.894 --> 01:55:26.774]  We want to get on as many people as we can.
[01:55:26.854 --> 01:55:27.515]  Great points.
[01:55:27.555 --> 01:55:28.235]  Thank you so much.
[01:55:28.795 --> 01:55:51.587]  We're again, syndicated show on over 200 radio stations, bunch of TV stations, InfoWars.com forward slash show, banned on video, even when we get banned on X, you can find us at InfoWars.com forward slash show, so mark that down in your brain, InfoWars.com forward slash show, but so far we're not, we thank Elon for that, but let's go back to commenters.
[01:55:52.187 --> 01:55:53.448]  Who's the next person, Jason?
[01:55:53.628 --> 01:55:55.189]  Let's hear next from Nick Sartor.
[01:55:56.290 --> 01:55:56.870]  Nick Sartor.
[01:55:57.742 --> 01:55:58.823]  Go ahead and unmute yourself, Nick.
[01:56:02.625 --> 01:56:04.226]  Oh, looks like he's, there he is.
[01:56:05.187 --> 01:56:05.727]  Nope, I'm here.
[01:56:06.188 --> 01:56:16.215]  Yeah, so, Alex, I know one of the biggest, we did your show, I guess back in September, I was on your show talking about Maui.
[01:56:17.632 --> 01:56:47.934]   And I'm actually here right now, but when we see this border bill, this quote-unquote border bill, that is obviously it focuses more on Ukraine and Israel than it does the border, but You know, on the other hand, it just, it enrages me to think that we're going to send $60 billion to Ukraine, $14 billion to Israel, and we still can't get any aid out here for these people.
[01:56:48.114 --> 01:56:48.975]  Well, that's right.
[01:56:48.995 --> 01:56:51.336]  No aid for Maui, where they're stealing the property.
[01:56:51.696 --> 01:56:56.398]  But that's what's happening is, and then the border bill gives Biden dictatorial power.
[01:56:56.458 --> 01:56:57.658]  It's all a screw job.
[01:56:57.958 --> 01:57:00.039]  They create a crisis, then they hold you hostage.
[01:57:02.685 --> 01:57:02.845]  Right.
[01:57:02.965 --> 01:57:03.646]  No, that's it.
[01:57:03.666 --> 01:57:04.587]  That's exactly what it is.
[01:57:04.667 --> 01:57:14.974]  And I mean, it told me every... Before I even saw the text of the bill, I knew that it was going to be a train wreck just because Joe Biden was backing it.
[01:57:14.994 --> 01:57:16.255]  I mean, it tells me all I need to know.
[01:57:16.315 --> 01:57:20.318]  I mean, the guy has been working and working and working to try to keep the border wide open.
[01:57:21.319 --> 01:57:28.525]  Why would I believe that, you know, if he's not going to use his powers to do it anyway, why would I believe... I mean, this bill is just... It's a...
[01:57:29.412 --> 01:57:30.033]  It's a farce.
[01:57:30.473 --> 01:57:31.995]  It's just so that he can say he did something.
[01:57:32.035 --> 01:57:33.876]  Everything they do is just pissing.
[01:57:34.637 --> 01:57:37.340]  Like giving us poison shots that erase our immune systems.
[01:57:37.680 --> 01:57:40.503]  They claim protect us from a virus they created in a lab.
[01:57:40.943 --> 01:57:42.625]  Everything they do is a giant lie.
[01:57:42.685 --> 01:57:43.726]  Great points, thank you.
[01:57:44.166 --> 01:57:44.927]  Thank you so much.
[01:57:45.047 --> 01:57:46.048]  Up next, Chase Geyser.
[01:57:46.969 --> 01:57:50.352]  Alright, next up, let's hear from Derek Brose.
[01:57:50.392 --> 01:57:51.533]  Derek Brose, are you with us?
[01:57:51.553 --> 01:57:52.294]  Go ahead and unmute yourself.
[01:57:53.710 --> 01:57:54.110]  I am.
[01:57:54.191 --> 01:57:55.031]  Thanks for having me.
[01:57:55.912 --> 01:57:56.672]  I live in Mexico.
[01:57:57.113 --> 01:58:02.217]  I live just splitting the border between Rio Colorado and Baja California.
[01:58:03.758 --> 01:58:18.870]  And so I speak to a lot of people around here and I spoke on your show a couple days ago, Alex, maybe a week ago, and was mentioning that the Mexican military here is training for a massive influx of Americans coming in this direction.
[01:58:19.830 --> 01:58:21.192]  And it's an important thing to note.
[01:58:21.232 --> 01:58:22.774]  No, that's beyond huge.
[01:58:22.874 --> 01:58:24.115]  And I've seen that even in the news.
[01:58:24.516 --> 01:58:31.024]  The Mexican military is preparing, like Ron Paul said 15 years ago, the border walls for citizens, not for illegals.
[01:58:31.785 --> 01:58:33.147]  So start over and flesh that out.
[01:58:34.727 --> 01:58:35.368]  Yeah, 100%.
[01:58:35.748 --> 01:58:39.591]  You know, I've been saying for years that that border wall is to keep you in, not to keep people out.
[01:58:39.972 --> 01:58:41.853]  And that's obvious of what we're seeing right now.
[01:58:42.253 --> 01:58:44.135]  But we've got massive Chinese nationals.
[01:58:44.195 --> 01:58:45.897]  And keep in mind, I mean, this is just a question.
[01:58:45.917 --> 01:58:50.881]  You know, you've got Governor Greg Abbott that is busing and flying people, all of these migrants.
[01:58:51.321 --> 01:58:53.422]  All over the country into strategic places.
[01:58:53.462 --> 01:58:55.183]  I mean, is that part of the plan as well?
[01:58:55.303 --> 01:58:58.865]  What the hell is going on when you've got the Mexican military?
[01:58:59.205 --> 01:59:01.827]  And I wanted to get them on video, Alex, and I will.
[01:59:02.327 --> 01:59:05.509]  But, you know, down here, you've got to be really careful at who you record.
[01:59:06.229 --> 01:59:09.671]  And, you know, you can't be a journalist down here because you just don't know.
[01:59:10.451 --> 01:59:21.378]  And so I talk to them personally one-on-one, get that message, put it out, and then I try to gain some leverage with some of the leaders as I understand who they are.
[01:59:21.438 --> 01:59:26.241]  But I'm going to have a lot more of this coming up here in a short while.
[01:59:27.241 --> 01:59:28.362]  Well, beautifully done, sir.
[01:59:28.442 --> 01:59:29.242]  We appreciate you.
[01:59:29.302 --> 01:59:30.263]  Any other points you want to add?
[01:59:32.421 --> 01:59:34.708]  No, I just want to add everybody be vigilant right now.
[01:59:34.908 --> 01:59:37.055]  I mean, just pay attention to what's going on around you.
[01:59:37.275 --> 01:59:38.358]  Stop listening to the media.
[01:59:40.919 --> 01:59:44.780]  This emergency border bill that gives Biden dictator power.
[01:59:44.800 --> 01:59:49.142]  I mean, it was quite obvious that he said, I'll shut down the border as long as you pass this bill.
[01:59:49.542 --> 01:59:51.302]  He already has that ability.
[01:59:51.382 --> 01:59:55.324]  So asking for them to pass that, clearly there was something else in there.
[01:59:55.364 --> 01:59:56.724]  I mean, people just need to pay attention.
[01:59:56.744 --> 01:59:58.305]  Yeah, he's holding us hostage.
[01:59:58.725 --> 02:00:00.205]  He's holding us hostage.
[02:00:00.725 --> 02:00:02.066]  Anything he does is more power.
[02:00:02.086 --> 02:00:02.686]  Thank you so much.
[02:00:02.726 --> 02:00:03.206]  Great points.
[02:00:03.706 --> 02:00:04.867]  All right, Chase, who's up next?
[02:00:05.107 --> 02:00:06.607]  Let's hear from Jim Pfaff next.
[02:00:06.687 --> 02:00:08.668]  Jim Pfaff, go ahead and unmute yourself and say what you got to say.
[02:00:10.157 --> 02:00:10.937]  Thanks for that.
[02:00:10.957 --> 02:00:21.742]  Hey, Alex, I spent eight years on Capitol Hill as the Chief of Staff for two different members of Congress, and I gotta tell you the craziness behind this effort, which is just a lot.
[02:00:22.082 --> 02:00:28.605]  James Lankford, whom I know and I like him personally, but he comes out and says that people are lying about this.
[02:00:29.605 --> 02:00:31.266]  That could not be further from the truth.
[02:00:31.406 --> 02:00:39.511]  As Derek pointed out just a moment ago, Joe Biden has the ability to shut the border down anytime that he wants to, and he won't do it.
[02:00:39.791 --> 02:00:49.737]  This entire thing is a ruse, the typical ruse that these members of Congress do all the time to try to push something in that they want.
