[00:00:01.277 --> 00:00:01.598]  The End.
[02:11:53.704 --> 02:11:55.144]  Just go ahead and go to these next comments.
[02:11:55.184 --> 02:11:55.484]  Go ahead.
[02:11:56.085 --> 02:11:57.385]  Let's hear from Derelict Republic.
[02:11:57.426 --> 02:11:58.186]  Derelict, you're up next.
[02:11:58.206 --> 02:11:59.987]  Go ahead and unmute yourself and say what you have to say.
[02:12:01.872 --> 02:12:02.893]  Chase, thank you, sir.
[02:12:03.253 --> 02:12:06.194]  Alex Jones, my brother, Info Warriors, everybody out there.
[02:12:06.654 --> 02:12:08.175]  Alex, I got a small request for you.
[02:12:09.376 --> 02:12:10.236]  I need a war cry.
[02:12:23.343 --> 02:12:25.304]  Let's go!
[02:12:25.904 --> 02:12:27.285]  Let's see your war face!
[02:12:28.550 --> 02:12:30.471]  Let's go!
[02:12:31.011 --> 02:12:32.292]  We are winning, brother.
[02:12:32.312 --> 02:12:37.594]  Just like that president from El Salvador said a little while ago when you were playing it.
[02:12:38.035 --> 02:12:40.116]  Nobody's buying it anymore.
[02:12:40.136 --> 02:12:51.001]  I, for one, am happy that Google decided- Yeah, Trudeau and Bill Gates and Rothschild and Schwab, go fuck yourselves!
[02:12:51.401 --> 02:12:52.982]  Fuck you, motherfuckers!
[02:12:53.362 --> 02:12:54.382]  Fuck you to hell!
[02:12:54.722 --> 02:12:55.363]  Fuck you!
[02:12:55.383 --> 02:12:56.403]  Fuck you!
[02:12:56.503 --> 02:12:56.984]  Let's go!
[02:12:57.004 --> 02:12:57.544]  Fuck you!
[02:12:58.877 --> 02:13:00.618]  They're not going to win this war!
[02:13:01.158 --> 02:13:02.459]  They're stupid!
[02:13:02.799 --> 02:13:03.699]  They keep pushing!
[02:13:03.719 --> 02:13:04.640]  They keep pushing!
[02:13:04.660 --> 02:13:06.981]  This crap with the A.I.
[02:13:07.701 --> 02:13:10.383]  You know, it's like, okay, you want to attack us because we're white?
[02:13:10.763 --> 02:13:11.403]  Go ahead!
[02:13:11.784 --> 02:13:15.846]  You're opening everybody's eyes at such a fast pace!
[02:13:15.906 --> 02:13:17.306]  Nobody's buying it anymore, man!
[02:13:17.987 --> 02:13:19.547]  That's all I wanted to say, brother.
[02:13:19.567 --> 02:13:27.892]  I just, you know, there's amazing times we're living in right now and so many people are- But you heard Ed Krasenstein, it's all a big accident.
[02:13:33.061 --> 02:13:35.342]  Well, you know what, Ed, you should come to work with me one day.
[02:13:35.382 --> 02:13:36.523]  I'll show you what a real man does.
[02:13:36.883 --> 02:13:39.764]  Yeah, so if you listen to me, I didn't say that.
[02:13:39.784 --> 02:13:45.567]  I said we don't know if Google programmed it or if it was a large language model teaching itself.
[02:13:45.687 --> 02:13:53.311]  And I asked, I asked, I asked how every goddamn show on every freaking channel has white people like retard demons.
[02:13:53.771 --> 02:13:54.671]  I mean, come on, man.
[02:13:54.751 --> 02:13:55.832]  It's all pre-programmed.
[02:13:56.132 --> 02:13:56.612]  You can see it.
[02:13:56.792 --> 02:13:57.953]  It's in everybody's database, dude.
[02:13:57.973 --> 02:14:02.295]  It's either pre-programmed by an individual or pre-programmed by the large language model teaching itself.
[02:14:02.395 --> 02:14:03.076]  There's a difference.
[02:14:03.296 --> 02:14:05.717]  No, I'm saying who's programming Netflix?
[02:14:07.658 --> 02:14:12.001]  Well, Netflix buys the shows that people want to watch because they're going to make some money.
[02:14:12.021 --> 02:14:13.842]  Oh no, they put a predetermined rules in.
[02:14:13.882 --> 02:14:14.502]  It's on record.
[02:14:14.902 --> 02:14:16.183]  Obama runs Netflix.
[02:14:17.204 --> 02:14:18.204]  Lord Krasenstein?
[02:14:22.546 --> 02:14:23.147]  Listen, Ed.
[02:14:24.813 --> 02:14:27.315]  This is so far beyond making money.
[02:14:27.335 --> 02:14:28.596]  They don't care about making money.
[02:14:28.876 --> 02:14:31.037]  They just want to destroy society.
[02:14:31.598 --> 02:14:34.760]  They want to destroy the West because it empowers people.
[02:14:34.800 --> 02:14:36.921]  I have a better outlook on humanity than that.
[02:14:37.522 --> 02:14:43.906]  I don't believe that there's a... Well, why have the Democrats turned every blue city into a giant, stinky asshole?
[02:14:44.286 --> 02:14:45.627]  Why is Europe collapsing?
[02:14:45.987 --> 02:14:51.191]  Why is it all just literally piss and needles and crazy people running around drooling?
[02:14:52.849 --> 02:14:53.972]  And you're not lying, Alex.
[02:14:54.394 --> 02:14:54.976]  You're not lying.
[02:14:55.056 --> 02:14:56.862]  I work in one of those shithole cities.
[02:14:57.283 --> 02:14:58.247]  I work in Philadelphia.
[02:14:58.267 --> 02:14:59.732]  I'm a commercial plumber in Philadelphia.
[02:15:00.370 --> 02:15:02.031]  It is, it is scum.
[02:15:02.452 --> 02:15:04.773]  It is nothing but scum and crime everywhere.
[02:15:04.793 --> 02:15:08.936]  I lived in Atlanta.
[02:15:08.956 --> 02:15:14.060]  I grew up in Philadelphia my entire life to watch the last 15 years.
[02:15:14.080 --> 02:15:18.242]  Are you saying Philly didn't have these problems 20 years ago?
[02:15:18.703 --> 02:15:26.008]  No, but certainly every metric, Ed Krasenstein shows, every metric shows it's the worst it's ever been.
[02:15:26.028 --> 02:15:28.650]  Are you denying America isn't?
[02:15:29.270 --> 02:15:29.950]  Absolutely.
[02:15:30.030 --> 02:15:32.391]  I mean, I tell you, I go to all cities all over the country.
[02:15:32.691 --> 02:15:34.231]  It looks like goddamn Armageddon.
[02:15:36.132 --> 02:15:36.732]  What's the worst?
[02:15:36.952 --> 02:15:38.693]  What studies show that what's the worst?
[02:15:38.713 --> 02:15:39.113]  Studies!
[02:15:39.153 --> 02:15:41.914]  I go to New York, there's freaking rats and piss and needles.
[02:15:42.174 --> 02:15:43.194]  I go to San Francisco.
[02:15:43.234 --> 02:15:43.994]  I go to Dallas.
[02:15:44.314 --> 02:15:45.935]  I go to downtown Austin.
[02:15:46.395 --> 02:15:52.397]  I remember going to New York as a kid, what, 35 years ago, and I remember seeing rats in the subway.
[02:15:52.417 --> 02:15:53.497]  I remember seeing homeless people.
[02:15:53.517 --> 02:15:54.117]  I remember seeing people dying.
[02:15:54.137 --> 02:15:56.958]  Yeah, and even before Giuliani got in, it was bad, but nothing like this.
[02:15:59.379 --> 02:16:03.102]  I don't know.
[02:16:03.183 --> 02:16:11.930]  What do you think about all these talk show hosts and the Daily Show hosts that came back saying, filth and disgust and collapse is democratic?
[02:16:14.912 --> 02:16:17.715]  I don't know what you're referring to.
[02:16:18.135 --> 02:16:23.520]  Jon Stewart said, filthy cities that look like toilet bowls are a sign of freedom.
[02:16:26.448 --> 02:16:26.769]  I don't know.
[02:16:26.789 --> 02:16:28.432]  It depends on the context that was used.
[02:16:28.853 --> 02:16:33.882]  I mean... He said screw Tucker Carlson saying our cities are collapsing.
[02:16:33.942 --> 02:16:35.024]  He's a Russian agent.
[02:16:35.405 --> 02:16:38.831]  How are you a Russian agent if you want to fix America, Lord Krasinski?
[02:16:40.976 --> 02:16:45.419]  I don't think you're a Russian agent if you want to fix America, but you're kind of twisting the words around there.
[02:16:45.799 --> 02:16:50.382]  I think, you know, we've had issues in cities for decades, right?
[02:16:50.742 --> 02:16:55.445]  We've had issues in cities, we've had financial problems in cities, we've had drug problems in cities.
[02:16:55.886 --> 02:16:58.548]  Cities do tend to vote Democrats.
[02:16:58.568 --> 02:17:02.470]  Yeah, but we never had 120,000 people die a year from a drug.
[02:17:02.750 --> 02:17:03.551]  What about fentanyl?
[02:17:04.031 --> 02:17:05.172]  It's mutually exclusive.
[02:17:05.891 --> 02:17:09.913]  You can't say it's all Democrats' fault that these cities are failing.
[02:17:10.574 --> 02:17:15.216]  The people in those cities are voting Democrat.
[02:17:15.236 --> 02:17:16.397]  You're welcome to ride shotgun.
[02:17:16.417 --> 02:17:17.277]  I've got to get to the next person.
[02:17:17.297 --> 02:17:18.138]  You can ride shotgun.
[02:17:18.798 --> 02:17:25.281]  But let's play the short clip of Jon Stewart, whose brother ran the New York Stock Exchange.
[02:17:25.301 --> 02:17:26.602]  He's worth billions of dollars.
[02:17:26.642 --> 02:17:27.583]  He's worth hundreds of millions.
[02:17:28.083 --> 02:17:31.285]  Up here saying, if you don't like feces and needles, you're anti-American.
[02:17:31.545 --> 02:17:31.885]  Here it is.
[02:17:34.397 --> 02:17:35.838]  Very exciting video as you can see right now.
[02:17:36.979 --> 02:17:37.740]  I saw the crew.
[02:17:37.860 --> 02:17:38.280]  Be real, Link.
[02:17:39.901 --> 02:17:40.322]  Pull it in.
[02:17:40.342 --> 02:17:41.002]  Pull in the computer.
[02:17:41.022 --> 02:17:41.362]  We'll do it.
[02:17:41.983 --> 02:17:42.663]  Alright.
[02:17:42.703 --> 02:17:43.424]  Get that ready for me.
[02:17:43.724 --> 02:17:43.984]  Alright.
[02:17:44.205 --> 02:17:45.325]  Chase, tell us who's up next.
[02:17:45.926 --> 02:17:49.689]  We have Lumi Casanova next because I told him we'd go to him next and then we'll take some of these other speakers as well.
[02:17:51.138 --> 02:17:53.039]  I can go after Lumi if that's cool.
[02:17:53.319 --> 02:17:54.079]  Yeah.
[02:17:54.159 --> 02:17:54.539]  Thank you.
[02:17:54.919 --> 02:17:57.700]  Thank you so much, Alex, for having me on twice now.
[02:17:57.860 --> 02:18:04.442]  And I wanted to just touch quickly on the fact you said about psychological warfare, destruction of society.
[02:18:04.462 --> 02:18:08.523]  I'm going to highlight some things for you and break some things out.
[02:18:09.143 --> 02:18:11.485]  So something I came across as a researcher was this.
[02:18:12.385 --> 02:18:13.746]  There's two types of cloud seeding.
[02:18:14.207 --> 02:18:16.508]  One of them uses silver iodide, right?
[02:18:16.748 --> 02:18:21.672]  And it falls through the air and then it gets down to the ground and it becomes silver dioxide.
[02:18:22.232 --> 02:18:23.633]  That doesn't sound relevant right now.
[02:18:24.372 --> 02:18:27.753]  When I add this to adrenochrome, what is adrenochrome?
[02:18:27.853 --> 02:18:30.994]  Adrenochrome can cause schizophrenia, right?
[02:18:31.494 --> 02:18:39.977]  It also can be made with silver iodine, which is kind of interesting because basically we have a mass psychosis in society right now.
[02:18:40.437 --> 02:18:46.119]  And on top of that, you can see that the violence in America is like nothing we have seen in any other country.
[02:18:47.179 --> 02:19:01.344]  On top of that, I really do think that there should be a license for anyone who does use silver iodine, which there isn't, because it's basically non-harmful, so they don't even need to... Okay, well we're talking about Google and AI, and I'm not pooh-poohing what you're doing.
[02:19:01.944 --> 02:19:03.645]  But yeah, there's a geoengineering program.
[02:19:03.665 --> 02:19:05.166]  The former CIA director admitted it.
[02:19:05.186 --> 02:19:08.087]  There's all sorts of toxic crap getting injected out there.
[02:19:08.727 --> 02:19:13.450]  The Romans, you know, lined their pottery with lead.
[02:19:13.470 --> 02:19:14.650]  That's why they were so warlike.
[02:19:15.110 --> 02:19:16.011]  That's all been looked at.
[02:19:16.051 --> 02:19:16.751]  That's all known.
[02:19:17.071 --> 02:19:19.433]  So yeah, we're basically drugged out, out of control.
[02:19:19.513 --> 02:19:20.293]  I hear what you're saying.
[02:19:20.753 --> 02:19:22.534]  But I think we're having a discussion about Google.
[02:19:22.834 --> 02:19:25.235]  What's your view on Google and this whole AI situation?
[02:19:25.255 --> 02:19:26.216]  Yeah, I'll bring the Google thing.
[02:19:26.656 --> 02:19:28.777]  So basically, all bias is programmed in.
[02:19:29.117 --> 02:19:32.399]  We know that from every empirical data we've created.
[02:19:32.460 --> 02:19:36.222]  Because basically, when you program something, you create bias by actually making it.
[02:19:36.662 --> 02:19:41.646]  So you can't tell me that at Google, no one flagged that as a problem.
[02:19:42.086 --> 02:19:44.168]  And if they didn't, that's bias in itself.
[02:19:44.348 --> 02:19:50.332]  Because every large language model is built by flagging things, which is basically someone is correcting it, right?
[02:19:50.772 --> 02:19:51.873]  And that's how the model was built.
[02:19:52.233 --> 02:19:59.659]  So if you're telling me that no one in the whole of the organization which was overseeing it didn't flag that... Oh, they always want plausible liability.
[02:19:59.699 --> 02:20:05.123]  They're saying white genocide, erase whites, the ADL's saying it, it's actually happening.
[02:20:05.183 --> 02:20:06.123]  Thank you for the comment.
[02:20:07.064 --> 02:20:09.846]  Let's go to another person on X there, Chase.
[02:20:10.247 --> 02:20:11.027]  Let's hear from Aisha.
[02:20:11.187 --> 02:20:11.808]  She's next in line.
[02:20:11.828 --> 02:20:13.589]  Then we'll do Katie Walsh, then Jake.
[02:20:15.550 --> 02:20:16.071]  Go ahead, Aisha.
[02:20:20.640 --> 02:20:20.800]  Sure.
[02:20:21.340 --> 02:20:28.144]  And I think Google is trying to step in, you know, just just to make sure that they're, you know, they have some skin in the game.
[02:20:28.744 --> 02:20:34.227]  But it doesn't work by scanning a corpus of text at zeros and ones.
[02:20:34.848 --> 02:20:45.754]  So even obviously anybody that's entering in that's programming the system, which happened a long, long time ago, has bias, but it runs itself.
[02:20:46.274 --> 02:20:50.056]  That doesn't mean it's sentient, but it's responding to sequence.
[02:20:51.135 --> 02:20:53.376]  It's building sequence based on the input.
[02:20:55.277 --> 02:20:56.458]  That's the way LLMs work.
[02:20:56.738 --> 02:21:01.641]  Well, that's what I said earlier is that you can turn on any TV show and see it.
[02:21:01.701 --> 02:21:03.982]  It's all pre-programmed into it.
[02:21:04.343 --> 02:21:05.543]  And so what is that doing?
[02:21:05.603 --> 02:21:09.366]  It doesn't help black people to have every corporate spokesperson be a black person.
[02:21:09.386 --> 02:21:09.966]  Why are they doing that?
[02:21:10.246 --> 02:21:13.608]  Because the evil globalists are literally hiding behind black people.
[02:21:15.169 --> 02:21:16.790]  That's different.
