[00:00:01.325 --> 00:00:02.465]  The corrupt U.S.
[02:15:12.109 --> 02:15:12.970]  They can't explain it.
[02:15:13.010 --> 02:15:18.092]  They're just out there responding to an email or a tweet or something that they get to go protest in the streets.
[02:15:18.313 --> 02:15:20.194]  I mean, we literally have videos of these protesters
[02:15:20.894 --> 02:15:23.497]  I think it was in New York where they say, yeah, I don't know what I'm doing out here.
[02:15:23.637 --> 02:15:24.819]  I don't know who organized it.
[02:15:25.319 --> 02:15:26.240]  And see, but that's what I'm saying.
[02:15:26.280 --> 02:15:30.846]  It's like the response from the right to this has really been kind of pathetic.
[02:15:32.003 --> 02:15:34.584]  They come out and they claim that these protesters are Hamas.
[02:15:34.925 --> 02:15:36.045]  I mean, that's just ridiculous.
[02:15:36.085 --> 02:15:38.566]  These are ignorant college students who don't know anything.
[02:15:38.586 --> 02:15:39.307]  They're LARPing.
[02:15:39.327 --> 02:15:41.588]  They might accidentally be wearing a Hamas scarf.
[02:15:41.968 --> 02:15:42.848]  Or they'll say they're Hamas.
[02:15:43.009 --> 02:15:44.909]  These people have never been to Palestine.
[02:15:44.929 --> 02:15:46.230]  They've never been to the Middle East.
[02:15:46.250 --> 02:15:47.451]  They couldn't find it on a map.
[02:15:47.891 --> 02:15:49.252]  It's a LARPing event.
[02:15:49.472 --> 02:15:54.214]  But then the right-wing that's pro-Israel uses this seriously and they say, oh my gosh, that's Hamas.
[02:15:54.254 --> 02:15:55.495]  Look, it's Hamas on the streets.
[02:15:55.795 --> 02:15:56.695]  Look, it's Hamas.
[02:15:56.735 --> 02:15:57.636]  We need to do something about this.
[02:15:57.656 --> 02:15:59.797]  And then they send out the counter-terrorism unit.
[02:16:00.197 --> 02:16:06.381]  But this is how I think, this is another piece of evidence that leads me to think that we're into something bigger here.
[02:16:06.441 --> 02:16:09.142]  This isn't just a protest flavor of the month.
[02:16:09.542 --> 02:16:15.185]  They sent out, they're talking about sending out the National Guard, they sent out the counter-terrorism unit.
[02:16:15.526 --> 02:16:18.747]  They sent out the counter-terrorism unit to New York.
[02:16:18.947 --> 02:16:20.208]  And where were they on October 7th?
[02:16:20.829 --> 02:16:22.890]  Or, or, but think about it like this.
[02:16:23.860 --> 02:16:29.631]  Are they sending out the counter-terrorism unit because they actually have a warning that there's going to be a terror attack?
[02:16:29.651 --> 02:16:30.713]  We know the answer to that is yes.
[02:16:31.113 --> 02:16:34.780]  But where was this response during the BLM riots of 2020?
[02:16:38.114 --> 02:16:44.178]  I mean, if you compare and contrast the BLM riots to the Palestinian protesters, there is no comparing and contrasting.
[02:16:44.258 --> 02:16:46.039]  Or compare it to January 6th, for example.
[02:16:46.059 --> 02:16:49.782]  There was way more destruction from BLM riots than January 6th.
[02:16:49.882 --> 02:16:54.806]  So why did they let the BLM riots take place all across the nation, and yet...
[02:16:55.626 --> 02:16:58.007]  Which, for the most part, are peaceful protesters.
[02:16:58.147 --> 02:17:02.208]  Even if you disagree with their ideology, they're not burning buildings.
[02:17:02.388 --> 02:17:09.050]  There might be a couple isolated attacks and incidents with a Jewish person waving a flag or whatever, walking through with a yarmulke.
[02:17:09.590 --> 02:17:12.791]  But that's not the overall approach, that's not the overall flavor.
[02:17:13.571 --> 02:17:16.072]  Compared to BLM, these are peaceful protests.
[02:17:16.212 --> 02:17:16.593]  Sure.
[02:17:16.613 --> 02:17:20.017]  So why are the counter-terrorism units being deployed in New York City?
[02:17:20.438 --> 02:17:23.882]  Why are they talking about deploying the National Guard?
[02:17:24.263 --> 02:17:25.584]  Something doesn't add up.
[02:17:25.805 --> 02:17:27.246]  There's something behind this.
[02:17:27.487 --> 02:17:29.569]  There's something bigger building here.
[02:17:30.230 --> 02:17:32.613]  And again though, to remove...
[02:17:33.928 --> 02:17:37.309]  Myself from that arena, because I'm so sick of it, honestly, at this point.
[02:17:38.049 --> 02:17:46.712]  And it's hard to completely remove it, because it's a big news story, and dealing with what's going on in Israel and the Middle East is something that we can't get out of now.
[02:17:46.772 --> 02:17:48.293]  It's like we're anchored into this crap.
[02:17:48.353 --> 02:17:48.533]  Right.
[02:17:48.553 --> 02:17:50.694]  No matter how America-first you are, it's relevant.
[02:17:50.854 --> 02:17:56.356]  So, I have to sit here now, and probably for the next month, or longer,
[02:17:57.361 --> 02:18:08.066]  Watch American citizens waving Palestinian flags, Israeli flags, and our own Congress waving a Ukrainian flag as our country is literally being invaded.
[02:18:08.286 --> 02:18:10.527]  It's the biggest invasion in the history of the world.
[02:18:10.647 --> 02:18:13.909]  It is the biggest invasion in the history of the world happening on our southern border.
[02:18:14.309 --> 02:18:15.249]  I'm sitting here watching that.
[02:18:15.349 --> 02:18:16.810]  I'm watching our way of life crumble.
[02:18:16.890 --> 02:18:18.031]  I'm watching the cost of living.
[02:18:19.105 --> 02:18:19.505]  Go up.
[02:18:19.625 --> 02:18:22.807]  I'm watching the housing market price people out of it.
[02:18:23.648 --> 02:18:25.829]  I'm watching credit card debt go to record levels.
[02:18:26.129 --> 02:18:29.151]  We're watching defaults on loans go to record levels.
[02:18:29.611 --> 02:18:30.691]  This is real stuff.
[02:18:30.731 --> 02:18:32.873]  This is happening to all Americans.
[02:18:33.313 --> 02:18:38.016]  And they go out on the streets and put on a headscarf and wave a Palestinian flag.
[02:18:38.356 --> 02:18:42.498]  And they go out on the streets in a counter-protest with a yarmulke and wave an Israeli flag.
[02:18:42.758 --> 02:18:45.300]  And they go out on the floor of Congress and wave a Ukrainian flag.
[02:18:45.920 --> 02:18:47.641]  When do we get to care about America?
[02:18:48.081 --> 02:18:53.222]  When do American citizens get to be considered in these discussions?
[02:18:53.482 --> 02:19:05.984]  How bad does it have to get before we realize, oh wow, we've just been robbed blind, we've just had our entire country invaded, we've just had our entire system of the Constitution, the Bill of Rights, broken.
[02:19:06.324 --> 02:19:10.325]  I've been over here waving a different nation's flag because I thought I was a social justice warrior.
[02:19:10.365 --> 02:19:11.665]  I thought I was virtue signaling.
[02:19:11.885 --> 02:19:13.046]  I thought I was doing the right thing.
[02:19:13.086 --> 02:19:14.026]  I put it in my bio.
[02:19:14.066 --> 02:19:14.826]  I thought I was cool.
[02:19:15.726 --> 02:19:17.028]  How bad does it have to get?
[02:19:17.088 --> 02:19:29.001]  How clown world does this have to get before all of these students and all these people waving all these four nation flags realize that, oh, wait a second, my country is actually the biggest victim in all of this.
[02:19:29.362 --> 02:19:29.602]  Right.
[02:19:29.742 --> 02:19:31.725]  And the perpetrator is our own government too.
[02:19:31.825 --> 02:19:35.008]  So just to back you up, Alex sent this clip over before.
[02:19:35.649 --> 02:19:39.852]  For the first time in our nation's history, a 30-year-old man or woman isn't doing as well as his or her parents were at 30.
[02:19:39.892 --> 02:19:40.573]  That is the social compact
[02:19:57.485 --> 02:19:58.306]  Breaking down.
[02:19:58.426 --> 02:20:02.969]  People aged 30 to 34, 60% of them in 1990 had one child.
[02:20:03.329 --> 02:20:04.189]  Now it's 27%.
[02:20:04.990 --> 02:20:06.331]  People are opting out of America.
[02:20:06.351 --> 02:20:07.452]  They're not optimistic about it.
[02:20:07.472 --> 02:20:08.372]  They're not having kids.
[02:20:08.892 --> 02:20:10.233]  Young people aren't having sex.
[02:20:10.614 --> 02:20:11.254]  They're not meeting.
[02:20:11.274 --> 02:20:11.894]  They're not mating.
[02:20:12.074 --> 02:20:18.859]  The pool of emotionally and economically viable men shrinks every day, which lessens household formation.
[02:20:19.359 --> 02:20:20.640]  So we have a real issue.
[02:20:20.700 --> 02:20:22.341]  Young people are enraged.
[02:20:22.441 --> 02:20:23.702]  So it turns every cut
[02:20:24.282 --> 02:20:29.063]  Every movement into an opportunistic infection because quite frankly they are just pissed off.
[02:20:29.643 --> 02:20:37.625]  They look up, they see wealth, exceptional wealth across my generation and people in certain industries and they are really struggling.
[02:20:37.665 --> 02:20:42.066]  Their purchasing power is going down and the incumbents create artificial scarcity on campus.
[02:20:42.126 --> 02:20:44.726]  We take pride in rejecting 90% of our applicants.
[02:20:45.186 --> 02:20:48.127]  So the incumbents who already have a degree see their degree go up in value.
[02:20:48.547 --> 02:20:51.710]  We get very concerned with housing and traffic once we own the housing.
[02:20:51.750 --> 02:20:54.913]  Housing permits are sequestered from young people.
[02:20:55.413 --> 02:20:58.716]  Housing prices have gone from $290,000 to $420,000 in the last four years.
[02:20:59.256 --> 02:21:04.060]  So a young person, a house, stocks that I don't own, skyrocket in value.
[02:21:04.141 --> 02:21:12.988]  Let's have COVID relief and flush the markets and take assets way up because if a million people died, it would be bad, it would be tragic if I got less wealthy.
[02:21:13.048 --> 02:21:15.230]  And we're doing it on their credit card.
[02:21:15.610 --> 02:21:16.191]  Young people have
[02:21:16.471 --> 02:21:16.912]  Well, I think
[02:21:42.773 --> 02:21:44.214]  Scott Galloway nailed it right there.
[02:21:44.474 --> 02:21:59.440]  When you have bankruptcies up 20% year over year, when you have interest rates through the roof on mortgages, when you have credit card debt at record highs, and all of this struggling, the main thing being that under Trump you had to work one good job in order to make ends meet.
[02:21:59.460 --> 02:22:01.641]  Now everybody's working three crappy jobs to make ends meet.
[02:22:02.501 --> 02:22:04.543]  And I mean, I see people in my neighborhood.
[02:22:04.563 --> 02:22:05.764]  I live in a fairly nice neighborhood.
[02:22:05.804 --> 02:22:07.565]  We built our house in a new developed neighborhood.
[02:22:07.745 --> 02:22:13.630]  There are people in our neighborhood group that are reaching out, hey, just lost my job at Google starting a car wash business.
[02:22:14.030 --> 02:22:14.951]  Stuff like that is happening.
[02:22:14.971 --> 02:22:16.151]  Everyone, there's no shame in that.
[02:22:16.191 --> 02:22:18.033]  There's no shame in hustling and working hard.
[02:22:18.053 --> 02:22:22.917]  And if you've got to drive Uber or if you've got to drive DoorDash to make ends meet, I would do the same thing if I needed to, absolutely.
[02:22:23.217 --> 02:22:24.057]  But the fact that...
[02:22:25.038 --> 02:22:37.645]  Americans are having to do jobs like this that are way beneath their skill set and their ability to contribute to civilization is really indicative of the crimes of our political class and our own people.
[02:22:37.665 --> 02:22:47.091]  So it really, in that context, it's such a shame that we see protests on behalf of either Israel or either Palestine or either Ukraine.
[02:22:47.811 --> 02:23:01.462]  When we have so much crime and corruption impacting our own people by our own government with the wide open border, do you think that 18 to 30 year old Americans, Owen, are ever going to wake up and realize that they're protesting the wrong damn thing?
