[00:00:00.169 --> 00:00:01.470]  Synthetic.
[02:08:36.438 --> 02:08:45.020]  And we then, during this time that's left on this earth, we have to actually take that rallying cry and do something good.
[02:08:45.120 --> 02:08:47.741]  And here's the cycle of democracy going back to that.
[02:08:48.001 --> 02:08:48.421]  Start over.
[02:08:48.441 --> 02:08:49.182]  I keep interrupting.
[02:08:49.222 --> 02:08:49.882]  This is important.
[02:08:50.282 --> 02:08:52.323]  You're getting to the theological, but yeah, go through it again.
[02:08:52.343 --> 02:09:05.287]  I mean, well, we're pretty much done with it, but if we don't do something, this cycle, this revolution that we are in, we will actually be a French-style revolution if we don't wake up.
[02:09:05.547 --> 02:09:06.367]  And that's what it's all about.
[02:09:06.507 --> 02:09:08.008]  God wants us to break the cycle.
[02:09:08.508 --> 02:09:17.131]  Because again, if you're God and created all of the universe and all that there is, which this is happening, what's the one thing you can do that's different?
[02:09:17.771 --> 02:09:19.512]  You create creatures that have free will.
[02:09:19.972 --> 02:09:23.774]  But if they have free will, then there's like, oh, but they might be bad.
[02:09:24.095 --> 02:09:35.121]  So then God, again, literally puts himself into a human to come out here and teach us, does all this, influences us, sends the angels, sends the Holy Spirit, everything to like guide the children.
[02:09:35.141 --> 02:09:41.525]  Remember, the Bible talks about God loves a sparrow so much, think how much God loves you.
[02:09:41.585 --> 02:09:43.466]  God can't stand losing any of us.
[02:09:43.886 --> 02:09:46.047]  But God did this to give us free will.
[02:09:46.127 --> 02:09:46.728]  What a gift!
[02:09:48.357 --> 02:09:56.583]  And it's not a suggestion from him, it's a command, don't worry about tomorrow.
[02:09:56.843 --> 02:10:01.686]  So here's in my simpleton view, how do you succeed in this world?
[02:10:01.746 --> 02:10:02.747]  I think there's two things.
[02:10:03.227 --> 02:10:05.029]  Number one, you be an extravagant giver.
[02:10:06.295 --> 02:10:15.020]  And because God tells us in Malachi 6, when you give and when you give with a grateful heart, watch out because the floodgates of heaven are going to be opened up so much you won't have room enough to contain the blessing.
[02:10:15.340 --> 02:10:18.862]  That could be a financial blessing, relationship blessing, all kinds of different blessings.
[02:10:18.922 --> 02:10:19.783]  Healthy children.
[02:10:20.263 --> 02:10:20.603]  All of it.
[02:10:20.643 --> 02:10:22.284]  It doesn't say what the blessing is.
[02:10:22.304 --> 02:10:24.345]  It just says blessing so much you can't contain it.
[02:10:24.786 --> 02:10:26.667]  And number two, never give up.
[02:10:27.452 --> 02:10:40.399]  You know, if I were going from Colorado to California and I were going on this track, if I keep walking, if I keep riding a bike, if I keep running, if I keep driving, I will ultimately get to California.
[02:10:40.419 --> 02:10:40.880]  To the ocean.
[02:10:41.120 --> 02:10:43.901]  But if you stop, well then you're never going to get there.
[02:10:44.241 --> 02:10:46.663]  So if you don't give up and you have extravagant
[02:10:47.203 --> 02:10:54.247]  Giving, and actually thirdly, I'll add this one in there, you love your neighbor, but to love your neighbor, you have to love yourself first.
[02:10:54.668 --> 02:10:55.988]  You know, you have all those three things.
[02:10:56.008 --> 02:10:57.990]  And people think giving means just money.
[02:10:58.050 --> 02:11:00.491]  No, it's giving of energy, giving of caring.
[02:11:01.532 --> 02:11:08.476]  It's giving of your time, of your energy, of your compassion, of your prayers, of your finances, of your talents, of your brain.
[02:11:09.466 --> 02:11:09.966]  All of that.
[02:11:10.027 --> 02:11:11.187]  Well, I've experienced that.
[02:11:11.207 --> 02:11:13.509]  I didn't do this from some holy roller.
[02:11:13.609 --> 02:11:14.410]  I'm a perfect guy.
[02:11:14.430 --> 02:11:15.270]  I hated the tyrants.
[02:11:15.350 --> 02:11:16.852]  I love God, but God was kind of like, over here.
[02:11:17.092 --> 02:11:20.975]  Yeah, God, you're like a little helper, you know, the first 10, 15 years of this.
[02:11:21.295 --> 02:11:24.437]  But as I got more attack, I was like, no, it's all God now because he got so big.
[02:11:24.998 --> 02:11:28.801]  But every time I'm attacked, the doors blow open to victory.
[02:11:29.141 --> 02:11:30.902]  And every time I go, God, I'm not like Job.
[02:11:30.962 --> 02:11:33.444]  I think Job has, God, I don't want my children to die.
[02:11:33.864 --> 02:11:37.327]  But the point is nothing compared to Job, but it's like literally now I go, oh, I'm being attacked.
[02:11:37.447 --> 02:11:38.408]  Really good stuff's about to happen.
[02:11:39.508 --> 02:11:40.268]  I'm not a masochist.
[02:11:40.288 --> 02:11:43.249]  I don't like the pain, but I'm like, oh my god, big stuff.
[02:11:43.829 --> 02:11:45.950]  Every attack instantly leads to victory.
[02:11:46.590 --> 02:11:46.970]  It does.
[02:11:47.710 --> 02:11:48.851]  And the enemy is blind.
[02:11:48.891 --> 02:11:50.951]  They can't seem to see that.
[02:11:51.312 --> 02:11:55.573]  They have all these smarts about the world, their own system, but above that, they have no understanding.
[02:11:55.973 --> 02:11:56.173]  Yeah.
[02:11:56.846 --> 02:12:10.294]  So Alex, if we can shift our mindset as a society from short-term pleasure to medium and long-term gain and benefits, if you know where you want to go, what are you going to do to get there?
[02:12:10.354 --> 02:12:13.076]  If you want financial freedom, what are you going to do to get there?
[02:12:13.436 --> 02:12:16.398]  Is what you're doing now going to do it for you?
[02:12:17.518 --> 02:12:26.102]  If you need to lose weight and you just sit there on the couch eating potato chips and candy all day, are you going to get to your fort?
[02:12:26.723 --> 02:12:33.906]  Well, I don't mean this is an attack on crypto, because it has some uses, but God made the heavens, the earth, iron, the soil, the trees, us.
[02:12:34.186 --> 02:12:35.147]  He made gold and silver.
[02:12:35.167 --> 02:12:38.808]  I think at the end of the day, I'm betting on what God made gold and silver.
[02:12:41.098 --> 02:12:41.618]  I agree.
[02:12:41.738 --> 02:12:43.699]  I mean, it's... God made uranium.
[02:12:43.739 --> 02:12:44.759]  We blow up cities with it.
[02:12:44.799 --> 02:12:46.960]  I mean, God made some powerful stuff.
[02:12:47.260 --> 02:12:48.780]  This metal does this, this metal does that.
[02:12:48.800 --> 02:12:51.201]  He's like, here, here's the keys to the universe, boys.
[02:12:51.561 --> 02:12:52.461]  Yeah.
[02:12:52.621 --> 02:12:58.463]  And God is so powerful that he's not sitting up there scratching his beard thinking, look what's happening to the world.
[02:12:58.523 --> 02:12:59.663]  I didn't see this coming.
[02:12:59.703 --> 02:12:59.863]  No.
[02:13:00.004 --> 02:13:03.084]  He knows the beginning from the end, but he gives us solutions.
[02:13:03.164 --> 02:13:04.265]  And what I focus
[02:13:05.465 --> 02:13:17.376]  24-7, my time on is financial solutions for people to navigate through this storm, to have a smile on your face, because I know every... It's a no-brainer, people.
[02:13:17.636 --> 02:13:20.498]  I am pitching this because I wish I could do it myself, but I'm not.
[02:13:20.939 --> 02:13:22.300]  Everybody should be in silver and gold right now.
[02:13:23.183 --> 02:13:33.746]  Yeah, everybody with whatever portion of your assets gives you that peace of mind when you put your head down on the pillow at night, and you think, I don't want anybody to think, oh man, I've done too little, I've done too much.
[02:13:33.846 --> 02:13:35.326]  No, you have to do what's just right for you.
[02:13:35.666 --> 02:13:41.167]  Now for me, and my house, like 100% into silver, because it's the only thing that makes sense.
[02:13:41.227 --> 02:13:43.688]  And explain that, you'll buy the gold later with the silver money.
[02:13:44.482 --> 02:13:54.367]  Yeah, this is exciting because there's this historical ratio, which we've gone over on previous shows, between gold and silver, and historically that number is 20 to 1.
[02:13:54.427 --> 02:13:56.888]  It takes 20 ounces of silver to buy one ounce of gold.
[02:13:57.329 --> 02:13:59.750]  Well, today it's literally like 85 to 1.
[02:13:59.810 --> 02:14:01.851]  It's not at an all-time high, but it's really close.
[02:14:02.451 --> 02:14:04.452]  So, what does that number tell us?
[02:14:04.512 --> 02:14:06.113]  It tells us one of two things, Alex.
[02:14:06.153 --> 02:14:09.515]  It either says gold is overvalued or silver is undervalued.
[02:14:09.955 --> 02:14:11.696]  Well, do I think gold's overvalued?
[02:14:11.996 --> 02:14:12.177]  Nope.
[02:14:12.777 --> 02:14:14.898]  Because what causes gold to go up?
[02:14:15.499 --> 02:14:19.641]  Unsustainable debt, inflationary pressures, political chaos, geopolitical conflict.
[02:14:19.661 --> 02:14:21.082]  We have all of that in spades.
[02:14:21.102 --> 02:14:22.924]  And they're using naked shorts to suppress it all.
[02:14:23.384 --> 02:14:23.564]  Yeah.
[02:14:23.964 --> 02:14:25.986]  Wait till we get into the naked shorts and silver.
[02:14:26.006 --> 02:14:26.646]  I'm going to shut up.
[02:14:27.547 --> 02:14:30.108]  It's been a great discussion, but I said I'm going to shut up.
[02:14:30.128 --> 02:14:30.829]  You make me so excited.
[02:14:30.849 --> 02:14:32.530]  Keep going.
[02:14:32.910 --> 02:14:36.493]  But if gold's not overvalued, it's going to continue to grow.
[02:14:37.473 --> 02:14:38.994]  Uh, what's silver going to do?
[02:14:39.155 --> 02:14:40.616]  It's going to outperform.
[02:14:40.976 --> 02:14:46.240]  So in theory, let's just say over the next 12 to 18 months, silver triples the rate of growth of gold.
[02:14:46.661 --> 02:14:50.844]  Well, what I would recommend is we sell our silver, go into gold.
[02:14:50.884 --> 02:14:51.605]  And what did I just do?
[02:14:51.645 --> 02:14:55.528]  I got you triple the amount of rate of gold then that what I could have purchased for you today.
[02:14:55.868 --> 02:14:57.429]  Again, that's free ounces.
[02:14:57.570 --> 02:14:59.291]  Technically, that's extra ounces.
[02:14:59.371 --> 02:15:00.152]  Go slow, though.
[02:15:00.172 --> 02:15:01.192]  People ask me in the street.
[02:15:01.673 --> 02:15:02.514]  Explain it slowly.
[02:15:02.774 --> 02:15:02.954]  Yeah.
[02:15:03.414 --> 02:15:06.096]  So if we're Alec, if gold is growing.
[02:15:07.037 --> 02:15:09.299]  And silver is growing faster.
[02:15:10.120 --> 02:15:11.201]  Well, then what?
[02:15:11.301 --> 02:15:14.564]  Let's just say it triples the rate of growth of gold.
[02:15:15.085 --> 02:15:24.955]  Well, I'll sell the silver, go into gold, and if silver tripled the rate of growth of gold, we can get almost triple the amount of ounces of gold then, as what I could have purchased for you today.
[02:15:25.015 --> 02:15:27.917]  So if you could have purchased 100 ounces of gold today,
[02:15:28.678 --> 02:15:31.040]  And we allocate into silver, it outperforms.
[02:15:31.401 --> 02:15:36.806]  I could maybe get you 250, 300 ounces of gold down the road, depending on that ratio.
[02:15:36.966 --> 02:15:39.829]  To me, this is the beginning of how we started the show.
[02:15:39.869 --> 02:15:43.112]  It's like, don't measure your wealth in terms of paper dollars.
[02:15:43.633 --> 02:15:49.238]  Measure it in the amount of metals and ounces that you control, because that was free gold.
[02:15:49.318 --> 02:15:51.881]  That extra 200 ounces in this example,
[02:15:52.441 --> 02:15:53.542]  Didn't come out of nowhere.
[02:15:53.602 --> 02:15:54.483]  It's not magic.
[02:15:54.963 --> 02:15:56.084]  It's just math.
[02:15:56.404 --> 02:16:00.767]  You allocate into the outperforming metal and sell it when the time is right.
[02:16:00.807 --> 02:16:03.149]  It's not like I'm married to silver.
[02:16:03.169 --> 02:16:04.710]  I couldn't care less, Alex.
[02:16:05.050 --> 02:16:08.353]  If it were pointing towards going to gold, I would go into gold.
[02:16:08.373 --> 02:16:13.797]  But why are the globalists, because I said this with the Hunt brothers and all covering it, they're obsessed with suppressing silver.
[02:16:13.817 --> 02:16:14.798]  They really don't like it.
[02:16:16.039 --> 02:16:17.600]  So there's a few reasons.
[02:16:19.441 --> 02:16:21.383]  I think number one is
[02:16:22.779 --> 02:16:27.942]  And I got a lot of this information from silverwars.org.
