[00:00:01.433 --> 00:00:02.435]  Oh, no!
[02:37:29.065 --> 02:37:31.126]  Also all over the Western world under globalist control.
[02:37:31.886 --> 02:37:35.188]  They're saying thieves are allowed to rob stores for up to a couple thousand dollars.
[02:37:35.629 --> 02:37:37.110]  They're not prosecuting carjackers.
[02:37:37.130 --> 02:37:38.010]  You already know about all that.
[02:37:38.411 --> 02:37:54.983]  But now Canada and the UK, this is all directed by the same social engineers, are telling the public to put little key boxes on their front doors with their key fobs so that criminals can rob their cars easier so they won't invade their house.
[02:37:55.905 --> 02:37:58.366]  This is how they say appease the criminals.
[02:37:58.406 --> 02:38:04.368]  This, of course, is designed to make it where there's so many cars being stolen that it destroys private car ownership.
[02:38:04.408 --> 02:38:06.349]  This is the post-industrial world plan.
[02:38:06.389 --> 02:38:12.372]  So they're cutting off the fertilizer, which cuts off the food, cutting off the pipelines, cutting off the oil drilling and gas drilling.
[02:38:12.412 --> 02:38:20.015]  They're passing all over the world laws against range stoves, against campfires, against indoor fires in fireplaces.
[02:38:21.206 --> 02:38:25.249]  They're going after all of the infrastructure and said we've got to ban organic farming.
[02:38:26.070 --> 02:38:27.051]  It's bad for the earth.
[02:38:27.071 --> 02:38:29.813]  So the first clip I want to play is from Canada.
[02:38:30.233 --> 02:38:36.959]  Again, with the police saying fortify your doors because of home invasions and then put the keys to your car outside.
[02:38:36.999 --> 02:38:37.939]  This is not satire.
[02:38:38.340 --> 02:38:39.461]  This is not a joke.
[02:38:39.941 --> 02:38:40.682]  It is their plan.
[02:38:41.002 --> 02:38:49.429]  And remember I said five years ago when the blue city started saying all coordinated from New York to Chicago to LA to Portland to Seattle.
[02:38:50.169 --> 02:38:57.538]  Let people go rob the Macy's and rob the Walgreens and rob the Walmarts and the Targets until they all close.
[02:38:58.259 --> 02:38:59.380]  This is the plan.
[02:38:59.400 --> 02:39:02.744]  This is the planned destruction of our economy.
[02:39:02.764 --> 02:39:08.090]  It's what the Great Reset is to destroy it so they can build their new system on top of it, which is a total dystopia.
[02:39:08.351 --> 02:39:09.813]  So here's a clip from a local newscast.
[02:39:10.333 --> 02:39:13.155]  There's also updated advice for all vehicle owners.
[02:39:13.475 --> 02:39:17.758]  A message echoed by Toronto Police speaking at an Etobicoke safety meeting last month.
[02:39:17.958 --> 02:39:23.841]  Constable Marco Ricciardi had a new message for vehicle owners who keep their fobs in Faraday pouches.
[02:39:24.522 --> 02:39:29.665]  To prevent the possibility of being attacked in your home, leave your fobs at your front door.
[02:39:29.685 --> 02:39:32.647]  Because they're breaking into your home to steal your car.
[02:39:32.667 --> 02:39:33.507]  They don't want anything else.
[02:39:33.848 --> 02:39:36.429]  A lot of them that they're arresting have guns on them.
[02:39:36.529 --> 02:39:38.170]  And they're not toy guns, they're real guns.
[02:39:38.550 --> 02:39:39.131]  They're loaded.
[02:39:39.691 --> 02:39:45.523]  That's why Golinski says they will be installing the doorstops and taking YPR's advice seriously.
[02:39:45.944 --> 02:39:48.709]  But she'd like more action from police as well.
[02:39:49.406 --> 02:39:57.151]  Now that report that you can see in full at Infowars.com dovetails with all of this critical information.
[02:39:57.191 --> 02:39:57.652]  Breaking!
[02:39:58.392 --> 02:40:11.421]  Former Flemish parliamentarian Dries van Leeuwen has been sentenced to one year in prison because supposedly racist memes were shared in a private group chat that he was part of.
[02:40:11.882 --> 02:40:13.463]  So again, won't prosecute the criminals.
[02:40:13.963 --> 02:40:31.036]  We'll prosecute people that don't want the open border and the invasion and that ties into Don Lemon coming up saying Elon Musk is bad because he won't censor people on his platform and because Elon doesn't want to sponsor and pay for his show but we'll obviously let him have his show because he won't ban people to talk about replacement migration.
[02:40:31.096 --> 02:40:32.097]  It's an official UN plan.
[02:40:32.457 --> 02:40:33.038]  He is racist.
[02:40:33.058 --> 02:40:33.478]  He's evil.
[02:40:33.638 --> 02:40:39.763]  They call it replacement migration and if you say that it doesn't exist even though it's on the UN website and official.
[02:40:40.865 --> 02:40:44.349]  No borders, no walls, no Europe or USA at all.
[02:40:56.184 --> 02:40:58.345]  Participation trophies.
[02:40:58.905 --> 02:41:05.046]  And I remember when I first played soccer when I was like six years old, I was so bad at it that I remember getting my participation trophy.
[02:41:05.347 --> 02:41:06.267]  They even had them back then.
[02:41:06.287 --> 02:41:08.768]  We're now talking 45 years ago.
[02:41:09.408 --> 02:41:11.088]  And I knew that I wasn't good.
[02:41:11.108 --> 02:41:13.909]  It didn't make me feel silly because I didn't really earn it.
[02:41:14.469 --> 02:41:14.969]  We're good to go.
[02:41:31.633 --> 02:41:40.438]  Well Graham, the school board says changing graduation to commencement would make things more inclusive, so much so that those who aren't graduating can still participate.
[02:41:41.258 --> 02:41:44.340]  It's a milestone students worked towards for years.
[02:41:44.680 --> 02:41:47.482]  So if you don't pass, why would you get to go to graduation?
[02:41:47.802 --> 02:41:57.747]  The Ottawa Carleton District School Board is updating its graduation policy, renaming it commencement, to include all students, even those who are not getting diplomas.
[02:41:57.987 --> 02:41:59.168]  They haven't graduated.
[02:42:00.461 --> 02:42:05.004]  Essentially, so walking across the stage is something that you work towards.
[02:42:05.224 --> 02:42:12.230]  There might be another way I'm sure they can come up with including them, but not walking across the stage.
[02:42:12.690 --> 02:42:22.337]  The proposed policy acknowledges some students may not be graduating for a variety of reasons, but that it should not preclude them from celebrating their achievements.
[02:42:22.757 --> 02:42:27.280]  The way I look at it, any student who has gone through high school has worked very hard.
[02:42:27.721 --> 02:42:35.867]  There are going to be students with special education needs who are never going to be able to qualify for an OSSD, who have worked very hard by the end of their time in high school.
[02:42:36.367 --> 02:42:41.771]  And to allow recognition to those students of all of their hard work makes a lot of sense to me.
[02:42:41.991 --> 02:42:46.995]  The board is also looking at phasing out awards, renaming them Achievements.
[02:42:47.628 --> 02:42:53.026]  So you go to jail for your speech, all coordinated by the ADL globalist groups from the world.
[02:42:54.332 --> 02:42:55.113]  Xinjiang's gas station.
[02:43:24.793 --> 02:43:36.622]  All the new devices, all the new cars, for over 15 years around the world being globally coordinated, are wired into the AI social credit score systems.
[02:43:50.137 --> 02:43:56.882]  Remember it came out that, oh, a long time ago, the auto companies under quiet federal directives began putting tracker systems in all the cars.
[02:43:56.942 --> 02:43:59.144]  Now it's law as of last year.
[02:43:59.184 --> 02:44:09.733]  And funny enough, it's the same law if you're in Australia, if you're in Germany, if you're in France, if you're in Canada, if you're anywhere in the Western world, because the central banks control the policies.
[02:44:11.189 --> 02:44:12.951]  of the system and the social credit score.
[02:44:12.971 --> 02:44:17.235]  So automakers under scrutiny for sharing consumer driving data with insurance companies.
[02:44:17.675 --> 02:44:20.277]  That's who lobbied to get this done.
[02:44:21.098 --> 02:44:27.284]  And people that speed too much, whatever, will you suddenly have your insurance go up even though you have a safe driving record.
[02:44:27.624 --> 02:44:29.225]  And I was talking about the farming.
[02:44:30.326 --> 02:44:33.709]  The Globalist four years ago said these lockdowns are going to be a test.
[02:44:33.950 --> 02:44:35.031]  The WF officially said it.
[02:44:35.391 --> 02:44:36.532]  Leningradian officially said it.
[02:44:36.732 --> 02:44:37.473]  UN officially said it.
[02:44:38.413 --> 02:44:47.721]  To where in the future we're going to have climate lockdowns where your car certain days of the week just won't start and that the AI will control where you can go and what you can do.
[02:44:48.221 --> 02:44:53.285]  And here is a quick video breakdown from the WF and the UN's own literature.
[02:44:53.506 --> 02:44:58.570]  That up avoiding the climate lockdown by the WBCSD that rolls off the tongue.
[02:44:58.710 --> 02:45:02.253]  That stands for the World Business Council for Sustainable Development.
[02:45:03.314 --> 02:45:04.054]  3M Apple.
[02:45:04.895 --> 02:45:16.885]  Bloomberg, BMW, Chevron, BP, Dow, DuPont, Google, IBM, Ikea, Kellogg's, Nestle, Procter & Gamble, it just keeps going.
[02:45:17.085 --> 02:45:21.208]  This was published way back in October 2020, so it's not even a new thing.
[02:45:21.328 --> 02:45:28.794]  They say in the near future, the world may need to resort to lockdowns again, this time to tackle a climate emergency.
[02:45:28.994 --> 02:45:32.277]  Wait, how can the climate create an emergency that we need a lockdown to solve?
[02:45:32.617 --> 02:45:33.037]  Who cares?
[02:45:33.077 --> 02:45:42.082]  They say under a climate lockdown, governments would limit private vehicle use, ban the consumption of red meat, and impose extreme energy-saving measures.
[02:45:42.322 --> 02:45:44.543]  Fossil fuel companies would have to stop drilling.
[02:45:44.763 --> 02:45:49.085]  To avoid such a scenario, we have to overhaul economics and do capitalism different.
[02:45:49.386 --> 02:45:51.607]  And back full circle to where we were five minutes ago...
[02:45:52.728 --> 02:45:52.848]  The
[02:46:10.387 --> 02:46:12.529]  Discount stores citing crime.
[02:46:12.829 --> 02:46:13.349]  Here's another one.
[02:46:13.629 --> 02:46:14.110]  C.V.S.
[02:46:14.150 --> 02:46:17.152]  makes future managers confess to their white privilege.
[02:46:17.592 --> 02:46:20.054]  Promises not to promote merely on merit.
[02:46:20.314 --> 02:46:21.755]  Same thing with the airlines, everywhere else.
[02:46:22.055 --> 02:46:25.597]  Teaching you're bad because you're white or because you are a man.
[02:46:25.918 --> 02:46:29.760]  Training you that discrimination by the state and by corporations is okay.
[02:46:30.041 --> 02:46:33.343]  Again, all part of the social credit score that's already being implemented all around us.
[02:47:09.517 --> 02:47:12.700]  And then we've got the big push for just out of the open censorship.
[02:47:13.301 --> 02:47:20.688]  Elon Musk is doing advertising deals and boosting deals with people like Tucker Carlson, but also people on the left.
[02:47:21.028 --> 02:47:32.539]  And so he hires the disgraced, fired Don Lemon to sponsor him and bring him onto X. And then Lemon savagely attacks him and makes a bunch of crap.
[02:47:32.959 --> 02:47:34.180]  We're good to go.
[02:48:00.370 --> 02:48:00.910]  Patronize
