[00:00:20.168 --> 00:00:22.730]  May 31st, 2019.
[02:24:58.211 --> 02:25:00.352]  That's how you get John Kerry in 2004.
[02:25:01.012 --> 02:25:02.912]  That's how you get Mitt Romney in 2012.
[02:25:03.713 --> 02:25:08.134]  Nobody ever looked at any of those guys and said, oh, that person's so naturally a president.
[02:25:08.434 --> 02:25:11.455]  Instead, they looked at him and said, that guy reminds me of a politician.
[02:25:11.875 --> 02:25:12.335]  Exactly.
[02:25:12.355 --> 02:25:13.396]  You look at Trump, you go...
[02:25:14.136 --> 02:25:14.576]  Leadership.
[02:25:14.836 --> 02:25:15.176]  Exactly.
[02:25:15.196 --> 02:25:16.597]  You go, that's president.
[02:25:16.757 --> 02:25:18.158]  And the whole world sees it.
[02:25:18.318 --> 02:25:19.178]  That's John Wayne.
[02:25:19.238 --> 02:25:20.099]  I mean, it's like big.
[02:25:20.159 --> 02:25:21.739]  It's like, and he's delivering.
[02:25:21.999 --> 02:25:22.280]  Exactly.
[02:25:22.300 --> 02:25:26.541]  What happens is the party in opposition feels so much fear over the incumbent.
[02:25:26.561 --> 02:25:28.142]  They think the incumbent is definitely going to win.
[02:25:28.402 --> 02:25:29.703]  And sometimes it's a conscious fear.
[02:25:29.743 --> 02:25:31.103]  Sometimes it's an unconscious fear.
[02:25:31.363 --> 02:25:32.884]  In Lippman's case, it's a conscious fear.
[02:25:32.924 --> 02:25:40.787]  That's why he's advocating for things to make up standards that don't exist, to propagate a different theory of the election when his own data says... I totally agree.
[02:25:40.807 --> 02:25:41.908]  And everybody knows truth when they hear it.
[02:25:42.328 --> 02:25:44.050]  So, how do they counter-strike?
[02:25:44.070 --> 02:25:45.512]  Because they are counter-striking.
[02:25:46.012 --> 02:25:49.877]  All the fake investigations, Antifa, activated terrorists, assassination.
[02:25:50.217 --> 02:25:54.963]  If they were smart, they would put a message out there that would persuade the public audience.
[02:25:55.303 --> 02:25:58.226]  They would put a message out there that would re-up Trump and beat Trump.
[02:25:58.287 --> 02:26:00.309]  A positive, instead it's only negative.
[02:26:00.489 --> 02:26:00.729]  Correct.
[02:26:00.809 --> 02:26:03.832]  America sucks, we're all racist, it's over.
[02:26:04.192 --> 02:26:05.614]  Contrast it to what happened in Sweden.
[02:26:05.694 --> 02:26:10.618]  So Sweden, the party on the left, decided to embrace the most restrictive immigration reforms in history.
[02:26:10.958 --> 02:26:14.922]  And they were able to regain power because they changed their policies on immigration.
[02:26:15.122 --> 02:26:16.703]  They did what the people wanted.
[02:26:16.823 --> 02:26:17.144]  Exactly.
[02:26:17.204 --> 02:26:19.586]  Bernie Sanders just went back to his 2015 position on immigration.
[02:26:21.047 --> 02:26:36.319]  And said it was a Koch Brothers conspiracy to drive down wages in America, then he would actually have a viable chance against the President in a re-election pit, because then his immigration position would be no different than Trump's and be equally aggressive, and then he could pitch his different ideas to make the world a safer and better place.
[02:26:36.639 --> 02:26:41.963]  But instead, as long as they're focused on Trump, and this Trump understands, if they're talking about him, he's winning.
[02:26:42.303 --> 02:26:47.007]  And so if they're talking about impeachment, if they're talking about efforts to take him out... He gets it though.
[02:26:47.027 --> 02:26:48.748]  He's taking the oxygen out of their paradigm.
[02:26:48.888 --> 02:26:49.108]  Correct.
[02:26:49.388 --> 02:26:52.431]  The real threat Trump faces right now is not so much from the Democratic Party.
[02:26:52.471 --> 02:26:54.052]  There are dead men walking.
[02:26:54.973 --> 02:26:55.694]  It's the deep state.
[02:26:56.014 --> 02:27:06.523]  The deep state will not accept being targeted for all of their bad conduct and malfeasance and misfeasance in the 2016 election, for their misdeeds during the Mueller inquiry and investigation.
[02:27:06.903 --> 02:27:17.067]  Mueller was his shot across the bow, not to help Democrats, but to help the deep state use the Democrats in the House in order to counteract Trump's spygate inquiry.
[02:27:17.367 --> 02:27:18.607]  That's what all of that is about.
[02:27:18.927 --> 02:27:32.692]  So his biggest adversary right now is not Kim in North Korea, it's not China trying to do what they're doing, it's not the Democratic Party domestically who are dead men walking, it is, in whatever they say about Nancy Pelosi, I mean she looks like a dead person talking.
[02:27:33.052 --> 02:27:34.973]  So it's none of them, it's the deep state.
[02:27:35.093 --> 02:27:36.133]  And that means he needs to go out.
[02:27:36.193 --> 02:27:37.194]  That's who is his enemy.
[02:27:37.254 --> 02:27:38.294]  Those are the people sabotaging.
[02:27:38.314 --> 02:27:39.935]  The people not getting the agenda through.
[02:27:40.135 --> 02:27:40.355]  Exactly.
[02:27:40.375 --> 02:27:41.576]  Taking papers off his desk.
[02:27:41.616 --> 02:27:46.678]  He ordered, just totally constitutional, that Brennan lose his security clearance.
[02:27:47.018 --> 02:27:48.139]  Didn't lose it two months ago.
[02:27:48.399 --> 02:27:48.839]  Exactly.
[02:27:49.099 --> 02:27:53.661]  So it's the politicized parts of the spy network that are using that power.
[02:27:53.681 --> 02:27:59.083]  I mean, that led Snowden to become a whistleblower because he saw where it was going, even with a president he liked in Obama.
[02:27:59.344 --> 02:28:01.765]  He realized how dangerous this was going to be politicized.
[02:28:01.785 --> 02:28:02.225]  I totally agree.
[02:28:04.127 --> 02:28:06.550]  Let's get into worst case scenario when we come back.
[02:28:07.211 --> 02:28:09.734]  Because we've had, what, four American presidents assassinated?
[02:28:09.754 --> 02:28:10.255]  Or is it five?
[02:28:11.337 --> 02:28:12.358]  I'd have to go back and look.
[02:28:12.558 --> 02:28:14.681]  You've had some shot at and some successfully killed.
[02:28:14.741 --> 02:28:16.423]  So the numbers vary based on that.
[02:28:18.982 --> 02:28:21.423]  Exactly, like Teddy Roosevelt got shot in the chest, he'll give a speech.
[02:28:21.643 --> 02:28:21.883]  Correct.
[02:28:22.304 --> 02:28:23.664]  Reagan got shot, survived.
[02:28:24.225 --> 02:28:26.105]  They tried to kill Roosevelt, but he survived.
[02:28:26.266 --> 02:28:29.067]  I think it's four dead, three shot.
[02:28:29.887 --> 02:28:33.589]  If you count the other, Jackson, he got shot and stabbed.
[02:28:33.889 --> 02:28:34.710]  Correct, that's true.
[02:28:35.270 --> 02:28:38.231]  Anyways, they're going to try to kill the President.
[02:28:38.271 --> 02:28:39.392]  These globalists don't give up.
[02:28:39.452 --> 02:28:41.153]  And so I think everybody needs to know
[02:28:42.844 --> 02:28:44.525]  They can do a truck bomb, say jihadis did it.
[02:28:44.545 --> 02:28:48.849]  They've been doing too much positive publicity of people who've done violence on the White House lawn or near it.
[02:28:48.889 --> 02:28:50.190]  That's right, they're signaling.
[02:28:50.290 --> 02:28:50.870]  They're greenlighting.
[02:28:51.551 --> 02:28:53.492]  Exactly, they're triggering it, they're greenlighting.
[02:28:53.512 --> 02:28:55.053]  Let's talk about worst case scenarios.
[02:28:55.514 --> 02:28:56.955]  And the left's only thinking one-dimensional.
[02:28:57.415 --> 02:29:00.197]  If you kill him, do you guys have any idea what happens to you?
[02:29:00.577 --> 02:29:01.018]  My God.
[02:29:08.723 --> 02:29:10.184]  I didn't go to college for marketing.
[02:29:11.064 --> 02:29:13.366]  I don't sit around and have traditional marketing meetings.
[02:29:13.866 --> 02:29:16.648]  I go with my gut and how I want to be treated.
[02:29:17.908 --> 02:29:18.969]  So I do market research.
[02:29:19.149 --> 02:29:20.290]  What's already the highest rated?
[02:29:20.990 --> 02:29:22.991]  What already is the best selling?
[02:29:23.552 --> 02:29:24.412]  And then we go look at it.
[02:29:25.113 --> 02:29:27.494]  We make it better and sell it for a lower price.
[02:29:28.214 --> 02:29:29.935]  Viewers and listeners understand my philosophy.
[02:29:30.336 --> 02:29:31.116]  And you've responded.
[02:29:31.196 --> 02:29:37.800]  We have a very large successful supplement company because the quality is amazing and because of your support.
[02:29:41.627 --> 02:29:46.991]  Looking into this a few years ago, I was like, you know, I forget to take supplements myself, and our listeners forget.
[02:29:47.611 --> 02:29:50.073]  How do I get myself and others to remember to take it?
[02:29:50.973 --> 02:29:55.456]  And my crew, who was just getting into marketing, goes, it's funny you say that, boss.
[02:29:56.777 --> 02:30:00.020]  Everything for 20 years, and now more than ever, is PAX.
[02:30:01.405 --> 02:30:03.586]  One pack a day, two packs a day, three packs a day.
[02:30:03.906 --> 02:30:04.806]  So it's all there.
[02:30:05.046 --> 02:30:05.666]  You don't forget.
[02:30:05.686 --> 02:30:06.566]  It's not a bunch of bottles.
[02:30:06.927 --> 02:30:10.648]  You put it in your pocket, you put it in your purse, you put it in your wallet, you put it in your car, your truck.
[02:30:10.728 --> 02:30:11.148]  It's ready.
[02:30:11.768 --> 02:30:13.768]  That's the eight-pack PowerStack.
[02:30:14.589 --> 02:30:19.090]  And out of the gates, we're offering it at 50% off.
[02:30:19.310 --> 02:30:22.971]  Very close to what it costs us to make.
[02:30:23.031 --> 02:30:24.651]  There is a lot of money in this.
[02:30:25.112 --> 02:30:26.392]  These are all the very best.
[02:30:27.552 --> 02:30:29.693]  And 13 pills, eight new formulas,
[02:30:30.680 --> 02:30:31.522]  It's amazing.
[02:30:32.664 --> 02:30:35.931]  Infowarsstore.com, Infowarslife.com.
[02:30:35.951 --> 02:30:42.523]  50% off because I want you to get it, I want you to see how great it is, and then I want you to sign up for auto shipping if you need to get it.
[02:30:43.940 --> 02:30:44.381]  50% off.
[02:30:44.681 --> 02:30:56.309]  The AM Wake Up and Work Pack includes a Flex and Joint Support Formula, an Energy Kickstart Formula, a Krill Oil Formula, a Nootropic Brain Formula, and a Greens Detox Formula.
[02:30:56.750 --> 02:30:58.051]  All those work together synergistically.
[02:30:58.471 --> 02:31:08.899]  The PM Rest and Recover Pack includes Immune Support Formula, Sound Sleep Formula, Krill Oil Formula, that's good day and night, and Bone Support Formula.
[02:31:09.619 --> 02:31:10.220]  Ladies and gentlemen,
[02:31:11.775 --> 02:31:16.018]  Comparable packs that aren't even as good are retail $125.
[02:31:17.299 --> 02:31:20.182]  This is retail up there like a hundred bucks.
[02:31:21.383 --> 02:31:25.346]  It is, right now ladies and gentlemen, 50% off.
[02:31:25.906 --> 02:31:31.409]  A major gamble for us because I believe we're going to reorder it close to the regular price and support the M4 after.
[02:31:31.990 --> 02:31:35.032]  This is total health and performance.
[02:31:35.832 --> 02:31:37.193]  I treat my body like hell.
[02:31:37.293 --> 02:31:38.894]  I work 18 hours a day many days.
[02:31:39.254 --> 02:31:40.475]  I take on the weight of the world.
[02:31:40.615 --> 02:31:45.879]  I focus on the injustice and I face the enemy and I fight them at every level.
[02:31:46.670 --> 02:31:51.273]  And there's no way, without the supplements from InFoolishLife.com, I could do it.
[02:31:51.814 --> 02:32:00.180]  And now, we have, of all our products that are amazing, the ultimate, new, forming, living, eight-pack power stack at InFoolishLife.com.
[02:32:01.021 --> 02:32:02.262]  Total health and performance.
[02:32:02.442 --> 02:32:09.607]  I just want to encourage you to realize that 50% off, this is unprecedented, and your support is critical.
[02:32:10.107 --> 02:32:12.069]  In a world of phonies, folks, InFoolish is real.
[02:32:12.649 --> 02:32:17.052]  In a world of fraud, we're 100% committed religiously to telling you the truth.
[02:32:18.612 --> 02:32:22.755]  Because metaphysically, I am tied to the truth, and I am tied to your success.
[02:32:23.015 --> 02:32:23.875]  You are tied to mine.
[02:32:23.895 --> 02:32:26.737]  You need to get the 8-pack PowerStack today at m4west4.com.
[02:32:26.757 --> 02:32:28.918]  You need to fund the M4 into the future.
[02:32:28.938 --> 02:32:30.619]  Now the choice is up to you.
[02:32:31.647 --> 02:32:37.897]  Total health and performance in two different packets, AM and PM.
[02:32:38.478 --> 02:32:42.665]  This is the 8-pack PowerStack Daily Care System.
[02:32:43.146 --> 02:32:44.929]  These are the very best
[02:32:46.742 --> 02:32:55.630]  13 capsules, 8 new formulas that we could bring you that just does things for every part of your body, every part of your system.
[02:32:56.491 --> 02:33:01.756]  We looked at the best selling products out there and we made it even better and we lowered the price.
[02:33:06.320 --> 02:33:08.923]  You're listening to the Alex Jones Show.
[02:33:23.755 --> 02:33:25.996]  He aligns himself with the truth.
[02:33:26.376 --> 02:33:28.917]  And it's time for you to choose a side.
[02:33:29.437 --> 02:33:31.858]  You're listening to Alex Jones.
[02:33:32.078 --> 02:33:37.740]  Chaos is hanging around.
[02:33:39.061 --> 02:33:41.462]  Punch your ear to the ground.
