[00:00:22.668 --> 00:00:23.349]  Hello, hello.
[02:30:57.415 --> 02:31:04.497]  And then as you project out towards the east to the far east, you will see all the islands and countries they've taken over.
[02:31:05.097 --> 02:31:09.641]  In the last 1,000 years since Islam, 1,400 years ago, went expansionist.
[02:31:09.802 --> 02:31:15.447]  And again, if you go out into the Pacific Ocean, they're all Muslims, and they test the genetics, and they're African.
[02:31:15.547 --> 02:31:16.348]  Part African.
[02:31:16.508 --> 02:31:16.968]  Why is that?
[02:31:17.048 --> 02:31:22.574]  Because the Muslims loaded slave ships full of black people and shipped them all over the Pacific.
[02:31:22.634 --> 02:31:24.596]  But you don't even get taught that at university.
[02:31:24.756 --> 02:31:28.539]  And then you don't ever hear that the Muslims are currently still all running that.
[02:31:29.360 --> 02:31:30.742]  Slavers of Africa.
[02:31:30.922 --> 02:31:45.720]  The Horn is where people from Ethiopia and people from Kenya were taken up for over a thousand years and walked, bound as slaves to be loaded on ships to ship them all over the world, all the way to the Pacific Ocean.
[02:31:47.181 --> 02:31:48.263]  But the white man did it!
[02:31:49.477 --> 02:31:56.403]  Not the precious Muslim, not the precious Islam, when Muhammad was a slaver in Mecca and Medina, where they sold slaves from all over the world.
[02:31:56.503 --> 02:31:59.966]  But see, I'm a bad man, you see, because I, I know the history.
[02:32:00.166 --> 02:32:01.207]  I gotta be shut up!
[02:32:01.567 --> 02:32:02.448]  I'm a white devil!
[02:32:02.468 --> 02:32:08.453]  Everybody wants to get into my country, because all the medicine, and all the technology, and all the rest of the stuff.
[02:32:08.473 --> 02:32:11.976]  See, I'm the bad guy who doesn't want you to abort your baby, no matter what color you are.
[02:32:12.256 --> 02:32:16.099]  And all through here, if you look where Islam is, you wonder how it got all over the world.
[02:32:16.279 --> 02:32:18.140]  That's because of slave ships.
[02:32:18.521 --> 02:32:26.126]  That's because of boobies, which are Islamic pirates who over a thousand years ago robbed Japanese, Chinese ships, you name it.
[02:32:26.286 --> 02:32:29.909]  The term booby trap comes from traps that pirates would lay.
[02:32:29.929 --> 02:32:30.869]  Boobies.
[02:32:31.550 --> 02:32:33.031]  Boobies aren't things that give you milk.
[02:32:33.531 --> 02:32:34.912]  Boobies are things that kill you.
[02:32:35.333 --> 02:32:37.994]  Boobies are slavers out of Somalia.
[02:32:38.857 --> 02:32:45.499]  And they're arrogant, and they have a right to rule, and they'll rob your ship, and they'll kidnap you, and they'll kill you in a minute!
[02:32:45.779 --> 02:32:50.541]  And they'll come to your country, and they'll tell you to bow to them, or you're a racist!
[02:32:50.921 --> 02:32:51.981]  And you know what you do when they do it?
[02:32:52.401 --> 02:32:56.022]  You get on your knees to them, and you say, I'm a piece of crap slaver!
[02:32:56.323 --> 02:32:57.043]  I'm your slave!
[02:32:57.203 --> 02:32:59.443]  And Ilhan says, that's right, dirty American!
[02:32:59.644 --> 02:33:00.724]  You're mine now!
[02:33:06.280 --> 02:33:09.003]  You're listening to The Alex Jones Show.
[02:33:14.791 --> 02:33:23.662]  While you were sleeping, they came and took it all away.
[02:33:32.973 --> 02:33:37.496]  Alright, alright.
[02:33:37.717 --> 02:33:38.777]  Welcome back!
[02:33:40.319 --> 02:33:44.422]  We've been having an awesome conversation with Robert Burns.
[02:33:46.084 --> 02:33:46.444]  You know what?
[02:33:46.504 --> 02:33:58.214]  I want to play this clip and I want to get your opinion on this clip and the situation that's going on and how the left is driving this whole white supremacist thing.
[02:33:58.874 --> 02:34:00.476]  And for me it's a pet peeve because
[02:34:01.544 --> 02:34:10.870]  Through my entire working career, I've had many white people help me, and I know for a fact they didn't help me because I'm black.
[02:34:11.351 --> 02:34:12.592]  That has nothing to do with it.
[02:34:13.012 --> 02:34:13.993]  Can you do the job?
[02:34:14.173 --> 02:34:15.354]  Or can you not do the job?
[02:34:15.474 --> 02:34:17.095]  Do you want to do the job?
[02:34:17.115 --> 02:34:22.438]  Because I've known black people, they say, oh, I want to do the job, but then they don't want to do the job.
[02:34:23.459 --> 02:34:24.361]  Let's go to this clip.
[02:34:24.381 --> 02:34:25.884]  This clip was with MSNBC.
[02:34:26.486 --> 02:34:28.530]  MSNBC Crazy C, in my opinion.
[02:34:29.191 --> 02:34:30.274]  And we'll talk.
[02:34:30.314 --> 02:34:31.676]  I'll get your opinion on it when we come back.
[02:34:32.759 --> 02:34:36.962]  We have to be able to call out the lies that he's saying, and also the destructive policies that he's putting out.
[02:34:37.242 --> 02:34:38.803]  Today, he told 13 lies.
[02:34:38.843 --> 02:34:43.026]  He's also, like you said, he's dismantling the protection for endangered species.
[02:34:43.046 --> 02:34:45.387]  Which is not a partisan matter, by the way.
[02:34:45.728 --> 02:34:46.988]  It never has been a partisan matter.
[02:34:47.028 --> 02:34:54.033]  Republicans and Democrats both agreed, and Republicans and conservatives and liberals the world over agree, to protect endangered species.
[02:34:54.133 --> 02:34:59.757]  Right, but this administration doesn't want to protect anything or anyone other than white supremacy.
[02:34:59.938 --> 02:35:00.878]  So that's just the fact.
[02:35:00.918 --> 02:35:02.600]  But we have to do the work.
[02:35:02.860 --> 02:35:09.024]  And that's the thing, is that all of this gaslighting, all of the lies, it keeps us spinning so that we can't pay attention to everything.
[02:35:09.265 --> 02:35:12.707]  But that's the work that Donald Trump has put on our plates.
[02:35:12.947 --> 02:35:23.836]  We have to tell the truth about who he is, what he's doing, how he's manipulating the public, and also tell the truth about the policies and who he's hurting and why he's hurting them.
[02:35:24.076 --> 02:35:28.822]  Rick Wilson, 15 seconds to you on, are there enough Republicans to do something about this?
[02:35:30.124 --> 02:35:30.824]  Absolutely not.
[02:35:30.865 --> 02:35:34.910]  There are no Republicans who will stand up and be brave and tell the President he's a lying liar.
[02:35:35.530 --> 02:35:36.291]  Alright, B-roll it.
[02:35:37.273 --> 02:35:38.674]  Alright, so...
[02:35:40.057 --> 02:35:42.160]  This is exactly what I've been talking about.
[02:35:42.200 --> 02:35:44.342]  This is the craziness of the left.
[02:35:44.362 --> 02:35:52.511]  They're trying to say that President Trump is the one that's creating all of this racial division, trying to get all of us fighting each other, and it's none of this true.
[02:35:53.232 --> 02:35:54.073]  None of this is true.
[02:35:54.354 --> 02:35:59.199]  Everything that they sit there and blame President Trump for doing, they're the ones that's doing that.
[02:36:00.080 --> 02:36:01.401]  We see it constantly.
[02:36:01.862 --> 02:36:03.523]  And they have nothing.
[02:36:03.563 --> 02:36:06.385]  They can't get President Trump on any policies that he's done wrong.
[02:36:06.665 --> 02:36:12.070]  They can't get President Trump for saying stuff, you know, this blatantly that is racist because he hasn't said it.
[02:36:12.490 --> 02:36:16.313]  And they can't get him on anything that he's doing bad for the economy.
[02:36:16.774 --> 02:36:18.815]  I've been to the White House twice.
[02:36:19.776 --> 02:36:21.276]  Invitation from President Trump.
[02:36:21.637 --> 02:36:23.317]  Twice to the White House.
[02:36:23.757 --> 02:36:29.539]  Why would he invite someone like me and other black people to the White House if he's a white supremacist?
[02:36:29.839 --> 02:36:37.221]  And on top of that, he did not go out himself and say, look everybody, I have black people coming to the White House.
[02:36:37.461 --> 02:36:38.161]  He didn't do that.
[02:36:39.201 --> 02:36:45.103]  His main thing was, look, I'm the President of the United States, I'm the President of all people, and that's what I'm here for.
[02:36:45.443 --> 02:36:46.563]  So, Robert Burns.
[02:36:48.291 --> 02:36:53.053]  Let me ask you, do you think that they're doing this because they have nothing else?
[02:36:53.993 --> 02:37:01.736]  I mean, they have nothing else to lead on, because everything that he's been doing for the American people has been 100% positive, and black people are benefiting.
[02:37:02.176 --> 02:37:12.960]  And because of that, it's 36%, I believe that it's more, support from the black community, but they don't want people to recognize it, so they have to demonize him to make it look like that he is bad.
[02:37:15.146 --> 02:37:16.086]  I mean, there's no doubt about it.
[02:37:16.166 --> 02:37:27.629]  I mean, really, this started around 2014 in Obama's second term, when Obama failed to deliver the benefits that he promised, particularly African-American voters in the United States.
[02:37:28.209 --> 02:37:31.829]  So really, if you go back, this goes back to a political trend in the United States.
[02:37:32.650 --> 02:37:43.992]  After the civil war, African-American voters became deeply loyal to the Republican Party, understandably, because they were perceived as the party that freed the slaves.
[02:37:44.949 --> 02:37:53.969]  But the problem was the Republican Party failed to deliver any tangible benefits after that to African American voters going on consecutively for 60 plus years.
[02:37:54.600 --> 02:38:08.514]  And that's why I always say about the nature of racial politics is that the Republican Party continued to sort of wave the bloody shirt, they called it, of, hey, well, we did something great 50, 60, 70 years ago, so keep voting for us for that reason.
[02:38:08.874 --> 02:38:13.399]  And it was successful enough that most African-American voters, even in the Depression in 1932, stayed Republican.
[02:38:15.601 --> 02:38:31.850]  Well, by 1936, 1940, they started realizing why are we voting for a party that is delivering us nothing but rhetoric, that is delivering nothing but empty symbolism, that is delivering nothing but language, that's not giving us real policies, real benefits for real lives in a material and moral way.
[02:38:32.430 --> 02:38:45.783]  And the African-American voter poses that challenge down to the Democratic Party, because the Democratic Party was mostly actually on the segregation side, but was associated because of Lyndon Baines Johnson with civil rights in the mid-1960s.
