[00:00:00.009 --> 00:00:01.755]  Just direct from Austin.
[01:50:15.309 --> 01:50:16.930]  Double down on life.
[01:50:17.791 --> 01:50:18.631]  Get crazed.
[01:50:18.691 --> 01:50:21.473]  I mean, humans are meant to be wild and full of life.
[01:50:21.533 --> 01:50:30.019]  Instead of just waddling around wearing sports jerseys, you know, watching steroid heads push each other around and grab each other's butts.
[01:50:30.079 --> 01:50:33.301]  I mean, it's just there's so much more in the universe than watching Obama
[01:50:33.641 --> 01:50:38.424]  Or watching John Boehner, or watching all these people.
[01:50:38.765 --> 01:50:43.568]  That's what I hate, is how the statists make us look at them, make us talk about them, even to block them.
[01:50:43.828 --> 01:50:45.789]  We need to make them where they're the joke they are.
[01:50:45.809 --> 01:50:46.370]  Do you agree with that?
[01:50:47.668 --> 01:50:50.650]  Yeah, look, I mean, what have we as a species had to be evolved?
[01:50:50.690 --> 01:50:52.171]  We evolved as hunter-gatherers.
[01:50:52.391 --> 01:50:57.334]  Now, we've all just kind of thrown the hunter side aside, you know, and we've just become these gatherers.
[01:50:57.394 --> 01:51:00.596]  Like, oh, look, there's some nuts called welfare or the military-industrial complex.
[01:51:00.616 --> 01:51:00.877]  Exactly.
[01:51:00.957 --> 01:51:01.377]  Stay there.
[01:51:01.577 --> 01:51:02.297]  Finish that thought.
[01:51:02.398 --> 01:51:03.198]  Finish that thought.
[01:51:03.218 --> 01:51:04.399]  We're gonna be right back.
[01:51:04.439 --> 01:51:05.600]  When the music's playing, they can't hear me.
[01:51:05.780 --> 01:51:07.020]  We're gonna be right back, folks.
[01:51:07.060 --> 01:51:07.461]  Stay with us.
[01:51:09.656 --> 01:51:14.778]  Did you know that organic sulfur can cleanse and defend your body against the poisons we're exposed to each day?
[01:51:15.218 --> 01:51:24.742]  Organic sulfur crystals from SulfurDefense.com help by forcing oxygen and nutrition into your cells while eliminating heavy metals, contaminants, and damaging radiation.
[01:51:25.222 --> 01:51:30.444]  Defend yourself and family from toxic assault with one of the most critical and essential minerals available today.
[01:51:30.745 --> 01:51:32.945]  Order online at SulfurDefense.com.
[01:51:33.246 --> 01:51:34.346]  That's SulfurDefense.com.
[01:51:34.466 --> 01:51:35.026]  Or call 800-593-6273.
[01:51:39.648 --> 01:51:44.329]  The challenge, creating delicious GMO-free foods with a 25-year shelf life.
[01:51:44.929 --> 01:51:49.170]  The solution, Numena Foods, a pioneer in healthy, storable foods.
[01:51:49.530 --> 01:51:56.752]  Our meals are GMO and gluten-free, contain no MSG, aspartame, or high-fructose corn syrup, and we never use chemicals or preservatives.
[01:51:57.112 --> 01:51:59.293]  Just good, healthy food at great prices.
[01:51:59.553 --> 01:52:03.274]  Call us today at 888-597-0775 or visit GMOFreeFoodStorage.com.
[01:52:03.314 --> 01:52:06.174]  That's GMOFreeFoodStorage.com.
[01:52:09.355 --> 01:52:10.196]  The facts are in.
[01:52:10.376 --> 01:52:11.497]  The studies are legion.
[01:52:11.798 --> 01:52:19.165]  Sodium fluoride and other toxic members of the fluoride family are devastating the health and cognitive ability of the American people.
[01:52:19.305 --> 01:52:22.769]  So why are the social engineers adding it to the water?
[01:52:23.129 --> 01:52:23.529]  Simple.
[01:52:23.709 --> 01:52:28.054]  Dumb down the host population that the parasitic technocracy is feeding on.
[01:52:28.414 --> 01:52:33.877]  We may not have been able to get fluoride out of the water supply yet, but we can help to get it out of our bodies.
[01:52:34.117 --> 01:52:50.124]  I am extremely excited to announce the exclusive InfoWars Live Fluoride Shield Formulation, fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[01:52:50.444 --> 01:52:54.745]  Let's take a stand against the Globalist by blocking their poisons with Fluoride Shield.
[01:52:55.025 --> 01:52:56.866]  I use Fluoride Shield every day.
[01:52:57.186 --> 01:53:02.488]  Secure your Fluoride Shield and other pioneering formulations at InfoWarsLife.com today.
[01:53:02.748 --> 01:53:06.989]  Let's start cleansing our bodies now and support the InfoWar at the same time.
[01:53:07.149 --> 01:53:08.430]  That's InfoWarsLife.com.
[01:53:09.250 --> 01:53:14.274]  We travel so much and having a fake TV, well, it gives added peace of mind.
[01:53:14.414 --> 01:53:17.577]  Burglars look for houses that appear to be easy targets.
[01:53:17.917 --> 01:53:23.941]  But fake TV can fool even professional burglars into thinking someone is home watching television.
[01:53:24.162 --> 01:53:36.091]  As a recent widow living alone, it gives me great peace of mind to set my fake TV near a window and know that passing motorists and pedestrians will think someone is home watching TV when I'm actually away from home.
[01:53:36.291 --> 01:53:40.653]  Fake TV easily plugs into any outlet just like a light on a timer.
[01:53:40.893 --> 01:53:42.454]  And they're so easy to use.
[01:53:42.694 --> 01:53:44.595]  You just plug them in and they're ready to go.
[01:53:44.615 --> 01:53:48.337]  Plus, they're so affordable that we have one upstairs and downstairs.
[01:53:48.657 --> 01:53:52.479]  Fake TV is only $34.95 and makes a great Christmas gift.
[01:53:52.799 --> 01:53:59.125]  Order your fake TV by calling 877-5-FAKE-TV or go to faketv.com.
[01:53:59.386 --> 01:54:05.292]  That's 877-532-5388 or faketv.com.
[01:54:05.812 --> 01:54:08.535]  Fake TV, the burglar deterrent.
[01:54:13.179 --> 01:54:15.482]  Call me the hunter!
[01:54:34.323 --> 01:54:38.424]  We're going to hunt them.
[01:55:03.994 --> 01:55:07.681]  Alright, folks, let's go back to Stefan Mahler in a little bit of overdrive and take these calls.
[01:55:07.701 --> 01:55:08.583]  I apologize to the callers.
[01:55:08.603 --> 01:55:10.406]  I've been hogging all the guests today.
[01:55:10.426 --> 01:55:11.328]  I'm a really bad guy.
[01:55:13.632 --> 01:55:15.555]  Alright, Stefan, finish your point about that.
[01:55:18.440 --> 01:55:22.723]  We've lost our, I think, to some degree, masculinity.
[01:55:22.803 --> 01:55:24.744]  Bring back the masculinity.
[01:55:24.784 --> 01:55:25.665]  Bring back the spine.
[01:55:25.705 --> 01:55:32.709]  We've just become these gatherers looking for the rotten fruits of power that drip down on our tables and going, like, what a great meal.
[01:55:33.210 --> 01:55:34.911]  Let's go out and hunt ourselves some freedom.
[01:55:34.991 --> 01:55:35.731]  It's all language.
[01:55:35.792 --> 01:55:36.412]  It's all reason.
[01:55:36.452 --> 01:55:37.172]  It's all evidence.
[01:55:37.192 --> 01:55:42.756]  There's no weaponry that's going to set us free because the real prison, the real state, the real tyranny is in the mind.
[01:55:43.136 --> 01:55:45.538]  But we can blow through that stuff with reason and evidence.
[01:55:47.219 --> 01:55:50.020]  And bring down a big predator called freedom.
[01:55:50.281 --> 01:55:50.841]  Go ahead, sorry.
[01:55:50.961 --> 01:55:51.741]  No, no, I agree.
[01:55:51.841 --> 01:56:01.646]  Once we shift into hunter mode against the enemy, that's combat mode as well, they're shifted into that with deceit, we shift into the hunter mode with liberty, we're gonna kick their butt.
[01:56:03.229 --> 01:56:04.330]  And we all love combat.
[01:56:04.390 --> 01:56:05.471]  Are you talking about sports?
[01:56:05.531 --> 01:56:06.491]  Sports is combat.
[01:56:06.651 --> 01:56:09.733]  I mean, how well do combat movies show?
[01:56:09.974 --> 01:56:11.174]  We all love combat.
[01:56:11.214 --> 01:56:12.075]  It's invigorating.
[01:56:12.695 --> 01:56:19.820]  The great mistake, of course, has been to try to get a fight with weapons rather than with language, rather than with philosophy, rather than with reason and evidence.
[01:56:20.220 --> 01:56:22.622]  But when you get into that mode, it's really invigorating.
[01:56:22.662 --> 01:56:26.705]  People look at that and say, oh, there's so much fighting, it's so tense, it must be so stressful.
[01:56:27.345 --> 01:56:29.366]  It's kind of what we're built for, people.
[01:56:29.446 --> 01:56:31.067]  This is why we're not in the caves.
[01:56:31.107 --> 01:56:33.528]  This is why we're not jellyfish or amoeba anymore.
[01:56:33.809 --> 01:56:34.549]  I mean, most of us.
[01:56:35.109 --> 01:56:38.851]  So I think that it's really... I invite people to take on the combat.
[01:56:38.891 --> 01:56:41.352]  It's what Andrew Breitbart used to say.
[01:56:41.633 --> 01:56:43.133]  Walk towards the fire!
[01:56:43.413 --> 01:56:44.634]  Walk towards the fire!
[01:56:44.674 --> 01:56:47.836]  Because if you run away, it's gonna catch you only with your back turned.
[01:56:48.664 --> 01:56:49.284]  Absolutely.
[01:56:49.524 --> 01:56:50.145]  God bless you.
[01:56:50.165 --> 01:56:51.065]  That's very well said.
[01:56:51.105 --> 01:56:52.306]  God bless the atheism.
[01:56:52.526 --> 01:56:53.966]  It's a endearing term.
[01:56:54.226 --> 01:56:55.767]  Let's talk to Greg in Pennsylvania.
[01:56:55.807 --> 01:56:56.607]  Thanks for holding, brother.
[01:56:56.627 --> 01:56:57.108]  You're on the air.
[01:56:57.128 --> 01:56:57.508]  Go ahead.
[01:56:58.588 --> 01:56:59.529]  Hello there, gentlemen.
[01:56:59.929 --> 01:57:03.470]  I'd like to throw something out there that nobody has talked about.
[01:57:03.490 --> 01:57:12.194]  It would be the farm bill and, you know, the role and what the farmers would play in things as they progress.
[01:57:12.454 --> 01:57:14.395]  And, you know, I'm a small farmer.
[01:57:15.331 --> 01:57:32.866]  Uh, I work, I have to work a 50 hour a week job just to keep the farm going and keep everything going and it's just, uh, I'd just like to get your take on the farm bill and, or I guess you could call it the poop stamp bill, and uh, what uh, what will be a good, what's, yeah.
[01:57:32.886 --> 01:57:35.928]  Well I'll be honest with you, I've read some about it but it's always changing.
[01:57:35.969 --> 01:57:38.691]  You're the expert, give us your brief take on it and we'll get Stefan's take.
[01:57:39.881 --> 01:57:42.663]  Well, from what I read of it, it's basically a food stamp bill.
[01:57:42.923 --> 01:57:48.927]  Eighty percent of it is food stamps, and none of it that I know helps me, a small farmer.
[01:57:49.087 --> 01:57:50.227]  Yeah, well, that's what they do.
[01:57:50.468 --> 01:57:53.489]  They always get control of the economy and then call it one thing and do another.
[01:57:53.990 --> 01:57:54.470]  I know this.
[01:57:54.530 --> 01:57:59.213]  American farmers were much more prosperous, and there were more of them, before government got involved.
[01:57:59.233 --> 01:58:00.814]  They're replacing it with Big Agra.
[01:58:01.154 --> 01:58:03.816]  Only Big Agra knows how to get the incentives and the free deals.
[01:58:04.316 --> 01:58:05.617]  Let's get Stefan's take on that.
[01:58:05.657 --> 01:58:06.478]  God bless you, Greg.
[01:58:06.498 --> 01:58:06.978]  Good question.
[01:58:08.371 --> 01:58:13.556]  Well, on the right, the Republican Party gets an average donation of about $50 each.
