[00:00:02.981 --> 00:00:05.382]  Ah, Christmas music!
[01:44:42.909 --> 01:44:45.011]  The negative stuff is the stuff that's reported.
[01:44:45.011 --> 01:44:46.372]  The positive stuff is rare.
[01:44:46.372 --> 01:44:47.093]  You rarely hear about.
[01:44:47.313 --> 01:44:54.157]  I was at the beach and an old woman who was paralyzing her legs, her thing had conked out and gotten stuck.
[01:44:54.157 --> 01:44:55.637]  It turned out it was broken.
[01:44:55.637 --> 01:45:01.180]  And I drug her about 300 yards through the sand and almost probably had a heart attack.
[01:45:01.180 --> 01:45:02.121]  It was really hard.
[01:45:02.121 --> 01:45:03.862]  I couldn't imagine doing it as far as you did.
[01:45:03.862 --> 01:45:06.903]  But again, it's a normal thing to want to help an old lady.
[01:45:06.903 --> 01:45:09.125]  It's not like it's something heroic, but good job.
[01:45:09.125 --> 01:45:11.446]  But see, being normal now is heroic.
[01:45:12.591 --> 01:45:19.177]  Well, and that's the thing, fellas, is, listen, I got into this work to be a servant, and that's how I look at myself.
[01:45:19.177 --> 01:45:20.618]  I'm a public servant.
[01:45:20.618 --> 01:45:33.009]  And with the instinct of shooting, listen, back in 1998, a fellow officer of mine hesitated on shooting a guy that pulled guns on him, because he thought they were cap guns, and he lost his life.
[01:45:33.009 --> 01:45:36.692]  The backup officer luckily shot the guy, didn't kill him, but put two in his chest.
[01:45:37.486 --> 01:45:44.811]  Now the guy's doing life but listen when we see a threat I mean a lot of those airsoft guns look real and I don't care if you're
[01:45:45.880 --> 01:45:47.601]  40 years old or, you know, 15.
[01:45:47.601 --> 01:45:52.123]  If you point a weapon at me, listen, I'm going to take care of business.
[01:45:52.123 --> 01:45:57.105]  And we are trained to put bullets downrange until the threat is gone.
[01:45:57.105 --> 01:45:57.525]  No, I know.
[01:45:57.525 --> 01:46:02.628]  And I mean, you're not a devil-worshipping Democrat either, because you had instinct of shooting video games.
[01:46:02.628 --> 01:46:09.070]  With devil-worship and being a part of the Democratic Party, your Adam Lanza and almost every other mass shooter was a Democrat.
[01:46:09.070 --> 01:46:10.251]  And I'm not even a Republican or Democrat.
[01:46:10.251 --> 01:46:14.293]  I'm just sick of these Democrats saying, I understand the police are not devil-worshipping Democrats.
[01:46:14.813 --> 01:46:16.674]  Who then take instincts of shooting.
[01:46:16.674 --> 01:46:35.505]  I just read this guy in the SWAT magazine saying do something even if it isn't right and I'm just like and I mean I get I get it I understand that okay but this particular airsoft did not look real it had a middle that was clear and all this but I guess it didn't look enough like it my whole point is is that
[01:46:37.438 --> 01:46:44.325]  It's a screwed up society, and I mean, look at how neighbors call the cops on people if they see them putting a gun in their car, even though the gun's legal.
[01:46:44.325 --> 01:46:50.632]  I mean, I'm sure you probably get those calls, don't you?
[01:46:50.632 --> 01:46:52.293]  We get all kinds of calls.
[01:46:52.293 --> 01:46:56.338]  I mean, it's just... But I want you guys to understand something, is that...
[01:46:58.175 --> 01:47:02.538]  The society has changed, and the role of a police officer has changed.
[01:47:02.538 --> 01:47:04.579]  We're not only there to protect and serve anymore.
[01:47:04.579 --> 01:47:08.602]  I mean, we're counselors, we're dads, we're best friends.
[01:47:08.602 --> 01:47:10.823]  You know, people call us for everything.
[01:47:10.823 --> 01:47:14.905]  And this is what I was taught when I first started in law enforcement in 94.
[01:47:14.905 --> 01:47:17.687]  Know by what authority you act.
[01:47:17.687 --> 01:47:19.408]  It's never right to do wrong.
[01:47:19.408 --> 01:47:21.530]  So when in doubt, you don't do it.
[01:47:21.530 --> 01:47:23.691]  It's common sense.
[01:47:23.691 --> 01:47:25.392]  Let me ask you a question.
[01:47:25.392 --> 01:47:26.793]  Have you ever run into anybody
[01:47:28.118 --> 01:47:37.684]  In a police officer's uniform that you were convinced has joined the force as a legal method of killing people in your 16 years.
[01:47:37.684 --> 01:47:42.828]  Have you run into any psychos that eventually got kind of ushered out of the departments?
[01:47:42.828 --> 01:47:44.149]  Because we know human beings.
[01:47:44.149 --> 01:47:51.494]  I mean, just because you're a policeman doesn't mean that, you know, the heavenly orchestra sang as you were anointed with your badge.
[01:47:51.494 --> 01:47:53.975]  I mean, we know that you're people.
[01:47:53.975 --> 01:47:56.077]  Those Dallas Sheriff's deputies look like thugs.
[01:47:56.957 --> 01:48:04.932]  But have you run into anybody that you felt like had gotten into the force because he stood a good chance of being able to cap somebody, kill them, and get away with it?
[01:48:06.340 --> 01:48:07.200]  I wouldn't say that.
[01:48:07.200 --> 01:48:18.546]  I say I run into what we call badge-heavy guys who get into it because, and I agree with Alex who said this in the past, guys who were picked on in school or, you know, feel like I've got some power.
[01:48:18.546 --> 01:48:25.690]  At least in my area, the area I work, those guys don't really, they don't make it because they end up violating policy and then they're ushered out.
[01:48:25.690 --> 01:48:28.131]  But I haven't personally met
[01:48:28.171 --> 01:48:31.093]  Yeah, well, I've found usually smaller departments are better on average.
[01:48:31.093 --> 01:48:32.895]  Then you can also get a boss hog department.
[01:48:32.895 --> 01:48:35.577]  It's the big ones that are either good or bad, I've seen.
[01:48:35.577 --> 01:48:36.858]  And I mean, you know, take New York.
[01:48:36.858 --> 01:48:41.422]  I run a lot of cops with their little listers, but also I've been to big events and the cops act like goons.
[01:48:41.422 --> 01:48:44.464]  I mean, hats on sideways, smoking cigarettes.
[01:48:44.464 --> 01:48:46.165]  I mean, with their bellies hanging out.
[01:48:46.165 --> 01:48:49.368]  I mean, it's just like, and this is what unions end up doing.
[01:48:49.368 --> 01:48:53.091]  And I think that's the issue is the unaccountability and bad guys being protected.
[01:48:53.091 --> 01:48:53.311]  All right.
[01:48:53.311 --> 01:48:54.011]  Good to hear from you.
[01:48:54.011 --> 01:48:54.972]  Appreciate the call, M.
[01:48:56.453 --> 01:48:58.514]  Uh, let's go ahead and talk to Greg in Oklahoma.
[01:48:58.514 --> 01:48:59.114]  You're on the air.
[01:48:59.114 --> 01:48:59.454]  Go ahead.
[01:48:59.454 --> 01:49:03.035]  Go ahead, Greg.
[01:49:03.035 --> 01:49:04.216]  Do you want to talk about FEMA camps?
[01:49:04.216 --> 01:49:04.696]  You there, buddy?
[01:49:04.696 --> 01:49:06.616]  All right.
[01:49:06.616 --> 01:49:07.537]  Greg is gone.
[01:49:07.537 --> 01:49:08.797]  Let's maybe come back in a minute.
[01:49:08.797 --> 01:49:09.978]  Ashley in Wisconsin.
[01:49:09.978 --> 01:49:10.458]  You're on the air.
[01:49:10.458 --> 01:49:10.758]  Go ahead.
[01:49:10.758 --> 01:49:12.338]  Hi.
[01:49:12.338 --> 01:49:14.259]  Good afternoon.
[01:49:14.259 --> 01:49:14.419]  Hey.
[01:49:15.490 --> 01:49:19.314]  Um, I would just say that I feel very blessed to talk to you two gentlemen this afternoon.
[01:49:19.314 --> 01:49:23.378]  Um, I'm up here in Wisconsin and it's very, very cold.
[01:49:23.378 --> 01:49:26.721]  Yeah, record low temperatures, but Al Gore says that's proof of global warming.
[01:49:26.721 --> 01:49:28.403]  Absolutely.
[01:49:28.403 --> 01:49:29.484]  Of course, of course.
[01:49:29.484 --> 01:49:30.285]  Polar bears can't swim.
[01:49:30.285 --> 01:49:31.686]  Polar bears are dying in masses.
[01:49:31.686 --> 01:49:33.128]  Yes, I know.
[01:49:33.128 --> 01:49:35.810]  No, he says if it melts, they're going to die.
[01:49:35.810 --> 01:49:36.491]  So I'm sorry.
[01:49:38.217 --> 01:49:44.901]  A year and a half ago, and thankfully, I started to wake up spiritually, and then my mind started to unlock.
[01:49:44.901 --> 01:49:54.668]  I was away from the body of Christ for a long time, but I'm back, and now I consider myself a soldier for Christ, and I'm full of fight every single day.
[01:49:54.668 --> 01:50:01.452]  But John, I was going to ask you, I was reading that you're into martial arts, and since I've woken up, I've definitely had a lot more aggression.
[01:50:01.452 --> 01:50:03.354]  I like to channel in a lot of healthier ways.
[01:50:04.375 --> 01:50:12.323]  Do you know of any accredited places in Wisconsin that are Patriot supported?
[01:50:12.323 --> 01:50:14.104]  I get the question, thanks for the call ma'am.
[01:50:14.104 --> 01:50:20.531]  She wants to know what kind of martial arts you like, what kind of group that's national that might be in her area that you think is a good place to go.
[01:50:21.351 --> 01:50:22.811]  Well, here's the thing.
[01:50:22.811 --> 01:50:28.213]  Now, I'm not an authority on this, but to me, the best martial art is the traditional martial art.
[01:50:28.213 --> 01:50:31.154]  I study Yang style, long form, Tai Chi, Chan, Kung Fu.
[01:50:31.154 --> 01:50:35.855]  It's relaxing, and violence and aggression is discouraged.
[01:50:35.855 --> 01:50:37.715]  It's the last thing that you do.
[01:50:37.715 --> 01:50:42.657]  It's mind, body, and spirit coordination and calming and equilibrium.
[01:50:42.657 --> 01:50:46.898]  Of course, as part of the human condition, you should be able to defend yourself, but that's the last thing you do.
[01:50:46.898 --> 01:50:47.898]  Number one, avoid.
[01:50:47.898 --> 01:50:48.758]  Number two, block.
[01:50:48.758 --> 01:50:50.079]  Third, gloves off.
[01:50:50.079 --> 01:50:50.379]  Here we go.
[01:50:51.469 --> 01:50:55.099]  That's right, because the key to winning a fight is trying to stay out of it to begin with.
[01:50:55.099 --> 01:50:57.606]  But if you have to, then absolutely devastate immediately.
[01:50:58.895 --> 01:51:03.097]  Yes, family and friends are gathering to give gifts and wish health and security.
[01:51:03.097 --> 01:51:07.479]  But why not enhance telephone and wireless device security all year with Block-It Pocket?
[01:51:07.479 --> 01:51:12.202]  A family-owned American business, we now have two spectacular holiday specials.
[01:51:12.202 --> 01:51:19.745]  Find them now at our new website, blockitpocket.com, or call 888-315-9618.
[01:51:19.745 --> 01:51:22.106]  Hurry, holiday special ends Christmas Day.
[01:51:22.106 --> 01:51:25.188]  Give the gift of security from blockitpocket.com.
[01:51:25.188 --> 01:51:27.189]  Wishing you health, freedom, and liberty.
[01:51:27.589 --> 01:51:30.270]  Get the ultimate gift at the ultimate price.
[01:51:30.270 --> 01:51:31.750]  The Fox Karambit Knife.
[01:51:31.750 --> 01:51:35.831]  The Fox Karambit Knife opens with one hand faster than you can pull a handgun.
[01:51:35.831 --> 01:51:39.752]  For utility, for defense, and for way less than other knives of this caliber.
[01:51:39.752 --> 01:51:41.972]  Go to TheUltimateKnife.com.
[01:51:41.972 --> 01:51:44.093]  Truly the best knife you'll ever own.
[01:51:44.093 --> 01:51:47.294]  And only available at TheUltimateKnife.com.
[01:51:47.294 --> 01:51:50.014]  Use promo code radio at checkout for free shipping.
[01:51:50.014 --> 01:51:52.215]  Hurry, offer good till December 25th.
[01:51:52.215 --> 01:51:56.656]  Get the ultimate knife at the ultimate price at TheUltimateKnife.com.
[01:51:57.236 --> 01:52:06.298]  Alex Jones here to tell you about how you can help spread liberty worldwide, while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[01:52:06.298 --> 01:52:14.721]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[01:52:14.721 --> 01:52:19.382]  We have now managed to secure these sought-after beans in a highly customized blend.
[01:52:19.602 --> 01:52:26.391]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[01:52:26.391 --> 01:52:33.560]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[01:52:33.560 --> 01:52:35.242]  Hands down, this is my favorite coffee.
[01:52:35.442 --> 01:52:35.962]  We're good to go.
[01:52:57.619 --> 01:53:07.097]  You better watch out You sure better cry You're at least gonna pout And I'm telling you why Privacy is leaving you
[01:53:08.570 --> 01:53:12.011]  Is your cell phone being used to build a profile on you?
[01:53:12.011 --> 01:53:18.432]  Give the gift of privacy and block unwanted cell phone spying with the Privacy Case from PrivacyCase.com.
[01:53:18.432 --> 01:53:21.913]  They're making their list, they're checking them twice.
[01:53:21.913 --> 01:53:24.994]  They're gonna make up who's been naughty or nice.
[01:53:24.994 --> 01:53:27.735]  The problem is real, and so is the solution.
[01:53:27.735 --> 01:53:33.776]  Go to PrivacyCase.com because... They see you when you're sleeping.
[01:53:33.776 --> 01:53:35.737]  They listen when you're awake.
[01:53:39.699 --> 01:53:50.545]  Now through December 31st buy yourself an American-made privacy case and give one for only $79.95 each.
[01:53:50.545 --> 01:53:52.847]  Go to PrivacyCase.com today.
[01:53:52.847 --> 01:53:53.927]  The Privacy Case.
