[00:00:10.211 --> 00:00:11.751]  First, congratulations.
[01:47:17.615 --> 01:47:20.296]  I dug them up like 15 years ago.
[01:47:20.937 --> 01:47:27.661]  Because they're like, why do regular flus not even kill a million people worldwide, but this one killed 50, 60, 70 million, we're not sure.
[01:47:28.181 --> 01:47:30.442]  And they found out it was the autoimmune response.
[01:47:30.802 --> 01:47:41.989]  People that had a flu similar that caused a super reaction, not just an antibody reaction, but a huge anaphylactic shock, you know, just total shutdown, dying.
[01:47:43.666 --> 01:47:44.266]  See how it works?
[01:47:45.307 --> 01:47:49.829]  So that's what, I figured out that one of the deployments, it's got a lot of little special weapons.
[01:47:50.650 --> 01:47:52.050]  See, you don't want everybody dying on one thing.
[01:47:52.131 --> 01:47:52.951]  It's five viruses.
[01:47:53.231 --> 01:47:57.533]  You're gonna die of this, you're gonna die of that, you're gonna die of this, die of that, die of this, die of complications of that.
[01:47:58.094 --> 01:48:01.616]  But they hit you and then causes an autoimmune response to any cold virus.
[01:48:01.976 --> 01:48:05.778]  So watch, everybody that takes this shot will then almost die or die from colds.
[01:48:05.998 --> 01:48:07.399]  The common cold will now kill you.
[01:48:07.619 --> 01:48:08.639]  Thank you, Bill Gates!
[01:48:08.879 --> 01:48:09.440]  Thank you!
[01:48:10.615 --> 01:48:15.158]  And then Owen Schroyer is going to lead a demonstration down at the W tonight, 11 p.m.
[01:48:15.778 --> 01:48:19.301]  The bars, the restaurants, they're saying they're not following the illegal order of the U.N.
[01:48:19.821 --> 01:48:20.862]  globalist mayor.
[01:48:22.183 --> 01:48:29.247]  Peaceful protest New Year's Eve at the W Hotel in Austin, Texas, right off Cesar Chavez First Street, 11 p.m.
[01:48:29.908 --> 01:48:32.809]  Unofficial sponsors Black Lives Matter and Austin Homeless.
[01:48:34.050 --> 01:48:38.033]  That way, they can't say there's a curfew even though he's announcing illegal curfew.
[01:48:39.926 --> 01:48:42.607]  Hell, we're allowed to burn buildings down and kill people, but we're not going to do that.
[01:48:43.087 --> 01:48:47.408]  Just because we're Black Lives Matter, or Antifa, doesn't mean we're going to shoot or kill anybody.
[01:48:47.428 --> 01:48:50.068]  We're going to be totally peaceful, because we're being sarcastic.
[01:48:51.908 --> 01:48:56.009]  We're not sponsored by Black Lives Matter and those guys.
[01:48:56.029 --> 01:48:56.449]  What does it matter?
[01:48:56.469 --> 01:48:58.030]  Because we're not going to be burning anything down.
[01:48:58.810 --> 01:49:01.070]  But the mayor has announced a curfew illegally.
[01:49:01.110 --> 01:49:02.250]  The governor said it's illegal.
[01:49:04.471 --> 01:49:05.431]  So has the Attorney General.
[01:49:06.351 --> 01:49:09.292]  It's big national news, and everybody should just start disregarding this crap.
[01:49:10.086 --> 01:49:15.010]  What you saw in New York, what you saw in other globalist-controlled areas, they're now trying to duplicate across the country.
[01:49:15.871 --> 01:49:18.413]  And now they're saying, oh sorry, the lockdown's never gonna end.
[01:49:18.453 --> 01:49:19.654]  We always knew that was coming.
[01:49:19.674 --> 01:49:21.476]  This is disgusting and it's all a fraud.
[01:49:21.936 --> 01:49:22.997]  The hospitals are empty.
[01:49:23.257 --> 01:49:23.898]  It's all lies.
[01:49:25.709 --> 01:49:27.489]  Some emergency rooms are full of other stuff.
[01:49:28.170 --> 01:49:29.930]  Okay, who's been holding the longest now?
[01:49:30.690 --> 01:49:32.330]  Let's go ahead and go to Ron in Ohio.
[01:49:32.350 --> 01:49:33.171]  Ron, thanks for holding.
[01:49:33.191 --> 01:49:33.491]  Go ahead.
[01:49:33.951 --> 01:49:34.511]  Hey, Alex.
[01:49:34.551 --> 01:49:36.011]  I've been listening to you since 2005.
[01:49:36.531 --> 01:49:41.012]  It's the first time I've ever been able to get in touch with you.
[01:49:41.052 --> 01:49:45.433]  I've just got two quick points and then I'll hang up and wait for your response, please.
[01:49:46.133 --> 01:49:50.594]  I just want to give... I live in Butler County, Ohio, and I want to give prompts out to our sheriff.
[01:49:51.520 --> 01:50:03.484]  Uh, Sheriff Jones, uh, when our wacky, uh, governor started coming out with these crazy edicts back in, uh, April, May, March, April, May, our sheriff basically, uh, said, you know what?
[01:50:03.724 --> 01:50:05.644]  I'm not going to enforce these mask rules.
[01:50:06.185 --> 01:50:10.946]  Uh, you know, he, there was no Antifa riding, anything like that.
[01:50:10.986 --> 01:50:20.209]  So I want to give a shout out to our sheriff because that's, uh, I believe the only thing standing between tyranny, uh, here where I'm at, but, uh, my main,
[01:50:20.708 --> 01:50:27.895]  The point is, I do not understand why Trump is not at the Resolute Desk, like you're saying.
[01:50:28.055 --> 01:50:40.887]  I believe that you're giving him keys to keep people informed, keep people updated, and he's not doing that, and it just infuriates me.
[01:50:41.348 --> 01:50:45.271]  And also, I don't understand why he's not dropping the hammer on the deep state.
[01:50:50.162 --> 01:50:52.323]  He doesn't understand the power of the executive.
[01:50:52.683 --> 01:50:54.144]  He's trying to work for the Justice Department.
[01:50:54.164 --> 01:50:56.965]  It's filled with a bunch of cowardly lawyers at the top.
[01:50:57.005 --> 01:50:59.026]  You know, scum rises to the top there in D.C.
[01:50:59.767 --> 01:51:02.228]  And so he's been waiting for the evidence of fraud to come in.
[01:51:02.268 --> 01:51:03.849]  Now the fraud's evidence has come in.
[01:51:04.409 --> 01:51:07.631]  And he's going to be at the January 6th rally at the Ellipse.
[01:51:08.351 --> 01:51:08.511]  Right.
[01:51:27.370 --> 01:51:28.711]  And I know he was really elected.
[01:51:29.111 --> 01:51:30.872]  People go, well, Trump's done this and that, but it's wrong.
[01:51:30.952 --> 01:51:32.953]  Yeah, red flag laws are terrible.
[01:51:32.973 --> 01:51:34.674]  He at least gave tacit support for that.
[01:51:35.094 --> 01:51:36.735]  Yeah, I don't agree with him going along with the vaccine.
[01:51:36.755 --> 01:51:37.315]  That's terrible.
[01:51:37.675 --> 01:51:38.455]  I get why he did it.
[01:51:38.495 --> 01:51:39.296]  Doesn't mean I support it.
[01:51:39.976 --> 01:51:40.576]  But it doesn't matter.
[01:51:40.677 --> 01:51:41.477]  He got elected.
[01:51:41.537 --> 01:51:43.178]  He's not the globalist CHICOM agent.
[01:51:43.398 --> 01:51:44.658]  He's light years better than Biden.
[01:51:46.564 --> 01:51:51.208]  We have to stand with President Trump because the globalists are never going to take their foot off our neck if we don't.
[01:51:51.589 --> 01:51:52.449]  Thank you so much, Ron.
[01:51:53.010 --> 01:51:57.234]  Everyone who wants Trump to take action, you've got to go to D.C.
[01:51:57.274 --> 01:51:57.754]  by the 5th.
[01:51:58.515 --> 01:52:00.176]  The 5th and the 6th are critical.
[01:52:00.477 --> 01:52:01.798]  We need a million people on the 5th.
[01:52:01.818 --> 01:52:03.339]  We need two million on the 6th.
[01:52:04.480 --> 01:52:06.001]  We need to fill everywhere.
[01:52:06.621 --> 01:52:12.405]  And we need everyone to shoot footage of it on their phones and upload it to Parler, Twitter, Facebook, email it to friends.
[01:52:12.665 --> 01:52:14.046]  Just tape everything yourselves.
[01:52:14.086 --> 01:52:15.227]  Just flood social media.
[01:52:15.247 --> 01:52:16.508]  Just show the world.
[01:52:16.848 --> 01:52:21.351]  And while you're there, get up in the morning and call into C-SPAN.
[01:52:22.192 --> 01:52:23.292]  And call and talk radio.
[01:52:23.452 --> 01:52:24.513]  And tell folks what's going on.
[01:52:24.773 --> 01:52:26.094]  All of you are in the info war.
[01:52:26.334 --> 01:52:27.215]  All of you are critical.
[01:52:28.416 --> 01:52:28.796]  All right?
[01:52:30.319 --> 01:52:31.019]  Who's up now?
[01:52:31.159 --> 01:52:31.799]  Let me see.
[01:52:32.179 --> 01:52:34.860]  That would be Anthony in Oklahoma.
[01:52:34.880 --> 01:52:35.200]  Go ahead.
[01:52:35.220 --> 01:52:40.361]  Go back to Anthony in a minute.
[01:52:40.381 --> 01:52:42.441]  He is on the radio, so it's delayed.
[01:52:42.461 --> 01:52:45.742]  Let's go ahead now and go to John in Virginia.
[01:52:45.782 --> 01:52:46.122]  Go ahead.
[01:52:47.362 --> 01:52:48.562]  Hey, Alex.
[01:52:48.642 --> 01:52:49.642]  First-time caller.
[01:52:49.682 --> 01:52:51.343]  I've been watching since high school.
[01:52:51.423 --> 01:52:53.963]  I just wanted to say I thank you for everything you do.
[01:52:54.203 --> 01:52:56.463]  I want to do a quick shout-out to BrainForce.
[01:52:56.563 --> 01:52:59.004]  Quick shout-out to Sigma Chi and Alpha C4eon.
[01:53:00.191 --> 01:53:05.375]  I'm an Appalachian boy, and I really just called you because we're just getting sick and tired of it, man.
[01:53:05.815 --> 01:53:10.918]  I had to go to my girlfriend's Christmas celebration with masks on to stay away from everybody.
[01:53:11.639 --> 01:53:17.223]  And, uh, I really think this area is ready to not have a federal government anymore.
[01:53:17.383 --> 01:53:24.267]  Everyone- I agree, but I mean, I would speak out at that Christmas party and show people the evidence of fraud and how masks cause bacterial pneumonia.
[01:53:25.428 --> 01:53:29.351]  I've tried, man, and just because they think they're nurses, they think they know everything.
[01:53:30.558 --> 01:53:33.481]  Well, you know, most of the nurses say that it's all a fraud to scam.
[01:53:33.821 --> 01:53:35.182]  So these must be really young nurses.
[01:53:36.523 --> 01:53:39.867]  One is her grandma, and one of them's like a 30-year-old woman.
[01:53:39.887 --> 01:53:40.687]  I don't know.
[01:53:40.707 --> 01:53:41.948]  They're both pretty liberal.
[01:53:41.968 --> 01:53:43.170]  They both voted for Biden.
[01:53:43.190 --> 01:53:43.770]  I mean, that's it.
[01:53:43.810 --> 01:53:44.050]  No, no.
[01:53:44.110 --> 01:53:47.494]  They know it's about their power, and they're making everybody wear a burqa.
[01:53:47.874 --> 01:53:52.098]  So these women are no different than an Islamic chieftain who makes his women wear burqas.
[01:53:53.815 --> 01:53:55.976]  No, I completely agree, Alex.
[01:53:56.016 --> 01:53:57.417]  This is COVID Sharia!
[01:53:58.218 --> 01:53:59.379]  COVID Sharia!
[01:53:59.399 --> 01:54:00.940]  Bum bum bum bum bum!
[01:54:01.140 --> 01:54:02.200]  Bye, COVID!
[01:54:02.821 --> 01:54:03.061]  Sorry.
[01:54:05.803 --> 01:54:07.244]  But I completely agree, man.
[01:54:07.304 --> 01:54:11.266]  I think that what you've done, though, for this country is absolutely a good thing, man.
[01:54:11.706 --> 01:54:20.232]  I think that you are one of the only few people left who's ready to speak what they think, and I think that you just need to keep on doing it, man.
[01:54:20.272 --> 01:54:21.793]  I'm going to be happy to see you on the 6th.
[01:54:22.609 --> 01:54:23.929]  I can't wait for that Trump rally.
[01:54:24.309 --> 01:54:26.850]  I just want to let you know I'm calling to say thank you for everything you've done.
[01:54:26.870 --> 01:54:28.410]  John, we love you and we appreciate you.
[01:54:28.450 --> 01:54:29.011]  God bless you.
[01:54:29.351 --> 01:54:30.491]  And I'm not putting women down.
[01:54:30.731 --> 01:54:35.132]  Some women statistically are as mathematically smart as men.
[01:54:35.332 --> 01:54:37.473]  They are more aggressive than men.
[01:54:37.793 --> 01:54:38.633]  They're more dynamic.
[01:54:39.133 --> 01:54:42.074]  On average, men are more mathematical.
[01:54:42.234 --> 01:54:43.214]  Men are more aggressive.
[01:54:43.614 --> 01:54:44.754]  Men don't bow as much.
[01:54:44.874 --> 01:54:48.715]  Men have been taught to be domesticated slugs, let their wives and girlfriends work for them.
[01:54:49.675 --> 01:54:51.816]  And women have been taught to comply with the system.
[01:54:53.806 --> 01:54:58.729]  And so that's why we're being led into bondage by women, just as the Bible says will happen in the end times.
[01:54:59.750 --> 01:55:00.831]  But that's not women's fault.
[01:55:00.911 --> 01:55:03.773]  That's men's fault for not being leaders.
[01:55:04.333 --> 01:55:06.995]  Some of the most angry people I know about masks are women.
[01:55:08.997 --> 01:55:15.221]  But they're women that are smart and informed and grew up around strong men.
[01:55:16.802 --> 01:55:18.203]  Strong women make strong men.
[01:55:18.323 --> 01:55:19.444]  Strong men make strong women.
[01:55:20.718 --> 01:55:22.979]  And they know how to manipulate women.
[01:55:23.119 --> 01:55:23.900]  Oh, you're a hero.
[01:55:23.980 --> 01:55:24.540]  Save a life.
[01:55:24.580 --> 01:55:25.300]  Be respectful.
[01:55:25.680 --> 01:55:27.021]  And so women are team players.
[01:55:27.101 --> 01:55:29.642]  Well, that works great when you've got a good society.
[01:55:29.722 --> 01:55:30.883]  Women are the bedrock of society.
[01:55:32.023 --> 01:55:33.604]  But it's a social contract that's broken.
[01:55:33.924 --> 01:55:37.266]  And the system wants 90% of college graduates to be women.
[01:55:37.606 --> 01:55:38.726]  That's not to empower women.
[01:55:39.007 --> 01:55:41.748]  They want a compliant, ruling establishment.
[01:55:43.237 --> 01:55:45.418]  And the average feminist controller will tell you this.
[01:55:45.498 --> 01:55:47.739]  They know they're hooked into authoritarianism.
[01:55:48.059 --> 01:55:57.144]  It's been women CEOs, you know, leading the way into censorship and control and giving their sons Ritalin and taking their sons to be sterilized chemically because, oh, he's a girl.
[01:55:58.665 --> 01:55:59.425]  Very, very sick.
[01:56:01.286 --> 01:56:02.647]  And so I'm not a woman hater.
[01:56:02.887 --> 01:56:03.847]  I love women.
[01:56:05.388 --> 01:56:05.588]  But.
[01:56:08.590 --> 01:56:10.591]  Men are apt to tell you, let's just go on to get along.
