[00:00:09.747 --> 00:00:10.169]  Oh, no.
[02:19:04.713 --> 02:19:12.295]  And they are taking it down because they are so upset that this is challenging them because they want you to take a forced inoculation.
[02:19:12.295 --> 02:19:17.036]  So what the problem is in a lot of those studies, they did very, very high doses, massive doses,
[02:19:17.216 --> 02:19:18.177]  There's a preventive dose.
[02:19:18.177 --> 02:19:19.518]  It's incredibly low.
[02:19:19.518 --> 02:19:23.500]  It's a 200 milligram tablet of this pill twice a week.
[02:19:23.500 --> 02:19:24.221]  There's no risk.
[02:19:24.221 --> 02:19:25.001]  They've done studies.
[02:19:25.001 --> 02:19:28.063]  This drug has been out for 65 years.
[02:19:28.063 --> 02:19:31.425]  So why are we not giving that to our frontline workers?
[02:19:31.425 --> 02:19:33.827]  Why are we not giving that to our teachers?
[02:19:33.827 --> 02:19:36.269]  Why are we not giving that to the immunocompromised?
[02:19:36.269 --> 02:19:44.394]  There are many thousands of physicians who have been silenced from telling the American people the good news about the situation, that we can manage the virus.
[02:19:44.394 --> 02:19:45.235]  You can kill me.
[02:19:45.235 --> 02:19:47.156]  You can do whatever, but I'm not going to let Americans die.
[02:19:55.600 --> 02:20:08.486]  Well, he's been on with us years ago, and he's a frequent guest with Owen Schroer, and he's always been popular, since I knew about him, again, more than 20 years ago, but he's really white-hot right now with billions of views on YouTube and other places.
[02:20:08.486 --> 02:20:10.887]  Jesse Lee Peterson, rebuildingtheman.com.
[02:20:12.148 --> 02:20:13.769]  And people don't know who Jesse Lee Peterson is.
[02:20:13.769 --> 02:20:19.154]  They've been hiding under a rock, but he's the most courageous outspoken critic of the civil rights establishment in America today.
[02:20:19.154 --> 02:20:22.196]  Raised without a father on a plantation near Tuskegee, Alabama.
[02:20:22.196 --> 02:20:27.120]  During the Jim Crow era, Peterson has lived a part of American history few have experienced.
[02:20:28.075 --> 02:20:36.343]  After a spiritual transformation, Peterson founded BOND, a nationally recognized nonprofit organization dedicated to rebuilding the family by rebuilding the man.
[02:20:36.343 --> 02:20:49.154]  BOND offers Sunday church services, individual and family counseling, monthly forums for men and women, town hall and community forums, an annual men's conference, and the BOND Entrepreneurship Academy, a program which helps aspiring young entrepreneurs.
[02:20:50.015 --> 02:20:51.476]  Start businesses.
[02:20:51.476 --> 02:20:54.417]  Peterson is also a radio and TV personality, talk show host.
[02:20:54.417 --> 02:20:56.479]  I'm not going to go over it all, he's been everywhere.
[02:20:56.479 --> 02:21:00.801]  Twitter, JLP Talk, JesseLeePeterson.com or BuildingTheMan.com.
[02:21:00.801 --> 02:21:08.345]  We've had more technical difficulties today than we had in the last six months, so I apologize for getting him on late, but he's at least here with us for the next two and a half segments.
[02:21:08.345 --> 02:21:10.146]  Thank you so much, sir, for being with us.
[02:21:10.146 --> 02:21:13.087]  You've got a lot to cover today, and just God bless you.
[02:21:13.087 --> 02:21:14.068]  What do you want to cover first?
[02:21:15.199 --> 02:21:20.102]  Well, number one, I want to say thank you for having me on and happy Men's History Month.
[02:21:20.102 --> 02:21:21.943]  August is Men's History Month.
[02:21:21.943 --> 02:21:26.586]  This is our third year of celebrating it because men
[02:21:27.612 --> 02:21:31.715]  Man and boys are the most hated species on this side of heaven.
[02:21:31.715 --> 02:21:36.859]  So we're bringing the attention to that so that men can wake up and take back control.
[02:21:36.859 --> 02:21:39.481]  We come back to their natural state of being.
[02:21:39.481 --> 02:21:42.543]  So we have been rebuilding a family by rebuilding a man for the last 30 years.
[02:21:42.543 --> 02:21:45.726]  I should have said that you're really great at launching big movements.
[02:21:45.726 --> 02:21:48.488]  And you pointed out this attack on men many, many decades ago.
[02:21:48.488 --> 02:21:49.749]  Now it's out in the open.
[02:21:49.749 --> 02:21:50.890]  You've talked about, hey, let's have
[02:21:52.064 --> 02:21:55.988]  Let's have White History Month too, and let's have Man History Month, and let's have Women History Month.
[02:21:55.988 --> 02:22:00.572]  Let's actually celebrate the roles we all have instead of something Soros runs.
[02:22:00.572 --> 02:22:01.773]  That's right.
[02:22:01.773 --> 02:22:11.002]  And July was White History Month, and the reason we started that three years ago, because white people are the most hated species on this side of heaven.
[02:22:11.002 --> 02:22:15.706]  And we see that now with the attack upon the President Donald Trump.
[02:22:15.706 --> 02:22:17.308]  I call him the Great White Hope.
[02:22:18.128 --> 02:22:21.129]  We see that with the attack of all white Americans today.
[02:22:21.129 --> 02:22:24.750]  They're being knocked out, robbed, raped, murdered.
[02:22:24.750 --> 02:22:28.230]  Their businesses are being destroyed, and no one cares.
[02:22:28.230 --> 02:22:30.191]  No one says anything about it.
[02:22:30.191 --> 02:22:37.612]  So we gotta remind people of white history, because if it wasn't for white people, there would be no America.
[02:22:37.612 --> 02:22:43.514]  It was white folks who founded and created the greatest country on this side of heaven.
[02:22:43.514 --> 02:22:44.254]  Not blacks.
[02:22:44.654 --> 02:22:49.997]  Not Mexicans, not Japanese, not Chinese, not Filipino, but white people.
[02:22:49.997 --> 02:22:57.121]  And we cannot afford, Alex, to let them erase white American history and create a false history.
[02:22:57.121 --> 02:22:58.642]  That's what they're trying to do.
[02:22:58.642 --> 02:23:04.165]  So we celebrate White History Month in July to remind the people how great this country is and who founded it.
[02:23:04.906 --> 02:23:16.623]  Well, you're doing really bold stuff, because the idea of the Christian Renaissance is to empower everybody, and that's why the globalists want to get rid of it, because the real lot of England banning slavery around the world, they're really threatened by that.
[02:23:18.032 --> 02:23:19.233]  Absolutely.
[02:23:19.233 --> 02:23:23.597]  And in America, I have to say that if we don't stand up, we're going to have it here.
[02:23:23.597 --> 02:23:24.858]  It's going to get worse.
[02:23:24.858 --> 02:23:27.120]  Look what happened in South Africa.
[02:23:27.120 --> 02:23:29.302]  White people are now under attack.
[02:23:29.302 --> 02:23:31.104]  They're being robbed, raped, and murdered.
[02:23:31.104 --> 02:23:38.771]  They're not even protected by the police force because they have redone the police forces over in Africa, South Africa.
[02:23:38.771 --> 02:23:41.013]  And now white people don't have a chance.
[02:23:41.013 --> 02:23:43.355]  They're doing the exact same thing here.
[02:23:43.935 --> 02:23:47.938]  White people are afraid to speak up for fear of being called racist.
[02:23:47.938 --> 02:23:53.022]  We have these radical black women and some men who are wheat beta males.
[02:23:53.022 --> 02:23:57.985]  We have them in the power of men, police chiefs and... Stay right there, Jesse.
[02:23:57.985 --> 02:23:58.485]  You're on fire.
[02:23:58.485 --> 02:23:59.206]  We'll be right back.
[02:23:59.206 --> 02:24:03.149]  If you need to grow nutritionally dense vegetables or medicinal herbs this year, listen.
[02:24:03.149 --> 02:24:06.311]  Because a bioactive superfood for plants is now available.
[02:24:06.311 --> 02:24:08.953]  This all-natural superfood for plants is so effective.
[02:24:09.113 --> 02:24:15.916]  At producing maximum plant growth in minimum time, that it almost forces plants to grow, even under the worst light and soil conditions.
[02:24:15.916 --> 02:24:18.657]  It's called Proto-Gro, and it's truly remarkable.
[02:24:18.657 --> 02:24:22.619]  Vegetables grow faster and contain more bioavailable vitamins and trace minerals.
[02:24:22.619 --> 02:24:25.140]  Plants that rarely bloom will flower constantly.
[02:24:25.140 --> 02:24:27.221]  Sickly plants become vibrantly alive.
[02:24:27.221 --> 02:24:29.382]  Medicinal herbs become super potent.
[02:24:29.382 --> 02:24:32.363]  Flowers become more vivid right before your very eyes.
[02:24:32.363 --> 02:24:35.545]  Proto-Gro also improves the taste quality of all your garden vegetables.
[02:24:35.785 --> 02:24:38.847]  That's because it's more than just an all-natural superfood for plants.
[02:24:38.847 --> 02:24:48.814]  It's a proprietary blend of bioactive sea nutrients that contain the basic building blocks of life itself, which is why Proto-Gro even renews your garden by increasing the microorganisms in the soil.
[02:24:48.814 --> 02:24:50.796]  Learn more at growlikecrazy.com.
[02:24:50.796 --> 02:24:52.617]  That's growlikecrazy.com.
[02:24:52.617 --> 02:24:56.140]  Get special pricing for network listeners right now at growlikecrazy.com.
[02:24:59.488 --> 02:25:04.191]  You deserve a deep restful sleep with Knockout by InfoWars Life.
[02:25:04.191 --> 02:25:14.619]  Our organic formula is made from high quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[02:25:15.519 --> 02:25:20.321]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[02:25:20.321 --> 02:25:28.725]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[02:25:28.725 --> 02:25:36.428]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[02:25:36.428 --> 02:25:38.409]  Wake up refreshed and take on the day.
[02:25:38.869 --> 02:25:46.813]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[02:25:46.813 --> 02:25:50.475]  Get the sleep you deserve and experience the power of knockout.
[02:25:50.475 --> 02:25:54.858]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[02:25:54.858 --> 02:25:58.760]  That's InfoWarsLife.com.
[02:25:58.760 --> 02:26:03.963]  A lot of you are probably already very familiar with these terms I'm about to introduce, but some folks aren't.
[02:26:03.963 --> 02:26:06.364]  So for those that aren't, here they are.
[02:26:06.364 --> 02:26:07.445]  Activated charcoal.
[02:26:09.053 --> 02:26:11.598]  And then another term, enamel safe.
[02:26:13.183 --> 02:26:19.746]  Activated charcoal is the fastest growing type of toothpaste for a good reason.
[02:26:19.746 --> 02:26:20.726]  It really, really works.
[02:26:20.726 --> 02:26:35.512]  Well, we've come up with the best activated charcoal toothpaste with no fillers, the cleanest type, the highest quality, with a bunch of high quality essential oils and other ingredients known and documented to do amazing things for your oral hygiene and your overall health and your mouth.
[02:26:35.512 --> 02:26:40.234]  It's so critical and it makes your teeth look really white and really, really clean and it's good for your gums.
[02:26:40.854 --> 02:26:45.459]  But on top of that, it doesn't have any ingredients that are known to hurt enamel.
[02:26:45.459 --> 02:26:50.705]  I've gone out before and gotten toothpaste that really made my teeth clean, but eroded enamel up the top.
[02:26:50.705 --> 02:26:55.650]  So I got into really safe, healthy types of toothpaste, and that's what this is.
[02:26:55.650 --> 02:26:57.772]  It's available at InfoWarsTore.com.
[02:26:58.693 --> 02:27:10.919]  States cracking down on social gatherings, says CNN, because Fauci says if we don't, we'll see further surges in coronavirus positives.
[02:27:10.919 --> 02:27:19.904]  Because they're only ramping up the testing, and because the tests have been designed at the Wuhan lab, it turns out, to be completely fraudulent.
[02:27:19.904 --> 02:27:27.128]  They cook the whole thing up, offshore, in a communist dictatorship, with Fauci, Bill Gates, and the CHICOMS,
[02:27:27.608 --> 02:27:27.708]  We're
[02:27:47.910 --> 02:27:50.132]  You're listening to the Alex Jones Show!
[02:28:26.810 --> 02:28:29.692]  Alright, we got him on late because I had microphone problems today.
[02:28:29.692 --> 02:28:30.753]  More than I've had in six months.
[02:28:30.753 --> 02:28:31.513]  We never have problems.
[02:28:31.513 --> 02:28:32.914]  A bunch of crazy stuff happened.
[02:28:32.914 --> 02:28:34.856]  But they say when it rains, it pours.
[02:28:34.856 --> 02:28:38.498]  So he'll be with us 15 minutes to the next hour to get that full time with Jessilee Peterson.
[02:28:38.498 --> 02:28:39.459]  She's always so precious.
[02:28:39.459 --> 02:28:42.160]  Then Paul Joseph Watson will take over from the United Kingdom.
[02:28:42.160 --> 02:28:43.661]  But here he is with us.
[02:28:43.661 --> 02:28:44.462]  Love him.
[02:28:44.462 --> 02:28:49.846]  I remember watching him 25 years ago when I first was seeing his show here in Austin on TV and of course now he's on radio.
[02:28:50.626 --> 02:28:56.811]  And he made a lot of sense when he's like, men are under attack, families under attack, but now you see how right he was.
[02:28:56.811 --> 02:29:02.776]  And so I get so excited to see how incredibly successful he is today, rebuilding theman.com.
[02:29:02.776 --> 02:29:05.919]  And that's what unifies us is our families are under attack.
[02:29:06.843 --> 02:29:10.985]  Black Lives Matter, run by Planned Parenthood and George Soros, says, in the nuclear family.
[02:29:10.985 --> 02:29:12.346]  Well, that hurts all of us.
[02:29:12.346 --> 02:29:14.007]  You couldn't do something worse.
