[00:00:05.603 --> 00:00:07.105]  Mark your calendars.
[02:21:35.553 --> 02:21:36.173]  None of it's secure.
[02:21:36.173 --> 02:21:52.879]  Or we're going to get FaceTime for the guests because Microsoft bought Skype like five years ago and it went straight to hell the minute it did because Bill Gates is spying on you and running scams and everything he does is a criminal operation.
[02:21:52.879 --> 02:21:53.279]  Everything.
[02:21:55.694 --> 02:21:57.315]  Bill Gates does.
[02:21:57.315 --> 02:21:58.396]  He's a fraud.
[02:21:58.396 --> 02:22:03.739]  Whatever you think the product is about, it's something completely different.
[02:22:03.739 --> 02:22:09.963]  So, when we come back, I'm going to dutifully go through all these clips, and I'm going to cover the news.
[02:22:09.963 --> 02:22:14.446]  We may not be able to have guests on the show anymore, though, just because of technical issues.
[02:22:14.446 --> 02:22:18.349]  But that's okay, we can fly people here and have them in the studio.
[02:22:18.349 --> 02:22:20.170]  So, we've got all that coming up.
[02:22:20.170 --> 02:22:21.671]  Big Roger Stone interview today.
[02:22:23.680 --> 02:22:34.128]  Big exclusive on that front, and the big news about Berlin authorities, and now the entire state of Germany, the entire country of Germany, running giant child sex rings.
[02:22:34.128 --> 02:22:36.850]  That is such good news that that's coming out.
[02:22:36.850 --> 02:22:38.491]  Bad news that's happening.
[02:22:38.491 --> 02:22:42.754]  And we're going to be looking at every facet of that, plus Biden's latest ridiculous speech.
[02:22:42.754 --> 02:22:46.317]  We really appreciate that lady and the words she had to say and the great job she did.
[02:22:47.057 --> 02:22:49.380]  Uh, they're in Palm Beach, Florida.
[02:22:49.380 --> 02:22:54.546]  We also have a Seattle police chief with some of the things that she had to say from CHOP while she was booed.
[02:22:54.546 --> 02:22:55.627]  That is all coming up.
[02:22:55.627 --> 02:22:56.768]  So a jam-packed final.
[02:22:58.090 --> 02:23:07.253]  30 minutes today ahead of a very special guest host who's going to be hosting the fourth hour today.
[02:23:07.253 --> 02:23:10.814]  Jay Dyer, who was a guest last week, really liked him.
[02:23:10.814 --> 02:23:14.655]  So he's going to be hosting the fourth hour today because Paul Watson is out at a function.
[02:23:14.655 --> 02:23:17.756]  But Paul is going to be back hosting one of the shows later in the week.
[02:23:17.756 --> 02:23:21.657]  Did we ever find out which show Paul's going to host?
[02:23:21.657 --> 02:23:22.537]  Thursday!
[02:23:22.537 --> 02:23:27.339]  So Paul Joseph Watson is going to be hosting the show on Thursday.
[02:23:28.686 --> 02:23:31.349]  And again, we're going to try to tweak the phone system where you can hear us.
[02:23:31.349 --> 02:23:32.890]  I'm sorry for that.
[02:23:32.890 --> 02:23:33.211]  We'll see.
[02:23:33.211 --> 02:23:34.953]  Maybe bring calls back someday.
[02:23:34.953 --> 02:23:35.333]  All right.
[02:23:35.333 --> 02:23:36.474]  We'll be back on the other side.
[02:23:36.474 --> 02:23:38.096]  Infowars.com.
[02:23:38.096 --> 02:23:39.177]  Newswars.com.
[02:23:39.177 --> 02:23:40.699]  Tomorrow's news today.
[02:23:40.699 --> 02:23:41.680]  I'm Alex Jones, your host.
[02:23:57.776 --> 02:23:59.277]  Where the hell did this water come from?
[02:23:59.277 --> 02:24:06.262]  Where did it come from?
[02:24:06.262 --> 02:24:12.766]  InfoWarsore.com We can't survive without pure, clean drinking water.
[02:24:12.766 --> 02:24:18.690]  So make sure that it's always available to you with the Alexa Pure Water Filtration System.
[02:24:18.690 --> 02:24:25.955]  This gravity-fed system filters through all the toxins and gets straight to clean, healthy, great-tasting water.
[02:24:28.156 --> 02:24:31.279]  Mmm, yummy in my tummy.
[02:24:31.279 --> 02:24:42.047]  Bring the purest, most refreshing water to your home by ordering the Alexa Pure Water Filtration System today from InfoWareStore.com.
[02:24:42.047 --> 02:24:45.010]  InfoWareStore.com.
[02:24:45.010 --> 02:24:47.332]  Other systems, just don't compare.
[02:24:49.557 --> 02:25:01.290]  As we enter the critical month of July, it is very important for listeners and viewers to understand that all of the major storable food companies have been sold out of food for months.
[02:25:01.290 --> 02:25:10.060]  My Patriot Supply, our supplier, was out to an eight-week wait, not because they didn't have food, but because their four plants were backed up, packaging, and getting it out.
[02:25:11.281 --> 02:25:14.142]  They are at three to four weeks right now.
[02:25:14.142 --> 02:25:15.743]  They've gotten over the hump.
[02:25:15.743 --> 02:25:20.185]  Their other competitors are completely sold out or selling old garbage.
[02:25:20.185 --> 02:25:21.606]  This is high quality food.
[02:25:21.606 --> 02:25:31.511]  I would advise everyone to do what I'm doing and buy more storable food now before the next big hump comes because if you think things are about to settle down, think again.
[02:25:31.511 --> 02:25:33.672]  The world is only going to get more insane.
[02:25:33.672 --> 02:25:35.393]  I've been telling you this for six months.
[02:25:35.393 --> 02:25:38.594]  Ladies and gentlemen, if you don't have firearms and ammo and water filtration, you better get it.
[02:25:38.594 --> 02:25:40.315]  If you don't have storable food, you better get it.
[02:25:42.576 --> 02:25:52.361]  When I thank the listeners of this broadcast, I'm not patting you on the head.
[02:25:52.361 --> 02:25:59.104]  I'm like a person that's been thrown overboard who finds a life raft to get on or a piece of driftwood.
[02:25:59.104 --> 02:26:00.785]  I am clinging to you.
[02:26:00.785 --> 02:26:04.106]  So when you call the show and thank me, listen, I'm thanking you too.
[02:26:04.106 --> 02:26:05.027]  We are in this together.
[02:26:05.487 --> 02:26:09.309]  Now I try to bring you things that I know are amazing that have helped me and my family.
[02:26:09.309 --> 02:26:13.611]  So you get a great response, you order again, I treat you like I want to be treated.
[02:26:13.611 --> 02:26:16.872]  It's not a science, it's not a plan, it's just the way to do it.
[02:26:16.872 --> 02:26:18.333]  It's just common sense.
[02:26:18.333 --> 02:26:21.054]  And if you get one product, it's bodies.
[02:26:21.054 --> 02:26:23.775]  Now our big 4th of July Super Sale is going right now.
[02:26:24.255 --> 02:26:26.256]  You're listening to the Alex Jones Show!
[02:27:23.106 --> 02:27:25.267]  You know, I get Alex Jones here back live.
[02:27:25.267 --> 02:27:31.609]  A lot of positive things are happening, but it's also very psychically negative to look at all this bad news coming out.
[02:27:31.609 --> 02:27:33.169]  And I get frustrated and get mad on air.
[02:27:33.169 --> 02:27:36.651]  It's nothing to do with the listeners, the crew, or anybody, or the guest that was on.
[02:27:36.651 --> 02:27:37.691]  It's just technology.
[02:27:37.691 --> 02:27:39.311]  I get frustrated.
[02:27:39.311 --> 02:27:40.152]  But at least we're on air.
[02:27:40.152 --> 02:27:42.092]  At least we're fighting back.
[02:27:42.092 --> 02:27:43.513]  Nobody's going to do a perfect job in this.
[02:27:45.282 --> 02:28:06.584]  But when I sit here and I look at hundreds of articles and documents and government reports where COVID-19 is a giant hoax, confirmed, and then I got to look at Fauci on TV lying, and I've got to look at the Democrats saying it's all America's fault, and the EU locking their borders down saying it's all our fault, and then people cussing at me at red lights.
[02:28:07.864 --> 02:28:13.329]  And I've had some crew members had folks confront them in stores or on the street and get in their face.
[02:28:13.329 --> 02:28:14.169]  And I'm in Texas.
[02:28:14.169 --> 02:28:15.470]  It's not as bad as most states.
[02:28:15.470 --> 02:28:17.612]  It's just crazy!
[02:28:17.612 --> 02:28:24.578]  What do you say to a cult member who's got a mask that doesn't protect them from something that barely exists?
[02:28:24.578 --> 02:28:27.080]  Then you start thinking, what are they going to do next?
[02:28:27.080 --> 02:28:32.325]  Because they've got an army of domesticated followers that will do whatever they're told.
[02:28:35.109 --> 02:28:36.870]  So we're all pissed off about it.
[02:28:36.870 --> 02:28:41.614]  So I apologize to the listeners for throwing fits sometimes and getting angry at everybody else.
[02:28:41.614 --> 02:28:45.537]  But let's cover what I can cover.
[02:28:45.537 --> 02:28:45.978]  Coming up...
[02:28:46.877 --> 02:28:48.877]  The next big thing is the flu.
[02:28:48.877 --> 02:28:50.638]  It's going to be a pandemic now.
[02:28:50.638 --> 02:28:51.898]  And the flu does kill people.
[02:28:51.898 --> 02:28:54.898]  So now they're going to fetishize flu death.
[02:28:54.898 --> 02:28:58.499]  And they're going to fetishize it spreading and exaggerate it.
[02:28:58.499 --> 02:29:00.619]  And we've got a lockdown for the flu.
[02:29:00.619 --> 02:29:01.540]  See?
[02:29:01.540 --> 02:29:05.580]  Once you get into this hysteria, and once you get into all this, it just never ends.
[02:29:05.580 --> 02:29:07.060]  But don't worry.
[02:29:07.060 --> 02:29:09.621]  Bill Gates has got a nice vaccine for you.
[02:29:09.621 --> 02:29:10.321]  That's coming up.
[02:29:10.321 --> 02:29:11.201]  Kit Daniels' article.
[02:29:11.201 --> 02:29:12.481]  Infowars.com.
[02:29:12.481 --> 02:29:15.122]  Media pushing pig virus as potential next pandemic.
[02:29:16.070 --> 02:29:18.011]  And here's the article he's linking to.
[02:29:18.011 --> 02:29:20.173]  He writes about it.
[02:29:20.173 --> 02:29:28.839]  New strain of flu found in China has potential to become a pandemic, scientists warn.
[02:29:28.839 --> 02:29:39.567]  Coronavirus mutation has taken over the world, scientists are trying to understand why.
[02:29:39.567 --> 02:29:45.371]  But let's look at the utopia of Chaz that quickly changed into Chomp.
[02:29:47.557 --> 02:29:51.261]  And not because they have fake guillotines out there talking about cutting white people's heads off.
[02:29:51.261 --> 02:29:55.385]  And by the way, I'm not virtuosoing at black people.
[02:29:55.385 --> 02:29:58.308]  It's mainly white people leading all this saying kill white people.
[02:29:58.308 --> 02:30:06.797]  Kind of an oxymoron, like when Age Skrillex yells at Owen Schroer, you don't have free speech, you're an effing white male.
[02:30:06.797 --> 02:30:10.440]  Let's see, by alchemy, if you're against a white male and a white male, then you have your speech.
[02:30:10.440 --> 02:30:10.861]  Remember that.
[02:30:12.682 --> 02:30:21.329]  Seattle Police Chief Asked Why Black People Keep Dying In The Black Lives Matter Chop Zone Killed By Black People.
[02:30:21.329 --> 02:30:26.093]  Bill de Blasio Confirms $1 Billion Cut From New York PD Budget.
[02:30:26.093 --> 02:30:28.935]  He Said On The News Today We're Going To Redistribute It To Community Groups.
[02:30:28.935 --> 02:30:29.876]  He Means The Communists.
[02:30:29.876 --> 02:30:31.557]  Look At That Creepy Guy.
[02:30:31.557 --> 02:30:34.520]  He's Here To Babysit.
[02:30:34.520 --> 02:30:35.981]  He's Not As Creepy As Brian Stelter.
[02:30:35.981 --> 02:30:38.143]  He's A Close Second Though.
[02:30:38.143 --> 02:30:40.805]  Not Saying De Blasio Is A Child Molester.
[02:30:40.805 --> 02:30:41.986]  I'm Saying He Looks Like One.
[02:30:42.861 --> 02:30:45.061]  Doesn't he?
[02:30:45.061 --> 02:30:52.003]  Minneapolis City Council members using private security after voting to abolish police.
[02:30:52.003 --> 02:30:59.685]  Turns out they've already spent $60,000, $4,500 a day in the last month to protect themselves.
[02:30:59.685 --> 02:31:05.066]  Agitators could be charged with trespassing, assault after confronting armed homeowners
[02:31:06.049 --> 02:31:12.053]  Though the prosecutor says they may prosecute them, saying it doesn't matter if they had a gate that we now learn was broken down.
[02:31:12.053 --> 02:31:14.395]  It's still hateful what they did.
[02:31:14.395 --> 02:31:16.456]  So now you can't protect your own house.
[02:31:16.456 --> 02:31:17.217]  Wow.
[02:31:17.217 --> 02:31:22.101]  Black Lives Matter chapter co-founder called white people defects.
[02:31:22.101 --> 02:31:24.642]  New York Times writer called for whites to be killed.
[02:31:24.642 --> 02:31:25.203]  That's okay.
[02:31:25.203 --> 02:31:27.665]  It's liberal.
[02:31:27.665 --> 02:31:34.830]  And again, Nevada Democrat governor was caught without a mask, even though he calls for those that don't wear them to be arrested at a dinner party.
[02:31:36.047 --> 02:31:39.890]  No, that's for him, not you.
[02:31:39.890 --> 02:31:48.757]  Meanwhile, Antifa Kurds clash with fascist Muslim Turkish nationalists in Austrian streets.
[02:31:48.757 --> 02:31:51.599]  Turns out Soros is even funding Antifa overseas.
[02:31:51.599 --> 02:31:54.702]  But let's go ahead and go to some of these clips.
[02:31:54.702 --> 02:31:59.205]  Here's the Seattle police chief ask why black people keep dying in CHOP.
[02:31:59.205 --> 02:31:59.626]  Here it is.
[02:32:00.908 --> 02:32:07.831]  It's very unfortunate that we have yet another murder in this area identified as the CHOP.
[02:32:07.831 --> 02:32:14.074]  Two African American men dead at a place where they claim to be working for Black Lives Matter.
[02:32:14.074 --> 02:32:15.215]  But they're gone.
[02:32:15.215 --> 02:32:16.435]  They're dead now.
[02:32:16.435 --> 02:32:18.676]  And we've had multiple other incidents.
[02:32:18.676 --> 02:32:19.757]  Assaults.
[02:32:19.757 --> 02:32:20.737]  Rape.
[02:32:20.737 --> 02:32:21.658]  Robbery.
[02:32:21.658 --> 02:32:22.938]  And shootings.
[02:32:22.938 --> 02:32:25.800]  And so, you know, this is something that's going to need to change.
[02:32:26.380 --> 02:32:31.043]  We're asking that people remove themselves from this area for the safety of the people.
[02:32:31.043 --> 02:32:35.706]  If they care about people, they're going to have to try to help us to make it safe.
[02:32:35.706 --> 02:32:47.333]  Not opposed to anybody's issue or concern, they certainly can demonstrate, you know, and peacefully any place, but they can't hostilely take over a neighborhood and cause the crime levels to go up like this.
[02:32:47.333 --> 02:32:48.553]  Two men are dead.
[02:32:49.713 --> 02:32:56.997]  Two men are dead, and a child, a 14-year-old, is hospitalized, and we don't know what is going to happen to that kid.
[02:32:56.997 --> 02:32:58.978]  Enough is enough here.
[02:32:58.978 --> 02:33:06.221]  I'm not going to let the detractors and the naysayers and the agitators, you know, be the ones that are the voice here.
[02:33:06.221 --> 02:33:07.762]  There are people who live here.
[02:33:07.762 --> 02:33:12.184]  There are multiple people who are being injured and hurt, and we need to do something about it.
[02:33:12.184 --> 02:33:15.666]  It is absolutely irresponsible for this to continue.
[02:33:15.666 --> 02:33:19.288]  Well, I can tell you this, as an African-American woman,
