[00:00:13.725 --> 00:00:15.045]  Oh, I'm sorry.
[02:26:43.723 --> 02:26:44.864]  You don't want to stay indoors.
[02:26:44.864 --> 02:26:45.965]  You want to get sunshine.
[02:26:45.965 --> 02:26:48.666]  You want to get more vitamin D3 in your system.
[02:26:48.666 --> 02:26:50.367]  You want to get out in the open.
[02:26:51.966 --> 02:26:57.011]  You need to defy these kinds of shutdown orders and get out and get some sunshine.
[02:26:57.011 --> 02:27:05.620]  We're going to have digital currency because, not because they're going to be able to ban cash instantly, you know, there's several trillion dollars of cash under, stuffed under the mattresses.
[02:27:05.620 --> 02:27:06.802]  That was my next question.
[02:27:06.802 --> 02:27:09.945]  I got to hold you five minutes for the next segment, then our next guest will join us.
[02:27:09.945 --> 02:27:11.987]  DrugsReport.com is linked to our article.
[02:27:12.808 --> 02:27:22.613]  Where the Democrats tried to tie the stimulus bill, and they're still doing it, Pelosi, right now, to letting it be digital on an app, only spendable in a list of places they say.
[02:27:22.613 --> 02:27:27.436]  So that's like the IMF and World Bank, where they give money to a third world country, but it can only be spent with their companies.
[02:27:27.436 --> 02:27:31.017]  I mean, this is the digital mark right here.
[02:27:31.017 --> 02:27:31.998]  That's right, Alex.
[02:27:31.998 --> 02:27:40.082]  And it won't eliminate cash immediately, but they're going to use the scare of touching dollar bills so that you can't touch them anymore to ban them.
[02:27:41.213 --> 02:27:49.539]  And then go to digital cash that's only limited to certain banks and those banks have to tie in with the Fed and under their scrutiny in order to receive these accounts.
[02:27:49.539 --> 02:27:52.642]  This will be the way to inject money into the economy.
[02:27:52.642 --> 02:27:56.204]  It's the welfare state on steroids and the Democrats are loving it.
[02:27:56.204 --> 02:28:00.628]  Now it got taken out of the bill that was put through first time and now the bills with
[02:28:01.135 --> 02:28:01.475]  I think so.
[02:28:23.969 --> 02:28:25.510]  A lawyer done some work for us.
[02:28:25.510 --> 02:28:26.471]  But I thought about him.
[02:28:26.471 --> 02:28:29.212]  He's an Italian citizen, lives there about a third of the year.
[02:28:29.212 --> 02:28:35.195]  And he's basically saying the same thing Skousen's saying about why they see the highest death rates there, why 70,000 die a year.
[02:28:35.195 --> 02:28:35.836]  They're a flu.
[02:28:35.836 --> 02:28:38.237]  So you can actually hear what's really going on.
[02:28:38.237 --> 02:28:39.898]  But still, 5,000 dead in Italy?
[02:28:39.898 --> 02:28:43.140]  I mean, we have 35,000 from the flu, supposedly.
[02:28:43.140 --> 02:28:48.923]  Where is the panic coming from, this idea that we have to lock you down so you don't get a virus?
[02:28:48.923 --> 02:28:51.605]  Prior restraint, the end of freedom, the end of the Bill of Rights.
[02:28:54.560 --> 02:28:58.002]  ATTENTION ALL RADIO LISTENERS WHO STILL NEED FOOD SUPPLIES.
[02:28:58.002 --> 02:29:07.366]  IF YOU'VE THOUGHT ABOUT THE IMPLICATION OF FOOD RELATED SUPPLY CHAIN DISRUPTIONS AND ARE CONCERNED ABOUT THE COMING QUARANTINES, THIS WILL BE THE MOST IMPORTANT MESSAGE YOU WILL EVER HEAR.
[02:29:07.366 --> 02:29:08.287]  HERE'S WHY.
[02:29:08.287 --> 02:29:12.349]  IN THE NEXT FEW DAYS, ALL AMERICANS WILL FACE EXTREMELY HARD CHOICES.
[02:29:12.349 --> 02:29:20.053]  IF WE'VE LEARNED ANYTHING FROM CHINA AND ITALY, IT'S THAT QUARANTINES AND ENFORCED LOCKDOWNS ARE JUST A FEW DAYS AWAY HERE IN THE U.S.
[02:29:20.453 --> 02:29:28.638]  Listen, while dehydrated food is becoming scarce, you can still get enough open pollinated heirloom seeds to grow a one-acre crisis garden.
[02:29:28.638 --> 02:29:35.422]  The truth is, growing nutrient-dense vegetables in the days ahead may actually be the single most important thing you do.
[02:29:35.422 --> 02:29:40.825]  Go to survivalseabank.com and watch the new video to understand the nature of the threat.
[02:29:40.825 --> 02:29:42.106]  This could be life-saving.
[02:29:42.486 --> 02:29:45.347]  Lockdowns can last from six to eight weeks.
[02:29:45.347 --> 02:29:46.948]  Get free bonus seeds.
[02:29:46.948 --> 02:29:48.849]  Special quarantine reports too.
[02:29:48.849 --> 02:29:51.150]  Go to survivalseedbank.com.
[02:29:51.150 --> 02:29:55.372]  That's survivalseedbank.com.
[02:29:55.372 --> 02:30:04.657]  You have to look really hard at mainstream television news and print media and mainstream establishment media news sites to find it.
[02:30:05.623 --> 02:30:08.444]  I did extensive searches online with different search engines.
[02:30:08.444 --> 02:30:20.228]  I did a bunch of research looking at different TV archives and I couldn't find hardly anything except a couple local news stories with medical doctors on there talking about zinc.
[02:30:20.868 --> 02:30:21.729]  Zinc.
[02:30:21.729 --> 02:30:22.569]  Zinc.
[02:30:22.569 --> 02:30:27.413]  The element on the periodic table that is essential to life.
[02:30:27.413 --> 02:30:41.164]  And that is the most anti-viral natural compound out there in thousands and thousands of studies by the most prestigious universities, including big studies on the coronavirus family.
[02:30:41.844 --> 02:30:43.566]  So, do yourself a favor.
[02:30:43.566 --> 02:30:47.731]  Search engine, zinc and antiviral.
[02:30:47.731 --> 02:30:48.451]  Three words.
[02:30:48.451 --> 02:30:49.172]  Zinc.
[02:30:49.172 --> 02:30:50.594]  Antiviral.
[02:30:50.594 --> 02:30:51.294]  Zinc.
[02:30:51.294 --> 02:30:52.035]  Antiviral.
[02:30:52.035 --> 02:30:53.036]  Do yourself a favor.
[02:30:53.036 --> 02:30:53.557]  Zinc.
[02:30:53.557 --> 02:30:54.197]  Antiviral.
[02:30:55.106 --> 02:31:05.695]  Newtonian physics documents the fact that for every action there's an opposite and equal reaction, and that matter is not destroyed, it is simply transferred into another form.
[02:31:05.695 --> 02:31:07.616]  Well, we're seeing that happen right now.
[02:31:07.616 --> 02:31:20.187]  The globalists are openly trying to hype up the coronavirus, trying to kill our economy, and trying to have martial law shut down around the country, and trying to stampede Trump into implementing it so they can blame the imploding economy on him.
[02:31:20.407 --> 02:31:29.512]  But Trump has seen through it and so he's let them implement the draconian controls and is saying, do you really want a depression for something that's killed far less than the flu?
[02:31:29.512 --> 02:31:32.033]  Ladies and gentlemen, now is the fight of our lives.
[02:31:32.033 --> 02:31:39.097]  And the good news is their attack on humanity and on independent media has caused a lot of people to start thinking for themselves.
[02:31:39.097 --> 02:31:43.639]  And so the traffic to InfoWars.com and Band.Video is triple our
[02:31:43.999 --> 02:31:44.700]  We're good to go.
[02:31:55.196 --> 02:32:15.874]  For more than four days, the Democratic Party and their willing accomplices in the establishment media have been fighting to keep President Trump from being able to pass emergency funding through Congress to get money to the American people who've lost their jobs and to get money to the emergency first responders for basic medical equipment, respirators, you name it.
[02:32:16.354 --> 02:32:26.545]  We've seen all these Democrat leaders, governors, mayors come out and say Trump hasn't lifted a finger while they're actually trying to tie him down in a straitjacket of lies.
[02:32:26.545 --> 02:32:28.487]  It is next level.
[02:32:28.487 --> 02:32:32.611]  I never thought they would go this far and be this criminal publicly.
[02:32:32.611 --> 02:32:34.933]  Yes, they hoped the virus would plunge the economy.
[02:32:34.933 --> 02:32:36.535]  Yes, they hyped it all up.
[02:32:36.535 --> 02:32:38.297]  Yes, they're rooting against America.
[02:32:38.297 --> 02:32:39.318]  But now this.
[02:32:39.798 --> 02:32:49.888]  These people have gone completely insane, and the American people need to let them know, legally and lawfully, that we see through them, and we're not going to put up with their terrorism against America.
[02:32:49.888 --> 02:32:58.937]  As for Infowars, we're fighting on harder than ever, thanks to you, and we are winning.
[02:32:58.937 --> 02:33:01.600]  You're listening to the Alex Jones Show.
[02:33:07.236 --> 02:33:12.138]  From the front lines of the Information War, it's Alex Jones.
[02:33:12.138 --> 02:33:18.201]  I want to be absolutely crystal clear on this.
[02:33:31.929 --> 02:33:33.090]  We knew it was man-made.
[02:33:33.090 --> 02:33:35.050]  We saw people being welded into their homes.
[02:33:35.050 --> 02:33:36.351]  Women shot at checkpoints.
[02:33:36.351 --> 02:33:38.272]  Drones controlling people.
[02:33:38.272 --> 02:33:41.573]  And we said, China kills you if you videotape something you're not supposed to.
[02:33:41.573 --> 02:33:44.275]  They're being encouraged to show this and exaggerate.
[02:33:44.275 --> 02:33:49.677]  But the hysteria that's going to hit, and how they're going to try to blame this on Trump, is coming.
[02:33:49.677 --> 02:33:51.758]  And America is about to face its biggest crisis.
[02:33:51.758 --> 02:33:53.199]  You better get storable food.
[02:33:53.199 --> 02:33:58.541]  You better get the normal vitamins and minerals and supplements that boost your body regardless.
[02:33:58.541 --> 02:34:00.362]  And so I believe you should get ready.
[02:34:01.274 --> 02:34:08.982]  But the fear is worse than the disease, as the president has said, and there's that clip two days ago where he said, we have a depression.
[02:34:08.982 --> 02:34:13.346]  That'll kill a lot more people than this virus.
[02:34:13.346 --> 02:34:17.491]  And Joel Skousen is an expert on population flows and breakdown of civilization.
[02:34:17.491 --> 02:34:18.812]  He's one of the preeminent ones out there.
[02:34:19.893 --> 02:34:28.505]  They all concur, though, and I've done my own research, 7 million or so probably starved to death around that number from malnutrition, Great Depression, when we were more than half self-sufficient.
[02:34:28.505 --> 02:34:30.588]  Today, maybe 5% are self-sufficient.
[02:34:30.588 --> 02:34:31.529]  Maybe.
[02:34:31.529 --> 02:34:34.213]  We're talking about quick degeneration.
[02:34:34.213 --> 02:34:35.155]  FEMA can't save you.
[02:34:35.155 --> 02:34:36.556]  The government can't save you at that point.
[02:34:37.825 --> 02:34:39.086]  They know that.
[02:34:39.086 --> 02:34:44.648]  So they're only pushing a partial destabilization to scare you in into submission.
[02:34:44.648 --> 02:34:59.935]  But looking at how this could unfold, if things continue to get out of hand, if the governor's trying to hold things hostage, and if we went into a real Great Depression, Joel Skousen, I think America is at the most dangerous point it's ever been in since its conception.
[02:34:59.935 --> 02:35:02.556]  What do you think?
[02:35:02.556 --> 02:35:05.457]  Right now, I think I'm going to agree with you, Alex.
[02:35:05.457 --> 02:35:07.038]  Just because the people have
[02:35:08.268 --> 02:35:11.969]  They've become clueless, and they're believing what the mainstream media is telling them.
[02:35:11.969 --> 02:35:14.590]  They're scared to death, and it's just totally inappropriate.
[02:35:14.590 --> 02:35:19.972]  If they listen to the alternative media, you can find out that this is not deadly.
[02:35:19.972 --> 02:35:23.793]  They're going to rush to doctors, and that's the worst thing you want to do.
[02:35:23.793 --> 02:35:28.575]  If you get into a doctor's hand, you get quarantined in a medical establishment.
[02:35:28.575 --> 02:35:30.176]  You don't have access to your vitamins.
[02:35:30.176 --> 02:35:33.137]  You don't get vitamin C. They won't give it to you.
[02:35:33.137 --> 02:35:35.117]  You don't get access to good food.
[02:35:35.117 --> 02:35:36.518]  The hospital food is terrible.
[02:35:37.653 --> 02:35:40.574]  You'd want to stay home and treat this.
[02:35:40.574 --> 02:35:45.416]  And if you're in bad chronic health, you know, that you have to go to the hospital, then you're stuck.
[02:35:45.416 --> 02:35:56.239]  Because you've been under drug therapy for years, and you've just been set up, basically, to be reliant on the established medical system, which is eventually going to kill you.
[02:35:56.239 --> 02:35:59.540]  So my plea to people is this is going to pass.
