[00:00:02.431 --> 00:00:04.673]  January 21st, 2020.
[02:20:17.898 --> 02:20:33.970]  You know, I think one of the most egregious things that has been proposed for a long time, and we've had a lot of egregious proposals to try to take people's guns, I think the red flag law is one of the worst ideas we've ever seen.
[02:20:33.970 --> 02:20:37.733]  You know, take the gun, do the due process later, if you ever get around to it.
[02:20:37.733 --> 02:20:41.136]  But what we saw yesterday, with the peaceful rally,
[02:20:42.373 --> 02:20:50.539]  And how you had the violence and the revolution that the Democrats hope to see happen.
[02:20:50.539 --> 02:20:53.602]  We just saw that again, yet by another Bernie Sanders supporter.
[02:20:53.602 --> 02:20:59.226]  But I think the real danger is what we're seeing from the Harvard and Yale suits.
[02:21:00.407 --> 02:21:08.371]  Like we had Mark Levine, who was a Democrat legislator, say, yeah, we've got the military to come after you.
[02:21:08.371 --> 02:21:11.112]  And we've had other Democrats say, well, send in the National Guard or whatever.
[02:21:11.112 --> 02:21:13.974]  I mean, they want a revolution.
[02:21:13.974 --> 02:21:16.515]  And they think that this is their key to getting it.
[02:21:16.515 --> 02:21:22.398]  But it's also the media, as their handmaids, essentially doing a red flag.
[02:21:23.427 --> 02:21:26.670]  To 50,000 people.
[02:21:26.670 --> 02:21:33.297]  They have now been slandered and vilified and red flagged by the Democrats.
[02:21:33.297 --> 02:21:34.698]  I would even say by the FBI.
[02:21:34.698 --> 02:21:38.482]  Guilt by association, you know, just like they did with the Hutteri militia.
[02:21:38.482 --> 02:21:40.064]  The FBI came after them.
[02:21:40.064 --> 02:21:43.046]  They were eventually exonerated.
[02:21:43.046 --> 02:21:46.009]  The FBI still has them on their list of bad boys.
[02:21:47.407 --> 02:21:51.131]  They should rename themselves the Richard Jewell Militia.
[02:21:51.131 --> 02:21:54.814]  But yeah, the FBI, the media, the Democrats will vilify everybody.
[02:21:54.814 --> 02:22:02.142]  We've got a great compilation of what the media tried to do to people in Virginia with a Second Amendment rally by Darren McBrain.
[02:22:02.142 --> 02:22:03.223]  I want to play that for you now.
[02:22:03.223 --> 02:22:06.186]  Let's go to video clip number two.
[02:22:06.186 --> 02:22:07.007]  Here we go.
[02:22:07.007 --> 02:22:08.309]  Three, two, one.
[02:22:09.639 --> 02:22:18.885]  We're here at the Virginia State Capitol in Richmond where thousands of protesters have gathered to protest proposed legislation limiting gun rights.
[02:22:18.885 --> 02:22:24.989]  Richmond, Virginia is on high alert this morning before a gun rights rally that local authorities fear could turn violent.
[02:22:24.989 --> 02:22:27.871]  Virginia's governor has declared a state of emergency.
[02:22:27.871 --> 02:22:30.092]  We're seeing threats of violence.
[02:22:30.092 --> 02:22:35.756]  We're seeing threats of armed confrontation and assault on our Capitol.
[02:22:38.735 --> 02:22:46.758]  Virginia Democrats' plans to enact a sweeping series of gun measures have already fired a rebellion in dozens of counties.
[02:22:46.758 --> 02:22:54.802]  Monday's rally is related to new gun reforms proposed in Virginia's legislature, now controlled by Democrats for the first time in more than two decades.
[02:22:55.282 --> 02:23:05.995]  Now armed gun rights supporters from across the country, including some from the far right, are planning to sweep into Richmond on Martin Luther King Day.
[02:23:05.995 --> 02:23:12.263]  The arrest of three alleged white supremacists is raising alarms ahead of a gun rights rally in Richmond, Virginia.
[02:23:12.483 --> 02:23:18.804]  The arrest of the three men, Michelle, is really feeding this narrative that there could be violence here on Monday.
[02:23:18.804 --> 02:23:25.246]  In fact, investigators say the three men were targeting the event as a way of spreading their hate-filled ideology.
[02:23:25.246 --> 02:23:37.069]  They claim white supremacists are crawling the nation, that all gun owners are racist, and that people are planning to kill law enforcement in Virginia, when conservatives and patriots have never even acted like that at a gun rally before.
[02:23:37.069 --> 02:23:38.249]  Are you a white supremacist?
[02:23:39.170 --> 02:23:40.212]  Am I Western?
[02:23:40.212 --> 02:23:41.534]  I was told there'd be white supremacists.
[02:23:41.534 --> 02:23:42.916]  This ain't me, I got dreads!
[02:23:42.916 --> 02:23:44.759]  Oh wow, you really are black-based.
[02:23:47.336 --> 02:23:52.079]  I do not support in any way, shape, or form Governor Northam's and the Democrats' gun control.
[02:23:52.079 --> 02:24:00.205]  What I also don't support is the fact that every news piece you've seen on this this weekend, they've always brought up the issue of race.
[02:24:00.205 --> 02:24:06.709]  A neo-Nazi group that advocates violence against minorities while rallying around slogans like save your race.
[02:24:06.709 --> 02:24:07.609]  Neo-Nazis.
[02:24:07.609 --> 02:24:08.690]  White supremacist groups.
[02:24:08.690 --> 02:24:09.531]  White supremacists.
[02:24:09.531 --> 02:24:10.832]  A white supremacist group.
[02:24:10.832 --> 02:24:11.912]  White supremacist group.
[02:24:11.912 --> 02:24:13.113]  A white nationalist group.
[02:24:13.113 --> 02:24:14.754]  No white supremacy!
[02:24:14.754 --> 02:24:16.035]  No white supremacy!
[02:24:16.295 --> 02:24:24.179]  White supremacist groups and militias may gather in the former Confederate Capitol today, where Democrats are proposing new gun laws.
[02:24:24.179 --> 02:24:29.262]  They want to paint Trump supporters as neo-Nazis and white supremacists.
[02:24:29.262 --> 02:24:41.108]  As though it's nothing but white rednecks and hillbillies out here who care for the Second Amendment, when actually black Americans, Asian Americans, Hispanic Americans, Americans in general.
[02:24:42.088 --> 02:24:43.549]  They care about the Second Amendment.
[02:24:43.549 --> 02:24:51.892]  These white politicians in leftist run cities want to take away black women's rights to protect ourselves.
[02:24:51.892 --> 02:24:56.054]  You know the media is going to lie about what happened out here today.
[02:24:56.054 --> 02:24:59.215]  But you guys are all out here to tell the truth.
[02:24:59.215 --> 02:25:04.457]  And you guys are out here filming and you're going to tell your friends and family the truth about what happened in Virginia today.
[02:25:05.515 --> 02:25:17.401]  Hundreds of thousands of patriots showed up to stand up for their God-given rights and to let the 12th Governor of Virginia know, you will not take away our firearms and you will not silence us!
[02:25:18.939 --> 02:25:20.300]  President Trump weighing in.
[02:25:20.300 --> 02:25:25.104]  Your Second Amendment is under very serious attack in the great Commonwealth of Virginia.
[02:25:25.104 --> 02:25:27.226]  That's what happens when you vote for Democrats.
[02:25:27.226 --> 02:25:28.727]  They will take your guns away.
[02:25:28.727 --> 02:25:30.388]  Hitler took the guns.
[02:25:30.388 --> 02:25:31.910]  Stalin took the guns.
[02:25:31.910 --> 02:25:33.491]  Mao took the guns.
[02:25:33.491 --> 02:25:35.292]  Castro took the guns.
[02:25:35.292 --> 02:25:37.074]  Hugo Chavez took the guns.
[02:25:37.074 --> 02:25:40.156]  And if they ever really try to take the guns, 1776 will commence again.
[02:25:42.378 --> 02:25:44.561]  United we stand!
[02:25:44.561 --> 02:25:48.066]  White, Black, Hispanic, Latino, Mexican, whatever!
[02:25:48.066 --> 02:25:49.147]  United we stand!
[02:25:59.708 --> 02:26:05.069]  Of Governor Coonman dressed up as a black person, in blackface, right?
[02:26:05.069 --> 02:26:07.550]  With his Ku Klux Klan friend.
[02:26:07.550 --> 02:26:11.271]  And saying, we're not white supremacists.
[02:26:11.271 --> 02:26:13.551]  We want to have our right to self-defense.
[02:26:13.551 --> 02:26:20.713]  And we have hashtag BlackGunsMatter saying, these people are doing this because they want to create chaos.
[02:26:20.713 --> 02:26:22.753]  Yes, they do want to have a civil war.
[02:26:22.753 --> 02:26:23.313]  Melt it down.
[02:26:23.313 --> 02:26:26.414]  You heard them saying, right here in the former capital of the Confederacy.
[02:26:27.215 --> 02:26:33.629]  Tucker Carlson talked about this last night on Fox about how, hey, nobody died, nobody got hurt.
[02:26:33.629 --> 02:26:35.032]  How is that shocking?
[02:26:35.032 --> 02:26:36.856]  Let's go to video clip number seven.
[02:26:37.822 --> 02:26:39.703]  Chin tuggers on the tube.
[02:26:39.703 --> 02:26:42.805]  Nothing especially dramatic happened there today.
[02:26:42.805 --> 02:26:43.926]  Nothing is on fire.
[02:26:43.926 --> 02:26:44.686]  Nobody died.
[02:26:44.686 --> 02:26:51.071]  A group of Americans rallied to defend their constitutional rights and did not start a war in the process.
[02:26:51.071 --> 02:26:53.572]  The national media are reeling in confusion tonight.
[02:26:53.572 --> 02:26:57.595]  Once again it turns out they know next to nothing about the country they supposedly cover.
[02:26:58.601 --> 02:27:03.205]  In last fall's elections, as you may remember, Virginia turned from red to blue.
[02:27:03.205 --> 02:27:08.390]  Democrats in the state, newly ascended, responded to the demands of donors in New York and L.A.
[02:27:08.390 --> 02:27:16.837]  and immediately set about trying to undo hundreds of years of precedent on gun laws and effectively nullify the Second Amendment in Virginia.
[02:27:16.837 --> 02:27:22.282]  Well, this morning, thousands of Virginians marched peacefully at the state capitol to protest this, this attack on their rights.
[02:27:23.294 --> 02:27:28.906]  Under some circumstances, a demonstration to protect the Constitution would be considered virtuous.
[02:27:28.906 --> 02:27:31.050]  Civil disobedience, they often tell us.
[02:27:31.050 --> 02:27:33.234]  It's what democracy is supposed to look like!
[02:27:34.241 --> 02:27:35.961]  But needless to say, they don't mean it.
[02:27:35.961 --> 02:27:41.363]  Instead of congratulating the protesters, the left suggested they were engaged in some form of terrorism.
[02:27:41.363 --> 02:27:44.024]  Prospect of gun control in Virginia draws threats.
[02:27:44.024 --> 02:27:48.645]  Promise of armed protest, read the ominous warning in the Washington Post.
[02:27:48.645 --> 02:27:53.986]  Richmond braces for white supremacist militias at gun rally, said Axios.
[02:27:53.986 --> 02:27:59.928]  According to a website called Raw Story, quote, authorities fear Richmond gun rally could be the next Charlottesville.
[02:28:00.970 --> 02:28:09.897]  Well, on television, the chirpy morning shows, being wholly dependent on left-wing websites to tell them what to think, obediently parroted the party line.
[02:28:09.897 --> 02:28:10.238]  Watch this.
[02:28:11.727 --> 02:28:13.027]  State of emergency.
[02:28:13.027 --> 02:28:20.009]  Richmond, Virginia on high alert this morning, bracing for violence as thousands descend for a gun rights rally.
[02:28:20.009 --> 02:28:26.270]  Richmond, Virginia is on high alert this morning before a gun rights rally that local authorities fear could turn violent.
[02:28:26.270 --> 02:28:34.951]  Police in Virginia bracing for a massive crowd at a gun rights rally today amid fears it will attract white supremacists and turn violent.
[02:28:34.951 --> 02:28:38.372]  This morning what officials are doing to avoid another Charlottesville.
[02:28:39.560 --> 02:28:40.600]  State of emergency!
[02:28:40.600 --> 02:28:42.501]  White supremacists!
[02:28:42.501 --> 02:28:49.503]  Keep in mind that the protesters in Richmond were protesting a governor who is admitted to wearing a racist costume.
[02:28:49.503 --> 02:28:51.743]  Alright, we'll be right back.
[02:28:51.743 --> 02:28:52.303]  Stay with us.
[02:28:52.303 --> 02:28:53.544]  Tucker got it on spot.
[02:28:53.544 --> 02:28:58.105]  If you are trying to quit drinking or doing too many drugs, listen to me.
[02:28:58.105 --> 02:29:00.186]  You don't know me and we'll never meet.
[02:29:00.186 --> 02:29:01.506]  I had a problem like you once.
[02:29:01.926 --> 02:29:08.469]  I drank and used to party a little too much till it got out of control and almost ruined my life.
[02:29:08.469 --> 02:29:13.551]  I realized I needed help to fix my problem before it totally destroyed me.
