[00:00:12.403 --> 00:00:14.684]  Wednesday, February 12, 2020.
[02:36:16.474 --> 02:36:28.898]  Under Reagan, we had already sent the CDC and American Tide Culture Collection 40 shipments of weapons-grade U.S.
[02:36:28.898 --> 02:36:40.322]  military bio-warfare agents for Saddam Hussein in the hope and expectation that he would weaponize them and use them against Iraq.
[02:36:40.322 --> 02:36:42.682]  And again, this is all mad scientist behavior.
[02:36:42.682 --> 02:36:43.643]  Why would you do that?
[02:36:46.027 --> 02:36:55.473]  They figured Saddam Hussein would weaponize these biological warfare agents that we gave him and use them against Iran in the Iran-Iraq War.
[02:36:55.473 --> 02:37:00.135]  He did not use them, but the problem was when the war was over, U.S.
[02:37:00.135 --> 02:37:10.561]  military forces were just instructed to blow up these biological warfare laboratories, and of course you can't dispose of biological weapons that way.
[02:37:11.742 --> 02:37:11.943]  Yeah.
[02:37:30.402 --> 02:37:33.345]  Mad scientist vein to these people.
[02:37:33.345 --> 02:37:38.149]  Just in closing, you've been around them, you know, taught PhD in their own programs.
[02:37:38.149 --> 02:37:39.951]  What's up with this mad scientist thing?
[02:37:39.951 --> 02:37:41.172]  Why do they even do this?
[02:37:41.172 --> 02:37:43.975]  Because just because I can do something, I don't do it.
[02:37:43.975 --> 02:37:45.036]  I don't understand it.
[02:37:46.724 --> 02:37:52.506]  Well, as for most of them, it's just greed and selfishness, ambition and money.
[02:37:52.506 --> 02:37:54.847]  But at the very top, it's a different story.
[02:37:54.847 --> 02:38:01.410]  As I told you, I deliberately went through the exact same PhD program at Harvard.
[02:38:02.026 --> 02:38:06.410]  That produced Kissinger and Brzezinski before me.
[02:38:06.410 --> 02:38:10.813]  I wanted to find out how these people thought and how they operated.
[02:38:10.813 --> 02:38:17.979]  And indeed, they gave me Kissinger's old office at Harvard Center for International Affairs when I was there.
[02:38:18.599 --> 02:38:34.082]  These true elites, like Kissinger, Brzezinski, Huntington, pretty much everyone coming out of Harvard, are thoroughly grounded in Machiavelli and The Prince.
[02:38:34.082 --> 02:38:35.382]  It's that simple.
[02:38:35.382 --> 02:38:45.744]  Indeed, Kissinger's colleague there at Harvard, Professor Stanley Hoffman, who was my PhD supervisor, has publicly stated
[02:38:46.304 --> 02:38:50.388]  That Kissinger is thoroughly Machiavelli into the boat.
[02:38:50.388 --> 02:38:57.195]  And that is the type of people that Harvard generates and still generates today.
[02:38:57.195 --> 02:38:57.716]  No, I agree.
[02:38:57.716 --> 02:39:01.640]  Machiavelli though is the political development or deployment system.
[02:39:01.640 --> 02:39:05.844]  But you were saying last week the operating system is eugenics.
[02:39:05.844 --> 02:39:07.025]  Well, that's correct.
[02:39:07.025 --> 02:39:09.288]  And also it ties into eugenics.
[02:39:10.141 --> 02:39:17.225]  As you know, the Rockefeller Foundation was an early proponent of eugenics.
[02:39:17.225 --> 02:39:20.487]  Kissinger was on the payroll of the Rockefeller Foundation.
[02:39:20.487 --> 02:39:22.668]  Sure, he penned Memorandum 200.
[02:39:22.668 --> 02:39:24.769]  I mean, they met right there, population reduction.
[02:39:25.529 --> 02:39:26.350]  That is correct.
[02:39:26.350 --> 02:39:39.140]  If you read the Kissinger memorandum, it says population reduction shall be a national security objective of the United States of America.
[02:39:39.140 --> 02:39:44.745]  I have never read anyone revoking that national security memorandum.
[02:39:44.745 --> 02:39:47.247]  Bottom line, they get off on playing God.
[02:39:47.247 --> 02:39:49.208]  Dr. Boyle, thank you for all the time.
[02:39:49.208 --> 02:39:52.191]  Please come back again as soon as you can to break this down.
[02:39:52.191 --> 02:39:52.511]  Thank you.
[02:39:53.311 --> 02:39:57.994]  Well, again, Alex, I do want to thank you for staying on top of this.
[02:39:57.994 --> 02:40:03.357]  I think you're doing a real public service to the American people and the United States government.
[02:40:03.357 --> 02:40:11.842]  Whatever our political parties, race, creed, national origin may be, this affects all of us and our families.
[02:40:11.842 --> 02:40:12.163]  Thank you.
[02:40:12.163 --> 02:40:12.783]  It certainly does.
[02:40:12.783 --> 02:40:13.183]  Thank you.
[02:40:13.183 --> 02:40:14.804]  Yeah, thank you.
[02:40:14.804 --> 02:40:16.966]  Don't thank me, though, for just trying to cover the topics.
[02:40:16.966 --> 02:40:19.727]  I'm just trying to figure out what the hell's going on.
[02:40:19.727 --> 02:40:22.089]  We're seeing a massive response to this virus.
[02:40:23.843 --> 02:40:27.744]  So it's either the biggest hype we've ever seen or something that's real.
[02:40:27.744 --> 02:40:30.184]  And it's looking like it's real.
[02:40:30.184 --> 02:40:31.265]  We know it's killing some people.
[02:40:31.265 --> 02:40:34.705]  When I say real, I mean it looks like it's really lethal.
[02:40:34.705 --> 02:40:36.866]  And we know it's bioweapons grade.
[02:40:36.866 --> 02:40:38.786]  We know it's man-made.
[02:40:38.786 --> 02:40:40.386]  Notice they don't even deny that now.
[02:40:40.386 --> 02:40:43.227]  They've just moved on from there.
[02:40:43.227 --> 02:40:47.928]  So we'll come back and do a few segments and just go call, call, call, call, call, call, call.
[02:40:47.928 --> 02:40:49.668]  In fact, let's just go to one right now.
[02:40:49.668 --> 02:40:51.309]  Let's go to J.K.
[02:40:51.309 --> 02:40:52.049]  in Washington, D.C.
[02:40:52.049 --> 02:40:53.209]  Thanks for holding, J.K.
[02:40:53.209 --> 02:40:53.469]  Welcome.
[02:40:56.044 --> 02:40:57.345]  Alex, can you hear me?
[02:40:57.345 --> 02:40:57.585]  I can.
[02:40:57.585 --> 02:40:58.025]  Go ahead.
[02:40:58.025 --> 02:40:59.726]  You got two minutes.
[02:40:59.726 --> 02:41:00.286]  Two minutes.
[02:41:00.286 --> 02:41:00.786]  All right.
[02:41:00.786 --> 02:41:04.868]  So, first of all, I've been buying your products since 2011, and thank you for the products.
[02:41:04.868 --> 02:41:05.709]  Thank you.
[02:41:05.709 --> 02:41:08.190]  Very effective.
[02:41:08.190 --> 02:41:10.311]  So, I have... Yeah, give me a few minutes.
[02:41:10.311 --> 02:41:11.312]  Yeah, yeah.
[02:41:11.312 --> 02:41:12.372]  Okay.
[02:41:12.372 --> 02:41:13.633]  Sorry, I'm here at appointment.
[02:41:13.633 --> 02:41:14.653]  I understand.
[02:41:14.653 --> 02:41:15.954]  Go ahead.
[02:41:15.954 --> 02:41:21.797]  I have a colleague at Wuhan University, and really I wanted to ask Dr. Boyle also,
[02:41:23.379 --> 02:41:28.462]  But my question is, I emailed her and she said she was fine, but this was like two weeks ago.
[02:41:28.462 --> 02:41:33.184]  And then I wanted to collect information, thinking that she might not be getting good information.
[02:41:33.184 --> 02:41:38.507]  And then I thought, I don't know what I can say in the email, because maybe, you know, then it would get caught off.
[02:41:38.507 --> 02:41:40.649]  So that's what really my question was.
[02:41:40.649 --> 02:41:43.590]  What kind of email do I send?
[02:41:43.590 --> 02:41:45.611]  Do I just come out and say it all?
[02:41:45.611 --> 02:41:50.454]  You know, what we've learned to somebody who might not know any of this, who lives right there.
[02:41:51.446 --> 02:41:58.290]  And I wanted to find out how close the BSL-4 lab was to Wuhan University, because she's been there for many years.
[02:41:58.290 --> 02:42:07.916]  She translated my book into Chinese about information literacy, and actually got permission from the Ministry of Education, officially.
[02:42:07.916 --> 02:42:13.319]  And there's things in the book that I know the Communist Chinese wouldn't like, but I don't think it got a lot of attention.
[02:42:13.319 --> 02:42:15.260]  But anyway, that's the main thing.
[02:42:15.260 --> 02:42:15.940]  Do I just come out?
[02:42:15.940 --> 02:42:17.121]  Did you ever hear back from her?
[02:42:18.177 --> 02:42:27.844]  Yeah, she said, this was 10 days ago, she said, me and my family are fine, thank you, we're getting a lot of help from around the world, you know, and keep me posted.
[02:42:27.844 --> 02:42:31.807]  I wouldn't overthink sending her stuff, I don't think she's going to get in trouble.
[02:42:31.807 --> 02:42:33.788]  They can't keep control of this.
[02:42:33.788 --> 02:42:37.250]  If anything, it shows the communists don't run Jack's squad.
[02:42:37.250 --> 02:42:39.792]  So just come out and say it all.
[02:42:39.792 --> 02:42:42.154]  Just come out and tell her what we've learned.
[02:42:42.154 --> 02:42:44.696]  Well, nothing's perfect, I would just ask her questions.
[02:42:45.686 --> 02:42:46.108]  Hold on.
[02:42:46.108 --> 02:42:46.851]  We're going to go to a break.
[02:42:46.851 --> 02:42:48.316]  We're going to come back, J.K.
[02:42:48.316 --> 02:42:50.464]  Get a final comment from you, then everybody else stay with us.
[02:42:53.365 --> 02:42:54.545]  Don't be a victim.
[02:42:54.545 --> 02:42:59.387]  If you're worried about the coronavirus, exercise, but not too hard because that can lower your immune system.
[02:42:59.387 --> 02:43:03.668]  Drink extra purified clean water so that no toxins weigh you down, but you have plenty of hydration.
[02:43:03.668 --> 02:43:06.069]  Prayer and meditation has been proven to make you healthier.
[02:43:06.069 --> 02:43:09.530]  Get plenty of vitamin C. Get plenty of vitamin D3, which is fish oil.
[02:43:09.530 --> 02:43:11.191]  Take your colloidal silver, all of it.
[02:43:11.191 --> 02:43:14.832]  That's what allows you to be healthier and get plenty of sleep.
[02:43:14.832 --> 02:43:18.233]  We have sold out of the 16 ounce immune gargle that has the nano
[02:43:18.513 --> 02:43:19.474]  We're good to go.
[02:43:34.948 --> 02:43:37.609]  We also have the super silver in our whitening toothpaste.
[02:43:37.609 --> 02:43:42.570]  Again, we're the only folks allowed to private label or make our own products with this top nanotech company based here in the U.S.
[02:43:42.570 --> 02:43:46.031]  that's in all these Homeland Security documents and everything, because we get the best stuff.
[02:43:46.031 --> 02:43:47.251]  There's a lot of patriots.
[02:43:47.251 --> 02:43:48.852]  There's not just bad guys coming after us.
[02:43:48.852 --> 02:43:51.853]  There's a flip side of all the good guys and good gals.
[02:43:51.853 --> 02:43:52.593]  It's very exciting.
[02:43:53.613 --> 02:44:07.073]  I have confirmed with high-level sources that President Trump is intending to either pardon Roger Stone after his sentencing or give him clemency, saying the conviction stands, but you now basically don't go to jail.
[02:44:07.073 --> 02:44:09.817]  Either way, this is incredibly good news, but
[02:44:10.297 --> 02:44:12.358]  Let's not forget Julian Assange.
[02:44:12.358 --> 02:44:17.400]  That's one of the biggest black marks on Trump is that he famously said, I don't know who got the emails.
[02:44:17.400 --> 02:44:19.041]  I don't know where they came from.
[02:44:19.041 --> 02:44:21.281]  The Russians, a fat dude in his mom's basement.
[02:44:21.281 --> 02:44:22.942]  Whoever's got them, release them.
[02:44:22.942 --> 02:44:26.363]  It's about Hillary committing a crime, not who has the emails.
[02:44:26.363 --> 02:44:27.604]  Don't change the subject.
[02:44:27.604 --> 02:44:30.625]  Well, Julian Assange undoubtedly took Trump over the top.
[02:44:30.625 --> 02:44:32.286]  The Wikileaks exposed the deep state.
[02:44:32.286 --> 02:44:33.506]  The man is a hero.
[02:44:33.506 --> 02:44:34.927]  Daniel Ellsberg was a hero.
[02:44:35.467 --> 02:44:40.992]  Assange is even a bigger hero and he's rotting in solitary confinement and at court hearings can barely talk.
[02:44:40.992 --> 02:44:47.358]  President Trump, do the right thing and ask the British to release Julian Assange and give him a medal.
[02:44:47.358 --> 02:44:50.441]  President Trump, you must release Julian Assange!
[02:44:50.441 --> 02:44:52.083]  Free Julian Assange!
[02:44:52.083 --> 02:44:53.264]  Free Julian Assange!
[02:44:54.887 --> 02:44:58.931]  Almost all the other big storable food companies are sold out of food.
[02:44:58.931 --> 02:45:04.436]  But I know for a fact from sources, they're telling people, oh, we've got it, get your order in, two weeks for delivery.
[02:45:04.436 --> 02:45:06.278]  We follow this pattern over and over again.
[02:45:06.278 --> 02:45:07.959]  I've been on radio for 25 years.
[02:45:07.959 --> 02:45:10.101]  I've had storable food for a long time.
[02:45:10.101 --> 02:45:18.569]  And I learned very quickly, a lot of these companies, they're fine during normal times, but during a crisis, they don't keep a bunch of food on hand because of inventory, they'll still take your orders.
[02:45:18.769 --> 02:45:33.799]  That's why about 11 years ago I found MyPatriotSupply, now the biggest, most trusted company out there, and I became a private labeler for them because they actually have it on hand, they actually give it delivered to you on time, they do what they're going to say they're going to do, because they want you as a customer over and over again, and they're good people.
