[00:00:09.645 --> 00:00:11.227]  I rarely get goosebumps.
[01:40:42.086 --> 01:40:44.667]  Do you wear a mask where you're allowed to not wear a mask?
[01:40:45.048 --> 01:40:46.728]  No, you're not afraid of Corona.
[01:40:47.009 --> 01:40:48.830]  You're afraid of not complying.
[01:40:49.230 --> 01:40:50.690]  That shows your cowardice.
[01:40:51.191 --> 01:40:55.433]  You cannot comply with something you know to be false purely out of fear.
[01:40:55.673 --> 01:40:57.914]  That is not the masculine attitude towards life.
[01:40:58.522 --> 01:41:04.383]  This whole mask escapade is a mark of submission.
[01:41:04.703 --> 01:41:07.524]  When you want someone to be submissive, you humiliate them.
[01:41:07.904 --> 01:41:17.946]  Making you wear a mask when you go for a piss in a bathroom, but allowing you to take it off to drink, laugh, and kiss whoever's next to you has nothing to do with medical science.
[01:41:18.626 --> 01:41:20.106]  It's a humiliation tactic.
[01:41:20.386 --> 01:41:22.107]  Because if you're humiliated, you're submissive.
[01:41:22.427 --> 01:41:26.688]  And the people who are in charge of the world don't want to hide what they're doing anymore.
[01:41:27.008 --> 01:41:28.108]  They can't hide it, Alex.
[01:41:28.723 --> 01:41:29.884]  There's people like you out there.
[01:41:30.085 --> 01:41:31.246]  There's other people on the Internet.
[01:41:31.526 --> 01:41:32.847]  All of their secrets are coming out.
[01:41:33.128 --> 01:41:33.949]  They can't hide it.
[01:41:34.149 --> 01:41:35.590]  They killed Epstein in our face.
[01:41:35.851 --> 01:41:37.613]  They rigged the election in our face.
[01:41:37.853 --> 01:41:39.274]  They no longer want to hide it.
[01:41:39.515 --> 01:41:41.837]  Their new tactic is we won't hide anything.
[01:41:42.137 --> 01:41:45.381]  We'll just do it right in their face and they won't do anything about it.
[01:41:45.681 --> 01:41:47.003]  And that's what this whole Corona
[01:41:47.763 --> 01:41:49.465]  Exercise is linked to.
[01:41:49.745 --> 01:41:50.666]  That's what all of this is.
[01:41:50.706 --> 01:41:57.133]  They want to just continue to do whatever they want, blatantly, in broad daylight, and everyone be too afraid to do anything about it.
[01:41:57.173 --> 01:41:58.855]  That's their master plan.
[01:42:00.990 --> 01:42:09.596]  And again, people think it's a throwback to see aggressive men that are loud and angry, and I've met you and your brother, you're really big and posing guys, but that's a good thing.
[01:42:09.636 --> 01:42:13.379]  That makes me feel secure that humanity's strong and aggressive and smart.
[01:42:13.819 --> 01:42:17.982]  And these globalist nerds always associate big and strong with dumb.
[01:42:18.022 --> 01:42:19.543]  That's actually not even how it works.
[01:42:19.943 --> 01:42:21.885]  And it's up to those of us that are not.
[01:42:22.825 --> 01:42:27.869]  Modern, domesticated, soft people, and who are more caveman-like, which is the stronger attributes.
[01:42:27.889 --> 01:42:29.290]  We're getting weaker, not stronger.
[01:42:29.590 --> 01:42:38.416]  All the studies show they dig up people in Africa, they dig up people from England 5-10,000 years ago, and the average farmer was stronger than, you know, a top Olympic athlete.
[01:42:38.856 --> 01:42:40.157]  We are all degenerating.
[01:42:40.177 --> 01:42:41.778]  We need to get back to what we were.
[01:42:41.998 --> 01:42:43.079]  We were more intelligent.
[01:42:43.279 --> 01:42:44.040]  We lived longer.
[01:42:44.400 --> 01:42:46.121]  If you survived past being a baby.
[01:42:47.682 --> 01:42:55.875]  I mean, there's so much going on here, we must rediscover our humanity, celebrate humanity, and that will defeat this post-human world the big corporations are building.
[01:42:57.230 --> 01:42:57.730]  Absolutely.
[01:42:58.071 --> 01:43:00.893]  It's absolutely no mistake and it's completely by design.
[01:43:00.933 --> 01:43:02.274]  They tell men don't be strong.
[01:43:02.334 --> 01:43:03.034]  Don't be loud.
[01:43:03.074 --> 01:43:03.895]  Don't have an opinion.
[01:43:03.935 --> 01:43:04.736]  Don't be aggressive.
[01:43:05.056 --> 01:43:06.257]  Just put the mask on.
[01:43:06.537 --> 01:43:07.417]  Just stay at home.
[01:43:07.718 --> 01:43:09.199]  Just throw your business away.
[01:43:09.479 --> 01:43:10.620]  Don't think for yourself.
[01:43:10.960 --> 01:43:11.901]  Just comply.
[01:43:12.201 --> 01:43:13.142]  I will keep you safe.
[01:43:13.202 --> 01:43:14.182]  You don't need freedom.
[01:43:14.403 --> 01:43:15.343]  You need safety.
[01:43:15.563 --> 01:43:17.585]  You're only safe if you listen to me.
[01:43:17.825 --> 01:43:19.006]  You don't need an income.
[01:43:19.266 --> 01:43:20.867]  You know what the best stimulus check is?
[01:43:21.288 --> 01:43:21.808]  A job.
[01:43:22.208 --> 01:43:23.529]  That's what the best stimulus check is.
[01:43:23.889 --> 01:43:24.510]  You know what the best
[01:43:24.910 --> 01:43:26.271]  Safety is for humanity.
[01:43:26.591 --> 01:43:28.252]  People out there doing what they need to do.
[01:43:28.532 --> 01:43:31.333]  If they really cared about humanity, why haven't they built any new hospitals?
[01:43:31.654 --> 01:43:38.537]  Why didn't they keep all the businesses open, ask for $50 a week from each one and build 200 new hospitals?
[01:43:38.817 --> 01:43:42.159]  We can have hospitals all over the world for the cost of this economic downturn.
[01:43:42.539 --> 01:43:44.100]  They don't care about us.
[01:43:44.580 --> 01:43:45.340]  They don't care.
[01:43:45.660 --> 01:43:51.242]  They want slaves who are afraid, who comply, who give away all of their money on demand.
[01:43:51.523 --> 01:43:53.603]  That's all they want, it's all they ever wanted.
[01:43:53.623 --> 01:43:58.425]  Because if you're in charge of the world, the only thing you enjoy is control.
[01:43:58.665 --> 01:44:02.246]  You're above money, you're above sports cars, you're above fancy boats.
[01:44:02.526 --> 01:44:06.048]  The only way you can get any kind of buzz in your life is control.
[01:44:06.268 --> 01:44:08.549]  That's right, and these are from inbred, multi...
[01:44:10.356 --> 01:44:28.853]  And they're from inbred, multi-generational families that are so unhappy on average, their only happiness is making us miserable because they see a big, vibrant middle class out on their powerboats with their hot wives, their healthy children, and the David Rockefellers and Bill Gateses of the world and Prince Charles of the world get pissed about that!
[01:44:29.073 --> 01:44:33.096]  And they enjoy trying to have us under their stinking pedophile thumbs!
[01:44:34.264 --> 01:44:34.724]  Completely.
[01:44:34.764 --> 01:44:35.645]  They don't want us happy.
[01:44:35.965 --> 01:44:37.847]  Why would they want us to be happy when they are miserable?
[01:44:38.187 --> 01:44:39.368]  That's the last thing they want.
[01:44:39.768 --> 01:44:42.610]  They want us in perpetual slavery.
[01:44:42.950 --> 01:44:43.851]  That's all they want.
[01:44:44.151 --> 01:44:45.612]  And think of the ego trip.
[01:44:45.892 --> 01:44:56.460]  If you have a control problem, if you're a power freak, if you're a control freak, imagine the ego trip of saying to somebody, there's a 99% survival rate, but you will give up your business.
[01:44:56.800 --> 01:44:57.921]  You will go bankrupt.
[01:44:58.201 --> 01:45:00.402]  You will stay in your house and you will not leave.
[01:45:00.763 --> 01:45:03.705]  And if you do want to leave, you'll take a random injection.
[01:45:03.985 --> 01:45:10.089]  That nobody knows the effects of, and they're going to allow us to inject you anyway, even though you do not need it.
[01:45:10.570 --> 01:45:11.811]  That is a power trip.
[01:45:12.171 --> 01:45:12.992]  That's all that is.
[01:45:13.032 --> 01:45:18.976]  It's a power trip for people who are control freaks, because all these people who are in charge of the world enjoy one thing only, control.
[01:45:19.296 --> 01:45:21.798]  And that's why they're so overt with what they do.
[01:45:22.058 --> 01:45:24.440]  They didn't try and hide this stealing this election.
[01:45:24.460 --> 01:45:25.621]  They haven't tried to hide any of it.
[01:45:25.901 --> 01:45:27.182]  They know exactly what they're doing.
[01:45:27.522 --> 01:45:29.624]  They know exactly what they're doing, and they're loving every second of it.
[01:45:30.024 --> 01:45:31.245]  It's an absolute travesty.
[01:45:32.517 --> 01:45:34.458]  Well, the good news is, we'll play this clip when we come back.
[01:45:35.898 --> 01:45:45.081]  From California to Texas to New York to Ohio, people are going to malls, they're going to grocery stores, they're going to Costco's en masse, and they're not wearing masks, and they're educating people.
[01:45:45.121 --> 01:45:48.382]  In most places, the cops are nice, do their job, and don't violate rights.
[01:45:48.402 --> 01:45:51.763]  But in San Antonio, they arrested a Marine Corps decorated veteran.
[01:45:51.803 --> 01:45:52.823]  We'll play the clip next segment.
[01:45:53.905 --> 01:45:58.810]  For simply going to the mall to educate people that the masks are never coming off until you take them off.
[01:45:59.071 --> 01:46:00.993]  Bill Gates has said they're never coming off!
[01:46:01.253 --> 01:46:02.635]  My God, this is insane!
[01:46:04.907 --> 01:46:06.188]  This is what I don't understand.
[01:46:06.828 --> 01:46:11.210]  Tell me when this virus, COVID-19, is due to disappear.
[01:46:11.551 --> 01:46:15.212]  Because if it's going to be here forever, does that mean we wear masks forever?
[01:46:15.633 --> 01:46:19.715]  Or will a day come when the virus exists and we no longer need masks?
[01:46:20.115 --> 01:46:21.416]  There's no reason to put the masks on.
[01:46:21.436 --> 01:46:24.417]  I'll tell you what's coming next and I think you- We don't wear them.
[01:46:24.838 --> 01:46:27.239]  It doesn't make sense in any other logical universe.
[01:46:27.719 --> 01:46:29.020]  All right, well, you're on fire, my friend.
[01:46:29.040 --> 01:46:30.841]  We got to get you back up more often than once a year.
[01:46:31.201 --> 01:46:35.344]  They started rerunning an old ad you were nice enough to cut for us live on air the other day.
[01:46:35.364 --> 01:46:36.785]  And I said, we got to get Tate on.
[01:46:36.845 --> 01:46:39.667]  I bet he is super pissed and also follow some of your stuff.
[01:46:39.687 --> 01:46:41.468]  So you got to come on at least once a month.
[01:46:41.488 --> 01:46:42.909]  We got to get you back over here to the US.
[01:46:43.189 --> 01:46:44.610]  I'm trying to get Paul out of the UK.
[01:46:44.690 --> 01:46:46.031]  He's literally under martial law.
[01:46:46.331 --> 01:46:47.072]  Everything's closed.
[01:46:47.452 --> 01:46:49.394]  And I told him a year ago, I said, get out of there.
[01:46:49.774 --> 01:46:52.035]  It's going into martial law before COVID even popped up.
[01:46:52.075 --> 01:46:52.996]  I've got all the documents.
[01:46:53.296 --> 01:46:54.397]  I'll tell you where it's going.
[01:46:54.417 --> 01:46:55.758]  And I want to get your take on what we should do.
[01:46:56.178 --> 01:46:57.059]  Andrew Tate, stay with us.
[01:46:57.079 --> 01:46:57.559]  We'll be right back.
[01:46:59.000 --> 01:47:00.961]  All right, ladies and gentlemen, we are back live.
[01:47:01.541 --> 01:47:04.703]  I am your host, Alex Jones, and Andrew Tate is riding shotgun with us.
[01:47:05.444 --> 01:47:08.606]  When he leaves us, I'm going to tell you what's coming up in D.C.
[01:47:09.166 --> 01:47:14.990]  You notice I had to go to rebroadcast the first five minutes of the hour, or had a guest host, because I had to talk to some folks.
[01:47:15.630 --> 01:47:21.234]  I went live at six after, and I said I would expect the president any minute to announce he is speaking.
[01:47:22.250 --> 01:47:25.112]  At the event on the 6th.
[01:47:25.813 --> 01:47:28.415]  And you notice right at that second, he tweeted that out.
[01:47:29.175 --> 01:47:32.458]  So I'll tell you next hour why they were waiting to pull the trigger.
[01:47:33.792 --> 01:47:36.694]  Until they had made a few phone calls.
[01:47:36.814 --> 01:47:37.775]  I'm going to leave it at that.
[01:47:38.176 --> 01:47:41.558]  But the media is really going to have a major heart attack over this, I can tell you.
[01:47:42.419 --> 01:47:43.320]  I can guarantee you.
[01:47:43.760 --> 01:47:45.681]  Because there's a lot of stuff coming up in D.C.
[01:47:45.701 --> 01:47:47.543]  on the 5th and 6th that I'm privy to.
[01:47:48.343 --> 01:47:52.267]  And it's really all just because I paid for the stages, part of the stages and the permits.
[01:47:52.887 --> 01:47:58.030]  And then I went ahead and just handed those over to the White House so it can be their deal.
[01:47:58.050 --> 01:47:59.390]  Because we knew we had to get it.
[01:47:59.410 --> 01:48:00.231]  We knew we had to pay for it.
[01:48:00.251 --> 01:48:02.132]  We knew we had to do it because nobody else would.
