[00:00:06.511 --> 00:00:07.611]  It's game time.
[01:58:17.112 --> 01:58:19.954]  Go to Banned.Video, click the left-hand corner, you'll see the John Bowne channel.
[01:58:19.954 --> 01:58:21.174]  It's all right there.
[01:58:21.174 --> 01:58:23.116]  But you can't share Banned.Video on Twitter.
[01:58:23.116 --> 01:58:27.659]  You can only share 2020ElectionCenter.com.
[01:58:27.659 --> 01:58:33.443]  So if we send that link to Mark Dice, hopefully he shares it because he's the king of Twitter and he's coming up right now with his new book.
[01:58:33.443 --> 01:58:35.044]  He's premiering here today.
[01:58:35.044 --> 01:58:35.704]  We're very honored.
[01:58:35.704 --> 01:58:37.125]  We love Mark Dice.
[01:58:37.125 --> 01:58:43.830]  So, unfiltered, live, Mark Dice straight ahead with only 27 days left till the election.
[01:58:48.598 --> 01:58:58.076]  And perhaps most cruelly of all, if Donald Trump has his way, the complications of COVID-19, which are well beyond
[01:58:59.830 --> 01:59:00.930]  But they should be.
[01:59:00.930 --> 01:59:08.233]  It's estimated that 200 million people have died, probably by the time I finish this talk.
[01:59:08.233 --> 01:59:14.114]  Joe Biden has always been a congenital liar, part of the establishment for close to 50 years.
[01:59:14.114 --> 01:59:24.478]  But now, boy, as his brain degenerates, we are seeing walking public dementia on the biggest stage in the world, the 2020 election.
[01:59:24.478 --> 01:59:24.758]  There are 370,000
[01:59:25.458 --> 01:59:25.678]  We're good.
[01:59:55.245 --> 01:59:59.349]  Resistance to tyrants is obedience to God.
[01:59:59.349 --> 02:00:04.794]  It's Alex Jones.
[02:00:04.794 --> 02:00:14.382]  I went out walking through streets paved with gold.
[02:00:14.382 --> 02:00:20.568]  Lifted some stones, saw the skin and bones of a city without a soul.
[02:00:23.318 --> 02:00:26.961]  And it's really something very special.
[02:00:26.961 --> 02:00:35.268]  The doctors, the nurses, the first responders, and I learned so much about coronavirus.
[02:00:45.191 --> 02:00:50.094]  And one thing that's for certain, don't let it dominate you.
[02:00:50.094 --> 02:00:52.135]  Don't be afraid of it.
[02:00:52.135 --> 02:00:52.815]  You're going to beat it.
[02:00:52.815 --> 02:00:59.179]  We have the best medical equipment, we have the best medicines, all developed recently.
[02:00:59.179 --> 02:00:59.980]  And you're going to beat it.
[02:00:59.980 --> 02:01:02.581]  I went, I didn't feel so good.
[02:01:02.581 --> 02:01:07.664]  And two days ago, I could have left two days ago, two days ago I felt great, like better than I have in a long time.
[02:01:07.664 --> 02:01:10.466]  I said just recently, better than 20 years ago.
[02:01:11.380 --> 02:01:12.781]  Don't let it dominate.
[02:01:12.781 --> 02:01:15.002]  Don't let it take over your lives.
[02:01:15.002 --> 02:01:16.103]  Don't let that happen.
[02:01:16.103 --> 02:01:18.204]  We have the greatest country in the world.
[02:01:18.204 --> 02:01:19.065]  We're going back.
[02:01:19.065 --> 02:01:20.105]  We're going back to work.
[02:01:20.105 --> 02:01:21.546]  We're going to be out front.
[02:01:21.546 --> 02:01:23.167]  As your leader, I had to do that.
[02:01:23.167 --> 02:01:25.949]  I knew there's danger to it, but I had to do it.
[02:01:25.949 --> 02:01:27.469]  I stood out front.
[02:01:27.469 --> 02:01:27.850]  I led.
[02:01:28.863 --> 02:01:32.906]  Nobody that's a leader would not do what I did.
[02:01:32.906 --> 02:01:36.449]  And I know there's a risk, there's a danger, but that's okay.
[02:01:36.449 --> 02:01:38.690]  And now I'm better, and maybe I'm immune.
[02:01:38.690 --> 02:01:39.951]  I don't know.
[02:01:39.951 --> 02:01:41.832]  But don't let it dominate your lives.
[02:01:41.832 --> 02:01:43.033]  Get out there.
[02:01:43.033 --> 02:01:44.194]  Be careful.
[02:01:44.194 --> 02:01:46.656]  We have the best medicines in the world.
[02:01:46.656 --> 02:01:48.137]  And it all happened very shortly.
[02:01:48.137 --> 02:01:49.938]  And they're all getting approved.
[02:01:49.938 --> 02:01:53.341]  And the vaccines are coming momentarily.
[02:01:53.341 --> 02:01:54.301]  Thank you very much.
[02:01:54.301 --> 02:01:56.743]  And Walter Reed, what a group of people.
[02:01:56.743 --> 02:01:57.584]  Thank you very much.
[02:02:00.731 --> 02:02:15.282]  Well, I'm really excited about Mark Dice, media analyst, social critic, political activist, and author, constantly making national
[02:02:15.362 --> 02:02:15.882]  I think so.
[02:02:37.594 --> 02:02:38.694]  Great to be with you, Alex.
[02:02:38.694 --> 02:02:45.057]  One of the few platforms in the country that's truly independent from the social media titans, from the big tech censors.
[02:02:45.057 --> 02:02:47.918]  We just saw President Trump got censored again today.
[02:02:47.918 --> 02:02:51.579]  It's incredible what you've been able to build, and I know that you're under attack.
[02:02:51.579 --> 02:02:57.262]  They're always inventing new and more devious ways to try to continue to further reduce your voice.
[02:02:57.262 --> 02:03:05.445]  So, great to be here where we can speak freely and not be concerned about getting deplatformed, demonetized, censored, suppressed.
[02:03:06.245 --> 02:03:13.370]  And the new book is, Hollywood Propaganda, How Television, Movies, and Music Shape Our Culture.
[02:03:13.370 --> 02:03:22.555]  And everybody knows that Hollywood is liberal, that they push a liberal agenda, but people need to know how deep it goes and the mechanisms of power that are behind the scenes.
[02:03:22.555 --> 02:03:28.739]  Because just like in Washington, D.C., there are lobbyist groups that lobby members of Congress to pass laws.
[02:03:29.713 --> 02:03:47.309]  Hollywood has lobbying agencies that come and lobby the writers in the studios to insert specific messages into the shows and into their scripts to popularize ideas.
[02:03:47.309 --> 02:03:50.432]  You're absolutely right, and now it's very clear to the President.
[02:03:50.432 --> 02:03:52.033]  I saw you were commenting on his tweet.
[02:03:52.955 --> 02:03:54.296]  Repeal Section 230.
[02:03:54.296 --> 02:04:03.925]  You said if we don't stop this, it won't be much longer until people are banned from even owning a cell phone if big tech doesn't like what they talk about or text with their friends.
[02:04:03.925 --> 02:04:10.390]  They're even inside the WhatsApp of Facebook blocking Alex Jones, blocking Jordan Peterson.
[02:04:10.390 --> 02:04:11.932]  I've seen blocking you.
[02:04:11.932 --> 02:04:14.334]  So this is, I mean, they're getting away with bloody murder here.
[02:04:15.885 --> 02:04:27.775]  It's terrible and the tech has evolved far beyond what the laws are able to keep up with and we've been complaining about Section 230 needing amending for many years now and it's not far-fetched to see that somewhere down the line
[02:04:28.699 --> 02:04:36.223]  Windows or Apple could literally just deny you, for example, the right to have an iPhone, the right to use their software.
[02:04:36.223 --> 02:04:46.228]  You're creating content that's violating their terms of service that you agree to with the click-through menus that you supposedly agree to when you install the software.
[02:04:46.228 --> 02:04:51.431]  And it's getting so bad and, you know, in my previous book, The Liberal Media Industrial Complex, I talked all about that.
[02:04:51.431 --> 02:04:58.034]  We're all familiar with how social media has evolved over the last few years, especially since the 2016 election to suppress
[02:04:58.574 --> 02:04:59.115]  I think so.
[02:05:21.568 --> 02:05:35.516]  More in the last few years with the anti-Trump agenda, the war on America, pushing socialism, we're having television shows now promote ICE, Immigration and Customs Enforcement, as the new boogeyman.
[02:05:35.516 --> 02:05:50.445]  And a lot of this has to deal with these social impact agencies, which are literally Hollywood lobbying groups that are used by Planned Parenthood, by LGBT groups, by the United Nations, the Obama administration used them.
[02:05:51.365 --> 02:06:02.649]  And they're the ones who whine and dine, Hollywood producers, writers, and they get their literal ideas and characters inserted into the scripts of popular shows.
[02:06:02.649 --> 02:06:05.831]  So we're seeing Ice be the new boogeyman.
[02:06:05.831 --> 02:06:07.191]  Ice are the bad guys.
[02:06:07.191 --> 02:06:16.095]  There was an episode of The Conners, the terrible spinoff of the Roseanne franchise, where one of the characters had a boyfriend who worked at a restaurant.
[02:06:16.095 --> 02:06:17.135]  He was an illegal alien.
[02:06:17.595 --> 02:06:30.526]  He got detained in a sweep and it was a big heartbreaking moment about how terrible ICE is and they're breaking up families because he just knocked her up and immigration is the big enemy and President Trump's behind the whole thing.
[02:06:30.526 --> 02:06:32.428]  It's just incredible because people who haven't...
[02:06:33.543 --> 02:06:36.165]  I totally agree.
[02:06:36.165 --> 02:06:44.050]  Let me just say this because I have a bunch of questions I want to ask you.
[02:06:44.050 --> 02:06:45.691]  I only got to read half the book.
[02:06:45.691 --> 02:06:46.352]  I got it two days ago.
[02:06:46.352 --> 02:06:47.272]  It's amazing.
[02:06:47.272 --> 02:06:48.553]  All your books are amazing.
[02:06:48.553 --> 02:06:49.454]  They're all groundbreaking.
[02:06:49.454 --> 02:06:53.497]  But I wouldn't call you a late bloomer because I know you were on my show like 2004, 2005.
[02:06:53.497 --> 02:06:53.897]  I met you 2006 in LA.
[02:06:57.439 --> 02:06:59.139]  You were always great on air.
[02:06:59.139 --> 02:07:00.340]  You always did a great job.
[02:07:00.340 --> 02:07:02.160]  But, brother, I'm a big fan.
[02:07:02.160 --> 02:07:03.200]  So are all the listeners.
[02:07:03.200 --> 02:07:04.081]  I know the White House is.
[02:07:04.081 --> 02:07:05.021]  Trump's a big fan.
[02:07:05.021 --> 02:07:06.221]  You just get better and better.
[02:07:06.221 --> 02:07:08.482]  So, I mean, what's going on here, Mark?
[02:07:08.482 --> 02:07:11.962]  Because I got better in ways but worse than others.
[02:07:11.962 --> 02:07:13.523]  My trajectory is like this.
[02:07:13.523 --> 02:07:14.323]  Yours is like this.
[02:07:14.323 --> 02:07:15.463]  What's going on with Mark Dice?
[02:07:15.463 --> 02:07:18.044]  You know, like, getting a red cape and flying around here soon?
[02:07:19.312 --> 02:07:32.138]  Well, I think I found my voice, I found my passion, and with President Trump being a candidate that a lot of the disaffected voters could actually get behind to break the two-party system, to break the establishment, the D.C.
[02:07:32.138 --> 02:07:35.560]  swamp, it was a great cause to get behind.
[02:07:35.560 --> 02:07:39.722]  So Trump's energy in the fight has supercharged you?
[02:07:39.722 --> 02:07:40.322]  Absolutely.
[02:07:40.322 --> 02:07:44.444]  That's what Churchill said, he said, most great men are made by the great circumstances they're in.
[02:07:45.979 --> 02:07:51.425]  I started supporting Trump early 2015 when I started seeing the vicious attacks against him.
[02:07:51.425 --> 02:07:53.808]  And I'm like, well, that's not true what the media is saying about him.
[02:07:53.808 --> 02:08:01.637]  And I just kept debunking the lies and the smears and listening to him directly instead of just the sound bites that were fed through the filtered mainstream media.
[02:08:01.637 --> 02:08:03.959]  It became apparent that he was our guy.
[02:08:04.620 --> 02:08:09.486]  How iconic is him taking that mask off and saying, the only fear we have to fear is fear itself?
[02:08:09.486 --> 02:08:16.475]  Because I didn't like a lot of what Roosevelt did, but he was a great leader, a great orator, the only Democrat in the last century who was even half decent.
[02:08:16.475 --> 02:08:19.899]  I mean, Trump is now Roosevelt level saying, the only thing we have to fear is fear itself.
[02:08:21.161 --> 02:08:24.722]  The mainstream media in this country is Nazi Germany level.
[02:08:24.722 --> 02:08:26.043]  It's Orwellian level.
[02:08:26.043 --> 02:08:33.205]  The fact that they're openly disappointed that the president is getting well, that they were glad that he was sick.
[02:08:33.205 --> 02:08:35.626]  In the last few days, they've reached a new low.
