[00:00:15.168 --> 00:00:17.171]  Uh, Bill Clinton.
[02:06:05.484 --> 02:06:10.665]  And so let's talk about the info the enemy doesn't want to be known, about what's really in these vaccines the day of trials.
[02:06:10.665 --> 02:06:12.086]  Tell people what the enemy doesn't want to hear.
[02:06:12.086 --> 02:06:13.566]  Well, I mean, so here's the deal.
[02:06:13.566 --> 02:06:17.307]  These vaccines are extremely, extremely dangerous.
[02:06:17.307 --> 02:06:21.788]  Only, you know, 0.26% of people should even be considering this vaccine.
[02:06:21.788 --> 02:06:23.848]  They're the only ones that are risking death.
[02:06:23.848 --> 02:06:28.429]  What you have to recognize is 99.74% of us are not dying from this.
[02:06:28.429 --> 02:06:31.350]  And most of us have got to take a test just to find out we have it.
[02:06:31.670 --> 02:06:33.211]  Because we have no symptoms.
[02:06:33.211 --> 02:06:34.851]  And I want you to watch this.
[02:06:34.851 --> 02:06:39.373]  They're slowly backing away from what I've been calling the vaccine unicorn.
[02:06:39.373 --> 02:06:40.613]  We're going to find the unicorn.
[02:06:40.613 --> 02:06:44.495]  This is now a chihuahua with ice cream cones glued to its head.
[02:06:44.495 --> 02:06:51.577]  Because the FDA is saying we will accept a 50% success rate now with the vaccine that we bring forward.
[02:06:51.577 --> 02:06:54.198]  Which is absolutely useless.
[02:06:54.198 --> 02:06:55.299]  Here's what I want you to know.
[02:06:56.115 --> 02:07:01.219]  Your own immune system is beating any vaccine or drug that we have ever seen.
[02:07:01.219 --> 02:07:07.485]  We have never seen any drug on this planet with a 99.74% success rate.
[02:07:07.485 --> 02:07:17.774]  The human body, the God-given body you have, or the evolutional machine that's been designed perfectly, however you want to look at it, has a 99.74% success rate against this virus.
[02:07:17.774 --> 02:07:19.055]  And, for those of you in the 0.26%,
[02:07:24.159 --> 02:07:31.562]  I would highly recommend looking at a hydroxychloroquine if you're in that group that just for some reason your antibodies aren't working right.
[02:07:31.562 --> 02:07:37.263]  And one thing we now know is that 60 to 80 percent of the people in this world were already immune.
[02:07:37.263 --> 02:07:38.644]  You cannot get it.
[02:07:38.644 --> 02:07:40.925]  Odds are you can't get COVID-19.
[02:07:40.925 --> 02:07:42.445]  Because you already had coronavirus.
[02:07:42.445 --> 02:07:45.506]  Because you already had a coronavirus last year, five years ago.
[02:07:45.506 --> 02:07:47.687]  And all you need is the regular nutrients.
[02:07:47.987 --> 02:07:48.748]  That's it!
[02:07:48.748 --> 02:07:50.629]  You need your vitamins, you need good food.
[02:07:50.629 --> 02:07:58.175]  Look, if you want to run around, you know, eating McDonald's every day, Doritos, drinking Coca-Cola, then I might think, you know, I might recommend a vaccine for you.
[02:07:58.175 --> 02:08:09.684]  Because you're destroying your body anyway, and I don't know what hope you have, but if you're treating your body right, if you exercise, if you eat correctly, if you watch how much fluoride you're drinking in your water... And it's a spiritual thing, though.
[02:08:10.024 --> 02:08:10.845]  Absolutely.
[02:08:10.845 --> 02:08:13.547]  They know that in studies, the spiritual really boosts the immune system.
[02:08:13.547 --> 02:08:14.428]  You know, it was amazing.
[02:08:14.428 --> 02:08:17.611]  I had an opportunity to be at the National Institute of Health across from Tony Fauci.
[02:08:17.611 --> 02:08:18.692]  He was this far away from me.
[02:08:18.692 --> 02:08:19.613]  Francis Collins was there.
[02:08:19.613 --> 02:08:22.535]  Bobby Kennedy and I had a meeting set up by Donald Trump.
[02:08:22.535 --> 02:08:26.799]  And we said to them, if vaccines are so great, why don't you just do a comparative study?
[02:08:26.799 --> 02:08:31.143]  You're sitting on a database of 10 million people, tens of thousands of unvaccinated people.
[02:08:31.143 --> 02:08:32.084]  Just compare them.
[02:08:32.344 --> 02:08:35.306]  Have the vaccinated and the unvaccinated ask simple questions.
[02:08:35.306 --> 02:08:36.426]  Who has more cancer?
[02:08:36.426 --> 02:08:37.747]  Who has more diabetes?
[02:08:37.747 --> 02:08:39.888]  Who has more ADD, ADHD?
[02:08:39.888 --> 02:08:42.609]  Who has more autism or other neurological disorders?
[02:08:42.609 --> 02:08:44.050]  And you know what they said?
[02:08:44.050 --> 02:08:46.531]  We can't figure out a way to do that study.
[02:08:46.531 --> 02:08:47.172]  Wait a minute.
[02:08:47.172 --> 02:08:49.033]  I'm sitting at the National Institute of Health.
[02:08:49.033 --> 02:08:54.876]  This is the thought leaders of science in the world and you can't figure out how to compare two groups?
[02:08:54.876 --> 02:08:57.077]  And you know what they basically admitted?
[02:08:57.077 --> 02:08:57.397]  They said,
[02:08:57.717 --> 02:09:05.619]  We don't know how to isolate the co-founding issues because people who don't vaccinate don't live the same life as others.
[02:09:05.619 --> 02:09:15.382]  There are other issues that get in the way of their lifestyle choices, meaning people that don't vaccinate also probably aren't standing in airport scanners every time they go into an airport.
[02:09:15.382 --> 02:09:17.563]  They're probably not drinking fluoridated water.
[02:09:17.563 --> 02:09:23.244]  They're definitely not eating Doritos every day and drinking Coca-Cola, you know, like it's going out of style.
[02:09:23.244 --> 02:09:24.785]  And so that's what they're saying to you.
[02:09:24.785 --> 02:09:25.585]  What they're saying is,
[02:09:26.385 --> 02:09:35.068]  We've already done the study, and no matter how we look at anti-vaxxers, they're healthier than those that are vaccinating, but we know that you... Just like Amish don't have autism.
[02:09:35.068 --> 02:09:40.869]  Right, so since I have a healthy lifestyle, I gotta be poisoned so that the Dorito eaters are allowed to walk on this planet?
[02:09:40.869 --> 02:09:41.429]  I'm sorry!
[02:09:41.429 --> 02:09:43.030]  The old big tree is on fire!
[02:09:43.530 --> 02:09:44.551]  Stay with us.
[02:09:44.551 --> 02:09:46.072]  The people are awakening.
[02:09:46.072 --> 02:09:48.814]  They're taking control of their own environment.
[02:09:48.814 --> 02:09:50.876]  Cell phones are an amazing tool.
[02:09:50.876 --> 02:09:53.217]  Really, they're a supercomputer that's handheld.
[02:09:53.217 --> 02:10:07.028]  But big tech, large corporations, hackers, governments, foreign governments, the Chai Coms especially, are using this to steal your data, to share your data, to be able to rig markets when they're able to scoop up billions of people's data.
[02:10:07.028 --> 02:10:10.971]  They can actually predict on record what's going to happen in mass movements.
[02:10:11.471 --> 02:10:18.156]  Cutting them out of that data stream absolutely devastates their AI takeover.
[02:10:18.156 --> 02:10:19.597]  In their own words, they admit it.
[02:10:19.597 --> 02:10:24.521]  Show, I've been selling privacy pouches and locket pockets and things like that for more than a decade.
[02:10:24.521 --> 02:10:26.442]  And now the units have gotten really lightweight.
[02:10:26.442 --> 02:10:27.543]  They're Faraday cages.
[02:10:27.543 --> 02:10:29.245]  They just look like a cloth envelope.
[02:10:29.245 --> 02:10:31.226]  They work absolutely great.
[02:10:31.226 --> 02:10:40.093]  And it just gives you that security to have power over your data and power over your identity when you are traveling and don't want Big Brother to know what you're up to because it's none of their business.
[02:10:40.353 --> 02:10:42.314]  Where the hell did this water come from?
[02:10:42.314 --> 02:10:54.118]  Where did it come from?
[02:10:54.118 --> 02:10:54.958]  Where did it come from?
[02:11:04.197 --> 02:11:08.500]  We can't survive without pure, clean drinking water.
[02:11:08.500 --> 02:11:14.424]  So make sure that it's always available to you with the Alexa Pure Water Filtration System.
[02:11:14.424 --> 02:11:21.669]  This gravity-fed system filters through all the toxins and gets straight to clean, healthy, great-tasting water.
[02:11:24.895 --> 02:11:27.017]  Yummy in my tummy.
[02:11:27.017 --> 02:11:37.766]  Bring the purest, most refreshing water to your home by ordering the Alexa Pure Water Filtration System today from Infowarstore.com.
[02:11:37.766 --> 02:11:40.728]  Infowarstore.com.
[02:11:40.728 --> 02:11:47.914]  Other systems just don't compare.
[02:11:47.914 --> 02:11:50.516]  You're listening to The Alex Jones Show.
[02:12:16.792 --> 02:12:29.292]  Emmy Award winning producer, Bill Bigtree is here, but his real laurels are the work he's done with Vaxxed and how he's been banned off YouTube and the rest of it and all these medical doctors coming out exposing...
[02:12:31.192 --> 02:12:35.654]  These therapeutics that are incredibly effective against COVID-19 being banned.
[02:12:35.654 --> 02:12:37.755]  So it's not the KKK being banned.
[02:12:37.755 --> 02:12:40.837]  I don't like the KKK, but I say don't ban them because next will be me.
[02:12:40.837 --> 02:12:43.138]  Well, then it was me, and now it's medical doctors.
[02:12:43.138 --> 02:12:46.420]  I mean, this is so cut and dry, and I think they've really jumped the chart.
[02:12:46.860 --> 02:12:47.420]  Well, they have.
[02:12:47.420 --> 02:12:49.281]  And you know what's amazing about that?
[02:12:49.281 --> 02:12:54.003]  When you said that is, you now have thousands of doctors and scientists that are being sidelined, right?
[02:12:54.003 --> 02:12:55.804]  They're being called liars.
[02:12:55.804 --> 02:12:58.245]  And this is exactly what happened to Dr. Andy Wakefield.
[02:12:58.245 --> 02:12:59.365]  This is the heart of Vax.
[02:12:59.365 --> 02:13:01.406]  I mean, this scientist... And talk about Vax!
[02:13:01.406 --> 02:13:02.587]  Has he not been vindicated?
[02:13:02.587 --> 02:13:02.667]  Wow!
[02:13:03.307 --> 02:13:04.989]  I believe that he has been vindicated.
[02:13:04.989 --> 02:13:08.892]  I know that history will look back and say we lost one of the greatest scientists of our time.
[02:13:08.892 --> 02:13:16.278]  By the way, he just put out a great film, 1986, The Act, which talks about how they took liability away from the vaccines.
[02:13:16.278 --> 02:13:31.410]  So we had this great scientist in the UK that had his career destroyed by the General Medical Council, which is basically their HHS or their Tony Fauci, went after a doctor that was saying, I'm seeing some sort of connection between this MMR vaccine and injury in children.
[02:13:31.650 --> 02:13:34.511]  Well, doctors all around the world say, well, he's that discredited doctor.
[02:13:34.511 --> 02:13:41.633]  In fact, I'll bet you if you grabbed the 12 people that stood up in front of the Supreme Court, they'd say, oh yeah, that Andy Whitefield guy, you know, he was fraudulent.
[02:13:41.633 --> 02:13:44.093]  But they don't recognize that's what they're doing to you.
[02:13:44.093 --> 02:13:45.574]  This is what they do.
[02:13:45.574 --> 02:13:47.394]  It is so easy to do it.
[02:13:47.394 --> 02:13:49.995]  If they own the television, if they own the universities.
[02:13:50.615 --> 02:13:54.957]  All the science proves it's gut flora and issues with vaccines and autoimmune.
[02:13:54.957 --> 02:13:56.657]  The man was way ahead of his time.
[02:13:56.657 --> 02:14:08.142]  You never heard of gut flora and he had done a hundred and seventy studies that were published in journals on Crohn's disease, gut flora, talking about how your gut flora does appear to be affecting your brain.
[02:14:08.142 --> 02:14:14.585]  Not to take credit away, he said the mothers told them when they have diarrhea, when they're having Crohn's, that's when they're mental.
[02:14:14.585 --> 02:14:15.765]  And then he found out about the connection.
[02:14:15.845 --> 02:14:20.307]  Well, that was what was amazing about that study that he's famous for, that this was apparently debunked.
[02:14:20.307 --> 02:14:21.827]  Total lie.
[02:14:21.827 --> 02:14:24.468]  You know, how it was debunked is outrageous.
[02:14:24.468 --> 02:14:25.809]  But that's what they saw.
[02:14:25.809 --> 02:14:34.532]  When they had these 12 kids that were in this study that were autistic, their parents were saying their autism started right after they developed this gut disease that happened right after the vaccinations.
[02:14:34.532 --> 02:14:40.894]  Well, when they would clear their intestines out, right, they were going to do colonoscopies and things to find out what is this gut illness.
[02:14:40.894 --> 02:14:42.675]  That's what the parents were bringing their children forward.
[02:14:42.675 --> 02:14:44.256]  Just like you drink alcohol, you get high.
[02:14:44.256 --> 02:14:44.396]  Right.
[02:14:45.256 --> 02:14:52.841]  They would clear them out for the day before they were going to get the colonoscopy, and all of a sudden, all the repetitive motions would disappear in the kids.
[02:14:52.841 --> 02:14:58.525]  Why was it affecting what was supposed to be a psychological problem?
[02:14:58.525 --> 02:15:04.469]  Why is cleaning out their intestinal system making their mannerisms and these associations to autism disappear?
[02:15:04.469 --> 02:15:07.971]  It was one of the greatest discoveries of all times, and what did we do?
[02:15:07.971 --> 02:15:09.892]  We just destroyed it!
