[00:00:00.130 --> 00:00:00.394]  Shut up.
[02:20:07.464 --> 02:20:11.668]  So I hope he doesn't take that advice because I think Americans want a fighter.
[02:20:11.668 --> 02:20:15.572]  I hope he's able to get like he started to last night.
[02:20:15.572 --> 02:20:22.117]  I hope he's able to ask the questions if they're not being asked and to promote his own record because it's stellar.
[02:20:22.117 --> 02:20:23.739]  It's absolutely outstanding.
[02:20:24.424 --> 02:20:30.894]  And I pray to God that Americans are going to see through that, and I do believe that they will.
[02:20:30.894 --> 02:20:31.495]  I think they are.
[02:20:31.495 --> 02:20:32.937]  I think we're going to see a landslide.
[02:20:32.937 --> 02:20:37.103]  We need the next debate opened up where they have time to say what they want, opening and closing statements.
[02:20:37.103 --> 02:20:38.284]  DM Hoffman, everypundit.com.
[02:20:38.284 --> 02:20:39.907]  Thank you so much, sir.
[02:20:39.907 --> 02:20:40.468]  Thanks, Alex.
[02:20:44.758 --> 02:20:58.216]  Computer research scientists, engineers working with attorneys have conclusively proven and put out detailed reports at Tablet Magazine documenting what any trained eye could already see as plain as day.
[02:20:58.216 --> 02:20:59.718]  Communist Chinese working
[02:20:59.798 --> 02:21:01.659]  This is the greatest strategic coup ever.
[02:21:01.659 --> 02:21:03.300]  This is 21st century warfare being carried out.
[02:21:27.393 --> 02:21:30.376]  Psychological means for the ultimate psyop.
[02:21:30.376 --> 02:21:33.779]  Paul Joseph Watson has written about it at InfoWars.com.
[02:21:33.779 --> 02:21:37.022]  Myself, Alex Jones, David, I, Noah, and Troy are covering this heavily.
[02:21:37.022 --> 02:21:42.327]  This is the way to bring down the globalists, is exposing how Communist China and the UN were behind the hysteria.
[02:21:44.107 --> 02:21:51.511]  Hello, my name is Dr. Fauci, and I've been at the NIH and CDC for 45 years.
[02:21:51.511 --> 02:21:56.814]  And I've overseen, well, you know, the AIDS pandemic and so many other things.
[02:21:56.814 --> 02:22:01.477]  And I take my orders from Bill Gates, Dr. Bill Gates.
[02:22:01.477 --> 02:22:04.399]  I mean, he's not a doctor, but he controls.
[02:22:04.799 --> 02:22:06.621]  Everything you do.
[02:22:06.621 --> 02:22:10.284]  And he now says, you're going to take the shots.
[02:22:10.284 --> 02:22:14.207]  And of course, in England, they are now saying what I told you.
[02:22:14.207 --> 02:22:15.968]  You will not be allowed to travel.
[02:22:15.968 --> 02:22:20.111]  Leave your home until you take all the shots.
[02:22:20.111 --> 02:22:21.593]  Dr. Gates, I mean Bill.
[02:22:22.293 --> 02:22:29.219]  Gates, your owner, your master, says you will have to take four to five COVID shots a year.
[02:22:29.219 --> 02:22:35.383]  For adult, two for baby, and baby much more manageable.
[02:22:35.383 --> 02:22:38.826]  Just like Bill Gates give you polio and vaccine.
[02:22:38.826 --> 02:22:42.289]  I'm Dr. Fauci, reminding you that we all
[02:22:44.344 --> 02:22:58.669]  If you look at the top tech billionaires and the big banks that finance and control them, to a man and to a woman, they believe there's too many people on the earth and they constantly whine about when they want to go to a mountaintop or a national park, they have to look at us, the common people.
[02:22:58.669 --> 02:22:59.089]  They have to
[02:22:59.489 --> 02:23:00.530]  Look at the proletariat.
[02:23:00.530 --> 02:23:01.910]  They have to look at the scum.
[02:23:01.910 --> 02:23:03.811]  That's why they love the lockdown.
[02:23:03.811 --> 02:23:05.072]  Putting muzzles on us.
[02:23:05.072 --> 02:23:06.553]  That gives them a big thrill.
[02:23:06.553 --> 02:23:08.674]  Controlling where we can go, what we can do.
[02:23:08.674 --> 02:23:10.575]  Bankrupting Main Street.
[02:23:10.575 --> 02:23:12.156]  Bankrupting small towns.
[02:23:12.156 --> 02:23:21.101]  All of it is a vertical integration, consolidation, so they can then dictate the terms of our total surrender, which is taking sterilant vaccines day one.
[02:23:21.761 --> 02:23:24.363]  Ladies and gentlemen, all the games are over.
[02:23:24.363 --> 02:23:25.824]  Playtime's over.
[02:23:25.824 --> 02:23:31.388]  They used all the entertainment and garbage to put us into a trance, and now the spider's moving in for the kill.
[02:23:31.388 --> 02:23:32.228]  You know this.
[02:23:32.228 --> 02:23:32.768]  I know this.
[02:23:32.768 --> 02:23:34.189]  It's all out in the open.
[02:23:34.189 --> 02:23:36.351]  The question is, what are we going to do about it?
[02:23:36.351 --> 02:23:38.092]  Well, the first thing is identify the enemy.
[02:23:38.092 --> 02:23:38.953]  Identify the enemy.
[02:23:38.953 --> 02:23:40.173]  Identify the enemy.
[02:23:40.173 --> 02:23:46.658]  Identify your enemy now.
[02:23:46.658 --> 02:23:49.299]  You're listening to the Alex Jones Show.
[02:24:08.042 --> 02:24:18.667]  We're going right back to your phone calls Alberto, Ron, Dave, David, Vincent, Jerzy, Reid, Geo, and Matthew before investigative journalist John Rumford takes over later in the next hour.
[02:24:18.667 --> 02:24:31.293]  One of your calls for the moment, Roger Stone sent us an exclusive response, will premiere coming up the start of the next segment on his view on how Trump did in the debate last night.
[02:24:31.293 --> 02:24:35.856]  So we thank Roger for his important contribution.
[02:24:35.856 --> 02:24:36.096]  Well,
[02:24:37.170 --> 02:24:43.329]  It's an ongoing hearing right now as former disgraced FBI Director James Comey testifies.
[02:24:44.315 --> 02:24:44.815]  We're good to go.
[02:25:14.892 --> 02:25:17.214]  Alright, let's shift to another topic.
[02:25:17.214 --> 02:25:31.367]  On May 3rd, 2017, in this committee, Chairman Grassley asked you point-blank, quote, have you ever been an anonymous source in news reports about matters relating to the Trump investigation or the Clinton investigation?
[02:25:31.367 --> 02:25:34.069]  You responded under oath, quote, never.
[02:25:35.185 --> 02:25:45.430]  He then asked you, quote, have you ever authorized someone else at the FBI to be an anonymous source in news reports about the Trump investigation or the Clinton administration?
[02:25:45.430 --> 02:25:48.731]  You responded again under oath, no.
[02:25:48.731 --> 02:26:02.017]  Now as you know, Mr. McCabe, who works for you, has publicly and repeatedly stated that he leaked information to the Wall Street Journal and that you were directly aware of it and that you directly authorized it.
[02:26:04.005 --> 02:26:09.507]  What Mr. McCabe is saying and what you testified to this committee cannot both be true.
[02:26:09.507 --> 02:26:11.848]  One or the other is false.
[02:26:11.848 --> 02:26:14.428]  Who's telling the truth?
[02:26:14.428 --> 02:26:16.149]  I can only speak to my testimony.
[02:26:16.149 --> 02:26:20.790]  I stand by what the testimony you summarized that I gave in May of 2017.
[02:26:20.790 --> 02:26:24.512]  So your testimony is you've never authorized anyone to leak.
[02:26:24.512 --> 02:26:27.613]  And Mr. McCabe, if he says contrary, is not telling the truth.
[02:26:27.613 --> 02:26:28.133]  Is that correct?
[02:26:28.823 --> 02:26:32.745]  Again, I'm not going to characterize Andy's testimony, but mine is the same today.
[02:26:32.745 --> 02:26:37.028]  Alright, I'm going to make a final point because my time has expired.
[02:26:37.028 --> 02:26:39.629]  This investigation of the President was corrupt.
[02:26:39.629 --> 02:26:44.472]  The FBI and the Department of Justice were politicized and weaponized.
[02:26:44.472 --> 02:26:47.554]  And in my opinion, there are only two possibilities.
[02:26:47.554 --> 02:26:51.656]  That you were deliberately corrupt or woefully incompetent.
[02:26:51.656 --> 02:26:53.077]  And I don't believe you were incompetent.
[02:26:55.560 --> 02:27:06.204]  This has done severe damage to the professionals and the honorable men and women at the FBI because law enforcement should not be used as a political weapon.
[02:27:06.204 --> 02:27:12.127]  And that is the legacy you've left.
[02:27:12.127 --> 02:27:15.508]  That's called truth veritas out of the park.
[02:27:15.508 --> 02:27:16.969]  That's why I love Ted Cruz, man.
[02:27:16.969 --> 02:27:20.730]  When he got dirty with the Never Trumpers against Trump, it was terrible.
[02:27:20.730 --> 02:27:22.191]  But he's a real asset.
[02:27:22.191 --> 02:27:23.031]  He'd be a great president.
[02:27:25.066 --> 02:27:28.187]  He would run circles around these globalists.
[02:27:28.187 --> 02:27:29.107]  That's why they're scared, too.
[02:27:29.107 --> 02:27:30.767]  They know Rand Paul's coming up.
[02:27:30.767 --> 02:27:31.928]  Ted Cruz is coming up.
[02:27:31.928 --> 02:27:33.868]  Well, that'd be a good ticket.
[02:27:33.868 --> 02:27:34.688]  Cruz Paul?
[02:27:34.688 --> 02:27:38.609]  I just love this country.
[02:27:38.609 --> 02:27:40.910]  Oh, man.
[02:27:40.910 --> 02:27:44.810]  All right, let's go to your phone calls here.
[02:27:44.810 --> 02:27:47.711]  So it doesn't matter if Comey never gets in trouble for his crimes.
[02:27:47.711 --> 02:27:48.451]  He's hated.
[02:27:48.451 --> 02:27:50.892]  He's known who he is.
[02:27:50.892 --> 02:27:52.012]  He's a disgusting creature.
[02:27:53.609 --> 02:28:01.253]  But I know Trump's lawyers, I know people inside the system that are around these people, and they say, Alex, you don't understand.
[02:28:01.253 --> 02:28:12.118]  The average Harvard FBI agent or prosecutor is literally an idiot that actually thinks Nazis are everywhere, and actually thinks Trump's a Russian agent.
[02:28:12.118 --> 02:28:17.441]  They are super low IQ, man, because the globalist criminals pick idiots.
[02:28:18.680 --> 02:28:25.944]  Now Comey's not an idiot, he's smart, he's evil, but they literally have morons, folks.
[02:28:25.944 --> 02:28:28.906]  Morons.
[02:28:28.906 --> 02:28:44.856]  That when the FBI gets ordered to SWAT team a medical doctor prescribing vitamin C as a preventative for COVID, totally legal, totally legitimate, like saying take water with you into the desert, the FBI gets freaked out in court once it comes out that it was totally legal.
[02:28:44.856 --> 02:28:47.358]  The FBI doesn't even know you need vitamin C!
[02:28:50.503 --> 02:28:53.404]  When Fauci says go SWAT team them, they do it.
[02:28:53.404 --> 02:28:58.185]  I'm not saying all FBI are that dumb, but man, you just cannot underestimate how stupid the government is.
[02:28:58.185 --> 02:28:59.565]  I mean, it is.
[02:28:59.565 --> 02:29:06.626]  I used to always think that there is a conspiracy at the top, but at low level, it's just like Barney Fife or something, man.
[02:29:06.626 --> 02:29:07.467]  It's crazy.
[02:29:07.467 --> 02:29:10.087]  All right, I'm ranting.
[02:29:10.087 --> 02:29:10.987]  I'm ranting.
[02:29:10.987 --> 02:29:11.567]  I'm ranting.
[02:29:11.567 --> 02:29:12.128]  I'm ranting.
[02:29:12.128 --> 02:29:13.508]  I'm ranting.
[02:29:13.508 --> 02:29:13.828]  It's just...
[02:29:17.332 --> 02:29:22.856]  Like you know stuff and then you tell people and they think you're showing off and you made it up.
[02:29:22.856 --> 02:29:25.477]  And I just keep projecting my intelligence onto people.
[02:29:25.477 --> 02:29:27.119]  But you know who I project intelligence onto?
[02:29:27.119 --> 02:29:28.039]  Who has it?
[02:29:28.039 --> 02:29:28.880]  It's the grassroots.
[02:29:28.880 --> 02:29:32.182]  It's the hard-working people that live in the real world.
[02:29:32.182 --> 02:29:40.107]  It's these Ivy League people that are two, three generations of Ivy League that my buddy calls them aliens.
[02:29:40.107 --> 02:29:41.228]  Meaning they don't know how to do it.
[02:29:41.228 --> 02:29:46.972]  It's like when George Bush Senior, 15 years after Scanners came out, he's at a grocery store and he goes, what's that?
[02:29:49.329 --> 02:29:55.872]  Because the dude doesn't go to the grocery store his whole life.
[02:29:55.872 --> 02:29:57.772]  That's the Ivy Leaguers, folks.
[02:29:57.772 --> 02:29:59.273]  People bring them their food.
[02:29:59.273 --> 02:30:00.273]  They make them their food.
[02:30:00.273 --> 02:30:04.835]  I said I'd go to your calls.
[02:30:04.835 --> 02:30:05.696]  Who's been on the longest?
[02:30:05.696 --> 02:30:08.137]  Is it Dave?
[02:30:08.137 --> 02:30:10.157]  Yeah, it's Dave.
[02:30:10.157 --> 02:30:12.819]  Dave in California and then Alberto and others.
[02:30:12.819 --> 02:30:13.399]  You're on the air.
[02:30:13.399 --> 02:30:13.699]  Welcome.
[02:30:15.407 --> 02:30:20.208]  Alex, this is Dave, Hollywood Dave in CIA mind-controlled Los Angeles.
[02:30:20.208 --> 02:30:21.428]  Pleasure to talk to you.
[02:30:21.428 --> 02:30:21.948]  Yes, sir.
[02:30:21.948 --> 02:30:27.949]  First off, I would like to congratulate you on exposing Joe Biden's blood doping.
[02:30:27.949 --> 02:30:30.250]  Oddly enough, I'm working on a script here.
[02:30:30.250 --> 02:30:37.991]  I'm sort of a Hollywood insider on a movie called Blood Deal, and that is the elitist use of blood doping and so forth.
