[00:00:05.304 --> 00:00:06.506]  I don't know.
[02:36:06.585 --> 02:36:14.607]  One, I think we need to repent of our sins and pray the blood of Yeshua over us because I think this is the big move.
[02:36:14.907 --> 02:36:15.767]  Oh, I mean, I agree.
[02:36:15.787 --> 02:36:16.967]  This is a spiritual battle.
[02:36:16.987 --> 02:36:18.007]  We better get close to God.
[02:36:19.148 --> 02:36:20.908]  Yeah, Satan is making his move right now.
[02:36:21.668 --> 02:36:23.208]  The other thing is, I think we need a fast.
[02:36:23.748 --> 02:36:30.090]  And for me personally, what I mean by fast is Mike Adams hit it on the head.
[02:36:30.130 --> 02:36:34.011]  He has got the spirit and he knows what needs to be done.
[02:36:34.471 --> 02:36:36.231]  We need to stop going out to dinner.
[02:36:36.803 --> 02:36:38.144]  Stop going out to the ballpark.
[02:36:38.484 --> 02:36:43.005]  Stop doing those things so that we can stop this virus that's coming.
[02:36:43.626 --> 02:36:44.866]  I mean, look at China.
[02:36:45.466 --> 02:36:46.087]  Look at Italy.
[02:36:46.427 --> 02:36:47.267]  Look at South Korea.
[02:36:49.008 --> 02:36:49.668]  Look at Japan.
[02:36:50.228 --> 02:36:51.709]  Their houses are on fire.
[02:36:52.489 --> 02:36:55.430]  And it's not spreading fear, just like your analogies.
[02:36:55.870 --> 02:36:59.892]  You know, if your neighbor's house is on fire, you know, you love your neighbor.
[02:36:59.932 --> 02:37:00.472]  You're a Christian.
[02:37:00.752 --> 02:37:03.473]  You go over there and say, hey, I see your back of your house is on fire.
[02:37:03.974 --> 02:37:04.834]  Can you help putting it out?
[02:37:05.925 --> 02:37:08.650]  You know, you love his children, you love your neighbor.
[02:37:09.272 --> 02:37:11.916]  Not only do you love them, but you love yourself.
[02:37:12.037 --> 02:37:15.924]  So that fire is going to catch on to your house, too, if he doesn't put it out.
[02:37:18.266 --> 02:37:27.671]  I agree with what you're saying, but then it's the CHICOMS and South by Southwest and the Democrats and big tech saying this is the end of the world.
[02:37:28.071 --> 02:37:29.472]  They're the ones saying quarantine.
[02:37:29.492 --> 02:37:31.393]  They're the ones saying it's big, that it's real.
[02:37:31.753 --> 02:37:32.734]  And they're such liars.
[02:37:32.814 --> 02:37:37.396]  And I go, well, maybe it isn't very big then, if you're such liars and you're saying Trump hasn't done something.
[02:37:38.217 --> 02:37:38.577]  I agree.
[02:37:38.617 --> 02:37:42.739]  Trump shouldn't be caught flat footed, in case it really is super deadly.
[02:37:43.219 --> 02:37:45.440]  But it's a complex balancing act.
[02:37:45.460 --> 02:37:46.281]  What do you think Trump should do?
[02:37:47.607 --> 02:37:50.129]  Let's think what Satan is doing.
[02:37:50.149 --> 02:37:51.670]  Don't worry about Trump right now.
[02:37:52.051 --> 02:37:57.815]  Satan, it will tell you a lie, a lie, a lie, a lie, a lie, and then he'll slip in a truth.
[02:37:59.416 --> 02:38:00.317]  And that's the trick.
[02:38:00.797 --> 02:38:02.799]  My people will perish for lack of knowledge.
[02:38:03.539 --> 02:38:05.081]  And right now we need knowledge.
[02:38:05.661 --> 02:38:06.722]  We need scientists.
[02:38:07.082 --> 02:38:08.163]  We need Mike Adams.
[02:38:08.443 --> 02:38:10.705]  We need to know everything about this virus.
[02:38:10.905 --> 02:38:15.989]  Secondly, I think Trump, what I think Trump needs to do is he needs to stop saying this is a regular flu.
[02:38:16.741 --> 02:38:20.564]  He needs to stop saying, don't wear masks, because you don't get the virus through your hands.
[02:38:21.024 --> 02:38:23.305]  You get the virus through your nose, through your eyes, and through your mouth.
[02:38:23.345 --> 02:38:23.826]  Let's be real about it.
[02:38:23.846 --> 02:38:26.667]  Well sure, he knows that it's an attempt to create panic.
[02:38:27.288 --> 02:38:29.789]  So he's kind of one-dimensionally then saying, hey, don't do that.
[02:38:29.809 --> 02:38:31.971]  But I agree, he should be attacking the source of it.
[02:38:32.051 --> 02:38:32.571]  Who made it?
[02:38:33.052 --> 02:38:34.032]  Where did it come from?
[02:38:34.533 --> 02:38:37.314]  Why are the CHICOMS blaming us when they're the ones that first released it?
[02:38:37.655 --> 02:38:38.395]  Great points, Robert.
[02:38:38.435 --> 02:38:39.095]  Thank you so much.
[02:38:39.736 --> 02:38:42.398]  Okay, let's go ahead and go to the next caller in line here.
[02:38:43.439 --> 02:38:47.728]  And that would be... so many callers, so many awesome callers.
[02:38:48.310 --> 02:38:49.372]  Jay in Seattle.
[02:38:49.412 --> 02:38:50.474]  Jay, thank you, you're on the air.
[02:38:52.038 --> 02:38:53.742]  Hey Alex, I have a suggestion.
[02:38:54.369 --> 02:38:56.890]  I think we need to catch them not looking.
[02:38:57.270 --> 02:39:01.072]  Every time they do this, they crash the economy, and then they buy everything up.
[02:39:01.232 --> 02:39:03.673]  And then they spread fear, and then they buy everything up.
[02:39:03.793 --> 02:39:05.794]  And I think they've never seen something... Well, exactly.
[02:39:05.814 --> 02:39:06.694]  You just said the key.
[02:39:07.094 --> 02:39:08.835]  The globalists engineer the crisis like 2008.
[02:39:09.035 --> 02:39:10.976]  This is the new one.
[02:39:11.376 --> 02:39:14.777]  To crash all your money you put in, and they suck it back in.
[02:39:14.837 --> 02:39:15.698]  That's all this is.
[02:39:15.718 --> 02:39:18.719]  Well, and people haven't gone back in.
[02:39:18.779 --> 02:39:22.940]  You know, they've been trying to coax everyone back into the market, and all their wealth is in the market.
[02:39:23.021 --> 02:39:24.001]  And so they're willing to
[02:39:24.747 --> 02:39:26.168]  Never have truer words been stated.
[02:39:26.268 --> 02:39:30.632]  You just see them riding the cycle and they release the virus and they hype it up.
[02:39:30.652 --> 02:39:32.594]  The question is how deadly is it?
[02:39:32.634 --> 02:39:33.274]  But it doesn't matter.
[02:39:33.294 --> 02:39:35.236]  The promotion of it is synthetic.
[02:39:35.396 --> 02:39:36.577]  It is a hoax.
[02:39:51.633 --> 02:39:56.756]  Right, and all they want is more power and more money, and they never expect that.
[02:39:56.796 --> 02:39:58.917]  Yeah, what goods money of your kids are dead?
[02:39:59.057 --> 02:40:09.323]  I mean, at a certain point, like... Yeah, I mean, it's no good if that kind of thing happens, but people need to know to buy the dip.
[02:40:10.464 --> 02:40:12.205]  And they've been ready for it forever.
[02:40:12.305 --> 02:40:16.387]  Ray Dalio shorted the market like six months ago for this exact time period.
[02:40:17.256 --> 02:40:18.256]  No, I totally agree with you.
[02:40:18.416 --> 02:40:23.278]  I mean, I'm not a guy that gets to the market because I would obsess over it, but obviously you buy during a crash.
[02:40:23.398 --> 02:40:24.699]  That's what you do.
[02:40:25.859 --> 02:40:27.700]  But the general public, they buy at the high.
[02:40:27.740 --> 02:40:28.660]  They buy at the high.
[02:40:29.901 --> 02:40:34.943]  Right, because they feel like they're going to miss out and everything goes up and they're making so much money.
[02:40:34.963 --> 02:40:37.564]  Yeah, they wait until it's the sure thing instead of being the trailblazer.
[02:40:38.704 --> 02:40:38.924]  Right.
[02:40:39.484 --> 02:40:42.125]  And then all these people, their wealth is in the stock market.
[02:40:42.786 --> 02:40:46.387]  We could take their wealth from them by buying their shares when they depress themselves.
[02:40:48.686 --> 02:40:49.387]  Very well said.
[02:40:49.427 --> 02:40:50.607]  What else do you think Trump should do?
[02:40:52.189 --> 02:40:53.630]  I think he should come out and just be honest.
[02:40:54.170 --> 02:40:55.311]  Tell people to buy the dip.
[02:40:55.411 --> 02:40:58.313]  Tell people this is an opportunity like 2008 was.
[02:40:59.054 --> 02:41:00.895]  Tell people the truth about coronavirus.
[02:41:00.955 --> 02:41:01.315]  Exactly.
[02:41:01.335 --> 02:41:06.959]  Instead of countering that, oh, the virus isn't a big deal, say, yeah, it may be really horrible, but use this as an opportunity.
[02:41:07.360 --> 02:41:11.223]  And then he's not afraid, because him saying nothing's happening makes people afraid.
[02:41:11.543 --> 02:41:13.264]  Then you've got to say, OK, maybe it's super deadly.
[02:41:13.284 --> 02:41:13.804]  We're Americans.
[02:41:13.824 --> 02:41:14.325]  We can handle it.
[02:41:15.094 --> 02:41:15.714]  Good God.
[02:41:15.734 --> 02:41:17.135]  There's nothing wrong with getting ready.
[02:41:17.195 --> 02:41:17.895]  Go to Costco.
[02:41:17.915 --> 02:41:18.495]  Get your stuff.
[02:41:18.835 --> 02:41:20.816]  You know, order from Impor... That's hedging a bet!
[02:41:21.936 --> 02:41:22.176]  Right.
[02:41:22.496 --> 02:41:23.177]  And then be honest.
[02:41:23.337 --> 02:41:25.837]  And then just tell the truth and let the chips fall where they may.
[02:41:26.158 --> 02:41:26.578]  Exactly.
[02:41:26.598 --> 02:41:27.218]  That's what I do.
[02:41:27.258 --> 02:41:29.679]  My wife's like, we're buying all this food and extra stuff.
[02:41:29.699 --> 02:41:31.159]  You already have like an attic full of it.
[02:41:31.199 --> 02:41:31.779]  What are you doing?
[02:41:31.799 --> 02:41:33.660]  I said, those are great depression.
[02:41:33.700 --> 02:41:34.660]  I'm not worried about the virus.
[02:41:34.700 --> 02:41:36.441]  The virus may be super bad or maybe not.
[02:41:36.481 --> 02:41:39.902]  But if they get a depression going, we better have five years food, sweetheart.
[02:41:42.206 --> 02:41:46.549]  And then if it's not bad, then you can donate to the food bank, or you can help your neighbors if it is bad.
[02:41:46.570 --> 02:41:49.392]  You know, having extra supplies is always good.
[02:41:49.412 --> 02:41:54.916]  Well, that's the thing about buying high-quality, storable food in bulk, is that it's like five times cheaper than at a store.
[02:41:54.936 --> 02:41:56.397]  Because there's all the middlemen.
[02:41:56.857 --> 02:42:01.260]  And like my Patriot that we have, that still has food, takes them six to eight weeks to ship it, but they got the food.
[02:42:01.520 --> 02:42:02.421]  Everybody else has sold out.
[02:42:04.683 --> 02:42:05.643]  There's no middlemen.
[02:42:05.663 --> 02:42:08.946]  So you're literally getting high-quality food at the lowest price you're going to find.
[02:42:09.437 --> 02:42:09.977]  All right, brother.
[02:42:10.017 --> 02:42:10.918]  I appreciate your call, Jay.
[02:42:10.938 --> 02:42:11.618]  Amazing points.
[02:42:12.819 --> 02:42:17.941]  We've got, uh... We've done a pretty good job taking calls today.
[02:42:17.961 --> 02:42:19.341]  I had to give myself a B-plus today.
[02:42:20.402 --> 02:42:24.984]  We've got... Mr. Putt.
[02:42:25.904 --> 02:42:26.785]  We're gonna go to him next.
[02:42:27.585 --> 02:42:33.988]  And then we've got Kyle, Chris, J.K., Benny, Elaine, and Joe.
[02:42:34.946 --> 02:42:44.335]  And I will get to every one of those calls before Paul Joseph Watson takes over in the fourth hour.
[02:42:45.095 --> 02:42:50.520]  And I have had no sleep in, it's gotta be 36 hours now.
[02:42:51.441 --> 02:42:52.562]  Look at that hairstyle, man.
[02:42:53.603 --> 02:42:54.444]  Can't beat that.
[02:42:55.065 --> 02:42:56.386]  We'll be right back, stay with us.
[02:42:56.406 --> 02:42:59.148]  Come on, come on, come on.
[02:43:02.807 --> 02:43:05.650]  I haven't talked enough about Infowars' successes.
[02:43:06.490 --> 02:43:20.163]  Because if we look at the successes that Infowars has had, as a laboratory experimenting its tyranny, then we've been able to war game scenarios that will give pro-human, pro-freedom forces victory into the future.
[02:43:20.703 --> 02:43:25.748]  So I'm not going to chronicle even 10% of our successes, thanks to your support, but I'm going to talk about some of them.
[02:43:25.868 --> 02:43:26.388]  We're good to go.
[02:43:38.570 --> 02:43:49.741]  A program worldwide, through the internet, while mainstream media laughed at us the last 25 years, to awaken populations in Latin America, in Asia, in Africa, in the Middle East, in Europe, and in Russia.
[02:43:50.321 --> 02:44:01.452]  And now, individuals are on record, like the son of the President of Brazil, saying InfoWars was instrumental in supercharging their awakening and the population of Brazil's.
[02:44:01.852 --> 02:44:03.473]  You just told us that two weeks ago face-to-face.
[02:44:03.913 --> 02:44:30.350]  Nigel Farage that launched the whole UKIP-Brexit movement has been on my show many times saying that their party in its first 10 years was not successful but that InfoWars was instrumental when they would knock on doors exposing the globalists and then suddenly they'd say we love Alex Jones, we love Paul Joseph Watson, we're going to join UKIP that led to Brexit and the exit from the EU and the globalist system almost collapsing and the examples go on and on
