[00:00:07.261 --> 00:00:09.222]  Yippee-I-Yay!
[02:20:58.406 --> 02:21:07.129]  I'll be hosting some of the fourth hour, then Barnes is going to take over and he's going to be hosting a new show starting tonight, seven o'clock central for two hours, only six minutes of commercials.
[02:21:07.129 --> 02:21:09.289]  That'll be the local ads.
[02:21:09.289 --> 02:21:13.370]  And we'll tell you the name of the show and more either next hour or tonight when it launches.
[02:21:13.370 --> 02:21:14.971]  It'll be on the radio and TV satellites.
[02:21:16.416 --> 02:21:24.499]  And it will also be sent out on the feeds at band.video and then polewars.com forward slash show.
[02:21:24.499 --> 02:21:25.960]  So definitely look for that.
[02:21:25.960 --> 02:21:27.920]  We're going to run it for now.
[02:21:27.920 --> 02:21:34.223]  I was thinking Monday through Thursday, but we need to do Monday through Friday.
[02:21:34.223 --> 02:21:36.844]  We may do a rebroadcast Friday and add a bunch of best stuff in there.
[02:21:36.844 --> 02:21:38.904]  The stations are actually asking, saying, yeah, we want to pick it up.
[02:21:38.904 --> 02:21:40.425]  They're going to want to five days a week.
[02:21:40.425 --> 02:21:41.885]  So we'll work on that.
[02:21:41.885 --> 02:21:42.506]  So that's coming up.
[02:21:42.506 --> 02:21:43.066]  John Mark.
[02:21:44.039 --> 02:21:46.361]  He is a strong proponent of the solutions provided by... What is that?
[02:22:08.188 --> 02:22:18.256]  Propertarianism to bring us out of the crisis, provide a secure and prosperous future for America, and ensure our descendants don't have to go through this conflict again.
[02:22:18.256 --> 02:22:22.619]  Johnmarksays.com and at Johnmarksays on Twitter.
[02:22:22.619 --> 02:22:24.040]  And you've got a lot to cover today.
[02:22:24.040 --> 02:22:24.761]  I want to go over it with you.
[02:22:24.761 --> 02:22:32.087]  The likelihood of civil war coming to America, root causes of the conflict, what could trigger it to go hot, and what could happen if it did.
[02:22:32.087 --> 02:22:36.890]  Coronavirus developments, separation and secession talk, why the left never learns,
[02:22:43.436 --> 02:22:44.317]  Well, I think it'd be good.
[02:22:44.317 --> 02:22:46.319]  And first of all, thanks very much for having me, Alex.
[02:22:46.319 --> 02:22:47.140]  I appreciate it.
[02:22:47.140 --> 02:22:53.426]  And I think it would be a good place to pick up with all you've been talking about with the coronavirus.
[02:22:53.426 --> 02:22:56.929]  Just start out talking about one of the main things I talk about on my YouTube channel, which is
[02:22:58.516 --> 02:23:10.844]  I think it's deterministic that some sort of civil war in some way, shape or form will come to America, whether that's fourth generation warfare, secession, separation movements.
[02:23:10.844 --> 02:23:16.288]  I've been saying for a while and others that I'm involved with have been saying as well that it's pretty much deterministic.
[02:23:16.288 --> 02:23:28.116]  And so we could see some unrest from this coronavirus crisis situation, depending on how successful our enemies are at tamping down on some of the common sense solutions you were talking about earlier with Mike Adams.
[02:23:28.516 --> 02:23:29.137]  Yes, we will.
[02:23:41.497 --> 02:23:41.737]  Sure.
[02:23:41.737 --> 02:23:48.322]  Deterministic means, you know, it's about as certain, as far as I can tell, as the sun rising in the east in the morning.
[02:23:48.322 --> 02:23:55.607]  There's no way to avoid it because the powers that be are not stopping the trend that is causing this to come to a head.
[02:23:55.607 --> 02:23:57.208]  That's why they're so confident.
[02:23:57.208 --> 02:24:05.454]  Even though they're losing now, they believe the people are so weak and getting dumber and dumber because of the decadence, because of the freedom, that it'll fall in the end.
[02:24:06.613 --> 02:24:07.053]  Absolutely.
[02:24:07.053 --> 02:24:08.233]  They try to dumb people down.
[02:24:08.233 --> 02:24:10.254]  They don't want people to be informed.
[02:24:10.254 --> 02:24:23.997]  And, you know, aside from even the coronavirus aspect, there's been a long-term trend since the 1965 Immigration Act, where the immigrants that are coming in since then are voting more than two to one left-wing Democrat.
[02:24:23.997 --> 02:24:27.218]  And so they turned California from red to deep, deep blue.
[02:24:27.218 --> 02:24:30.539]  Now Texas is turning purple, more and more purple with every election.
[02:24:31.443 --> 02:24:35.666]  And, you know, Trump is probably going to win in 2020 because Joe Biden has dementia.
[02:24:35.666 --> 02:24:43.832]  But after that, it's going to be very hard for the Republicans to win any elections just because of the way that the demographics vote.
[02:24:43.832 --> 02:24:45.293]  We're not talking about every individual here.
[02:24:45.293 --> 02:24:50.357]  We're talking about majority voting patterns that have a huge effect on how the elections go.
[02:24:50.357 --> 02:25:00.664]  And so and this is something everybody in the political class knows, you know, all the politicians, all the advisers, all the campaign advisers, they all know about this demographic voting patterns.
[02:25:01.164 --> 02:25:06.248]  And how they vote, and it hasn't really changed in decades, and it's just going to be coming to a head very soon.
[02:25:06.248 --> 02:25:13.133]  And the Democrats are going to vote to take the guns and make all our little boys have meetings and decide whether they want their genitals cut off.
[02:25:13.133 --> 02:25:18.237]  I mean, it's going to cause a civil war because they're not going to stop forced inoculations, 80% tax rates.
[02:25:18.237 --> 02:25:19.338]  Yeah, they're coming.
[02:25:19.338 --> 02:25:20.019]  They're not going to stop.
[02:25:20.726 --> 02:25:29.309]  You sound exactly like me on my YouTube channel, Alex, where I say, listen, once these people get power, where they are winning all the elections, what do you think they're going to do?
[02:25:29.309 --> 02:25:33.710]  They're going to do exactly what they did in Virginia, which is go after the guns, A number one.
[02:25:33.710 --> 02:25:46.114]  And then we're going to, I mean, Virginia is kind of like a microcosm of what we're going to see all across the nation as this starts happening more and more, where we almost have de facto separation within the state of Virginia between the big blue cities.
[02:25:46.901 --> 02:25:52.626]  And the rest of the state that has some kind of common sense in their heads.
[02:25:52.626 --> 02:25:53.226]  Well, you're right.
[02:25:53.226 --> 02:26:04.796]  I mean, it is a microcosm of all of a sudden they wake up, the Democrats are going to ban all semi-autos, ban gun shops, ban shooting ranges, ban 10-round magazines and up.
[02:26:05.576 --> 02:26:09.540]  And all of a sudden, 50,000 people show up on the streets, and then the left doesn't know what to do.
[02:26:09.540 --> 02:26:15.084]  But it shows the immovable force runs into the unstoppable object here, and it's just crazy.
[02:26:19.315 --> 02:26:19.775]  Absolutely.
[02:26:19.775 --> 02:26:29.017]  And you bring up a good point, which is one of the things I talk about on my channel is we now understand scientifically why the right wing cannot persuade the left wing.
[02:26:29.017 --> 02:26:32.338]  For many decades, we've fought in America as grassroots right wingers.
[02:26:32.338 --> 02:26:37.059]  If we can just talk to the left enough, if we can just explain it, you know what I mean?
[02:26:37.059 --> 02:26:38.199]  But they don't listen.
[02:26:38.199 --> 02:26:39.619]  Most of them obviously don't listen.
[02:26:39.619 --> 02:26:41.040]  Explain the science of that.
[02:26:41.040 --> 02:26:42.680]  It's a real mental illness.
[02:26:43.908 --> 02:26:51.975]  Yes, and these, you know, the leftists, as you were talking about earlier with Mike, I think you asked the question, why are they like this?
[02:26:51.975 --> 02:26:59.262]  So we understand scientifically why that is, and so basically it comes down to, if you look at Big Five personality research,
[02:27:00.542 --> 02:27:05.226]  And that's kind of the most scientific way of analyzing people's personalities.
[02:27:05.226 --> 02:27:12.613]  Big Five scientific research and then research on moral instincts, the differences in moral instincts between leftists and right-wingers.
[02:27:12.613 --> 02:27:15.596]  Left-wingers have a very narrow range of moral instincts.
[02:27:15.596 --> 02:27:17.618]  It's basically just harm and care.
[02:27:17.618 --> 02:27:22.142]  It's almost like a mother, the way a mother looks at an infant and they're almost incapable of seeing anything else.
[02:27:22.142 --> 02:27:24.604]  They don't think three-dimensionally and they get manipulated very easily.
[02:27:24.604 --> 02:27:24.885]  Correct.
[02:27:25.712 --> 02:27:26.292]  Absolutely.
[02:27:26.292 --> 02:27:28.593]  And that's why they're very easy to manipulate.
[02:27:28.593 --> 02:27:31.314]  And so that's, it basically comes down to biology.
[02:27:31.314 --> 02:27:42.418]  I mean, there's three, if you look at the data, there's three personality clusters that the population basically divides into, which is the left, or we might call it the female instinct, even though there's obviously men in that group as well.
[02:27:43.298 --> 02:27:46.720]  The left, like the consumption instinct, we just, we want to consume.
[02:27:46.720 --> 02:27:48.201]  There are people that are needy now.
[02:27:48.201 --> 02:27:50.463]  We need to give them what they need right now.
[02:27:50.463 --> 02:27:53.845]  And then the libertarian, which is like, leave me alone to produce.
[02:27:53.845 --> 02:28:02.590]  And then the, what we call the mature male or conservative, which is, we're going to conserve and defend and protect and advance all civilizational assets.
[02:28:02.590 --> 02:28:04.432]  We're not going to allow it to be destroyed.
[02:28:04.432 --> 02:28:05.993]  And that's kind of people like us.
[02:28:05.993 --> 02:28:07.654]  Because the left literally would say,
[02:28:08.354 --> 02:28:12.437]  Like a goat will pull up grass out of the dirt and eat the roots.
[02:28:12.437 --> 02:28:13.457]  Cows don't do that.
[02:28:13.457 --> 02:28:19.761]  So if you put goats on land, like they did in Texas, it creates rocky scrub rice within a generation or so.
[02:28:19.761 --> 02:28:21.962]  And as you can see, conservatives are more like cows.
[02:28:21.962 --> 02:28:24.084]  They leave the roots to grow back.
[02:28:24.084 --> 02:28:27.446]  Leftists will say, cut down an apple orchard.
[02:28:27.446 --> 02:28:30.147]  They'll pull the apples off as an allegory.
[02:28:30.147 --> 02:28:32.569]  Eat the apples and say, hey, we want firewood this winter.
[02:28:33.129 --> 02:28:35.070]  Let's chop down the apple trees for firewood.
[02:28:35.070 --> 02:28:35.930]  You go, no, no, no, no.
[02:28:35.930 --> 02:28:39.132]  Go on down the road and get those oak trees, OK?
[02:28:39.132 --> 02:28:41.033]  Because they don't produce any fruit.
[02:28:41.033 --> 02:28:42.954]  We'll need these apples next year.
[02:28:42.954 --> 02:28:44.374]  And they go, no.
[02:28:44.374 --> 02:28:44.935]  No!
[02:28:44.935 --> 02:28:46.115]  We need firewood now.
[02:28:46.115 --> 02:28:47.036]  It's quicker.
[02:28:47.036 --> 02:28:47.596]  It's right here.
[02:28:47.596 --> 02:28:49.337]  We're cutting the apple trees down in the backyard.
[02:28:49.337 --> 02:28:51.618]  And you're like, but you'll get apples for 20 years.
[02:28:51.618 --> 02:28:52.098]  Don't do that.
[02:28:53.621 --> 02:28:56.263]  Attention GCN self-reliance listeners.
[02:28:56.263 --> 02:29:04.808]  If you've ever wanted an emergency solar survival backup system, but were waiting for prices too crazy to pass up, this will be the most important message you'll ever hear.
[02:29:04.808 --> 02:29:14.013]  Bill Hyde here and I want to tell you about a huge sale with historically low prices on our PPX microgrid system that's going to let you produce an endless supply of electricity off the grid.
[02:29:14.113 --> 02:29:19.396]  The clearance price is a result of the historic flooding we're having here, right on the east bank of the Mississippi.
[02:29:19.396 --> 02:29:31.581]  Because of the flooding, we've had to move a lot of our inventory to a temporary location, and rather than move it back to the warehouse, we thought we'd offer the system at a price that might seem unbelievable if you didn't know the floodwater's backstory.
[02:29:31.581 --> 02:29:32.842]  So here's what you should do right now.
[02:29:32.842 --> 02:29:34.823]  Check out the PPX Microgrid system
[02:29:34.983 --> 02:29:35.564]  That's right.
[02:29:55.140 --> 02:29:58.801]  It's time to take a new, healthier approach to one of your most basic needs.
[02:29:58.801 --> 02:30:05.862]  The Alexa Pure Pro water filtration system is the same water filter that Alex and the Infowars crew use every day for the purest water possible.
