[00:00:18.817 --> 00:00:19.797]  You want answers?
[02:25:13.547 --> 02:25:28.315]  And of course this is in the news because you have publicly stated, and of course you've been trying to get this stuff released going back to January, but you publicly stated that this time is of the essence on this because of the Republican election, or the presidential election I should say.
[02:25:28.795 --> 02:25:36.960]  Tell me where we go from here because you have appealed to the Supreme Court to try to lift the stay that would prevent you from, that is preventing you from releasing information.
[02:25:37.080 --> 02:25:39.021]  What, where do you go from here with this information?
[02:25:40.342 --> 02:25:55.053]  Well, I mean, quite candidly, if I don't get relief from the Supreme Court or the Circuit Court of Appeal or the District Court, which issued the gag orders by the middle of next week, I'm going to release a list of
[02:25:55.669 --> 02:26:04.574]  The entities, government and private, that are on the list as a demonstration that there are significant people involved in this list.
[02:26:05.075 --> 02:26:12.459]  I can do that because I'm prohibited from releasing the names of the customers, not the companies and government agencies the customers were working for.
[02:26:12.479 --> 02:26:23.766]  I'm going to hope that that and perhaps the public support I get for that action will convince the courts that I deserve the simple right every citizen of this country has, which is to be heard.
[02:26:24.546 --> 02:26:25.828]  And I agree with you wholeheartedly.
[02:26:25.868 --> 02:26:30.032]  I think we need to know the information needs to be made public.
[02:26:41.323 --> 02:26:45.146]  We need to know this information if it involves any of these presidential candidates.
[02:26:45.166 --> 02:26:48.449]  And of course, our government looks at everything in our private lives.
[02:26:48.629 --> 02:26:50.711]  Nothing is off-limits to the government.
[02:26:51.171 --> 02:26:53.694]  And they repeatedly say they don't even need a search warrant.
[02:26:54.334 --> 02:26:56.036]  They don't have to be specific about what they're looking for.
[02:26:56.616 --> 02:27:09.563]  Grab these massive search warrants with Verizon, looking, interestingly enough, using these pen techniques, just going out and grabbing a phone number, tracking people's information as they move around.
[02:27:10.103 --> 02:27:19.168]  So, you're going to release, then, not specific names, but the connections to organizations to try to show the significance here, right?
[02:27:20.780 --> 02:27:29.525]  Exactly so, because I believe, remember it's not only the candidates themselves, but there are 435 congressional districts that will be up for election.
[02:27:30.105 --> 02:27:34.107]  They're the vice presidential candidates, which will ultimately be announced.
[02:27:34.127 --> 02:27:39.290]  There's the executives who will populate the major branches of government after the election.
[02:27:40.130 --> 02:27:43.852]  All those people are, to my mind,
[02:27:44.915 --> 02:27:50.542]  Fair game or inquiry into their private behavior because it may well compromise their public behavior.
[02:27:51.484 --> 02:27:59.514]  We know the government has used their surveillance techniques to persuade people, to blackmail people, to follow people around in their private affairs.
[02:28:00.155 --> 02:28:01.697]  And I'll just pose this question.
[02:28:01.737 --> 02:28:03.099]  Instead of outing Senator Bitter,
[02:28:03.821 --> 02:28:06.623]  What if I had gone to him and said, gee, I'd like my son appointed to West Point?
[02:28:06.923 --> 02:28:07.483]  Exactly.
[02:28:08.844 --> 02:28:14.587]  That's the danger that this government can keep what they want for their purposes, but we the people can't know for our purposes.
[02:28:15.307 --> 02:28:20.090]  And all I'm asking is for a day in court, David, and I don't think that's too much to ask from the judicial system.
[02:28:20.170 --> 02:28:22.691]  I'm getting impatient with their denial to allow me even that.
[02:28:23.471 --> 02:28:30.275]  Or even more importantly than your own personal preferences, if some agency were to come to a senator or to a judge,
[02:28:31.005 --> 02:28:38.290]  And say, we would like for you to give us carte blanche on this new legislation that we want to do, or this new power that we want to assume.
[02:28:38.771 --> 02:28:40.672]  And if you don't do it, we're going to expose you.
[02:28:40.732 --> 02:28:56.043]  That's the thing that concerns me the most, even more than the corruption of political favors, is the fact that we have very ambitious bureaucracies that are building their empires, and they can very easily blackmail these senators or presidents to do whatever they wish.
[02:28:57.054 --> 02:29:17.229]  Well, remember, when I was representing her, I not only subpoenaed the telephone companies, I subpoenaed the FBI, Department of State, Internal Revenue Service, Postal Inspection Service, the Director of National Intelligence, Central Intelligence Agency, Defense Intelligence Agency, National Security Agency, Department of State, Bureau of Intelligence, and the 16 local D.C.
[02:29:17.269 --> 02:29:19.271]  law enforcement agencies, and the White House.
[02:29:20.458 --> 02:29:25.319]  And I think that illustrates the fact, you know, we've got a clip that we're going to play coming up in the next segment.
[02:29:25.339 --> 02:29:30.080]  We're going to be talking to Wayne Madsen, who also knew the DC Madam and who investigated this.
[02:29:30.100 --> 02:29:30.560]  Very well.
[02:29:30.580 --> 02:29:32.980]  Wayne and I and Jean had dinner many times together by the way.
[02:29:33.020 --> 02:29:33.641]  Yes, yes.
[02:29:33.881 --> 02:29:40.502]  And what one of the people in the clips says is, there wasn't any government program to take down prostitutes.
[02:29:40.622 --> 02:29:46.543]  There was a government program to take down Deborah Jean Palfrey because of what she knew about powerful people.
[02:29:46.883 --> 02:29:48.084]  Thank you so much for joining us.
[02:29:48.164 --> 02:29:50.427]  It's montgomeryblairsibley.com.
[02:29:50.867 --> 02:29:52.248]  Keep up with what he's going to be releasing.
[02:29:52.289 --> 02:29:54.311]  It's going to be a big release coming up next week.
[02:29:54.331 --> 02:29:55.392]  Thank you so much, Mr. Sibley.
[02:29:55.892 --> 02:29:56.653]  My pleasure, David.
[02:29:57.794 --> 02:29:58.835]  We'll be right back with Wayne Madsen.
[02:29:58.855 --> 02:29:59.716]  We're on the march.
[02:30:00.196 --> 02:30:01.798]  The Empire's on the run.
[02:30:02.739 --> 02:30:05.422]  Alex Jones and the GCN Radio Network.
[02:30:09.224 --> 02:30:10.586]  Clean, pure drinking water.
[02:30:10.866 --> 02:30:12.148]  You can't survive without it.
[02:30:12.348 --> 02:30:13.249]  But where do you get it?
[02:30:13.549 --> 02:30:19.317]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[02:30:19.537 --> 02:30:25.264]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[02:30:25.444 --> 02:30:42.311]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[02:30:42.711 --> 02:30:44.832]  Filter capacity up to 5,000 gallons.
[02:30:45.192 --> 02:30:46.392]  Stainless steel construction.
[02:30:46.652 --> 02:30:47.432]  Easy assembly.
[02:30:47.692 --> 02:30:48.332]  Low maintenance.
[02:30:48.612 --> 02:30:50.433]  Replacement filters are simple to install.
[02:30:50.713 --> 02:30:57.814]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[02:30:57.975 --> 02:31:02.976]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[02:31:03.176 --> 02:31:05.756]  Go to InfowarsStore.com or call 888-253-3139.
[02:31:08.917 --> 02:31:10.319]  My name is Alex Jones.
[02:31:10.839 --> 02:31:16.765]  Most of you know me from my syndicated radio program and my documentary films, as well as InfoWars Nightly News.
[02:31:16.986 --> 02:31:31.160]  When I got on air 20 years ago, I had discovered the Globalist program, their plan to take over the world, and my focus went from running 6 miles every other day, swimming 2-3 miles a couple times a week, and lifting weights
[02:31:31.741 --> 02:31:33.662]  You're focusing on fighting the globalists.
[02:31:34.062 --> 02:31:41.884]  I've gone from 279 pounds all the way down to 235 pounds and the weight's going off even faster.
[02:31:42.084 --> 02:31:49.226]  And it wasn't just that my weight loss accelerated, my muscle mass increased, my stamina, my energy levels exploded.
[02:31:49.506 --> 02:31:55.248]  Super Male has the key concentrated natural compounds that my body needed to go to the next level.
[02:31:55.368 --> 02:31:59.749]  Today is the day to take the InfoWarsLife.com challenge and to secure your bottle of
[02:31:59.929 --> 02:32:01.770]  Super male or super female vitality.
[02:32:01.830 --> 02:32:06.872]  Check them out today at Infowarslife.com or give our crew a call at 888-253-3139.
[02:32:06.892 --> 02:32:17.576]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[02:32:17.656 --> 02:32:25.759]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[02:32:26.059 --> 02:32:30.763]  We have now managed to secure the sought-after beans in a highly customized blend.
[02:32:30.943 --> 02:32:37.648]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[02:32:37.728 --> 02:32:44.814]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[02:32:44.914 --> 02:32:51.779]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[02:32:51.939 --> 02:32:55.862]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[02:32:55.862 --> 02:32:56.282]  I'm disappointed.
[02:32:56.402 --> 02:32:59.665]  Available in original or with our immune support infusion blend.
[02:32:59.785 --> 02:33:05.930]  You will be supporting a free press all the while enjoying a truly great tasting cup of my favorite coffee.
[02:33:06.090 --> 02:33:07.791]  Available at Infowarslife.com
[02:33:12.097 --> 02:33:20.820]  I have sworn upon the altar of God eternal hostility against every form of tyranny over the mind of man.
[02:33:21.600 --> 02:33:22.640]  Thomas Jefferson.
[02:33:23.161 --> 02:33:26.842]  It's Alex Jones on the GCN Radio Network.
[02:33:30.066 --> 02:33:31.447]  Welcome back to the Alex Jones Show.
[02:33:31.467 --> 02:33:38.734]  I'm David Knight and we're going to be going to Wayne Madsen, certainly no stranger to the listeners of InfoWars, an excellent investigative journalist.
[02:33:38.794 --> 02:33:44.118]  I've seen him work firsthand at the Cebola Creek Ranch after the death of Justice Scalia.
