[00:00:04.574 --> 00:00:17.868]  Intruder alert!
[02:09:21.777 --> 02:09:24.199]  Is it one world the central bank is in charge?
[02:09:24.199 --> 02:09:27.502]  Aren't we all just living and dying for what the central banks do?
[02:09:27.502 --> 02:09:32.447]  1776 will commence again if you try to take our firearms.
[02:09:32.447 --> 02:09:33.608]  Do you understand?
[02:09:34.348 --> 02:09:39.152]  Live from the InfoWars.com studios, it's Alex Jones.
[02:09:39.152 --> 02:09:41.874]  Owen Schroer is our guest.
[02:09:41.874 --> 02:09:43.755]  He is, of course, an InfoWars.com reporter.
[02:09:43.755 --> 02:09:49.900]  He's about to punch out and get ready for the nightly news, which, of course, will air at 7 o'clock Central Standard Time tonight.
[02:09:49.900 --> 02:09:51.902]  He's going to be hosting this evening.
[02:09:51.902 --> 02:09:54.364]  I'm going to file a special report on that as well.
[02:09:54.364 --> 02:09:56.886]  We've got Dr. Steve Pachinik joining us to talk about the debate.
[02:09:57.526 --> 02:09:57.986]  We're good to go.
[02:10:08.717 --> 02:10:11.518]  He's talked a lot about the silent coup that's happened.
[02:10:11.518 --> 02:10:21.382]  Four years ago, after Benghazi, when our military refused to bomb Syria and battle for Al-Qaeda, and now ISIS, he exposed it here first.
[02:10:21.382 --> 02:10:28.084]  We had other guests that confirmed it, like Colonel Schaefer and many, many, many, many others.
[02:10:28.084 --> 02:10:32.386]  And they hauled Schaefer into Congress over what he said on the show.
[02:10:33.406 --> 02:10:42.455]  He has to be really careful when he comes on now, but he actually briefed Congress on the fact that about 98% of the fighters were Wahhabist.
[02:10:42.455 --> 02:10:45.498]  Call them Al Qaeda, call them ISIS, it's all the same thing.
[02:10:45.498 --> 02:10:50.223]  Steve McKinnick.com is his website, we're going to go to him in a moment, but I wanted to ask him just in general areas,
[02:10:53.396 --> 02:11:01.143]  Why they're celebrating on Charlie Rose saying, oh yeah, ha ha ha, you can keep your doctor, boy, we wrote a great line on Obamacare.
[02:11:01.143 --> 02:11:05.487]  Or Grouper says, thank God the public's dumb, ha ha ha, and then he goes on C-SPAN and says it again.
[02:11:05.487 --> 02:11:10.952]  And while we have the State Department's head spokesman saying, you know, we lied to everybody, it's so funny, ha ha ha.
[02:11:10.952 --> 02:11:13.875]  And Gibbs saying, you know, there's no drone program even though there is, ha ha ha.
[02:11:14.395 --> 02:11:15.496]  What is the psychology?
[02:11:15.496 --> 02:11:25.320]  I mean, I know in criminology criminals like to brag, but I don't get this weird celebration, or is there a method to the madness where they're just inoculating us to accept the fact that they're criminals?
[02:11:25.320 --> 02:11:27.981]  Because it really looks like psychosis.
[02:11:27.981 --> 02:11:31.102]  Now, I only took a few courses in college on psychology.
[02:11:31.102 --> 02:11:34.984]  I'm not a, you know, an MD and a psychiatrist and, you know, everything else like he is.
[02:11:34.984 --> 02:11:41.907]  He has multiple, you know, degrees from Harvard and MIT, but he's one of the top, you know, educated folks, but also in the field on these subjects.
[02:11:41.907 --> 02:11:42.567]  I mean, again,
[02:11:43.672 --> 02:11:45.514]  I found out that Chuck Yeager was a listener in Houston.
[02:11:45.514 --> 02:11:46.235]  He wanted to come on.
[02:11:46.235 --> 02:11:48.918]  Then his lawyer said, oh no, you know, don't go on there.
[02:11:48.918 --> 02:11:49.840]  It's too radical.
[02:11:49.840 --> 02:11:53.304]  I just think it's cool that I, you know, we got to talk to Chuck Yeager's people and found out he is a listener.
[02:11:55.029 --> 02:11:56.750]  Folks were asking me, who's Chuck Yeager?
[02:11:56.750 --> 02:11:58.011]  So it's kind of like, who cares?
[02:11:58.011 --> 02:12:04.094]  You know, the guy that broke the sound barrier, the guy that shot down, you know, 50 Nazis or whatever it is, you know, Super Ace, like the third best U.S.
[02:12:04.094 --> 02:12:04.675]  Ace.
[02:12:04.675 --> 02:12:07.576]  People just don't even care, you know.
[02:12:07.576 --> 02:12:09.818]  But, I mean, Steve Pachinko is a heavyweight.
[02:12:09.818 --> 02:12:21.104]  And it's not that we want to sit here and kiss his ass and say, oh, he's this big, great guy and the composite character for Jack Ryan and the Patriot Games and produced a bunch of big Hollywood films and co-wrote a bunch of Tom Clancy's books, blah, blah, blah.
[02:12:22.845 --> 02:12:37.449]  We'll sit there and look at some candy-ass, lying, you know, white-shoe lawyer, PR flack, spew BS at us, and then, oh, it's so slick, it's so cool, because there's a State Department insignia behind him.
[02:12:37.449 --> 02:12:42.970]  But then when the people who have actually overthrown countries are on, notice the media doesn't ever cover when Pchenik's on.
[02:12:42.970 --> 02:12:45.571]  They'll always cherry-pick stuff out of context.
[02:12:45.571 --> 02:12:47.032]  They're scared of what he talks about.
[02:12:47.032 --> 02:12:48.492]  They don't like it.
[02:12:48.492 --> 02:12:51.973]  I had, years ago, I don't know why I'm telling the story, but it's good to just get background for the listeners.
[02:12:53.612 --> 02:13:01.763]  I'd go on Japanese TV, British TV, Russian TV, I still go on it sometimes, but it was RT Nationwide, and they said, oh, we would like you to come on a special 30-minute show.
[02:13:01.763 --> 02:13:04.467]  And I said, okay, I'll come on that show.
[02:13:04.467 --> 02:13:09.914]  So I go in my office, turn on the computer, and all of a sudden, it's not a Russian TV show.
[02:13:10.928 --> 02:13:21.153]  It's like some government command building with this big giant long table of all these like brain bug Russians with big beards and you can tell they're all like KGB, FSB.
[02:13:21.153 --> 02:13:23.114]  Why do you know Pachinik?
[02:13:23.114 --> 02:13:25.475]  How does he come to talk to you?
[02:13:25.475 --> 02:13:26.656]  Are you a government agent?
[02:13:26.656 --> 02:13:29.197]  You know, I mean this is like something out of a movie, okay?
[02:13:29.197 --> 02:13:32.359]  And I'm like realizing like this isn't Russian TV, is it?
[02:13:32.359 --> 02:13:35.981]  I'm like there's like government flags in a command room.
[02:13:36.901 --> 02:13:40.084]  And so, I'm telling you, that's the weirdness.
[02:13:40.084 --> 02:13:48.751]  And then I had this Mossad agent, one of the top guys in the country, whose cover is writing for a major magazine, and he gets there and I go, I know this is really a visit from the Mossad.
[02:13:48.751 --> 02:13:52.554]  He goes, well, sure, but I'm... Well, how'd you know that?
[02:13:52.554 --> 02:13:53.575]  I'm not really doing an article.
[02:13:53.575 --> 02:13:55.837]  I just want to see what you're planning to do to Israel.
[02:13:55.837 --> 02:13:57.618]  And I'm just like, I'm not against Israel.
[02:13:57.618 --> 02:13:58.539]  I'm not against anybody.
[02:13:58.539 --> 02:14:00.300]  I'm against World War III.
[02:14:00.300 --> 02:14:00.581]  And so,
[02:14:01.803 --> 02:14:02.224]  You're against me?
[02:14:17.865 --> 02:14:20.868]  Multiple times with reporters as cover.
[02:14:20.868 --> 02:14:27.153]  And then they sit there when there's no recording and you go, yeah, I'm here for the CIA to ask you to please stop doing this and Obama would really like it if you'd stop.
[02:14:27.153 --> 02:14:32.138]  I had one guy get on his knees, okay, and beg me to stop doing what I'm doing.
[02:14:32.138 --> 02:14:33.539]  Basically because we don't want to kill you.
[02:14:33.539 --> 02:14:37.863]  Now, the reason I'm telling all this now is this is the real world I live in just as a reporter.
[02:14:38.243 --> 02:14:42.504]  Who isn't trying to destroy the country that wants lower taxes, that wants fair trade deals?
[02:14:42.504 --> 02:14:44.544]  So I kind of told you up front, you know, that's the issue.
[02:14:44.544 --> 02:14:47.805]  You come to work here, though, you're getting on the Millennium Falcon.
[02:14:47.805 --> 02:14:51.186]  I mean, this is not like you're going to fight the empire in some far-off corner.
[02:14:51.186 --> 02:15:00.888]  And the empire are these global corporations that are crony, that are anti-free market, that are attacking what made us great because they see it as competition instead of the fertile soil that's going to launch us to the stars.
[02:15:01.488 --> 02:15:03.210]  So, closing comments and I'm going to state the genesis.
[02:15:03.210 --> 02:15:06.254]  Who wouldn't get on the Millennium Falcon, honestly?
[02:15:06.254 --> 02:15:12.441]  But even, I've been working here for just over a month and I get people sending me stuff all day long, I can't even imagine what it would be like for you.
[02:15:12.441 --> 02:15:17.827]  But real quick, back to what you said about Johnson, I want to point this out, how he didn't want to say... He doesn't even know what planet he's on!
[02:15:17.987 --> 02:15:23.872]  He doesn't want to say, he doesn't want to answer the question and say a president because he doesn't want to offend anyone, he wants to be politically correct, so he just decides to look like a president.
[02:15:23.872 --> 02:15:24.713]  No language!
[02:15:24.713 --> 02:15:26.514]  Who's your favorite president, foreign president?
[02:15:26.514 --> 02:15:27.755]  Ugh, ugh.
[02:15:27.755 --> 02:15:31.999]  Right, he would rather look like a complete fool than actually give an answer.
[02:15:31.999 --> 02:15:34.581]  And this is the psychological war that you talk about with Plutonic.
[02:15:35.181 --> 02:15:43.565]  If they can make you censor yourself, if they can make you censor your own speech, if they can make you afraid to speak your mind, they don't have to get rid of the First Amendment.
[02:15:43.565 --> 02:15:44.985]  They don't even have to touch the Constitution.
[02:15:44.985 --> 02:15:45.506]  It doesn't matter.
[02:15:45.506 --> 02:15:48.387]  They created a basket case with zero confidence.
[02:15:48.387 --> 02:15:52.789]  We're taught how to have no confidence, no new true thoughts or liberal ideas.
[02:15:53.129 --> 02:15:56.131]  So, tonight on the Nightly News, we're going to have a bunch of stuff.
[02:15:56.131 --> 02:15:58.793]  You know, Obama spoke last night, too.
[02:15:58.793 --> 02:16:00.654]  He did a little presidential town hall.
[02:16:00.654 --> 02:16:02.736]  I thought that was going to be a straight-up Trump-bashing session.
[02:16:02.736 --> 02:16:03.857]  It ended up not being.
[02:16:03.857 --> 02:16:05.758]  But he said a bunch of stuff we can expose him on.
[02:16:05.758 --> 02:16:06.518]  We'll talk about that.
[02:16:06.518 --> 02:16:07.719]  We've got more Obamacare.
[02:16:07.719 --> 02:16:14.144]  And I'll be doing a follow-up interview from my report with Andrew Kerr, who wrote a scathing report on Brock's activity.
[02:16:14.144 --> 02:16:18.927]  He's also done more reports relating them to the Clinton and all these other super PACs.
[02:16:18.927 --> 02:16:19.788]  So, we're going to expose him.
[02:16:19.788 --> 02:16:21.409]  And he said his goal
[02:16:22.049 --> 02:16:26.512]  Is to force this into the mainstream and get media matters audited.
[02:16:26.512 --> 02:16:29.433]  Could you even imagine, Alex, how vindicated would you feel?
[02:16:29.433 --> 02:16:34.496]  They're not going to do it though because the IRS admittedly persecutes patriots.
[02:16:34.496 --> 02:16:38.339]  They even go after veterans groups that try to get better health care for veterans.
[02:16:38.999 --> 02:16:43.442]  These are the most sickening evil people, because they have a competition who can be more evil.
[02:16:43.442 --> 02:16:45.164]  So it's like, what do we do here?
[02:16:45.164 --> 02:16:46.444]  I've got the documents.
[02:16:46.444 --> 02:16:48.386]  We've caught him red-handed, okay?
[02:16:48.386 --> 02:16:53.770]  David Brock is colluding and laundering money in the Democratic Party platform.
[02:16:53.770 --> 02:16:56.372]  We caught you, and then they're just not going to do anything.
[02:16:56.372 --> 02:16:57.272]  So what do we do?
[02:16:57.272 --> 02:17:00.935]  We take the Millennium Falcon to the next light year and fight the next battle.
[02:17:01.035 --> 02:17:01.575]  That's right.
[02:17:01.575 --> 02:17:02.856]  Owen Troyer, great job.
[02:17:02.856 --> 02:17:04.777]  Anthony Kumia is going to host the fourth hour.
[02:17:04.777 --> 02:17:06.218]  I want to go to Dr. Steve Pchenik now.
[02:17:06.218 --> 02:17:06.798]  Thank you, my friend.
[02:17:06.798 --> 02:17:08.059]  Thank you, Alex.
[02:17:08.059 --> 02:17:11.341]  And Doc, I didn't mean to go into that whole rant earlier about you or me or any of this.
[02:17:11.341 --> 02:17:12.782]  I just don't think people understand.
[02:17:12.782 --> 02:17:15.083]  This isn't a TV show that's like entertainment.
[02:17:15.083 --> 02:17:16.164]  This isn't fiction.
[02:17:17.044 --> 02:17:28.134]  The general public needs to know exactly what's going on here and the fact that you and I and others are having such a big effect against this criminal, piratical group of criminals shows that they're not invincible.
[02:17:28.134 --> 02:17:29.615]  In fact, they're quite weak.
[02:17:29.615 --> 02:17:39.224]  And the fact that Hillary's coming out naming us, the fact that they're all panicking, the fact they're claiming I'm a Russian agent has really, really a window, I think,
