[00:00:00.370 --> 00:00:03.884]  And your support is helping us defend liberty worldwide.
[02:20:19.222 --> 02:20:20.843]  And it's because of Brain Force.
[02:20:21.621 --> 02:20:24.764]  One of the worst things with most energy products is it's not sustainable.
[02:20:25.064 --> 02:20:25.204]  Right?
[02:20:25.224 --> 02:20:27.566]  You're gonna crash and gonna feel really bad afterwards.
[02:20:27.926 --> 02:20:31.449]  This has a bunch of different antioxidants and compounds and polyphenols.
[02:20:31.489 --> 02:20:34.652]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[02:20:35.132 --> 02:20:39.916]  We kept changing this formula over and over and over again until it became sort of a grand puzzle.
[02:20:40.456 --> 02:20:42.278]  For example, the L-theanine inside of it.
[02:20:42.638 --> 02:20:47.082]  That is activated by the different compounds in the Yerba Mate that we put inside of it as well.
[02:20:47.242 --> 02:20:49.263]  This just increases the compounds you already have.
[02:20:49.864 --> 02:20:51.325]  This is what you're actually designed to run on.
[02:20:51.485 --> 02:20:51.725]  Exactly.
[02:20:51.745 --> 02:20:55.549]  It's kind of like a car will run on one form of junky gas, but it runs really good on what it's designed for.
[02:20:56.049 --> 02:21:04.056]  You will find Brain Force, Survival Shield X2, and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[02:21:08.860 --> 02:21:10.261]  My name is Alex Jones.
[02:21:10.761 --> 02:21:16.705]  Most of you know me from my syndicated radio program and my documentary films, as well as InfoWars Nightly News.
[02:21:16.925 --> 02:21:31.093]  When I got on air 20 years ago, I had discovered the Globalist program, their plan to take over the world, and my focus went from running six miles every other day, swimming two, three miles a couple times a week, and lifting weights,
[02:21:31.673 --> 02:21:33.615]  They're focusing on fighting the globalists.
[02:21:33.995 --> 02:21:41.821]  I've gone from 279 pounds all the way down to 235 pounds and the weight's going off even faster.
[02:21:42.021 --> 02:21:49.146]  And it wasn't just that my weight loss accelerated, my muscle mass increased, my stamina, my energy levels exploded.
[02:21:49.447 --> 02:21:55.171]  Super Male has the key concentrated natural compounds that my body needed to go to the next level.
[02:21:55.311 --> 02:22:01.496]  Today is the day to take the InfoWarsLife.com challenge and to secure your bottle of Super Male or Super Female Vitality.
[02:22:01.716 --> 02:22:07.139]  Check them out today at Infowarslife.com or give our crew a call at 888-253-3139.
[02:22:07.339 --> 02:22:11.721]  The globalist social engineers are not just targeting us with propaganda.
[02:22:11.901 --> 02:22:14.163]  They are manipulating our genetics.
[02:22:14.343 --> 02:22:22.707]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[02:22:22.967 --> 02:22:29.670]  The key is to be aware of this attack and to fight back against it after consulting top doctors, nutritionists, pharmacists and others.
[02:22:29.870 --> 02:22:44.357]  We have developed what I believe is the ultimate non-GMO organic super male vitality formula sourced from powerful organic herbs harvested around the planet and then concentrated for maximum potency.
[02:22:44.557 --> 02:22:46.477]  I've always believed in nutrition and herbs.
[02:22:46.817 --> 02:22:54.479]  Super Mel Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[02:22:54.759 --> 02:23:00.920]  Super Mel Vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[02:23:01.240 --> 02:23:08.162]  Visit InfoWarsLife.com today to secure your Super Mel Vitality and other powerful products from InfoWars Life.
[02:23:09.815 --> 02:23:13.217]  Thousands of years ago, there was a basic form of chivalry.
[02:23:13.578 --> 02:23:20.722]  Our ancestors would hear the drums of war, giving the warriors of the tribe a chance to organize and prepare a defense.
[02:23:21.323 --> 02:23:29.688]  Sixty years ago, when foreign air forces were approaching filled with bombs, they had drums of their own, air raid sirens.
[02:23:29.928 --> 02:23:39.735]  But in the 21st century, there are silent weapons for quiet war, pathogens added to the food and water, to the lining of plastics that destroy our vitality.
[02:23:39.935 --> 02:23:43.798]  Turn off our hormones and accelerate our journey towards death.
[02:23:44.178 --> 02:23:47.401]  I personally counter this onslaught with AnthroPlex.
[02:23:47.601 --> 02:23:58.690]  AnthroPlex is designed with known, organic, concentrated herbs to create the basic foundation to normal metabolic activity inside the human body.
[02:23:58.750 --> 02:24:01.432]  Discover why AnthroPlex is turning so many heads today.
[02:24:01.652 --> 02:24:07.617]  It's time for us to take our bodies back into our own hands and it starts at InfoWarsLife.com with AnthroPlex.
[02:24:16.960 --> 02:24:22.065]  It just got announced 45 minutes ago.
[02:24:23.085 --> 02:24:32.033]  Earl Haggart died from the mystery pneumonia slash flu that put Joe Biggs in the hospital.
[02:24:35.436 --> 02:24:38.739]  And Weldon Henson, who's super healthy, he was in the hospital.
[02:24:38.979 --> 02:24:39.740]  And almost me.
[02:24:39.800 --> 02:24:42.062]  I literally thought I was gonna die there for a minute.
[02:24:42.082 --> 02:24:43.744]  Let's hear a little bit more from the Hag.
[02:24:44.943 --> 02:24:50.005]  We'll play this part and then we'll get back to the broadcast.
[02:25:20.727 --> 02:25:22.208]  We are, until we admit it to ourselves.
[02:25:22.308 --> 02:25:24.730]  By the end of the song, though, he says, stop rolling downhill.
[02:25:28.453 --> 02:25:35.758]  Going to Joe Biggs, briefly, because I'd forgotten, seeing him walk around the office, that he was in the hospital.
[02:25:36.198 --> 02:25:37.219]  Sickest he'd been in his life.
[02:25:37.259 --> 02:25:38.400]  He always brags he doesn't get sick.
[02:25:39.858 --> 02:25:42.640]  They couldn't say it was flu, couldn't say it was pneumonia, had pneumonia.
[02:25:43.121 --> 02:25:46.103]  And this is just all over the country, and the media's not really reporting on it.
[02:25:46.123 --> 02:25:49.365]  I mean, it's here or there, but this is scary.
[02:25:49.385 --> 02:25:56.131]  And then you have congressional hearing reports where they call chemtrails an exotic weapons system.
[02:25:56.231 --> 02:25:56.971]  It's going on.
[02:25:58.132 --> 02:26:00.874]  All sorts of different cocktails are being sprayed on us.
[02:26:01.495 --> 02:26:02.796]  And they tell us it's ice crystals.
[02:26:03.396 --> 02:26:07.940]  Until the early 90s, when the Nobel Prize was won for coming up with this, and the Nobel Prize was won for it,
[02:26:09.261 --> 02:26:17.366]  There were no chemtrails, condensation trails, ice crystals formed above 20,000 feet in the summer, a little bit lower in the winter.
[02:26:17.666 --> 02:26:20.428]  It was ice crystals and they faded away within a minute.
[02:26:21.168 --> 02:26:29.553]  I sit there and watch these working in the garden or whatever, spray, they're there three hours later, expanding and drifting down, forming cloud banks.
[02:26:29.893 --> 02:26:32.034]  They teach kids in university
[02:26:33.410 --> 02:26:39.238]  Textbooks, but also in elementary textbooks, the entire gamut that there's a program to save the earth from solar radiation.
[02:26:39.739 --> 02:26:40.620]  It's a government program!
[02:26:41.542 --> 02:26:43.603]  And it is anti-human and poisoning the earth.
[02:26:43.863 --> 02:26:45.263]  Joe Biggs, tell folks what happened to you.
[02:26:45.744 --> 02:26:46.324]  It was interesting.
[02:26:46.344 --> 02:26:52.206]  I was just sitting at my desk and I was listening to Dr. Group speak about the matter and how they were this huge chemtrail dump up north.
[02:26:53.106 --> 02:26:56.748]  So I was just recently in Philly, you know, two weeks prior to that I was deathly ill.
[02:26:56.788 --> 02:26:57.968]  I was in the hospital on and off.
[02:26:58.388 --> 02:26:59.789]  I lost about 10 pounds.
[02:27:00.509 --> 02:27:01.349]  All I could do was sleep.
[02:27:01.389 --> 02:27:02.390]  I had no energy.
[02:27:02.450 --> 02:27:04.410]  I felt like I was on my deathbed.
[02:27:04.730 --> 02:27:05.971]  I woke up in cold sweats.
[02:27:06.371 --> 02:27:11.353]  And it reminded me, because when I was in Philly, I had a conversation at the Democracy Spring protests.
[02:27:11.673 --> 02:27:14.814]  I was actually speaking to one of the older gentlemen that lived out there his whole life.
[02:27:15.334 --> 02:27:16.975]  And he says, hey man, make sure you stay warm.
[02:27:16.995 --> 02:27:19.156]  He's like, you don't want to catch the pneumonia that's going around.
[02:27:19.576 --> 02:27:20.676]  And I said, that's funny you say that.
[02:27:20.696 --> 02:27:22.717]  I just had the flu and pneumonia.
[02:27:23.057 --> 02:27:25.438]  And he goes, man, he's like, you probably got the chemtrail flu.
[02:27:25.458 --> 02:27:27.539]  And that's what they're calling it right now in Philly.
[02:27:27.559 --> 02:27:31.020]  This is coming from a bunch of Bernie supporters, some Trump guys that are out there I spoke to.
[02:27:31.400 --> 02:27:33.961]  A lot of people are getting, a lot of people are dying from pneumonia.
[02:27:34.141 --> 02:27:35.202]  Notice how the public knows.
[02:27:35.282 --> 02:27:37.704]  Even people that aren't listeners know about the chemtrail flu.
[02:27:38.085 --> 02:27:42.769]  People know that we've got an evil, multinational, global force against us.
[02:27:43.570 --> 02:27:45.552]  It's not aliens, but it might as well be.
[02:27:45.652 --> 02:27:54.120]  It's a global, secret technocracy that uses all of our tax money to build these huge Manhattan Project programs and then use them against us.
[02:27:54.781 --> 02:27:57.142]  Yeah, the last time I had the flu, I was like 12 years old.
[02:27:57.522 --> 02:28:08.946]  You know, I got, uh, when I joined the military, when they started forcing us to take those flu shots, I would get sick from time to time, but I mean, this was the full-on flu, I'm in the bed, then I was able to get pneumonia.
[02:28:09.006 --> 02:28:11.927]  I mean, I literally thought I was gonna die a couple days.
[02:28:11.987 --> 02:28:16.369]  It was so bad that I didn't even know who I was speaking to, I couldn't walk, I fell over.
[02:28:16.809 --> 02:28:20.591]  And that's when I had to get someone to help me, drag me, pick me up, and take me to the hospital.
[02:28:20.951 --> 02:28:26.955]  They took all these tests, they found out that I had flu A, and then they did chest x-rays, they ended up finding out that I had pneumonia as well on top of that.
[02:28:27.635 --> 02:28:28.576]  I thought I was gonna die.
[02:28:28.596 --> 02:28:30.637]  So this is something that people really need to look into.
[02:28:30.997 --> 02:28:32.238]  You know, the fact that we have people around.
[02:28:32.258 --> 02:28:33.939]  The more vaccines we get, the worse it gets.
[02:28:34.079 --> 02:28:34.700]  Joe, thank you.
[02:28:34.720 --> 02:28:36.261]  We're glad you didn't go the way of Merle Haggard.
[02:28:36.761 --> 02:28:37.221]  Amazing.
[02:28:37.962 --> 02:28:38.743]  Tell folks what's coming up.
[02:28:38.943 --> 02:28:40.604]  We're going to break some of the U.S.
[02:28:40.664 --> 02:28:41.004]  code.
[02:28:41.104 --> 02:28:45.348]  Okay, so as I was looking into it even more, H.R.
[02:28:45.368 --> 02:28:48.490]  2977 is a bill that was introduced into the 107th U.S.
[02:28:48.910 --> 02:28:55.895]  Congress in 2001, and chemtrails were referred to as an exotic weapons system.
[02:28:56.816 --> 02:28:59.858]  And supposedly, chemtrail spraying over humans in the U.S.
[02:28:59.918 --> 02:29:02.060]  gained its legality from U.S.
[02:29:02.140 --> 02:29:19.652]  Code Title 50, Section 1520, which gives the Secretary of Defense authority to order testing involving the use of a chemical agent or biological agent on civilian population for research purposes.
[02:29:19.912 --> 02:29:22.495]  That's right, well U.S.
[02:29:22.515 --> 02:29:33.427]  Code Title 50 Chapter 32, Section 1528, Paragraph B, quote, prohibits secret testing, including lethal, unless it's for research or law enforcement purposes.
[02:29:34.068 --> 02:29:34.308]  Yeah.
[02:29:34.609 --> 02:29:39.154]  So it's okay to kill us, or test on us, if it's for research or law enforcement purposes.
[02:29:40.458 --> 02:29:46.700]  Yeah, that's right, and what people don't realize is when they block the UVB rays, this is a whole nother eugenics program.
[02:29:47.220 --> 02:29:51.801]  You block the body and the plant's ability to grow properly, and you block vitamin A production.
[02:29:51.821 --> 02:29:57.283]  And that's why Cass Sunstein at the White House wants a law banning saying sunlight is good.
[02:29:57.303 --> 02:29:59.643]  He wants a law where your kids aren't allowed to have it.
[02:29:59.783 --> 02:30:01.204]  It's child abuse.
[02:30:01.764 --> 02:30:02.864]  They might as well be aliens.
