[00:00:03.959 --> 00:00:06.262]  Wednesday, April 20th, 2016.
[02:11:03.165 --> 02:11:07.647]  But this isn't stirring up trouble to get to the bottom of what's happening here and hopefully have an investigation.
[02:11:07.647 --> 02:11:12.110]  I know she's learned probably more since she put out her video a few days ago.
[02:11:12.110 --> 02:11:14.251]  Mrs. Schlafly, thank you so much for coming on with us today.
[02:11:15.373 --> 02:11:16.833]  Well, thank you.
[02:11:16.833 --> 02:11:21.915]  I'm very happy to join you and happy to have a chance to tell you what's going on.
[02:11:21.915 --> 02:11:36.698]  There just seem to be a couple of people in my organization who think they can run Eagle Forum better than I can, but we've built, I think, the most unique and successful organization in the conservative movement.
[02:11:36.698 --> 02:11:38.979]  And most of them are volunteers.
[02:11:38.979 --> 02:11:40.099]  I'm a volunteer.
[02:11:40.099 --> 02:11:42.880]  All my state presidents are volunteers.
[02:11:43.662 --> 02:11:57.428]  And we have a very small paid staff, but we have built an organization that candidates for office all seek our endorsement.
[02:11:57.428 --> 02:12:01.610]  And they like to have our endorsement because they know it's meaningful.
[02:12:01.610 --> 02:12:08.833]  We have taught people that politics is where the action is, and we want them to be active in politics.
[02:12:09.770 --> 02:12:10.390]  Absolutely.
[02:12:10.390 --> 02:12:12.572]  Normally, phones aren't clear.
[02:12:12.572 --> 02:12:13.592]  Yours is very clear.
[02:12:13.592 --> 02:12:14.893]  It's a bit overdriven, ma'am.
[02:12:14.893 --> 02:12:17.595]  If you can just back off your receiver a tiny bit.
[02:12:17.595 --> 02:12:19.356]  But we did hear pretty much what you said.
[02:12:19.356 --> 02:12:23.058]  Please continue with, as best you know now, what happened.
[02:12:23.058 --> 02:12:33.324]  Because I think what happened to this important patriotic organization, what they attempted to do, the import of it goes to the character of someone who wants to be president.
[02:12:33.324 --> 02:12:39.128]  So can you break down specifically what happened in the attempted, what some have called, mugging of Eagle Forum?
[02:12:40.543 --> 02:12:49.567]  Well, the attempt is to use my endorsement of Donald Trump.
[02:12:49.567 --> 02:12:50.667]  You know, he came to St.
[02:12:50.667 --> 02:13:05.533]  Louis, had a big rally, and I introduced him, and I met him with him before he went on stage, and asked him to support the Republican platform, and he promised to support the Republican platform.
[02:13:05.533 --> 02:13:06.694]  And that's important to me.
[02:13:06.694 --> 02:13:08.715]  I've had a big hand in writing it.
[02:13:08.715 --> 02:13:09.515]  It's pro-life.
[02:13:10.240 --> 02:13:17.386]  It's pro-marriage, it's pro-national sovereignty, which is very important to me.
[02:13:17.386 --> 02:13:22.551]  It's not just strong enough to have a good military.
[02:13:22.551 --> 02:13:24.393]  We've got to be superior.
[02:13:24.393 --> 02:13:30.338]  And then our enemies will respect us and our friends will rely on us.
[02:13:32.170 --> 02:13:34.533]  And anyway, he did, and so I endorsed him.
[02:13:34.533 --> 02:13:42.402]  And my guess is about half of our people are for Cruz, and about half of them are for Trump.
[02:13:42.402 --> 02:13:46.587]  And I didn't object to the one who endorsed Cruz.
[02:13:46.587 --> 02:13:49.050]  I said, you've got free speech.
[02:13:49.050 --> 02:13:51.032]  You can endorse anybody you want.
[02:13:54.343 --> 02:13:56.886]  Well, I mean, I interview you every few months.
[02:13:56.886 --> 02:14:00.950]  You make really salient, central points that other pundits aren't even making.
[02:14:00.950 --> 02:14:02.492]  You're obviously super sharp.
[02:14:02.492 --> 02:14:03.173]  My grandmother's 90.
[02:14:03.173 --> 02:14:04.554]  She's super sharp.
[02:14:04.554 --> 02:14:06.857]  Has a lot of wisdom that I don't have as well.
[02:14:06.857 --> 02:14:13.805]  It's just so insulting to try to, in the dead of night, you know, steal the organization from you and just claim it's because you supported Donald Trump.
[02:14:13.805 --> 02:14:14.465]  It really shows
[02:14:15.106 --> 02:14:20.889]  Well, I think they must have been, because all of this fight started when somebody came to me and gave me a list
[02:14:39.921 --> 02:14:47.846]  Of about a dozen EGLE leaders, EGLE members, who were endorsing Cruz.
[02:14:47.846 --> 02:14:53.449]  And they did it in a way that made it look like it was EGLE Forum doing it.
[02:14:53.449 --> 02:14:57.151]  But nevertheless, I decided not to say anything.
[02:14:57.151 --> 02:14:59.812]  Let them do it.
[02:14:59.812 --> 02:15:00.773]  Okay.
[02:15:00.773 --> 02:15:06.396]  Unfortunately, following that, one of them made a robo-call on behalf of Cruz.
[02:15:09.319 --> 02:15:12.101]  A number of them have been using it.
[02:15:12.101 --> 02:15:20.365]  I suspect that they've been letting the Clues campaign use some of my list, which they have leaked to them.
[02:15:20.365 --> 02:15:21.726]  Wow, that's bombshell.
[02:15:21.726 --> 02:15:24.947]  I hadn't heard that yet directly from Phyllis Schlafly right now.
[02:15:24.947 --> 02:15:25.668]  She's researching.
[02:15:25.668 --> 02:15:27.449]  It looks like they had lists.
[02:15:27.449 --> 02:15:29.049]  She got calls from other members.
[02:15:29.049 --> 02:15:34.072]  Yeah, and of course, the other thing they've done is to divide up my family.
[02:15:34.072 --> 02:15:38.034]  My daughter is with the group that is leading the
[02:15:38.567 --> 02:15:39.268]  Thank you.
[02:15:56.984 --> 02:15:59.745]  He always errs on the safe side of things.
[02:15:59.745 --> 02:16:01.166]  Well, Phyllis, that's amazing.
[02:16:01.166 --> 02:16:09.529]  I mean, not just getting rid of you claiming you were old, but now your son, a long-term member lawyer and accountant involved in an organization that's been so selfless.
[02:16:09.529 --> 02:16:12.530]  And then we've got another son they want to get rid of.
[02:16:12.530 --> 02:16:20.753]  And he's the one who's written a lot of these amicus briefs that we've filed with the Supreme Court in important cases.
[02:16:20.753 --> 02:16:24.034]  And we have a very wonderful collection of these briefs.
[02:16:25.063 --> 02:16:28.386]  And you'll be interested in one of those briefs we filed.
[02:16:28.386 --> 02:16:29.867]  I don't remember which one it was.
[02:16:29.867 --> 02:16:35.652]  The ACLU filed a brief asking the court not to read Eagle Farm's brief.
[02:16:35.652 --> 02:16:37.073]  I remember that.
[02:16:37.073 --> 02:16:38.535]  Fellas, getting back to the list.
[02:16:38.535 --> 02:16:40.016]  This is amazing.
[02:16:40.016 --> 02:16:43.319]  So people are getting robocalls.
[02:16:43.319 --> 02:16:51.446]  Somehow they did get access to some of my lists and I don't think that was very nice.
[02:16:52.472 --> 02:17:09.704]  So you took the high road, let high-level members of the Eagle Forum go out and basically ignore your main endorsement and just in your face endorse Cruz as they were the Eagle Forum misrepresenting and then suddenly Robo calls as if Cruz, I guess, had already thought he was running Eagle Forum.
[02:17:09.704 --> 02:17:17.609]  Are you going to formally ask them to return any list or stop using your name?
[02:17:17.609 --> 02:17:22.252]  Well, I'm trying to say that these other people are not representing Eagle Forum.
[02:17:23.932 --> 02:17:30.775]  I represent Eagle Farm, and they've tried to throw me out, but at any rate, I'm still here.
[02:17:30.775 --> 02:17:32.956]  And I intend to be here.
[02:17:32.956 --> 02:17:46.722]  I was reading Dr. Corsi, who I know has spoken to you at WorldNetDaily about kind of the chain of events, but specifically, break down for us, ma'am, if you can, and we're going to go to break and come back in five more minutes to finish up about the general election with you and your book being republished.
[02:17:48.402 --> 02:17:56.129]  Well, if anybody wants to know why I endorsed Trump, you've got to read the book A Choice, Not an Echo.
[02:17:56.129 --> 02:17:59.331]  Because I have been fighting the Kingmakers.
[02:17:59.331 --> 02:18:10.961]  The Kingmakers are a lot of rich people who think they are appointed to designate who the Republican nominees are and who should be the President of the United States.
[02:18:11.445 --> 02:18:12.726]  And I don't think so.
[02:18:12.726 --> 02:18:16.109]  I think the grassroots are entitled to vote for the candidate of their choice.
[02:18:16.109 --> 02:18:19.611]  That's what you've said on my show for 21 years, is what you've been saying for 50 years.
[02:18:19.611 --> 02:18:24.795]  That's what you stand for, is conservative populism.
[02:18:24.795 --> 02:18:26.236]  That's correct.
[02:18:26.236 --> 02:18:29.299]  And the kingmakers have had their way.
[02:18:29.827 --> 02:18:47.153]  You know, I tell people, I've been to every Republican convention since 1952, and I was there when the late, great Senator Eric Dirksen, one of our greatest Republican speakers, sat on the floor of the convention.
[02:18:47.153 --> 02:18:53.195]  I've forgotten which one it was, talking about the Kingmakers then.
[02:18:53.195 --> 02:18:57.616]  We followed you before, and you led us down the road to defeat.
[02:18:58.550 --> 02:19:08.673]  Well, the kingmakers really don't care whether the Republicans or Democrats win, just so they're people they can pay off and control.
[02:19:08.673 --> 02:19:20.576]  And we're seeing that arrogance now, where even the Republican establishment, Mitch McConnell, Paul Ryan, say, fine, we'll take Hillary over Donald Trump, because they just want to maintain power.
[02:19:20.576 --> 02:19:22.697]  Yes, that is correct.
[02:19:22.697 --> 02:19:27.038]  And I want the grassroots to win, and I think we've got a chance with Trump.
[02:19:28.206 --> 02:19:29.466]  That's why they're scared to death of it.
[02:19:29.466 --> 02:19:55.976]  Man, we're going to go to break and come back and I want to talk more about the election with you, the book being republished, A Choice on an Echo, but just briefly when we return though, the specifics, because I was reading the news about them trying to get your bank account, the companies, you know, the organization, the tax-free group, and they were trying a takeover and failed, which shows how fraudulent it was, thank God, and it just goes to the whole attitude of Ted Cruz and his henchmen trying to shark in and take over.
[02:19:56.936 --> 02:19:58.877]  Uh, this organization truly sickening.
[02:20:19.986 --> 02:20:27.888]  But now the FDA warns that these IBC filters may cause serious complications such as heart damage, lung damage, danger from rupture, internal bleeding, even death.
[02:20:27.888 --> 02:20:30.749]  You could be entitled to a cash settlement, but you must call now.
[02:20:30.749 --> 02:20:32.229]  Time is limited for these claims.
[02:20:32.229 --> 02:20:35.910]  Call the attorneys at IBC Filter Justice for a free evaluation of your case.
[02:20:35.910 --> 02:20:38.231]  That's right, a free evaluation of your case.
[02:20:38.231 --> 02:20:39.791]  Get the compensation you deserve.
[02:20:39.791 --> 02:20:40.771]  Call today.
[02:20:40.771 --> 02:20:44.132]  Call the attorneys at IBC Filter Justice for a free confidential consultation.
[02:20:44.532 --> 02:20:45.694]  Don't fight this alone.
[02:20:45.694 --> 02:20:48.979]  Call 1-800-933-7789.
[02:20:48.979 --> 02:20:50.341]  Time is limited for these claims.
[02:20:50.341 --> 02:20:52.765]  Call for a free evaluation of your case.
[02:20:52.765 --> 02:20:54.387]  It's urgent that you act soon.
[02:20:54.387 --> 02:20:54.648]  That's 1-800-933-7789.
[02:20:54.648 --> 02:20:54.708]  1-800-933-7789.
[02:21:00.776 --> 02:21:03.098]  Are you concerned about the Power Grid?
[02:21:03.098 --> 02:21:05.521]  About the new war on the Power Grid?
[02:21:05.521 --> 02:21:11.086]  If so, this will be the most important radio message you will ever hear, and the most valuable.
[02:21:11.086 --> 02:21:12.066]  Here's why.
[02:21:12.066 --> 02:21:17.631]  An important book revealing new and dangerous vulnerabilities of the Power Grid has just been written.
[02:21:17.631 --> 02:21:21.495]  Incredibly, the author has agreed to give away several free copies.
[02:21:21.775 --> 02:21:25.038]  But only for a limited time to GCN listeners.
[02:21:25.038 --> 02:21:29.741]  He simply asked that you pay $3 to cover part of the shipping and handling cost.
[02:21:29.741 --> 02:21:35.525]  Even better, if you're one of the first 17 online today, he will actually FedEx the book to you.
[02:21:35.525 --> 02:21:36.466]  Why do this?
[02:21:36.466 --> 02:21:40.329]  Why would he spend extra money and all that bother to FedEx his new book?
[02:21:40.329 --> 02:21:41.370]  The answer is simple.
[02:21:41.630 --> 02:21:45.772]  America's power grid is in grave danger and most Americans are clueless.
[02:21:45.772 --> 02:21:52.656]  Find out what's going on behind the scenes and why the most common question this author gets is, do you fear for your life?
