[00:00:07.785 --> 00:00:10.406]  Ladies and gentlemen, wow!
[02:11:57.830 --> 02:11:58.690]  And that's the plan.
[02:11:58.690 --> 02:12:00.931]  You've seen them try everything they can.
[02:12:00.931 --> 02:12:05.112]  Turn loose the Arab Spring, flood Europe, flood the U.S., open our borders.
[02:12:05.112 --> 02:12:06.673]  Now they're moving to the next level.
[02:12:07.708 --> 02:12:11.211]  We'll get Matt Bracken and his breakdown on that here in a moment.
[02:12:11.211 --> 02:12:12.652]  Chris in Georgia, thanks for holding.
[02:12:12.652 --> 02:12:14.273]  You're on the air.
[02:12:14.273 --> 02:12:14.914]  Yes, hello Alex.
[02:12:14.914 --> 02:12:15.574]  How are you?
[02:12:15.574 --> 02:12:17.476]  Good, my friend.
[02:12:17.476 --> 02:12:22.840]  Yes, before I ask you a topic, I want to say, how is Trump anti-American if he doesn't want war in Israel?
[02:12:22.840 --> 02:12:24.641]  That is what the globalists want to take power.
[02:12:24.641 --> 02:12:27.824]  So the argument the first caller made is plain out bold.
[02:12:27.824 --> 02:12:29.345]  But the reason I'm calling is for Pence.
[02:12:30.148 --> 02:12:33.152]  Do you keep saying the elites may kill Trump?
[02:12:33.152 --> 02:12:37.298]  Are you saying that on the basis that Pence will follow the globalists before the American people?
[02:12:37.298 --> 02:12:40.982]  Because Trump would only be killed if Pence would do something Trump wouldn't.
[02:12:40.982 --> 02:12:43.366]  For an example, Israel and the TPP.
[02:12:43.366 --> 02:12:44.928]  So why do you say they would kill him?
[02:12:46.058 --> 02:12:57.601]  Well, they wouldn't have mainstream media promoting it in every major newspaper and magazine that I've seen, I mean hundreds of them, saying kill Trump and then doing nothing about the writers and Hollywood producers calling for that if they weren't trying to foment violence.
[02:12:57.601 --> 02:12:58.722]  It came out in the WikiLeaks.
[02:12:58.722 --> 02:13:03.243]  They're trying to foment violence at his rallies and hoping somebody would kill him.
[02:13:03.243 --> 02:13:11.025]  I don't think Pence is a bad guy, but he's more of a mainline kind of Christian conservative who is more globalist than Trump.
[02:13:12.847 --> 02:13:15.569]  I don't think it was a bad choice, but I do actually have concerns.
[02:13:15.569 --> 02:13:28.560]  I don't think Pence would be in on that, but I think the whole thing claiming that Trump is a Russian agent is an attempt to create an atmosphere where you could get rogue elements, leftists in the government, to try to kill him.
[02:13:28.560 --> 02:13:30.902]  I mean, I think that's something I'm really concerned about.
[02:13:30.902 --> 02:13:32.223]  I appreciate your call, Chris.
[02:13:32.223 --> 02:13:38.628]  Let's bring Matt Bracken in now to kind of co-host for this segment, taking calls with us to get his take on what the caller just raised.
[02:13:38.628 --> 02:13:39.089]  Matt Bracken?
[02:13:40.928 --> 02:13:45.653]  Yeah, it's going to be definitely an interesting short period of time here.
[02:13:45.653 --> 02:13:48.717]  I don't think that there's necessarily a conspiracy.
[02:13:48.717 --> 02:13:54.524]  I don't think that there's like a secret room in the EU and Brussels where they talk about how they're going to do this.
[02:13:54.524 --> 02:13:57.327]  It's more like a common jellyfish brain.
[02:13:57.327 --> 02:13:59.149]  That's where they're all tending to go.
[02:13:59.149 --> 02:14:00.070]  Sure, it's an atmosphere.
[02:14:00.839 --> 02:14:12.488]  You can give Truth Serum to Ben Rhodes and his brother, the president of CBS, and they'll both swear that they're not in, you know, cahoots to start this war over Israel.
[02:14:12.488 --> 02:14:15.591]  But all the jellyfish are swimming hard in that direction.
[02:14:15.591 --> 02:14:16.812]  That's how I would look at it.
[02:14:16.812 --> 02:14:24.958]  Sure, and even if folks have some issues with Israel, let's just throw that out there and say, sure, Israel has some things that aren't perfect, it's different political parties, it's like any nation.
[02:14:24.958 --> 02:14:30.022]  The obsession with it, the mental illness, and now trying to start a war, don't people get that Israel has nukes?
[02:14:31.403 --> 02:14:41.865]  Yeah, Israel has nukes and they have what they call the Samson Option, which is, you know, if they're, before they get pushed into the sea, they're going to take out every Arab capital, you know, plus Pakistan, etc.
[02:14:44.555 --> 02:14:59.340]  Unfortunately, they did surveys in places like Pakistan that said, if we could nuke Israel, wipe them out, kill all the Jews, but 100 million Arabs would die, that overwhelmingly is supported.
[02:14:59.340 --> 02:15:03.122]  It would be worth it, even if our capitals were nuked, if it's the end of the Jews.
[02:15:04.202 --> 02:15:11.728]  That's the extent of the hate-on that's been built inside of the Arab mind, the Muslim mind, for Jews.
[02:15:11.728 --> 02:15:17.672]  Extreme hate-on to where they'll even send their, you know, seven, eight-year-old daughters out as suicide bombers.
[02:15:17.672 --> 02:15:20.094]  This comes from an incredible hate.
[02:15:20.094 --> 02:15:27.439]  Tying it back to the left in the United States, you see these, the professor with the, you know, all I want for Christmas is white genocide.
[02:15:27.439 --> 02:15:30.482]  You see a course out in Wisconsin at a major university.
[02:15:31.363 --> 02:15:36.009]  The problem with whiteness.
[02:15:36.009 --> 02:15:39.894]  This is what you do before the Hutus and the Tutsis go at it.
[02:15:39.894 --> 02:15:44.701]  This is what you do before the Serbs and the Kosovo Albanians go at it.
[02:15:44.701 --> 02:15:45.983]  You whip up this hate on.
[02:15:46.403 --> 02:15:49.226]  And by the way, let me just stop you because this is so key.
[02:15:49.226 --> 02:15:55.371]  In the WikiLeaks are literally hundreds of emails saying, our culture control isn't working, we need to go to demographic warfare.
[02:15:55.371 --> 02:16:03.639]  That's the top Democrat saying demographic warfare means race war, and they're out there priming it to an insane, insane level.
[02:16:03.639 --> 02:16:04.680]  This is just crazy.
[02:16:05.260 --> 02:16:18.649]  Then when you just see the lack of social control, when you see what's happened at the malls and you think, this was for fun, it was organized mainly on social media, you know, something cool is going to happen at such and such a time and place.
[02:16:18.649 --> 02:16:26.214]  But imagine people with so little control that they'll go to a place where they think there will be fights, looking for excitement.
[02:16:26.214 --> 02:16:32.699]  Imagine if the power is out, the water has not run in a week, the food is completely out of the apartment.
[02:16:32.699 --> 02:16:33.179]  Then what?
[02:16:33.993 --> 02:16:39.874]  I mean, look at the lack of social control today on full stomachs with electricity working.
[02:16:39.874 --> 02:16:41.394]  Imagine in the dark.
[02:16:41.394 --> 02:16:48.756]  So today, I think the next form of warfare, I'm not as nearly as worried about ICBMs streaking across the polar ice caps.
[02:16:48.756 --> 02:16:50.576]  I mean, that can't be ruled out.
[02:16:50.576 --> 02:16:59.678]  But I'm much more worried about cyber attacks that don't come with a return address that just target our biggest Achilles heel, which is our cities being bombed.
[02:16:59.678 --> 02:17:00.938]  And man, if you look at the Soros...
[02:17:02.358 --> 02:17:07.082]  Sure, if you look at the Soros attack plan, they could launch the false flag to destabilize us.
[02:17:07.082 --> 02:17:08.824]  They're the ones that want to destabilize us.
[02:17:08.824 --> 02:17:11.847]  They're the ones trying to hand Trump a destabilized Middle East.
[02:17:11.847 --> 02:17:12.507]  They admit that.
[02:17:12.507 --> 02:17:14.709]  Why do you think Obama's doing this right at the end?
[02:17:14.709 --> 02:17:16.431]  It's not just about his legacy.
[02:17:16.431 --> 02:17:18.853]  This is about handing Trump a crisis.
[02:17:18.853 --> 02:17:21.576]  Yeah, not only that, it's about holding on to it.
[02:17:21.576 --> 02:17:24.138]  It's analogous to the Billy Bush tape.
[02:17:24.696 --> 02:17:26.337]  You know, the network had it a year ago.
[02:17:26.337 --> 02:17:28.298]  They waited, they waited, they waited.
[02:17:28.298 --> 02:17:34.602]  It was like having the ace up the sleeve at the poker game back in Tombstone.
[02:17:34.602 --> 02:17:39.085]  They waited and they waited, and then they dropped the ace at the perfect time with the Billy Bush tape.
[02:17:39.085 --> 02:17:39.545]  They fought.
[02:17:39.545 --> 02:17:40.226]  It still didn't work.
[02:17:40.686 --> 02:17:51.413]  Well, this is Obama maximizing his leverage, doing this at a time when it's, you know, just obviously a backstab to the incoming Republicans and to Israel.
[02:17:51.413 --> 02:17:54.614]  Like you said, it's a hand grenade with the pin out being tossed to you.
[02:17:54.614 --> 02:17:56.195]  A hot potato.
[02:17:56.195 --> 02:18:03.380]  But it crosses a lot, you know, you talk about red lines, this crosses every Israeli's red line.
[02:18:03.380 --> 02:18:06.982]  They're now saying, forget about the West Bank, forget about the settlements, put that aside.
[02:18:07.836 --> 02:18:11.244]  They're saying East Jerusalem is occupied.
[02:18:11.244 --> 02:18:11.424]  Is!
[02:18:11.424 --> 02:18:13.969]  Not, we're trying to get a resolution.
[02:18:13.969 --> 02:18:15.092]  It's passed.
[02:18:15.092 --> 02:18:17.838]  East Jerusalem is occupied territory.
[02:18:18.607 --> 02:18:25.633]  That means the holiest sites in Judaism and Christianity should be under Muslim administration.
[02:18:25.633 --> 02:18:32.459]  And anything short of that will result in boycotts of Israeli products.
[02:18:32.459 --> 02:18:40.145]  This is spectacular arrogance and the majority religion within the religion of Islam, 80%, is Sunni Wahhabist garbage.
[02:18:40.145 --> 02:18:43.628]  They have said they want to blow up the holy sites in Jerusalem.
[02:18:44.423 --> 02:18:52.851]  Sure, and remember also, this shows the preeminence of Islamic supremacism.
[02:18:52.851 --> 02:18:57.876]  This is supposedly their third holiest site after Mecca and Medina.
[02:18:57.876 --> 02:18:59.137]  Muhammad never visited.
[02:18:59.835 --> 02:19:11.705]  They kind of airbrushed and wrote in a hallucinogenic horse ride to Jerusalem in a dream by Muhammad some point after his death or while he was taking a nap in the cave or somewhere.
[02:19:11.705 --> 02:19:22.734]  So they wanted to draw this powerful, important, critical, geographically and otherwise, city into the Islamic orbit, so they just declared that it's their third holy city.
[02:19:22.734 --> 02:19:23.455]  Sure, and let's expand.
[02:19:24.150 --> 02:19:29.052]  Why don't we just declare that Mecca is the second holiest Christian city?
[02:19:29.052 --> 02:19:31.233]  I mean, you know, it makes as much sense.
[02:19:31.233 --> 02:19:38.255]  But to have the threat of Muslim control, and that's backed by the UN, is huge.
[02:19:38.255 --> 02:19:40.736]  This means that... Sure, that's why we got you on.
[02:19:40.736 --> 02:19:41.477]  We've got to go to break.
[02:19:41.477 --> 02:19:44.938]  But I mean, listen, the Islamists now blow up their own holy sites.
[02:19:45.638 --> 02:19:46.439]  If they're Shiite.
[02:19:46.439 --> 02:19:51.243]  So there's a lot of Islamists that want to blow up the Christian shrines that are in Jerusalem.
[02:19:51.243 --> 02:19:53.104]  They want those removed is my point.
[02:19:53.104 --> 02:20:00.170]  And I could see Obama there in the future speaking Arabic with a plunger blowing up, you know, the Mount of Olives or something.
[02:20:00.170 --> 02:20:00.851]  We'll be right back.
[02:20:01.741 --> 02:20:03.622]  Fully cooked, ready-to-eat bacon.
[02:20:03.622 --> 02:20:06.844]  I'm talking thick, meaty, center-cut, presidential bacon.
[02:20:06.844 --> 02:20:08.465]  Savory and delicious.
[02:20:08.465 --> 02:20:11.287]  I buy some, I use some, I store some.
[02:20:11.287 --> 02:20:11.947]  Awesome.
[02:20:11.947 --> 02:20:15.049]  No refrigeration needed with a 10-year shelf life.
[02:20:15.049 --> 02:20:16.610]  NASA PAC Technology.
[02:20:16.610 --> 02:20:17.230]  Bacon.
[02:20:17.230 --> 02:20:21.393]  Fully cooked, fully hydrated, ready-to-eat right from the pack bacon.
[02:20:21.393 --> 02:20:22.814]  Or warm and served.
[02:20:22.814 --> 02:20:24.875]  Life-saving, ready-to-eat bacon.
[02:20:24.875 --> 02:20:26.816]  10-year shelf life bacon.
[02:20:26.816 --> 02:20:29.598]  Ships free at FullyCookedBacon.com.
[02:20:29.598 --> 02:20:30.879]  FullyCookedBacon.com.
[02:20:31.639 --> 02:20:40.024]  If you or someone you care about loves outdoor adventure, then check out slingbow.com for some unique holiday gift ideas.
[02:20:40.024 --> 02:20:48.669]  That's slingbow.com, where we have some innovative new products for the archer, hunter, or bow fishing enthusiast in your family.
[02:20:48.669 --> 02:20:53.392]  Now through January, use the promo code HOLIDAY to get free shipping in the U.S.
[02:20:53.392 --> 02:20:54.532]  or Canada.
[02:20:54.532 --> 02:21:00.416]  And from all of us at Slingbow Industries, have a safe, joyous, and peaceful holiday season.
