[00:00:10.931 --> 00:00:11.532]  Is the U.S.
[02:30:37.492 --> 02:30:40.835]  When I could bench press close to 400 pounds and squat 600.
[02:30:40.935 --> 02:30:42.697]  It's actually scary.
[02:30:43.577 --> 02:30:53.666]  And it's because I take products that our researchers developed that block the estrogen mimickers that basically feminize men.
[02:30:54.667 --> 02:31:07.458]  We've produced these products with top scientists and researchers like Dr. Group to help you counteract the globalist onslaught and at the same time support Infowars in our fight for both human liberty and freedom.
[02:31:10.259 --> 02:31:12.180]  Dr. Grip, you developed Living Defense for us.
[02:31:12.220 --> 02:31:13.301]  It took you over a year to do it.
[02:31:13.561 --> 02:31:14.482]  Why is this so good?
[02:31:14.762 --> 02:31:20.006]  Because people are actually waking up to the problem that pretty much scares me the most.
[02:31:20.086 --> 02:31:33.636]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system, but right now we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism.
[02:31:33.696 --> 02:31:35.077]  Right now with all the refugees,
[02:31:35.837 --> 02:31:37.439]  Uh, spreading disease around.
[02:31:37.499 --> 02:31:40.001]  We have biological warfare going on everywhere.
[02:31:40.081 --> 02:31:41.343]  These are all parasites.
[02:31:41.383 --> 02:31:42.504]  Tell us about all the stuff that's in it.
[02:31:42.524 --> 02:31:43.545]  There's so many things that are in it.
[02:31:43.845 --> 02:31:48.190]  You have the neem in there, you have the organic clove bud, the organic wormwood.
[02:31:48.390 --> 02:31:51.573]  I recommend doing a parasite cleanse at least twice a year.
[02:31:51.613 --> 02:31:54.715]  All right, well, I'm glad we've got some back in because I'm going back on it today.
[02:31:54.735 --> 02:31:55.756]  It just came back in yesterday.
[02:31:55.796 --> 02:31:57.697]  Living Defense, Infowarslife.com.
[02:31:57.738 --> 02:31:58.758]  And folks, you can't lose.
[02:31:58.778 --> 02:32:00.860]  It's full of stuff that's great for your body, period.
[02:32:01.500 --> 02:32:04.523]  And you support the broadcast, Infowarslife.com.
[02:32:04.783 --> 02:32:06.664]  Thank you, Dr. Group from the Global Healing Center.
[02:32:07.044 --> 02:32:09.006]  Thank you so much for all your work, sir, on this great product.
[02:32:10.250 --> 02:32:14.273]  Hey there, this is Joe Biggs with InfoWars.com with a fun and exciting report by The Sun.
[02:32:14.333 --> 02:32:15.934]  He virtually rubbed my crotch.
[02:32:16.014 --> 02:32:18.656]  Woman sexually assaulted in virtual reality.
[02:32:18.736 --> 02:32:23.619]  The VR version was trying out the new technology for the first time with a game called Weaver.
[02:32:23.720 --> 02:32:28.483]  With a man using the pseudonym BigBro442 virtually groped her.
[02:32:28.643 --> 02:32:30.504]  We have decided not to name the woman.
[02:32:30.604 --> 02:32:35.205]  She wrote, In between a wave of zombies and demons to shoot down, I was hanging out next to Big Bro 442.
[02:32:35.725 --> 02:32:42.207]  Suddenly, Big Bro 442's disembodied helmet faced me dead on, and he started virtually rubbing my chest.
[02:32:42.327 --> 02:32:48.429]  The woman's first foray into virtual reality started off well as the experience won me over, lock, stock, and barrel.
[02:32:48.469 --> 02:32:53.211]  But just after three minutes in the virtual world, Big Bro 442 showed up and ruined everything.
[02:32:53.251 --> 02:32:53.891]  The woman cried,
[02:32:54.711 --> 02:32:55.332]  We're good to go.
[02:33:14.175 --> 02:33:19.518]  The globalists' great error is to believe that as they collapse humanity, they end up on top.
[02:33:21.039 --> 02:33:27.523]  The truth is, humanity is coming down fast, but we're miles above them on our journey to hell.
[02:33:29.844 --> 02:33:32.526]  You're listening to the Alex Jones Show.
[02:33:36.072 --> 02:33:41.556]  We are now only 13 days out from this incredibly important historic general election.
[02:33:42.176 --> 02:33:43.617]  Joe Biggs is riding shotgun with me.
[02:33:43.637 --> 02:33:45.919]  Do we have Roger Stone on the line yet?
[02:33:47.680 --> 02:33:48.681]  Good, we're going to him in just a moment.
[02:33:49.281 --> 02:33:51.382]  We have a ton of other news we haven't gotten to yet.
[02:33:52.103 --> 02:33:57.386]  But clearly, as the new WikiLeaks show, they're over-sampling for Hillary.
[02:33:57.406 --> 02:33:58.447]  That's been the plan all along.
[02:33:59.408 --> 02:34:00.408]  What does that signify?
[02:34:01.499 --> 02:34:07.142]  When they add nine at the low end to 40 plus percent more Democrats in a sample.
[02:34:07.202 --> 02:34:09.323]  That shows massive landslide for Trump.
[02:34:09.684 --> 02:34:12.225]  But we don't want to make people overconfident where they don't go out and vote.
[02:34:13.286 --> 02:34:16.588]  Because evidence of vote flipping and machines going out in Texas.
[02:34:16.648 --> 02:34:18.309]  We're up on DrugsReport.com with all this.
[02:34:18.729 --> 02:34:19.569]  Joe Biggs is here with me.
[02:34:20.190 --> 02:34:22.031]  First off, I just talked about this film.
[02:34:23.234 --> 02:34:25.537]  It's now available on DVD here in the United States.
[02:34:26.158 --> 02:34:29.823]  It is Climate Hustle put up by Mark Moreno, Lord Monkton and others.
[02:34:30.844 --> 02:34:33.408]  And this is the heart of their takeover plan.
[02:34:33.488 --> 02:34:34.449]  People need to get this film.
[02:34:34.850 --> 02:34:36.572]  It also makes the transmission possible.
[02:34:36.993 --> 02:34:37.373]  We've got 25% off.
[02:34:39.412 --> 02:34:42.894]  On Brain Force, our top nootropic that everybody absolutely loves.
[02:34:43.895 --> 02:34:44.495]  $22, folks.
[02:34:44.555 --> 02:34:47.417]  Leading competitors have similar formulas at $50 to $60.
[02:34:48.817 --> 02:34:49.738]  So it's a great deal.
[02:34:49.798 --> 02:34:51.979]  Normally at, you know, $30 something.
[02:34:51.999 --> 02:34:55.902]  It's $22 right now at InfoWarsStore.com.
[02:34:55.942 --> 02:34:58.803]  InfoWarsLife.com, again, is the supplement subsection.
[02:34:59.804 --> 02:35:05.467]  And a lot of other products that have been out of stock are now back, like Living Defense Parasite Cleanse.
[02:35:06.147 --> 02:35:06.828]  Now, continuing.
[02:35:08.114 --> 02:35:12.936]  We have other great sponsors outside of the products we sell, like United States Gold Vault, based right here in Texas.
[02:35:13.817 --> 02:35:16.698]  Will you and your family be protected when we have another economic meltdown?
[02:35:16.758 --> 02:35:20.020]  I believe an economic crash is coming, and you should protect yourself with real money.
[02:35:20.380 --> 02:35:22.301]  Do you want to be a victim, or do you want to be prepared?
[02:35:22.361 --> 02:35:25.202]  Take action with the company I trust, United States Gold Vault.
[02:35:25.282 --> 02:35:27.903]  Call today, 844-321-ALEX.
[02:35:28.284 --> 02:35:29.864]  That's 844-321-ALEX.
[02:35:30.204 --> 02:35:37.288]  They've created a game-changing gold and silver survival packs, and I've got one myself, filled with physical gold and silver coins that could help safeguard
[02:35:37.748 --> 02:35:40.651]  What you need most in a financial crisis, real money, not paper.
[02:35:42.273 --> 02:35:43.354]  Don't wait till it's too late.
[02:35:43.414 --> 02:35:45.396]  Call the United States Gold Vault now at 844-321-ALEX.
[02:35:45.436 --> 02:35:47.419]  They have a lot of other specials as well.
[02:35:47.979 --> 02:35:52.584]  And you'll get a rugged double locking bank bag to securely store your gold and silver absolutely free.
[02:35:52.604 --> 02:35:53.846]  United States Gold Vault.
[02:35:55.009 --> 02:35:57.332]  And then finally, Solutions from Science.
[02:35:57.412 --> 02:35:58.955]  I bought a generator from them 10 years ago.
[02:35:59.035 --> 02:36:00.336]  Obviously, they've upgraded it since then.
[02:36:00.817 --> 02:36:03.821]  I bought another one, I guess, last year of the latest design.
[02:36:04.622 --> 02:36:12.033]  And I got them as a sponsor because I was researching the best affordable, high-quality, low-cost systems that were expandable.
[02:36:13.100 --> 02:36:14.540]  And they've got one, ladies and gentlemen.
[02:36:14.820 --> 02:36:16.421]  Their perfect power solar generator.
[02:36:17.121 --> 02:36:18.081]  You can get it below cost.
[02:36:18.101 --> 02:36:20.361]  If you've never done a special like this, this is their top-of-the-line model.
[02:36:20.642 --> 02:36:21.582]  The one that I use at my house.
[02:36:21.622 --> 02:36:22.222]  It's expandable.
[02:36:22.882 --> 02:36:23.442]  Normally around $6,000.
[02:36:23.782 --> 02:36:26.163]  They're letting them go for around $1,500.
[02:36:26.683 --> 02:36:28.543]  Visit powergridchaos.com.
[02:36:28.563 --> 02:36:31.704]  That's powergridchaos.com and get yours before they're gone.
[02:36:31.724 --> 02:36:33.564]  They have a lot of other great products as well.
[02:36:33.864 --> 02:36:34.544]  They're on the site.
[02:36:36.145 --> 02:36:39.085]  And again, Infowars by Necessi.
[02:36:39.105 --> 02:36:42.026]  They say Necessi is the mother of invention.
[02:36:43.203 --> 02:36:45.024]  We are mainly fun about products we sell.
[02:36:45.044 --> 02:36:45.904]  We also have sponsors.
[02:36:45.944 --> 02:36:49.706]  We did that so we wouldn't be beholden to big corporations or the globalists.
[02:36:49.826 --> 02:36:50.826]  This is the future model.
[02:36:51.246 --> 02:36:56.348]  And it is you supporting the broadcast, spreading the word, but also buying the products that makes it all possible.
[02:36:56.368 --> 02:36:58.249]  So thank you all for your support.
[02:36:58.529 --> 02:36:59.409]  Joe Biggs is here with me.
[02:37:00.410 --> 02:37:03.211]  Obviously, he's a busy man, former head of the Trump campaign.
[02:37:04.266 --> 02:37:07.268]  Well Alex, I've got to be honest with you.
[02:37:24.159 --> 02:37:27.322]  Signs point to Hillary attempting to steal this election.
[02:37:27.482 --> 02:37:48.822]  When you look at the massive and enthusiastic turnout at Trump's public appearances, when you look at the paltry and uninspiring turnouts at her public appearances, when you add to that the new WikiLeaks information demonstrating a systematic inflating and manipulating of the polls to create
[02:37:49.788 --> 02:37:54.130]  Uh, an anticipation level, uh, for her support.
[02:37:54.831 --> 02:38:00.894]  Um, you know, I think that they will do anything necessary to hijack this election.
[02:38:01.714 --> 02:38:14.561]  I have long thought, and I've said here on InfoWars several times, that while I do think voter fraud is an issue, it is the machine manipulation that is more concerning to me because you see, that's the perfect crime.
[02:38:15.997 --> 02:38:24.722]  And that allows them to move hundreds and thousands of votes other than one or two here or there through the old-fashioned method of voter fraud.
[02:38:25.943 --> 02:38:41.813]  And it is, you know, it is why I'm hunkered down right now with an undisclosed location with a bunch of IT people and computer jockeys and other political scientists and at least two pollsters who are helping with us to put the finishing touches
[02:38:42.899 --> 02:38:49.085]  On the exit poll that we intend to conduct nationally for StopThisDeal.org.
[02:38:49.766 --> 02:38:52.108]  Alex, I know you've been very supportive of this effort.
[02:38:52.288 --> 02:38:53.969]  It is a non-profit effort.
[02:38:55.331 --> 02:38:57.373]  Everybody involved is a volunteer.
[02:38:57.853 --> 02:39:08.323]  And by the way, it's got the London Guardian, the New York Times implying you're involved in manipulating the election, but all you're doing is trying to push exit polls into the hallmark of our republic.
[02:39:10.464 --> 02:39:11.305]  Let's go through this.
[02:39:11.526 --> 02:39:15.191]  We are only interested in talking to voters after they have voted.
[02:39:15.211 --> 02:39:16.913]  This is not a poll-watching operation.
[02:39:17.454 --> 02:39:20.818]  The Trump campaign is doing a massive poll-watching operation.
[02:39:20.878 --> 02:39:21.900]  This is an exit poll.
[02:39:22.400 --> 02:39:25.505]  So how could we be intimidating voters after they vote?
[02:39:26.067 --> 02:39:30.031]  Secondarily, our targets are not selected on the basis of race.
[02:39:30.151 --> 02:39:30.932]  That is false.
[02:39:31.032 --> 02:39:31.973]  I've never said that.
[02:39:32.574 --> 02:39:34.876]  They're selected on the basis of one-party rule.
[02:39:35.337 --> 02:39:48.451]  We're going to go to the places where one party, the Democrats, control the state, the county, the city, and the local precinct, because that's where the abnormalities and irregularities will take place.
[02:39:49.311 --> 02:39:52.653]  And then of course there's the denigration of our volunteers.
