[00:00:00.029 --> 00:00:00.090]  You
[02:29:18.663 --> 02:29:19.584]  And I was like, whoa.
[02:29:19.604 --> 02:29:21.765]  So I called you up and said, OK, you got me on this one.
[02:29:21.785 --> 02:29:22.665]  And you're like, oh, really?
[02:29:22.685 --> 02:29:23.486]  I thought you knew that.
[02:29:23.506 --> 02:29:24.826]  I was like, I don't know everything.
[02:29:24.867 --> 02:29:26.467]  I can't keep track of infomercial people.
[02:29:26.867 --> 02:29:29.849]  I just knew they were going after him for vitamin and minerals and I'm for the First Amendment.
[02:29:30.690 --> 02:29:34.131]  My criticism could be pretty brutal, and yeah, you had him on the show.
[02:29:34.411 --> 02:29:38.372]  Obviously, you don't know everything about him, but I didn't know when you had him on the show at the time.
[02:29:38.512 --> 02:29:41.913]  And so, for those who don't understand what we're talking about... Well, stay there.
[02:29:41.933 --> 02:29:43.793]  I mean, let's come back, because this is a good entryway into this.
[02:29:43.833 --> 02:29:47.434]  Like, what's the real Illuminati and the real occult system versus what people say?
[02:29:47.494 --> 02:29:49.274]  And I've been into Bohemian Grove, I've studied it.
[02:29:49.794 --> 02:29:52.315]  I know what it really is, and I know Mark has studied it as well.
[02:29:52.335 --> 02:29:54.395]  We'll get our views, and then the pop view.
[02:29:54.775 --> 02:29:56.656]  That's one way they cover stuff up, they just make it pop.
[02:29:57.711 --> 02:29:58.793]  Stay with us.
[02:29:59.314 --> 02:30:00.215]  We're on the march.
[02:30:00.716 --> 02:30:02.319]  The Empire's on the run.
[02:30:03.240 --> 02:30:05.944]  Alex Jones and the GCN Radio Network.
[02:30:11.132 --> 02:30:11.953]  Breaking news!
[02:30:12.093 --> 02:30:16.577]  Marco Rubio quietly cancels rallies in Kentucky and Louisiana.
[02:30:16.697 --> 02:30:22.383]  Marco Rubio was scheduled to appear at two rallies in both of those locations.
[02:30:22.503 --> 02:30:25.626]  Both events are now canceled according to the Rubio campaign.
[02:30:25.766 --> 02:30:36.356]  This coming on the same day that failure Mittens Romney is going to actually come out and give a speech on the state of the GOP and urge supporters
[02:30:36.636 --> 02:30:37.376]  We're good to go.
[02:30:57.608 --> 02:31:03.335]  Go to Infowars.com forward slash show and watch tonight's live coverage of the GOP debate.
[02:31:03.476 --> 02:31:06.600]  You can find more reports like this at Infowars.com.
[02:31:09.736 --> 02:31:12.719]  A clean, toxic-free body is the foundation of true health.
[02:31:12.959 --> 02:31:15.101]  Deep Cleanse by Infowarslife.com.
[02:31:15.301 --> 02:31:22.007]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[02:31:22.307 --> 02:31:27.492]  Using our proprietary multi-step extraction technology, Deep Cleanse is our most affordable all-in-one cleanser.
[02:31:27.632 --> 02:31:36.620]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanse doesn't hold back.
[02:31:37.040 --> 02:31:45.670]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[02:31:45.930 --> 02:31:52.898]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spite G-Rex herbal processing technique.
[02:31:53.018 --> 02:31:58.364]  We use only the highest quality organic herbs, backed by serious research, and we still bring it to you at the best
[02:31:58.664 --> 02:32:04.127]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit Infowarslife.com.
[02:32:04.287 --> 02:32:06.248]  That's Infowarslife.com or call 888-253-3139.
[02:32:09.551 --> 02:32:10.452]  Hey, how you doing, Al?
[02:32:10.512 --> 02:32:10.912]  Good, brother.
[02:32:11.073 --> 02:32:12.814]  Just recently started using your products.
[02:32:13.035 --> 02:32:14.616]  Everything you said about them is correct.
[02:32:14.756 --> 02:32:18.761]  Me and my wife both use a lot of them, and it's made a lot of changes in our lives here.
[02:32:18.781 --> 02:32:19.521]  Well, thank you, brother.
[02:32:19.541 --> 02:32:23.666]  It's because it also funds our operation, but doing that, I know I've got to have the highest quality.
[02:32:23.826 --> 02:32:31.794]  Super Mel Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[02:32:32.014 --> 02:32:35.098]  We did a super male and a super female vitality.
[02:32:35.238 --> 02:32:36.740]  Big changes, a lot of energy.
[02:32:36.760 --> 02:32:39.683]  We've gotten off to the cheap energy drinks, energy shots.
[02:32:39.703 --> 02:32:41.185]  Saving a ton of money there.
[02:32:41.466 --> 02:32:46.832]  Sourced from powerful organic herbs, harvested around the planet, and then concentrated
[02:32:46.852 --> 02:32:47.853]  We're good to go.
[02:33:20.883 --> 02:33:25.581]  Live from the InfoWars.com studios, it's Alex Jones.
[02:33:35.290 --> 02:33:37.651]  We've got the team in there watching Trump live.
[02:33:38.691 --> 02:33:40.412]  And it's a lot of provincial filler.
[02:33:41.272 --> 02:33:44.093]  Him talking about, you know, business ideas and things like that.
[02:33:44.133 --> 02:33:49.715]  Interspersed with some really good punches at Hillary and Mitt Romney and the Republican establishment and the Koch brothers.
[02:33:49.735 --> 02:33:53.016]  So we're going to have those excerpts next hour when Anthony hosts.
[02:33:53.576 --> 02:33:55.317]  They'll also cover the latest breaking news.
[02:33:55.877 --> 02:34:01.539]  They'll also be premiering a very special report on the future of America and a lot more.
[02:34:02.559 --> 02:34:11.643]  I cannot stress enough to everybody to go to Infowars.com and PrisonPlanet.com and get the video that's in the article and make it go viral.
[02:34:12.063 --> 02:34:14.504]  This video destroys Mitt Romney's claim against Trump.
[02:34:15.245 --> 02:34:22.128]  Where it's him endorsing him four years ago and Romney saying all these great things about Trump that are the 180 opposite of what he said today.
[02:34:22.828 --> 02:34:25.652]  By the way, you heard it from Roger Stone a week ago, now it's happening.
[02:34:25.952 --> 02:34:29.016]  He's getting ready to come in if Rubio fails, which it looks like he is.
[02:34:29.437 --> 02:34:31.139]  So this is going to be an unprecedented attempt.
[02:34:31.520 --> 02:34:32.741]  Everything's coming out in the open!
[02:34:33.533 --> 02:34:38.296]  But one tactic they have is what Mark Astuteley's been pointing out about three years ago.
[02:34:38.316 --> 02:34:39.856]  He started to say, they're mainlining it.
[02:34:40.077 --> 02:34:40.917]  They're confusing it.
[02:34:41.257 --> 02:34:43.618]  And I was like, don't be the Illuminati, you know, police dice.
[02:34:44.919 --> 02:34:46.940]  But then I started to really see what he was saying.
[02:34:46.960 --> 02:34:50.582]  He was, they are coming out with a lot of truth, but also mixing bull in.
[02:34:51.263 --> 02:34:52.944]  And is that what's happening with the X-Files?
[02:34:53.004 --> 02:35:00.308]  I mean, I don't want to say that entirely because Carter says he likes me and I'm a good guy and he's a listener and, you know, the character he's got based on me, he's a nice guy and I'm going to meet with him soon.
[02:35:00.708 --> 02:35:02.109]  I haven't set the date yet because I've been too busy.
[02:35:03.169 --> 02:35:05.190]  He said, yeah, come out, let's meet.
[02:35:06.230 --> 02:35:11.412]  But is that why they're letting him come out with more truthful scenarios is because they can't hide it anymore, you see?
[02:35:11.952 --> 02:35:12.612]  But that's okay.
[02:35:12.652 --> 02:35:13.613]  It shows we're winning.
[02:35:14.193 --> 02:35:25.297]  But man, the open Illuminati rituals on football and in drama shows, people say then, well, what's this con game where they have these deals where you sign up the Illuminati or, you know, you send them money and you get the secret book.
[02:35:25.897 --> 02:35:27.237]  Really, that's what it always was.
[02:35:27.397 --> 02:35:31.519]  Adam Weishaupt wanted to take over the Masons, take over the Liberty movements, take over
[02:35:32.679 --> 02:35:38.642]  The Rosicrucians take over a bunch of different organizations that were good, bad, ugly, you know, a mix.
[02:35:39.302 --> 02:35:47.026]  And the letters from the Illuminati, and he's written books about it, he's an expert, we have these letters, his orders are how to get good organizations to join you and not know what you're doing.
[02:35:47.487 --> 02:35:58.372]  So the fact that, you know, some crackhead 18-year-old gets a 14-year-old girl to have sex with him and give him money because he's going to let her into the Illuminati, she thinks she's going to meet Jay-Z and Kyanne West.
[02:35:59.426 --> 02:36:01.127]  Okay, I know it's Kanye and the gay fish.
[02:36:01.167 --> 02:36:08.533]  The point is, is that it came from a con, it is a con, just like communism came out of the Illuminati and the Jacobins and the French Revolution.
[02:36:08.713 --> 02:36:09.253]  That's a fact!
[02:36:09.453 --> 02:36:10.894]  It didn't come with Marx and Engels!
[02:36:11.955 --> 02:36:15.698]  So when you realize that communism and all of this is just more occult con artistry...
[02:36:16.840 --> 02:36:19.581]  My grandfather used to say, Satan is the cosmic con artist.
[02:36:20.621 --> 02:36:21.541]  And really, that's what it is.
[02:36:22.101 --> 02:36:23.522]  So it just never seems to end.
[02:36:23.822 --> 02:36:27.102]  Let's go now about to Mark Dice's new book, The Illuminati in Hollywood.
[02:36:27.422 --> 02:36:30.563]  Available at markdice.com, Amazon, and bookstores, I guess, everywhere.
[02:36:30.803 --> 02:36:31.583]  We're going to be carrying it.
[02:36:31.603 --> 02:36:32.484]  I just haven't gotten around to it.
[02:36:32.544 --> 02:36:34.864]  Infowarstore.com, if you can get me a good deal on it.
[02:36:36.024 --> 02:36:37.565]  Mark, okay, I've been ranting here.
[02:36:37.585 --> 02:36:39.105]  What do you think of my kickoff there?
[02:36:39.405 --> 02:36:42.826]  We were using Kevin Trudeau as kind of a window into this.
[02:36:43.006 --> 02:36:43.306]  Go ahead.
[02:36:44.662 --> 02:36:51.666]  What we're seeing in the mainstream is the mainstream Hollywood establishment has been obviously promoting this Illuminati.
[02:36:52.007 --> 02:36:54.949]  It's a more modern-day version of Satanism.
[02:36:55.369 --> 02:37:11.299]  And we know that the New World Order, One World Religion, the Antichrist will admit, will announce that he is Lucifer, that he's Satan, to overthrow the evil creator God and offer everybody freedom and utopia here on Earth through the transhumanist technology.
[02:37:12.122 --> 02:37:30.347]  So we have these celebrity puppets who are being controlled by the studios, and we're seeing this with Kesha now, who is a very popular pop star who was posting satanic pentagrams and drinking fake blood out of a heart on stage, now crying in court because she's locked into a contract with her music producers.
[02:37:30.747 --> 02:37:35.588]  So these celebrities in the studios, in the movie heads, at the Oscars... They're slaves!
[02:37:36.428 --> 02:37:50.387]  They are puppets and slaves to their corporate controllers behind the scenes who are promoting this Illuminati philosophy and their celebrity pawns who obviously the general public worship and mimic mindlessly as modern day gods.
[02:37:50.908 --> 02:37:53.111]  So these are the people and the
[02:37:53.251 --> 02:37:53.671]  We're good to go.
[02:38:20.129 --> 02:38:32.264]  And literally, they changed the website after a while, but originally it said Bilderberg Group members, Bohemian Grove members, Illuminati members, Skull and Bones, insert your high-level secret society member.
[02:38:32.565 --> 02:38:37.451]  They all left their organizations to join Kevin Trudeau to form the Global Information Network.
[02:38:37.471 --> 02:38:38.873]  That's right, and when you were saying this,
[02:38:39.133 --> 02:38:47.236]  Rob Jacobson walks in one day and he goes, no, I sent off for the Natural Cures I Don't Want You To Know About, which is a great book, and it covers a lot of well-known stuff.
[02:38:47.276 --> 02:38:50.117]  I was like, wow, yeah, vitamin C, you know, cures scurvy.
[02:38:50.157 --> 02:38:50.897]  It's a fact, you know.
[02:38:51.217 --> 02:38:52.738]  Why are they taking this guy down?
[02:38:52.918 --> 02:38:54.118]  But they made it about that.
[02:38:54.558 --> 02:38:58.960]  What he would do is then, after you buy the book, then you get the letter, like it's hand-typed.
[02:38:59.600 --> 02:39:02.101]  And it says from him, join the Illuminati with me.
[02:39:02.181 --> 02:39:03.482]  I've been to Area 51.
[02:39:03.982 --> 02:39:05.403]  And I was like, wow, Mark.
[02:39:05.683 --> 02:39:05.923]  Wow.
[02:39:05.943 --> 02:39:08.645]  Because I couldn't find that when you were talking about it.
[02:39:09.105 --> 02:39:10.046]  And then there it was.
[02:39:10.246 --> 02:39:12.707]  It was like, wow, this is what he... I don't want to get off onto him.
[02:39:12.727 --> 02:39:14.048]  It's just that's an example.
[02:39:14.775 --> 02:39:35.709]  So the book, The Illuminati in Hollywood, is about the real Illuminati, how it has morphed into this supposed celebrity secret society, why we're seeing so many celebrities and major award shows, halftime shows at the Super Bowl, promoting this as the secret to success, as the secret of their coming savior.
[02:39:36.049 --> 02:39:44.635]  And it also gets into some more detailed information about how the movie industry and television industry are literally, and this is an open
[02:39:44.755 --> 02:39:46.938]  Chris Carter admits the CIA approaches him.
[02:39:46.978 --> 02:39:48.500]  I can't wait to talk to him in person.
