[00:00:11.803 --> 00:00:13.144]  ...is a complete idiot.
[02:28:11.596 --> 02:28:16.718]  UKIP had their own one, and so did the Tory party, the Brexit wing, and Remain had their private one.
[02:28:17.459 --> 02:28:21.100]  And those exit polls said that Remain won by four or five points.
[02:28:21.921 --> 02:28:25.062]  And we know that from Remain, but we also know it from UKIP.
[02:28:25.928 --> 02:28:32.630]  UKIP's private exit polls caused Nigel Farage to do something quite extraordinary on the night.
[02:28:33.651 --> 02:28:39.873]  Early on, not very long after the polls closed, Nigel Farage conceded.
[02:28:41.774 --> 02:28:43.254]  He actually conceded the whole thing.
[02:28:43.294 --> 02:28:49.956]  And then the initial results were... Yeah, but if you've got a bunch of fake national polls, that's why someone would do that.
[02:28:49.976 --> 02:28:51.397]  Let me ask you a question.
[02:28:52.957 --> 02:28:53.818]  Because you've called before.
[02:28:53.838 --> 02:28:54.458]  Are you a Muslim?
[02:28:56.266 --> 02:28:57.046]  I'm not a Muslim.
[02:28:58.007 --> 02:29:01.208]  I think you've called in before, like, critical of me criticizing Islam, right?
[02:29:04.409 --> 02:29:07.050]  I might have a long time ago.
[02:29:07.490 --> 02:29:10.231]  Well, the point is, is that I'm not against the individual Muslim.
[02:29:10.271 --> 02:29:11.212]  I want them to have a great life.
[02:29:12.092 --> 02:29:14.733]  Obviously, my wife, or whatever, doesn't need to wear a hijab.
[02:29:14.753 --> 02:29:16.654]  We're not cutting my daughter's genitals off.
[02:29:17.214 --> 02:29:24.017]  So, the Muslims just get straight facts here that I don't agree with what they're up to, and so they need to, you understand, I'm not, I don't want to kill them.
[02:29:25.031 --> 02:29:30.658]  But, I'm not going to roll over to what they're doing, and globalism is all about turning us over to Islam.
[02:29:30.698 --> 02:29:33.301]  Some deal's been made, and that's why I'm so against it.
[02:29:34.943 --> 02:29:42.632]  I actually think that globalists are against the regular Muslim.
[02:29:43.382 --> 02:29:47.704]  They love the jihadis, and they're using the jihadis mostly against them.
[02:29:47.744 --> 02:29:48.264]  No, I agree.
[02:29:48.304 --> 02:29:51.366]  They use the jihadis as a pretext to invade other countries and stir them up further.
[02:29:51.866 --> 02:29:52.987]  That's a Gaelian dialectic.
[02:29:53.007 --> 02:29:53.447]  We'll be back.
[02:29:53.487 --> 02:29:54.447]  Thank you, Tom.
[02:29:55.208 --> 02:29:58.529]  CJ, Jay, Dan, Charles, your calls are three minutes away.
[02:29:58.549 --> 02:29:58.929]  Stay with us.
[02:29:59.530 --> 02:30:00.430]  We're on the march.
[02:30:00.910 --> 02:30:02.531]  The empire's on the run.
[02:30:03.452 --> 02:30:06.133]  Alex Jones and the GCN Radio Network.
[02:30:10.566 --> 02:30:15.347]  If you ever wanted to keep your lights on, maybe run emergency appliances when the power goes out.
[02:30:15.587 --> 02:30:17.828]  This could be one of the most important messages you'll ever hear.
[02:30:18.108 --> 02:30:18.648]  Here's why.
[02:30:18.948 --> 02:30:21.989]  There's a new solar generator out that pretty much everyone can afford.
[02:30:22.349 --> 02:30:28.630]  It provides an endless supply of off-the-grid electricity, basically creating your own private power grid anywhere in the world.
[02:30:28.850 --> 02:30:29.630]  But here's the key.
[02:30:30.011 --> 02:30:32.771]  It's so small you can put it in your pocket or glove compartment.
[02:30:33.011 --> 02:30:34.012]  Now this is really cool.
[02:30:34.212 --> 02:30:37.312]  Probably one of the best off-the-grid products I've seen in a while.
[02:30:37.472 --> 02:30:40.173]  And you've got to watch some of the crazy videos on this website.
[02:30:40.333 --> 02:30:41.353]  You won't believe your eyes.
[02:30:41.814 --> 02:30:42.594]  A true innovation.
[02:30:42.814 --> 02:30:44.395]  I have never seen anything like this.
[02:30:44.815 --> 02:30:46.576]  Go to PrivatePowerGrid.com.
[02:30:46.696 --> 02:30:48.856]  That's PrivatePowerGrid.com.
[02:30:48.996 --> 02:30:49.777]  And check this out.
[02:30:49.937 --> 02:30:51.397]  You can claim one right now.
[02:30:51.738 --> 02:30:56.339]  Then use the coupon code POWER at checkout and get a second unit free.
[02:30:56.880 --> 02:31:01.582]  Even better, you'll also receive $300 in off-the-grid bonuses, all while supplies last.
[02:31:01.902 --> 02:31:05.963]  Watch all the survival and self-reliance videos at PrivatePowerGrid.com.
[02:31:06.123 --> 02:31:08.004]  Go to PrivatePowerGrid.com.
[02:31:08.164 --> 02:31:09.865]  That's PrivatePowerGrid.com.
[02:31:10.425 --> 02:31:19.454]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[02:31:19.514 --> 02:31:27.622]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[02:31:27.902 --> 02:31:32.604]  We have now managed to secure the sought-after beans in a highly customized blend.
[02:31:32.784 --> 02:31:39.487]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[02:31:39.567 --> 02:31:46.669]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[02:31:46.749 --> 02:31:53.612]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[02:31:53.772 --> 02:31:58.117]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[02:31:58.257 --> 02:32:01.500]  Available in original or with our immune support infusion blend.
[02:32:01.641 --> 02:32:07.787]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[02:32:07.948 --> 02:32:09.629]  Available at InfoWarsLife.com
[02:32:10.310 --> 02:32:12.812]  Article up by CNS News.
[02:32:12.832 --> 02:32:16.655]  98,799 Somali refugees have settled in the U.S.
[02:32:16.815 --> 02:32:18.136]  since 9-11.
[02:32:18.276 --> 02:32:28.103]  Nearly 100,000 Somali refugees have been admitted into the U.S., including 9,020 during fiscal year 2016 and 1,352 last month alone.
[02:32:28.263 --> 02:32:37.750]  More than 99% of those refugees are Muslims, reflecting the religious makeup of Somalia's population, which is almost entirely Muslim, predominantly
[02:32:38.130 --> 02:32:38.351]  I think?
[02:32:56.954 --> 02:32:57.915]  We're good to go.
[02:33:22.560 --> 02:33:24.121]  Yes, it is.
[02:33:24.321 --> 02:33:36.346]  I'm going to go right back to your phone calls here on this Tuesday, worldwide broadcast, 29th day of November 2016.
[02:33:37.947 --> 02:33:42.189]  We have some of the biggest sales of the year.
[02:33:42.209 --> 02:33:44.630]  We have thousands of items, so a lot of sales are big.
[02:33:44.650 --> 02:33:46.311]  But this is one of the biggest.
[02:33:46.351 --> 02:33:48.672]  I don't want to say it's the biggest, but it may be the biggest.
[02:33:48.692 --> 02:33:49.833]  It's in the top two or three of the year.
[02:33:50.987 --> 02:33:53.089]  I quite frankly tried to look at it this morning and try to figure it out.
[02:33:53.510 --> 02:33:54.410]  It's the biggest ever.
[02:33:54.671 --> 02:33:55.532]  It's one of the biggest ever.
[02:33:56.012 --> 02:33:57.473]  Free shipping with promo code.
[02:33:58.054 --> 02:33:58.354]  Free.
[02:33:59.375 --> 02:34:01.477]  That's just for radio listeners who are actually tuning in to hear that.
[02:34:01.658 --> 02:34:10.727]  On top of 10% off when you sign up for auto ship for things that are obviously reordered like Super Bowl Vitality or non-GMO coffee or things like that.
[02:34:12.296 --> 02:34:12.636]  We've got
[02:34:31.471 --> 02:34:35.132]  Extended specials on silver, Bullock Coil Silver, 50% off on that.
[02:34:35.172 --> 02:34:36.193]  That is unprecedented.
[02:34:37.153 --> 02:34:42.495]  We've got a lot of other specials, 30 to 40% off on survival food just today.
[02:34:43.036 --> 02:34:49.178]  InfoWarsStore.com, InfoWarsLife.com, or call toll free 888-253-3139.
[02:34:49.478 --> 02:34:54.100]  And it is your purchases of the products that fund this.
[02:34:54.160 --> 02:34:59.162]  We're supported by listeners and viewers like you, and these really are great products.
[02:35:00.407 --> 02:35:04.270]  I mean, I dumped a bunch of oil silver when I had this allergy cold or whatever it is.
[02:35:04.330 --> 02:35:05.471]  It's decimated the whole city.
[02:35:06.291 --> 02:35:09.593]  It kicks out of my sinus, down into my lungs, but we'll see what happens.
[02:35:10.434 --> 02:35:11.455]  These are really good products.
[02:35:11.495 --> 02:35:20.001]  Living Defense, Knockout, Anthroplex, Winter Sun, Liver Cleanse, Oxy Powder, Prostagard.
[02:35:21.882 --> 02:35:25.324]  We've got the, speaking of that, that's really helped me at nine.
[02:35:25.364 --> 02:35:25.965]  Let me do some of this.
[02:35:29.454 --> 02:35:30.255]  That's a lung cleanse.
[02:35:30.975 --> 02:35:36.800]  InfoWarsLife.com, InfoWarsTore.com, or 888-253-3139.
[02:35:36.820 --> 02:35:41.724]  And then finally, some of our great third-party sponsors, the great folks.
[02:35:42.164 --> 02:35:46.908]  Chuck Anderson, you made an amazing film with General Jerry Boykin, former founder of Delta Force.
[02:35:46.948 --> 02:35:48.649]  Charlie Daniels is the narrator and host.
[02:35:49.129 --> 02:35:52.012]  T. Edward Griffin, Joel Scouser, myself, Alex Jones, and so many others.
[02:35:52.512 --> 02:35:57.876]  It covers a range of topics, such as privacy, Gen 21, the Federal Reserve, nationalism versus globalism, and much more.
[02:35:58.977 --> 02:36:06.564]  Visit RevelationTheMovie.info, that's RevelationTheMovie.info, to purchase the DVD or check into hosting at a theater near you.
[02:36:07.105 --> 02:36:10.528]  RevelationTheMovie.info, a new film by Chuck Andersey.
[02:36:11.049 --> 02:36:11.569]  Check it out.
[02:36:13.191 --> 02:36:17.314]  And finally, Solutions From Science, Pocket Solar Generator.
[02:36:18.621 --> 02:36:19.222]  It's amazing.
[02:36:19.282 --> 02:36:23.805]  It can run a lot of 110 appliances at your home, like a small refrigerator.
[02:36:23.825 --> 02:36:25.487]  It can also keep your food from spoiling.
[02:36:25.967 --> 02:36:28.569]  But the best part is you can also take it with you.
[02:36:28.730 --> 02:36:29.230]  It's mobile.
[02:36:29.690 --> 02:36:34.635]  You can also jumpstart cars, trucks, buses, 18-wheelers, tractors, airplanes, you name it.
[02:36:35.836 --> 02:36:40.579]  Get one for your truck, one for your car, one for your wife's car, maybe your daughter at college's car.
[02:36:41.040 --> 02:36:41.961]  You can buy one right now.
[02:36:43.143 --> 02:36:47.926]  Use the coupon code A-L-E-X or Alex at checkout and you'll get a second one free.
[02:36:48.126 --> 02:36:49.907]  The code name, Alex.
[02:36:49.987 --> 02:36:50.988]  This is a promo code.
[02:36:51.548 --> 02:36:54.250]  Plus a bunch of off-the-grid bonuses that are free too.
[02:36:54.790 --> 02:36:55.771]  This is a great deal.
[02:36:55.991 --> 02:36:59.013]  Claim one today at privatepowergrid.com.
[02:36:59.033 --> 02:37:00.393]  That's privatepowergrid.com.
[02:37:02.175 --> 02:37:02.695]  But know this.
[02:37:10.629 --> 02:37:14.211]  You're funding people that go to events and charge into communist nests.
[02:37:16.433 --> 02:37:19.415]  You're funding people completely turned over to fighting the New World Order.
[02:37:20.335 --> 02:37:24.898]  I mean, there's not one spot brighter in the fight against evil, and I don't say that in a power trip.
[02:37:24.958 --> 02:37:26.959]  I just, I've learned I need to declare it.
[02:37:27.059 --> 02:37:29.441]  We're kicking their ass up one side and down the other.
[02:37:30.396 --> 02:37:33.058]  And I'm just so far beyond fear or anything now at this point.
[02:37:33.078 --> 02:37:33.599]  I'm like a robot.
[02:37:33.619 --> 02:37:35.340]  What the hell was that?
[02:37:36.801 --> 02:37:37.302]  It just fell over.
[02:37:37.322 --> 02:37:37.822]  It's really loud.
[02:37:38.923 --> 02:37:45.568]  All of this is going on and... Thank you for your support.
[02:37:45.588 --> 02:37:46.269]  That's all I can say.
[02:37:47.390 --> 02:37:48.431]  So you can't lose.
[02:37:48.471 --> 02:37:49.371]  You buy these products.
[02:37:49.391 --> 02:37:50.512]  It's a donation to fund us.
[02:37:51.013 --> 02:37:56.017]  But I go out and neurotically because it's not a compulsion.
[02:37:56.097 --> 02:37:57.738]  It's not a superstition.
[02:37:57.798 --> 02:37:58.439]  It's beyond that.
[02:37:59.474 --> 02:38:01.315]  I've said this before because it's how I live my life.
[02:38:01.495 --> 02:38:08.720]  I cannot promote something that I don't personally use and believe in.
[02:38:09.380 --> 02:38:12.222]  And a lot of times we'll have a product and I find something better, we drop it.
[02:38:12.902 --> 02:38:13.903]  I won't even keep it in the store.
[02:38:14.023 --> 02:38:17.945]  I'll drop it and bring in something new, something better.
[02:38:18.185 --> 02:38:18.786]  Nico, what was that?
[02:38:18.806 --> 02:38:20.387]  I wonder if it was really loud.
[02:38:20.407 --> 02:38:21.307]  Oh, the whole keyboard fell off.
