[00:00:00.009 --> 00:00:02.198]  You're listening to The Alex Jones Show!
[02:44:01.957 --> 02:44:07.621]  And again, the Secret Service knows what a bad lady she obviously is and is aware of what's going on.
[02:44:09.422 --> 02:44:12.043]  We're going to shift gears, but we're going to cover more of this in the fourth hour.
[02:44:12.063 --> 02:44:19.027]  I'm also going to shoot a special report on this 10th planet that's been discovered and more about it because it's so interesting.
[02:44:19.888 --> 02:44:22.049]  We're going to get more into Snowmageddon in the next hour.
[02:44:22.810 --> 02:44:24.591]  People are saying, Feds save us.
[02:44:25.950 --> 02:44:32.556]  The federal government can't even get light bulbs in their buildings half the time, and people defecate in the hallways all over federal buildings because they're so insane.
[02:44:33.397 --> 02:44:37.141]  Many of them, because they can't get rid of miscreant, mentally ill federal employees.
[02:44:38.102 --> 02:44:43.707]  I mean, you know, they couldn't do anything in Katrina but take your guns, but oh, they're going to save you on the East Coast.
[02:44:45.268 --> 02:44:47.891]  It's local government's people that are all being sucked dry.
[02:44:51.403 --> 02:44:55.556]  And I noticed McAdoo's Skype was fuzzy earlier, so I was going to go to her once it got clear.
[02:44:55.596 --> 02:44:56.700]  It got crystal clear and then cut out.
[02:44:56.720 --> 02:44:58.626]  We're going to get her back on from Flint, Michigan.
[02:45:00.015 --> 02:45:22.901]  Briefly, ladies and gentlemen, if you want to see this show, have reporters be able to travel to Europe, travel to Latin America, travel to other places, become a member at PrisonPlanet.tv, $5.95 a month, 20 people can use your membership, see the nightly news, the commercial-free video cast, all of it, special reports, PrisonPlanet.tv, do it today, and today, speaking of a day, 15
[02:45:25.134 --> 02:45:31.460]  percent off ends today on Survival Shield, Nasodianine, X2, and Super Male or Female Vitality.
[02:45:31.501 --> 02:45:33.022]  Fifteen percent off on both of those.
[02:45:33.663 --> 02:45:34.844]  Brain Force is amazing.
[02:45:34.864 --> 02:45:36.946]  We have a new Second Amendment shirt that will never surrender.
[02:45:39.449 --> 02:45:40.590]  Also special edition.
[02:45:41.030 --> 02:45:44.334]  We've got a lot of other amazing products at InfoWarsTore.com.
[02:45:44.354 --> 02:45:45.775]  Just check it out for yourself.
[02:45:46.196 --> 02:45:47.277]  Well, Leanne McAdoo.
[02:45:48.612 --> 02:45:50.273]  Leanne McAdoo joins us from Flint, Michigan.
[02:45:50.293 --> 02:45:51.474]  She's filed a lot of reports.
[02:45:51.815 --> 02:45:53.436]  She'll be filing one for the Nightly News tonight.
[02:45:53.837 --> 02:45:56.339]  Obviously, the numbers are a lot higher than 10 people dying from poisoning.
[02:45:56.379 --> 02:45:57.440]  People's dogs are dying.
[02:45:58.120 --> 02:46:03.265]  She's now been in probably the most dangerous, most dilapidated city of any size in the United States.
[02:46:04.346 --> 02:46:08.629]  Again, we see folks walking around back there in the background.
[02:46:08.950 --> 02:46:11.472]  Leanne, where are you right now in Flint, and what have you discovered?
[02:46:12.449 --> 02:46:14.250]  Well I'm here in downtown Flint.
[02:46:14.390 --> 02:46:16.791]  We are at the restaurant that we were at yesterday.
[02:46:16.851 --> 02:46:24.954]  We spoke to that business owner that said that he had prepped his outfit years before because he didn't trust the government when they said that the water was completely fine.
[02:46:25.734 --> 02:46:28.215]  So he outfitted his whole place with reverse osmosis.
[02:46:28.235 --> 02:46:32.197]  So we're here once again today in downtown Flint.
[02:46:32.297 --> 02:46:38.199]  And earlier this morning we were driving around getting some drone footage of some of these dilapidated neighborhoods.
[02:46:38.780 --> 02:46:43.262]  And what we learned is it looks like people have huge lots in their yard.
[02:46:43.382 --> 02:46:48.785]  And in fact, what that is, is thousands of homes have been completely razed.
[02:46:49.365 --> 02:46:56.929]  And so it looks like people have huge plots of land when really it's that there's been hundreds of thousands of homes just completely razed.
[02:46:57.349 --> 02:47:02.132]  So you're not even actually seeing the devastation because they've, you know, demolished them all.
[02:47:02.796 --> 02:47:11.062]  It's pretty kind of sad, because when you take a look around, it really kind of reminds you of that old America, you know, that Americana, and it's being bulldozed.
[02:47:13.083 --> 02:47:14.664]  Well, NAFTA and GATT killed Flint.
[02:47:14.964 --> 02:47:16.245]  It really damaged Detroit.
[02:47:16.285 --> 02:47:17.346]  I hope Detroit can come back.
[02:47:17.406 --> 02:47:23.149]  I think Michiganders are great people, but you add big socialist unions, the Democratic Party to the mix, it's a big problem.
[02:47:23.830 --> 02:47:25.311]  Have we dug into whose fault?
[02:47:25.791 --> 02:47:32.315]  I mean, I know it's the fault of the deindustrialization, the water problems, the corruption in government, but is it the governor's overall fault?
[02:47:32.455 --> 02:47:35.277]  Is it the mayor in the buck passing, or is it both sides?
[02:47:36.613 --> 02:47:47.220]  Well, even the emergency manager that came in, this decision to switch over the water from Detroit to the Flint River had already been made prior to that emergency manager being put in place.
[02:47:47.881 --> 02:47:52.163]  But the issue was that Detroit was really raising the prices of water here.
[02:47:52.424 --> 02:48:02.470]  People are saying that their water bill, we spoke to an angry mother last night, we uploaded that video this morning, her water bill is $60 every month before she even turns the water on.
[02:48:02.811 --> 02:48:06.253]  They're paying the highest water rates in the country for poison.
[02:48:06.917 --> 02:48:16.219]  And so that was one of the reasons why they originally wanted to switch off of the Detroit water was because they were paying these astronomical rates because Detroit... Well, that's how it happens in third world countries.
[02:48:16.659 --> 02:48:16.899]  Right.
[02:48:17.160 --> 02:48:25.162]  They even made a James Bond movie, the one before the last, about a group in Latin America turning off the river to bankrupt the city and then taking it over.
[02:48:25.402 --> 02:48:29.583]  Well, that's actually what they do in the IMF and World Bank plans that got leaked in 2002.
[02:48:29.643 --> 02:48:30.923]  This is what they actually do.
[02:48:31.960 --> 02:48:33.381]  Yeah, and you can see that here.
[02:48:33.682 --> 02:48:34.622]  We spoke with a gentleman.
[02:48:34.722 --> 02:48:36.704]  He's kind of the last man standing.
[02:48:37.105 --> 02:48:43.110]  They're trying to clear out the entire area and turn it into a green space because it's so contaminated.
[02:48:43.150 --> 02:48:52.218]  You have GM and Buick, these other companies, they had these entire industrial spaces and now they're completely cleared out and they left just
[02:48:52.677 --> 02:48:55.239]  Massive waste and it's totally contaminated.
[02:48:55.519 --> 02:48:57.820]  So they're trying to clear out entire neighborhoods.
[02:48:58.181 --> 02:48:59.581]  Well Leanne, here's the allegory.
[02:48:59.601 --> 02:49:02.223]  I want to see if this rings true with you or the folks you've been talking to.
[02:49:02.243 --> 02:49:06.286]  I know you're going to come back and put all these reports together in a big, you know, special report.
[02:49:06.306 --> 02:49:08.027]  Boil down all this HD drone footage.
[02:49:09.853 --> 02:49:13.397]  America is kind of being seen as Flint or as Michigan itself.
[02:49:13.457 --> 02:49:16.399]  That's the way we're going to go under globalist looting.
[02:49:16.440 --> 02:49:18.962]  We're a zone where this has been decided to do.
[02:49:18.982 --> 02:49:21.765]  And as long as you're a globalist, you can be as toxic as you want.
[02:49:21.785 --> 02:49:26.930]  Then they'll use environmental regulations to shut down all their competition and, you know, harass people with the Green Police.
[02:49:27.250 --> 02:49:31.494]  And then, of course, all the other big companies will just rig everything like Volkswagen got caught doing.
[02:49:32.395 --> 02:49:34.096]  I mean, it also comes down to the people.
[02:49:34.416 --> 02:49:35.856]  God helps those that help themselves.
[02:49:36.437 --> 02:49:45.960]  I'm sorry, but, I mean, if it's toxic waste everywhere, if you live on a landfill, if your kids are deformed, if everybody's dying and being poisoned, why don't they move out?
[02:49:46.060 --> 02:49:47.201]  I don't want to hear they're too poor.
[02:49:47.621 --> 02:49:50.562]  Latin Americans are moving out because they live in hell.
[02:49:50.822 --> 02:49:52.923]  I mean, why don't they move to another state?
[02:49:54.767 --> 02:50:10.495]  And the other thing that we learned, we had a woman tell us last night that even if she went to go try and dig a well deep enough that they could hit pure water or try to do some type of system where they could be collecting rainwater, getting their own water, own fresh water, the city will come and condemn their home.
[02:50:11.055 --> 02:50:17.118]  So you're not allowed to unplug from the municipal water supply, even though they know it's poison, they're charging them.
[02:50:17.856 --> 02:50:18.256]  I don't know.
[02:50:32.435 --> 02:50:36.638]  Well, the drone footage you got, that Mr. Zimmerman got, is world class.
[02:50:37.299 --> 02:50:45.585]  And it's like a science fiction movie, because even in downtown at rush hour, right at dusk, there's hardly any cars driving around.
[02:50:45.605 --> 02:50:50.029]  I mean, I expect to see zombies running around here any minute, screaming brains.
[02:50:50.956 --> 02:50:52.677]  No, you nailed it.
[02:50:52.878 --> 02:50:54.099]  That's what it feels like here.
[02:50:54.159 --> 02:50:58.282]  It's like it's 1940 or 50 or something way back in the day before.
[02:50:58.302 --> 02:50:59.523]  Well, stay there, Leanne.
[02:50:59.543 --> 02:51:00.884]  We're going to come back to you in a moment.
[02:51:01.164 --> 02:51:03.146]  And then, of course, the fourth hour calls and more.
[02:51:03.186 --> 02:51:06.249]  But I tell you, she met a guy that didn't trust the government, filtered his water.
[02:51:06.469 --> 02:51:07.470]  What a crazy person.
[02:51:08.760 --> 02:51:10.241]  Are you looking to sell body armor?
[02:51:10.441 --> 02:51:13.284]  Want to make extra money selling body armor at your local gun shows?
[02:51:13.384 --> 02:51:16.967]  With low minimum buys and great returns, KD Armor is the answer.
[02:51:17.047 --> 02:51:18.728]  Make money in your spare time.
[02:51:18.748 --> 02:51:25.654]  It's American-made body armor with the quickest turnaround in the industry, which means you get your product when you need it at very competitive rates.
[02:51:26.034 --> 02:51:27.675]  And they'll ship it to you for free.
[02:51:27.916 --> 02:51:30.478]  If you own a business, give them a call today at 855-488-KD.
[02:51:30.498 --> 02:51:30.998]  That's 855-488-2284.
[02:51:31.018 --> 02:51:33.120]  Or go to KDArmor.com.
[02:51:33.200 --> 02:51:33.820]  Come and take it.
[02:51:38.624 --> 02:51:39.404]  Shower Filters.
[02:51:39.544 --> 02:51:41.145]  We're introducing the best yet.
[02:51:41.265 --> 02:51:45.186]  The brand new ProPure ProMax High Performance Shower Filter.
[02:51:45.326 --> 02:51:49.948]  It removes and reduces over 200 contaminants while preserving a strong, powerful flow.
[02:51:50.148 --> 02:51:57.070]  This new 4-stage filtration process helps protect the largest organ in your body, your skin, from the unhealthy contaminants in the water.
[02:51:57.230 --> 02:52:04.193]  You can find more details on this amazing new filter and free shipping at InfowarsStore.com or call 888-253-3139 to order your ProMax Shower Filter from ProPure today.
[02:52:08.214 --> 02:52:12.816]  Wildfires, hurricanes, tornadoes, earthquakes, a crashing economy.
[02:52:13.036 --> 02:52:13.897]  Are you ready?
[02:52:14.137 --> 02:52:16.798]  At best, your local stores have a three-day supply of food.
