[00:00:14.375 --> 00:00:17.197]  Hard to believe!
[02:36:44.873 --> 02:36:47.496]  The fact that he's being so nice is only emboldening these people.
[02:36:47.716 --> 02:36:48.176]  Exactly.
[02:36:48.557 --> 02:36:54.042]  And, you know, the fact that we've got, like, the Council on Foreign Relations fearing collapse of the UN under President Trump.
[02:36:54.062 --> 02:36:56.844]  I mean, they are freaked out that he's going to cut the funding.
[02:36:57.345 --> 02:36:59.487]  It's like a James Bond movie.
[02:36:59.527 --> 02:37:02.350]  The reclusive Matt Drudge does, like, one interview every three, four years.
[02:37:02.630 --> 02:37:05.212]  He shows up here a year ago, says, they're coming next year.
[02:37:05.232 --> 02:37:07.054]  I've been told by, and now it's here.
[02:37:07.535 --> 02:37:07.715]  Right.
[02:37:08.635 --> 02:37:14.519]  I mean, everything that we could take that Matt Drudge interview, and piece by piece, he warned us, and it's really true.
[02:37:14.539 --> 02:37:16.321]  It's not like he was just thinking this up on his own.
[02:37:16.381 --> 02:37:17.782]  It was being told by high-level people.
[02:37:18.162 --> 02:37:18.582]  Exactly.
[02:37:18.923 --> 02:37:20.003]  I've been told the same thing.
[02:37:20.564 --> 02:37:23.026]  They were planning when Hillary got in to start arresting people!
[02:37:23.948 --> 02:37:25.709]  I just think- That's why they're all pissed!
[02:37:25.949 --> 02:37:27.430]  They were about to have their way with us.
[02:37:27.730 --> 02:37:30.111]  The intelligence agencies and the patriots kicked their butt.
[02:37:30.311 --> 02:37:30.491]  Right.
[02:37:30.731 --> 02:37:31.672]  And now they're pissed!
[02:37:32.192 --> 02:37:33.552]  They did not see it coming.
[02:37:33.593 --> 02:37:35.633]  They truly thought that they- Look, let me tell you something.
[02:37:35.673 --> 02:37:37.634]  The patriots are going to release all the real dirt.
[02:37:38.435 --> 02:37:43.437]  I think that's why Trump's confident, is if they really want to push, stuff's going to get released that is going to mean.
[02:37:43.857 --> 02:37:45.278]  You're all going to jail, okay?
[02:37:45.578 --> 02:37:46.238]  Just get ready.
[02:37:46.278 --> 02:37:47.239]  You asked for it, go ahead.
[02:37:47.759 --> 02:37:56.521]  Well, the fact that they're going to want to start World War III out there, but then if they don't allow President-elect Trump to take office, it's going to start a civil war here in our own country.
[02:37:56.821 --> 02:37:59.002]  So it's just going to be madness, chaos everywhere.
[02:37:59.022 --> 02:37:59.262]  Sure.
[02:37:59.282 --> 02:38:00.742]  And it's a big pedophile guild running it.
[02:38:00.763 --> 02:38:02.103]  You don't get in it unless you're a pedophile.
[02:38:02.323 --> 02:38:07.784]  That's why they focused on Pizzagate as a distraction with that one pizza place to divert off all the other emails that proved it.
[02:38:07.984 --> 02:38:08.725]  Well, just guess what?
[02:38:08.765 --> 02:38:09.685]  It's all going to come out now.
[02:38:10.339 --> 02:38:10.539]  Right.
[02:38:11.359 --> 02:38:16.402]  Alex, you mentioned them kicking out the Russian diplomats from the country.
[02:38:16.742 --> 02:38:20.864]  You know, this article that's originating from Zero Hedge, it is ridiculous!
[02:38:20.904 --> 02:38:27.667]  So at some point the White House is set to unveil a new sanction and other retaliatory measures against Russia, specifically the Kremlin.
[02:38:27.967 --> 02:38:34.110]  We're going to just continue to freeze all their assets, which is exactly what we did after Crimea and the Ukraine situation.
[02:38:34.210 --> 02:38:36.771]  And then say Trump's a Russian agent when he unfreezes it.
[02:38:37.111 --> 02:38:38.233]  Right, exactly.
[02:38:38.493 --> 02:38:43.639]  And you are as well, my dear boss, you are a Russian agent as well, like we all are.
[02:38:43.980 --> 02:38:44.881]  And you know what?
[02:38:44.901 --> 02:38:47.144]  These sanctions, they just go right along with it.
[02:38:47.204 --> 02:38:48.205]  Why not sanction them?
[02:38:48.225 --> 02:38:49.807]  Why not try to freeze their assets?
[02:38:49.887 --> 02:38:50.748]  Yeah, why not?
[02:38:50.768 --> 02:38:55.835]  They just signed a bill to put the FCC over all media and the CIA running it last week.
[02:38:56.235 --> 02:38:56.635]  That's right.
[02:38:56.715 --> 02:39:04.258]  And meanwhile, we've got this Spanish defense military report that is saying, look, we have a hotbed situation happening.
[02:39:04.378 --> 02:39:09.800]  Islamic radicalism, the conditions are enabling because of the way that it is here.
[02:39:10.240 --> 02:39:14.922]  They're enabling this free and almost undetectable movement of their members in the region.
[02:39:14.962 --> 02:39:19.144]  And yet, Latin America is a major recipient of USCID, I might add.
[02:39:19.484 --> 02:39:21.825]  Meanwhile, they're a hotbed for radical extremism.
[02:39:22.185 --> 02:39:22.525]  That's right.
[02:39:22.545 --> 02:39:26.067]  Go over that headline because this is important for folks to understand.
[02:39:26.467 --> 02:39:30.450]  Our government's made an alliance with jihadis worldwide to give them weapons.
[02:39:30.510 --> 02:39:31.130]  It's all come out.
[02:39:31.170 --> 02:39:32.010]  Our military knows it.
[02:39:32.471 --> 02:39:38.714]  They called a conspiracy theory and fake news that the Arab Spring was funded by the West and turned loose when it's a fact.
[02:39:39.935 --> 02:39:41.416]  It's an admitted... It's like...
[02:39:42.176 --> 02:39:55.684]  The former, you know, spokesman for Obama saying, I was told to go out there and say there is no drone program, even though it had existed for five years, thousands of strikes, thousands of sorties, and I was saying something didn't exist that was admitted to exist.
[02:39:55.704 --> 02:40:00.587]  You know, it's like saying Donald Trump doesn't exist, or, or, or, or Leanne Mack who doesn't have brown hair.
[02:40:00.967 --> 02:40:02.688]  It's prima facie horse manure.
[02:40:03.108 --> 02:40:04.829]  What do you think the tactic here is?
[02:40:04.869 --> 02:40:07.171]  Where do you think this is all going, Ashley?
[02:40:08.187 --> 02:40:17.418]  Well, Alex, I think where it's all going is, well, basically they want to totally create this whole World War III scenario, as we've been talking about.
[02:40:17.438 --> 02:40:23.045]  I mean, they're taking measures beyond anything they've ever done with the Cold War with Russia.
[02:40:23.505 --> 02:40:29.589]  Everywhere you go, there's propaganda about Russia having hacked the election, yet we have no proof.
[02:40:29.629 --> 02:40:37.554]  There's another Zero Hedge article, Obama under intense pressure to release evidence proving Russians hacked the election.
[02:40:37.894 --> 02:40:42.137]  So we're just kind of waiting for the real proof, and there is none.
[02:40:42.157 --> 02:40:43.778]  And that's just the fact of the matter.
[02:40:44.258 --> 02:40:50.441]  And it's a cognitive dissonance where, you know, we're not really understanding who the true enemy is.
[02:40:50.901 --> 02:40:52.742]  And honestly, I think that's China.
[02:40:52.822 --> 02:40:56.844]  And if we push Russia away, you know, they could actually end up in an alliance.
[02:40:56.944 --> 02:40:57.985]  And that could really bring...
[02:40:59.966 --> 02:41:06.288]  I mean, Obama's just been destroying us on purpose because they want global corporations to be in charge, not nation-states working together.
[02:41:06.308 --> 02:41:07.388]  And let me just make the big announcement.
[02:41:07.688 --> 02:41:09.209]  We're in a civil war now.
[02:41:09.669 --> 02:41:15.871]  When you've got active corporate media unified lying about the president-elect and lying about independent Americana
[02:41:16.971 --> 02:41:42.208]  No one in the reality-based universe would say I'm connected to Russia or anybody else's and so here we are battling for this Republic, battling to lower taxes, battling to take care of our veterans, battling to secure our borders, battling to stop the government-funded cop killing and all this insanity and then they're saying we need a war with Russia and are doing all the things you do before a war and then they just activated the Middle East to blow up with an intifada.
[02:41:42.608 --> 02:41:45.350]  This shows they're going for broke with 21 days.
[02:41:45.410 --> 02:41:46.271]  Let me ask all of you.
[02:41:46.992 --> 02:41:53.158]  Again, going back to Ashley, then right through Margaret and Leigh-Anne, what do you think they're going to pull next in 21 days?
[02:41:53.738 --> 02:41:54.559]  What do you think we can do?
[02:41:55.760 --> 02:42:01.606]  Well, it seems like Israel seems to be, you know, a really, really hot-button issue right now.
[02:42:01.946 --> 02:42:10.575]  They seem to really be pushing, I mean, with John Kerry yesterday saying that, you know, Israel's never going to be at peace, there's never going to be a two-state solution.
[02:42:11.175 --> 02:42:25.504]  You know, so I really think that they're going to try to use Israel and, you know, Russia, you know, some of our big allies in order to just kind of create this World War III scenario before Trump gets into office.
[02:42:25.525 --> 02:42:26.125]  I totally agree.
[02:42:26.145 --> 02:42:28.506]  Before you keep going any further, I've always pointed this out.
[02:42:29.627 --> 02:42:32.669]  And like I said, Gary Johnson acts mentally ill and does this flick of the tongue thing.
[02:42:32.709 --> 02:42:35.531]  And when he was here, would like stare at the walls like he was on something.
[02:42:35.911 --> 02:42:38.033]  Then people noticed he started doing it in public.
[02:42:39.133 --> 02:42:46.657]  Kerry looks like he's wearing a rubber mask and constantly, like a snake, flicks his tongue out like he's got, you know, Down syndrome or something.
[02:42:46.697 --> 02:42:47.757]  I'm not trying to be mean here.
[02:42:48.197 --> 02:42:49.558]  What has happened to these people?
[02:42:49.638 --> 02:42:51.939]  It's like they're possessed by something.
[02:42:52.219 --> 02:42:55.061]  What do you make of this, Ashley, and then others?
[02:42:56.127 --> 02:42:57.168]  Uh, well, definitely.
[02:42:57.228 --> 02:43:00.029]  It looks like it could be some sort of mental illness.
[02:43:00.109 --> 02:43:02.851]  I mean, there are so many different things that could be affecting these people.
[02:43:03.231 --> 02:43:07.714]  We don't know, you know, what they could have been undergoing, you know, these new technologies and things.
[02:43:07.734 --> 02:43:09.855]  We have no idea, you know, what is actually affecting them.
[02:43:09.875 --> 02:43:15.298]  I was about to say, he didn't look like this until about two years ago, and then he just emerged with this rubber head and the tongue flicking.
[02:43:16.162 --> 02:43:18.183]  It's a really, really, really weird tick.
[02:43:18.243 --> 02:43:20.784]  I'm telling you, Gary Johnson didn't act like a human when he was here.
[02:43:21.104 --> 02:43:22.444]  He'd been here before, it was totally normal.
[02:43:22.864 --> 02:43:23.965]  What do you think it is, Maggie?
[02:43:24.005 --> 02:43:26.866]  You know, it's a demonic possession, if I had to guess.
[02:43:26.886 --> 02:43:27.866]  That's my expert opinion.
[02:43:28.126 --> 02:43:32.007]  And we've got him saying, you know what, Israel, you can't both be Jewish and Democratic.
[02:43:32.047 --> 02:43:35.349]  Well, screw Democratic, number one, especially your version of it, buddy.
[02:43:35.369 --> 02:43:37.569]  Plus, they're saying the U.S.
[02:43:37.609 --> 02:43:39.150]  can't be based on Christianity.
[02:43:39.170 --> 02:43:42.311]  It doesn't mean it's a state-run religion, but Christians were in the founding.
[02:43:42.734 --> 02:43:43.534]  Right, exactly.
[02:43:43.574 --> 02:43:45.575]  Meanwhile, we've got these nation-states working together.
[02:43:45.635 --> 02:43:49.897]  Tayyip Erdogan of Turkey and Russia, Vladimir Putin discussing a ceasefire.
[02:43:49.937 --> 02:43:57.301]  They conveniently leave our president out of it because he props up Imams of Iran and goes after Israel.
[02:43:57.381 --> 02:44:00.782]  So, to your question, what could we see in the next 20-some odd days?
[02:44:00.802 --> 02:44:01.223]  You know what?
[02:44:01.263 --> 02:44:05.825]  We can't take, as Roger Stone has said time and again, an assassination attempt off the table.
[02:44:05.865 --> 02:44:08.966]  We have mainstream media elites practically calling for it.
[02:44:09.827 --> 02:44:12.568]  There's no telling, but it looks like... I mean, it's clear they're trying to start a
[02:44:12.648 --> 02:44:13.329]  We're good to go.
[02:44:33.769 --> 02:44:38.174]  Well, and that's why I don't think that he, you know, he finally came to understand that, like, they're not going to hold back.
[02:44:38.214 --> 02:44:45.342]  So he just really came after him, said whatever, you know, they weren't expecting him to go hard in the debate against Bill Clinton and everything.
[02:44:45.782 --> 02:44:49.126]  But we're seeing just this massive gaslighting against the masses.
[02:44:49.466 --> 02:44:53.330]  And this is their social... For folks who don't know what gaslighting is, it's an inversion of reality.
[02:44:53.350 --> 02:44:53.571]  Explain.
[02:44:54.031 --> 02:45:00.155]  Right, it's basically, you know, someone tricking you by flickering the lights, and then you're saying, man, why are the lights flickering?
