[00:00:00.769 --> 00:00:04.033]  31 days, folks.
[02:28:02.848 --> 02:28:07.352]  But here's the thing, Jeremiah the prophet said, woe unto them who call evil good and good evil.
[02:28:07.352 --> 02:28:23.825]  You Alex, I, all of the people who have been fighting this battle, every single talk show host talking about what's going on, anybody criticizing the New World Order, you go on and on and on, constitutionals, Christians, anti-vaccine people, you're all considered terrorists.
[02:28:23.825 --> 02:28:25.186]  Now what does a terrorist mean?
[02:28:25.186 --> 02:28:29.950]  These guys have redefined every single word and they have basically
[02:28:30.490 --> 02:28:32.151]  Everything that applies to them.
[02:28:32.151 --> 02:28:35.434]  They overwhelm the census, they overwhelm the mainstream media.
[02:28:35.434 --> 02:28:37.775]  Sure, they're the racists they call Donald Trump racists.
[02:28:37.775 --> 02:28:40.437]  So what point in history are we right now?
[02:28:40.437 --> 02:28:48.803]  I believe we're at the point that outside of the grace of God that we're going to see a limited nuclear exchange and here's what people don't get.
[02:28:48.803 --> 02:28:50.324]  The United States can disappear.
[02:28:50.324 --> 02:28:52.466]  Mystery Babylon, people fight about that.
[02:28:52.466 --> 02:28:56.949]  The United States can disappear and the rest of the world can come under the rule and reign of anti-Christ.
[02:28:57.329 --> 02:28:58.570]  Exactly, let me expand on this.
[02:28:58.570 --> 02:29:05.454]  When you watch, we're going to break, the body language of the Chairman of the Joint Chiefs of Staff or Army Chief of Staff General Mark Milley.
[02:29:05.454 --> 02:29:06.435]  They look freaked out.
[02:29:06.435 --> 02:29:10.178]  I mean, they look like they're looking at Congress and they're saying, OK, we're ready for war.
[02:29:10.178 --> 02:29:11.038]  We're being told to go to war.
[02:29:11.038 --> 02:29:16.762]  And then the adjunct guy behind him is like smiling and nodding like you guys want a war.
[02:29:16.762 --> 02:29:19.324]  They're saying to the globalists, OK, you want a war.
[02:29:19.324 --> 02:29:24.247]  Why do we let this little Nazi collaborator Soros even walk around outside prison?
[02:29:24.247 --> 02:29:27.109]  Why the hell does he get to have a nuclear war so he can be the messiah?
[02:29:28.870 --> 02:29:33.933]  Well, you know, he's the man that is going to basically be the facilitator.
[02:29:33.933 --> 02:29:36.515]  Remember this, these guys are all satanic puppets.
[02:29:36.515 --> 02:29:36.915]  Oh, I know.
[02:29:36.915 --> 02:29:38.536]  He said he believes he's the Messiah.
[02:29:38.536 --> 02:29:38.937]  Exactly.
[02:29:38.937 --> 02:29:40.638]  He wants to bring in the Antichrist.
[02:29:40.638 --> 02:29:41.698]  Look, it's perfectly clear.
[02:29:41.698 --> 02:29:43.360]  Let's talk about that.
[02:29:43.360 --> 02:29:45.781]  What happens if they're able to have their nuclear war at this time?
[02:29:45.781 --> 02:29:47.762]  I know all the trendies are going to like it.
[02:29:47.762 --> 02:29:49.143]  We're on the march.
[02:29:49.143 --> 02:29:51.665]  The empire's on the run.
[02:29:51.665 --> 02:29:54.347]  Alex Jones and the GCN Radio Network.
[02:29:58.473 --> 02:30:01.775]  Coming to a city near you, ISIS serial killers!
[02:30:01.775 --> 02:30:08.780]  That's right, an ISIS magazine, Rumaya, is recruiting serial killers to carry out knife attacks in the West.
[02:30:08.780 --> 02:30:18.367]  This hate group, or religion of peace according to Hillary Clinton, explains to potential recruits how they don't need a gun to terrorize innocent people, they just need a knife.
[02:30:18.367 --> 02:30:24.131]  This same publication also calls for its servants to shed blood and even to die for their cause.
[02:30:24.131 --> 02:30:25.592]  How would you describe that?
[02:30:25.592 --> 02:30:26.433]  Radical Islam?
[02:30:26.713 --> 02:30:31.135]  I'm sure Barack Obama will be ignoring this because radical Islam doesn't exist to him.
[02:30:31.135 --> 02:30:37.198]  I'm sure Hillary Clinton will turn a blind eye to this as well as she doesn't want to offend anyone on the eve of an election.
[02:30:37.198 --> 02:30:38.658]  Here's a crazy idea.
[02:30:38.658 --> 02:30:44.821]  Find out whoever is publishing this mass murderer producing hate rag and start questioning him and his entire staff.
[02:30:44.821 --> 02:30:48.403]  It's okay to assume it's a man as they're in charge of women in radical Islam.
[02:30:48.723 --> 02:30:53.164]  Then jail him or start getting some answers on ISIS leaders immediately.
[02:30:53.164 --> 02:30:55.305]  Or are we really that incompetent?
[02:30:55.305 --> 02:30:58.546]  This is Owen Schroer from InfoWars.com.
[02:30:58.546 --> 02:31:05.028]  More than two years ago, InfoWars first told you about our research into what has been called the Iodine Conspiracy.
[02:31:05.028 --> 02:31:17.832]  I've told you about how scientists have known for decades that iodine deficiencies can devastate IQ, and how the government knowingly started taking iodine out of the food and adding fluoride, the bad member of the halogen family, into the water.
[02:31:18.012 --> 02:31:21.673]  They took the good halogen out and put the deadly halogen in.
[02:31:21.673 --> 02:31:28.655]  And when the Fukushima crisis worsened, as it still is worsening today, I was there telling you how to prepare yourself and your family.
[02:31:28.655 --> 02:31:41.539]  Now, in 2016, even more information has been revealed concerning the connection between iodine and the gut, which many experts are now saying could be the biggest revelation ever concerning iodine.
[02:31:41.539 --> 02:31:43.079]  You can pull these studies up for yourself.
[02:31:43.379 --> 02:31:49.764]  This is the real deal, folks, and the truth is that iodine is essential, in my view, to any optimum health regimen.
[02:31:49.764 --> 02:31:55.529]  Stock up on Survival Shield X2 today at Infowarslife.com or by calling 888-253-3139.
[02:31:55.529 --> 02:32:03.096]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[02:32:03.376 --> 02:32:12.201]  Yongevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[02:32:12.201 --> 02:32:16.163]  Yongevity also offers you an ingenious way to augment your income.
[02:32:16.163 --> 02:32:16.943]  And the best part?
[02:32:16.943 --> 02:32:19.825]  You'll be helping your friends and family along the way.
[02:32:19.825 --> 02:32:22.446]  Visit InfoWarsTeam.com today.
[02:32:22.446 --> 02:32:23.207]  Become a member.
[02:32:23.207 --> 02:32:27.289]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[02:32:27.489 --> 02:32:34.232]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[02:32:34.232 --> 02:32:35.193]  Another win-win.
[02:32:35.193 --> 02:32:38.934]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[02:32:38.934 --> 02:32:40.155]  And you can be too.
[02:32:40.155 --> 02:32:40.715]  It's simple.
[02:32:40.715 --> 02:32:43.657]  Just go to Infowarsteam.com today.
[02:32:43.657 --> 02:32:45.758]  Complete a short sign-up and you're part of the team.
[02:32:45.758 --> 02:32:48.999]  That's Infowarsteam.com or Infowarshealth.com.
[02:32:48.999 --> 02:32:55.322]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[02:32:55.322 --> 02:32:56.623]  Check it out for yourself today.
[02:33:24.855 --> 02:33:27.477]  Waging war on corruption.
[02:33:27.477 --> 02:33:32.600]  It's Alex Jones, coming to you live from the front lines of the InfoWars.
[02:33:32.600 --> 02:33:35.102]  Steve Colbert, guys, I'm gonna go to your phone calls here in just a few minutes.
[02:33:35.102 --> 02:33:39.365]  I appreciate Chris and Steve and Tim and Cindy and August for holding.
[02:33:39.365 --> 02:33:43.067]  We're gonna go right to you, talk about the debates, what you think Trump ought to do, what else is happening.
[02:33:43.067 --> 02:33:43.848]  I want to explain something.
[02:33:44.528 --> 02:33:53.015]  The Russians are having national TV shows saying, we don't want nuclear war, please stop moving weapons up to our borders, please stop funding jihadis, please stop these huge sanctions on us.
[02:33:53.015 --> 02:33:55.157]  Russia is down in a depression, basically.
[02:33:55.157 --> 02:34:00.901]  I'm not lionizing Russia, they've got their own problems, but they pay people to have kids, they're bringing Christianity back.
[02:34:00.901 --> 02:34:02.743]  They're saying you're not going to teach five-year-olds how to be gay.
[02:34:02.743 --> 02:34:08.287]  We're not against gay people, you're not going to push this anti-human depopulation agenda.
[02:34:08.287 --> 02:34:11.250]  That's what the globalists are pushing, is that people don't have kids.
[02:34:12.455 --> 02:34:14.476]  That's all declassified as well.
[02:34:14.476 --> 02:34:15.717]  But when you watch these U.S.
[02:34:15.717 --> 02:34:20.720]  generals, and I've been doing, I mean, I've been on the air for 21 years, okay?
[02:34:20.720 --> 02:34:23.582]  I've never seen body language or statements like these.
[02:34:23.582 --> 02:34:28.405]  We're not the ones saying nuclear war is inevitable.
[02:34:28.405 --> 02:34:36.850]  Generals are in Congress saying, and the Congressmen say, why can't we just use missiles and bomb their airfields and blow their planes up?
[02:34:38.387 --> 02:34:41.468]  And then we don't lose anybody, like the Russians don't respond.
[02:34:41.468 --> 02:34:44.409]  There's a level of ignorance, like I said yesterday.
[02:34:44.409 --> 02:34:49.810]  Well, look at the congressman who's still in from Georgia who thinks the islands float.
[02:34:49.810 --> 02:34:59.313]  There's such a, from the entertainment and the movies and everything, people even in government, and folks I talk to that are even, quote, pretty smart, are like brain damaged now.
[02:34:59.313 --> 02:35:05.115]  It's like some spirit of like, they're sleeping, they're not awake, and they're sleepwalking over the edge of a cliff.
[02:35:06.598 --> 02:35:30.210]  I mean, since when did our government openly fund Al Qaeda and ISIS and overthrow our allies and murder everybody and, you know, lie and have child actors in fake TV shows with Hillary and just the level, the tripling, the quadrupling, the deception, the opening the borders and bringing people in with leprosy and TB and bubonic plague and the Border Patrol comes on the show!
[02:35:30.210 --> 02:35:31.031]  They're so desperate!
[02:35:32.216 --> 02:35:37.218]  And says, yeah, the head of the Border Patrol in Texas came on and was like, yeah, no order, don't even test them.
[02:35:37.218 --> 02:35:39.039]  It looks like they have cholera or whatever, just let them in.
[02:35:39.039 --> 02:35:42.920]  They're like, we don't know what's going on, it's crazy.
[02:35:42.920 --> 02:35:44.701]  And you're like, well, don't be racist.
[02:35:44.701 --> 02:35:47.002]  Well, at least give them treatment.
[02:35:47.002 --> 02:35:48.843]  Don't put them in school with your kids to get it.
[02:35:48.843 --> 02:35:51.064]  I mean, it seems like a great delusions, Tom.
[02:35:51.064 --> 02:35:53.745]  We're going to go back to Steve Cuellar and your phone calls here in just a moment.
[02:35:55.947 --> 02:36:05.176]  But man, our guests, they get ready for Deutsche Bank to go over, and when it goes under by the end of the year, that triggers the next crisis, and now they're saying, get ready, and it's like, I don't like being right.
[02:36:05.176 --> 02:36:06.177]  I don't like this.
[02:36:06.177 --> 02:36:16.728]  And I also don't like the fact that if there is a nuclear war, and we're here a year from now, and North Korea hasn't nuked Seoul or Tokyo, which they threaten to do on a weekly basis,
[02:36:18.154 --> 02:36:21.156]  And the Clintons gave them the reactors to be able to have the fissile material.
[02:36:21.156 --> 02:36:21.856]  That's what I mean.
[02:36:21.856 --> 02:36:22.937]  I mean, I know the facts.
[02:36:22.937 --> 02:36:28.660]  I see evil people pushing in our government to the destruction of the planet.
[02:36:28.660 --> 02:36:29.441]  And it makes me mad.
[02:36:29.441 --> 02:36:33.303]  And then it makes me mad that generals are saying, we're on the edge of war with Russia.
[02:36:33.303 --> 02:36:34.164]  This is dangerous.
[02:36:34.164 --> 02:36:39.127]  We should have a serious discussion.
[02:36:39.127 --> 02:36:40.467]  And they go, now, General, I don't get that.
[02:36:40.467 --> 02:36:43.209]  I said we fire missiles at them.
[02:36:43.209 --> 02:36:44.350]  And none of our policy will get hurt.
[02:36:44.350 --> 02:36:45.991]  They go, excuse me, sir, they'll retaliate.
[02:36:47.145 --> 02:36:48.066]  Well, I just don't get that.
[02:36:48.066 --> 02:36:52.671]  It's like there's some blindness where I guess they just think they waddle into the Capitol.
